edition	identity	mode	at	word	target	status	reading
ZL3b	NEW	MASS	ZL3b|f2v.2|G004	shol	X1	PROPERTY_ASSUMED	X1 ist feucht [PROPERTY_ASSUMED]
ZL3b	NEW	MASS	ZL3b|f2v.2|G007	qoty	X2	PROPERTY_ASSUMED	X2 ist kalt [PROPERTY_ASSUMED]
ZL3b	NEW	MASS	ZL3b|f2v.2|G008	chor	X2	MENTION_ASSUMED	Gegenstand X2 der Klasse chor
ZL3b	NEW	MASS	ZL3b|f2v.2|G009	daiin	X2	AMOUNT_ASSUMED	Menge(X2)=C·U
ZL3b	NEW	MASS	ZL3b|f2v.3|G002	chor	X3	MENTION_ASSUMED	Gegenstand X3 der Klasse chor
ZL3b	NEW	MASS	ZL3b|f2v.3|G004	chol	X3	PROPERTY_ASSUMED	X3 ist trocken [PROPERTY_ASSUMED]
ZL3b	NEW	MASS	ZL3b|f2v.3|G008	daiin	X3	AMOUNT_ASSUMED	Menge(X3)=C·U
ZL3b	NEW	GRADE	ZL3b|f2v.1|G006	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
ZL3b	NEW	GRADE	ZL3b|f2v.1|G007	dair	X1	MISSING_AXIS	X1: ?Eigenschaft im Grad A [MISSING_AXIS]
ZL3b	NEW	GRADE	ZL3b|f2v.2|G004	shol	X1	PROPERTY_ASSUMED	X1 ist feucht [PROPERTY_ASSUMED]
ZL3b	NEW	GRADE	ZL3b|f2v.2|G007	qoty	X2	PROPERTY_ASSUMED	X2 ist kalt [PROPERTY_ASSUMED]
ZL3b	NEW	GRADE	ZL3b|f2v.2|G008	chor	X2	MENTION_ASSUMED	Gegenstand X2 der Klasse chor
ZL3b	NEW	GRADE	ZL3b|f2v.2|G009	daiin	X2	GRADE_ASSUMED	X2: kalt im Grad C [GRADE_ASSUMED]
ZL3b	NEW	GRADE	ZL3b|f2v.3|G002	chor	X3	MENTION_ASSUMED	Gegenstand X3 der Klasse chor
ZL3b	NEW	GRADE	ZL3b|f2v.3|G004	chol	X3	PROPERTY_ASSUMED	X3 ist trocken [PROPERTY_ASSUMED]
ZL3b	NEW	GRADE	ZL3b|f2v.3|G008	daiin	X3	GRADE_ASSUMED	X3: trocken im Grad C [GRADE_ASSUMED]
IT2a	SAME	MASS	IT2a|f2v.1|G007	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
IT2a	SAME	MASS	IT2a|f2v.1|G008	dair	X1	AMOUNT_ASSUMED	Menge(X1)=A·U
IT2a	SAME	MASS	IT2a|f2v.2|G004	shol	X1	PROPERTY_ASSUMED	X1 ist feucht [PROPERTY_ASSUMED]
IT2a	SAME	MASS	IT2a|f2v.2|G007	qoty	X1	PROPERTY_ASSUMED	X1 ist kalt [PROPERTY_ASSUMED]
IT2a	SAME	MASS	IT2a|f2v.2|G008	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
IT2a	SAME	MASS	IT2a|f2v.2|G009	daiin	X1	AMOUNT_ASSUMED	Menge(X1)=C·U
IT2a	SAME	MASS	IT2a|f2v.3|G002	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
IT2a	SAME	MASS	IT2a|f2v.3|G004	chol	X1	CONFLICT	X1 ist trocken [CONFLICT]
IT2a	SAME	MASS	IT2a|f2v.3|G008	daiin	X1	AMOUNT_ASSUMED	Menge(X1)=C·U
IT2a	SAME	GRADE	IT2a|f2v.1|G007	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
IT2a	SAME	GRADE	IT2a|f2v.1|G008	dair	X1	MISSING_AXIS	X1: ?Eigenschaft im Grad A [MISSING_AXIS]
IT2a	SAME	GRADE	IT2a|f2v.2|G004	shol	X1	PROPERTY_ASSUMED	X1 ist feucht [PROPERTY_ASSUMED]
IT2a	SAME	GRADE	IT2a|f2v.2|G007	qoty	X1	PROPERTY_ASSUMED	X1 ist kalt [PROPERTY_ASSUMED]
IT2a	SAME	GRADE	IT2a|f2v.2|G008	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
IT2a	SAME	GRADE	IT2a|f2v.2|G009	daiin	X1	GRADE_ASSUMED	X1: kalt im Grad C [GRADE_ASSUMED]
IT2a	SAME	GRADE	IT2a|f2v.3|G002	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
IT2a	SAME	GRADE	IT2a|f2v.3|G004	chol	X1	CONFLICT	X1 ist trocken [CONFLICT]
IT2a	SAME	GRADE	IT2a|f2v.3|G008	daiin	X1	GRADE_ASSUMED	X1: trocken im Grad C [GRADE_ASSUMED]
IT2a	NEW	MASS	IT2a|f2v.1|G007	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
IT2a	NEW	MASS	IT2a|f2v.1|G008	dair	X1	AMOUNT_ASSUMED	Menge(X1)=A·U
IT2a	NEW	MASS	IT2a|f2v.2|G004	shol	X1	PROPERTY_ASSUMED	X1 ist feucht [PROPERTY_ASSUMED]
IT2a	NEW	MASS	IT2a|f2v.2|G007	qoty	X2	PROPERTY_ASSUMED	X2 ist kalt [PROPERTY_ASSUMED]
IT2a	NEW	MASS	IT2a|f2v.2|G008	chor	X2	MENTION_ASSUMED	Gegenstand X2 der Klasse chor
IT2a	NEW	MASS	IT2a|f2v.2|G009	daiin	X2	AMOUNT_ASSUMED	Menge(X2)=C·U
IT2a	NEW	MASS	IT2a|f2v.3|G002	chor	X3	MENTION_ASSUMED	Gegenstand X3 der Klasse chor
IT2a	NEW	MASS	IT2a|f2v.3|G004	chol	X3	PROPERTY_ASSUMED	X3 ist trocken [PROPERTY_ASSUMED]
IT2a	NEW	MASS	IT2a|f2v.3|G008	daiin	X3	AMOUNT_ASSUMED	Menge(X3)=C·U
IT2a	NEW	GRADE	IT2a|f2v.1|G007	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
IT2a	NEW	GRADE	IT2a|f2v.1|G008	dair	X1	MISSING_AXIS	X1: ?Eigenschaft im Grad A [MISSING_AXIS]
IT2a	NEW	GRADE	IT2a|f2v.2|G004	shol	X1	PROPERTY_ASSUMED	X1 ist feucht [PROPERTY_ASSUMED]
IT2a	NEW	GRADE	IT2a|f2v.2|G007	qoty	X2	PROPERTY_ASSUMED	X2 ist kalt [PROPERTY_ASSUMED]
IT2a	NEW	GRADE	IT2a|f2v.2|G008	chor	X2	MENTION_ASSUMED	Gegenstand X2 der Klasse chor
IT2a	NEW	GRADE	IT2a|f2v.2|G009	daiin	X2	GRADE_ASSUMED	X2: kalt im Grad C [GRADE_ASSUMED]
IT2a	NEW	GRADE	IT2a|f2v.3|G002	chor	X3	MENTION_ASSUMED	Gegenstand X3 der Klasse chor
IT2a	NEW	GRADE	IT2a|f2v.3|G004	chol	X3	PROPERTY_ASSUMED	X3 ist trocken [PROPERTY_ASSUMED]
IT2a	NEW	GRADE	IT2a|f2v.3|G008	daiin	X3	GRADE_ASSUMED	X3: trocken im Grad C [GRADE_ASSUMED]
