event_id	page	record	statement_id	source_hand	target_hand	exact_card_id	component_recipe	reading_de	source_surface	target_surface	surface_changed	render_mode	selection_tier	target_hand_evidence_events	card_and_meaning_preserved
E014	f10r	H1	H1-S002	HAND_1	HAND_2	PROC014	CTH+Y	BEREITEN · DIES	cthy	checthy	YES	CROSS_HAND_SHARED_CARD_RENDERER	MATCH_LINE_FIRST_AND_PREV_DY	E271,E279,E289,E310	YES
E015	f10r	H2	H2-S001	HAND_1	HAND_2	PROC015	Y+CH+E+OR	DIES · ENTNEHMEN · KURZ · ANSATZ	ycheor	ycheor	NO	LOCAL_WHOLE_CARD_PRESERVED	NO_OTHER_HAND_CARD_MODEL	LOCAL_MODEL_COPY	YES
E016	f10r	H2	H2-S001	HAND_1	HAND_2	PROC014	CTH+Y	BEREITEN · DIES	cthy	checthy	YES	CROSS_HAND_SHARED_CARD_RENDERER	MATCH_LINE_FIRST_AND_PREV_DY	E271,E279,E289,E310	YES
E017	f10r	H2	H2-S001	HAND_1	HAND_2	PROC016	OR	ANSATZ	chor	or	YES	CROSS_HAND_SHARED_CARD_RENDERER	MATCH_LINE_FIRST_AND_PREV_DY	E071	YES
E018	f10r	H2	H2-S001	HAND_1	HAND_2	PROC017	CTH+AIIN	BEREITEN · SOLLMASS	cthaiin	cthaiin	NO	LOCAL_WHOLE_CARD_PRESERVED	NO_OTHER_HAND_CARD_MODEL	LOCAL_MODEL_COPY	YES
E019	f10r	H2	H2-S001	HAND_1	HAND_2	PROC018	O+CTH+OL+Y	ARBEITSGANG · BEREITEN · WEITER · DIES	qoctholy	qoctholy	NO	LOCAL_WHOLE_CARD_PRESERVED	NO_OTHER_HAND_CARD_MODEL	LOCAL_MODEL_COPY	YES
E020	f10r	H2	H2-S001	HAND_1	HAND_2	PROC019	Y	DIES	dy	chey	YES	CROSS_HAND_SHARED_CARD_RENDERER	MATCH_LINE_FIRST_AND_PREV_DY	E072,E170,E208,E234,E273,E277,E349,E380	YES
E021	f10r	H2	H2-S001	HAND_1	HAND_2	PROC019	Y	DIES	chy	chey	YES	CROSS_HAND_SHARED_CARD_RENDERER	MATCH_LINE_FIRST_AND_PREV_DY	E072,E170,E208,E234,E273,E277,E349,E380	YES
E022	f10r	H2	H2-S001	HAND_1	HAND_2	PROC009	AIIN	SOLLMASS	taiin	daiin	YES	CROSS_HAND_SHARED_CARD_RENDERER	MATCH_LINE_FIRST_AND_PREV_DY	E057,E116,E118,E207,E217,E233,E299,E369	YES
E023	f10r	H2	H2-S001	HAND_1	HAND_2	PROC019	Y	DIES	shy	chey	YES	CROSS_HAND_SHARED_CARD_RENDERER	MATCH_LINE_FIRST_AND_PREV_DY	E072,E170,E208,E234,E273,E277,E349,E380	YES
E024	f10r	H2	H2-S002	HAND_1	HAND_2	PROC020	OT+CH+OR	DANACH · ENTNEHMEN · ANSATZ	qotchor	qotchor	NO	LOCAL_WHOLE_CARD_PRESERVED	NO_OTHER_HAND_CARD_MODEL	LOCAL_MODEL_COPY	YES
E025	f10r	H2	H2-S002	HAND_1	HAND_2	PROC016	OR	ANSATZ	chor	or	YES	CROSS_HAND_SHARED_CARD_RENDERER	MATCH_LINE_FIRST_AND_PREV_DY	E071	YES
E026	f10r	H2	H2-S002	HAND_1	HAND_2	PROC021	OT+OL	DANACH · WEITER	otol	otol	NO	LOCAL_WHOLE_CARD_PRESERVED	NO_OTHER_HAND_CARD_MODEL	LOCAL_MODEL_COPY	YES
E027	f10r	H2	H2-S002	HAND_1	HAND_2	PROC013	OL	WEITER	chol	ol	YES	CROSS_HAND_SHARED_CARD_RENDERER	MATCH_LINE_FIRST_AND_PREV_DY	E106,E110,E114,E124,E133,E135,E148,E154,E324,E366,E376,E378	YES
E028	f10r	H2	H2-S002	HAND_1	HAND_2	PROC022	OL+OR	WEITER · ANSATZ	cholor	olor	YES	CROSS_HAND_SHARED_CARD_RENDERER	CARD_LEVEL_FALLBACK	E113	YES
E029	f10r	H2	H2-S002	HAND_1	HAND_2	PROC013	OL	WEITER	chol	ol	YES	CROSS_HAND_SHARED_CARD_RENDERER	MATCH_LINE_FIRST_AND_PREV_DY	E106,E110,E114,E124,E133,E135,E148,E154,E324,E366,E376,E378	YES
E030	f10r	H2	H2-S002	HAND_1	HAND_2	PROC009	AIIN	SOLLMASS	daiin	daiin	NO	CROSS_HAND_SHARED_CARD_RENDERER	MATCH_LINE_FIRST_AND_PREV_DY	E057,E116,E118,E207,E217,E233,E299,E369	YES
E031	f10r	H2	H2-S002	HAND_1	HAND_2	PROC003	AR	QUELLE	dar	char	YES	CROSS_HAND_SHARED_CARD_RENDERER	MATCH_LINE_FIRST_AND_PREV_DY	E105,E199,E238	YES
E032	f10r	H2	H2-S003	HAND_1	HAND_2	PROC023	O+Y+K+OR	ARBEITSGANG · DIES · ZUGEBEN · ANSATZ	oykchor	oykchor	NO	LOCAL_WHOLE_CARD_PRESERVED	NO_OTHER_HAND_CARD_MODEL	LOCAL_MODEL_COPY	YES
E033	f10r	H2	H2-S003	HAND_1	HAND_2	PROC016	OR	ANSATZ	shor	or	YES	CROSS_HAND_SHARED_CARD_RENDERER	MATCH_LINE_FIRST_AND_PREV_DY	E071	YES
E034	f10r	H2	H2-S003	HAND_1	HAND_2	PROC016	OR	ANSATZ	chor	or	YES	CROSS_HAND_SHARED_CARD_RENDERER	MATCH_LINE_FIRST_AND_PREV_DY	E071	YES
E035	f10r	H2	H2-S003	HAND_1	HAND_2	PROC019	Y	DIES	chy	chey	YES	CROSS_HAND_SHARED_CARD_RENDERER	MATCH_LINE_FIRST_AND_PREV_DY	E072,E170,E208,E234,E273,E277,E349,E380	YES
E036	f10r	H2	H2-S003	HAND_1	HAND_2	PROC024	K+IIN	ZUGEBEN · ARBEITSSTUFE	kaiiin	kaiiin	NO	LOCAL_WHOLE_CARD_PRESERVED	NO_OTHER_HAND_CARD_MODEL	LOCAL_MODEL_COPY	YES
E037	f10r	H2	H2-S003	HAND_1	HAND_2	PROC019	Y	DIES	dy	chey	YES	CROSS_HAND_SHARED_CARD_RENDERER	MATCH_LINE_FIRST_AND_PREV_DY	E072,E170,E208,E234,E273,E277,E349,E380	YES
E038	f10r	H2	H2-S003	HAND_1	HAND_2	PROC025	CH+O+AIIN	ENTNEHMEN · ARBEITSGANG · SOLLMASS	chodaiin	chodaiin	NO	LOCAL_WHOLE_CARD_PRESERVED	NO_OTHER_HAND_CARD_MODEL	LOCAL_MODEL_COPY	YES
E056	f55v	H4	H4-S001	HAND_2	HAND_1	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	qokaiin	qokaiin	NO	LOCAL_WHOLE_CARD_PRESERVED	NO_OTHER_HAND_CARD_MODEL	LOCAL_MODEL_COPY	YES
E057	f55v	H4	H4-S001	HAND_2	HAND_1	PROC009	AIIN	SOLLMASS	chaiin	daiin	YES	CROSS_HAND_SHARED_CARD_RENDERER	MATCH_LINE_FIRST_AND_PREV_DY	E009,E022,E030,E051,E077,E100	YES
E058	f55v	H4	H4-S001	HAND_2	HAND_1	PROC039	Y+K+AIN	DIES · ZUGEBEN · PORTION	ykain	ykain	NO	LOCAL_WHOLE_CARD_PRESERVED	NO_OTHER_HAND_CARD_MODEL	LOCAL_MODEL_COPY	YES
E059	f55v	H4	H4-S001	HAND_2	HAND_1	PROC040	Y+K+AN	DIES · ZUGEBEN · NACHGABE	ykan	ykan	NO	LOCAL_WHOLE_CARD_PRESERVED	NO_OTHER_HAND_CARD_MODEL	LOCAL_MODEL_COPY	YES
E060	f55v	H4	H4-S001	HAND_2	HAND_1	PROC041	O+DY	ARBEITSGANG · SCHLUSS	ody	ody	NO	LOCAL_WHOLE_CARD_PRESERVED	NO_OTHER_HAND_CARD_MODEL	LOCAL_MODEL_COPY	YES
E061	f55v	H4	H4-S002	HAND_2	HAND_1	PROC009	AIIN	SOLLMASS	daiin	daiin	NO	CROSS_HAND_SHARED_CARD_RENDERER	MATCH_LINE_FIRST	E009,E022,E030,E051,E077,E100	YES
E062	f55v	H4	H4-S002	HAND_2	HAND_1	PROC042	CHD+Y	UMSETZEN · DIES	chedy	chedy	NO	LOCAL_WHOLE_CARD_PRESERVED	NO_OTHER_HAND_CARD_MODEL	LOCAL_MODEL_COPY	YES
E063	f55v	H4	H4-S002	HAND_2	HAND_1	PROC043	TALAM	VERWAHREN	talam	talam	NO	LOCAL_WHOLE_CARD_PRESERVED	NO_OTHER_HAND_CARD_MODEL	LOCAL_MODEL_COPY	YES
E064	f55v	H4	H4-S003	HAND_2	HAND_1	PROC044	Y+K+AIIN	DIES · ZUGEBEN · SOLLMASS	ykaiin	ykaiin	NO	LOCAL_WHOLE_CARD_PRESERVED	NO_OTHER_HAND_CARD_MODEL	LOCAL_MODEL_COPY	YES
E065	f55v	H4	H4-S003	HAND_2	HAND_1	PROC045	CH+E+O+AR	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	cheoar	cheoar	NO	LOCAL_WHOLE_CARD_PRESERVED	NO_OTHER_HAND_CARD_MODEL	LOCAL_MODEL_COPY	YES
E066	f55v	H4	H4-S003	HAND_2	HAND_1	PROC046	CHK+EE+Y	WAERMEN · LANG · DIES	cheeky	cheeky	NO	LOCAL_WHOLE_CARD_PRESERVED	NO_OTHER_HAND_CARD_MODEL	LOCAL_MODEL_COPY	YES
E067	f55v	H4	H4-S003	HAND_2	HAND_1	PROC047	OL+DY	WEITER · SCHLUSS	oldy	oldy	NO	LOCAL_WHOLE_CARD_PRESERVED	NO_OTHER_HAND_CARD_MODEL	LOCAL_MODEL_COPY	YES
E068	f55v	H4	H4-S004	HAND_2	HAND_1	PROC009	AIIN	SOLLMASS	aiin	daiin	YES	CROSS_HAND_SHARED_CARD_RENDERER	MATCH_LINE_FIRST	E009,E022,E030,E051,E077,E100	YES
E069	f55v	H4	H4-S004	HAND_2	HAND_1	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	okal	okal	NO	LOCAL_WHOLE_CARD_PRESERVED	NO_OTHER_HAND_CARD_MODEL	LOCAL_MODEL_COPY	YES
E070	f55v	H4	H4-S004	HAND_2	HAND_1	PROC049	OL+T+Y	WEITER · ANWENDEN · DIES	oltchy	oltchy	NO	LOCAL_WHOLE_CARD_PRESERVED	NO_OTHER_HAND_CARD_MODEL	LOCAL_MODEL_COPY	YES
E071	f55v	H4	H4-S004	HAND_2	HAND_1	PROC016	OR	ANSATZ	or	chor	YES	CROSS_HAND_SHARED_CARD_RENDERER	MATCH_LINE_FIRST_AND_PREV_DY	E017,E025,E033,E034	YES
E072	f55v	H4	H4-S004	HAND_2	HAND_1	PROC019	Y	DIES	y	dy	YES	CROSS_HAND_SHARED_CARD_RENDERER	MATCH_LINE_FIRST_AND_PREV_DY	E020,E021,E023,E035,E037,E048,E050,E055	YES
E073	f55v	H4	H4-S004	HAND_2	HAND_1	PROC050	OR+AIN	ANSATZ · PORTION	orain	orain	NO	LOCAL_WHOLE_CARD_PRESERVED	NO_OTHER_HAND_CARD_MODEL	LOCAL_MODEL_COPY	YES
