segment_id	clause_id	physical_page	segment_order	segment_kind	pattern_id	action_sequence	action_tokens	instruction_ids	spoken_segment_de
P937-S0045	P915-C002	f10r	12	TAUGHT_MACRO	P928-F26	CH>CH>O>K	4	P917-I0040|P917-I0041|P917-I0042	entnehmen, dann entnehmen, dann ausführen, dann zugeben
P937-S0046	P915-C002	f10r	13	SINGLE_ACTION	SINGLE_CH	CH	1	P917-I0042	entnehmen
P937-S0047	P915-C002	f10r	14	SINGLE_ACTION	SINGLE_SH	SH	1	P917-I0043	halten
P937-S0048	P915-C002	f10r	15	TAUGHT_MACRO	P928-F06	CH>K>CH	3	P917-I0044|P917-I0045|P917-I0046	entnehmen, dann zugeben, dann entnehmen
P937-S0049	P915-C002	f10r	16	SINGLE_ACTION	SINGLE_O	O	1	P917-I0046	ausführen
P937-S0050	P915-C002	f10r	17	SINGLE_ACTION	SINGLE_O	O	1	P917-I0047	ausführen
P937-S0051	P915-C002	f10r	18	SINGLE_ACTION	SINGLE_CFH	CFH	1	P917-I0048	trennen
P937-S0052	P915-C002	f10r	19	SINGLE_ACTION	SINGLE_CTH	CTH	1	P917-I0049	bereitstellen
P937-S0053	P915-C002	f10r	20	TAUGHT_MACRO	AUSFUEHREN_DANN_AUSWAEHLEN	O>S	2	P917-I0050	ausführen, dann den nächsten Posten auswählen
P937-S0054	P915-C002	f10r	21	SINGLE_ACTION	SINGLE_T	T	1	P917-I0051	einstellen
P937-S0055	P915-C002	f10r	22	TAUGHT_MACRO	P928-F05	O>CH>O	3	P917-I0051|P917-I0052	ausführen, dann entnehmen, dann ausführen
P937-S0056	P915-C002	f10r	23	SINGLE_ACTION	SINGLE_SH	SH	1	P917-I0052	halten
P937-S0057	P915-C002	f10r	24	SINGLE_ACTION	SINGLE_CTH	CTH	1	P917-I0053	bereitstellen
P937-S0058	P915-C002	f10r	25	SINGLE_ACTION	SINGLE_O	O	1	P917-I0054	ausführen
P937-S0059	P915-C003	f11r	1	SINGLE_ACTION	SINGLE_T	T	1	P917-I0056	einstellen
P937-S0060	P915-C003	f11r	2	SINGLE_ACTION	SINGLE_SH	SH	1	P917-I0056	halten
P937-S0061	P915-C003	f11r	3	TAUGHT_MACRO	HALTEN_DANN_AUSFUEHREN	SH>O	2	P917-I0057	halten, dann den Gang ausführen
P937-S0062	P915-C003	f11r	4	SINGLE_ACTION	SINGLE_CFH	CFH	1	P917-I0058	trennen
P937-S0063	P915-C003	f11r	5	SINGLE_ACTION	SINGLE_SH	SH	1	P917-I0059	halten
P937-S0064	P915-C003	f11r	6	SINGLE_ACTION	SINGLE_CPH	CPH	1	P917-I0060	umleiten
P937-S0065	P915-C003	f11r	7	SINGLE_ACTION	SINGLE_SH	SH	1	P917-I0061	halten
P937-S0066	P915-C003	f11r	8	TAUGHT_MACRO	P928-F04	T>CH>O	3	P917-I0062	einstellen, dann entnehmen, dann ausführen
P937-S0067	P915-C004	f11r	1	TAUGHT_MACRO	HALTEN_DANN_AUSFUEHREN	SH>O	2	P917-I0063	halten, dann den Gang ausführen
P937-S0068	P915-C004	f11r	2	SINGLE_ACTION	SINGLE_T	T	1	P917-I0063	einstellen
P937-S0069	P915-C004	f11r	3	SINGLE_ACTION	SINGLE_S	S	1	P917-I0064	auswählen
P937-S0070	P915-C004	f11r	4	TAUGHT_MACRO	AUSFUEHREN_BIS_BEREIT	O>CTH	2	P917-I0064	den Gang bis zum Bereitschaftspunkt ausführen
P937-S0071	P915-C004	f11r	5	SINGLE_ACTION	SINGLE_O	O	1	P917-I0064	ausführen
P937-S0072	P915-C004	f11r	6	TAUGHT_MACRO	AUSFUEHREN_DANN_ZUGEBEN	O>K	2	P917-I0065|P917-I0066	den Gang ausführen und danach zugeben
P937-S0073	P915-C004	f11r	7	SINGLE_ACTION	SINGLE_SH	SH	1	P917-I0066	halten
P937-S0074	P915-C004	f11r	8	SINGLE_ACTION	SINGLE_T	T	1	P917-I0067	einstellen
P937-S0075	P915-C004	f11r	9	TAUGHT_MACRO	EINSTELLEN_DANN_ANSETZEN	T>OK	2	P917-I0068	einstellen und danach ansetzen
P937-S0076	P915-C004	f11r	10	SINGLE_ACTION	SINGLE_K	K	1	P917-I0069	zugeben
P937-S0077	P915-C004	f11r	11	SINGLE_ACTION	SINGLE_CTH	CTH	1	P917-I0070	bereitstellen
P937-S0078	P915-C004	f11r	12	TAUGHT_MACRO	ZUGEBEN_DANN_ENTNEHMEN	K>CH	2	P917-I0071	zugeben, dann den bezeichneten Anteil entnehmen
P937-S0079	P915-C004	f11r	13	TAUGHT_MACRO	P928-F26	CH>CH>O>K	4	P917-I0072|P917-I0073|P917-I0074|P917-I0075	entnehmen, dann entnehmen, dann ausführen, dann zugeben
P937-S0080	P915-C004	f11r	14	SINGLE_ACTION	SINGLE_T	T	1	P917-I0076	einstellen
P937-S0081	P915-C004	f11r	15	SINGLE_ACTION	SINGLE_SH	SH	1	P917-I0077	halten
P937-S0082	P915-C004	f11r	16	TAUGHT_MACRO	HALTEN_DANN_ZUGEBEN	SH>K	2	P917-I0078|P917-I0079	halten und anschließend zugeben
P937-S0083	P915-C004	f11r	17	SINGLE_ACTION	SINGLE_CTH	CTH	1	P917-I0080	bereitstellen
P937-S0084	P915-C004	f11r	18	TAUGHT_MACRO	ENTNEHMEN_DANN_AUSFUEHREN	CH>O	2	P917-I0081	entnehmen und den Gang ausführen
P937-S0085	P915-C004	f11r	19	TAUGHT_MACRO	AUSFUEHREN_DANN_AUSWAEHLEN	O>S	2	P917-I0082|P917-I0083	ausführen, dann den nächsten Posten auswählen
P937-S0086	P915-C004	f11r	20	TAUGHT_MACRO	P928-F06	CH>K>CH	3	P917-I0084|P917-I0085	entnehmen, dann zugeben, dann entnehmen
P937-S0087	P915-C004	f11r	21	TAUGHT_MACRO	P928-F14	CH>O>CTH	3	P917-I0086|P917-I0087	entnehmen, dann ausführen, dann bereitstellen
P937-S0088	P915-C004	f11r	22	TAUGHT_MACRO	AUSWAEHLEN_DANN_ANSETZEN	S>OK	2	P917-I0088|P917-I0089	auswählen und ansetzen
P937-S0089	P915-C004	f11r	23	SINGLE_ACTION	SINGLE_CTH	CTH	1	P917-I0090	bereitstellen
P937-S0090	P915-C005	f13r	1	SINGLE_ACTION	SINGLE_T	T	1	P917-I0092	einstellen
P937-S0091	P915-C005	f13r	2	TAUGHT_MACRO	HALTEN_DANN_AUSFUEHREN	SH>O	2	P917-I0092|P917-I0093	halten, dann den Gang ausführen
P937-S0092	P915-C005	f13r	3	SINGLE_ACTION	SINGLE_P	P	1	P917-I0093	einsetzen
P937-S0093	P915-C005	f13r	4	TAUGHT_MACRO	HALTEN_DANN_AUSFUEHREN	SH>O	2	P917-I0094|P917-I0095	halten, dann den Gang ausführen
P937-S0094	P915-C005	f13r	5	SINGLE_ACTION	SINGLE_P	P	1	P917-I0095	einsetzen
P937-S0095	P915-C005	f13r	6	TAUGHT_MACRO	HALTEN_DANN_AUSFUEHREN	SH>O	2	P917-I0096|P917-I0097	halten, dann den Gang ausführen
P937-S0096	P915-C005	f13r	7	SINGLE_ACTION	SINGLE_P	P	1	P917-I0097	einsetzen
P937-S0097	P915-C005	f13r	8	SINGLE_ACTION	SINGLE_CH	CH	1	P917-I0097	entnehmen
P937-S0098	P915-C005	f13r	9	SINGLE_ACTION	SINGLE_P	P	1	P917-I0098	einsetzen
P937-S0099	P915-C005	f13r	10	SINGLE_ACTION	SINGLE_CH	CH	1	P917-I0099	entnehmen
P937-S0100	P915-C005	f13r	11	TAUGHT_MACRO	HALTEN_DANN_ZUGEBEN	SH>K	2	P917-I0100	halten und anschließend zugeben
P937-S0101	P915-C005	f13r	12	SINGLE_ACTION	SINGLE_K	K	1	P917-I0101	zugeben
P937-S0102	P915-C005	f13r	13	SINGLE_ACTION	SINGLE_S	S	1	P917-I0102	auswählen
P937-S0103	P915-C005	f13r	14	SINGLE_ACTION	SINGLE_S	S	1	P917-I0103	auswählen
P937-S0104	P915-C005	f13r	15	SINGLE_ACTION	SINGLE_CH	CH	1	P917-I0104	entnehmen
P937-S0105	P915-C005	f13r	16	TAUGHT_MACRO	HALTEN_DANN_AUSFUEHREN	SH>O	2	P917-I0105|P917-I0106	halten, dann den Gang ausführen
P937-S0106	P915-C005	f13r	17	SINGLE_ACTION	SINGLE_S	S	1	P917-I0106	auswählen
P937-S0107	P915-C005	f13r	18	TAUGHT_MACRO	ZUGEBEN_DANN_ENTNEHMEN	K>CH	2	P917-I0107|P917-I0108	zugeben, dann den bezeichneten Anteil entnehmen
P937-S0108	P915-C005	f13r	19	SINGLE_ACTION	SINGLE_T	T	1	P917-I0109	einstellen
P937-S0109	P915-C005	f13r	20	SINGLE_ACTION	SINGLE_K	K	1	P917-I0110	zugeben
P937-S0110	P915-C005	f13r	21	SINGLE_ACTION	SINGLE_K	K	1	P917-I0111	zugeben
P937-S0111	P915-C005	f13r	22	SINGLE_ACTION	SINGLE_O	O	1	P917-I0112	ausführen
P937-S0112	P915-C005	f13r	23	SINGLE_ACTION	SINGLE_T	T	1	P917-I0113	einstellen
P937-S0113	P915-C005	f13r	24	SINGLE_ACTION	SINGLE_CH	CH	1	P917-I0114	entnehmen
P937-S0114	P915-C005	f13r	25	TAUGHT_MACRO	HALTEN_DANN_AUSFUEHREN	SH>O	2	P917-I0115	halten, dann den Gang ausführen
P937-S0115	P915-C005	f13r	26	SINGLE_ACTION	SINGLE_O	O	1	P917-I0115	ausführen
P937-S0116	P915-C005	f13r	27	SINGLE_ACTION	SINGLE_T	T	1	P917-I0116	einstellen
P937-S0117	P915-C005	f13r	28	SINGLE_ACTION	SINGLE_K	K	1	P917-I0117	zugeben
P937-S0118	P915-C005	f13r	29	SINGLE_ACTION	SINGLE_P	P	1	P917-I0118	einsetzen
P937-S0119	P915-C005	f13r	30	TAUGHT_MACRO	P928-F02	O>P>CH	3	P917-I0119|P917-I0120	ausführen, dann einsetzen, dann entnehmen
P937-S0120	P915-C005	f13r	31	SINGLE_ACTION	SINGLE_CFH	CFH	1	P917-I0121	trennen
P937-S0121	P915-C006	f13r	1	SINGLE_ACTION	SINGLE_T	T	1	P917-I0122	einstellen
P937-S0122	P915-C006	f13r	2	TAUGHT_MACRO	ZWEIMAL_ENTNEHMEN	CH>CH	2	P917-I0122|P917-I0123	zweimal nacheinander entnehmen
P937-S0123	P915-C006	f13r	3	TAUGHT_MACRO	P928-F12	OK>OK>CH	3	P917-I0124|P917-I0125	ansetzen, dann ansetzen, dann entnehmen
P937-S0124	P915-C006	f13r	4	TAUGHT_MACRO	P928-F17	O>OK>O	3	P917-I0126|P917-I0127|P917-I0128	ausführen, dann ansetzen, dann ausführen
P937-S0125	P915-C007	f13r	1	TAUGHT_MACRO	P928-F19	OK>CH>O	3	P917-I0130|P917-I0131	ansetzen, dann entnehmen, dann ausführen
P937-S0126	P915-C007	f13r	2	SINGLE_ACTION	SINGLE_OK	OK	1	P917-I0132	ansetzen
P937-S0127	P915-C007	f13r	3	SINGLE_ACTION	SINGLE_T	T	1	P917-I0133	einstellen
P937-S0128	P915-C007	f13r	4	TAUGHT_MACRO	P928-F24	K>S>OK	3	P917-I0134|P917-I0135|P917-I0136	zugeben, dann auswählen, dann ansetzen
P937-S0129	P915-C008	f13r	1	TAUGHT_MACRO	HALTEN_DANN_AUSFUEHREN	SH>O	2	P917-I0138|P917-I0139	halten, dann den Gang ausführen
P937-S0130	P915-C008	f13r	2	TAUGHT_MACRO	P928-F23	K>OK>CH	3	P917-I0140|P917-I0141	zugeben, dann ansetzen, dann entnehmen
P937-S0131	P915-C009	f13r	1	SINGLE_ACTION	SINGLE_S	S	1	P917-I0143	auswählen
P937-S0132	P915-C009	f13r	2	TAUGHT_MACRO	ZUGEBEN_DANN_ANSETZEN	K>OK	2	P917-I0144|P917-I0145	zugeben und neu ansetzen
P937-S0133	P915-C010	f55v	1	TAUGHT_MACRO	ZUGEBEN_DANN_ENTNEHMEN	K>CH	2	P917-I0146	zugeben, dann den bezeichneten Anteil entnehmen
P937-S0134	P915-C010	f55v	2	SINGLE_ACTION	SINGLE_CHD	CHD	1	P917-I0146	umsetzen
P937-S0135	P915-C010	f55v	3	SINGLE_ACTION	SINGLE_O	O	1	P917-I0147	ausführen
P937-S0136	P915-C010	f55v	4	SINGLE_ACTION	SINGLE_O	O	1	P917-I0148	ausführen
P937-S0137	P915-C010	f55v	5	SINGLE_ACTION	SINGLE_O	O	1	P917-I0149	ausführen
P937-S0138	P915-C010	f55v	6	TAUGHT_MACRO	EINSTELLEN_DANN_ANSETZEN	T>OK	2	P917-I0150|P917-I0151	einstellen und danach ansetzen
P937-S0139	P915-C011	f55v	1	TAUGHT_MACRO	P928-F17	O>OK>O	3	P917-I0152|P917-I0153	ausführen, dann ansetzen, dann ausführen
P937-S0140	P915-C011	f55v	2	TAUGHT_MACRO	P928-F24	K>S>OK	3	P917-I0154|P917-I0155	zugeben, dann auswählen, dann ansetzen
P937-S0141	P915-C011	f55v	3	SINGLE_ACTION	SINGLE_O	O	1	P917-I0156	ausführen
P937-S0142	P915-C011	f55v	4	SINGLE_ACTION	SINGLE_CHD	CHD	1	P917-I0157	umsetzen
P937-S0143	P915-C011	f55v	5	SINGLE_ACTION	SINGLE_S	S	1	P917-I0158	auswählen
P937-S0144	P915-C011	f55v	6	TAUGHT_MACRO	P928-F23	K>OK>CH	3	P917-I0159|P917-I0160|P917-I0161	zugeben, dann ansetzen, dann entnehmen
P937-S0145	P915-C011	f55v	7	SINGLE_ACTION	SINGLE_K	K	1	P917-I0162	zugeben
P937-S0146	P915-C011	f55v	8	SINGLE_ACTION	SINGLE_O	O	1	P917-I0163	ausführen
P937-S0147	P915-C011	f55v	9	TAUGHT_MACRO	UMSETZEN_DANN_NEU_ANSETZEN	CHD>OK	2	P917-I0163|P917-I0164	umsetzen und an der neuen Stelle ansetzen
P937-S0148	P915-C011	f55v	10	SINGLE_ACTION	SINGLE_O	O	1	P917-I0165	ausführen
P937-S0149	P915-C012	f55v	1	TAUGHT_MACRO	ANSETZEN_DANN_ENTNEHMEN	OK>CH	2	P917-I0166|P917-I0167	ansetzen, dann einen Anteil entnehmen
P937-S0150	P915-C012	f55v	2	SINGLE_ACTION	SINGLE_K	K	1	P917-I0168	zugeben
P937-S0151	P915-C012	f55v	3	SINGLE_ACTION	SINGLE_K	K	1	P917-I0169	zugeben
P937-S0152	P915-C012	f55v	4	SINGLE_ACTION	SINGLE_O	O	1	P917-I0170	ausführen
P937-S0153	P915-C013	f55v	1	SINGLE_ACTION	SINGLE_CHD	CHD	1	P917-I0171	umsetzen
P937-S0154	P915-C013	f55v	2	SINGLE_ACTION	SINGLE_T	T	1	P917-I0172	einstellen
P937-S0155	P915-C013	f55v	3	SINGLE_ACTION	SINGLE_K	K	1	P917-I0173	zugeben
P937-S0156	P915-C013	f55v	4	SINGLE_ACTION	SINGLE_K	K	1	P917-I0174	zugeben
P937-S0157	P915-C013	f55v	5	SINGLE_ACTION	SINGLE_CHK	CHK	1	P917-I0175	behandeln
P937-S0158	P915-C013	f55v	6	TAUGHT_MACRO	ANSETZEN_DANN_UMSETZEN	OK>CHD	2	P917-I0176	ansetzen und zur nächsten Stelle umsetzen
P937-S0159	P915-C013	f55v	7	SINGLE_ACTION	SINGLE_K	K	1	P917-I0177	zugeben
P937-S0160	P915-C013	f55v	8	TAUGHT_MACRO	HALTEN_DANN_WEITERANSETZEN	SH>OK	2	P917-I0178	halten, dann erneut ansetzen
P937-S0161	P915-C013	f55v	9	TAUGHT_MACRO	ENTNEHMEN_DANN_ZUGEBEN	CH>K	2	P917-I0179|P917-I0180	entnehmen und zugeben
P937-S0162	P915-C013	f55v	10	SINGLE_ACTION	SINGLE_CHD	CHD	1	P917-I0180	umsetzen
P937-S0163	P915-C013	f55v	11	SINGLE_ACTION	SINGLE_P	P	1	P917-I0181	einsetzen
P937-S0164	P915-C013	f55v	12	SINGLE_ACTION	SINGLE_CH	CH	1	P917-I0181	entnehmen
P937-S0165	P915-C013	f55v	13	SINGLE_ACTION	SINGLE_R	R	1	P917-I0182	kennzeichnen
P937-S0166	P915-C013	f55v	14	SINGLE_ACTION	SINGLE_T	T	1	P917-I0183	einstellen
P937-S0167	P915-C013	f55v	15	TAUGHT_MACRO	P928-F16	CHD>OK>OK	3	P917-I0184|P917-I0185|P917-I0186	umsetzen, dann ansetzen, dann ansetzen
P937-S0168	P915-C013	f55v	16	SINGLE_ACTION	SINGLE_T	T	1	P917-I0187	einstellen
P937-S0169	P915-C013	f55v	17	TAUGHT_MACRO	AUSFUEHREN_DANN_NEU_ANSETZEN	O>OK	2	P917-I0187|P917-I0188	ausführen und einen neuen Zug ansetzen
P937-S0170	P915-C013	f55v	18	SINGLE_ACTION	SINGLE_K	K	1	P917-I0189	zugeben
P937-S0171	P915-C013	f55v	19	TAUGHT_MACRO	P928-F28	K>OK>OK>OK	4	P917-I0189|P917-I0190|P917-I0191|P917-I0192	zugeben, dann ansetzen, dann ansetzen, dann ansetzen
P937-S0172	P915-C013	f55v	20	SINGLE_ACTION	SINGLE_K	K	1	P917-I0193	zugeben
P937-S0173	P915-C013	f55v	21	SINGLE_ACTION	SINGLE_K	K	1	P917-I0194	zugeben
P937-S0174	P915-C013	f55v	22	TAUGHT_MACRO	AUSFUEHREN_DANN_AUSWAEHLEN	O>S	2	P917-I0195|P917-I0196	ausführen, dann den nächsten Posten auswählen
P937-S0175	P915-C013	f55v	23	TAUGHT_MACRO	ZWEISTUFIG_ANSETZEN	OK>OK	2	P917-I0197|P917-I0198	in zwei aufeinanderfolgenden Zügen ansetzen
P937-S0176	P915-C013	f55v	24	SINGLE_ACTION	SINGLE_T	T	1	P917-I0199	einstellen
P937-S0177	P915-C013	f55v	25	SINGLE_ACTION	SINGLE_K	K	1	P917-I0200	zugeben
P937-S0178	P915-C013	f55v	26	SINGLE_ACTION	SINGLE_K	K	1	P917-I0201	zugeben
P937-S0179	P915-C013	f55v	27	TAUGHT_MACRO	ZUGEBEN_DANN_ENTNEHMEN	K>CH	2	P917-I0202|P917-I0203	zugeben, dann den bezeichneten Anteil entnehmen
P937-S0180	P915-C013	f55v	28	SINGLE_ACTION	SINGLE_O	O	1	P917-I0203	ausführen
P937-S0181	P915-C013	f55v	29	SINGLE_ACTION	SINGLE_CHK	CHK	1	P917-I0204	behandeln
P937-S0182	P915-C014	f55v	1	SINGLE_ACTION	SINGLE_OK	OK	1	P917-I0206	ansetzen
P937-S0183	P915-C014	f55v	2	SINGLE_ACTION	SINGLE_T	T	1	P917-I0207	einstellen
P937-S0184	P915-C014	f55v	3	SINGLE_ACTION	SINGLE_CHK	CHK	1	P917-I0208	behandeln
P937-S0185	P915-C014	f55v	4	TAUGHT_MACRO	ZUGEBEN_DANN_ENTNEHMEN	K>CH	2	P917-I0209	zugeben, dann den bezeichneten Anteil entnehmen
P937-S0186	P915-C014	f55v	5	SINGLE_ACTION	SINGLE_S	S	1	P917-I0210	auswählen
P937-S0187	P915-C015	f56r	1	SINGLE_ACTION	SINGLE_O	O	1	P917-I0212	ausführen
P937-S0188	P915-C015	f56r	2	TAUGHT_MACRO	ZWEIMAL_ENTNEHMEN	CH>CH	2	P917-I0213|P917-I0214	zweimal nacheinander entnehmen
P937-S0189	P915-C015	f56r	3	TAUGHT_MACRO	ENTNEHMEN_DANN_AUSWAEHLEN	CH>S	2	P917-I0214	entnehmen, dann den nächsten Posten auswählen
P937-S0190	P915-C015	f56r	4	SINGLE_ACTION	SINGLE_S	S	1	P917-I0215	auswählen
P937-S0191	P915-C016	f56r	1	TAUGHT_MACRO	ENTNEHMEN_DANN_AUSFUEHREN	CH>O	2	P917-I0216	entnehmen und den Gang ausführen
P937-S0192	P915-C016	f56r	2	SINGLE_ACTION	SINGLE_CPH	CPH	1	P917-I0216	umleiten
P937-S0193	P915-C016	f56r	3	TAUGHT_MACRO	ZWEIMAL_ENTNEHMEN	CH>CH	2	P917-I0217	zweimal nacheinander entnehmen
P937-S0194	P915-C016	f56r	4	TAUGHT_MACRO	ANSETZEN_DANN_ENTNEHMEN	OK>CH	2	P917-I0218	ansetzen, dann einen Anteil entnehmen
P937-S0195	P915-C016	f56r	5	TAUGHT_MACRO	ZUGEBEN_DANN_ENTNEHMEN	K>CH	2	P917-I0219	zugeben, dann den bezeichneten Anteil entnehmen
P937-S0196	P915-C016	f56r	6	TAUGHT_MACRO	P928-F06	CH>K>CH	3	P917-I0220|P917-I0221	entnehmen, dann zugeben, dann entnehmen
P937-S0197	P915-C016	f56r	7	TAUGHT_MACRO	HALTEN_DANN_WEITERANSETZEN	SH>OK	2	P917-I0222	halten, dann erneut ansetzen
P937-S0198	P915-C016	f56r	8	TAUGHT_MACRO	ANSETZEN_DANN_ZUGEBEN	OK>K	2	P917-I0223|P917-I0224	ansetzen und zugeben
P937-S0199	P915-C016	f56r	9	TAUGHT_MACRO	P928-F01	OK>OK>OK	3	P917-I0225|P917-I0226|P917-I0227	ansetzen, dann ansetzen, dann ansetzen
P937-S0200	P915-C016	f56r	10	SINGLE_ACTION	SINGLE_S	S	1	P917-I0227	auswählen
P937-S0201	P915-C016	f56r	11	TAUGHT_MACRO	ZWEIMAL_ENTNEHMEN	CH>CH	2	P917-I0228|P917-I0229	zweimal nacheinander entnehmen
P937-S0202	P915-C016	f56r	12	SINGLE_ACTION	SINGLE_OK	OK	1	P917-I0230	ansetzen
P937-S0203	P915-C016	f56r	13	SINGLE_ACTION	SINGLE_CHK	CHK	1	P917-I0231	behandeln
P937-S0204	P915-C016	f56r	14	TAUGHT_MACRO	ANSETZEN_DANN_UMSETZEN	OK>CHD	2	P917-I0232|P917-I0233	ansetzen und zur nächsten Stelle umsetzen
