clause_id	physical_page	register	page_model	start_event	end_event	events	action_tokens	macro_segments	single_segments	macro_action_tokens	source_quantity_inventory	target_path_inventory	grade_inventory	end_reason	natural_macro_translation_de
P915-C022	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0474	P912-E0481	8	4	1	2	2	Entnahmestelle oder bezeichnetes Teil;Portion	Durchlass	kurz;länger	LICENSED_DY_CLOSE	An der gezeigten Station: halten und anschließend zugeben; dann kennzeichnen; dann halten. Einsatz: Entnahmestelle oder bezeichnetes Teil, Portion; Weg: Durchlass; Grad: kurz, länger. Schritt schließen.
P915-C023	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0482	P912-E0490	9	10	2	5	5	Entnahmestelle oder bezeichnetes Teil;Ansatz;Portion	NONE	kurz;länger	LICENSED_DY_CLOSE	An der gezeigten Station: in zwei aufeinanderfolgenden Zügen ansetzen; dann einsetzen; dann zugeben; dann auffangen; dann ansetzen, dann ansetzen, dann entnehmen; dann bereitstellen; dann ansetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil, Ansatz, Portion; Grad: kurz, länger. Schritt schließen.
P915-C024	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0491	P912-E0492	2	3	0	3	0	NONE	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen; dann einsetzen; dann umsetzen. Schritt schließen.
P915-C025	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0493	P912-E0493	1	2	0	2	0	NONE	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen; dann halten. Schritt schließen.
P915-C026	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0494	P912-E0503	10	7	3	1	6	Entnahmestelle oder bezeichnetes Teil;Ansatz;Portion	weiterer Lauf	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: einstellen; dann umsetzen und an der neuen Stelle ansetzen; dann umsetzen und an der neuen Stelle ansetzen; dann auswählen und ansetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil, Ansatz, Portion; Weg: weiterer Lauf. Schritt schließen.
P915-C027	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0504	P912-E0507	4	3	1	1	2	Entnahmestelle oder bezeichnetes Teil;Portion	Durchlass	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: halten, dann erneut ansetzen; dann spülen. Einsatz: Entnahmestelle oder bezeichnetes Teil, Portion; Weg: Durchlass; Grad: kurz. Schritt schließen.
P915-C028	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0508	P912-E0508	1	1	0	1	0	NONE	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: länger. Schritt schließen.
P915-C029	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0509	P912-E0509	1	2	1	0	2	NONE	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen und zur nächsten Stelle umsetzen. Schritt schließen.
P915-C030	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0510	P912-E0512	3	4	1	2	2	NONE	weiterer Lauf	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: entnehmen; dann bereitstellen; dann ausführen und einen neuen Zug ansetzen. Weg: weiterer Lauf; Grad: kurz. Schritt schließen.
P915-C031	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0513	P912-E0516	4	4	2	0	4	Entnahmestelle oder bezeichnetes Teil	Durchlass	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen, dann einen Anteil entnehmen; dann ansetzen und zur nächsten Stelle umsetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil; Weg: Durchlass; Grad: kurz. Schritt schließen.
P915-C032	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0517	P912-E0526	10	6	1	4	2	Entnahmestelle oder bezeichnetes Teil;Ansatz;Portion	Ziel- oder Anschlussstelle;Durchlass	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: auswählen; dann halten; dann umsetzen; dann halten, dann erneut ansetzen; dann einstellen. Einsatz: Entnahmestelle oder bezeichnetes Teil, Ansatz, Portion; Weg: Ziel- oder Anschlussstelle, Durchlass; Grad: kurz. Schritt schließen.
P915-C033	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0527	P912-E0527	1	1	0	1	0	NONE	weiterer Lauf	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: umsetzen. Weg: weiterer Lauf. Schritt schließen.
P915-C034	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0528	P912-E0528	1	1	0	1	0	NONE	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: länger. Schritt schließen.
P915-C035	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0529	P912-E0531	3	2	1	0	2	NONE	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: in zwei aufeinanderfolgenden Zügen ansetzen. Grad: länger. Schritt schließen.
P915-C036	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0532	P912-E0535	4	3	1	1	2	Entnahmestelle oder bezeichnetes Teil	Ziel- oder Anschlussstelle	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: in zwei aufeinanderfolgenden Zügen ansetzen; dann absetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil; Weg: Ziel- oder Anschlussstelle. Schritt schließen.
P915-C037	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0536	P912-E0547	12	9	1	7	2	Entnahmestelle oder bezeichnetes Teil;Ansatz	Ziel- oder Anschlussstelle;Durchlass	kurz;länger	LICENSED_DY_CLOSE	An der gezeigten Station: behandeln; dann auswählen; dann halten, dann erneut ansetzen; dann halten; dann kennzeichnen; dann halten; dann halten; dann halten. Einsatz: Entnahmestelle oder bezeichnetes Teil, Ansatz; Weg: Ziel- oder Anschlussstelle, Durchlass; Grad: kurz, länger. Schritt schließen.
P915-C038	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0548	P912-E0549	2	3	0	3	0	NONE	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen; dann einsetzen; dann umsetzen. Schritt schließen.
P915-C039	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0550	P912-E0550	1	1	0	1	0	NONE	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: zugeben. Grad: länger. Schritt schließen.
P915-C040	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0551	P912-E0551	1	1	0	1	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: kurz. Schritt schließen.
P915-C041	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0552	P912-E0552	1	1	0	1	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: kurz. Schritt schließen.
P915-C042	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0553	P912-E0553	1	1	0	1	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: kurz. Schritt schließen.
P915-C043	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0554	P912-E0554	1	1	0	1	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: kurz. Schritt schließen.
P915-C044	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0555	P912-E0556	2	2	0	2	0	Portion	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen; dann halten. Einsatz: Portion; Grad: kurz. Schritt schließen.
P915-C045	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0557	P912-E0562	6	5	1	3	2	Portion	Ziel- oder Anschlussstelle	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: auswählen; dann zugeben; dann halten, dann erneut ansetzen; dann halten. Einsatz: Portion; Weg: Ziel- oder Anschlussstelle; Grad: kurz. Schritt schließen.
P915-C046	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0563	P912-E0575	13	8	2	4	4	Entnahmestelle oder bezeichnetes Teil;Ansatz;Sollmaß;Portion	Ziel- oder Anschlussstelle;Durchlass	länger	LICENSED_DY_CLOSE	An der gezeigten Station: in zwei aufeinanderfolgenden Zügen ansetzen; dann auswählen und ansetzen; dann auffangen; dann auswählen; dann umsetzen; dann absetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß, Portion; Weg: Ziel- oder Anschlussstelle, Durchlass; Grad: länger. Schritt schließen.
P915-C047	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0576	P912-E0576	1	2	1	0	2	NONE	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen und zur nächsten Stelle umsetzen. Schritt schließen.
P915-C048	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0577	P912-E0578	2	2	0	2	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen; dann halten. Grad: kurz. Schritt schließen.
P915-C049	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0579	P912-E0580	2	2	0	2	0	Entnahmestelle oder bezeichnetes Teil	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen; dann halten. Einsatz: Entnahmestelle oder bezeichnetes Teil; Grad: länger. Schritt schließen.
P915-C050	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0581	P912-E0584	4	5	1	3	2	Portion	weiterer Lauf	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: entnehmen; dann halten, dann erneut ansetzen; dann ansetzen; dann halten. Einsatz: Portion; Weg: weiterer Lauf; Grad: kurz. Schritt schließen.
P915-C051	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0585	P912-E0594	10	10	2	6	4	Entnahmestelle oder bezeichnetes Teil;Portion	Ziel- oder Anschlussstelle;weiterer Lauf	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen und zur nächsten Stelle umsetzen; dann einsetzen; dann umsetzen; dann halten; dann einsetzen; dann halten; dann halten und anschließend zugeben; dann absetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil, Portion; Weg: Ziel- oder Anschlussstelle, weiterer Lauf; Grad: kurz. Schritt schließen.
P915-C052	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0595	P912-E0597	3	2	0	2	0	NONE	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen; dann halten. Grad: länger. Schritt schließen.
