rule_inventory_id	source_layer	exact_signature	normalized_families	occurrence_count	pages	page_count	panels	other_page_exists	exact_support_status	family_support_pages	new_rule_family_required	note_de
BC-RULE-011	ATTACHMENT_ATOMIC_RULE	Q_PACKET_FORWARD	ONE_CARD_BOUNDED_FORWARD	3	f76r|f77r	2	BIOLOGICAL	YES	EXACT_SIGNATURE_SHARED	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f71v|f72r	NO	Atomarer Pass1023-Regeltyp nach Aufspaltung kombinierter Signaturen.
BC-RULE-012	ATTACHMENT_ATOMIC_RULE	R1_HEAD_IN_RIGHT_FRAME	RIGHT_RELATION_FRAME|R_POSITIONAL_HEAD	2	f82r	1	BIOLOGICAL	NO	PAGE_PRIVATE_SIGNATURE_SHARED_RULE_FAMILY	f75r|f76r|f77r|f81v|f82r|f83r	NO	Atomarer Pass1023-Regeltyp nach Aufspaltung kombinierter Signaturen.
BC-RULE-013	ATTACHMENT_ATOMIC_RULE	R1_HEAD_STANDALONE	R_POSITIONAL_HEAD	8	f75r|f76r|f82r|f67r2|f72r	5	BIOLOGICAL|CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f72r	NO	Atomarer Pass1023-Regeltyp nach Aufspaltung kombinierter Signaturen.
BC-RULE-014	ATTACHMENT_ATOMIC_RULE	R1_HEAD_WITH_LOCAL_RIGHT	R_POSITIONAL_HEAD	26	f75r|f76r|f77r|f81v|f82r|f83r|f68r1	7	BIOLOGICAL|CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f72r	NO	Atomarer Pass1023-Regeltyp nach Aufspaltung kombinierter Signaturen.
BC-RULE-015	ATTACHMENT_ATOMIC_RULE	R3_TAIL_AFTER_ACTION	R_POSITIONAL_TAIL	11	f82r|f67r2|f72r	3	BIOLOGICAL|CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f81v|f82r|f67r2|f72r	NO	Atomarer Pass1023-Regeltyp nach Aufspaltung kombinierter Signaturen.
BC-RULE-016	ATTACHMENT_ATOMIC_RULE	R4_TAIL_BEFORE_OL	R_POSITIONAL_TAIL	1	f81v	1	BIOLOGICAL	NO	PAGE_PRIVATE_SIGNATURE_SHARED_RULE_FAMILY	f81v|f82r|f67r2|f72r	NO	Atomarer Pass1023-Regeltyp nach Aufspaltung kombinierter Signaturen.
BC-RULE-017	ATTACHMENT_EXACT_SIGNATURE	AR_AL_DEFAULT_OWNER	OWNER_ADDRESS_FALLBACK	15	f75r|f76r|f77r|f81v|f82r|f83r|f72r	7	BIOLOGICAL|CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f75r|f76r|f77r|f81v|f82r|f83r|f72r	NO	Exakte Pass1023-Signatur; seitenprivate Form ist nur dann neu, wenn auch ihre normalisierte Familie privat bleibt.
BC-RULE-018	ATTACHMENT_EXACT_SIGNATURE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	NEAREST_HEAD_LEFT_ON_TIE	93	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	10	BIOLOGICAL|CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	NO	Exakte Pass1023-Signatur; seitenprivate Form ist nur dann neu, wenn auch ihre normalisierte Familie privat bleibt.
BC-RULE-019	ATTACHMENT_EXACT_SIGNATURE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD+R1_HEAD_WITH_LOCAL_RIGHT	NEAREST_HEAD_LEFT_ON_TIE|R_POSITIONAL_HEAD	1	f82r	1	BIOLOGICAL	NO	PAGE_PRIVATE_SIGNATURE_SHARED_RULE_FAMILY	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f72r	NO	Exakte Pass1023-Signatur; seitenprivate Form ist nur dann neu, wenn auch ihre normalisierte Familie privat bleibt.
BC-RULE-020	ATTACHMENT_EXACT_SIGNATURE	FORWARD_RELATION_FRAME	RIGHT_RELATION_FRAME	1	f77r	1	BIOLOGICAL	NO	PAGE_PRIVATE_SIGNATURE_SHARED_RULE_FAMILY	f75r|f76r|f77r|f81v|f82r|f83r	NO	Exakte Pass1023-Signatur; seitenprivate Form ist nur dann neu, wenn auch ihre normalisierte Familie privat bleibt.
BC-RULE-021	ATTACHMENT_EXACT_SIGNATURE	GRADE_TO_NEXT_COMPATIBLE_HEAD	ONE_CARD_BOUNDED_FORWARD	1	f67r2	1	CELESTIAL	NO	PAGE_PRIVATE_SIGNATURE_SHARED_RULE_FAMILY	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f71v|f72r	NO	Exakte Pass1023-Signatur; seitenprivate Form ist nur dann neu, wenn auch ihre normalisierte Familie privat bleibt.
BC-RULE-022	ATTACHMENT_EXACT_SIGNATURE	L_OR_AIR_RIGHT_FRAME	RIGHT_RELATION_FRAME	22	f75r|f76r|f77r|f81v|f82r|f83r	6	BIOLOGICAL	YES	EXACT_SIGNATURE_SHARED	f75r|f76r|f77r|f81v|f82r|f83r	NO	Exakte Pass1023-Signatur; seitenprivate Form ist nur dann neu, wenn auch ihre normalisierte Familie privat bleibt.
BC-RULE-023	ATTACHMENT_EXACT_SIGNATURE	OPENING_ARGUMENT_FORWARD	ONE_CARD_BOUNDED_FORWARD	41	f75r|f76r|f77r|f81v|f82r|f83r|f72r	7	BIOLOGICAL|CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f71v|f72r	NO	Exakte Pass1023-Signatur; seitenprivate Form ist nur dann neu, wenn auch ihre normalisierte Familie privat bleibt.
BC-RULE-024	ATTACHMENT_EXACT_SIGNATURE	OPENING_ARGUMENT_TO_NEXT_Q_PACKET	ONE_CARD_BOUNDED_FORWARD	2	f67r2	1	CELESTIAL	NO	PAGE_PRIVATE_SIGNATURE_SHARED_RULE_FAMILY	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f71v|f72r	NO	Exakte Pass1023-Signatur; seitenprivate Form ist nur dann neu, wenn auch ihre normalisierte Familie privat bleibt.
BC-RULE-025	ATTACHMENT_EXACT_SIGNATURE	OT_SIBLING_FORWARD	ONE_CARD_BOUNDED_FORWARD	44	f75r|f76r|f77r|f81v|f82r|f83r|f71v|f72r	8	BIOLOGICAL|CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f71v|f72r	NO	Exakte Pass1023-Signatur; seitenprivate Form ist nur dann neu, wenn auch ihre normalisierte Familie privat bleibt.
BC-RULE-026	ATTACHMENT_EXACT_SIGNATURE	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	2826	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	10	BIOLOGICAL|CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	NO	Exakte Pass1023-Signatur; seitenprivate Form ist nur dann neu, wenn auch ihre normalisierte Familie privat bleibt.
BC-RULE-027	ATTACHMENT_EXACT_SIGNATURE	Q_PACKET_FORWARD	ONE_CARD_BOUNDED_FORWARD	3	f76r|f77r	2	BIOLOGICAL	YES	EXACT_SIGNATURE_SHARED	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f71v|f72r	NO	Exakte Pass1023-Signatur; seitenprivate Form ist nur dann neu, wenn auch ihre normalisierte Familie privat bleibt.
BC-RULE-028	ATTACHMENT_EXACT_SIGNATURE	R1_HEAD_IN_RIGHT_FRAME	RIGHT_RELATION_FRAME|R_POSITIONAL_HEAD	2	f82r	1	BIOLOGICAL	NO	PAGE_PRIVATE_SIGNATURE_SHARED_RULE_FAMILY	f75r|f76r|f77r|f81v|f82r|f83r	NO	Exakte Pass1023-Signatur; seitenprivate Form ist nur dann neu, wenn auch ihre normalisierte Familie privat bleibt.
BC-RULE-029	ATTACHMENT_EXACT_SIGNATURE	R1_HEAD_STANDALONE	R_POSITIONAL_HEAD	8	f75r|f76r|f82r|f67r2|f72r	5	BIOLOGICAL|CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f72r	NO	Exakte Pass1023-Signatur; seitenprivate Form ist nur dann neu, wenn auch ihre normalisierte Familie privat bleibt.
BC-RULE-030	ATTACHMENT_EXACT_SIGNATURE	R1_HEAD_WITH_LOCAL_RIGHT	R_POSITIONAL_HEAD	25	f75r|f76r|f77r|f81v|f82r|f83r|f68r1	7	BIOLOGICAL|CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f72r	NO	Exakte Pass1023-Signatur; seitenprivate Form ist nur dann neu, wenn auch ihre normalisierte Familie privat bleibt.
BC-RULE-031	ATTACHMENT_EXACT_SIGNATURE	R3_TAIL_AFTER_ACTION	R_POSITIONAL_TAIL	11	f82r|f67r2|f72r	3	BIOLOGICAL|CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f81v|f82r|f67r2|f72r	NO	Exakte Pass1023-Signatur; seitenprivate Form ist nur dann neu, wenn auch ihre normalisierte Familie privat bleibt.
BC-RULE-032	ATTACHMENT_EXACT_SIGNATURE	R4_TAIL_BEFORE_OL	R_POSITIONAL_TAIL	1	f81v	1	BIOLOGICAL	NO	PAGE_PRIVATE_SIGNATURE_SHARED_RULE_FAMILY	f81v|f82r|f67r2|f72r	NO	Exakte Pass1023-Signatur; seitenprivate Form ist nur dann neu, wenn auch ihre normalisierte Familie privat bleibt.
BC-RULE-033	BOUNDARY_EXACT_MODE	LICENSED_DY_CLOSE	LICENSED_CLOSE	517	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	10	BIOLOGICAL|CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	NO	Lokaler sichtbarer Endmodus; die Werkstattregel ist die normalisierte Abschluss-/Resetfamilie.
BC-RULE-034	BOUNDARY_EXACT_MODE	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	VISIBLE_OWNER_OR_PROSEBLOCK_RESET	13	f75r|f81v|f82r|f83r|f67r2|f68r1	6	BIOLOGICAL|CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	NO	Lokaler sichtbarer Endmodus; die Werkstattregel ist die normalisierte Abschluss-/Resetfamilie.
BC-RULE-035	BOUNDARY_EXACT_MODE	OWNER_RESET_TO_LOWER_STATION_LABELS	VISIBLE_OWNER_OR_PROSEBLOCK_RESET	1	f77r	1	BIOLOGICAL	NO	PAGE_PRIVATE_SIGNATURE_SHARED_RULE_FAMILY	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	NO	Lokaler sichtbarer Endmodus; die Werkstattregel ist die normalisierte Abschluss-/Resetfamilie.
BC-RULE-036	BOUNDARY_EXACT_MODE	PAGE_END_OPEN	TRUE_OPEN_END	2	f83r|f67r2	2	BIOLOGICAL|CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f83r|f67r2|f71v	NO	Lokaler sichtbarer Endmodus; die Werkstattregel ist die normalisierte Abschluss-/Resetfamilie.
BC-RULE-037	BOUNDARY_EXACT_MODE	RING_NAMESPACE_RESET_A_TO_B	VISIBLE_OWNER_OR_PROSEBLOCK_RESET	1	f71v	1	CELESTIAL	NO	PAGE_PRIVATE_SIGNATURE_SHARED_RULE_FAMILY	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	NO	Lokaler sichtbarer Endmodus; die Werkstattregel ist die normalisierte Abschluss-/Resetfamilie.
BC-RULE-038	BOUNDARY_EXACT_MODE	RING_NAMESPACE_RESET_B_TO_C	VISIBLE_OWNER_OR_PROSEBLOCK_RESET	1	f71v	1	CELESTIAL	NO	PAGE_PRIVATE_SIGNATURE_SHARED_RULE_FAMILY	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	NO	Lokaler sichtbarer Endmodus; die Werkstattregel ist die normalisierte Abschluss-/Resetfamilie.
BC-RULE-039	BOUNDARY_EXACT_MODE	TRUE_OPEN_FINAL_RING	TRUE_OPEN_END	1	f71v	1	CELESTIAL	NO	PAGE_PRIVATE_SIGNATURE_SHARED_RULE_FAMILY	f83r|f67r2|f71v	NO	Lokaler sichtbarer Endmodus; die Werkstattregel ist die normalisierte Abschluss-/Resetfamilie.
BC-RULE-040	BOUNDARY_EXACT_MODE	VISIBLE_PARAGRAPH_BOUNDARY	VISIBLE_OWNER_OR_PROSEBLOCK_RESET	13	f76r	1	BIOLOGICAL	NO	PAGE_PRIVATE_SIGNATURE_SHARED_RULE_FAMILY	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	NO	Lokaler sichtbarer Endmodus; die Werkstattregel ist die normalisierte Abschluss-/Resetfamilie.
BC-RULE-041	BOUNDARY_EXACT_MODE	VISIBLE_RING_OR_OWNER_BOUNDARY	VISIBLE_OWNER_OR_PROSEBLOCK_RESET	10	f72r	1	CELESTIAL	NO	PAGE_PRIVATE_SIGNATURE_SHARED_RULE_FAMILY	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	NO	Lokaler sichtbarer Endmodus; die Werkstattregel ist die normalisierte Abschluss-/Resetfamilie.
BC-RULE-042	LABEL_GATE	LABEL_ONLY_OWNER_ADDRESS_GATE	OWNER_ADDRESS_ONLY_GATE	358	f69v|f70v	2	CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f69v|f70v	NO	Exakte Pass1023-Signatur; seitenprivate Form ist nur dann neu, wenn auch ihre normalisierte Familie privat bleibt.
BC-RULE-043	STACK_FAMILY	DY_CLOSE_AFTER_CARD	DY_CLOSE_AFTER_CARD	518	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	10	BIOLOGICAL|CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	NO	Normalisierte Stack-/Kontrollfamilie; Auftretenszahl zaehlt ihre ausloesenden Ereignisse, Statements oder Labelzeilen.
BC-RULE-044	STACK_FAMILY	LICENSED_CLOSE	LICENSED_CLOSE	517	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	10	BIOLOGICAL|CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	NO	Normalisierte Stack-/Kontrollfamilie; Auftretenszahl zaehlt ihre ausloesenden Ereignisse, Statements oder Labelzeilen.
BC-RULE-045	STACK_FAMILY	MULTIHEAD_NEST	MULTIHEAD_NEST	388	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	10	BIOLOGICAL|CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	NO	Normalisierte Stack-/Kontrollfamilie; Auftretenszahl zaehlt ihre ausloesenden Ereignisse, Statements oder Labelzeilen.
BC-RULE-046	STACK_FAMILY	OL_CONTINUE	OL_CONTINUE	362	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	10	BIOLOGICAL|CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	NO	Normalisierte Stack-/Kontrollfamilie; Auftretenszahl zaehlt ihre ausloesenden Ereignisse, Statements oder Labelzeilen.
BC-RULE-047	STACK_FAMILY	OT_SWITCH	OT_SWITCH	237	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	10	BIOLOGICAL|CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	NO	Normalisierte Stack-/Kontrollfamilie; Auftretenszahl zaehlt ihre ausloesenden Ereignisse, Statements oder Labelzeilen.
BC-RULE-048	STACK_FAMILY	OWNER_ADDRESS_ONLY_GATE	OWNER_ADDRESS_ONLY_GATE	358	f69v|f70v	2	CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f69v|f70v	NO	Normalisierte Stack-/Kontrollfamilie; Auftretenszahl zaehlt ihre ausloesenden Ereignisse, Statements oder Labelzeilen.
BC-RULE-049	STACK_FAMILY	OWNER_RESTORE	OWNER_RESTORE	4	f67r2|f72r	2	CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f67r2|f72r	NO	Normalisierte Stack-/Kontrollfamilie; Auftretenszahl zaehlt ihre ausloesenden Ereignisse, Statements oder Labelzeilen.
BC-RULE-050	STACK_FAMILY	Q_PUSH	Q_PUSH	39	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1	7	BIOLOGICAL|CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1	NO	Normalisierte Stack-/Kontrollfamilie; Auftretenszahl zaehlt ihre ausloesenden Ereignisse, Statements oder Labelzeilen.
BC-RULE-051	STACK_FAMILY	RUNNING_HEAD_CARRY	RUNNING_HEAD_CARRY	1006	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	10	BIOLOGICAL|CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	NO	Normalisierte Stack-/Kontrollfamilie; Auftretenszahl zaehlt ihre ausloesenden Ereignisse, Statements oder Labelzeilen.
BC-RULE-052	STACK_FAMILY	TRUE_OPEN_END	TRUE_OPEN_END	3	f83r|f67r2|f71v	3	BIOLOGICAL|CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f83r|f67r2|f71v	NO	Normalisierte Stack-/Kontrollfamilie; Auftretenszahl zaehlt ihre ausloesenden Ereignisse, Statements oder Labelzeilen.
BC-RULE-053	STACK_FAMILY	VISIBLE_OWNER_OR_PROSEBLOCK_RESET	VISIBLE_OWNER_OR_PROSEBLOCK_RESET	39	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	10	BIOLOGICAL|CELESTIAL	YES	EXACT_SIGNATURE_SHARED	f75r|f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	NO	Normalisierte Stack-/Kontrollfamilie; Auftretenszahl zaehlt ihre ausloesenden Ereignisse, Statements oder Labelzeilen.
