replay_attachment_id	attachment_id	physical_page	register	statement_id	event_id	locus	surface_card	component_recipe	focus_core	focus_value_de	local_head_configuration	direct_or_stack	teaching_rule_families	micro_signature	selected_attachment_de	changed_in_pass1023	owner_bound_selection	other_page_support_by_family	all_rule_families_supported_outside_page	micro_signature_other_pages	micro_signature_page_private	replay_result
P1024-A00011	SA00011	f10r	HERBAL	P1009-S001	P912-E0011	f10r.2	char	AR	AR	AUSGANG	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	PREVIOUS_CARD_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	T=EINSTELLEN⟨VORIGE KARTE⟩[AR=AUSGANG]	NO	NO	PREVIOUS_CARD_STACK:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00012	SA00012	f10r	HERBAL	P1009-S001	P912-E0012	f10r.2	chty	CH+T+Y	Y	AKTIVER POSTEN	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	T=EINSTELLEN[Y=AKTIVER POSTEN]	NO	NO	NEAREST_HEAD_LEFT_TIE:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00013	SA00013	f10r	HERBAL	P1009-S001	P912-E0014	f10r.2	chair	CH+AIR	AIR	LAUF	LEFT_ONLY	DIRECT_LOCAL	L_AIR_RIGHT_FALLBACK	L_AIR_LEFT_FALLBACK_NO_RIGHT	CH=NEHMEN[AIR=LAUF]	NO	NO	L_AIR_RIGHT_FALLBACK:f11r,f17r,f18r,f55v,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f17r,f18r,f55v,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00014	SA00014	f10r	HERBAL	P1009-S001	P912-E0015	f10r.2	otytchol	OT+Y+T+CH+OL	Y	AKTIVER POSTEN	RIGHT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_RIGHT	[Y=AKTIVER POSTEN]→T=EINSTELLEN	NO	NO	NEAREST_HEAD_LEFT_TIE:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00015	SA00015	f10r	HERBAL	P1009-S001	P912-E0016	f10r.2	oky	OK+Y	Y	AKTIVER POSTEN	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	OK=SETZEN[Y=AKTIVER POSTEN]	NO	NO	NEAREST_HEAD_LEFT_TIE:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00016	SA00016	f10r	HERBAL	P1009-S001	P912-E0017	f10r.2	daiin	AIIN	AIIN	WERT	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	PREVIOUS_CARD_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	OK=SETZEN⟨VORIGE KARTE⟩[AIIN=WERT]	NO	NO	PREVIOUS_CARD_STACK:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00017	SA00017	f10r	HERBAL	P1009-S001	P912-E0018	f10r.2	etyd	E+T+Y	E	GRAD I	RIGHT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_RIGHT	[E=GRAD I]→T=EINSTELLEN	NO	NO	NEAREST_HEAD_LEFT_TIE:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00018	SA00018	f10r	HERBAL	P1009-S001	P912-E0018	f10r.2	etyd	E+T+Y	Y	AKTIVER POSTEN	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	T=EINSTELLEN[Y=AKTIVER POSTEN]	NO	NO	NEAREST_HEAD_LEFT_TIE:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00019	SA00019	f10r	HERBAL	P1009-S001	P912-E0019	f10r.3	qotor	OT+OR	OR	EINHEIT	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	PREVIOUS_CARD_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	T=EINSTELLEN⟨VORIGE KARTE⟩[OR=EINHEIT]	NO	NO	PREVIOUS_CARD_STACK:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00020	SA00020	f10r	HERBAL	P1009-S001	P912-E0021	f10r.3	tchy	T+Y	Y	AKTIVER POSTEN	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	T=EINSTELLEN[Y=AKTIVER POSTEN]	NO	NO	NEAREST_HEAD_LEFT_TIE:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00021	SA00021	f10r	HERBAL	P1009-S001	P912-E0022	f10r.3	daiin	AIIN	AIIN	WERT	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	PREVIOUS_CARD_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	T=EINSTELLEN⟨VORIGE KARTE⟩[AIIN=WERT]	NO	NO	PREVIOUS_CARD_STACK:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00022	SA00022	f10r	HERBAL	P1009-S001	P912-E0023	f10r.3	chocthy	CH+O+CH+T+Y	Y	AKTIVER POSTEN	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	T=EINSTELLEN[Y=AKTIVER POSTEN]	NO	NO	NEAREST_HEAD_LEFT_TIE:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00023	SA00023	f10r	HERBAL	P1009-S001	P912-E0024	f10r.3	qotchy	OT+Y	Y	AKTIVER POSTEN	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	PREVIOUS_CARD_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	T=EINSTELLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	NO	NO	PREVIOUS_CARD_STACK:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00024	SA00024	f10r	HERBAL	P1009-S001	P912-E0026	f10r.3	or	OR	OR	EINHEIT	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	INHERITED_ACTION_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	T=EINSTELLEN⟨GEERBT⟩[OR=EINHEIT]	NO	NO	INHERITED_ACTION_STACK:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00025	SA00025	f10r	HERBAL	P1009-S001	P912-E0027	f10r.3	yty	Y+T+Y	Y	AKTIVER POSTEN	RIGHT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_RIGHT	[Y=AKTIVER POSTEN]→T=EINSTELLEN	NO	NO	NEAREST_HEAD_LEFT_TIE:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00026	SA00026	f10r	HERBAL	P1009-S001	P912-E0027	f10r.3	yty	Y+T+Y	Y	AKTIVER POSTEN	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	T=EINSTELLEN[Y=AKTIVER POSTEN]	NO	NO	NEAREST_HEAD_LEFT_TIE:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00027	SA00027	f10r	HERBAL	P1009-S001	P912-E0028	f10r.3	dy	Y	Y	AKTIVER POSTEN	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	PREVIOUS_CARD_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	T=EINSTELLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	NO	NO	PREVIOUS_CARD_STACK:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00028	SA00028	f10r	HERBAL	P1009-S001	P912-E0029	f10r.3	dy	Y	Y	AKTIVER POSTEN	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	INHERITED_ACTION_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	T=EINSTELLEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	NO	NO	INHERITED_ACTION_STACK:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00029	SA00029	f10r	HERBAL	P1009-S001	P912-E0030	f10r.4	sor	S+OR	OR	EINHEIT	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	S=WÄHLEN[OR=EINHEIT]	NO	NO	NEAREST_HEAD_LEFT_TIE:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00030	SA00030	f10r	HERBAL	P1009-S001	P912-E0031	f10r.4	chaiin	CH+AIIN	AIIN	WERT	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	CH=NEHMEN[AIIN=WERT]	NO	NO	NEAREST_HEAD_LEFT_TIE:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00031	SA00031	f10r	HERBAL	P1009-S001	P912-E0032	f10r.4	chcthy	CH+CH+T+Y	Y	AKTIVER POSTEN	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	T=EINSTELLEN[Y=AKTIVER POSTEN]	NO	NO	NEAREST_HEAD_LEFT_TIE:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00032	SA00032	f10r	HERBAL	P1009-S001	P912-E0034	f10r.4	ckhy	CH+K+Y	Y	AKTIVER POSTEN	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	K=GEBEN[Y=AKTIVER POSTEN]	NO	NO	NEAREST_HEAD_LEFT_TIE:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00033	SA00033	f10r	HERBAL	P1009-S001	P912-E0035	f10r.4	or	OR	OR	EINHEIT	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	PREVIOUS_CARD_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	K=GEBEN⟨VORIGE KARTE⟩[OR=EINHEIT]	NO	NO	PREVIOUS_CARD_STACK:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00034	SA00034	f10r	HERBAL	P1009-S001	P912-E0036	f10r.4	aiin	AIIN	AIIN	WERT	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	INHERITED_ACTION_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	K=GEBEN⟨GEERBT⟩[AIIN=WERT]	NO	NO	INHERITED_ACTION_STACK:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00035	SA00035	f10r	HERBAL	P1009-S001	P912-E0037	f10r.4	chtchor	CH+T+CH+OR	OR	EINHEIT	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	CH=NEHMEN[OR=EINHEIT]	NO	NO	NEAREST_HEAD_LEFT_TIE:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00036	SA00036	f10r	HERBAL	P1009-S002	P912-E0040	f10r.5	qokchy	OK+Y	Y	AKTIVER POSTEN	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	OK=SETZEN[Y=AKTIVER POSTEN]	NO	NO	NEAREST_HEAD_LEFT_TIE:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00037	SA00037	f10r	HERBAL	P1009-S002	P912-E0043	f10r.5	cthy	CH+T+Y	Y	AKTIVER POSTEN	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	T=EINSTELLEN[Y=AKTIVER POSTEN]	NO	NO	NEAREST_HEAD_LEFT_TIE:f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
