replay_event_id	event_id	physical_page	register	statement_id	locus	surface	component_recipe	component_atom_count	all_atoms_on_apprentice_sheet	contains_local_channel	exact_surface_other_pages	exact_recipe_other_pages	surface_page_private	recipe_page_private	event_replay_result
P1024-E0040	P912-E0040	f10r	HERBAL	P1009-S002	f10r.5	qokchy	OK+Y	2	YES	NO	f13r,f17r,f18r,f55v,f83r,f89r	f13r,f17r,f18r,f55v,f56r,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0041	P912-E0041	f10r	HERBAL	P1009-S002	f10r.5	qotchol	OT+CH+OL	3	YES	NO	f13r	f13r,f17r,f18r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0042	P912-E0042	f10r	HERBAL	P1009-S002	f10r.5	chol	OL	1	YES	NO	f11r,f13r,f17r,f18r,f56r,f67r2,f72r,f76r,f77r,f88r,f89r	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0043	P912-E0043	f10r	HERBAL	P1009-S002	f10r.5	cthy	CH+T+Y	3	YES	NO	f11r,f17r,f18r,f56r	f11r,f17r,f18r,f56r,f75r,f76r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0044	P912-E0044	f10r	HERBAL	P1009-S002	f10r.6	ycheor	Y+CH+E+O+R	5	YES	NO	NONE	f89r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E0045	P912-E0045	f10r	HERBAL	P1009-S002	f10r.6	cthy	CH+T+Y	3	YES	NO	f11r,f17r,f18r,f56r	f11r,f17r,f18r,f56r,f75r,f76r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0046	P912-E0046	f10r	HERBAL	P1009-S002	f10r.6	chor	CH+OR	2	YES	NO	f13r,f17r,f18r,f56r,f88r,f88v,f89r	f13r,f17r,f18r,f56r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0047	P912-E0047	f10r	HERBAL	P1009-S002	f10r.6	cthaiin	CH+T+AIIN	3	YES	NO	f18r	f18r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0048	P912-E0048	f10r	HERBAL	P1009-S002	f10r.6	qoctholy	CARRIER_Q+O+CH+T+OL+Y	6	YES	NO	NONE	f89r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E0049	P912-E0049	f10r	HERBAL	P1009-S002	f10r.6	dy	Y	1	YES	NO	f11r,f13r,f18r,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f88v,f89r	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0050	P912-E0050	f10r	HERBAL	P1009-S002	f10r.6	chy	Y	1	YES	NO	f11r,f17r,f56r,f72r,f75r,f76r,f77r,f81v,f88r,f89r	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0051	P912-E0051	f10r	HERBAL	P1009-S002	f10r.6	taiin	T+AIIN	2	YES	NO	f82r,f89r	f82r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0052	P912-E0052	f10r	HERBAL	P1009-S002	f10r.6	shy	Y	1	YES	NO	f13r,f56r,f72r,f75r,f76r,f83r,f88r,f88v	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0053	P912-E0053	f10r	HERBAL	P1009-S002	f10r.7	dchy	D_ADDR+Y	2	YES	YES	f13r	f13r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0054	P912-E0054	f10r	HERBAL	P1009-S002	f10r.7	qokchol	OK+OL	2	YES	NO	f18r	f11r,f17r,f18r,f56r,f67r2,f71v,f72r,f77r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0055	P912-E0055	f10r	HERBAL	P1009-S002	f10r.7	y	Y	1	YES	NO	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f72r,f76r,f77r,f81v,f88v,f89r	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0056	P912-E0056	f10r	HERBAL	P1009-S002	f10r.7	kchaiin	K+CH+AIIN	3	YES	NO	f18r	f18r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0057	P912-E0057	f10r	HERBAL	P1009-S002	f10r.7	yty	Y+T+Y	3	YES	NO	f89r	f11r,f13r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0058	P912-E0058	f10r	HERBAL	P1009-S002	f10r.7	daiin	AIIN	1	YES	NO	f11r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f11r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0059	P912-E0059	f10r	HERBAL	P1009-S002	f10r.7	cth	CH+T	2	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0060	P912-E0060	f10r	HERBAL	P1009-S002	f10r.7	dain	AIN	1	YES	NO	f11r,f18r,f67r2,f75r,f76r,f81v,f83r,f88v,f89r	f11r,f18r,f55v,f67r2,f75r,f76r,f77r,f81v,f83r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0061	P912-E0061	f10r	HERBAL	P1009-S002	f10r.7	dair	D_ADDR+AIR	2	YES	YES	f11r,f17r,f18r,f88v,f89r	f11r,f17r,f18r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0062	P912-E0062	f10r	HERBAL	P1009-S002	f10r.7	am	AM_ADDR	1	YES	YES	f55v,f67r2,f72r,f75r	f55v,f67r2,f72r,f75r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0063	P912-E0063	f10r	HERBAL	P1009-S002	f10r.8	qotchor	OT+CH+OR	3	YES	NO	NONE	f13r,f56r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E0064	P912-E0064	f10r	HERBAL	P1009-S002	f10r.8	chor	CH+OR	2	YES	NO	f13r,f17r,f18r,f56r,f88r,f88v,f89r	f13r,f17r,f18r,f56r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0065	P912-E0065	f10r	HERBAL	P1009-S002	f10r.8	otol	OT+OL	2	YES	NO	f11r,f75r,f88v,f89r	f11r,f75r,f77r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0066	P912-E0066	f10r	HERBAL	P1009-S002	f10r.8	chol	OL	1	YES	NO	f11r,f13r,f17r,f18r,f56r,f67r2,f72r,f76r,f77r,f88r,f89r	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0067	P912-E0067	f10r	HERBAL	P1009-S002	f10r.8	cholor	OL+OR	2	YES	NO	NONE	f72r,f75r,f76r,f81v	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E0068	P912-E0068	f10r	HERBAL	P1009-S002	f10r.8	chol	OL	1	YES	NO	f11r,f13r,f17r,f18r,f56r,f67r2,f72r,f76r,f77r,f88r,f89r	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0069	P912-E0069	f10r	HERBAL	P1009-S002	f10r.8	daiin	AIIN	1	YES	NO	f11r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f11r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0070	P912-E0070	f10r	HERBAL	P1009-S002	f10r.8	dar	D_ADDR+AR	2	YES	YES	f13r,f17r,f18r,f67r2,f71v,f72r,f75r,f76r,f81v,f82r,f83r,f88r,f88v,f89r	f13r,f17r,f18r,f67r2,f71v,f72r,f75r,f76r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0071	P912-E0071	f10r	HERBAL	P1009-S002	f10r.9	oykchor	O+Y+K+CH+OR	5	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0072	P912-E0072	f10r	HERBAL	P1009-S002	f10r.9	shor	SH+OR	2	YES	NO	f11r,f17r,f18r,f77r,f88v,f89r	f11r,f17r,f18r,f77r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0073	P912-E0073	f10r	HERBAL	P1009-S002	f10r.9	chor	CH+OR	2	YES	NO	f13r,f17r,f18r,f56r,f88r,f88v,f89r	f13r,f17r,f18r,f56r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0074	P912-E0074	f10r	HERBAL	P1009-S002	f10r.9	chy	Y	1	YES	NO	f11r,f17r,f56r,f72r,f75r,f76r,f77r,f81v,f88r,f89r	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0075	P912-E0075	f10r	HERBAL	P1009-S002	f10r.9	kaiiin	K+A_ADDR+LOCAL_CHAR_I+IIN	4	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0076	P912-E0076	f10r	HERBAL	P1009-S002	f10r.9	dy	Y	1	YES	NO	f11r,f13r,f18r,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f88v,f89r	f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0077	P912-E0077	f10r	HERBAL	P1009-S002	f10r.9	chodaiin	CH+O+D_ADDR+AIIN	4	YES	YES	f76r,f89r	f76r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0078	P912-E0078	f10r	HERBAL	P1009-S002	f10r.10	oqotor	O+OT+OR	3	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0079	P912-E0079	f10r	HERBAL	P1009-S002	f10r.10	otor	OT+OR	2	YES	NO	f68r1,f71v,f83r	f68r1,f71v,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0080	P912-E0080	f10r	HERBAL	P1009-S002	f10r.10	cfhy	CH+LOCAL_CHAR_F+Y	3	YES	YES	f11r	f11r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0081	P912-E0081	f10r	HERBAL	P1009-S002	f10r.10	cthor	CH+T+OR	3	YES	NO	f18r	f18r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0082	P912-E0082	f10r	HERBAL	P1009-S002	f10r.10	osain	O+S+AIN	3	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0083	P912-E0083	f10r	HERBAL	P1009-S002	f10r.10	ytoiin	Y+T+O+IIN	4	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0084	P912-E0084	f10r	HERBAL	P1009-S002	f10r.11	otchoshor	OT+CH+O+SH+OR	5	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0085	P912-E0085	f10r	HERBAL	P1009-S002	f10r.11	qoty	OT+Y	2	YES	NO	f11r,f13r,f75r,f76r,f77r,f81v,f82r,f83r	f11r,f13r,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0086	P912-E0086	f10r	HERBAL	P1009-S002	f10r.11	qotor	OT+OR	2	YES	NO	NONE	f68r1,f71v,f83r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E0087	P912-E0087	f10r	HERBAL	P1009-S002	f10r.11	cthyd	CH+T+Y+D_ADDR	4	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0088	P912-E0088	f10r	HERBAL	P1009-S002	f10r.11	otar	OT+AR	2	YES	NO	f55v,f71v,f72r,f75r,f76r,f81v	f55v,f71v,f72r,f75r,f76r,f81v,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0089	P912-E0089	f10r	HERBAL	P1009-S002	f10r.12	odaiin	O+D_ADDR+AIIN	3	YES	YES	f88v	f88v	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0090	P912-E0090	f10r	HERBAL	P1009-S002	f10r.12	daiin	AIIN	1	YES	NO	f11r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f11r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0091	P912-E0091	f10r	HERBAL	P1009-S002	f10r.12	qotchy	OT+Y	2	YES	NO	f11r,f56r	f11r,f13r,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0092	P912-E0092	f10r	HERBAL	P1009-S002	f10r.12	qotor	OT+OR	2	YES	NO	NONE	f68r1,f71v,f83r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E0093	P912-E0093	f11r	HERBAL	P1009-S003	f11r.1	tshol	T+SH+OL	3	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0094	P912-E0094	f11r	HERBAL	P1009-S003	f11r.1	schoal	SH+O+AL	3	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0095	P912-E0095	f11r	HERBAL	P1009-S003	f11r.1	cfhy	CH+LOCAL_CHAR_F+Y	3	YES	YES	f10r	f10r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0096	P912-E0096	f11r	HERBAL	P1009-S003	f11r.1	shfydaiin	SH+Y+AIIN	3	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0097	P912-E0097	f11r	HERBAL	P1009-S003	f11r.1	cphy	CH+P+Y	3	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0098	P912-E0098	f11r	HERBAL	P1009-S003	f11r.1	shey	SH+E+Y	3	YES	NO	f13r,f68r1,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f89r	f13r,f68r1,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0099	P912-E0099	f11r	HERBAL	P1009-S003	f11r.1	tchody	T+CH+O+DY	4	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0100	P912-E0100	f11r	HERBAL	P1009-S004	f11r.1	shoyty	SH+O+Y+T+Y	5	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0101	P912-E0101	f11r	HERBAL	P1009-S004	f11r.2	socthody	S+O+CH+T+O+D_ADDR+Y	7	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0102	P912-E0102	f11r	HERBAL	P1009-S004	f11r.2	qodor	CARRIER_Q+O+D_ADDR+OR	4	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0103	P912-E0103	f11r	HERBAL	P1009-S004	f11r.2	y	Y	1	YES	NO	f10r,f13r,f17r,f18r,f55v,f56r,f67r2,f72r,f76r,f77r,f81v,f88v,f89r	f10r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0104	P912-E0104	f11r	HERBAL	P1009-S004	f11r.2	kshy	K+SH+Y	3	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0105	P912-E0105	f11r	HERBAL	P1009-S004	f11r.2	daiin	AIIN	1	YES	NO	f10r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f10r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0106	P912-E0106	f11r	HERBAL	P1009-S004	f11r.2	ytchy	Y+T+Y	3	YES	NO	f13r	f10r,f13r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
