replay_row_id	row_kind	panel	physical_page	source_id	statement_id	event_id	locus	owner_de	surface_card	component_recipe	focus_core	focus_value_de	pass1023_resolution_status	pass1023_decision	pass1023_selected_attachment_de	pass1023_changed_from_pass1022	exact_rule_signature	normalized_rule_families	exact_other_pages	family_support_same_panel_pages	family_support_other_panel_pages	family_support_any_other_pages	leave_one_page_support	owner_address_load	scope_reading_de	new_rule_required
BCREPLAY-0011	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01200	P1009-S073	P912-E0447	f75r.2	großes Bad-/Stationsblatt mit dreieckiger Insel	dain	AIN	AIN	ANTEIL	RESOLVED_BY_WORKSHOP_RULE	BOUNDED_FORWARD	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	YES	OPENING_ARGUMENT_FORWARD	ONE_CARD_BOUNDED_FORWARD	f76r|f77r|f81v|f82r|f83r|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	NO
BCREPLAY-0012	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01201	P1009-S073	P912-E0448	f75r.2	großes Bad-/Stationsblatt mit dreieckiger Insel	shey	SH+E+Y	E	GRAD I	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	SH=HALTEN[E=GRAD I]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	SH=HALTEN[E=GRAD I]	NO
BCREPLAY-0013	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01202	P1009-S073	P912-E0448	f75r.2	großes Bad-/Stationsblatt mit dreieckiger Insel	shey	SH+E+Y	Y	AKTIVER POSTEN	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	SH=HALTEN[Y=AKTIVER POSTEN]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	SH=HALTEN[Y=AKTIVER POSTEN]	NO
BCREPLAY-0014	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01203	P1009-S073	P912-E0449	f75r.2	großes Bad-/Stationsblatt mit dreieckiger Insel	ly	L+Y	L	VERBINDUNG	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	SH=HALTEN⟨VORIGE KARTE⟩[L=VERBINDUNG]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	SH=HALTEN⟨VORIGE KARTE⟩[L=VERBINDUNG]	NO
BCREPLAY-0015	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01204	P1009-S073	P912-E0449	f75r.2	großes Bad-/Stationsblatt mit dreieckiger Insel	ly	L+Y	Y	AKTIVER POSTEN	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	SH=HALTEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	SH=HALTEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	NO
BCREPLAY-0016	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01205	P1009-S073	P912-E0450	f75r.2	großes Bad-/Stationsblatt mit dreieckiger Insel	ssheol	S+SH+E+OL	E	GRAD I	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	SH=HALTEN[E=GRAD I]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	SH=HALTEN[E=GRAD I]	NO
BCREPLAY-0017	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01206	P1009-S074	P912-E0452	f75r.2	großes Bad-/Stationsblatt mit dreieckiger Insel	chedykar	CHD+Y+K+AR	Y	AKTIVER POSTEN	RESOLVED_BY_WORKSHOP_RULE	EQUAL_LEFT	CHD=UMSETZEN@CURRENT_CARD_ATOM1	NO	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	NEAREST_HEAD_LEFT_ON_TIE	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	CHD@1[Y@2; K@3[…]]	NO
BCREPLAY-0018	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01207	P1009-S074	P912-E0452	f75r.2	großes Bad-/Stationsblatt mit dreieckiger Insel	chedykar	CHD+Y+K+AR	AR	AUSGANG	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	K=GEBEN[AR=AUSGANG]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	K=GEBEN[AR=AUSGANG]	NO
BCREPLAY-0019	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01208	P1009-S074	P912-E0453	f75r.2	großes Bad-/Stationsblatt mit dreieckiger Insel	chekeedy	CH+K+EE+DY	EE	GRAD II	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	K=GEBEN[EE=GRAD II]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	K=GEBEN[EE=GRAD II]	NO
BCREPLAY-0020	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01209	P1009-S075	P912-E0454	f75r.2	großes Bad-/Stationsblatt mit dreieckiger Insel	ror	R+OR	OR	EINHEIT	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	R=MARKIEREN[OR=EINHEIT]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	R=MARKIEREN[OR=EINHEIT]	NO
BCREPLAY-0021	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01210	P1009-S075	P912-E0455	f75r.3	großes Bad-/Stationsblatt mit dreieckiger Insel	qokain	OK+AIN	AIN	ANTEIL	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	OK=SETZEN[AIN=ANTEIL]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	OK=SETZEN[AIN=ANTEIL]	NO
BCREPLAY-0022	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01211	P1009-S075	P912-E0456	f75r.3	großes Bad-/Stationsblatt mit dreieckiger Insel	chal	CH+AL	AL	ZIELORT	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	CH=NEHMEN[AL=ZIELORT]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	CH=NEHMEN[AL=ZIELORT]	NO
BCREPLAY-0023	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01212	P1009-S075	P912-E0457	f75r.3	großes Bad-/Stationsblatt mit dreieckiger Insel	orchey	OR+Y	OR	EINHEIT	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	CH=NEHMEN⟨VORIGE KARTE⟩[OR=EINHEIT]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	CH=NEHMEN⟨VORIGE KARTE⟩[OR=EINHEIT]	NO
BCREPLAY-0024	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01213	P1009-S075	P912-E0457	f75r.3	großes Bad-/Stationsblatt mit dreieckiger Insel	orchey	OR+Y	Y	AKTIVER POSTEN	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	CH=NEHMEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	CH=NEHMEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	NO
BCREPLAY-0025	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01214	P1009-S075	P912-E0458	f75r.3	großes Bad-/Stationsblatt mit dreieckiger Insel	qey	E+Y	E	GRAD I	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	CH=NEHMEN⟨GEERBT⟩[E=GRAD I]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	CH=NEHMEN⟨GEERBT⟩[E=GRAD I]	NO
BCREPLAY-0026	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01215	P1009-S075	P912-E0458	f75r.3	großes Bad-/Stationsblatt mit dreieckiger Insel	qey	E+Y	Y	AKTIVER POSTEN	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	CH=NEHMEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	CH=NEHMEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	NO
BCREPLAY-0027	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01216	P1009-S075	P912-E0459	f75r.3	großes Bad-/Stationsblatt mit dreieckiger Insel	kain	K+AIN	AIN	ANTEIL	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	K=GEBEN[AIN=ANTEIL]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	K=GEBEN[AIN=ANTEIL]	NO
BCREPLAY-0028	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01217	P1009-S075	P912-E0460	f75r.3	großes Bad-/Stationsblatt mit dreieckiger Insel	sheeky	SH+EE+K+Y	EE	GRAD II	RESOLVED_BY_WORKSHOP_RULE	EQUAL_LEFT	SH=HALTEN@CURRENT_CARD_ATOM1	NO	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	NEAREST_HEAD_LEFT_ON_TIE	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	SH@1[EE@2; K@3[…]]	NO
BCREPLAY-0029	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01218	P1009-S075	P912-E0460	f75r.3	großes Bad-/Stationsblatt mit dreieckiger Insel	sheeky	SH+EE+K+Y	Y	AKTIVER POSTEN	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	K=GEBEN[Y=AKTIVER POSTEN]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	K=GEBEN[Y=AKTIVER POSTEN]	NO
BCREPLAY-0030	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01219	P1009-S075	P912-E0461	f75r.3	großes Bad-/Stationsblatt mit dreieckiger Insel	ltain	L+T+AIN	L	VERBINDUNG	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	[L=VERBINDUNG]→T=EINSTELLEN	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	[L=VERBINDUNG]→T=EINSTELLEN	NO
BCREPLAY-0031	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01220	P1009-S075	P912-E0461	f75r.3	großes Bad-/Stationsblatt mit dreieckiger Insel	ltain	L+T+AIN	AIN	ANTEIL	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	T=EINSTELLEN[AIN=ANTEIL]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	T=EINSTELLEN[AIN=ANTEIL]	NO
BCREPLAY-0032	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01221	P1009-S075	P912-E0462	f75r.3	großes Bad-/Stationsblatt mit dreieckiger Insel	olkar	OL+K+AR	AR	AUSGANG	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	K=GEBEN[AR=AUSGANG]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	K=GEBEN[AR=AUSGANG]	NO
BCREPLAY-0033	RUNNING_SCOPE_ATTACHMENT	BIOLOGICAL	f75r	SA01222	P1009-S075	P912-E0463	f75r.3	großes Bad-/Stationsblatt mit dreieckiger Insel	or	OR	OR	EINHEIT	ALREADY_UNAMBIGUOUS	KEEP_PASS1022	K=GEBEN⟨VORIGE KARTE⟩[OR=EINHEIT]	NO	PASS1022_CLEAR_ATTACHMENT	BASE_LOCAL_ATTACHMENT	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r	f67r2|f68r1|f71v|f72r	f76r|f77r|f81v|f82r|f83r|f67r2|f68r1|f71v|f72r	SUPPORTED_OTHER_SAME_PANEL_PAGE	ACTION_OR_PACKAGE_BOUND	K=GEBEN⟨VORIGE KARTE⟩[OR=EINHEIT]	NO
