statement_id	record_unit_id	page	connective_de	owner_trace	atomic_card_chain_de	atomic_apprentice_clause_de	dictionary_layer
B1-S011	B1	f81v	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	durchleiten | einsetzen	Neuer Schritt: durchleiten — einsetzen.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B1-S012	B1	f81v	mit dem eingesetzten Posten am selben Besitzer weiter:	gemeinsames zweireihiges Figuren-/Beckenfeld	Waschgang | kurz einwirken | Waschgang; Schluss	mit dem eingesetzten Posten am selben Besitzer weiter: Waschgang — kurz einwirken — Waschgang; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B1-S013	B1	f81v	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	Waschgang; Schluss	Neuer Schritt: Waschgang; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B1-S014	B1	f81v	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	überführen | Weitergang | Zielabführung | weiter | Folgequelle	Neuer Schritt: überführen — Weitergang — Zielabführung — weiter — Folgequelle.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B1-S015	B1	f81v	von der eben gesetzten Quelle weiter:	gemeinsames zweireihiges Figuren-/Beckenfeld	Kurzteil | einführen; Schluss	von der eben gesetzten Quelle weiter: Kurzteil — einführen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B1-S016	B1	f81v	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	dorthin einsetzen | lange einwirken | weiter | kurz absetzen; Schluss	Neuer Schritt: dorthin einsetzen — lange einwirken — weiter — kurz absetzen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B1-S017	B1	f81v	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	dorthin | Kurzfortsetzung | Transfer; Schluss	Neuer Schritt: dorthin — Kurzfortsetzung — Transfer; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B1-S018	B1	f81v	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	Abführposten | Kurzhalt | Arbeitsstufe | lange sammeln; Schluss	Neuer Schritt: Abführposten — Kurzhalt — Arbeitsstufe — lange sammeln; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B1-S019	B1	f81v	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	kurz absetzen; Schluss	Neuer Schritt: kurz absetzen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B1-S020	B1	f81v	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	kurz wärmen | seihen; Schluss	Neuer Schritt: kurz wärmen — seihen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B1-S021	B1	f81v	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	dorthin	Neuer Schritt: dorthin.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B2-S001	B2	f82r	Besitzer »obere Paarbecken-/Zylinderstation«:	obere Paarbecken-/Zylinderstation	überführen; Schluss	Besitzer »obere Paarbecken-/Zylinderstation«: überführen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B2-S002	B2	f82r	Neuer Schritt:	obere Paarbecken-/Zylinderstation	weiterführen; Schluss	Neuer Schritt: weiterführen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B2-S003	B2	f82r	Neuer Schritt:	obere Paarbecken-/Zylinderstation	Anteil zugeben | dies | lange einwirken; Schluss	Neuer Schritt: Anteil zugeben — dies — lange einwirken; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B2-S004	B2	f82r	Neuer Schritt:	obere Paarbecken-/Zylinderstation	dorthin einsetzen | Abführpassage | Abführung | lange einwirken | Trennabzug; Schluss	Neuer Schritt: dorthin einsetzen — Abführpassage — Abführung — lange einwirken — Trennabzug; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B2-S005	B2	f82r	Neuer Schritt:	obere Paarbecken-/Zylinderstation	Zieleinsatz | Sollsammlung | durchleiten | bemessen | bemessen | Fortsetzung vorbereiten | Langwärmen | abziehen; Schluss	Neuer Schritt: Zieleinsatz — Sollsammlung — durchleiten — bemessen — bemessen — Fortsetzung vorbereiten — Langwärmen — abziehen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B2-S006	B2	f82r	Neuer Schritt:	obere Paarbecken-/Zylinderstation	Langfolge | dorthin einsetzen | Kurzpassage | einsetzen	Neuer Schritt: Langfolge — dorthin einsetzen — Kurzpassage — einsetzen.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B2-S007	B2	f82r	Neuer Besitzer »mittlere linke Geräte-/Inline-Knotenstation«:	mittlere linke Geräte-/Inline-Knotenstation	Kurzabsetzen; Schluss	Neuer Besitzer »mittlere linke Geräte-/Inline-Knotenstation«: Kurzabsetzen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B2-S008	B2	f82r	Neuer Schritt:	mittlere linke Geräte-/Inline-Knotenstation	Folgemaß | Quelleinsatz | kurz absetzen; Schluss	Neuer Schritt: Folgemaß — Quelleinsatz — kurz absetzen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B2-S009	B2	f82r	Neuer Schritt:	mittlere linke Geräte-/Inline-Knotenstation	Folgeabsetzen; Schluss	Neuer Schritt: Folgeabsetzen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B2-S010	B2	f82r	Neuer Schritt:	mittlere linke Geräte-/Inline-Knotenstation	lange einwirken | einsetzen | Auslass | Klarauszug	Neuer Schritt: lange einwirken — einsetzen — Auslass — Klarauszug.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B2-S011	B2	f82r	Neuer Besitzer »ungelöste mittlere rechte Linie-/Liegepodeststation«:	ungelöste mittlere rechte Linie-/Liegepodeststation	Anteil zugeben | davon | Anteil zugeben | lange einwirken; Schluss	Neuer Besitzer »ungelöste mittlere rechte Linie-/Liegepodeststation«: Anteil zugeben — davon — Anteil zugeben — lange einwirken; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B2-S012	B2	f82r	Neuer Schritt:	ungelöste mittlere rechte Linie-/Liegepodeststation -> unteres grünes Mehrfigurenfeld	Abführgut | Klarauszug | kurz vorbereiten | lange einwirken | Klarabzug | Sollmaß | dies | Volleinsatz; Schluss	Neuer Schritt: Abführgut — Klarauszug — kurz vorbereiten — lange einwirken — Klarabzug — Sollmaß — dies — Volleinsatz; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B2-S013	B2	f82r	Neuer Schritt:	unteres grünes Mehrfigurenfeld	abführen; Schluss	Neuer Schritt: abführen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B2-S014	B2	f82r	Neuer Schritt:	unteres grünes Mehrfigurenfeld	Quellabzug	Neuer Schritt: Quellabzug.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B2-S015	B2	f82r	Neuer Besitzer »lokale Randstationen des unteren Feldes«:	lokale Randstationen des unteren Feldes	Klarlauf | lange einwirken; Schluss	Neuer Besitzer »lokale Randstationen des unteren Feldes«: Klarlauf — lange einwirken; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B2-S016	B2	f82r	Neuer Schritt:	lokale Randstationen des unteren Feldes	dorthin | Quellabführung | Teilen | Sollmaß | Langfolge | bemessen | kurz einwirken | Zuführung; Schluss	Neuer Schritt: dorthin — Quellabführung — Teilen — Sollmaß — Langfolge — bemessen — kurz einwirken — Zuführung; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B2-S017	B2	f82r	Neuer Schritt:	lokale Randstationen des unteren Feldes	Kurzhalt am Ziel | Zielschluss	Neuer Schritt: Kurzhalt am Ziel — Zielschluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B2-S018	B2	f82r	Neuer Schritt:	lokale Randstationen des unteren Feldes	lange einwirken; Schluss	Neuer Schritt: lange einwirken; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B2-S019	B2	f82r	Neuer Schritt:	lokale Randstationen des unteren Feldes	Waschschluss	Neuer Schritt: Waschschluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B2-S020	B2	f82r	Neuer Schritt:	lokale Randstationen des unteren Feldes	lange Folgestufe; Schluss	Neuer Schritt: lange Folgestufe; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B2-S021	B2	f82r	Neuer Schritt:	lokale Randstationen des unteren Feldes	lange einwirken; Schluss	Neuer Schritt: lange einwirken; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B2-S022	B2	f82r	Neuer Schritt:	lokale Randstationen des unteren Feldes	Abführung; Schluss	Neuer Schritt: Abführung; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S001	B3	f83r	Besitzer »obere offene Fächer-Randstation«:	obere offene Fächer-Randstation	lange sammeln; Schluss	Besitzer »obere offene Fächer-Randstation«: lange sammeln; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S002	B3	f83r	Neuer Schritt:	obere offene Fächer-Randstation	danach dorthin | Langwärmen; Schluss	Neuer Schritt: danach dorthin — Langwärmen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S003	B3	f83r	Neuer Schritt:	obere offene Fächer-Randstation	dies | Sollmaß | dies | abführen; Schluss	Neuer Schritt: dies — Sollmaß — dies — abführen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S004	B3	f83r	Neuer Schritt:	obere offene Fächer-Randstation	bemessen | danach dorthin | davon	Neuer Schritt: bemessen — danach dorthin — davon.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S005	B3	f83r	Neuer Besitzer »mittlere runde Gefäß-Randstation«:	mittlere runde Gefäß-Randstation	überführen; Schluss	Neuer Besitzer »mittlere runde Gefäß-Randstation«: überführen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S006	B3	f83r	Neuer Schritt:	mittlere runde Gefäß-Randstation	Postentransfer | dorthin einsetzen | weiterführen; Schluss	Neuer Schritt: Postentransfer — dorthin einsetzen — weiterführen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S007	B3	f83r	Neuer Schritt:	mittlere runde Gefäß-Randstation	bemessen | überführen | lange einwirken; Schluss	Neuer Schritt: bemessen — überführen — lange einwirken; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S008	B3	f83r	Neuer Schritt:	mittlere runde Gefäß-Randstation	abführen; Schluss	Neuer Schritt: abführen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S009	B3	f83r	Neuer Schritt:	mittlere runde Gefäß-Randstation	einsetzen	Neuer Schritt: einsetzen.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S010	B3	f83r	Neuer Besitzer »untere korbartige Gefäß-Randstation«:	untere korbartige Gefäß-Randstation	Zielzuführung | Kurzfolge; Schluss	Neuer Besitzer »untere korbartige Gefäß-Randstation«: Zielzuführung — Kurzfolge; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S011	B3	f83r	Neuer Schritt:	untere korbartige Gefäß-Randstation	Vorbereitungstransfer | einsetzen | überführen | Quellposten	Neuer Schritt: Vorbereitungstransfer — einsetzen — überführen — Quellposten.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S012	B3	f83r	mit dem aus der Quelle überführten Posten weiter:	untere korbartige Gefäß-Randstation	Ansatz | kurz absetzen; Schluss	mit dem aus der Quelle überführten Posten weiter: Ansatz — kurz absetzen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S013	B3	f83r	Neuer Schritt:	untere korbartige Gefäß-Randstation	bemessen | Anteil | kurz vorbereiten | kurz einwirken; Schluss	Neuer Schritt: bemessen — Anteil — kurz vorbereiten — kurz einwirken; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S014	B3	f83r	Neuer Schritt:	untere korbartige Gefäß-Randstation	Laufeinsatz | Langabsetzen; Schluss	Neuer Schritt: Laufeinsatz — Langabsetzen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S015	B3	f83r	Neuer Schritt:	untere korbartige Gefäß-Randstation	abführen; Schluss	Neuer Schritt: abführen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S016	B3	f83r	Neuer Schritt:	untere korbartige Gefäß-Randstation -> ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	Abzug | einführen; Schluss	Neuer Schritt: Abzug — einführen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S017	B3	f83r	Neuer Schritt:	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	lange einwirken; Schluss	Neuer Schritt: lange einwirken; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S018	B3	f83r	Neuer Schritt:	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	kurz absetzen; Schluss	Neuer Schritt: kurz absetzen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S019	B3	f83r	Neuer Schritt:	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	Einsatzabsetzen; Schluss	Neuer Schritt: Einsatzabsetzen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S020	B3	f83r	Neuer Schritt:	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	dorthin | abführen; Schluss	Neuer Schritt: dorthin — abführen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S021	B3	f83r	Neuer Schritt:	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	bemessen | bereit | dorthin | dies | Sollmaß | am Ziel absetzen | Kurzvorbereitung | dies | dorthin | bereit | Zieltransfer; Schluss	Neuer Schritt: bemessen — bereit — dorthin — dies — Sollmaß — am Ziel absetzen — Kurzvorbereitung — dies — dorthin — bereit — Zieltransfer; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S022	B3	f83r	Neuer Schritt:	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	Folgetransfer; Schluss	Neuer Schritt: Folgetransfer; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S023	B3	f83r	Neuer Schritt:	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	abführen; Schluss	Neuer Schritt: abführen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S024	B3	f83r	Neuer Schritt:	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	überführen; Schluss	Neuer Schritt: überführen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S025	B3	f83r	Neuer Schritt:	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	einführen; Schluss	Neuer Schritt: einführen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S026	B3	f83r	Neuer Schritt:	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar -> Hauptpaar am sichtbaren ungerichteten Bogen	Quelltransfer | Sollabsetzung | überführen | Anteil zugeben | bereit | Zielbereitung | lange sammeln; Schluss	Neuer Schritt: Quelltransfer — Sollabsetzung — überführen — Anteil zugeben — bereit — Zielbereitung — lange sammeln; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S027	B3	f83r	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	lange Folgestufe; Schluss	Neuer Schritt: lange Folgestufe; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S028	B3	f83r	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	lange einwirken | kurz einwirken; Schluss	Neuer Schritt: lange einwirken — kurz einwirken; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S029	B3	f83r	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	weiter | Vollteil | kurz einwirken; Schluss	Neuer Schritt: weiter — Vollteil — kurz einwirken; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S030	B3	f83r	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	einsetzen | Sollmaß | Weiterlauf | Folgetransfer; Schluss	Neuer Schritt: einsetzen — Sollmaß — Weiterlauf — Folgetransfer; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S031	B3	f83r	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	lange einwirken; Schluss	Neuer Schritt: lange einwirken; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S032	B3	f83r	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	Anteilstransfer | überführen | Kurzsoll | Folgemaß | Kurzfolge; Schluss	Neuer Schritt: Anteilstransfer — überführen — Kurzsoll — Folgemaß — Kurzfolge; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S033	B3	f83r	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	abziehen; Schluss	Neuer Schritt: abziehen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B3-S034	B3	f83r	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	Arbeitsstufe | bereit | Anteil | Folgemaß | Zwischenziel | kurz absetzen; Schluss	Neuer Schritt: Arbeitsstufe — bereit — Anteil — Folgemaß — Zwischenziel — kurz absetzen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B4-S001	B4	f83r	Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«:	Hauptpaar am sichtbaren ungerichteten Bogen	lange einwirken; Schluss	Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: lange einwirken; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B4-S002	B4	f83r	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	Weiterposten | lange einwirken | kurz einwirken; Schluss	Neuer Schritt: Weiterposten — lange einwirken — kurz einwirken; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B4-S003	B4	f83r	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	überführen | danach dorthin | das nächste | lange einwirken | einsetzen | weiter | kurz absetzen; Schluss	Neuer Schritt: überführen — danach dorthin — das nächste — lange einwirken — einsetzen — weiter — kurz absetzen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B4-S004	B4	f83r	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	Festsetzen; Schluss	Neuer Schritt: Festsetzen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B4-S005	B4	f83r	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	Einlage | überführen | lange einwirken; Schluss	Neuer Schritt: Einlage — überführen — lange einwirken; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B4-S006	B4	f83r	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	seihen; Schluss	Neuer Schritt: seihen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B4-S007	B4	f83r	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	seihen; Schluss	Neuer Schritt: seihen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B4-S008	B4	f83r	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	Sollmaß | länger bearbeiten | Langhalt | kurz einwirken; Schluss	Neuer Schritt: Sollmaß — länger bearbeiten — Langhalt — kurz einwirken; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B4-S009	B4	f83r	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	kurz absetzen; Schluss	Neuer Schritt: kurz absetzen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B4-S010	B4	f83r	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	fertig	Neuer Schritt: fertig; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B4-S011	B4	f83r	Neuer Besitzer »linke offene Fransen-/Unterlaufstation«:	linke offene Fransen-/Unterlaufstation	Sollmaß | kurz wärmen | Langfortsetzung | Anteil zugeben | überführen | weiter | Kurzabzug; Schluss	Neuer Besitzer »linke offene Fransen-/Unterlaufstation«: Sollmaß — kurz wärmen — Langfortsetzung — Anteil zugeben — überführen — weiter — Kurzabzug; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B4-S012	B4	f83r	Neuer Schritt:	linke offene Fransen-/Unterlaufstation	abführen; Schluss	Neuer Schritt: abführen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B4-S013	B4	f83r	Neuer Schritt:	linke offene Fransen-/Unterlaufstation	Weiter einsetzen | kurz absetzen; Schluss	Neuer Schritt: Weiter einsetzen — kurz absetzen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B4-S014	B4	f83r	Neuer Schritt:	linke offene Fransen-/Unterlaufstation	Ansatz | dies | Kurzdurchgang | Laufschluss	Neuer Schritt: Ansatz — dies — Kurzdurchgang — Laufschluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B4-S015	B4	f83r	Neuer Schritt:	linke offene Fransen-/Unterlaufstation -> rechte S-Lauf-/Mehrarmknotenstation	Anteil zugeben | Klarauszug | Anteil | Zielpassage | Kurzsammlung | abführen; Schluss	Neuer Schritt: Anteil zugeben — Klarauszug — Anteil — Zielpassage — Kurzsammlung — abführen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B4-S016	B4	f83r	Neuer Schritt:	rechte S-Lauf-/Mehrarmknotenstation	weiterer Anteil | dorthin | Quellausguss | kurz absetzen; Schluss	Neuer Schritt: weiterer Anteil — dorthin — Quellausguss — kurz absetzen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B5-S001	B5	f83r	Besitzer »linker offener Fransen-Endposten«:	linker offener Fransen-Endposten	Nachtransfer; Schluss	Besitzer »linker offener Fransen-Endposten«: Nachtransfer; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B5-S002	B5	f83r	Neuer Schritt:	linker offener Fransen-Endposten	einführen; Schluss	Neuer Schritt: einführen; Schluss.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
B5-S003	B5	f83r	Neuer Schritt:	linker offener Fransen-Endposten	am Ziel absetzen | dorthin | weiter | Weiterabzug | Zieltransfer | Sollmaß | weiter | Endstufe | überführen	Neuer Schritt: am Ziel absetzen — dorthin — weiter — Weiterabzug — Zieltransfer — Sollmaß — weiter — Endstufe — überführen.	SHARED_DECK_PLUS_ATOMIC_BIO_NOMENCLATOR
