cross_witness_id	target_matrix_cell_id	target_frame	target_action_root	target_action_recipe	target_register	observed_matrix_cell_id	observed_register	observed_event_count	observed_clause_form_count	observed_pages	observed_event_ids	observed_selected_phrase_de	all_observed_clause_forms_de	exact_same_action_and_frame
G499-X0031	G498-M051	@ACTION+AIIN	CH	CH+AIIN	SOURCE_SECTION_T	G498-M052	HERBAL	4	1	f10r|f11r|f55v	G407-E0245|G407-E0331|G407-E0355|G407-E0722	Nimm den Arbeitswert.	Nimm den Arbeitswert.	YES
G499-X0032	G498-M051	@ACTION+AIIN	CH	CH+AIIN	SOURCE_SECTION_T	G498-M055	PHARMA	1	1	f89r	G407-E4160	Nimm den Mengenwert.	Nimm den Mengenwert.	YES
G499-X0033	G498-M053	@ACTION+AIIN	CH	CH+AIIN	BIOLOGICAL	G498-M052	HERBAL	4	1	f10r|f11r|f55v	G407-E0245|G407-E0331|G407-E0355|G407-E0722	Nimm den Arbeitswert.	Nimm den Arbeitswert.	YES
G499-X0034	G498-M053	@ACTION+AIIN	CH	CH+AIIN	BIOLOGICAL	G498-M055	PHARMA	1	1	f89r	G407-E4160	Nimm den Mengenwert.	Nimm den Mengenwert.	YES
G499-X0035	G498-M054	@ACTION+AIIN	CH	CH+AIIN	CELESTIAL	G498-M052	HERBAL	4	1	f10r|f11r|f55v	G407-E0245|G407-E0331|G407-E0355|G407-E0722	Nimm den Arbeitswert.	Nimm den Arbeitswert.	YES
G499-X0036	G498-M054	@ACTION+AIIN	CH	CH+AIIN	CELESTIAL	G498-M055	PHARMA	1	1	f89r	G407-E4160	Nimm den Mengenwert.	Nimm den Mengenwert.	YES
G499-X0037	G498-M058	@ACTION+AIIN	SH	SH+AIIN	BIOLOGICAL	G498-M056	SOURCE_SECTION_T	1	1	f1r	G407-E0161	Halte den Kennwert fest.	Halte den Kennwert fest.	YES
G499-X0038	G498-M058	@ACTION+AIIN	SH	SH+AIIN	BIOLOGICAL	G498-M057	HERBAL	3	1	f13r|f18r	G407-E0389|G407-E0566|G407-E0597	Halte den Arbeitswert.	Halte den Arbeitswert.	YES
G499-X0039	G498-M059	@ACTION+AIIN	SH	SH+AIIN	CELESTIAL	G498-M056	SOURCE_SECTION_T	1	1	f1r	G407-E0161	Halte den Kennwert fest.	Halte den Kennwert fest.	YES
G499-X0040	G498-M059	@ACTION+AIIN	SH	SH+AIIN	CELESTIAL	G498-M057	HERBAL	3	1	f13r|f18r	G407-E0389|G407-E0566|G407-E0597	Halte den Arbeitswert.	Halte den Arbeitswert.	YES
G499-X0041	G498-M060	@ACTION+AIIN	SH	SH+AIIN	PHARMA	G498-M056	SOURCE_SECTION_T	1	1	f1r	G407-E0161	Halte den Kennwert fest.	Halte den Kennwert fest.	YES
G499-X0042	G498-M060	@ACTION+AIIN	SH	SH+AIIN	PHARMA	G498-M057	HERBAL	3	1	f13r|f18r	G407-E0389|G407-E0566|G407-E0597	Halte den Arbeitswert.	Halte den Arbeitswert.	YES
G499-X0043	G498-M062	@ACTION+AIIN	K	K+AIIN	HERBAL	G498-M061	SOURCE_SECTION_T	2	1	f1r	G407-E0176|G407-E0182	Ordne den Kennwert zu.	Ordne den Kennwert zu.	YES
G499-X0044	G498-M062	@ACTION+AIIN	K	K+AIIN	HERBAL	G498-M063	BIOLOGICAL	3	1	f81r|f81v	G407-E2911|G407-E2961|G407-E3006	Führe den Stationswert zu.	Führe den Stationswert zu.	YES
G499-X0045	G498-M062	@ACTION+AIIN	K	K+AIIN	HERBAL	G498-M064	CELESTIAL	1	1	f71v	G407-E1106	Ordne den Positionswert zu.	Ordne den Positionswert zu.	YES
G499-X0046	G498-M065	@ACTION+AIIN	K	K+AIIN	PHARMA	G498-M061	SOURCE_SECTION_T	2	1	f1r	G407-E0176|G407-E0182	Ordne den Kennwert zu.	Ordne den Kennwert zu.	YES
G499-X0047	G498-M065	@ACTION+AIIN	K	K+AIIN	PHARMA	G498-M063	BIOLOGICAL	3	1	f81r|f81v	G407-E2911|G407-E2961|G407-E3006	Führe den Stationswert zu.	Führe den Stationswert zu.	YES
G499-X0048	G498-M065	@ACTION+AIIN	K	K+AIIN	PHARMA	G498-M064	CELESTIAL	1	1	f71v	G407-E1106	Ordne den Positionswert zu.	Ordne den Positionswert zu.	YES
G499-X0049	G498-M066	@ACTION+AIIN	S	S+AIIN	SOURCE_SECTION_T	G498-M068	BIOLOGICAL	13	1	f75r|f76r|f77r|f81v|f83r	G407-E1556|G407-E1944|G407-E2305|G407-E2315|G407-E2355|G407-E2470|G407-E2561|G407-E2947|G407-E3588|G407-E3639|G407-E3691|G407-E3706|G407-E3725	Wähle den Stationswert.	Wähle den Stationswert.	YES
G499-X0050	G498-M066	@ACTION+AIIN	S	S+AIIN	SOURCE_SECTION_T	G498-M069	CELESTIAL	2	1	f67r2|f72r	G407-E0942|G407-E1257	Wähle den Positionswert.	Wähle den Positionswert.	YES
G499-X0051	G498-M066	@ACTION+AIIN	S	S+AIIN	SOURCE_SECTION_T	G498-M070	PHARMA	6	1	f88r|f88v|f89r	G407-E3829|G407-E4057|G407-E4112|G407-E4285|G407-E4291|G407-E4335	Wähle den Mengenwert.	Wähle den Mengenwert.	YES
G499-X0052	G498-M067	@ACTION+AIIN	S	S+AIIN	HERBAL	G498-M068	BIOLOGICAL	13	1	f75r|f76r|f77r|f81v|f83r	G407-E1556|G407-E1944|G407-E2305|G407-E2315|G407-E2355|G407-E2470|G407-E2561|G407-E2947|G407-E3588|G407-E3639|G407-E3691|G407-E3706|G407-E3725	Wähle den Stationswert.	Wähle den Stationswert.	YES
G499-X0053	G498-M067	@ACTION+AIIN	S	S+AIIN	HERBAL	G498-M069	CELESTIAL	2	1	f67r2|f72r	G407-E0942|G407-E1257	Wähle den Positionswert.	Wähle den Positionswert.	YES
G499-X0054	G498-M067	@ACTION+AIIN	S	S+AIIN	HERBAL	G498-M070	PHARMA	6	1	f88r|f88v|f89r	G407-E3829|G407-E4057|G407-E4112|G407-E4285|G407-E4291|G407-E4335	Wähle den Mengenwert.	Wähle den Mengenwert.	YES
G499-X0055	G498-M071	@ACTION+AIIN	CHD	CHD+AIIN	SOURCE_SECTION_T	G498-M072	HERBAL	1	1	f95v	G407-E4549	Bearbeite den Arbeitswert.	Bearbeite den Arbeitswert.	YES
G499-X0056	G498-M071	@ACTION+AIIN	CHD	CHD+AIIN	SOURCE_SECTION_T	G498-M073	BIOLOGICAL	5	1	f77r|f83r	G407-E2424|G407-E2502|G407-E2516|G407-E2610|G407-E3751	Bearbeite den Stationswert.	Bearbeite den Stationswert.	YES
G499-X0057	G498-M071	@ACTION+AIIN	CHD	CHD+AIIN	SOURCE_SECTION_T	G498-M074	CELESTIAL	2	1	f67r2|f72r	G407-E0961|G407-E1305	Bearbeite den Positionswert.	Bearbeite den Positionswert.	YES
G499-X0058	G498-M075	@ACTION+AIIN	CHD	CHD+AIIN	PHARMA	G498-M072	HERBAL	1	1	f95v	G407-E4549	Bearbeite den Arbeitswert.	Bearbeite den Arbeitswert.	YES
G499-X0059	G498-M075	@ACTION+AIIN	CHD	CHD+AIIN	PHARMA	G498-M073	BIOLOGICAL	5	1	f77r|f83r	G407-E2424|G407-E2502|G407-E2516|G407-E2610|G407-E3751	Bearbeite den Stationswert.	Bearbeite den Stationswert.	YES
G499-X0060	G498-M075	@ACTION+AIIN	CHD	CHD+AIIN	PHARMA	G498-M074	CELESTIAL	2	1	f67r2|f72r	G407-E0961|G407-E1305	Bearbeite den Positionswert.	Bearbeite den Positionswert.	YES
G499-X0061	G498-M076	@ACTION+AIIN	T	T+AIIN	SOURCE_SECTION_T	G498-M077	HERBAL	2	1	f10r|f95v	G407-E0265|G407-E4534	Stelle den Arbeitswert ein.	Stelle den Arbeitswert ein.	YES
G499-X0062	G498-M076	@ACTION+AIIN	T	T+AIIN	SOURCE_SECTION_T	G498-M078	BIOLOGICAL	2	1	f81r|f82r	G407-E2893|G407-E3440	Stelle den Stationswert ein.	Stelle den Stationswert ein.	YES
G499-X0063	G498-M076	@ACTION+AIIN	T	T+AIIN	SOURCE_SECTION_T	G498-M080	PHARMA	1	1	f89r	G407-E4161	Stelle den Mengenwert ein.	Stelle den Mengenwert ein.	YES
G499-X0064	G498-M079	@ACTION+AIIN	T	T+AIIN	CELESTIAL	G498-M077	HERBAL	2	1	f10r|f95v	G407-E0265|G407-E4534	Stelle den Arbeitswert ein.	Stelle den Arbeitswert ein.	YES
G499-X0065	G498-M079	@ACTION+AIIN	T	T+AIIN	CELESTIAL	G498-M078	BIOLOGICAL	2	1	f81r|f82r	G407-E2893|G407-E3440	Stelle den Stationswert ein.	Stelle den Stationswert ein.	YES
G499-X0066	G498-M079	@ACTION+AIIN	T	T+AIIN	CELESTIAL	G498-M080	PHARMA	1	1	f89r	G407-E4161	Stelle den Mengenwert ein.	Stelle den Mengenwert ein.	YES
G499-X0067	G498-M081	@ACTION+AIIN	R	R+AIIN	SOURCE_SECTION_T	G498-M082	HERBAL	1	1	f95v	G407-E4540	Markiere den Arbeitswert.	Markiere den Arbeitswert.	YES
G499-X0068	G498-M081	@ACTION+AIIN	R	R+AIIN	SOURCE_SECTION_T	G498-M083	BIOLOGICAL	7	1	f76r|f77r|f82r	G407-E2340|G407-E2603|G407-E2676|G407-E2694|G407-E3370|G407-E3374|G407-E3423	Markiere den Stationswert.	Markiere den Stationswert.	YES
G499-X0069	G498-M084	@ACTION+AIIN	R	R+AIIN	CELESTIAL	G498-M082	HERBAL	1	1	f95v	G407-E4540	Markiere den Arbeitswert.	Markiere den Arbeitswert.	YES
G499-X0070	G498-M084	@ACTION+AIIN	R	R+AIIN	CELESTIAL	G498-M083	BIOLOGICAL	7	1	f76r|f77r|f82r	G407-E2340|G407-E2603|G407-E2676|G407-E2694|G407-E3370|G407-E3374|G407-E3423	Markiere den Stationswert.	Markiere den Stationswert.	YES
G499-X0071	G498-M085	@ACTION+AIIN	R	R+AIIN	PHARMA	G498-M082	HERBAL	1	1	f95v	G407-E4540	Markiere den Arbeitswert.	Markiere den Arbeitswert.	YES
G499-X0072	G498-M085	@ACTION+AIIN	R	R+AIIN	PHARMA	G498-M083	BIOLOGICAL	7	1	f76r|f77r|f82r	G407-E2340|G407-E2603|G407-E2676|G407-E2694|G407-E3370|G407-E3374|G407-E3423	Markiere den Stationswert.	Markiere den Stationswert.	YES
G499-X0073	G498-M094	@ACTION+AIN	OK	OK+AIN	CELESTIAL	G498-M091	SOURCE_SECTION_T	1	1	f1r	G407-E0103	Trage den Teilwert ein.	Trage den Teilwert ein.	YES
G499-X0074	G498-M094	@ACTION+AIN	OK	OK+AIN	CELESTIAL	G498-M092	HERBAL	7	1	f18r|f55v|f95v	G407-E0550|G407-E0719|G407-E4452|G407-E4465|G407-E4471|G407-E4483|G407-E4561	Setze den Materialanteil im Arbeitsgang an.	Setze den Materialanteil im Arbeitsgang an.	YES
G499-X0075	G498-M094	@ACTION+AIN	OK	OK+AIN	CELESTIAL	G498-M093	BIOLOGICAL	54	1	f75r|f76r|f77r|f81r|f81v|f82r|f83r	G407-E1440|G407-E1473|G407-E1490|G407-E1507|G407-E1540|G407-E1545|G407-E1548|G407-E1550|G407-E1554|G407-E1570|G407-E1596|G407-E1606|G407-E1617|G407-E1631|G407-E1692|G407-E1714|G407-E1727|G407-E1741|G407-E1743|G407-E1747|G407-E1777|G407-E1798|G407-E1850|G407-E1995|G407-E2038|G407-E2081|G407-E2105|G407-E2110|G407-E2122|G407-E2275|G407-E2309|G407-E2409|G407-E2498|G407-E2550|G407-E2557|G407-E2573|G407-E2607|G407-E2623|G407-E2738|G407-E2761|G407-E2764|G407-E2856|G407-E2957|G407-E2975|G407-E2984|G407-E3081|G407-E3187|G407-E3277|G407-E3324|G407-E3326|G407-E3437|G407-E3602|G407-E3728|G407-E3745	Setze den Stationsanteil im Stationsgang an.	Setze den Stationsanteil im Stationsgang an.	YES
G499-X0076	G498-M094	@ACTION+AIN	OK	OK+AIN	CELESTIAL	G498-M095	PHARMA	1	1	f89r	G407-E4096	Setze den Drogenanteil als Ansatz an.	Setze den Drogenanteil als Ansatz an.	YES
G499-X0077	G498-M106	@ACTION+AIN	K	K+AIN	SOURCE_SECTION_T	G498-M107	HERBAL	1	1	f95v	G407-E4515	Gib den Materialanteil zu.	Gib den Materialanteil zu.	YES
G499-X0078	G498-M106	@ACTION+AIN	K	K+AIN	SOURCE_SECTION_T	G498-M108	BIOLOGICAL	5	1	f75r|f76r|f81v|f83r	G407-E1444|G407-E1739|G407-E1981|G407-E2941|G407-E3747	Führe den Stationsanteil zu.	Führe den Stationsanteil zu.	YES
G499-X0079	G498-M109	@ACTION+AIN	K	K+AIN	CELESTIAL	G498-M107	HERBAL	1	1	f95v	G407-E4515	Gib den Materialanteil zu.	Gib den Materialanteil zu.	YES
G499-X0080	G498-M109	@ACTION+AIN	K	K+AIN	CELESTIAL	G498-M108	BIOLOGICAL	5	1	f75r|f76r|f81v|f83r	G407-E1444|G407-E1739|G407-E1981|G407-E2941|G407-E3747	Führe den Stationsanteil zu.	Führe den Stationsanteil zu.	YES
G499-X0081	G498-M110	@ACTION+AIN	K	K+AIN	PHARMA	G498-M107	HERBAL	1	1	f95v	G407-E4515	Gib den Materialanteil zu.	Gib den Materialanteil zu.	YES
G499-X0082	G498-M110	@ACTION+AIN	K	K+AIN	PHARMA	G498-M108	BIOLOGICAL	5	1	f75r|f76r|f81v|f83r	G407-E1444|G407-E1739|G407-E1981|G407-E2941|G407-E3747	Führe den Stationsanteil zu.	Führe den Stationsanteil zu.	YES
G499-X0083	G498-M111	@ACTION+AIN	S	S+AIN	SOURCE_SECTION_T	G498-M112	HERBAL	3	1	f17r|f24v|f95v	G407-E0510|G407-E0652|G407-E4544	Wähle den Materialanteil.	Wähle den Materialanteil.	YES
G499-X0084	G498-M111	@ACTION+AIN	S	S+AIN	SOURCE_SECTION_T	G498-M113	BIOLOGICAL	18	1	f75r|f76r|f77r|f81r|f82r|f83r	G407-E1542|G407-E1553|G407-E1634|G407-E1638|G407-E1803|G407-E1842|G407-E2031|G407-E2124|G407-E2166|G407-E2168|G407-E2224|G407-E2319|G407-E2377|G407-E2440|G407-E2803|G407-E3449|G407-E3623|G407-E3720	Wähle den Stationsanteil.	Wähle den Stationsanteil.	YES
G499-X0085	G498-M111	@ACTION+AIN	S	S+AIN	SOURCE_SECTION_T	G498-M114	CELESTIAL	1	1	f67r2	G407-E0925	Wähle den Sektoranteil.	Wähle den Sektoranteil.	YES
G499-X0086	G498-M111	@ACTION+AIN	S	S+AIN	SOURCE_SECTION_T	G498-M115	PHARMA	1	1	f89r	G407-E4226	Wähle den Drogenanteil.	Wähle den Drogenanteil.	YES
G499-X0087	G498-M116	@ACTION+AIN	CHD	CHD+AIN	SOURCE_SECTION_T	G498-M117	HERBAL	1	1	f95v	G407-E4548	Bearbeite den Materialanteil.	Bearbeite den Materialanteil.	YES
G499-X0088	G498-M116	@ACTION+AIN	CHD	CHD+AIN	SOURCE_SECTION_T	G498-M118	BIOLOGICAL	2	1	f76r|f83r	G407-E1894|G407-E3653	Bearbeite den Stationsanteil.	Bearbeite den Stationsanteil.	YES
G499-X0089	G498-M116	@ACTION+AIN	CHD	CHD+AIN	SOURCE_SECTION_T	G498-M120	PHARMA	1	1	f89r	G407-E4207	Bearbeite den Drogenanteil.	Bearbeite den Drogenanteil.	YES
G499-X0090	G498-M119	@ACTION+AIN	CHD	CHD+AIN	CELESTIAL	G498-M117	HERBAL	1	1	f95v	G407-E4548	Bearbeite den Materialanteil.	Bearbeite den Materialanteil.	YES
G499-X0091	G498-M119	@ACTION+AIN	CHD	CHD+AIN	CELESTIAL	G498-M118	BIOLOGICAL	2	1	f76r|f83r	G407-E1894|G407-E3653	Bearbeite den Stationsanteil.	Bearbeite den Stationsanteil.	YES
G499-X0092	G498-M119	@ACTION+AIN	CHD	CHD+AIN	CELESTIAL	G498-M120	PHARMA	1	1	f89r	G407-E4207	Bearbeite den Drogenanteil.	Bearbeite den Drogenanteil.	YES
G499-X0093	G498-M121	@ACTION+AIN	T	T+AIN	SOURCE_SECTION_T	G498-M123	BIOLOGICAL	1	1	f77r	G407-E2709	Stelle den Stationsanteil ein.	Stelle den Stationsanteil ein.	YES
G499-X0094	G498-M121	@ACTION+AIN	T	T+AIN	SOURCE_SECTION_T	G498-M125	PHARMA	1	1	f89r	G407-E4098	Stelle den Drogenanteil ein.	Stelle den Drogenanteil ein.	YES
G499-X0095	G498-M122	@ACTION+AIN	T	T+AIN	HERBAL	G498-M123	BIOLOGICAL	1	1	f77r	G407-E2709	Stelle den Stationsanteil ein.	Stelle den Stationsanteil ein.	YES
G499-X0096	G498-M122	@ACTION+AIN	T	T+AIN	HERBAL	G498-M125	PHARMA	1	1	f89r	G407-E4098	Stelle den Drogenanteil ein.	Stelle den Drogenanteil ein.	YES
G499-X0097	G498-M124	@ACTION+AIN	T	T+AIN	CELESTIAL	G498-M123	BIOLOGICAL	1	1	f77r	G407-E2709	Stelle den Stationsanteil ein.	Stelle den Stationsanteil ein.	YES
G499-X0098	G498-M124	@ACTION+AIN	T	T+AIN	CELESTIAL	G498-M125	PHARMA	1	1	f89r	G407-E4098	Stelle den Drogenanteil ein.	Stelle den Drogenanteil ein.	YES
G499-X0099	G498-M126	@ACTION+AIN	R	R+AIN	SOURCE_SECTION_T	G498-M128	BIOLOGICAL	3	1	f76r|f81r|f82r	G407-E2137|G407-E2837|G407-E3448	Markiere den Stationsanteil.	Markiere den Stationsanteil.	YES
G499-X0100	G498-M127	@ACTION+AIN	R	R+AIN	HERBAL	G498-M128	BIOLOGICAL	3	1	f76r|f81r|f82r	G407-E2137|G407-E2837|G407-E3448	Markiere den Stationsanteil.	Markiere den Stationsanteil.	YES
G499-X0101	G498-M129	@ACTION+AIN	R	R+AIN	CELESTIAL	G498-M128	BIOLOGICAL	3	1	f76r|f81r|f82r	G407-E2137|G407-E2837|G407-E3448	Markiere den Stationsanteil.	Markiere den Stationsanteil.	YES
G499-X0102	G498-M130	@ACTION+AIN	R	R+AIN	PHARMA	G498-M128	BIOLOGICAL	3	1	f76r|f81r|f82r	G407-E2137|G407-E2837|G407-E3448	Markiere den Stationsanteil.	Markiere den Stationsanteil.	YES
G499-X0103	G498-M136	@ACTION+AL	OK	OK+AL	SOURCE_SECTION_T	G498-M137	HERBAL	7	3	f18r|f55v|f95v	G407-E0574|G407-E0580|G407-E0600|G407-E0758|G407-E0783|G407-E4425|G407-E4491	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; zur Zielstelle. || Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle. || Setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an; zur Zielstelle.	YES
