global_priority_rank	tier_rank	priority_tier	priority_reason	source_matrix_cell_id	frozen_frame	action_root	action_recipe	register	portable_component_trace_de	owner_local_component_trace_de	current_default_phrase_de	state_requirement	editorial_change_type	component_count	action_component_count	repeated_action_root_count	repeated_action_roots	repeated_action_fluency_warning	local_observed_head_count	local_observed_heads	local_observed_event_count	local_observed_clause_form_count	local_observed_page_count	local_observed_pages	cross_register_observed_cell_count	cross_register_observed_registers	cross_register_observed_event_count	cross_register_observed_page_count	cross_register_observed_pages	all_component_value_cells_old	evidence_status_retained	working_root_meaning_changed	surface_prediction_made	occurrence_prediction_made	guard
11	11	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M053	@ACTION+AIIN	CH	CH+AIIN	BIOLOGICAL	NEHMEN · WERT	POSTEN ENTNEHMEN · STATIONSWERT	Entnimm den Stationswert.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	6	OK|K|S|CHD|T|R	74	6	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	2	HERBAL|PHARMA	5	4	f10r|f11r|f55v|f89r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
12	12	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M058	@ACTION+AIIN	SH	SH+AIIN	BIOLOGICAL	HALTEN · WERT	POSTEN HALTEN · STATIONSWERT	Halte den Stationswert.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	6	OK|K|S|CHD|T|R	74	6	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	2	SOURCE_SECTION_T|HERBAL	4	3	f1r|f13r|f18r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
13	13	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M088	@ACTION+AIIN	P	P+AIIN	BIOLOGICAL	EINSETZEN · WERT	POSTEN EINSETZEN · STATIONSWERT	Setze den Stationswert ein.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	6	OK|K|S|CHD|T|R	74	6	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
14	14	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M018	@ACTION	K	K	BIOLOGICAL	GEBEN	POSTEN ZUFÜHREN	Führe das zuvor Genannte zu.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	1	1	0	NONE	NO	6	OK|CH|SH|S|CHD|R	29	11	6	f75r|f76r|f77r|f81v|f82r|f83r	1	HERBAL	4	3	f13r|f24v|f95v	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
15	15	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M033	@ACTION	T	T	BIOLOGICAL	EINSTELLEN	STATIONSWERT EINSTELLEN	Stelle das zuvor Genannte ein.	ACTIVE_ARGUMENT_REQUIRED	COMPOSED_CONTEXT_NOUN_GENERALIZED	1	1	0	NONE	NO	6	OK|CH|SH|S|CHD|R	29	11	6	f75r|f76r|f77r|f81v|f82r|f83r	1	HERBAL	1	1	f56r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
16	16	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M043	@ACTION	P	P	BIOLOGICAL	EINSETZEN	POSTEN EINSETZEN	Setze das zuvor Genannte ein.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	1	1	0	NONE	NO	6	OK|CH|SH|S|CHD|R	29	11	6	f75r|f76r|f77r|f81v|f82r|f83r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
17	17	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M067	@ACTION+AIIN	S	S+AIIN	HERBAL	WÄHLEN · WERT	PFLANZENTEIL WÄHLEN · ARBEITSWERT	Wähle den Arbeitswert.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	6	OK|CH|SH|CHD|T|R	22	6	9	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f95v	3	BIOLOGICAL|CELESTIAL|PHARMA	21	10	f67r2|f72r|f75r|f76r|f77r|f81v|f83r|f88r|f88v|f89r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
18	18	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M062	@ACTION+AIIN	K	K+AIIN	HERBAL	GEBEN · WERT	MATERIAL ZUGEBEN · ARBEITSWERT	Gib den Arbeitswert zu.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	6	OK|CH|SH|CHD|T|R	22	6	9	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f95v	3	SOURCE_SECTION_T|BIOLOGICAL|CELESTIAL	6	4	f1r|f71v|f81r|f81v	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
19	19	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M087	@ACTION+AIIN	P	P+AIIN	HERBAL	EINSETZEN · WERT	MATERIAL EINSETZEN · ARBEITSWERT	Setze den Arbeitswert ein.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	6	OK|CH|SH|CHD|T|R	22	6	9	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f95v	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
20	20	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M174	@ACTION+AL	R	R+AL	CELESTIAL	MARKIEREN · ZIELORT	POSITION MARKIEREN · ZIELPOSITION	Markiere das zuvor Genannte; zur Zielposition.	ACTIVE_ARGUMENT_REQUIRED	COMPOSED_CONTEXT_NOUN_GENERALIZED	2	1	0	NONE	NO	6	OK|CH|K|S|CHD|T	12	8	4	f67r2|f68r1|f71v|f72r	2	BIOLOGICAL|PHARMA	2	2	f81v|f88r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
21	21	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M149	@ACTION+AL	SH	SH+AL	CELESTIAL	HALTEN · ZIELORT	POSITION HALTEN · ZIELPOSITION	Halte das zuvor Genannte; zur Zielposition.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	2	1	0	NONE	NO	6	OK|CH|K|S|CHD|T	12	8	4	f67r2|f68r1|f71v|f72r	1	BIOLOGICAL	1	1	f75r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
22	22	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M179	@ACTION+AL	P	P+AL	CELESTIAL	EINSETZEN · ZIELORT	EINTRAG EINSETZEN · ZIELPOSITION	Setze das zuvor Genannte ein; zur Zielposition.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	2	1	0	NONE	NO	6	OK|CH|K|S|CHD|T	12	8	4	f67r2|f68r1|f71v|f72r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
23	23	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M442	@ACTION+Y	R	R+Y	HERBAL	MARKIEREN · POSTEN	TEIL MARKIEREN · PFLANZENPOSTEN	Markiere den Pflanzenposten.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED	2	1	0	NONE	NO	4	OK|K|CHD|T	29	4	8	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f95v	1	BIOLOGICAL	2	2	f75r|f82r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
24	24	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M447	@ACTION+Y	P	P+Y	HERBAL	EINSETZEN · POSTEN	MATERIAL EINSETZEN · PFLANZENPOSTEN	Setze den Pflanzenposten ein.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	4	OK|K|CHD|T	29	4	8	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f95v	1	BIOLOGICAL	1	1	f75r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
25	25	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M417	@ACTION+Y	SH	SH+Y	HERBAL	HALTEN · POSTEN	MATERIAL HALTEN · PFLANZENPOSTEN	Halte den Pflanzenposten.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	4	OK|K|CHD|T	29	4	8	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f95v	1	BIOLOGICAL	1	1	f81v	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
26	26	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M412	@ACTION+Y	CH	CH+Y	HERBAL	NEHMEN · POSTEN	PFLANZENTEIL NEHMEN · PFLANZENPOSTEN	Nimm den Pflanzenposten.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	4	OK|K|CHD|T	29	4	8	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f95v	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
27	27	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M427	@ACTION+Y	S	S+Y	HERBAL	WÄHLEN · POSTEN	PFLANZENTEIL WÄHLEN · PFLANZENPOSTEN	Wähle den Pflanzenposten.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	4	OK|K|CHD|T	29	4	8	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f95v	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
28	28	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M352	@ACTION+OL	R	R+OL	HERBAL	MARKIEREN · FORTSETZEN	TEIL MARKIEREN · PFLANZENBEHANDLUNG FORTSETZEN	Fahre fort, das zuvor Genannte zu markieren.	ACTIVE_ARGUMENT_REQUIRED	COMPOSED_CONTEXT_NOUN_AND_CONTINUATION_FLUENCY	2	1	0	NONE	NO	4	OK|SH|K|T	21	8	8	f10r|f11r|f13r|f17r|f18r|f24v|f56r|f95v	1	BIOLOGICAL	4	3	f75r|f76r|f81v	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
29	29	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M342	@ACTION+OL	CHD	CHD+OL	HERBAL	BEARBEITEN · FORTSETZEN	MATERIAL BEARBEITEN · PFLANZENBEHANDLUNG FORTSETZEN	Fahre fort: Bearbeite das zuvor Genannte.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED__FORTSETZEN_COLON	2	1	0	NONE	NO	4	OK|SH|K|T	21	8	8	f10r|f11r|f13r|f17r|f18r|f24v|f56r|f95v	1	BIOLOGICAL	2	2	f76r|f82r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
30	30	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M357	@ACTION+OL	P	P+OL	HERBAL	EINSETZEN · FORTSETZEN	MATERIAL EINSETZEN · PFLANZENBEHANDLUNG FORTSETZEN	Fahre fort: Setze das zuvor Genannte ein.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED__FORTSETZEN_COLON	2	1	0	NONE	NO	4	OK|SH|K|T	21	8	8	f10r|f11r|f13r|f17r|f18r|f24v|f56r|f95v	1	BIOLOGICAL	1	1	f77r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
31	31	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M322	@ACTION+OL	CH	CH+OL	HERBAL	NEHMEN · FORTSETZEN	PFLANZENTEIL NEHMEN · PFLANZENBEHANDLUNG FORTSETZEN	Fahre fort: Nimm das zuvor Genannte.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED__FORTSETZEN_COLON	2	1	0	NONE	NO	4	OK|SH|K|T	21	8	8	f10r|f11r|f13r|f17r|f18r|f24v|f56r|f95v	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
32	32	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M337	@ACTION+OL	S	S+OL	HERBAL	WÄHLEN · FORTSETZEN	PFLANZENTEIL WÄHLEN · PFLANZENBEHANDLUNG FORTSETZEN	Fahre fort: Wähle das zuvor Genannte.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED__FORTSETZEN_COLON	2	1	0	NONE	NO	4	OK|SH|K|T	21	8	8	f10r|f11r|f13r|f17r|f18r|f24v|f56r|f95v	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
33	33	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M079	@ACTION+AIIN	T	T+AIIN	CELESTIAL	EINSTELLEN · WERT	WERT EINSTELLEN · POSITIONSWERT	Stelle den Positionswert ein.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED	2	1	0	NONE	NO	4	OK|K|S|CHD	12	4	3	f67r2|f71v|f72r	3	HERBAL|BIOLOGICAL|PHARMA	5	5	f10r|f81r|f82r|f89r|f95v	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
34	34	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M084	@ACTION+AIIN	R	R+AIIN	CELESTIAL	MARKIEREN · WERT	POSITION MARKIEREN · POSITIONSWERT	Markiere den Positionswert.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED	2	1	0	NONE	NO	4	OK|K|S|CHD	12	4	3	f67r2|f71v|f72r	2	HERBAL|BIOLOGICAL	8	4	f76r|f77r|f82r|f95v	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
35	35	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M054	@ACTION+AIIN	CH	CH+AIIN	CELESTIAL	NEHMEN · WERT	POSITION AUFNEHMEN · POSITIONSWERT	Nimm den Positionswert auf.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	4	OK|K|S|CHD	12	4	3	f67r2|f71v|f72r	2	HERBAL|PHARMA	5	4	f10r|f11r|f55v|f89r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
36	36	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M059	@ACTION+AIIN	SH	SH+AIIN	CELESTIAL	HALTEN · WERT	POSITION HALTEN · POSITIONSWERT	Halte den Positionswert.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	4	OK|K|S|CHD	12	4	3	f67r2|f71v|f72r	2	SOURCE_SECTION_T|HERBAL	4	3	f1r|f13r|f18r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
37	37	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M122	@ACTION+AIN	T	T+AIN	HERBAL	EINSTELLEN · ANTEIL	ARBEITSSTUFE EINSTELLEN · MATERIALANTEIL	Stelle den Materialanteil ein.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED	2	1	0	NONE	NO	4	OK|K|S|CHD	12	4	5	f17r|f18r|f24v|f55v|f95v	2	BIOLOGICAL|PHARMA	2	2	f77r|f89r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
