event_id	diagram_unit	physical_page	locus	surface	owner_id	visible_owner_de	component_recipe	portable_card_reading_de	local_address_reading_de	diagram_model
P912-E1752	f67r2	f67r2	f67r2.2	ykecho	f67r2	zwei lokale Himmelsraeder	Y+K+E+CH+O	POSTEN · WERT ZUORDNEN · KURZ · WERT NEHMEN · AUSFÜHREN	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, erster Grad, Klassenkennung, Reihe aufrufen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1753	f67r2	f67r2	f67r2.2	ols	f67r2	zwei lokale Himmelsraeder	OL+S	FORTSETZEN · AUSWÄHLEN	zwei lokale Himmelsraeder: gleiche Reihe weiter, Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1754	f67r2	f67r2	f67r2.2	eesydy	f67r2	zwei lokale Himmelsraeder	EE+S+Y+D_ADDR+Y	LÄNGER · AUSWÄHLEN · POSTEN · TEIL · POSTEN	zwei lokale Himmelsraeder: zweiter Grad, Klasse wählen, dieser Platz, Unterplatz, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1755	f67r2	f67r2	f67r2.3	ey	f67r2	zwei lokale Himmelsraeder	E+Y	KURZ · POSTEN	zwei lokale Himmelsraeder: erster Grad, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1756	f67r2	f67r2	f67r2.3	shs	f67r2	zwei lokale Himmelsraeder	SH+S	HALTEN · AUSWÄHLEN	zwei lokale Himmelsraeder: Bezug halten, Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1757	f67r2	f67r2	f67r2.3	okar	f67r2	zwei lokale Himmelsraeder	OK+AR	STELLE AKTIVIEREN · BEZUGSPLATZ	zwei lokale Himmelsraeder: Platz aktivieren, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER
P912-E1758	f67r2	f67r2	f67r2.4	shekchy	f67r2	zwei lokale Himmelsraeder	SH+E+K+CH+Y	HALTEN · KURZ · WERT ZUORDNEN · WERT NEHMEN · POSTEN	zwei lokale Himmelsraeder: Bezug halten, erster Grad, Wert zuordnen, Klassenkennung, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1759	f67r2	f67r2	f67r2.4	sykos	f67r2	zwei lokale Himmelsraeder	S+Y+K+O+S_ADDR	AUSWÄHLEN · POSTEN · WERT ZUORDNEN · AUSFÜHREN · STERNSTELLE	zwei lokale Himmelsraeder: Klasse wählen, dieser Platz, Wert zuordnen, Reihe aufrufen, Sternbezug.	ZWEI_HIMMELSRAD_REGISTER
P912-E1760	f67r2	f67r2	f67r2.5	ykeody	f67r2	zwei lokale Himmelsraeder	Y+K+E+O+DY	POSTEN · WERT ZUORDNEN · KURZ · AUSFÜHREN · SCHLUSS	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, erster Grad, Reihe aufrufen, Eintrag schließen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1761	f67r2	f67r2	f67r2.5	okchy	f67r2	zwei lokale Himmelsraeder	OK+Y	STELLE AKTIVIEREN · POSTEN	zwei lokale Himmelsraeder: Platz aktivieren, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1762	f67r2	f67r2	f67r2.6	dchetay	f67r2	zwei lokale Himmelsraeder	D_ADDR+CH+E+T+A_ADDR+Y	TEIL · WERT NEHMEN · KURZ · EINSTELLEN · ORT · POSTEN	zwei lokale Himmelsraeder: Unterplatz, Klassenkennung, erster Grad, Platz einstellen, lokale Adresse, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1763	f67r2	f67r2	f67r2.7	ykchy	f67r2	zwei lokale Himmelsraeder	Y+K+Y	POSTEN · WERT ZUORDNEN · POSTEN	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1764	f67r2	f67r2	f67r2.7	kchey	f67r2	zwei lokale Himmelsraeder	K+CH+E+Y	WERT ZUORDNEN · WERT NEHMEN · KURZ · POSTEN	zwei lokale Himmelsraeder: Wert zuordnen, Klassenkennung, erster Grad, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1765	f67r2	f67r2	f67r2.7	ykchys	f67r2	zwei lokale Himmelsraeder	Y+K+CH+Y+S	POSTEN · WERT ZUORDNEN · WERT NEHMEN · POSTEN · AUSWÄHLEN	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, Klassenkennung, dieser Platz, Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1766	f67r2	f67r2	f67r2.8	chkchdar	f67r2	zwei lokale Himmelsraeder	CHK+CHD+AR	BEHANDELN · UMSETZEN · BEZUGSPLATZ	zwei lokale Himmelsraeder: Bedingungsklasse, zum nächsten Platz wechseln, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER
P912-E1767	f67r2	f67r2	f67r2.9	ykar	f67r2	zwei lokale Himmelsraeder	Y+K+AR	POSTEN · WERT ZUORDNEN · BEZUGSPLATZ	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER
P912-E1768	f67r2	f67r2	f67r2.9	ykaly	f67r2	zwei lokale Himmelsraeder	Y+K+AL+Y	POSTEN · WERT ZUORDNEN · ZIELPLATZ · POSTEN	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, Zielplatz, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1769	f67r2	f67r2	f67r2.10	lkshy	f67r2	zwei lokale Himmelsraeder	L+K+SH+Y	LEITEN · WERT ZUORDNEN · HALTEN · POSTEN	zwei lokale Himmelsraeder: Verbindung, Wert zuordnen, Bezug halten, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1770	f67r2	f67r2	f67r2.10	kchy	f67r2	zwei lokale Himmelsraeder	K+Y	WERT ZUORDNEN · POSTEN	zwei lokale Himmelsraeder: Wert zuordnen, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1771	f67r2	f67r2	f67r2.10	okar	f67r2	zwei lokale Himmelsraeder	OK+AR	STELLE AKTIVIEREN · BEZUGSPLATZ	zwei lokale Himmelsraeder: Platz aktivieren, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER
P912-E1772	f67r2	f67r2	f67r2.11	chky	f67r2	zwei lokale Himmelsraeder	CHK+Y	BEHANDELN · POSTEN	zwei lokale Himmelsraeder: Bedingungsklasse, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1773	f67r2	f67r2	f67r2.11	chykchs	f67r2	zwei lokale Himmelsraeder	CH+Y+K+CH+S	WERT NEHMEN · POSTEN · WERT ZUORDNEN · WERT NEHMEN · AUSWÄHLEN	zwei lokale Himmelsraeder: Klassenkennung, dieser Platz, Wert zuordnen, Klassenkennung, Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1774	f67r2	f67r2	f67r2.11	chy	f67r2	zwei lokale Himmelsraeder	Y	POSTEN	zwei lokale Himmelsraeder: dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1775	f67r2	f67r2	f67r2.12	ykees	f67r2	zwei lokale Himmelsraeder	Y+K+EE+S	POSTEN · WERT ZUORDNEN · LÄNGER · AUSWÄHLEN	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, zweiter Grad, Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1776	f67r2	f67r2	f67r2.12	ykchos	f67r2	zwei lokale Himmelsraeder	Y+K+CH+O+S	POSTEN · WERT ZUORDNEN · WERT NEHMEN · AUSFÜHREN · AUSWÄHLEN	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, Klassenkennung, Reihe aufrufen, Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1784	f67r2	f67r2	f67r2.15	dolchsody	f67r2	zwei lokale Himmelsraeder	D_ADDR+OL+CH+S_ADDR+O+DY	TEIL · FORTSETZEN · WERT NEHMEN · STERNSTELLE · AUSFÜHREN · SCHLUSS	zwei lokale Himmelsraeder: Unterplatz, gleiche Reihe weiter, Klassenkennung, Sternbezug, Reihe aufrufen, Eintrag schließen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1804	f67r2	f67r2	f67r2.22	okal	f67r2	zwei lokale Himmelsraeder	OK+AL	STELLE AKTIVIEREN · ZIELPLATZ	zwei lokale Himmelsraeder: Platz aktivieren, Zielplatz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1818	f67r2	f67r2	f67r2.28	okain	f67r2	zwei lokale Himmelsraeder	OK+AIN	STELLE AKTIVIEREN · INDEX	zwei lokale Himmelsraeder: Platz aktivieren, Einheit.	ZWEI_HIMMELSRAD_REGISTER
P912-E1819	f67r2	f67r2	f67r2.28	am	f67r2	zwei lokale Himmelsraeder	AM_ADDR	INNEN	zwei lokale Himmelsraeder: Innenplatz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1824	f67r2	f67r2	f67r2.31	opcholdy	f67r2	zwei lokale Himmelsraeder	O+P+OL+D_ADDR+Y	AUSFÜHREN · EINSETZEN · FORTSETZEN · TEIL · POSTEN	zwei lokale Himmelsraeder: Reihe aufrufen, Eintrag beginnen, gleiche Reihe weiter, Unterplatz, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1832	f67r2	f67r2	f67r2.34	ofar	f67r2	zwei lokale Himmelsraeder	O+LOCAL_CHAR_F+AR	AUSFÜHREN · NEBENWEG · BEZUGSPLATZ	zwei lokale Himmelsraeder: Reihe aufrufen, f-Zeichen, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER
P912-E1833	f67r2	f67r2	f67r2.34	oeoldan	f67r2	zwei lokale Himmelsraeder	O+E+OL+D_ADDR+AN	AUSFÜHREN · KURZ · FORTSETZEN · TEIL · ZUSATZ	zwei lokale Himmelsraeder: Reihe aufrufen, erster Grad, gleiche Reihe weiter, Unterplatz, Zusatzklasse.	ZWEI_HIMMELSRAD_REGISTER
P912-E1840	f67r2	f67r2	f67r2.37	ytoaiin	f67r2	zwei lokale Himmelsraeder	Y+T+O+AIIN	POSTEN · EINSTELLEN · AUSFÜHREN · TAFELWERT	zwei lokale Himmelsraeder: dieser Platz, Platz einstellen, Reihe aufrufen, verzeichneter Sollwert.	ZWEI_HIMMELSRAD_REGISTER
P912-E1866	f67r2	f67r2	f67r2.47	yfain	f67r2	zwei lokale Himmelsraeder	Y+LOCAL_CHAR_F+AIN	POSTEN · NEBENWEG · INDEX	zwei lokale Himmelsraeder: dieser Platz, f-Zeichen, Einheit.	ZWEI_HIMMELSRAD_REGISTER
P912-E1876	f67r2	f67r2	f67r2.52	qotoear	f67r2	zwei lokale Himmelsraeder	OT+O+E+AR	DANACH · AUSFÜHREN · KURZ · BEZUGSPLATZ	zwei lokale Himmelsraeder: nächster Platz, Reihe aufrufen, erster Grad, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER
P912-E1877	f67r2	f67r2	f67r2.53	dchdar	f67r2	zwei lokale Himmelsraeder	D_ADDR+CHD+AR	TEIL · UMSETZEN · BEZUGSPLATZ	zwei lokale Himmelsraeder: Unterplatz, zum nächsten Platz wechseln, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER
P912-E1878	f67r2	f67r2	f67r2.54	y	f67r2	zwei lokale Himmelsraeder	Y	POSTEN	zwei lokale Himmelsraeder: dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1879	f67r2	f67r2	f67r2.54	saldal	f67r2	zwei lokale Himmelsraeder	S+AL+DA+L	AUSWÄHLEN · ZIELPLATZ · ZWEIT · LEITEN	zwei lokale Himmelsraeder: Klasse wählen, Zielplatz, zweite Stufe, Verbindung.	ZWEI_HIMMELSRAD_REGISTER
P912-E1880	f67r2	f67r2	f67r2.55	ytodal	f67r2	zwei lokale Himmelsraeder	Y+T+O+DA+L	POSTEN · EINSTELLEN · AUSFÜHREN · ZWEIT · LEITEN	zwei lokale Himmelsraeder: dieser Platz, Platz einstellen, Reihe aufrufen, zweite Stufe, Verbindung.	ZWEI_HIMMELSRAD_REGISTER
P912-E1881	f67r2	f67r2	f67r2.56	tol	f67r2	zwei lokale Himmelsraeder	T+OL	EINSTELLEN · FORTSETZEN	zwei lokale Himmelsraeder: Platz einstellen, gleiche Reihe weiter.	ZWEI_HIMMELSRAD_REGISTER
P912-E1882	f67r2	f67r2	f67r2.56	daiin	f67r2	zwei lokale Himmelsraeder	AIIN	TAFELWERT	zwei lokale Himmelsraeder: verzeichneter Sollwert.	ZWEI_HIMMELSRAD_REGISTER
P912-E1883	f67r2	f67r2	f67r2.57	otar	f67r2	zwei lokale Himmelsraeder	OT+AR	DANACH · BEZUGSPLATZ	zwei lokale Himmelsraeder: nächster Platz, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER
P912-E1884	f67r2	f67r2	f67r2.57	dy	f67r2	zwei lokale Himmelsraeder	Y	POSTEN	zwei lokale Himmelsraeder: dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1885	f67r2	f67r2	f67r2.58	cho	f67r2	zwei lokale Himmelsraeder	HO	TEILSTOFF	zwei lokale Himmelsraeder: Teil.	ZWEI_HIMMELSRAD_REGISTER
P912-E1886	f67r2	f67r2	f67r2.58	dal	f67r2	zwei lokale Himmelsraeder	AL	ZIELPLATZ	zwei lokale Himmelsraeder: Zielplatz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1887	f67r2	f67r2	f67r2.58	g	f67r2	zwei lokale Himmelsraeder	G_LABEL	PRÜFEN	zwei lokale Himmelsraeder: g-Zeichen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1888	f67r2	f67r2	f67r2.59	ytchodly	f67r2	zwei lokale Himmelsraeder	Y+T+CH+O+D_ADDR+L+Y	POSTEN · EINSTELLEN · WERT NEHMEN · AUSFÜHREN · TEIL · LEITEN · POSTEN	zwei lokale Himmelsraeder: dieser Platz, Platz einstellen, Klassenkennung, Reihe aufrufen, Unterplatz, Verbindung, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1889	f67r2	f67r2	f67r2.60	octhys	f67r2	zwei lokale Himmelsraeder	O+CTH+Y+S	AUSFÜHREN · BEREIT · POSTEN · AUSWÄHLEN	zwei lokale Himmelsraeder: Reihe aufrufen, Bereitschaftsklasse, dieser Platz, Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1890	f67r2	f67r2	f67r2.61	ytokar	f67r2	zwei lokale Himmelsraeder	Y+T+OK+AR	POSTEN · EINSTELLEN · STELLE AKTIVIEREN · BEZUGSPLATZ	zwei lokale Himmelsraeder: dieser Platz, Platz einstellen, Platz aktivieren, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER
P912-E1891	f67r2	f67r2	f67r2.62	otolor	f67r2	zwei lokale Himmelsraeder	OT+OL+OR	DANACH · FORTSETZEN · EINTRAGSSATZ	zwei lokale Himmelsraeder: nächster Platz, gleiche Reihe weiter, Eintragsklasse.	ZWEI_HIMMELSRAD_REGISTER
P912-E1892	f67r2	f67r2	f67r2.63	okodar	f67r2	zwei lokale Himmelsraeder	OK+O+DA+R	STELLE AKTIVIEREN · AUSFÜHREN · ZWEIT · MARKIEREN	zwei lokale Himmelsraeder: Platz aktivieren, Reihe aufrufen, zweite Stufe, Zustandsmarke.	ZWEI_HIMMELSRAD_REGISTER
P912-E1893	f67r2	f67r2	f67r2.64	s	f67r2	zwei lokale Himmelsraeder	S	AUSWÄHLEN	zwei lokale Himmelsraeder: Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1894	f67r2	f67r2	f67r2.64	air	f67r2	zwei lokale Himmelsraeder	AIR	RINGLAUF	zwei lokale Himmelsraeder: Ringlauf.	ZWEI_HIMMELSRAD_REGISTER
P912-E1895	f67r2	f67r2	f67r2.65	soear	f67r2	zwei lokale Himmelsraeder	S+O+E+AR	AUSWÄHLEN · AUSFÜHREN · KURZ · BEZUGSPLATZ	zwei lokale Himmelsraeder: Klasse wählen, Reihe aufrufen, erster Grad, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER
P912-E1896	f67r2	f67r2	f67r2.66	cpheey	f67r2	zwei lokale Himmelsraeder	CPH+EE+Y	UMLEITEN · LÄNGER · POSTEN	zwei lokale Himmelsraeder: Gegenplatz, zweiter Grad, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1897	f67r2	f67r2	f67r2.67	okodar	f67r2	zwei lokale Himmelsraeder	OK+O+DA+R	STELLE AKTIVIEREN · AUSFÜHREN · ZWEIT · MARKIEREN	zwei lokale Himmelsraeder: Platz aktivieren, Reihe aufrufen, zweite Stufe, Zustandsmarke.	ZWEI_HIMMELSRAD_REGISTER
