event_id	case_id	page	record	statement_id	invariant_command_de	selected_card_no	surface_writer_layer	local_exception_needed	predicted_surface	observed_surface	exact_roundtrip
E026	C2	f10r	H2	H2-S002	DANACH · FORTSETZEN	PROC021	SEMANTIC_CARD_OR_DESK_RULE	NO	otol	otol	YES
E027	C2	f10r	H2	H2-S002	FORTSETZEN	PROC013	SEMANTIC_CARD_OR_DESK_RULE	NO	chol	chol	YES
E028	C2	f10r	H2	H2-S002	FORTSETZEN · ANSATZ	PROC022	TWO_STAGE_BODY_WRAPPER_RULE	NO	cholor	cholor	YES
E029	C2	f10r	H2	H2-S002	FORTSETZEN	PROC013	SEMANTIC_CARD_OR_DESK_RULE	NO	chol	chol	YES
E030	C2	f10r	H2	H2-S002	SOLLMASS	PROC009	TWO_STAGE_BODY_WRAPPER_RULE	NO	daiin	daiin	YES
E031	C2	f10r	H2	H2-S002	VORRAT	PROC003	TWO_STAGE_BODY_WRAPPER_RULE	NO	dar	dar	YES
E032	C2	f10r	H2	H2-S003	ARBEITSGANG · ARBEITSPOSTEN · ZUDOSIEREN · ANSATZ	PROC023	SEMANTIC_CARD_OR_DESK_RULE	NO	oykchor	oykchor	YES
E033	C2	f10r	H2	H2-S003	ANSATZ	PROC016	TWENTY_ONE_LOCAL_EXCEPTION_DECK	YES	shor	shor	YES
E034	C2	f10r	H2	H2-S003	ANSATZ	PROC016	TWO_STAGE_BODY_WRAPPER_RULE	NO	chor	chor	YES
E035	C2	f10r	H2	H2-S003	ARBEITSPOSTEN	PROC019	TWO_STAGE_BODY_WRAPPER_RULE	NO	chy	chy	YES
E036	C2	f10r	H2	H2-S003	ZUDOSIEREN · ARBEITSSTUFE	PROC024	SEMANTIC_CARD_OR_DESK_RULE	NO	kaiiin	kaiiin	YES
E037	C2	f10r	H2	H2-S003	ARBEITSPOSTEN	PROC019	TWO_STAGE_BODY_WRAPPER_RULE	NO	dy	dy	YES
E038	C2	f10r	H2	H2-S003	ABNEHMEN · ARBEITSGANG · SOLLMASS	PROC025	SEMANTIC_CARD_OR_DESK_RULE	NO	chodaiin	chodaiin	YES
E039	C3	f11r	H3	H3-S001	EINTRAGEN · HALTEN · FORTSETZEN	PROC026	SEMANTIC_CARD_OR_DESK_RULE	NO	tshol	tshol	YES
E040	C3	f11r	H3	H3-S001	HALTEN · ARBEITSGANG · ZIELSTELLE	PROC027	SEMANTIC_CARD_OR_DESK_RULE	NO	schoal	schoal	YES
E041	C3	f11r	H3	H3-S001	AUSWRINGEN · ARBEITSPOSTEN	PROC028	SEMANTIC_CARD_OR_DESK_RULE	NO	cfhy	cfhy	YES
E042	C3	f11r	H3	H3-S001	HALTEN · ARBEITSPOSTEN · SOLLMASS	PROC029	SEMANTIC_CARD_OR_DESK_RULE	NO	shfydaiin	shfydaiin	YES
E043	C3	f11r	H3	H3-S001	EINFUELLEN · ARBEITSPOSTEN	PROC030	SEMANTIC_CARD_OR_DESK_RULE	NO	cphy	cphy	YES
E044	C3	f11r	H3	H3-S001	HALTEN · LANG · ARBEITSPOSTEN	PROC031	SEMANTIC_CARD_OR_DESK_RULE	NO	shey	shey	YES
E045	C3	f11r	H3	H3-S001	EINTRAGEN · ABNEHMEN · ARBEITSGANG; SCHLUSS	PROC032	SEMANTIC_CARD_OR_DESK_RULE	NO	tchody	tchody	YES
E046	C3	f11r	H3	H3-S002	ARBEITSPOSTEN HALTEN · IM ARBEITSGANG EINTRAGEN · ARBEITSPOSTEN	PROC033	SEMANTIC_CARD_OR_DESK_RULE	NO	shoyty	shoyty	YES
E047	C3	f11r	H3	H3-S003	WIEDERAUFNEHMEN	PROC034	TWO_STAGE_BODY_WRAPPER_RULE	NO	dchol	dchol	YES
E048	C3	f11r	H3	H3-S003	ARBEITSPOSTEN	PROC019	TWO_STAGE_BODY_WRAPPER_RULE	NO	chy	chy	YES
E049	C3	f11r	H3	H3-S003	ZUDOSIEREN · ARBEITSPOSTEN	PROC035	SEMANTIC_CARD_OR_DESK_RULE	NO	kchy	kchy	YES
E050	C3	f11r	H3	H3-S003	ARBEITSPOSTEN	PROC019	TWO_STAGE_BODY_WRAPPER_RULE	NO	dy	dy	YES
E051	C3	f11r	H3	H3-S003	SOLLMASS	PROC009	TWO_STAGE_BODY_WRAPPER_RULE	NO	daiin	daiin	YES
E052	C3	f11r	H3	H3-S004	DANACH · ARBEITSPOSTEN	PROC036	SEMANTIC_CARD_OR_DESK_RULE	NO	qotchy	qotchy	YES
E053	C3	f11r	H3	H3-S004	ANSETZEN · FORTSETZEN	PROC037	SEMANTIC_CARD_OR_DESK_RULE	NO	okchol	okchol	YES
E054	C3	f11r	H3	H3-S004	BEREIT · ARBEITSPOSTEN	PROC014	TWO_STAGE_BODY_WRAPPER_RULE	NO	cthy	cthy	YES
E055	C3	f11r	H3	H3-S004	ARBEITSPOSTEN	PROC019	TWO_STAGE_BODY_WRAPPER_RULE	NO	dy	dy	YES
E056	C4	f55v	H4	H4-S001	ANSETZEN · SOLLMASS	PROC038	TWO_STAGE_BODY_WRAPPER_RULE	NO	qokaiin	qokaiin	YES
E057	C4	f55v	H4	H4-S001	SOLLMASS	PROC009	TWO_STAGE_BODY_WRAPPER_RULE	NO	chaiin	chaiin	YES
E058	C4	f55v	H4	H4-S001	ARBEITSPOSTEN · ZUDOSIEREN · PORTION	PROC039	SEMANTIC_CARD_OR_DESK_RULE	NO	ykain	ykain	YES
E059	C4	f55v	H4	H4-S001	ARBEITSPOSTEN · ZUDOSIEREN · NACHPORTION	PROC040	SEMANTIC_CARD_OR_DESK_RULE	NO	ykan	ykan	YES
E060	C4	f55v	H4	H4-S001	ARBEITSGANG; SCHLUSS	PROC041	SEMANTIC_CARD_OR_DESK_RULE	NO	ody	ody	YES
E061	C4	f55v	H4	H4-S002	SOLLMASS	PROC009	TWENTY_ONE_LOCAL_EXCEPTION_DECK	YES	daiin	daiin	YES
E062	C4	f55v	H4	H4-S002	UMSETZEN · ARBEITSPOSTEN	PROC042	SEMANTIC_CARD_OR_DESK_RULE	NO	chedy	chedy	YES
E063	C4	f55v	H4	H4-S002	VERWAHREN	PROC043	SEMANTIC_CARD_OR_DESK_RULE	NO	talam	talam	YES
E064	C4	f55v	H4	H4-S003	ARBEITSPOSTEN · ZUDOSIEREN · SOLLMASS	PROC044	SEMANTIC_CARD_OR_DESK_RULE	NO	ykaiin	ykaiin	YES
E065	C4	f55v	H4	H4-S003	ABNEHMEN · KURZ · ARBEITSGANG · VORRAT	PROC045	SEMANTIC_CARD_OR_DESK_RULE	NO	cheoar	cheoar	YES
E066	C4	f55v	H4	H4-S003	WAERMEN · LANG · ARBEITSPOSTEN	PROC046	SEMANTIC_CARD_OR_DESK_RULE	NO	cheeky	cheeky	YES
E067	C4	f55v	H4	H4-S003	FORTSETZEN; SCHLUSS	PROC047	SEMANTIC_CARD_OR_DESK_RULE	NO	oldy	oldy	YES
E068	C4	f55v	H4	H4-S004	SOLLMASS	PROC009	TWO_STAGE_BODY_WRAPPER_RULE	NO	aiin	aiin	YES
E069	C4	f55v	H4	H4-S004	ANSETZEN · ZIELSTELLE	PROC048	TWO_STAGE_BODY_WRAPPER_RULE	NO	okal	okal	YES
E070	C4	f55v	H4	H4-S004	FORTSETZEN · EINTRAGEN · ARBEITSPOSTEN	PROC049	SEMANTIC_CARD_OR_DESK_RULE	NO	oltchy	oltchy	YES
E071	C4	f55v	H4	H4-S004	ANSATZ	PROC016	TWO_STAGE_BODY_WRAPPER_RULE	NO	or	or	YES
E072	C4	f55v	H4	H4-S004	ARBEITSPOSTEN	PROC019	TWO_STAGE_BODY_WRAPPER_RULE	NO	y	y	YES
E073	C4	f55v	H4	H4-S004	ANSATZ · PORTION	PROC050	SEMANTIC_CARD_OR_DESK_RULE	NO	orain	orain	YES
E074	C5	f56r	H5	H5-S001	ZUTAT · ABNEHMEN · ANSATZ	PROC051	SEMANTIC_CARD_OR_DESK_RULE	NO	chochor	chochor	YES
E075	C5	f56r	H5	H5-S001	ZUTAT	PROC052	TWO_STAGE_BODY_WRAPPER_RULE	NO	cho	cho	YES
E076	C5	f56r	H5	H5-S001	ZUTAT · ZIELSTELLE · ARBEITSPOSTEN	PROC053	SEMANTIC_CARD_OR_DESK_RULE	NO	chodaly	chodaly	YES
E077	C5	f56r	H5	H5-S001	SOLLMASS	PROC009	TWO_STAGE_BODY_WRAPPER_RULE	NO	daiin	daiin	YES
E078	C5	f56r	H5	H5-S001	ZUTAT	PROC052	TWO_STAGE_BODY_WRAPPER_RULE	NO	sho	sho	YES
E079	C5	f56r	H5	H5-S001	ZUDOSIEREN · FORTSETZEN	PROC054	SEMANTIC_CARD_OR_DESK_RULE	NO	kchol	kchol	YES
E080	C5	f56r	H5	H5-S001	DANACH · ABNEHMEN · ANSATZ	PROC020	TWO_STAGE_BODY_WRAPPER_RULE	NO	otchor	otchor	YES
E081	C5	f56r	H5	H5-S001	ANSETZEN · ARBEITSPOSTEN	PROC008	TWENTY_ONE_LOCAL_EXCEPTION_DECK	YES	choky	choky	YES
E082	C5	f56r	H5	H5-S001	ZIELSTELLE	PROC055	TWO_STAGE_BODY_WRAPPER_RULE	NO	dal	dal	YES
E083	C5	f56r	H5	H5-S002	WIEDERAUFNEHMEN	PROC034	TWENTY_ONE_LOCAL_EXCEPTION_DECK	YES	schol	schol	YES
E084	C5	f56r	H5	H5-S002	ZUTAT · ARBEITSPOSTEN	PROC056	SEMANTIC_CARD_OR_DESK_RULE	NO	choy	choy	YES
E085	C5	f56r	H5	H5-S002	ANSETZEN · ARBEITSPOSTEN	PROC008	TWO_STAGE_BODY_WRAPPER_RULE	NO	choky	choky	YES
E086	C5	f56r	H5	H5-S002	ABNEHMEN · LANG · DURCHLASSKANAL · ARBEITSGANG; SCHLUSS	PROC057	SEMANTIC_CARD_OR_DESK_RULE	NO	cheeckhody	cheeckhody	YES
E087	C5	f56r	H5	H5-S003	HALTEN	PROC058	SEMANTIC_CARD_OR_DESK_RULE	NO	sh	sh	YES
E088	C5	f56r	H5	H5-S003	ZUTAT	PROC052	TWO_STAGE_BODY_WRAPPER_RULE	NO	cho	cho	YES
E089	C5	f56r	H5	H5-S003	ZUDOSIEREN · KURZ · ARBEITSPOSTEN	PROC059	SEMANTIC_CARD_OR_DESK_RULE	NO	kchey	kchey	YES
E090	C5	f56r	H5	H5-S003	ANSETZEN · ANSETZEN · ARBEITSPOSTEN	PROC060	SEMANTIC_CARD_OR_DESK_RULE	NO	qokokchy	qokokchy	YES
E091	C5	f56r	H5	H5-S004	ANSETZEN · ARBEITSPOSTEN	PROC011	TWO_STAGE_BODY_WRAPPER_RULE	NO	okchy	okchy	YES
E092	C5	f56r	H5	H5-S004	ANSETZEN · ABNEHMEN · KURZ · ARBEITSGANG	PROC061	SEMANTIC_CARD_OR_DESK_RULE	NO	chokcheo	chokcheo	YES
E093	C5	f56r	H5	H5-S004	ZUDOSIEREN · ZIELSTELLE	PROC062	SEMANTIC_CARD_OR_DESK_RULE	NO	kchal	kchal	YES
E094	C5	f56r	H5	H5-S005	ZUTAT	PROC052	TWO_STAGE_BODY_WRAPPER_RULE	NO	sho	sho	YES
E095	C5	f56r	H5	H5-S005	ANSETZEN · ARBEITSPOSTEN	PROC011	TWO_STAGE_BODY_WRAPPER_RULE	NO	chokchy	chokchy	YES
E096	C5	f56r	H5	H5-S005	ZUDOSIEREN · ZUTAT · VORRAT	PROC063	SEMANTIC_CARD_OR_DESK_RULE	NO	kchoar	kchoar	YES
E097	C5	f56r	H5	H5-S005	DANACH · ARBEITSGANG · PORTION	PROC064	SEMANTIC_CARD_OR_DESK_RULE	NO	sotodan	sotodan	YES
E098	C5	f56r	H5	H5-S006	DANACH · ARBEITSPOSTEN	PROC065	SEMANTIC_CARD_OR_DESK_RULE	NO	otchey	otchey	YES
E099	C5	f56r	H5	H5-S006	ZUDOSIEREN · KURZ · FORTSETZEN	PROC066	SEMANTIC_CARD_OR_DESK_RULE	NO	keol	keol	YES
E100	C5	f56r	H5	H5-S006	SOLLMASS	PROC009	TWO_STAGE_BODY_WRAPPER_RULE	NO	daiin	daiin	YES
E101	C1	f81v	B1	B1-S001	ANSETZEN · KURZ; SCHLUSS	PROC067	SEMANTIC_CARD_OR_DESK_RULE	NO	qokedy	qokedy	YES
E102	C1	f81v	B1	B1-S002	ANSETZEN · SOLLMASS	PROC038	TWO_STAGE_BODY_WRAPPER_RULE	NO	okaiin	okaiin	YES
E103	C1	f81v	B1	B1-S002	ZUDOSIEREN · FLUESSIGKEITSLAUF	PROC068	SEMANTIC_CARD_OR_DESK_RULE	NO	kair	kair	YES
E104	C1	f81v	B1	B1-S002	ANSETZEN · ZIELSTELLE	PROC048	TWO_STAGE_BODY_WRAPPER_RULE	NO	okal	okal	YES
E105	C1	f81v	B1	B1-S002	VORRAT	PROC003	TWENTY_ONE_LOCAL_EXCEPTION_DECK	YES	sar	sar	YES
E106	C1	f81v	B1	B1-S002	FORTSETZEN	PROC013	TWO_STAGE_BODY_WRAPPER_RULE	NO	ol	ol	YES
E107	C1	f81v	B1	B1-S002	ZUDOSIEREN · PORTION	PROC069	TWO_STAGE_BODY_WRAPPER_RULE	NO	kain	kain	YES
E108	C1	f81v	B1	B1-S002	FORTSETZEN · ZUDOSIEREN · PORTION	PROC070	TWO_STAGE_BODY_WRAPPER_RULE	NO	olkain	olkain	YES
E109	C1	f81v	B1	B1-S002	ZIELSTELLE	PROC055	TWO_STAGE_BODY_WRAPPER_RULE	NO	al	al	YES
E110	C1	f81v	B1	B1-S002	FORTSETZEN	PROC013	TWO_STAGE_BODY_WRAPPER_RULE	NO	ol	ol	YES
E111	C1	f81v	B1	B1-S002	KUEHLEN · FORTSETZEN	PROC071	SEMANTIC_CARD_OR_DESK_RULE	NO	rol	rol	YES
E112	C1	f81v	B1	B1-S002	WEITERLEITEN	PROC072	SEMANTIC_CARD_OR_DESK_RULE	NO	dl	dl	YES
E113	C1	f81v	B1	B1-S002	FORTSETZEN · ANSATZ	PROC022	TWO_STAGE_BODY_WRAPPER_RULE	NO	olor	olor	YES
E114	C1	f81v	B1	B1-S002	FORTSETZEN	PROC013	TWO_STAGE_BODY_WRAPPER_RULE	NO	ol	ol	YES
E115	C1	f81v	B1	B1-S002	HALTEN · KURZ · DURCHLASSKANAL · ZIELSTELLE	PROC073	SEMANTIC_CARD_OR_DESK_RULE	NO	sheckhal	sheckhal	YES
E116	C1	f81v	B1	B1-S002	SOLLMASS	PROC009	TWO_STAGE_BODY_WRAPPER_RULE	NO	daiin	daiin	YES
E117	C1	f81v	B1	B1-S002	ANSETZEN · LANG · ZIELSTELLE	PROC074	SEMANTIC_CARD_OR_DESK_RULE	NO	qokeedal	qokeedal	YES
E118	C1	f81v	B1	B1-S002	SOLLMASS	PROC009	TWO_STAGE_BODY_WRAPPER_RULE	NO	daiin	daiin	YES
E119	C1	f81v	B1	B1-S002	DURCHLASSKANAL · ARBEITSPOSTEN	PROC075	TWO_STAGE_BODY_WRAPPER_RULE	NO	chckhy	chckhy	YES
E120	C1	f81v	B1	B1-S002	UMSETZEN; SCHLUSS	PROC076	TWO_STAGE_BODY_WRAPPER_RULE	NO	schedy	schedy	YES
E121	C1	f81v	B1	B1-S003	FORTSETZEN	PROC013	TWO_STAGE_BODY_WRAPPER_RULE	NO	qol	qol	YES
E122	C1	f81v	B1	B1-S003	HALTEN · ZUDOSIEREN · UMSETZEN; SCHLUSS	PROC077	SEMANTIC_CARD_OR_DESK_RULE	NO	sshkchdy	sshkchdy	YES
E123	C1	f81v	B1	B1-S004	UMSETZEN · ARBEITSPOSTEN	PROC042	SEMANTIC_CARD_OR_DESK_RULE	NO	chedy	chedy	YES
E124	C1	f81v	B1	B1-S004	FORTSETZEN	PROC013	TWO_STAGE_BODY_WRAPPER_RULE	NO	ol	ol	YES
E125	C1	f81v	B1	B1-S004	ABSETZEN; SCHLUSS	PROC078	TWO_STAGE_BODY_WRAPPER_RULE	NO	shedy	shedy	YES
E126	C1	f81v	B1	B1-S005	FORTSETZEN · UMSETZEN; SCHLUSS	PROC079	TWO_STAGE_BODY_WRAPPER_RULE	NO	qolchedy	qolchedy	YES
E127	C1	f81v	B1	B1-S006	ANSETZEN · PORTION	PROC080	TWO_STAGE_BODY_WRAPPER_RULE	NO	qokain	qokain	YES
E128	C1	f81v	B1	B1-S006	DURCHLASSKANAL · ARBEITSPOSTEN	PROC075	TWO_STAGE_BODY_WRAPPER_RULE	NO	shckhy	shckhy	YES
E129	C1	f81v	B1	B1-S006	WEITERLEITEN	PROC072	SEMANTIC_CARD_OR_DESK_RULE	NO	dl	dl	YES
E130	C1	f81v	B1	B1-S006	KUEHLEN · ZIELSTELLE	PROC081	SEMANTIC_CARD_OR_DESK_RULE	NO	ral	ral	YES
E131	C1	f81v	B1	B1-S007	ANSETZEN · UMSETZEN; SCHLUSS	PROC082	SEMANTIC_CARD_OR_DESK_RULE	NO	qokchdy	qokchdy	YES
E132	C1	f81v	B1	B1-S008	ARBEITSPOSTEN	PROC019	TWO_STAGE_BODY_WRAPPER_RULE	NO	chey	chey	YES
E133	C1	f81v	B1	B1-S008	FORTSETZEN	PROC013	TWO_STAGE_BODY_WRAPPER_RULE	NO	ol	ol	YES
E134	C1	f81v	B1	B1-S008	WAERMEN · KURZ · ARBEITSPOSTEN	PROC083	SEMANTIC_CARD_OR_DESK_RULE	NO	cheky	cheky	YES
E135	C1	f81v	B1	B1-S008	FORTSETZEN	PROC013	TWO_STAGE_BODY_WRAPPER_RULE	NO	ol	ol	YES
E136	C1	f81v	B1	B1-S008	ABSETZEN; SCHLUSS	PROC078	TWO_STAGE_BODY_WRAPPER_RULE	NO	shedy	shedy	YES
E137	C1	f81v	B1	B1-S009	ANSETZEN · KURZ; SCHLUSS	PROC067	SEMANTIC_CARD_OR_DESK_RULE	NO	qokedy	qokedy	YES
E138	C1	f81v	B1	B1-S010	ANSETZEN · KURZ; SCHLUSS	PROC067	SEMANTIC_CARD_OR_DESK_RULE	NO	qokedy	qokedy	YES
E139	C1	f81v	B1	B1-S011	DURCHLASSKANAL · ARBEITSPOSTEN	PROC075	TWO_STAGE_BODY_WRAPPER_RULE	NO	chckhy	chckhy	YES
E140	C1	f81v	B1	B1-S011	ANSETZEN · ARBEITSPOSTEN	PROC008	SEMANTIC_CARD_OR_DESK_RULE	NO	qoky	qoky	YES
E141	C1	f81v	B1	B1-S012	WASCHEN · ARBEITSGANG	PROC084	SEMANTIC_CARD_OR_DESK_RULE	NO	lsho	lsho	YES
E142	C1	f81v	B1	B1-S012	ANSETZEN · KURZ · ARBEITSPOSTEN	PROC085	TWO_STAGE_BODY_WRAPPER_RULE	NO	qokey	qokey	YES
E143	C1	f81v	B1	B1-S012	WASCHEN · KURZ; SCHLUSS	PROC086	SEMANTIC_CARD_OR_DESK_RULE	NO	lshedy	lshedy	YES
E144	C1	f81v	B1	B1-S013	WASCHEN · KURZ; SCHLUSS	PROC086	SEMANTIC_CARD_OR_DESK_RULE	NO	lshedy	lshedy	YES
E145	C1	f81v	B1	B1-S014	UMSETZEN · ARBEITSPOSTEN	PROC042	SEMANTIC_CARD_OR_DESK_RULE	NO	chedy	chedy	YES
E146	C1	f81v	B1	B1-S014	AUFFANGEN · ARBEITSPOSTEN	PROC087	SEMANTIC_CARD_OR_DESK_RULE	NO	qolky	qolky	YES
E147	C1	f81v	B1	B1-S014	WEITERLEITEN · UMSETZEN · ZIELSTELLE	PROC088	SEMANTIC_CARD_OR_DESK_RULE	NO	lchedal	lchedal	YES
E148	C1	f81v	B1	B1-S014	FORTSETZEN	PROC013	TWENTY_ONE_LOCAL_EXCEPTION_DECK	YES	qol	qol	YES
E149	C1	f81v	B1	B1-S014	DANACH · VORRAT	PROC089	SEMANTIC_CARD_OR_DESK_RULE	NO	otar	otar	YES
E150	C1	f81v	B1	B1-S015	EINTRAGEN · KURZ · ARBEITSPOSTEN	PROC090	SEMANTIC_CARD_OR_DESK_RULE	NO	ytey	ytey	YES
E151	C1	f81v	B1	B1-S015	ANSETZEN · UMSETZEN; SCHLUSS	PROC091	SEMANTIC_CARD_OR_DESK_RULE	NO	okchedy	okchedy	YES
E152	C1	f81v	B1	B1-S016	ANSETZEN · ZIELSTELLE	PROC048	TWO_STAGE_BODY_WRAPPER_RULE	NO	qokal	qokal	YES
E153	C1	f81v	B1	B1-S016	ANSETZEN · LANG · ARBEITSPOSTEN	PROC092	TWENTY_ONE_LOCAL_EXCEPTION_DECK	YES	okeey	okeey	YES
E154	C1	f81v	B1	B1-S016	FORTSETZEN	PROC013	TWENTY_ONE_LOCAL_EXCEPTION_DECK	YES	qol	qol	YES
E155	C1	f81v	B1	B1-S016	ABSETZEN; SCHLUSS	PROC078	TWENTY_ONE_LOCAL_EXCEPTION_DECK	YES	cheedy	cheedy	YES
E156	C1	f81v	B1	B1-S017	ZIELSTELLE	PROC055	TWO_STAGE_BODY_WRAPPER_RULE	NO	sal	sal	YES
E157	C1	f81v	B1	B1-S017	KURZ · FORTSETZEN	PROC093	SEMANTIC_CARD_OR_DESK_RULE	NO	teol	teol	YES
E158	C1	f81v	B1	B1-S017	UMSETZEN; SCHLUSS	PROC094	SEMANTIC_CARD_OR_DESK_RULE	NO	dchdy	dchdy	YES
E159	C1	f81v	B1	B1-S018	WEITERLEITEN · ARBEITSPOSTEN	PROC095	SEMANTIC_CARD_OR_DESK_RULE	NO	ly	ly	YES
E160	C1	f81v	B1	B1-S018	HALTEN · KURZ · FORTSETZEN	PROC096	SEMANTIC_CARD_OR_DESK_RULE	NO	dsheol	dsheol	YES
E161	C1	f81v	B1	B1-S018	ARBEITSGANG · ARBEITSSTUFE	PROC097	TWO_STAGE_BODY_WRAPPER_RULE	NO	oiiin	oiiin	YES
E162	C1	f81v	B1	B1-S018	AUFFANGEN · LANG; SCHLUSS	PROC098	TWO_STAGE_BODY_WRAPPER_RULE	NO	olkeedy	olkeedy	YES
E163	C1	f81v	B1	B1-S019	ABSETZEN; SCHLUSS	PROC078	TWO_STAGE_BODY_WRAPPER_RULE	NO	tedy	tedy	YES
E164	C1	f81v	B1	B1-S020	WAERMEN · KURZ · ARBEITSPOSTEN	PROC083	SEMANTIC_CARD_OR_DESK_RULE	NO	cheky	cheky	YES
E165	C1	f81v	B1	B1-S020	HALTEN · DURCHLASSKANAL · KURZ; SCHLUSS	PROC099	SEMANTIC_CARD_OR_DESK_RULE	NO	shckhedy	shckhedy	YES
E166	C1	f81v	B1	B1-S021	ZIELSTELLE	PROC055	TWO_STAGE_BODY_WRAPPER_RULE	NO	chal	chal	YES
E167	C2	f82r	B2	B2-S001	UMSETZEN; SCHLUSS	PROC076	TWO_STAGE_BODY_WRAPPER_RULE	NO	dchedy	dchedy	YES
E168	C2	f82r	B2	B2-S002	FORTSETZEN · UMSETZEN; SCHLUSS	PROC079	TWO_STAGE_BODY_WRAPPER_RULE	NO	qolchedy	qolchedy	YES
E169	C2	f82r	B2	B2-S003	ANSETZEN · PORTION	PROC080	TWO_STAGE_BODY_WRAPPER_RULE	NO	qokain	qokain	YES
E170	C2	f82r	B2	B2-S003	ARBEITSPOSTEN	PROC019	TWO_STAGE_BODY_WRAPPER_RULE	NO	dy	dy	YES
E171	C2	f82r	B2	B2-S003	ANSETZEN · LANG; SCHLUSS	PROC100	SEMANTIC_CARD_OR_DESK_RULE	NO	qokeedy	qokeedy	YES
E172	C2	f82r	B2	B2-S004	ANSETZEN · ZIELSTELLE	PROC048	TWO_STAGE_BODY_WRAPPER_RULE	NO	qokal	qokal	YES
