event_id	case_id	record	statement_id	invariant_command_de	selected_card_no	body_surface	register	field_position	previous_wrapper	predicted_wrapper	observed_wrapper	post_close_field_entry	predicted_q_after_close_entry	renderer_selection_layer	renderer_predicted_surface	observed_surface	renderer_exact	resolution_class	local_exception_needed	final_surface	final_roundtrip
E154	C1	B1	B1-S016	FORTSETZEN	PROC013	ol	OTHER_B	MIDDLE	NONE	NONE	q	NO	NO	EXPANDED_KEY_MAJORITY	ol	qol	NO	MEMORIZED_LOCAL_EXCEPTION	YES	qol	YES
E155	C1	B1	B1-S016	ABSETZEN; SCHLUSS	PROC078	edy	OTHER_B	LAST	q	sh	che	NO	NO	EXPANDED_KEY_MAJORITY	shedy	cheedy	NO	MEMORIZED_LOCAL_EXCEPTION	YES	cheedy	YES
E156	C1	B1	B1-S017	ZIELSTELLE	PROC055	al	OTHER_B	FIRST	che	s	s	YES	NO	PREVIOUS_WRAPPER_RESOLVES	sal	sal	YES	PREVIOUS_WRAPPER_RULE	NO	sal	YES
E161	C1	B1	B1-S018	ARBEITSGANG · ARBEITSSTUFE	PROC097	oiiin	OTHER_B	MIDDLE	d	NONE	NONE	NO	NO	UNIQUE_BODY_REGISTER_POSITION	oiiin	oiiin	YES	BODY_REGISTER_POSITION_RULE	NO	oiiin	YES
E162	C1	B1	B1-S018	AUFFANGEN · LANG; SCHLUSS	PROC098	olkeedy	OTHER_B	LAST	NONE	NONE	NONE	NO	NO	UNIQUE_BODY_REGISTER_POSITION	olkeedy	olkeedy	YES	BODY_REGISTER_POSITION_RULE	NO	olkeedy	YES
E163	C1	B1	B1-S019	ABSETZEN; SCHLUSS	PROC078	edy	OTHER_B	ONLY	NONE	t	t	YES	NO	PREVIOUS_WRAPPER_RESOLVES	tedy	tedy	YES	PREVIOUS_WRAPPER_RULE	NO	tedy	YES
E166	C1	B1	B1-S021	ZIELSTELLE	PROC055	al	OTHER_B	ONLY	sh	ch	ch	YES	NO	UNIQUE_BODY_REGISTER_POSITION	chal	chal	YES	BODY_REGISTER_POSITION_RULE	NO	chal	YES
E167	C2	B2	B2-S001	UMSETZEN; SCHLUSS	PROC076	chedy	OTHER_B	ONLY	START	d	d	NO	NO	EXPANDED_KEY_MAJORITY	dchedy	dchedy	YES	REGISTER_POSITION_PREVIOUS_MAJORITY	NO	dchedy	YES
E168	C2	B2	B2-S002	FORTSETZEN · UMSETZEN; SCHLUSS	PROC079	olchedy	OTHER_B	ONLY	d	q	q	YES	YES	UNIQUE_BODY_REGISTER_POSITION	qolchedy	qolchedy	YES	BODY_REGISTER_POSITION_RULE	NO	qolchedy	YES
E169	C2	B2	B2-S003	ANSETZEN · PORTION	PROC080	okain	OTHER_B	FIRST	q	q	q	YES	YES	PREVIOUS_WRAPPER_RESOLVES	qokain	qokain	YES	PREVIOUS_WRAPPER_RULE	NO	qokain	YES
E170	C2	B2	B2-S003	ARBEITSPOSTEN	PROC019	y	OTHER_B	MIDDLE	q	d	d	NO	NO	PREVIOUS_WRAPPER_RESOLVES	dy	dy	YES	PREVIOUS_WRAPPER_RULE	NO	dy	YES
E172	C2	B2	B2-S004	ANSETZEN · ZIELSTELLE	PROC048	okal	OTHER_B	FIRST	q	q	q	YES	YES	UNIQUE_BODY_REGISTER_POSITION	qokal	qokal	YES	BODY_REGISTER_POSITION_RULE	NO	qokal	YES
E175	C2	B2	B2-S004	ANSETZEN · LANG · ARBEITSPOSTEN	PROC092	okeey	OTHER_B	FIRST	START	q	q	NO	NO	UNIQUE_BODY_REGISTER_POSITION	qokeey	qokeey	YES	BODY_REGISTER_POSITION_RULE	NO	qokeey	YES
E179	C2	B2	B2-S005	DURCHLASSKANAL · ARBEITSPOSTEN	PROC075	ckhy	OTHER_B	MIDDLE	s	ch	ch	NO	NO	PREVIOUS_WRAPPER_RESOLVES	chckhy	chckhy	YES	PREVIOUS_WRAPPER_RULE	NO	chckhy	YES
E180	C2	B2	B2-S005	ANSETZEN · SOLLMASS	PROC038	okaiin	OTHER_B	LAST	ch	q	q	NO	NO	UNIQUE_BODY_REGISTER_POSITION	qokaiin	qokaiin	YES	BODY_REGISTER_POSITION_RULE	NO	qokaiin	YES
E181	C2	B2	B2-S005	ANSETZEN · SOLLMASS	PROC038	okaiin	OTHER_B	FIRST	START	q	q	NO	NO	PREVIOUS_WRAPPER_RESOLVES	qokaiin	qokaiin	YES	PREVIOUS_WRAPPER_RULE	NO	qokaiin	YES
E186	C2	B2	B2-S006	ANSETZEN · ZIELSTELLE	PROC048	okal	OTHER_B	MIDDLE	NONE	NONE	q	NO	NO	EXPANDED_KEY_MAJORITY	okal	qokal	NO	MEMORIZED_LOCAL_EXCEPTION	YES	qokal	YES
E190	C2	B2	B2-S008	DANACH · SOLLMASS	PROC112	otaiin	OTHER_B	FIRST	d	s	s	YES	NO	UNIQUE_BODY_REGISTER_POSITION	sotaiin	sotaiin	YES	BODY_REGISTER_POSITION_RULE	NO	sotaiin	YES
E192	C2	B2	B2-S008	ABSETZEN; SCHLUSS	PROC078	edy	OTHER_B	LAST	q	sh	sh	NO	NO	EXPANDED_KEY_MAJORITY	shedy	shedy	YES	REGISTER_POSITION_PREVIOUS_MAJORITY	NO	shedy	YES
E194	C2	B2	B2-S010	ANSETZEN · LANG · ARBEITSPOSTEN	PROC092	okeey	OTHER_B	FIRST	s	q	q	YES	YES	UNIQUE_BODY_REGISTER_POSITION	qokeey	qokeey	YES	BODY_REGISTER_POSITION_RULE	NO	qokeey	YES
E198	C2	B2	B2-S011	ANSETZEN · PORTION	PROC080	okain	OTHER_B	FIRST	START	NONE	NONE	NO	NO	EXPANDED_KEY_MAJORITY	okain	okain	YES	REGISTER_POSITION_PREVIOUS_MAJORITY	NO	okain	YES
E199	C2	B2	B2-S011	VORRAT	PROC003	ar	OTHER_B	MIDDLE	NONE	ch	ch	NO	NO	EXPANDED_KEY_MAJORITY	char	char	YES	REGISTER_POSITION_PREVIOUS_MAJORITY	NO	char	YES
E200	C2	B2	B2-S011	ANSETZEN · PORTION	PROC080	okain	OTHER_B	MIDDLE	ch	NONE	NONE	NO	NO	PREVIOUS_WRAPPER_RESOLVES	okain	okain	YES	PREVIOUS_WRAPPER_RULE	NO	okain	YES
E204	C2	B2	B2-S012	BEREIT · KURZ · ARBEITSPOSTEN	PROC117	cthey	OTHER_B	MIDDLE	che	q	q	NO	NO	PREVIOUS_WRAPPER_RESOLVES	qcthey	qcthey	YES	PREVIOUS_WRAPPER_RULE	NO	qcthey	YES
E205	C2	B2	B2-S012	ANSETZEN · LANG · ARBEITSPOSTEN	PROC092	okeey	OTHER_B	MIDDLE	q	q	q	NO	NO	EXPANDED_KEY_MAJORITY	qokeey	qokeey	YES	REGISTER_POSITION_PREVIOUS_MAJORITY	NO	qokeey	YES
E207	C2	B2	B2-S012	SOLLMASS	PROC009	aiin	OTHER_B	MIDDLE	NONE	d	d	NO	NO	PREVIOUS_WRAPPER_RESOLVES	daiin	daiin	YES	PREVIOUS_WRAPPER_RULE	NO	daiin	YES
E208	C2	B2	B2-S012	ARBEITSPOSTEN	PROC019	y	OTHER_B	MIDDLE	d	che	che	NO	NO	PREVIOUS_WRAPPER_RESOLVES	chey	chey	YES	PREVIOUS_WRAPPER_RULE	NO	chey	YES
E214	C2	B2	B2-S016	ZIELSTELLE	PROC055	al	OTHER_B	FIRST	q	che	che	YES	NO	EXPANDED_KEY_MAJORITY	cheal	cheal	YES	REGISTER_POSITION_PREVIOUS_MAJORITY	NO	cheal	YES
E217	C2	B2	B2-S016	SOLLMASS	PROC009	aiin	OTHER_B	MIDDLE	che	NONE	NONE	NO	NO	EXPANDED_KEY_MAJORITY	aiin	aiin	YES	REGISTER_POSITION_PREVIOUS_MAJORITY	NO	aiin	YES
E219	C2	B2	B2-S016	ANSETZEN · SOLLMASS	PROC038	okaiin	OTHER_B	MIDDLE	NONE	q	q	NO	NO	UNIQUE_BODY_REGISTER_POSITION	qokaiin	qokaiin	YES	BODY_REGISTER_POSITION_RULE	NO	qokaiin	YES
E220	C2	B2	B2-S016	ANSETZEN · KURZ · ARBEITSPOSTEN	PROC085	okey	OTHER_B	LAST	q	NONE	NONE	NO	NO	UNIQUE_BODY_REGISTER_POSITION	okey	okey	YES	BODY_REGISTER_POSITION_RULE	NO	okey	YES
