case_id	phase	statement_id	page	record	event_count	surface_sequence	module_sequence	case_role
C1	OPERATE_OR_APPLY	B1-S009	f81v	B1	1	qokedy	M02_ANSETZEN_BEHANDELN|M08_SCHLIESSEN	MILD_WASH_OR_GROUND_EXTRACT
C1	OPERATE_OR_APPLY	B1-S010	f81v	B1	1	qokedy	M02_ANSETZEN_BEHANDELN|M08_SCHLIESSEN	MILD_WASH_OR_GROUND_EXTRACT
C1	OPERATE_OR_APPLY	B1-S011	f81v	B1	2	chckhy qoky	M02_ANSETZEN_BEHANDELN|M03_ADRESSIEREN_WEITERLEITEN	MILD_WASH_OR_GROUND_EXTRACT
C1	OPERATE_OR_APPLY	B1-S012	f81v	B1	3	lsho qokey lshedy	M02_ANSETZEN_BEHANDELN|M08_SCHLIESSEN	MILD_WASH_OR_GROUND_EXTRACT
C1	OPERATE_OR_APPLY	B1-S013	f81v	B1	1	lshedy	M08_SCHLIESSEN	MILD_WASH_OR_GROUND_EXTRACT
C1	OPERATE_OR_APPLY	B1-S014	f81v	B1	5	chedy qolky lchedal qol otar	M03_ADRESSIEREN_WEITERLEITEN|M05_AUFFANGEN|M06_FORTSETZEN	MILD_WASH_OR_GROUND_EXTRACT
C1	OPERATE_OR_APPLY	B1-S015	f81v	B1	2	ytey okchedy	M02_ANSETZEN_BEHANDELN|M03_ADRESSIEREN_WEITERLEITEN|M08_SCHLIESSEN	MILD_WASH_OR_GROUND_EXTRACT
C1	OPERATE_OR_APPLY	B1-S016	f81v	B1	4	qokal okeey qol cheedy	M02_ANSETZEN_BEHANDELN|M03_ADRESSIEREN_WEITERLEITEN|M04_HALTEN_ABSETZEN|M06_FORTSETZEN|M08_SCHLIESSEN	MILD_WASH_OR_GROUND_EXTRACT
C1	OPERATE_OR_APPLY	B1-S017	f81v	B1	3	sal teol dchdy	M03_ADRESSIEREN_WEITERLEITEN|M06_FORTSETZEN|M08_SCHLIESSEN	MILD_WASH_OR_GROUND_EXTRACT
C1	OPERATE_OR_APPLY	B1-S018	f81v	B1	4	ly dsheol oiiin olkeedy	M03_ADRESSIEREN_WEITERLEITEN|M04_HALTEN_ABSETZEN|M05_AUFFANGEN|M06_FORTSETZEN|M08_SCHLIESSEN	MILD_WASH_OR_GROUND_EXTRACT
C1	OPERATE_OR_APPLY	B1-S019	f81v	B1	1	tedy	M04_HALTEN_ABSETZEN|M08_SCHLIESSEN	MILD_WASH_OR_GROUND_EXTRACT
C1	OPERATE_OR_APPLY	B1-S020	f81v	B1	2	cheky shckhedy	M03_ADRESSIEREN_WEITERLEITEN|M04_HALTEN_ABSETZEN|M08_SCHLIESSEN	MILD_WASH_OR_GROUND_EXTRACT
C1	OPERATE_OR_APPLY	B1-S021	f81v	B1	1	chal	M03_ADRESSIEREN_WEITERLEITEN	MILD_WASH_OR_GROUND_EXTRACT
C2	PREPARE_PRODUCT	H2-S001	f10r	H2	9	ycheor cthy chor cthaiin qoctholy dy chy taiin shy	M06_FORTSETZEN|M07_BEREITSCHAFT_PRUEFEN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
C2	PREPARE_PRODUCT	H2-S002	f10r	H2	8	qotchor chor otol chol cholor chol daiin dar	M03_ADRESSIEREN_WEITERLEITEN|M06_FORTSETZEN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
C2	PREPARE_PRODUCT	H2-S003	f10r	H2	7	oykchor shor chor chy kaiiin dy chodaiin	M01_DOSIEREN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
C2	OPERATE_OR_APPLY	B2-S001	f82r	B2	1	dchedy	M03_ADRESSIEREN_WEITERLEITEN|M08_SCHLIESSEN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
C2	OPERATE_OR_APPLY	B2-S002	f82r	B2	1	qolchedy	M03_ADRESSIEREN_WEITERLEITEN|M06_FORTSETZEN|M08_SCHLIESSEN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
C2	OPERATE_OR_APPLY	B2-S003	f82r	B2	3	qokain dy qokeedy	M01_DOSIEREN|M02_ANSETZEN_BEHANDELN|M08_SCHLIESSEN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
C2	OPERATE_OR_APPLY	B2-S004	f82r	B2	5	qokal lcheckhy lched qokeey lcheckhedy	M02_ANSETZEN_BEHANDELN|M03_ADRESSIEREN_WEITERLEITEN|M08_SCHLIESSEN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
C2	OPERATE_OR_APPLY	B2-S005	f82r	B2	8	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	M01_DOSIEREN|M02_ANSETZEN_BEHANDELN|M03_ADRESSIEREN_WEITERLEITEN|M05_AUFFANGEN|M06_FORTSETZEN|M07_BEREITSCHAFT_PRUEFEN|M08_SCHLIESSEN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
C2	OPERATE_OR_APPLY	B2-S006	f82r	B2	4	oteey qokal sheckhy qoky	M02_ANSETZEN_BEHANDELN|M03_ADRESSIEREN_WEITERLEITEN|M04_HALTEN_ABSETZEN|M06_FORTSETZEN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
C2	OPERATE_OR_APPLY	B2-S007	f82r	B2	1	dshedy	M04_HALTEN_ABSETZEN|M08_SCHLIESSEN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
C2	OPERATE_OR_APPLY	B2-S008	f82r	B2	3	sotaiin qokar shedy	M01_DOSIEREN|M03_ADRESSIEREN_WEITERLEITEN|M04_HALTEN_ABSETZEN|M06_FORTSETZEN|M08_SCHLIESSEN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
C2	OPERATE_OR_APPLY	B2-S009	f82r	B2	1	solshedy	M04_HALTEN_ABSETZEN|M06_FORTSETZEN|M08_SCHLIESSEN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
C2	OPERATE_OR_APPLY	B2-S010	f82r	B2	4	qokeey qoky ls cheey	M02_ANSETZEN_BEHANDELN|M04_HALTEN_ABSETZEN|M06_FORTSETZEN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
C2	OPERATE_OR_APPLY	B2-S011	f82r	B2	4	okain char okain qokeedy	M01_DOSIEREN|M02_ANSETZEN_BEHANDELN|M03_ADRESSIEREN_WEITERLEITEN|M08_SCHLIESSEN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
C2	OPERATE_OR_APPLY	B2-S012	f82r	B2	8	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	M01_DOSIEREN|M02_ANSETZEN_BEHANDELN|M03_ADRESSIEREN_WEITERLEITEN|M04_HALTEN_ABSETZEN|M07_BEREITSCHAFT_PRUEFEN|M08_SCHLIESSEN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
C2	OPERATE_OR_APPLY	B2-S013	f82r	B2	1	lchedy	M03_ADRESSIEREN_WEITERLEITEN|M08_SCHLIESSEN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
C2	OPERATE_OR_APPLY	B2-S014	f82r	B2	1	lar	M03_ADRESSIEREN_WEITERLEITEN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
C2	OPERATE_OR_APPLY	B2-S015	f82r	B2	2	tshey qokeedy	M02_ANSETZEN_BEHANDELN|M04_HALTEN_ABSETZEN|M08_SCHLIESSEN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
C2	OPERATE_OR_APPLY	B2-S016	f82r	B2	8	cheal lchedar ches aiin oteey qokaiin okey pchedy	M01_DOSIEREN|M02_ANSETZEN_BEHANDELN|M03_ADRESSIEREN_WEITERLEITEN|M06_FORTSETZEN|M08_SCHLIESSEN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
C2	OPERATE_OR_APPLY	B2-S017	f82r	B2	2	rsheal daldy	M03_ADRESSIEREN_WEITERLEITEN|M04_HALTEN_ABSETZEN|M08_SCHLIESSEN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
C2	OPERATE_OR_APPLY	B2-S018	f82r	B2	1	qokeedy	M02_ANSETZEN_BEHANDELN|M08_SCHLIESSEN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
C2	OPERATE_OR_APPLY	B2-S019	f82r	B2	1	rshedy	M04_HALTEN_ABSETZEN|M08_SCHLIESSEN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
C2	OPERATE_OR_APPLY	B2-S020	f82r	B2	1	qoteedy	M06_FORTSETZEN|M08_SCHLIESSEN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
C2	OPERATE_OR_APPLY	B2-S021	f82r	B2	1	qokeedy	M02_ANSETZEN_BEHANDELN|M08_SCHLIESSEN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
C2	OPERATE_OR_APPLY	B2-S022	f82r	B2	1	lochedy	M03_ADRESSIEREN_WEITERLEITEN|M08_SCHLIESSEN	DIVIDED_FULL_TREATMENT_FOLLOW_UP_EXTRACT
