case	edition	paragraph	leaf	writer	trace	predicted_groups	observed_groups	status	reason	nodes
50	ZL3b	f103r|f103r.8-f103r.12	103	FUSED	FRISESOMORUM	10	62	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
51	ZL3b	f103r|f103r.8-f103r.12	103	SEPARATE	FAPESMO	22	62	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
52	ZL3b	f103r|f103r.8-f103r.12	103	SEPARATE	FRISESOMORUM	22	62	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
53	ZL3b	f103r|f103r.13-f103r.15	103	FUSED	FAPESMO	10	30	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
54	ZL3b	f103r|f103r.13-f103r.15	103	FUSED	FRISESOMORUM	10	30	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
55	ZL3b	f103r|f103r.13-f103r.15	103	SEPARATE	FAPESMO	22	30	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
56	ZL3b	f103r|f103r.13-f103r.15	103	SEPARATE	FRISESOMORUM	22	30	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
57	ZL3b	f103r|f103r.16-f103r.17	103	FUSED	FAPESMO	10	21	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
58	ZL3b	f103r|f103r.16-f103r.17	103	FUSED	FRISESOMORUM	10	21	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
59	ZL3b	f103r|f103r.16-f103r.17	103	SEPARATE	FAPESMO	22	21	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
60	ZL3b	f103r|f103r.16-f103r.17	103	SEPARATE	FRISESOMORUM	22	21	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
61	ZL3b	f103r|f103r.18-f103r.20	103	FUSED	FAPESMO	10	28	COUNT_MISMATCH	expected 10 groups; observed 28	0
62	ZL3b	f103r|f103r.18-f103r.20	103	FUSED	FRISESOMORUM	10	28	COUNT_MISMATCH	expected 10 groups; observed 28	0
63	ZL3b	f103r|f103r.18-f103r.20	103	SEPARATE	FAPESMO	22	28	COUNT_MISMATCH	expected 22 groups; observed 28	0
64	ZL3b	f103r|f103r.18-f103r.20	103	SEPARATE	FRISESOMORUM	22	28	COUNT_MISMATCH	expected 22 groups; observed 28	0
65	ZL3b	f103r|f103r.21-f103r.23	103	FUSED	FAPESMO	10	29	COUNT_MISMATCH	expected 10 groups; observed 29	0
66	ZL3b	f103r|f103r.21-f103r.23	103	FUSED	FRISESOMORUM	10	29	COUNT_MISMATCH	expected 10 groups; observed 29	0
67	ZL3b	f103r|f103r.21-f103r.23	103	SEPARATE	FAPESMO	22	29	COUNT_MISMATCH	expected 22 groups; observed 29	0
68	ZL3b	f103r|f103r.21-f103r.23	103	SEPARATE	FRISESOMORUM	22	29	COUNT_MISMATCH	expected 22 groups; observed 29	0
69	ZL3b	f103r|f103r.24-f103r.26	103	FUSED	FAPESMO	10	31	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
70	ZL3b	f103r|f103r.24-f103r.26	103	FUSED	FRISESOMORUM	10	31	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
71	ZL3b	f103r|f103r.24-f103r.26	103	SEPARATE	FAPESMO	22	31	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
72	ZL3b	f103r|f103r.24-f103r.26	103	SEPARATE	FRISESOMORUM	22	31	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
73	ZL3b	f103r|f103r.27-f103r.29	103	FUSED	FAPESMO	10	28	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
74	ZL3b	f103r|f103r.27-f103r.29	103	FUSED	FRISESOMORUM	10	28	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
75	ZL3b	f103r|f103r.27-f103r.29	103	SEPARATE	FAPESMO	22	28	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
76	ZL3b	f103r|f103r.27-f103r.29	103	SEPARATE	FRISESOMORUM	22	28	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
77	ZL3b	f103r|f103r.30-f103r.32	103	FUSED	FAPESMO	10	28	COUNT_MISMATCH	expected 10 groups; observed 28	0
78	ZL3b	f103r|f103r.30-f103r.32	103	FUSED	FRISESOMORUM	10	28	COUNT_MISMATCH	expected 10 groups; observed 28	0
79	ZL3b	f103r|f103r.30-f103r.32	103	SEPARATE	FAPESMO	22	28	COUNT_MISMATCH	expected 22 groups; observed 28	0
80	ZL3b	f103r|f103r.30-f103r.32	103	SEPARATE	FRISESOMORUM	22	28	COUNT_MISMATCH	expected 22 groups; observed 28	0
81	ZL3b	f103r|f103r.33-f103r.34	103	FUSED	FAPESMO	10	14	COUNT_MISMATCH	expected 10 groups; observed 14	0
82	ZL3b	f103r|f103r.33-f103r.34	103	FUSED	FRISESOMORUM	10	14	COUNT_MISMATCH	expected 10 groups; observed 14	0
83	ZL3b	f103r|f103r.33-f103r.34	103	SEPARATE	FAPESMO	22	14	COUNT_MISMATCH	expected 22 groups; observed 14	0
84	ZL3b	f103r|f103r.33-f103r.34	103	SEPARATE	FRISESOMORUM	22	14	COUNT_MISMATCH	expected 22 groups; observed 14	0
85	ZL3b	f103r|f103r.35-f103r.36	103	FUSED	FAPESMO	10	18	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
86	ZL3b	f103r|f103r.35-f103r.36	103	FUSED	FRISESOMORUM	10	18	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
87	ZL3b	f103r|f103r.35-f103r.36	103	SEPARATE	FAPESMO	22	18	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
88	ZL3b	f103r|f103r.35-f103r.36	103	SEPARATE	FRISESOMORUM	22	18	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
89	ZL3b	f103r|f103r.37-f103r.39	103	FUSED	FAPESMO	10	24	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
90	ZL3b	f103r|f103r.37-f103r.39	103	FUSED	FRISESOMORUM	10	24	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
91	ZL3b	f103r|f103r.37-f103r.39	103	SEPARATE	FAPESMO	22	24	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
92	ZL3b	f103r|f103r.37-f103r.39	103	SEPARATE	FRISESOMORUM	22	24	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
93	ZL3b	f103r|f103r.40-f103r.42	103	FUSED	FAPESMO	10	27	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
94	ZL3b	f103r|f103r.40-f103r.42	103	FUSED	FRISESOMORUM	10	27	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
95	ZL3b	f103r|f103r.40-f103r.42	103	SEPARATE	FAPESMO	22	27	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
96	ZL3b	f103r|f103r.40-f103r.42	103	SEPARATE	FRISESOMORUM	22	27	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
97	ZL3b	f103r|f103r.43-f103r.44	103	FUSED	FAPESMO	10	16	COUNT_MISMATCH	expected 10 groups; observed 16	0
98	ZL3b	f103r|f103r.43-f103r.44	103	FUSED	FRISESOMORUM	10	16	COUNT_MISMATCH	expected 10 groups; observed 16	0
99	ZL3b	f103r|f103r.43-f103r.44	103	SEPARATE	FAPESMO	22	16	COUNT_MISMATCH	expected 22 groups; observed 16	0
100	ZL3b	f103r|f103r.43-f103r.44	103	SEPARATE	FRISESOMORUM	22	16	COUNT_MISMATCH	expected 22 groups; observed 16	0
101	ZL3b	f103r|f103r.45-f103r.47	103	FUSED	FAPESMO	10	28	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
102	ZL3b	f103r|f103r.45-f103r.47	103	FUSED	FRISESOMORUM	10	28	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
103	ZL3b	f103r|f103r.45-f103r.47	103	SEPARATE	FAPESMO	22	28	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
104	ZL3b	f103r|f103r.45-f103r.47	103	SEPARATE	FRISESOMORUM	22	28	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
105	ZL3b	f103r|f103r.48-f103r.51	103	FUSED	FAPESMO	10	37	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
106	ZL3b	f103r|f103r.48-f103r.51	103	FUSED	FRISESOMORUM	10	37	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
107	ZL3b	f103r|f103r.48-f103r.51	103	SEPARATE	FAPESMO	22	37	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
108	ZL3b	f103r|f103r.48-f103r.51	103	SEPARATE	FRISESOMORUM	22	37	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
109	ZL3b	f103r|f103r.52-f103r.54	103	FUSED	FAPESMO	10	25	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
110	ZL3b	f103r|f103r.52-f103r.54	103	FUSED	FRISESOMORUM	10	25	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
111	ZL3b	f103r|f103r.52-f103r.54	103	SEPARATE	FAPESMO	22	25	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
112	ZL3b	f103r|f103r.52-f103r.54	103	SEPARATE	FRISESOMORUM	22	25	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
113	ZL3b	f103v|f103v.1-f103v.4	103	FUSED	FAPESMO	10	43	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
114	ZL3b	f103v|f103v.1-f103v.4	103	FUSED	FRISESOMORUM	10	43	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
115	ZL3b	f103v|f103v.1-f103v.4	103	SEPARATE	FAPESMO	22	43	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
116	ZL3b	f103v|f103v.1-f103v.4	103	SEPARATE	FRISESOMORUM	22	43	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
117	ZL3b	f103v|f103v.5-f103v.8	103	FUSED	FAPESMO	10	39	COUNT_MISMATCH	expected 10 groups; observed 39	0
118	ZL3b	f103v|f103v.5-f103v.8	103	FUSED	FRISESOMORUM	10	39	COUNT_MISMATCH	expected 10 groups; observed 39	0
119	ZL3b	f103v|f103v.5-f103v.8	103	SEPARATE	FAPESMO	22	39	COUNT_MISMATCH	expected 22 groups; observed 39	0
120	ZL3b	f103v|f103v.5-f103v.8	103	SEPARATE	FRISESOMORUM	22	39	COUNT_MISMATCH	expected 22 groups; observed 39	0
121	ZL3b	f103v|f103v.9-f103v.11	103	FUSED	FAPESMO	10	28	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
122	ZL3b	f103v|f103v.9-f103v.11	103	FUSED	FRISESOMORUM	10	28	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
123	ZL3b	f103v|f103v.9-f103v.11	103	SEPARATE	FAPESMO	22	28	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
124	ZL3b	f103v|f103v.9-f103v.11	103	SEPARATE	FRISESOMORUM	22	28	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
125	ZL3b	f103v|f103v.12-f103v.13	103	FUSED	FAPESMO	10	24	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
126	ZL3b	f103v|f103v.12-f103v.13	103	FUSED	FRISESOMORUM	10	24	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
127	ZL3b	f103v|f103v.12-f103v.13	103	SEPARATE	FAPESMO	22	24	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
128	ZL3b	f103v|f103v.12-f103v.13	103	SEPARATE	FRISESOMORUM	22	24	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
129	ZL3b	f103v|f103v.14-f103v.16	103	FUSED	FAPESMO	10	32	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
130	ZL3b	f103v|f103v.14-f103v.16	103	FUSED	FRISESOMORUM	10	32	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
131	ZL3b	f103v|f103v.14-f103v.16	103	SEPARATE	FAPESMO	22	32	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
132	ZL3b	f103v|f103v.14-f103v.16	103	SEPARATE	FRISESOMORUM	22	32	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
133	ZL3b	f103v|f103v.17-f103v.19	103	FUSED	FAPESMO	10	28	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
134	ZL3b	f103v|f103v.17-f103v.19	103	FUSED	FRISESOMORUM	10	28	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
135	ZL3b	f103v|f103v.17-f103v.19	103	SEPARATE	FAPESMO	22	28	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
136	ZL3b	f103v|f103v.17-f103v.19	103	SEPARATE	FRISESOMORUM	22	28	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
137	ZL3b	f103v|f103v.20-f103v.26	103	FUSED	FAPESMO	10	70	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
138	ZL3b	f103v|f103v.20-f103v.26	103	FUSED	FRISESOMORUM	10	70	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
139	ZL3b	f103v|f103v.20-f103v.26	103	SEPARATE	FAPESMO	22	70	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
140	ZL3b	f103v|f103v.20-f103v.26	103	SEPARATE	FRISESOMORUM	22	70	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
141	ZL3b	f103v|f103v.27-f103v.29	103	FUSED	FAPESMO	10	29	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
142	ZL3b	f103v|f103v.27-f103v.29	103	FUSED	FRISESOMORUM	10	29	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
143	ZL3b	f103v|f103v.27-f103v.29	103	SEPARATE	FAPESMO	22	29	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
144	ZL3b	f103v|f103v.27-f103v.29	103	SEPARATE	FRISESOMORUM	22	29	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
145	ZL3b	f103v|f103v.30-f103v.32	103	FUSED	FAPESMO	10	29	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
146	ZL3b	f103v|f103v.30-f103v.32	103	FUSED	FRISESOMORUM	10	29	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
147	ZL3b	f103v|f103v.30-f103v.32	103	SEPARATE	FAPESMO	22	29	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
148	ZL3b	f103v|f103v.30-f103v.32	103	SEPARATE	FRISESOMORUM	22	29	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
149	ZL3b	f103v|f103v.33-f103v.36	103	FUSED	FAPESMO	10	36	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
150	ZL3b	f103v|f103v.33-f103v.36	103	FUSED	FRISESOMORUM	10	36	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
151	ZL3b	f103v|f103v.33-f103v.36	103	SEPARATE	FAPESMO	22	36	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
152	ZL3b	f103v|f103v.33-f103v.36	103	SEPARATE	FRISESOMORUM	22	36	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
153	ZL3b	f103v|f103v.37-f103v.38	103	FUSED	FAPESMO	10	17	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
154	ZL3b	f103v|f103v.37-f103v.38	103	FUSED	FRISESOMORUM	10	17	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
155	ZL3b	f103v|f103v.37-f103v.38	103	SEPARATE	FAPESMO	22	17	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
156	ZL3b	f103v|f103v.37-f103v.38	103	SEPARATE	FRISESOMORUM	22	17	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
157	ZL3b	f103v|f103v.39-f103v.42	103	FUSED	FAPESMO	10	39	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
158	ZL3b	f103v|f103v.39-f103v.42	103	FUSED	FRISESOMORUM	10	39	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
159	ZL3b	f103v|f103v.39-f103v.42	103	SEPARATE	FAPESMO	22	39	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
160	ZL3b	f103v|f103v.39-f103v.42	103	SEPARATE	FRISESOMORUM	22	39	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
161	ZL3b	f103v|f103v.43-f103v.46	103	FUSED	FAPESMO	10	40	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
162	ZL3b	f103v|f103v.43-f103v.46	103	FUSED	FRISESOMORUM	10	40	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
163	ZL3b	f103v|f103v.43-f103v.46	103	SEPARATE	FAPESMO	22	40	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
164	ZL3b	f103v|f103v.43-f103v.46	103	SEPARATE	FRISESOMORUM	22	40	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
165	ZL3b	f104r|f104r.1-f104r.4	104	FUSED	FAPESMO	10	45	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
166	ZL3b	f104r|f104r.1-f104r.4	104	FUSED	FRISESOMORUM	10	45	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
167	ZL3b	f104r|f104r.1-f104r.4	104	SEPARATE	FAPESMO	22	45	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
168	ZL3b	f104r|f104r.1-f104r.4	104	SEPARATE	FRISESOMORUM	22	45	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
169	ZL3b	f104r|f104r.5-f104r.9	104	FUSED	FAPESMO	10	52	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
170	ZL3b	f104r|f104r.5-f104r.9	104	FUSED	FRISESOMORUM	10	52	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
171	ZL3b	f104r|f104r.5-f104r.9	104	SEPARATE	FAPESMO	22	52	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
172	ZL3b	f104r|f104r.5-f104r.9	104	SEPARATE	FRISESOMORUM	22	52	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
173	ZL3b	f104r|f104r.10-f104r.11	104	FUSED	FAPESMO	10	20	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
174	ZL3b	f104r|f104r.10-f104r.11	104	FUSED	FRISESOMORUM	10	20	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
