cell_id	page	locus	token_index	surface	wrapper	thermal_symbol	moisture_symbol	e_bit	d_bit	quadrant	section	language	triple_reading_token_stable	working_default_de
G624-C023	f105v	f105v.38	4	okshey	o	k	sh	1	0	HOT_MOIST	S	B	0	im o-Rahmen: heiß-feucht (vorwärts gebunden/attributiv)
G624-C028	f106r	f106r.1	7	otchedy	o	t	ch	1	1	COLD_DRY	S	B	1	im o-Rahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C020	f106r	f106r.4	2	okchedy	o	k	ch	1	1	HOT_DRY	S	B	1	im o-Rahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C027	f106r	f106r.13	7	otchey	o	t	ch	1	0	COLD_DRY	S	B	1	im o-Rahmen: kalt-trocken (vorwärts gebunden/attributiv)
G624-C012	f106r	f106r.15	5	tchedy	BARE	t	ch	1	1	COLD_DRY	S	B	1	kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C028	f106r	f106r.19	1	otchedy	o	t	ch	1	1	COLD_DRY	S	B	1	im o-Rahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C036	f106r	f106r.21	2	qokchedy	qo	k	ch	1	1	HOT_DRY	S	B	0	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C033	f106r	f106r.23	7	qokchy	qo	k	ch	0	0	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trocken (unmarkiert/prädikativ)
G624-C036	f106r	f106r.24	2	qokchedy	qo	k	ch	1	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C020	f106r	f106r.42	4	okchedy	o	k	ch	1	1	HOT_DRY	S	B	0	im o-Rahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C004	f106v	f106v.6	3	kchedy	BARE	k	ch	1	1	HOT_DRY	S	B	0	heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C008	f106v	f106v.11	4	kshedy	BARE	k	sh	1	1	HOT_MOIST	S	B	0	heiß-feuchte Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C042	f106v	f106v.11	5	qotchdy	qo	t	ch	0	1	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trockene Zustands-/Bindungsform
G624-C032	f106v	f106v.15	4	otshedy	o	t	sh	1	1	COLD_MOIST	S	B	0	im o-Rahmen: kalt-feuchte Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C034	f106v	f106v.15	5	qokchdy	qo	k	ch	0	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform
G624-C046	f106v	f106v.15	6	qotshdy	qo	t	sh	0	1	COLD_MOIST	S	B	1	im qo-Qualitätsrahmen: kalt-feuchte Zustands-/Bindungsform
G624-C034	f106v	f106v.15	7	qokchdy	qo	k	ch	0	1	HOT_DRY	S	B	0	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform
G624-C042	f106v	f106v.16	6	qotchdy	qo	t	ch	0	1	COLD_DRY	S	B	0	im qo-Qualitätsrahmen: kalt-trockene Zustands-/Bindungsform
G624-C038	f106v	f106v.18	2	qokshdy	qo	k	sh	0	1	HOT_MOIST	S	B	1	im qo-Qualitätsrahmen: heiß-feuchte Zustands-/Bindungsform
G624-C037	f106v	f106v.18	3	qokshy	qo	k	sh	0	0	HOT_MOIST	S	B	0	im qo-Qualitätsrahmen: heiß-feucht (unmarkiert/prädikativ)
G624-C036	f106v	f106v.21	8	qokchedy	qo	k	ch	1	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C033	f106v	f106v.22	2	qokchy	qo	k	ch	0	0	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trocken (unmarkiert/prädikativ)
G624-C021	f106v	f106v.22	4	okshy	o	k	sh	0	0	HOT_MOIST	S	B	1	im o-Rahmen: heiß-feucht (unmarkiert/prädikativ)
G624-C034	f106v	f106v.24	3	qokchdy	qo	k	ch	0	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform
G624-C004	f106v	f106v.35	6	kchedy	BARE	k	ch	1	1	HOT_DRY	S	B	1	heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C004	f106v	f106v.35	8	kchedy	BARE	k	ch	1	1	HOT_DRY	S	B	0	heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C027	f106v	f106v.38	3	otchey	o	t	ch	1	0	COLD_DRY	S	B	1	im o-Rahmen: kalt-trocken (vorwärts gebunden/attributiv)
G624-C033	f107r	f107r.1	4	qokchy	qo	k	ch	0	0	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trocken (unmarkiert/prädikativ)
G624-C020	f107r	f107r.4	11	okchedy	o	k	ch	1	1	HOT_DRY	S	B	1	im o-Rahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C020	f107r	f107r.5	4	okchedy	o	k	ch	1	1	HOT_DRY	S	B	1	im o-Rahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C019	f107r	f107r.6	8	okchey	o	k	ch	1	0	HOT_DRY	S	B	0	im o-Rahmen: heiß-trocken (vorwärts gebunden/attributiv)
G624-C034	f107r	f107r.25	7	qokchdy	qo	k	ch	0	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform
G624-C025	f107r	f107r.28	8	otchy	o	t	ch	0	0	COLD_DRY	S	B	1	im o-Rahmen: kalt-trocken (unmarkiert/prädikativ)
G624-C035	f107r	f107r.36	8	qokchey	qo	k	ch	1	0	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trocken (vorwärts gebunden/attributiv)
G624-C035	f107r	f107r.38	7	qokchey	qo	k	ch	1	0	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trocken (vorwärts gebunden/attributiv)
G624-C025	f107r	f107r.51	9	otchy	o	t	ch	0	0	COLD_DRY	S	B	1	im o-Rahmen: kalt-trocken (unmarkiert/prädikativ)
G624-C016	f107v	f107v.11	1	tshedy	BARE	t	sh	1	1	COLD_MOIST	S	B	0	kalt-feuchte Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C035	f107v	f107v.11	4	qokchey	qo	k	ch	1	0	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trocken (vorwärts gebunden/attributiv)
G624-C018	f107v	f107v.14	9	okchdy	o	k	ch	0	1	HOT_DRY	S	B	0	im o-Rahmen: heiß-trockene Zustands-/Bindungsform
G624-C035	f107v	f107v.18	2	qokchey	qo	k	ch	1	0	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trocken (vorwärts gebunden/attributiv)
G624-C004	f107v	f107v.21	5	kchedy	BARE	k	ch	1	1	HOT_DRY	S	B	0	heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C019	f107v	f107v.27	3	okchey	o	k	ch	1	0	HOT_DRY	S	B	1	im o-Rahmen: heiß-trocken (vorwärts gebunden/attributiv)
G624-C037	f107v	f107v.27	4	qokshy	qo	k	sh	0	0	HOT_MOIST	S	B	1	im qo-Qualitätsrahmen: heiß-feucht (unmarkiert/prädikativ)
G624-C036	f107v	f107v.29	5	qokchedy	qo	k	ch	1	1	HOT_DRY	S	B	0	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C027	f107v	f107v.32	6	otchey	o	t	ch	1	0	COLD_DRY	S	B	1	im o-Rahmen: kalt-trocken (vorwärts gebunden/attributiv)
G624-C019	f107v	f107v.38	2	okchey	o	k	ch	1	0	HOT_DRY	S	B	1	im o-Rahmen: heiß-trocken (vorwärts gebunden/attributiv)
G624-C035	f107v	f107v.38	3	qokchey	qo	k	ch	1	0	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trocken (vorwärts gebunden/attributiv)
G624-C035	f107v	f107v.41	7	qokchey	qo	k	ch	1	0	HOT_DRY	S	B	0	im qo-Qualitätsrahmen: heiß-trocken (vorwärts gebunden/attributiv)
G624-C035	f108r	f108r.6	10	qokchey	qo	k	ch	1	0	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trocken (vorwärts gebunden/attributiv)
G624-C019	f108r	f108r.7	1	okchey	o	k	ch	1	0	HOT_DRY	S	B	1	im o-Rahmen: heiß-trocken (vorwärts gebunden/attributiv)
G624-C036	f108r	f108r.7	3	qokchedy	qo	k	ch	1	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C015	f108r	f108r.12	1	tshey	BARE	t	sh	1	0	COLD_MOIST	S	B	1	kalt-feucht (vorwärts gebunden/attributiv)
G624-C019	f108r	f108r.12	2	okchey	o	k	ch	1	0	HOT_DRY	S	B	1	im o-Rahmen: heiß-trocken (vorwärts gebunden/attributiv)
G624-C020	f108r	f108r.15	6	okchedy	o	k	ch	1	1	HOT_DRY	S	B	0	im o-Rahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C020	f108r	f108r.30	6	okchedy	o	k	ch	1	1	HOT_DRY	S	B	0	im o-Rahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C012	f108r	f108r.37	1	tchedy	BARE	t	ch	1	1	COLD_DRY	S	B	1	kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C028	f108v	f108v.5	4	otchedy	o	t	ch	1	1	COLD_DRY	S	B	1	im o-Rahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C003	f108v	f108v.20	3	kchey	BARE	k	ch	1	0	HOT_DRY	S	B	1	heiß-trocken (vorwärts gebunden/attributiv)
G624-C032	f108v	f108v.20	7	otshedy	o	t	sh	1	1	COLD_MOIST	S	B	1	im o-Rahmen: kalt-feuchte Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C009	f10r	f10r.3	3	tchy	BARE	t	ch	0	0	COLD_DRY	H	A	0	kalt-trocken (unmarkiert/prädikativ)
G624-C041	f10r	f10r.3	6	qotchy	qo	t	ch	0	0	COLD_DRY	H	A	1	im qo-Qualitätsrahmen: kalt-trocken (unmarkiert/prädikativ)
G624-C033	f10r	f10r.5	1	qokchy	qo	k	ch	0	0	HOT_DRY	H	A	1	im qo-Qualitätsrahmen: heiß-trocken (unmarkiert/prädikativ)
G624-C041	f10r	f10r.12	3	qotchy	qo	t	ch	0	0	COLD_DRY	H	A	1	im qo-Qualitätsrahmen: kalt-trocken (unmarkiert/prädikativ)
G624-C043	f10v	f10v.4	4	qotchey	qo	t	ch	1	0	COLD_DRY	H	A	1	im qo-Qualitätsrahmen: kalt-trocken (vorwärts gebunden/attributiv)
G624-C041	f10v	f10v.5	4	qotchy	qo	t	ch	0	0	COLD_DRY	H	A	1	im qo-Qualitätsrahmen: kalt-trocken (unmarkiert/prädikativ)
G624-C033	f10v	f10v.5	8	qokchy	qo	k	ch	0	0	HOT_DRY	H	A	0	im qo-Qualitätsrahmen: heiß-trocken (unmarkiert/prädikativ)
G624-C044	f111r	f111r.6	12	qotchedy	qo	t	ch	1	1	COLD_DRY	S	B	0	im qo-Qualitätsrahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C032	f111r	f111r.8	9	otshedy	o	t	sh	1	1	COLD_MOIST	S	B	1	im o-Rahmen: kalt-feuchte Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C042	f111r	f111r.8	12	qotchdy	qo	t	ch	0	1	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trockene Zustands-/Bindungsform
G624-C043	f111r	f111r.30	3	qotchey	qo	t	ch	1	0	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trocken (vorwärts gebunden/attributiv)
G624-C017	f111r	f111r.51	13	okchy	o	k	ch	0	0	HOT_DRY	S	B	1	im o-Rahmen: heiß-trocken (unmarkiert/prädikativ)
G624-C022	f111r	f111r.53	3	okshdy	o	k	sh	0	1	HOT_MOIST	S	B	1	im o-Rahmen: heiß-feuchte Zustands-/Bindungsform
G624-C027	f111v	f111v.8	2	otchey	o	t	ch	1	0	COLD_DRY	S	B	1	im o-Rahmen: kalt-trocken (vorwärts gebunden/attributiv)
G624-C040	f111v	f111v.20	9	qokshedy	qo	k	sh	1	1	HOT_MOIST	S	B	1	im qo-Qualitätsrahmen: heiß-feuchte Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C023	f111v	f111v.26	3	okshey	o	k	sh	1	0	HOT_MOIST	S	B	1	im o-Rahmen: heiß-feucht (vorwärts gebunden/attributiv)
G624-C027	f111v	f111v.29	9	otchey	o	t	ch	1	0	COLD_DRY	S	B	1	im o-Rahmen: kalt-trocken (vorwärts gebunden/attributiv)
G624-C023	f111v	f111v.45	7	okshey	o	k	sh	1	0	HOT_MOIST	S	B	0	im o-Rahmen: heiß-feucht (vorwärts gebunden/attributiv)
G624-C020	f111v	f111v.48	9	okchedy	o	k	ch	1	1	HOT_DRY	S	B	0	im o-Rahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C044	f112r	f112r.8	5	qotchedy	qo	t	ch	1	1	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C033	f112r	f112r.9	8	qokchy	qo	k	ch	0	0	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trocken (unmarkiert/prädikativ)
G624-C012	f112r	f112r.11	1	tchedy	BARE	t	ch	1	1	COLD_DRY	S	B	1	kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C028	f112r	f112r.12	3	otchedy	o	t	ch	1	1	COLD_DRY	S	B	0	im o-Rahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C034	f112r	f112r.34	10	qokchdy	qo	k	ch	0	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform
G624-C020	f112r	f112r.40	5	okchedy	o	k	ch	1	1	HOT_DRY	S	B	1	im o-Rahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C019	f112r	f112r.41	4	okchey	o	k	ch	1	0	HOT_DRY	S	B	1	im o-Rahmen: heiß-trocken (vorwärts gebunden/attributiv)
G624-C033	f112r	f112r.41	5	qokchy	qo	k	ch	0	0	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trocken (unmarkiert/prädikativ)
G624-C020	f112v	f112v.9	7	okchedy	o	k	ch	1	1	HOT_DRY	S	B	1	im o-Rahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C034	f112v	f112v.9	8	qokchdy	qo	k	ch	0	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform
G624-C020	f112v	f112v.10	3	okchedy	o	k	ch	1	1	HOT_DRY	S	B	0	im o-Rahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C028	f112v	f112v.13	3	otchedy	o	t	ch	1	1	COLD_DRY	S	B	0	im o-Rahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C028	f112v	f112v.24	4	otchedy	o	t	ch	1	1	COLD_DRY	S	B	0	im o-Rahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C019	f112v	f112v.38	4	okchey	o	k	ch	1	0	HOT_DRY	S	B	1	im o-Rahmen: heiß-trocken (vorwärts gebunden/attributiv)
G624-C002	f112v	f112v.42	4	kchdy	BARE	k	ch	0	1	HOT_DRY	S	B	1	heiß-trockene Zustands-/Bindungsform
G624-C034	f112v	f112v.42	7	qokchdy	qo	k	ch	0	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform
G624-C010	f112v	f112v.45	4	tchdy	BARE	t	ch	0	1	COLD_DRY	S	B	0	kalt-trockene Zustands-/Bindungsform
G624-C036	f113r	f113r.4	5	qokchedy	qo	k	ch	1	1	HOT_DRY	S	B	0	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C035	f113r	f113r.7	3	qokchey	qo	k	ch	1	0	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trocken (vorwärts gebunden/attributiv)
G624-C028	f113r	f113r.10	11	otchedy	o	t	ch	1	1	COLD_DRY	S	B	1	im o-Rahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C004	f113r	f113r.14	10	kchedy	BARE	k	ch	1	1	HOT_DRY	S	B	0	heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C026	f113r	f113r.21	4	otchdy	o	t	ch	0	1	COLD_DRY	S	B	1	im o-Rahmen: kalt-trockene Zustands-/Bindungsform
G624-C020	f113r	f113r.22	5	okchedy	o	k	ch	1	1	HOT_DRY	S	B	1	im o-Rahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
