axis	context	left_surface	right_surface	same_line_loci	triple_stable_same_line_loci	example_loci	stable_example_loci
E_INSERTION	o:t:ch:d0	otchy	otchey	1	1	f20r.12	f20r.12
E_INSERTION	o:t:ch:d1	otchdy	otchedy	2	1	f48v.9|f85r2.1	f85r2.1
D_INSERTION	o:t:ch:e0	otchy	otchdy	0	0	NONE	NONE
D_INSERTION	o:t:ch:e1	otchey	otchedy	1	1	f105v.9	f105v.9
E_INSERTION	o:t:sh:d0	otshy	otshey	0	0	NONE	NONE
E_INSERTION	o:t:sh:d1	otshdy	otshedy	0	0	NONE	NONE
D_INSERTION	o:t:sh:e0	otshy	otshdy	0	0	NONE	NONE
D_INSERTION	o:t:sh:e1	otshey	otshedy	0	0	NONE	NONE
THERMAL_K_T	qo:ch:e0:d0	qokchy	qotchy	8	6	f10v.5|f115r.38|f18v.4|f18v.9|f21v.2|f24r.12|f32r.5|f44r.9	f18v.4|f18v.9|f21v.2|f24r.12|f32r.5|f44r.9
THERMAL_K_T	qo:ch:e0:d1	qokchdy	qotchdy	2	1	f55r.7|f85r1.8	f85r1.8
THERMAL_K_T	qo:ch:e1:d0	qokchey	qotchey	1	1	f20r.9	f20r.9
THERMAL_K_T	qo:ch:e1:d1	qokchedy	qotchedy	1	1	f115r.43	f115r.43
THERMAL_K_T	qo:sh:e0:d0	qokshy	qotshy	0	0	NONE	NONE
THERMAL_K_T	qo:sh:e0:d1	qokshdy	qotshdy	0	0	NONE	NONE
THERMAL_K_T	qo:sh:e1:d0	qokshey	qotshey	0	0	NONE	NONE
THERMAL_K_T	qo:sh:e1:d1	qokshedy	qotshedy	0	0	NONE	NONE
MOISTURE_CH_SH	qo:k:e0:d0	qokchy	qokshy	0	0	NONE	NONE
MOISTURE_CH_SH	qo:k:e0:d1	qokchdy	qokshdy	0	0	NONE	NONE
MOISTURE_CH_SH	qo:k:e1:d0	qokchey	qokshey	0	0	NONE	NONE
MOISTURE_CH_SH	qo:k:e1:d1	qokchedy	qokshedy	2	0	f115v.3|f83r.14	NONE
MOISTURE_CH_SH	qo:t:e0:d0	qotchy	qotshy	2	2	f19r.1|f25r.3	f19r.1|f25r.3
MOISTURE_CH_SH	qo:t:e0:d1	qotchdy	qotshdy	0	0	NONE	NONE
MOISTURE_CH_SH	qo:t:e1:d0	qotchey	qotshey	1	1	f28v.5	f28v.5
MOISTURE_CH_SH	qo:t:e1:d1	qotchedy	qotshedy	0	0	NONE	NONE
E_INSERTION	qo:k:ch:d0	qokchy	qokchey	0	0	NONE	NONE
E_INSERTION	qo:k:ch:d1	qokchdy	qokchedy	0	0	NONE	NONE
D_INSERTION	qo:k:ch:e0	qokchy	qokchdy	0	0	NONE	NONE
D_INSERTION	qo:k:ch:e1	qokchey	qokchedy	0	0	NONE	NONE
E_INSERTION	qo:k:sh:d0	qokshy	qokshey	0	0	NONE	NONE
E_INSERTION	qo:k:sh:d1	qokshdy	qokshedy	0	0	NONE	NONE
D_INSERTION	qo:k:sh:e0	qokshy	qokshdy	1	0	f106v.18	NONE
D_INSERTION	qo:k:sh:e1	qokshey	qokshedy	0	0	NONE	NONE
E_INSERTION	qo:t:ch:d0	qotchy	qotchey	0	0	NONE	NONE
E_INSERTION	qo:t:ch:d1	qotchdy	qotchedy	0	0	NONE	NONE
D_INSERTION	qo:t:ch:e0	qotchy	qotchdy	0	0	NONE	NONE
D_INSERTION	qo:t:ch:e1	qotchey	qotchedy	0	0	NONE	NONE
E_INSERTION	qo:t:sh:d0	qotshy	qotshey	0	0	NONE	NONE
E_INSERTION	qo:t:sh:d1	qotshdy	qotshedy	0	0	NONE	NONE
D_INSERTION	qo:t:sh:e0	qotshy	qotshdy	0	0	NONE	NONE
D_INSERTION	qo:t:sh:e1	qotshey	qotshedy	0	0	NONE	NONE
WRAPPER_BARE_O	k:ch:e0:d0	kchy	okchy	2	1	f16r.11|f22r.12	f22r.12
WRAPPER_O_QO	k:ch:e0:d0	okchy	qokchy	1	1	f34v.2	f34v.2
WRAPPER_BARE_O	k:ch:e0:d1	kchdy	okchdy	0	0	NONE	NONE
WRAPPER_O_QO	k:ch:e0:d1	okchdy	qokchdy	1	1	f115v.2	f115v.2
WRAPPER_BARE_O	k:ch:e1:d0	kchey	okchey	0	0	NONE	NONE
WRAPPER_O_QO	k:ch:e1:d0	okchey	qokchey	1	1	f107v.38	f107v.38
WRAPPER_BARE_O	k:ch:e1:d1	kchedy	okchedy	0	0	NONE	NONE
WRAPPER_O_QO	k:ch:e1:d1	okchedy	qokchedy	0	0	NONE	NONE
WRAPPER_BARE_O	k:sh:e0:d0	kshy	okshy	0	0	NONE	NONE
WRAPPER_O_QO	k:sh:e0:d0	okshy	qokshy	0	0	NONE	NONE
WRAPPER_BARE_O	k:sh:e0:d1	kshdy	okshdy	0	0	NONE	NONE
WRAPPER_O_QO	k:sh:e0:d1	okshdy	qokshdy	0	0	NONE	NONE
WRAPPER_BARE_O	k:sh:e1:d0	kshey	okshey	0	0	NONE	NONE
WRAPPER_O_QO	k:sh:e1:d0	okshey	qokshey	0	0	NONE	NONE
WRAPPER_BARE_O	k:sh:e1:d1	kshedy	okshedy	0	0	NONE	NONE
WRAPPER_O_QO	k:sh:e1:d1	okshedy	qokshedy	0	0	NONE	NONE
WRAPPER_BARE_O	t:ch:e0:d0	tchy	otchy	2	2	f19r.5|f20r.12	f19r.5|f20r.12
WRAPPER_O_QO	t:ch:e0:d0	otchy	qotchy	2	1	f44r.6|f94v.8	f44r.6
WRAPPER_BARE_O	t:ch:e0:d1	tchdy	otchdy	0	0	NONE	NONE
WRAPPER_O_QO	t:ch:e0:d1	otchdy	qotchdy	0	0	NONE	NONE
WRAPPER_BARE_O	t:ch:e1:d0	tchey	otchey	0	0	NONE	NONE
WRAPPER_O_QO	t:ch:e1:d0	otchey	qotchey	0	0	NONE	NONE
WRAPPER_BARE_O	t:ch:e1:d1	tchedy	otchedy	1	0	f86v3.31	NONE
WRAPPER_O_QO	t:ch:e1:d1	otchedy	qotchedy	0	0	NONE	NONE
WRAPPER_BARE_O	t:sh:e0:d0	tshy	otshy	0	0	NONE	NONE
WRAPPER_O_QO	t:sh:e0:d0	otshy	qotshy	0	0	NONE	NONE
WRAPPER_BARE_O	t:sh:e0:d1	tshdy	otshdy	0	0	NONE	NONE
WRAPPER_O_QO	t:sh:e0:d1	otshdy	qotshdy	0	0	NONE	NONE
WRAPPER_BARE_O	t:sh:e1:d0	tshey	otshey	0	0	NONE	NONE
WRAPPER_O_QO	t:sh:e1:d0	otshey	qotshey	0	0	NONE	NONE
WRAPPER_BARE_O	t:sh:e1:d1	tshedy	otshedy	0	0	NONE	NONE
WRAPPER_O_QO	t:sh:e1:d1	otshedy	qotshedy	0	0	NONE	NONE
