series	locus	present_e_lengths	present_members	present_member_count	triple_stable_members	triple_stable_member_count
CH_DY	f79r.42	1|2	chedy|cheedy	2	chedy	1
CH_DY	f82v.19	0|1	chdy|chedy	2	chedy	1
CH_DY	f85r1.24	1|2	chedy|cheedy	2	cheedy	1
CH_DY	f86v6.3	0|1	chdy|chedy	2	chedy	1
CH_ODY	f104v.28	0|1	chody|cheody	2	chody|cheody	2
CH_ODY	f104v.30	1|2	cheody|cheeody	2	cheeody	1
CH_ODY	f88v.20	0|1	chody|cheody	2	chody|cheody	2
SH_DY	f103r.1	0|1	shdy|shedy	2	shedy	1
SH_DY	f103v.12	1|2	shedy|sheedy	2	shedy|sheedy	2
SH_DY	f106r.36	0|1	shdy|shedy	2	shedy	1
SH_DY	f106r.40	1|2	shedy|sheedy	2	NONE	0
SH_DY	f115v.29	1|2	shedy|sheedy	2	shedy|sheedy	2
SH_DY	f116r.10	0|1|2	shdy|shedy|sheedy	3	shdy|shedy|sheedy	3
SH_DY	f26v.1	0|1	shdy|shedy	2	shedy	1
SH_DY	f39v.7	1|2	shedy|sheedy	2	sheedy	1
SH_DY	f46v.6	1|2	shedy|sheedy	2	NONE	0
SH_DY	f75r.18	1|2	shedy|sheedy	2	shedy|sheedy	2
SH_DY	f76r.12	0|1	shdy|shedy	2	shdy|shedy	2
SH_DY	f76r.23	1|2	shedy|sheedy	2	shedy|sheedy	2
SH_DY	f76r.56	0|1	shdy|shedy	2	shdy	1
SH_DY	f76v.11	1|2	shedy|sheedy	2	shedy|sheedy	2
SH_DY	f77v.25	1|2	shedy|sheedy	2	sheedy	1
SH_DY	f78v.24	1|2	shedy|sheedy	2	shedy|sheedy	2
SH_DY	f78v.26	1|2	shedy|sheedy	2	NONE	0
SH_DY	f81v.8	1|2	shedy|sheedy	2	NONE	0
SH_DY	f82v.26	1|2	shedy|sheedy	2	NONE	0
SH_DY	f83r.11	1|2	shedy|sheedy	2	shedy|sheedy	2
SH_DY	f83r.18	0|1	shdy|shedy	2	shdy|shedy	2
SH_ODY	f106v.6	0|1	shody|sheody	2	shody|sheody	2
K_DY	f111r.37	1|2	kedy|keedy	2	NONE	0
K_DY	f34v.7	1|2	kedy|keedy	2	NONE	0
OK_DY	f108r.29	1|2	okedy|okeedy	2	okedy|okeedy	2
OK_DY	f108r.36	1|2	okedy|okeedy	2	okedy|okeedy	2
OK_DY	f112r.37	1|2	okedy|okeedy	2	okedy	1
OK_DY	f112v.33	2|3	okeedy|okeeedy	2	okeedy	1
OK_DY	f26r.9	1|2	okedy|okeedy	2	okedy|okeedy	2
OK_DY	f34v.10	1|2	okedy|okeedy	2	NONE	0
OK_DY	f46v.5	1|2	okedy|okeedy	2	NONE	0
OK_DY	f94v.9	1|2	okedy|okeedy	2	okedy|okeedy	2
OK_ODY	f102v1.21	0|1	okody|okeody	2	okody	1
OT_DY	f104r.3	1|2	otedy|oteedy	2	otedy|oteedy	2
OT_DY	f105r.18	1|2	otedy|oteedy	2	otedy|oteedy	2
OT_DY	f108r.39	1|2	otedy|oteedy	2	otedy	1
OT_DY	f111r.7	1|2	otedy|oteedy	2	otedy|oteedy	2
OT_DY	f113v.5	1|2	otedy|oteedy	2	NONE	0
OT_DY	f114r.20	1|2	otedy|oteedy	2	otedy|oteedy	2
OT_DY	f115r.1	1|2	otedy|oteedy	2	NONE	0
OT_DY	f116r.18	1|3	otedy|oteeedy	2	otedy|oteeedy	2
OT_DY	f76v.7	1|2	otedy|oteedy	2	otedy|oteedy	2
OT_DY	f78v.8	1|2	otedy|oteedy	2	otedy	1
OT_DY	f79r.33	2|3	oteedy|oteeedy	2	oteedy|oteeedy	2
OT_DY	f85r2.1	1|2	otedy|oteedy	2	otedy	1
