page	locus	section	changed_surfaces	newly_known_positions	meaning_revisions	complete_before	complete_after	strict_complete_after	zl3b_line	old_translation_de	new_translation_de
f102v1	f102v1.20	P	shey|qokeey|okeey	1	2	0	0	0	soiin shey qokeey qoeeol qokeody sheody qoeteey okeey dam	Samen/Saatgutzubereitung, Form III | feucht, attributiv gebunden | [qokeey:?] | [qoeeol:?] | [qokeody:?] | [sheody:?] | [qoeteey:?] | heißer Ansatz, Bindungsstufe II | [dam:?]	Samen/Saatgutzubereitung, Form III | feucht in der Mitte des Grades | heiß am Ende des Grades | [qoeeol:?] | [qokeody:?] | [sheody:?] | [qoeteey:?] | heißer Ansatz am Ende des Grades | [dam:?]
f102v1	f102v1.22	P	okchy	1	0	0	0	0	ykeeody chodaiin qokeos cheol qool chsey oteody okchy	[ykeeody:?] | [chodaiin:?] | [qokeos:?] | trockener Drogenstoff | [qool:?] | [chsey:?] | [oteody:?] | [okchy:?]	[ykeeody:?] | [chodaiin:?] | [qokeos:?] | trockener Drogenstoff | [qool:?] | [chsey:?] | [oteody:?] | heiß-trockener Ansatz am Anfang des Grades
f102v1	f102v1.23	P	qokey	1	0	0	0	0	ksheody sho qokey sheody qockhey olcheor odain okchody	[ksheody:?] | feuchter Ansatz | [qokey:?] | [sheody:?] | [qockhey:?] | [olcheor:?] | [odain:?] | [okchody:?]	[ksheody:?] | feuchter Ansatz | heiß in der Mitte des Grades | [sheody:?] | [qockhey:?] | [olcheor:?] | [odain:?] | [okchody:?]
f102v1	f102v1.7	P	shey	0	1	0	0	0	poaiin ockhey pchol doiin shey shockhsy sheocthy qokeody	Pulverzubereitung, Charge III | [ockhey:?] | trockener Pulverstoff/Trockengut | Zubereitungsmaß, Form III | feucht, attributiv gebunden | [shockhsy:?] | attributiv feuchte CTH-Drogenzubereitung | [qokeody:?]	Pulverzubereitung, Charge III | [ockhey:?] | trockener Pulverstoff/Trockengut | Zubereitungsmaß, Form III | feucht in der Mitte des Grades | [shockhsy:?] | attributiv feuchte CTH-Drogenzubereitung | [qokeody:?]
f102v1	f102v1.8	P	chey|qokey	2	0	0	0	0	dairn ol chey ctheol qokeor os aiin cheor qokey choky	[dairn:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [chey:?] | [ctheol:?] | [qokeor:?] | [os:?] | Menge III | trockener Drogenteil | [qokey:?] | heiß-trockene Zubereitung, Grundform	[dairn:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades | [ctheol:?] | [qokeor:?] | [os:?] | Menge III | trockener Drogenteil | heiß in der Mitte des Grades | heiß-trockene Zubereitung, Grundform
f102v2	f102v2.18	P	shy	0	1	0	0	0	ocheos chyokeor okeol okeol shy y	[ocheos:?] | [chyokeor:?] | [okeol:?] | [okeol:?] | feucht, Grundform | [y:?]	[ocheos:?] | [chyokeor:?] | [okeol:?] | [okeol:?] | feucht am Anfang des Grades | [y:?]
f102v2	f102v2.20	P	qokeey	1	0	0	0	0	qokeor cho keeol okeeey qokeody chockhey qokeey dol ol sheeoy tody cheoc	[qokeor:?] | [cho:?] | [keeol:?] | [okeeey:?] | [qokeody:?] | [chockhey:?] | [qokeey:?] | Materialmaß | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [sheeoy:?] | [tody:?] | [cheoc:?]	[qokeor:?] | [cho:?] | [keeol:?] | [okeeey:?] | [qokeody:?] | [chockhey:?] | heiß am Ende des Grades | Materialmaß | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [sheeoy:?] | [tody:?] | [cheoc:?]
f102v2	f102v2.21	P	chey|keey	2	0	0	0	0	ycheey s od eey okeeor cheol os oiin oeees okear chey keey saiin oteo	[ycheey:?] | [s:?] | [od:?] | [eey:?] | [okeeor:?] | trockener Drogenstoff | [os:?] | Zubereitungsform III | [oeees:?] | [okear:?] | [chey:?] | [keey:?] | Samen/Saatgut, Typ/Charge III | [oteo:?]	[ycheey:?] | [s:?] | [od:?] | [eey:?] | [okeeor:?] | trockener Drogenstoff | [os:?] | Zubereitungsform III | [oeees:?] | [okear:?] | trocken in der Mitte des Grades | heiß am Ende des Grades | Samen/Saatgut, Typ/Charge III | [oteo:?]
f102v2	f102v2.22	P	sheey	0	1	0	0	0	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho	Grad-/Maßwert II | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge III | trockener Drogenstoff | [s:?] | [oiir:?] | trocken; nominal trockenes Gut/Material | feucht, Bindungsstufe II | [qockhy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [keo:?] | [r:?] | [okeody:?] | [okeor:?] | [cho:?]	Grad-/Maßwert II | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge III | trockener Drogenstoff | [s:?] | [oiir:?] | trocken; nominal trockenes Gut/Material | feucht am Ende des Grades | [qockhy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [keo:?] | [r:?] | [okeody:?] | [okeor:?] | [cho:?]
f102v2	f102v2.23	P	okey|okey|shey|okey	3	1	0	0	0	okey okey shey okey oiees or eey	[okey:?] | [okey:?] | feucht, attributiv gebunden | [okey:?] | [oiees:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [eey:?]	heißer Ansatz in der Mitte des Grades | heißer Ansatz in der Mitte des Grades | feucht in der Mitte des Grades | heißer Ansatz in der Mitte des Grades | [oiees:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [eey:?]
f102v2	f102v2.30	P	oteey|sheey	1	1	0	0	0	pydchy odiy pcheady qoekeey oteey qokeod sheey opaiin deear	[pydchy:?] | [odiy:?] | [pcheady:?] | [qoekeey:?] | [oteey:?] | [qokeod:?] | feucht, Bindungsstufe II | [opaiin:?] | [deear:?]	[pydchy:?] | [odiy:?] | [pcheady:?] | [qoekeey:?] | kalter Ansatz am Ende des Grades | [qokeod:?] | feucht am Ende des Grades | [opaiin:?] | [deear:?]
f102v2	f102v2.32	P	oky	0	1	0	0	0	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy	[dar:?] | trockener Drogenteil | [shoar:?] | [okeol:?] | [shoy:?] | [s:?] | [ar:?] | heißer Ansatz, Grundform | [cheeor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | Saatgut in Grundform	[dar:?] | trockener Drogenteil | [shoar:?] | [okeol:?] | [shoy:?] | [s:?] | [ar:?] | heißer Ansatz am Anfang des Grades | [cheeor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | Saatgut in Grundform
f102v2	f102v2.33	P	ky	1	0	0	0	0	qokeor sho keeeos cheor o s al chos aiiin o ky okaraiin	[qokeor:?] | feuchter Ansatz | [keeeos:?] | trockener Drogenteil | [o:?] | [s:?] | [al:?] | [chos:?] | Menge-/Klassenwert IV | [o:?] | [ky:?] | [okaraiin:?]	[qokeor:?] | feuchter Ansatz | [keeeos:?] | trockener Drogenteil | [o:?] | [s:?] | [al:?] | [chos:?] | Menge-/Klassenwert IV | [o:?] | heiß am Anfang des Grades | [okaraiin:?]
f102v2	f102v2.34	P	okey	1	0	0	0	0	sorshey okeeor sheockhey qokeos okchol ctheor okey sal	[sorshey:?] | [okeeor:?] | [sheockhey:?] | [qokeos:?] | [okchol:?] | [ctheor:?] | [okey:?] | Saat-Rohstoff I	[sorshey:?] | [okeeor:?] | [sheockhey:?] | [qokeos:?] | [okchol:?] | [ctheor:?] | heißer Ansatz in der Mitte des Grades | Saat-Rohstoff I
f102v2	f102v2.35	P	qoky	0	1	0	0	0	ychor sheol por sheeor shekeey qoky cheo teody qokeol daiin	[ychor:?] | feuchtes Material | Pulverportion | [sheeor:?] | [shekeey:?] | heiße Grundform | trocken angesetzte Zubereitung | [teody:?] | [qokeol:?] | Qualitätsgrad III	[ychor:?] | feuchtes Material | Pulverportion | [sheeor:?] | [shekeey:?] | heiß am Anfang des Grades | trocken angesetzte Zubereitung | [teody:?] | [qokeol:?] | Qualitätsgrad III
f102v2	f102v2.36	P	cheey|okeey|okey|okey|okeey	3	2	0	0	0	okeeor cheey okeey sor eeey okey okey okeey qokeor	[okeeor:?] | [cheey:?] | heißer Ansatz, Bindungsstufe II | Samenportion | [eeey:?] | [okey:?] | [okey:?] | heißer Ansatz, Bindungsstufe II | [qokeor:?]	[okeeor:?] | trocken am Ende des Grades | heißer Ansatz am Ende des Grades | Samenportion | [eeey:?] | heißer Ansatz in der Mitte des Grades | heißer Ansatz in der Mitte des Grades | heißer Ansatz am Ende des Grades | [qokeor:?]
f102v2	f102v2.37	P	chey|qokeey	2	0	0	0	0	tchor ar chey kor or cthey qoeeey qokeey okeoroly sar	[tchor:?] | [ar:?] | [chey:?] | [kor:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | [qoeeey:?] | [qokeey:?] | [okeoroly:?] | Samenfraktion I	[tchor:?] | [ar:?] | trocken in der Mitte des Grades | [kor:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | [qoeeey:?] | heiß am Ende des Grades | [okeoroly:?] | Samenfraktion I
f102v2	f102v2.38	P	cheey|okey	2	0	0	0	0	dar cheey ckheey qokeor okey chos sho ykeey okeeo rain	[dar:?] | [cheey:?] | [ckheey:?] | [qokeor:?] | [okey:?] | [chos:?] | feuchter Ansatz | [ykeey:?] | [okeeo:?] | [rain:?]	[dar:?] | trocken am Ende des Grades | [ckheey:?] | [qokeor:?] | heißer Ansatz in der Mitte des Grades | [chos:?] | feuchter Ansatz | [ykeey:?] | [okeeo:?] | [rain:?]
f103r	f103r.1	S	shdy|otey|qoteey|shedy	3	1	0	0	0	pchedal shdy ytechypchy otey lshey qoteey qotal shedy yshdal dain okal daldy	[pchedal:?] | [shdy:?] | [ytechypchy:?] | [otey:?] | eingeweichtes Drogenholz, Form I | kalt, Bindungsstufe II | [qotal:?] | [shedy:?] | [yshdal:?] | Grad-/Maßwert II | Ansatz aus heißem Rohstoff, Form I | [daldy:?]	[pchedal:?] | feucht am Anfang des Grades, abgeschlossen | [ytechypchy:?] | kalter Ansatz in der Mitte des Grades | eingeweichtes Drogenholz, Form I | kalt am Ende des Grades | [qotal:?] | feucht in der Mitte des Grades, abgeschlossen | [yshdal:?] | Grad-/Maßwert II | Ansatz aus heißem Rohstoff, Form I | [daldy:?]
f103r	f103r.10	S	shedy|shedy|oteedy	3	0	0	0	0	daiin ol oain okeol chol okam chety shedy otaiin shedy teolshy oteedy sor ain	Grad-/Maßwert III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [oain:?] | [okeol:?] | trocken; nominal trockenes Gut/Material | [okam:?] | trocken-kalte gebundene Form | [shedy:?] | kalt im Zubereitungsrahmen, Grad III | [shedy:?] | [teolshy:?] | [oteedy:?] | Samenportion | Menge-/Klassenwert II	Grad-/Maßwert III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [oain:?] | [okeol:?] | trocken; nominal trockenes Gut/Material | [okam:?] | trocken-kalte gebundene Form | feucht in der Mitte des Grades, abgeschlossen | kalt im Zubereitungsrahmen, Grad III | feucht in der Mitte des Grades, abgeschlossen | [teolshy:?] | kalter Ansatz am Ende des Grades, abgeschlossen | Samenportion | Menge-/Klassenwert II
f103r	f103r.11	S	oteey|chey|shey|key	3	1	0	0	0	dar oteey otain lolshedy okain chey qorain shey otoy qokeol key dayky	[dar:?] | [oteey:?] | kalt im Zubereitungsrahmen, Grad II | [lolshedy:?] | heiß im Zubereitungsrahmen, Grad II | [chey:?] | [qorain:?] | feucht, attributiv gebunden | [otoy:?] | [qokeol:?] | [key:?] | [dayky:?]	[dar:?] | kalter Ansatz am Ende des Grades | kalt im Zubereitungsrahmen, Grad II | [lolshedy:?] | heiß im Zubereitungsrahmen, Grad II | trocken in der Mitte des Grades | [qorain:?] | feucht in der Mitte des Grades | [otoy:?] | [qokeol:?] | heiß in der Mitte des Grades | [dayky:?]
f103r	f103r.12	S	shey|oteey|keedy|otedy	2	2	0	0	0	oain shey shckhy oteey qokeol keedy shar aiin otedy	[oain:?] | feucht, attributiv gebunden | [shckhy:?] | [oteey:?] | [qokeol:?] | [keedy:?] | [shar:?] | Menge III | gekühlter Ansatz	[oain:?] | feucht in der Mitte des Grades | [shckhy:?] | kalter Ansatz am Ende des Grades | [qokeol:?] | heiß am Ende des Grades, abgeschlossen | [shar:?] | Menge III | kalter Ansatz in der Mitte des Grades, abgeschlossen
f103r	f103r.13	S	qotedy|okeey|chedy|tshdy	2	2	0	0	0	podar sheor qotedy okeey qokar checkhy qokain chedy pchdy tshdy dal kasol	[podar:?] | [sheor:?] | [qotedy:?] | heißer Ansatz, Bindungsstufe II | heiße Portion | [checkhy:?] | heiß, Grad II | getrockneter Zustand | Pulver, getrocknete Kurz-/Kompaktform | [tshdy:?] | [dal:?] | [kasol:?]	[podar:?] | [sheor:?] | kalt in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades | heiße Portion | [checkhy:?] | heiß, Grad II | trocken in der Mitte des Grades, abgeschlossen | Pulver, getrocknete Kurz-/Kompaktform | kalt und feucht am Anfang des Grades, abgeschlossen | [dal:?] | [kasol:?]
f103r	f103r.14	S	chedy|qoky|shey|chey|qoky	1	4	0	0	0	okain shekain chedy qokeechy qoky shey lol s aiin chey eekain chcthy qoky	heiß im Zubereitungsrahmen, Grad II | [shekain:?] | getrockneter Zustand | [qokeechy:?] | heiße Grundform | feucht, attributiv gebunden | Holzstoff | [s:?] | Menge III | [chey:?] | [eekain:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | heiße Grundform	heiß im Zubereitungsrahmen, Grad II | [shekain:?] | trocken in der Mitte des Grades, abgeschlossen | [qokeechy:?] | heiß am Anfang des Grades | feucht in der Mitte des Grades | Holzstoff | [s:?] | Menge III | trocken in der Mitte des Grades | [eekain:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | heiß am Anfang des Grades
f103r	f103r.15	S	qotedy|qokeey|qotey	3	0	0	0	0	qotedy qokeey shol qotey shkaiin	[qotedy:?] | [qokeey:?] | feucht; nominal feuchtes Gut/Material | [qotey:?] | [shkaiin:?]	kalt in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | feucht; nominal feuchtes Gut/Material | kalt in der Mitte des Grades | [shkaiin:?]
f103r	f103r.16	S	cheey|okeey|oteedy|tchey	3	1	0	0	0	dshol sholkar shdaiin cheey rar okeey shcfhedy opcheol oteedy tchey shky	[dshol:?] | [sholkar:?] | [shdaiin:?] | [cheey:?] | Wurzelfraktion I | heißer Ansatz, Bindungsstufe II | [shcfhedy:?] | [opcheol:?] | [oteedy:?] | [tchey:?] | [shky:?]	[dshol:?] | [sholkar:?] | [shdaiin:?] | trocken am Ende des Grades | Wurzelfraktion I | heißer Ansatz am Ende des Grades | [shcfhedy:?] | [opcheol:?] | kalter Ansatz am Ende des Grades, abgeschlossen | kalt und trocken in der Mitte des Grades | [shky:?]
f103r	f103r.17	S	shey|qokey|keedy|qokeey|oty	3	2	0	0	0	sar shey qokey keedy qokeey chckhy qokal oty or aiin	Samenfraktion I | feucht, attributiv gebunden | [qokey:?] | [keedy:?] | [qokeey:?] | [chckhy:?] | heiße Substanz | kalter Ansatz, Grundform | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge III	Samenfraktion I | feucht in der Mitte des Grades | heiß in der Mitte des Grades | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades | [chckhy:?] | heiße Substanz | kalter Ansatz am Anfang des Grades | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge III
f103r	f103r.19	S	chey|shey|chedy	1	2	0	0	0	okaiin chey qoy shey qokaiin chedy qokain oteol lkar okaral lkldy lr	heiß, Grad III, im Ansatzrahmen | [chey:?] | [qoy:?] | feucht, attributiv gebunden | heiß, Grad III | getrockneter Zustand | heiß, Grad II | [oteol:?] | [lkar:?] | [okaral:?] | [lkldy:?] | [lr:?]	heiß, Grad III, im Ansatzrahmen | trocken in der Mitte des Grades | [qoy:?] | feucht in der Mitte des Grades | heiß, Grad III | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad II | [oteol:?] | [lkar:?] | [okaral:?] | [lkldy:?] | [lr:?]
f103r	f103r.2	S	chdy|otchy|chedy	2	1	0	0	0	dain shek chdy daloky opchedy peshol chep ar otchy sal lkeey sar ain ok chedy	Grad-/Maßwert II | [shek:?] | [chdy:?] | [daloky:?] | [opchedy:?] | [peshol:?] | trockenes Pulver | [ar:?] | [otchy:?] | Saat-Rohstoff I | [lkeey:?] | Samenfraktion I | Menge-/Klassenwert II | [ok:?] | getrockneter Zustand	Grad-/Maßwert II | [shek:?] | trocken am Anfang des Grades, abgeschlossen | [daloky:?] | [opchedy:?] | [peshol:?] | trockenes Pulver | [ar:?] | kalt-trockener Ansatz am Anfang des Grades | Saat-Rohstoff I | [lkeey:?] | Samenfraktion I | Menge-/Klassenwert II | [ok:?] | trocken in der Mitte des Grades, abgeschlossen
f103r	f103r.20	S	shey|shedy	1	1	0	0	0	ychain shckhy qokaiin shey qokaiin shedy olor	[ychain:?] | [shckhy:?] | heiß, Grad III | feucht, attributiv gebunden | heiß, Grad III | [shedy:?] | Zutat	[ychain:?] | [shckhy:?] | heiß, Grad III | feucht in der Mitte des Grades | heiß, Grad III | feucht in der Mitte des Grades, abgeschlossen | Zutat
