surface	working_meaning_de	source	strength	scope_state	priority
cthaiin	Blatt-/Krautgut, Menge/Klasse III	V13:PART_VALUE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
cthain	Blatt-/Krautgut, Menge/Klasse II	V13:PART_VALUE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
cthan	Blatt-/Krautgut, Menge/Klasse I	V13:PART_VALUE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
cthar	CTH-Drogenfraktion I; im Herbal Blatt-/Krautfraktion I	GDT639:ROUND_04	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	KNOWN_EXACT_WHOLE	120
ctheey	CTH-Drogenmaterial, Form II	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
cthey	CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I	GDT638:ROUND_03	EXACT_WHOLE_SURFACE_PROMOTION	KNOWN_EXACT_WHOLE	110
cthoiin	Blatt-/Krautzubereitung, Form III	GDT638:ROUND_01	EXACT_WHOLE_SURFACE_PROMOTION	KNOWN_EXACT_WHOLE	110
cthol	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	GDT644:ROUND_02	EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION	KNOWN_EXACT_WHOLE	125
cthom	eine Handvoll Blatt- oder Krautansatz	GDT645:ROUND_05	EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION	KNOWN_EXACT_WHOLE	125
cthor	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	GDT638:ROUND_04	EXACT_WHOLE_SURFACE_PROMOTION	KNOWN_EXACT_WHOLE	110
cthy	CTH-Drogenmaterial	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
daiiin	Grad-/Maßwert IV	V13:CONTEXTUAL_VALUE_SERIES	CONTEXTUAL_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
daiin	Grad-/Maßwert III	V13:CONTEXTUAL_VALUE_SERIES	CONTEXTUAL_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
dain	Grad-/Maßwert II	V13:CONTEXTUAL_VALUE_SERIES	CONTEXTUAL_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
daltedy	abgekühltes Material	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
dan	Grad-/Maßwert I	V13:CONTEXTUAL_VALUE_SERIES	CONTEXTUAL_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
dchol	Maß trockenen Materials	GDT639:ROUND_02	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	KNOWN_EXACT_WHOLE	120
doiin	Zubereitungsmaß, Form III	GDT638:ROUND_10	EXACT_WHOLE_SURFACE_PROMOTION	KNOWN_EXACT_WHOLE	110
dol	Materialmaß	GDT638:ROUND_11	EXACT_WHOLE_SURFACE_PROMOTION	KNOWN_EXACT_WHOLE	110
dolshedy	eingeweichtes Material	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
dory	abgemessene Portion	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
ety	gekühlt	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
kaiiin	heiß, Grad IV	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
kaiin	heiß, Grad III	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
kain	heiß, Grad II	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
kan	heiß, Grad I	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
kchdy	heiß und trocken am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
kchedy	heiß und trocken in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
kcheedy	heiß und trocken am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION_READER_WARNING	ZL3B_QUALITY_SUBDEGREE_READER_WARNING	KNOWN_READER_VARIANT_WHOLE	130
kcheey	heiß und trocken am Ende des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
kchey	heiß und trocken in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
kcho	Zubereitung: heiß und trocken	GDT638:ROUND_07	EXACT_WHOLE_SURFACE_PROMOTION	KNOWN_EXACT_WHOLE	110
kchy	heiß und trocken am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
kedy	heiß in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
keedy	heiß am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
keey	heiß am Ende des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
key	heiß in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
kol	heiß; nominal heißes Gut/Material	V13:HOT_OL_FORM	NEW_PRIMARY_DEFAULT	KNOWN_CONTEXT_LICENSED	60
kshdy	heiß und feucht am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
kshedy	heiß und feucht in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
ksheey	heiß und feucht am Ende des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
kshey	heiß und feucht in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
kshy	heiß und feucht am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
ky	heiß am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
laiin	Drogenholz, Typ/Charge III	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lair	Holzfraktion II	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lal	Holzrohstoff I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lam	Drogenholz: Maß-/Einheitsform I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lar	Holzfraktion I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lchdy	Drogenholz, getrocknete Kurz-/Kompaktform	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lchedy	getrocknetes Drogenholz	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lcheey	Drogenholz, trocken gebunden, Form II	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lcheo	trockene Drogenholzzubereitung/Trockenansatz	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lchey	Drogenholz, trocken gebunden, Form I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lchol	trockener Drogenholzstoff/Trockengut	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lchy	Drogenholz, trockene Grundform	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lkealy	erwärmte Flüssigkeit	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
loaiin	Drogenholzzubereitung, Charge III	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lodaiin	Drogenholzzubereitung, Dosis III	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lody	Drogenholz, fertig aufbereitet	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
loiiin	Drogenholz: Formklasse IV	GDT637:ATTESTED_LADDER_CELL	SCOPED_LADDER_EXTENSION	KNOWN_EXACT_WHOLE	100
loiin	Drogenholzzubereitung, Form III	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lol	Holzstoff	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lolchedy	getrockneter Drogenholzstoff/-ansatz	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lor	Holzportion	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
loraiin	Holzportion III	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
loral	Holz-Rohstoffportion	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lshedy	eingeweichtes Drogenholz	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lshey	eingeweichtes Drogenholz, Form I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
ly	rohes Drogenholz	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
oaiin	Ansatzmenge III	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
oaiir	Zubereitung, Teil-/Sortierklasse III	GDT638:ROUND_12	EXACT_WHOLE_SURFACE_PROMOTION	KNOWN_EXACT_WHOLE	110
octhey	CTH-Zubereitung/Ansatz, Form I	V13:CTH_PREPARATION_FORM_I	NEW_V10_CONCRETE_DEFAULT	KNOWN_CONTEXT_LICENSED	60
octhy	CTH-Zubereitung/Ansatz, Grundform	V13:CTH_PREPARATION_BASE	NEW_V10_CONCRETE_DEFAULT	KNOWN_CONTEXT_LICENSED	60
odaiim	Ansatzmaß III	GDT639:ROUND_06	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	KNOWN_EXACT_WHOLE	120
oiin	Zubereitungsform III	GDT643:ROUND_02	EXACT_ZL3B_WHOLE_EXPOSED_HOLE	KNOWN_EXACT_WHOLE	124
okaiiin	heiß im Zubereitungsrahmen, Grad IV	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
okaiin	heiß, Grad III, im Ansatzrahmen	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
okain	heiß im Zubereitungsrahmen, Grad II	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
okal	Ansatz aus heißem Rohstoff, Form I	GDT640:ROUND_03	EXACT_WHOLE_SURFACE_DOWNSTREAM_PREDICTION	KNOWN_EXACT_WHOLE	121
okan	heiß im Zubereitungsrahmen, Grad I	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
okchdy	heiß-trockener Ansatz am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okchedy	heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okcheey	heiß-trockener Ansatz am Ende des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okchey	heiß-trockener Ansatz in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okchy	heiß-trockener Ansatz am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okdy	heißer Ansatz am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okedy	heißer Ansatz in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okeedy	heißer Ansatz am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okeey	heißer Ansatz am Ende des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okey	heißer Ansatz in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okshdy	heiß-feuchter Ansatz am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okshedy	heiß-feuchter Ansatz in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okshey	heiß-feuchter Ansatz in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okshy	heiß-feuchter Ansatz am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
oky	heißer Ansatz am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	V13:QUALITY_STATE_MATERIAL_CARRIER	NEW_PRIMARY_DEFAULT	AMBIGUOUS_ACTIVE_RIVAL	60
olkam	heißes Material [terminal-M]	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
olor	Zutat	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
or	Teil-/Nominalträger; genaue Basisbedeutung offen	V13:NOMINAL_PART_CARRIER	NEW_CONTEXT_SPLIT	AMBIGUOUS_ACTIVE_RIVAL	60
oraiin	Portion III	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
oshctho	im o-Rahmen feuchte cth-Pflanzenteilform; Endung o offen	V13:WRAPPED_MOIST_CTH_PART	NEW_LOW_SINGLETON_DEFAULT	KNOWN_CONTEXT_LICENSED	60
otaiiin	kalt im Zubereitungsrahmen, Grad IV	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
otaiin	kalt im Zubereitungsrahmen, Grad III	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
otain	kalt im Zubereitungsrahmen, Grad II	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
otal	Ansatz aus kaltem Rohstoff, Form I	GDT644:ROUND_01	EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION	KNOWN_EXACT_WHOLE	125
otan	kalt im Zubereitungsrahmen, Grad I	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
otchdy	kalt-trockener Ansatz am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
otchedy	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
otcheedy	kalt-trockener Ansatz am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION_READER_WARNING	ZL3B_QUALITY_SUBDEGREE_READER_WARNING	KNOWN_READER_VARIANT_WHOLE	130
otcheey	kalt-trockener Ansatz am Ende des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
otchey	kalt-trockener Ansatz in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
otchol	kalt-trockener Zubereitungsstoff	GDT638:ROUND_06	EXACT_WHOLE_SURFACE_PROMOTION	KNOWN_EXACT_WHOLE	110
otchor	kalt-trockene Drogenportion im Ansatz	GDT645:ROUND_02	EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION	KNOWN_EXACT_WHOLE	125
otchy	kalt-trockener Ansatz am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
otdy	kalter Ansatz am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
otedy	kalter Ansatz in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
oteedy	kalter Ansatz am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
oteey	kalter Ansatz am Ende des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
otey	kalter Ansatz in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
