cell_id	family	surface	composition	old_meaning_de	new_meaning_de	decision	zl3b_occurrences	pages	reader_exact_occurrences	split_normalized_occurrences	reader_variant_occurrences	reader_anchor
G647-C36	QUALITY_COMPOUND_O_CARRIER	otcheedy	o+t+ch+ee+d+y	UNKNOWN_SURFACE	kalt-trockener Ansatz am Ende des Grades, abgeschlossen	ADD_V24_READER_WARNING_WHOLE	1	1	0	0	1	ZL3B_READER_VARIANT_ONLY
G647-C37	QUALITY_COMPOUND_O_CARRIER	otshy	o+t+sh+y	UNKNOWN_SURFACE	kalt-feuchter Ansatz am Anfang des Grades	ADD_V24_EXACT_WHOLE	4	4	4	4	0	ALL_READER_EXACT
G647-C38	QUALITY_COMPOUND_O_CARRIER	otshey	o+t+sh+e+y	UNKNOWN_SURFACE	kalt-feuchter Ansatz in der Mitte des Grades	ADD_V24_EXACT_WHOLE	7	6	6	6	1	ALL_READER_EXACT
G647-C39	QUALITY_COMPOUND_O_CARRIER	otshdy	o+t+sh+d+y	UNKNOWN_SURFACE	kalt-feuchter Ansatz am Anfang des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	3	3	2	2	1	ALL_READER_EXACT
G647-C40	QUALITY_COMPOUND_O_CARRIER	otshedy	o+t+sh+e+d+y	UNKNOWN_SURFACE	kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	7	7	4	4	3	ALL_READER_EXACT
G647-C41	QUALITY_COMPOUND_QO_CARRIER	qokchy	qo+k+ch+y	heiß-trocken	heiß und trocken am Anfang des Grades	REVISE_V23_EXACT_WHOLE	64	50	58	59	5	ALL_READER_EXACT
G647-C42	QUALITY_COMPOUND_QO_CARRIER	qokchey	qo+k+ch+e+y	UNKNOWN_SURFACE	heiß und trocken in der Mitte des Grades	ADD_V24_EXACT_WHOLE	25	16	24	24	1	ALL_READER_EXACT
G647-C43	QUALITY_COMPOUND_QO_CARRIER	qokcheey	qo+k+ch+ee+y	UNKNOWN_SURFACE	heiß und trocken am Ende des Grades	ADD_V24_EXACT_WHOLE	2	2	2	2	0	ALL_READER_EXACT
G647-C44	QUALITY_COMPOUND_QO_CARRIER	qokchdy	qo+k+ch+d+y	UNKNOWN_SURFACE	heiß und trocken am Anfang des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	49	33	29	29	20	ALL_READER_EXACT
G647-C45	QUALITY_COMPOUND_QO_CARRIER	qokchedy	qo+k+ch+e+d+y	UNKNOWN_SURFACE	heiß und trocken in der Mitte des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	39	21	27	27	12	ALL_READER_EXACT
G647-C46	QUALITY_COMPOUND_QO_CARRIER	qokcheedy	qo+k+ch+ee+d+y	UNKNOWN_SURFACE	heiß und trocken am Ende des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	2	2	1	1	1	ALL_READER_EXACT
G647-C47	QUALITY_COMPOUND_QO_CARRIER	qokshy	qo+k+sh+y	UNKNOWN_SURFACE	heiß und feucht am Anfang des Grades	ADD_V24_EXACT_WHOLE	9	9	7	7	2	ALL_READER_EXACT
G647-C48	QUALITY_COMPOUND_QO_CARRIER	qokshey	qo+k+sh+e+y	UNKNOWN_SURFACE	heiß und feucht in der Mitte des Grades	ADD_V24_EXACT_WHOLE	8	7	5	5	3	ALL_READER_EXACT
G647-C49	QUALITY_COMPOUND_QO_CARRIER	qokshdy	qo+k+sh+d+y	UNKNOWN_SURFACE	heiß und feucht am Anfang des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	4	4	2	2	2	ALL_READER_EXACT
G647-C50	QUALITY_COMPOUND_QO_CARRIER	qokshedy	qo+k+sh+e+d+y	UNKNOWN_SURFACE	heiß und feucht in der Mitte des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	10	8	7	7	3	ALL_READER_EXACT
G647-C51	QUALITY_COMPOUND_QO_CARRIER	qoksheedy	qo+k+sh+ee+d+y	UNKNOWN_SURFACE	heiß und feucht am Ende des Grades, abgeschlossen	ADD_V24_READER_WARNING_WHOLE	1	1	0	1	0	ZL3B_READER_VARIANT_ONLY
G647-C52	QUALITY_COMPOUND_QO_CARRIER	qotchy	qo+t+ch+y	kalt-trocken	kalt und trocken am Anfang des Grades	REVISE_V23_EXACT_WHOLE	61	47	55	55	6	ALL_READER_EXACT
G647-C53	QUALITY_COMPOUND_QO_CARRIER	qotchey	qo+t+ch+e+y	UNKNOWN_SURFACE	kalt und trocken in der Mitte des Grades	ADD_V24_EXACT_WHOLE	18	15	18	18	0	ALL_READER_EXACT
G647-C54	QUALITY_COMPOUND_QO_CARRIER	qotcheey	qo+t+ch+ee+y	UNKNOWN_SURFACE	kalt und trocken am Ende des Grades	ADD_V24_READER_WARNING_WHOLE	1	1	0	0	1	ZL3B_READER_VARIANT_ONLY
G647-C55	QUALITY_COMPOUND_QO_CARRIER	qotchdy	qo+t+ch+d+y	UNKNOWN_SURFACE	kalt und trocken am Anfang des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	21	17	19	19	2	ALL_READER_EXACT
G647-C56	QUALITY_COMPOUND_QO_CARRIER	qotchedy	qo+t+ch+e+d+y	UNKNOWN_SURFACE	kalt und trocken in der Mitte des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	24	13	17	19	5	ALL_READER_EXACT
G647-C57	QUALITY_COMPOUND_QO_CARRIER	qotcheedy	qo+t+ch+ee+d+y	UNKNOWN_SURFACE	kalt und trocken am Ende des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	3	3	3	3	0	ALL_READER_EXACT
G647-C58	QUALITY_COMPOUND_QO_CARRIER	qotshy	qo+t+sh+y	UNKNOWN_SURFACE	kalt und feucht am Anfang des Grades	ADD_V24_EXACT_WHOLE	5	5	4	4	1	ALL_READER_EXACT
G647-C59	QUALITY_COMPOUND_QO_CARRIER	qotshey	qo+t+sh+e+y	UNKNOWN_SURFACE	kalt und feucht in der Mitte des Grades	ADD_V24_EXACT_WHOLE	2	2	2	2	0	ALL_READER_EXACT
G647-C60	QUALITY_COMPOUND_QO_CARRIER	qotshdy	qo+t+sh+d+y	UNKNOWN_SURFACE	kalt und feucht am Anfang des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	3	3	3	3	0	ALL_READER_EXACT
G647-C61	QUALITY_COMPOUND_QO_CARRIER	qotshedy	qo+t+sh+e+d+y	UNKNOWN_SURFACE	kalt und feucht in der Mitte des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	3	3	2	2	1	ALL_READER_EXACT
G647-C62	MOISTURE_QUALITY_DIRECT	chy	ch+y	trocken, Grundform	trocken am Anfang des Grades	REVISE_V23_EXACT_WHOLE	162	96	114	114	48	ALL_READER_EXACT
G647-C63	MOISTURE_QUALITY_DIRECT	chey	ch+e+y	UNKNOWN_SURFACE	trocken in der Mitte des Grades	ADD_V24_EXACT_WHOLE	314	100	282	283	31	ALL_READER_EXACT
G647-C64	MOISTURE_QUALITY_DIRECT	cheey	ch+ee+y	UNKNOWN_SURFACE	trocken am Ende des Grades	ADD_V24_EXACT_WHOLE	158	64	137	137	21	ALL_READER_EXACT
G647-C65	MOISTURE_QUALITY_DIRECT	chdy	ch+d+y	UNKNOWN_SURFACE	trocken am Anfang des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	133	59	89	89	44	ALL_READER_EXACT
G647-C66	MOISTURE_QUALITY_DIRECT	chedy	ch+e+d+y	getrockneter Zustand	trocken in der Mitte des Grades, abgeschlossen	REVISE_V23_EXACT_WHOLE	470	74	296	296	174	ALL_READER_EXACT
G647-C67	MOISTURE_QUALITY_DIRECT	cheedy	ch+ee+d+y	UNKNOWN_SURFACE	trocken am Ende des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	56	29	39	39	17	ALL_READER_EXACT
G647-C68	MOISTURE_QUALITY_DIRECT	shy	sh+y	feucht, Grundform	feucht am Anfang des Grades	REVISE_V23_EXACT_WHOLE	95	64	67	68	27	ALL_READER_EXACT
G647-C69	MOISTURE_QUALITY_DIRECT	shey	sh+e+y	feucht, attributiv gebunden	feucht in der Mitte des Grades	REVISE_V23_EXACT_WHOLE	232	76	179	181	51	ALL_READER_EXACT
G647-C70	MOISTURE_QUALITY_DIRECT	sheey	sh+ee+y	feucht, Bindungsstufe II	feucht am Ende des Grades	REVISE_V23_EXACT_WHOLE	127	64	105	105	22	ALL_READER_EXACT
G647-C71	MOISTURE_QUALITY_DIRECT	shdy	sh+d+y	UNKNOWN_SURFACE	feucht am Anfang des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	40	28	25	25	15	ALL_READER_EXACT
G647-C72	MOISTURE_QUALITY_DIRECT	shedy	sh+e+d+y	UNKNOWN_SURFACE	feucht in der Mitte des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	390	65	219	220	170	ALL_READER_EXACT
G647-C73	MOISTURE_QUALITY_DIRECT	sheedy	sh+ee+d+y	UNKNOWN_SURFACE	feucht am Ende des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	77	39	41	41	36	ALL_READER_EXACT
G647-C74	TEMPERATURE_QUALITY_DIRECT	ky	k+y	UNKNOWN_SURFACE	heiß am Anfang des Grades	ADD_V24_EXACT_WHOLE	29	27	12	12	17	ALL_READER_EXACT
G647-C75	TEMPERATURE_QUALITY_DIRECT	key	k+e+y	UNKNOWN_SURFACE	heiß in der Mitte des Grades	ADD_V24_EXACT_WHOLE	13	12	8	8	5	ALL_READER_EXACT
G647-C76	TEMPERATURE_QUALITY_DIRECT	keey	k+ee+y	UNKNOWN_SURFACE	heiß am Ende des Grades	ADD_V24_EXACT_WHOLE	43	32	27	27	16	ALL_READER_EXACT
G647-C77	TEMPERATURE_QUALITY_DIRECT	kedy	k+e+d+y	UNKNOWN_SURFACE	heiß in der Mitte des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	42	28	16	16	26	ALL_READER_EXACT
G647-C78	TEMPERATURE_QUALITY_DIRECT	keedy	k+ee+d+y	UNKNOWN_SURFACE	heiß am Ende des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	59	31	22	22	37	ALL_READER_EXACT
G647-C79	TEMPERATURE_QUALITY_DIRECT	ty	t+y	UNKNOWN_SURFACE	kalt am Anfang des Grades	ADD_V24_EXACT_WHOLE	20	18	10	10	10	ALL_READER_EXACT
G647-C80	TEMPERATURE_QUALITY_DIRECT	tey	t+e+y	UNKNOWN_SURFACE	kalt in der Mitte des Grades	ADD_V24_EXACT_WHOLE	9	8	7	7	2	ALL_READER_EXACT
G647-C81	TEMPERATURE_QUALITY_DIRECT	teey	t+ee+y	UNKNOWN_SURFACE	kalt am Ende des Grades	ADD_V24_EXACT_WHOLE	17	12	14	14	3	ALL_READER_EXACT
G647-C82	TEMPERATURE_QUALITY_DIRECT	tedy	t+e+d+y	UNKNOWN_SURFACE	kalt in der Mitte des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	31	26	16	16	15	ALL_READER_EXACT
G647-C83	TEMPERATURE_QUALITY_DIRECT	teedy	t+ee+d+y	UNKNOWN_SURFACE	kalt am Ende des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	13	11	7	7	6	ALL_READER_EXACT
G647-C84	TEMPERATURE_QUALITY_O_CARRIER	oky	o+k+y	heißer Ansatz, Grundform	heißer Ansatz am Anfang des Grades	REVISE_V23_EXACT_WHOLE	89	66	80	80	9	ALL_READER_EXACT
G647-C85	TEMPERATURE_QUALITY_O_CARRIER	okey	o+k+e+y	UNKNOWN_SURFACE	heißer Ansatz in der Mitte des Grades	ADD_V24_EXACT_WHOLE	40	24	36	36	4	ALL_READER_EXACT
G647-C86	TEMPERATURE_QUALITY_O_CARRIER	okeey	o+k+ee+y	heißer Ansatz, Bindungsstufe II	heißer Ansatz am Ende des Grades	REVISE_V23_EXACT_WHOLE	138	49	116	117	21	ALL_READER_EXACT
G647-C87	TEMPERATURE_QUALITY_O_CARRIER	okdy	o+k+d+y	UNKNOWN_SURFACE	heißer Ansatz am Anfang des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	1	1	1	1	0	ALL_READER_EXACT
G647-C88	TEMPERATURE_QUALITY_O_CARRIER	okedy	o+k+e+d+y	UNKNOWN_SURFACE	heißer Ansatz in der Mitte des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	87	42	47	47	40	ALL_READER_EXACT
G647-C89	TEMPERATURE_QUALITY_O_CARRIER	okeedy	o+k+ee+d+y	UNKNOWN_SURFACE	heißer Ansatz am Ende des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	94	46	49	49	45	ALL_READER_EXACT
G647-C90	TEMPERATURE_QUALITY_O_CARRIER	oty	o+t+y	kalter Ansatz, Grundform	kalter Ansatz am Anfang des Grades	REVISE_V23_EXACT_WHOLE	101	66	92	92	9	ALL_READER_EXACT
G647-C91	TEMPERATURE_QUALITY_O_CARRIER	otey	o+t+e+y	UNKNOWN_SURFACE	kalter Ansatz in der Mitte des Grades	ADD_V24_EXACT_WHOLE	42	28	38	38	4	ALL_READER_EXACT
G647-C92	TEMPERATURE_QUALITY_O_CARRIER	oteey	o+t+ee+y	UNKNOWN_SURFACE	kalter Ansatz am Ende des Grades	ADD_V24_EXACT_WHOLE	100	42	90	90	10	ALL_READER_EXACT
G647-C93	TEMPERATURE_QUALITY_O_CARRIER	otdy	o+t+d+y	UNKNOWN_SURFACE	kalter Ansatz am Anfang des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	1	1	1	1	0	ALL_READER_EXACT
G647-C94	TEMPERATURE_QUALITY_O_CARRIER	otedy	o+t+e+d+y	gekühlter Ansatz	kalter Ansatz in der Mitte des Grades, abgeschlossen	REVISE_V23_EXACT_WHOLE	131	49	75	75	56	ALL_READER_EXACT
G647-C95	TEMPERATURE_QUALITY_O_CARRIER	oteedy	o+t+ee+d+y	UNKNOWN_SURFACE	kalter Ansatz am Ende des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	88	36	66	66	22	ALL_READER_EXACT
G647-C96	TEMPERATURE_QUALITY_QO_CARRIER	qoky	qo+k+y	heiße Grundform	heiß am Anfang des Grades	REVISE_V23_EXACT_WHOLE	138	65	125	125	13	ALL_READER_EXACT
G647-C97	TEMPERATURE_QUALITY_QO_CARRIER	qokey	qo+k+e+y	UNKNOWN_SURFACE	heiß in der Mitte des Grades	ADD_V24_EXACT_WHOLE	96	44	88	88	8	ALL_READER_EXACT
G647-C98	TEMPERATURE_QUALITY_QO_CARRIER	qokeey	qo+k+ee+y	UNKNOWN_SURFACE	heiß am Ende des Grades	ADD_V24_EXACT_WHOLE	280	70	264	266	14	ALL_READER_EXACT
G647-C99	TEMPERATURE_QUALITY_QO_CARRIER	qokdy	qo+k+d+y	UNKNOWN_SURFACE	heiß am Anfang des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	4	4	1	1	3	ALL_READER_EXACT
G647-C100	TEMPERATURE_QUALITY_QO_CARRIER	qokedy	qo+k+e+d+y	UNKNOWN_SURFACE	heiß in der Mitte des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	249	58	164	164	85	ALL_READER_EXACT
G647-C101	TEMPERATURE_QUALITY_QO_CARRIER	qokeedy	qo+k+ee+d+y	heißer Zustand, Bindungsstufe II	heiß am Ende des Grades, abgeschlossen	REVISE_V23_EXACT_WHOLE	292	52	201	202	90	ALL_READER_EXACT
G647-C102	TEMPERATURE_QUALITY_QO_CARRIER	qoty	qo+t+y	kalt, Grundform	kalt am Anfang des Grades	REVISE_V23_EXACT_WHOLE	86	53	77	78	8	ALL_READER_EXACT
G647-C103	TEMPERATURE_QUALITY_QO_CARRIER	qotey	qo+t+e+y	UNKNOWN_SURFACE	kalt in der Mitte des Grades	ADD_V24_EXACT_WHOLE	24	20	23	23	1	ALL_READER_EXACT
G647-C104	TEMPERATURE_QUALITY_QO_CARRIER	qoteey	qo+t+ee+y	kalt, Bindungsstufe II	kalt am Ende des Grades	REVISE_V23_EXACT_WHOLE	40	28	38	38	2	ALL_READER_EXACT
G647-C105	TEMPERATURE_QUALITY_QO_CARRIER	qotdy	qo+t+d+y	UNKNOWN_SURFACE	kalt am Anfang des Grades, abgeschlossen	ADD_V24_READER_WARNING_WHOLE	1	1	0	0	1	ZL3B_READER_VARIANT_ONLY
G647-C106	TEMPERATURE_QUALITY_QO_CARRIER	qotedy	qo+t+e+d+y	UNKNOWN_SURFACE	kalt in der Mitte des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	78	40	49	49	29	ALL_READER_EXACT
G647-C107	TEMPERATURE_QUALITY_QO_CARRIER	qoteedy	qo+t+ee+d+y	UNKNOWN_SURFACE	kalt am Ende des Grades, abgeschlossen	ADD_V24_EXACT_WHOLE	74	37	51	51	23	ALL_READER_EXACT
