statement_id	page	record	silent_owner_de	action_events	argument_state_events	event_total	complete_actions_de	complete_arguments_de	corrected_full_compact_instruction_de	formula_mode	phase_signature	all_events_spoken	supersedes_pass580_first_event_only
H4-S002	f55v	H4	abgebildete breitblättrige rispige Pflanze	2	1	3	abmessen und umsetzen → verwahren	Maß	Bildbesitzer: abgebildete breitblättrige rispige Pflanze. Folge: abmessen und umsetzen → verwahren. Angaben: Maß.	SIMPLE_ONE_EDIT_VARIANT	MEASURE_CHARGE>SETTLE	YES	YES
H4-S003	f55v	H4	abgebildete breitblättrige rispige Pflanze	3	1	4	dosiert zugeben → entnehmen → temperieren	fort; Schritt schließen	Bildbesitzer: abgebildete breitblättrige rispige Pflanze. Folge: dosiert zugeben → entnehmen → temperieren. Angaben: fort; Schritt schließen.	EXTENDED_TWO_EDIT_VARIANT	MEASURE_CHARGE>MATERIAL_PREP>THERMAL>CLOSE	YES	YES
H4-S004	f55v	H4	abgebildete breitblättrige rispige Pflanze	2	4	6	anlegen → eintragen	Maß | Ansatz | dies | Ansatz · Portion	Bildbesitzer: abgebildete breitblättrige rispige Pflanze. Folge: anlegen → eintragen. Angaben: Maß | Ansatz | dies | Ansatz · Portion.	SIMPLE_ONE_EDIT_VARIANT	APPLY>MATERIAL_PREP	YES	YES
H5-S001	f56r	H5	abgebildete mehrköpfige stachelige Pflanze	4	5	9	abziehen → zuführen → abziehen → gib dies in den Ansatz	Gabe | Gabe · Ziel · dies | Maß | Gabe | Ziel	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: abziehen → zuführen → abziehen → gib dies in den Ansatz. Angaben: Gabe | Gabe · Ziel · dies | Maß | Gabe | Ziel.	FREE_COMPOSITION	MATERIAL_PREP>ROUTE>MATERIAL_PREP>SPECIALIST	YES	YES
H5-S002	f56r	H5	abgebildete mehrköpfige stachelige Pflanze	2	2	4	anlegen → ablaufen lassen	fort | Gabe · dies	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: anlegen → ablaufen lassen. Angaben: fort | Gabe · dies.	SIMPLE_ONE_EDIT_VARIANT	APPLY>ROUTE>CLOSE	YES	YES
H5-S003	f56r	H5	abgebildete mehrköpfige stachelige Pflanze	3	1	4	ziehen lassen → zugeben → einsetzen + einsetzen	Gabe	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: ziehen lassen → zugeben → einsetzen + einsetzen. Angaben: Gabe.	SIMPLE_ONE_EDIT_VARIANT	HOLD>MEASURE_CHARGE	YES	YES
H5-S004	f56r	H5	abgebildete mehrköpfige stachelige Pflanze	3	0	3	gib dies in den Ansatz → ansetzen + abziehen → zuführen	NONE	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: gib dies in den Ansatz → ansetzen + abziehen → zuführen.	EXTENDED_TWO_EDIT_VARIANT	SPECIALIST>MATERIAL_PREP>ROUTE	YES	YES
H5-S005	f56r	H5	abgebildete mehrköpfige stachelige Pflanze	2	2	4	ansetzen → zugeben	Gabe | danach · Gang · Portion	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: ansetzen → zugeben. Angaben: Gabe | danach · Gang · Portion.	SIMPLE_ONE_EDIT_VARIANT	SPECIALIST>MEASURE_CHARGE	YES	YES
H5-S006	f56r	H5	abgebildete mehrköpfige stachelige Pflanze	1	2	3	zugeben	danach · dies | Maß	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: zugeben. Angaben: danach · dies | Maß.	TAUGHT_MACRO	MEASURE_CHARGE	YES	YES
B1-S001	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	0	1	einwirken lassen	NONE	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: einwirken lassen.	TAUGHT_MACRO	HOLD>CLOSE	YES	YES
B1-S002	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	10	9	19	setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten	davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	FREE_COMPOSITION	MEASURE_CHARGE>ROUTE>APPLY>MEASURE_CHARGE>THERMAL>ROUTE>HOLD>APPLY>ROUTE>CLOSE	YES	YES
B1-S003	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	1	2	halten + zugeben + überführen	fort	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: halten + zugeben + überführen. Angaben: fort.	SIMPLE_ONE_EDIT_VARIANT	HOLD>MEASURE_CHARGE>ROUTE>CLOSE	YES	YES
B1-S004	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	2	1	3	umschöpfen → absetzen lassen	fort	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: umschöpfen → absetzen lassen. Angaben: fort.	TAUGHT_MACRO	ROUTE>SETTLE>CLOSE	YES	YES
B1-S005	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	0	1	führe zur nächsten Station	NONE	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: führe zur nächsten Station.	TAUGHT_MACRO	ROUTE>CLOSE	YES	YES
B1-S006	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	3	1	4	gib einen Teil hinein → durchleiten → abkühlen lassen	Durchlass · dies	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: gib einen Teil hinein → durchleiten → abkühlen lassen. Angaben: Durchlass · dies.	SIMPLE_ONE_EDIT_VARIANT	MEASURE_CHARGE>ROUTE>THERMAL	YES	YES
B1-S007	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	0	1	einsetzen + überführen	NONE	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: einsetzen + überführen.	TAUGHT_MACRO	MEASURE_CHARGE>ROUTE>CLOSE	YES	YES
B1-S008	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	2	3	5	warm halten → absetzen lassen	dies | fort | fort	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: warm halten → absetzen lassen. Angaben: dies | fort | fort.	TAUGHT_MACRO	HOLD>SETTLE>CLOSE	YES	YES
B1-S009	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	0	1	einwirken lassen	NONE	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: einwirken lassen.	TAUGHT_MACRO	HOLD>CLOSE	YES	YES
B1-S010	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	0	1	einwirken lassen	NONE	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: einwirken lassen.	TAUGHT_MACRO	HOLD>CLOSE	YES	YES
B1-S011	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	1	2	einleiten	Durchlass · dies	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: einleiten. Angaben: Durchlass · dies.	TAUGHT_MACRO	ROUTE	YES	YES
B1-S012	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	3	0	3	waschen → wirken lassen → durchwaschen	NONE	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: waschen → wirken lassen → durchwaschen.	EXTENDED_TWO_EDIT_VARIANT	WASH>HOLD>WASH>CLOSE	YES	YES
B1-S013	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	0	1	durchwaschen	NONE	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: durchwaschen.	SIMPLE_ONE_EDIT_VARIANT	WASH>CLOSE	YES	YES
B1-S014	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	3	2	5	umschöpfen → auffangen → hinleiten + umfüllen	fort | danach · davon	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon.	SIMPLE_ONE_EDIT_VARIANT	ROUTE>SETTLE>ROUTE	YES	YES
B1-S015	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	2	0	2	übertragen → einsetzen + überführen	NONE	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: übertragen → einsetzen + überführen.	TAUGHT_MACRO	ROUTE>MEASURE_CHARGE>ROUTE>CLOSE	YES	YES
B1-S016	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	3	1	4	anlegen → wirken lassen → absetzen lassen	fort	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: anlegen → wirken lassen → absetzen lassen. Angaben: fort.	SIMPLE_ONE_EDIT_VARIANT	APPLY>HOLD>SETTLE>CLOSE	YES	YES
B1-S017	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	2	3	umfüllen	Ziel | kurz · fort	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: umfüllen. Angaben: Ziel | kurz · fort.	TAUGHT_MACRO	ROUTE>CLOSE	YES	YES
B1-S018	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	3	1	4	führen → stehen lassen → auffangen und stehen lassen	Gang · Sollstufe	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: führen → stehen lassen → auffangen und stehen lassen. Angaben: Gang · Sollstufe.	EXTENDED_TWO_EDIT_VARIANT	ROUTE>HOLD>SETTLE>HOLD>CLOSE	YES	YES
B1-S019	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	0	1	absetzen lassen	NONE	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: absetzen lassen.	TAUGHT_MACRO	SETTLE>CLOSE	YES	YES
B1-S020	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	2	0	2	warm halten → zurückhalten	NONE	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: warm halten → zurückhalten.	TAUGHT_MACRO	HOLD>CLOSE	YES	YES
B1-S021	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	0	1	1	NO_EXPLICIT_ACTION_CARD	Ziel	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: NO_EXPLICIT_ACTION_CARD. Angaben: Ziel.	SIMPLE_ONE_EDIT_VARIANT	STATE_ONLY	YES	YES
B2-S001	f82r	B2	oberes Beckenpaar mit Zylinder	1	0	1	führe zur nächsten Station	NONE	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: führe zur nächsten Station.	TAUGHT_MACRO	ROUTE>CLOSE	YES	YES
B2-S002	f82r	B2	oberes Beckenpaar mit Zylinder	1	0	1	führe zur nächsten Station	NONE	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: führe zur nächsten Station.	TAUGHT_MACRO	ROUTE>CLOSE	YES	YES
B2-S003	f82r	B2	oberes Beckenpaar mit Zylinder	2	1	3	gib einen Teil hinein → einwirken lassen	dies	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: gib einen Teil hinein → einwirken lassen. Angaben: dies.	TAUGHT_MACRO	MEASURE_CHARGE>HOLD>CLOSE	YES	YES
B2-S004	f82r	B2	oberes Beckenpaar mit Zylinder	5	0	5	anlegen → durchleiten → führen + umsetzen → wirken lassen → durchleiten	NONE	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → durchleiten → führen + umsetzen → wirken lassen → durchleiten.	FREE_COMPOSITION	APPLY>ROUTE>SPECIALIST>HOLD>ROUTE>CLOSE	YES	YES
B2-S005	f82r	B2	oberes Beckenpaar mit Zylinder	6	2	8	anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen	Durchlass · dies | Gang · bereit · kurz · fort	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	FREE_COMPOSITION	APPLY>SETTLE>ROUTE>HOLD>ROUTE>CLOSE	YES	YES
B2-S006	f82r	B2	oberes Beckenpaar mit Zylinder	3	1	4	anlegen → zurückhalten → setze dies ein	danach · länger · dies	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → zurückhalten → setze dies ein. Angaben: danach · länger · dies.	EXTENDED_TWO_EDIT_VARIANT	APPLY>HOLD>MEASURE_CHARGE	YES	YES
B2-S007	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	1	0	1	ruhen lassen	NONE	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: ruhen lassen.	TAUGHT_MACRO	SETTLE>CLOSE	YES	YES
B2-S008	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	2	1	3	gib davon nach Maß zu → absetzen lassen	danach · Maß	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: gib davon nach Maß zu → absetzen lassen. Angaben: danach · Maß.	TAUGHT_MACRO	MEASURE_CHARGE>SETTLE>CLOSE	YES	YES
B2-S009	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	1	0	1	ruhen lassen	NONE	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: ruhen lassen.	TAUGHT_MACRO	SETTLE>CLOSE	YES	YES
B2-S010	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	3	1	4	wirken lassen → setze dies ein → stehen lassen	weiter	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: wirken lassen → setze dies ein → stehen lassen. Angaben: weiter.	EXTENDED_TWO_EDIT_VARIANT	HOLD>MEASURE_CHARGE>HOLD	YES	YES
B2-S011	f82r	B2	mittlere rechte unklare Station	3	1	4	gib einen Teil hinein → gib einen Teil hinein → einwirken lassen	davon	Bildbesitzer: mittlere rechte unklare Station. Folge: gib einen Teil hinein → gib einen Teil hinein → einwirken lassen. Angaben: davon.	TAUGHT_MACRO	MEASURE_CHARGE>HOLD>CLOSE	YES	YES
B2-S012	f82r	B2	mittlere rechte unklare Station	5	3	8	führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe	bereit · kurz · dies | Maß | dies	Bildbesitzer: mittlere rechte unklare Station. Folge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies.	FREE_COMPOSITION	ROUTE>MATERIAL_PREP>HOLD>ROUTE>MEASURE_CHARGE>CLOSE	YES	YES
B2-S013	f82r	B2	unteres grünes Mehrfigurenbecken	1	0	1	abführen + überführen	NONE	Bildbesitzer: unteres grünes Mehrfigurenbecken. Folge: abführen + überführen.	TAUGHT_MACRO	ROUTE>CLOSE	YES	YES
B2-S014	f82r	B2	unteres grünes Mehrfigurenbecken	1	0	1	ableiten	NONE	Bildbesitzer: unteres grünes Mehrfigurenbecken. Folge: ableiten.	TAUGHT_MACRO	ROUTE	YES	YES
B2-S015	f82r	B2	kleine Randstationen des unteren Beckens	2	0	2	stehen lassen → einwirken lassen	NONE	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: stehen lassen → einwirken lassen.	TAUGHT_MACRO	HOLD>CLOSE	YES	YES
B2-S016	f82r	B2	kleine Randstationen des unteren Beckens	5	3	8	ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen	Ziel | Maß | danach · länger · dies	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.	FREE_COMPOSITION	ROUTE>MATERIAL_PREP>MEASURE_CHARGE>HOLD>MEASURE_CHARGE>ROUTE>CLOSE	YES	YES
B2-S017	f82r	B2	kleine Randstationen des unteren Beckens	1	1	2	abkühlen lassen + ruhen lassen	Ziel; Schritt schließen	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: abkühlen lassen + ruhen lassen. Angaben: Ziel; Schritt schließen.	TAUGHT_MACRO	THERMAL>SETTLE>CLOSE	YES	YES
B2-S018	f82r	B2	kleine Randstationen des unteren Beckens	1	0	1	einwirken lassen	NONE	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: einwirken lassen.	TAUGHT_MACRO	HOLD>CLOSE	YES	YES
B2-S019	f82r	B2	kleine Randstationen des unteren Beckens	1	0	1	auskühlen lassen + absetzen lassen	NONE	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: auskühlen lassen + absetzen lassen.	TAUGHT_MACRO	THERMAL>SETTLE>CLOSE	YES	YES
B2-S020	f82r	B2	kleine Randstationen des unteren Beckens	0	1	1	NO_EXPLICIT_ACTION_CARD	danach · länger; Schritt schließen	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: NO_EXPLICIT_ACTION_CARD. Angaben: danach · länger; Schritt schließen.	TAUGHT_MACRO	CLOSE	YES	YES
B2-S021	f82r	B2	kleine Randstationen des unteren Beckens	1	0	1	einwirken lassen	NONE	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: einwirken lassen.	TAUGHT_MACRO	HOLD>CLOSE	YES	YES
B2-S022	f82r	B2	kleine Randstationen des unteren Beckens	1	0	1	abführen + überführen	NONE	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: abführen + überführen.	TAUGHT_MACRO	ROUTE>CLOSE	YES	YES
B3-S001	f83r	B3	obere offene Fächerstation am Rand	1	0	1	auffangen und stehen lassen	NONE	Bildbesitzer: obere offene Fächerstation am Rand. Folge: auffangen und stehen lassen.	SIMPLE_ONE_EDIT_VARIANT	SETTLE>HOLD>CLOSE	YES	YES
B3-S002	f83r	B3	obere offene Fächerstation am Rand	1	1	2	anwärmen	danach · Ziel	Bildbesitzer: obere offene Fächerstation am Rand. Folge: anwärmen. Angaben: danach · Ziel.	SIMPLE_ONE_EDIT_VARIANT	THERMAL>CLOSE	YES	YES
B3-S003	f83r	B3	obere offene Fächerstation am Rand	1	3	4	abführen + abmessen und umsetzen	dies | Maß | dies	Bildbesitzer: obere offene Fächerstation am Rand. Folge: abführen + abmessen und umsetzen. Angaben: dies | Maß | dies.	SIMPLE_ONE_EDIT_VARIANT	ROUTE>MEASURE_CHARGE>CLOSE	YES	YES
B3-S004	f83r	B3	obere offene Fächerstation am Rand	1	2	3	setze nach Maß an	danach · Ziel | davon	Bildbesitzer: obere offene Fächerstation am Rand. Folge: setze nach Maß an. Angaben: danach · Ziel | davon.	TAUGHT_MACRO	MEASURE_CHARGE	YES	YES
B3-S005	f83r	B3	mittlere Randfigur im runden Gefäß	1	0	1	umfüllen	NONE	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: umfüllen.	TAUGHT_MACRO	ROUTE>CLOSE	YES	YES
B3-S006	f83r	B3	mittlere Randfigur im runden Gefäß	3	0	3	umschöpfen → anlegen → führe zur nächsten Station	NONE	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: umschöpfen → anlegen → führe zur nächsten Station.	SIMPLE_ONE_EDIT_VARIANT	ROUTE>APPLY>ROUTE>CLOSE	YES	YES
B3-S007	f83r	B3	mittlere Randfigur im runden Gefäß	3	0	3	setze nach Maß an → umschöpfen → einwirken lassen	NONE	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: setze nach Maß an → umschöpfen → einwirken lassen.	SIMPLE_ONE_EDIT_VARIANT	MEASURE_CHARGE>ROUTE>HOLD>CLOSE	YES	YES
B3-S008	f83r	B3	mittlere Randfigur im runden Gefäß	1	0	1	abführen + überführen	NONE	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: abführen + überführen.	TAUGHT_MACRO	ROUTE>CLOSE	YES	YES
B3-S009	f83r	B3	mittlere Randfigur im runden Gefäß	1	0	1	setze dies ein	NONE	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: setze dies ein.	TAUGHT_MACRO	MEASURE_CHARGE	YES	YES
B3-S010	f83r	B3	untere Randfigur im korbartigen Gefäß	1	1	2	einfüllen + umfüllen	danach · kurz; Schritt schließen	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: einfüllen + umfüllen. Angaben: danach · kurz; Schritt schließen.	TAUGHT_MACRO	MEASURE_CHARGE>ROUTE>CLOSE	YES	YES
B3-S011	f83r	B3	untere Randfigur im korbartigen Gefäß	3	1	4	halten + umsetzen → setze dies ein → umschöpfen	davon · dies	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: halten + umsetzen → setze dies ein → umschöpfen. Angaben: davon · dies.	FREE_COMPOSITION	HOLD>SPECIALIST>MEASURE_CHARGE>ROUTE	YES	YES
B3-S012	f83r	B3	untere Randfigur im korbartigen Gefäß	1	1	2	absetzen lassen	Ansatz	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: absetzen lassen. Angaben: Ansatz.	TAUGHT_MACRO	SETTLE>CLOSE	YES	YES
B3-S013	f83r	B3	untere Randfigur im korbartigen Gefäß	3	1	4	setze nach Maß an → dosiert zugeben → einwirken lassen	bereit · kurz · dies	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: setze nach Maß an → dosiert zugeben → einwirken lassen. Angaben: bereit · kurz · dies.	TAUGHT_MACRO	MEASURE_CHARGE>HOLD>CLOSE	YES	YES
B3-S014	f83r	B3	untere Randfigur im korbartigen Gefäß	2	0	2	einleiten → ruhen lassen	NONE	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: einleiten → ruhen lassen.	TAUGHT_MACRO	ROUTE>SETTLE>CLOSE	YES	YES
B3-S015	f83r	B3	untere Randfigur im korbartigen Gefäß	1	0	1	abführen + überführen	NONE	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: abführen + überführen.	TAUGHT_MACRO	ROUTE>CLOSE	YES	YES
B3-S016	f83r	B3	untere Randfigur im korbartigen Gefäß	2	0	2	führen → einsetzen + überführen	NONE	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: führen → einsetzen + überführen.	TAUGHT_MACRO	ROUTE>MEASURE_CHARGE>ROUTE>CLOSE	YES	YES
B3-S017	f83r	B3	unverbundener Zwischenbereich	1	0	1	einwirken lassen	NONE	Bildbesitzer: unverbundener Zwischenbereich. Folge: einwirken lassen.	TAUGHT_MACRO	HOLD>CLOSE	YES	YES
B3-S018	f83r	B3	unverbundener Zwischenbereich	1	0	1	absetzen lassen	NONE	Bildbesitzer: unverbundener Zwischenbereich. Folge: absetzen lassen.	TAUGHT_MACRO	SETTLE>CLOSE	YES	YES
B3-S019	f83r	B3	unverbundener Zwischenbereich	1	0	1	einwirken lassen + ruhen lassen	NONE	Bildbesitzer: unverbundener Zwischenbereich. Folge: einwirken lassen + ruhen lassen.	TAUGHT_MACRO	HOLD>SETTLE>CLOSE	YES	YES
B3-S020	f83r	B3	unverbundener Zwischenbereich	1	1	2	hinleiten + umfüllen	Ziel	Bildbesitzer: unverbundener Zwischenbereich. Folge: hinleiten + umfüllen. Angaben: Ziel.	TAUGHT_MACRO	ROUTE>CLOSE	YES	YES
