event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display	previous_architecture	carrier_closure_status	carrier_rule_ids	closed_architecture	teaching_symbol	closed_parse	closed_card_reading_de	contextual_event_reading_de	step_closure_role
71	E071	H4	f55v	f55v.11	F013	H4-S004	7a4bb8136330ee4e6e56	or	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OR_BATCH	Ansatz	Ansatz	NO_EVENT_CLOSE
72	E072	H4	f55v	f55v.11	F013	H4-S004	b921a237be883a820352	y	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	NO_EVENT_CLOSE
73	E073	H4	f55v	f55v.11	F013	H4-S004	6afeb5c9ab9f6cbdea0d	orain	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OR_BATCH+AIN_PORTION	Ansatzportion	Ansatzportion	NO_EVENT_CLOSE
74	E074	H5	f56r	f56r.5	F014	H5-S001	b9d7b6d68209a9019e7a	chochor	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	HO_INGREDIENT+OR_BATCH	Zutatenansatz	Zutatenansatz	NO_EVENT_CLOSE
75	E075	H5	f56r	f56r.5	F014	H5-S001	2cc054357a929df85f64	cho	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	HO_INGREDIENT	Zutat	Zutat	NO_EVENT_CLOSE
76	E076	H5	f56r	f56r.5	F014	H5-S001	0ec6a45e2950e8e7061d	chodaly	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	HO_INGREDIENT+AL_TO+Y_ITEM	Zutat dorthin	Zutat dorthin	NO_EVENT_CLOSE
77	E077	H5	f56r	f56r.5	F014	H5-S001	2f1c5e56e8f0ff459065	daiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	NO_EVENT_CLOSE
78	E078	H5	f56r	f56r.7	F015	H5-S001	2cc054357a929df85f64	sho	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	HO_INGREDIENT	Zutat	Zutat	NO_EVENT_CLOSE
79	E079	H5	f56r	f56r.7	F015	H5-S001	893c570f3fa3fce99711	kchol	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	KCH_PROCESS+OL_CONTINUE	weiter bearbeiten	weiter bearbeiten	NO_EVENT_CLOSE
80	E080	H5	f56r	f56r.7	F015	H5-S001	10488b911aae52b3b334	otchor	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OT_FOLLOW+OR_BATCH	Folgeansatz	Folgeansatz	NO_EVENT_CLOSE
81	E081	H5	f56r	f56r.7	F015	H5-S001	276a7c2d74d1143446f4	choky	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+Y_OPEN	Posten ansetzen	Posten ansetzen	NO_EVENT_CLOSE
82	E082	H5	f56r	f56r.7	F015	H5-S001	dd0ecaf5e27d81befffc	dal	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AL_TO	dorthin	dorthin	NO_EVENT_CLOSE
83	E083	H5	f56r	f56r.8	F016	H5-S002	d665560c8ff80799a82c	schol	MEMORIZED_WHOLE_CARD	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	W	DCHOL_SCHOL_PREVIOUS_ITEM_WHOLE	Voriges	Voriges	NO_EVENT_CLOSE
84	E084	H5	f56r	f56r.8	F016	H5-S002	c10aec6d4dd877ec8bd8	choy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	HO_INGREDIENT+Y_CURRENT	diese Zutat	diese Zutat	NO_EVENT_CLOSE
85	E085	H5	f56r	f56r.8	F016	H5-S002	276a7c2d74d1143446f4	choky	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+Y_OPEN	Posten ansetzen	Posten ansetzen	NO_EVENT_CLOSE
86	E086	H5	f56r	f56r.8	F016	H5-S002	95987d6f198d6d247511	cheeckhody	MEMORIZED_WHOLE_CARD	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	W	CHEECKHO_APPLY_WHOLE_CARD+DY_CLOSE	auftragen	auftragen	COMMIT_CELL
87	E087	H5	f56r	f56r.12	F017	H5-S003	ad3581d3144f69a5912d	sh	MEMORIZED_WHOLE_CARD	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	W	MEMORIZED_WHOLE_CARD	Staengel	Staengel	NO_EVENT_CLOSE
88	E088	H5	f56r	f56r.12	F017	H5-S003	2cc054357a929df85f64	cho	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	HO_INGREDIENT	Zutat	Zutat	NO_EVENT_CLOSE
89	E089	H5	f56r	f56r.12	F017	H5-S003	b74e9e65637b7c8538dd	kchey	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	KCH_PROCESS+E_SHORT+Y_CURRENT	diesen Posten kurz bearbeiten	diesen Posten kurz bearbeiten	NO_EVENT_CLOSE
90	E090	H5	f56r	f56r.12	F017	H5-S003	1322bc176443fc2a8a86	qokokchy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+OK_REPEAT+Y_CURRENT	erneut ansetzen	erneut ansetzen	NO_EVENT_CLOSE
