atom_id	event_id	physical_page	locus	surface	channel	component_position	component	abstract_core_de	register_expansion_de
P931-A00054	P912-E0018	f10r	f10r.2	etyd	WORKSHOP_PROSE	1	E	GRAD_1	kurz oder direkt
P931-A00055	P912-E0018	f10r	f10r.2	etyd	WORKSHOP_PROSE	2	T	EINSTELLUNG	Arbeitsgang einstellen
P931-A00056	P912-E0018	f10r	f10r.2	etyd	WORKSHOP_PROSE	3	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00057	P912-E0019	f10r	f10r.3	qotor	WORKSHOP_PROSE	1	OT	NAECHSTER	danach oder nächster Posten
P931-A00058	P912-E0019	f10r	f10r.3	qotor	WORKSHOP_PROSE	2	OR	EINTRAG	Ansatz oder Zubereitung
P931-A00059	P912-E0020	f10r	f10r.3	o	WORKSHOP_PROSE	1	O	LAUF	Arbeitsgang ausführen
P931-A00060	P912-E0021	f10r	f10r.3	tchy	WORKSHOP_PROSE	1	T	EINSTELLUNG	Arbeitsgang einstellen
P931-A00061	P912-E0021	f10r	f10r.3	tchy	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00062	P912-E0022	f10r	f10r.3	daiin	WORKSHOP_PROSE	1	AIIN	SOLLWERT	Sollmaß
P931-A00063	P912-E0023	f10r	f10r.3	chocthy	WORKSHOP_PROSE	1	CH	AUSWAHL_ENTNAHME	bezeichneten Anteil entnehmen
P931-A00064	P912-E0023	f10r	f10r.3	chocthy	WORKSHOP_PROSE	2	O	LAUF	Arbeitsgang ausführen
P931-A00065	P912-E0023	f10r	f10r.3	chocthy	WORKSHOP_PROSE	3	CTH	BEREITSTATUS	bis bereit führen
P931-A00066	P912-E0023	f10r	f10r.3	chocthy	WORKSHOP_PROSE	4	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00067	P912-E0024	f10r	f10r.3	qotchy	WORKSHOP_PROSE	1	OT	NAECHSTER	danach oder nächster Posten
P931-A00068	P912-E0024	f10r	f10r.3	qotchy	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00069	P912-E0025	f10r	f10r.3	chol	WORKSHOP_PROSE	1	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A00070	P912-E0026	f10r	f10r.3	or	WORKSHOP_PROSE	1	OR	EINTRAG	Ansatz oder Zubereitung
P931-A00071	P912-E0027	f10r	f10r.3	yty	WORKSHOP_PROSE	1	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00072	P912-E0027	f10r	f10r.3	yty	WORKSHOP_PROSE	2	T	EINSTELLUNG	Arbeitsgang einstellen
P931-A00073	P912-E0027	f10r	f10r.3	yty	WORKSHOP_PROSE	3	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00074	P912-E0028	f10r	f10r.3	dy	WORKSHOP_PROSE	1	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00075	P912-E0029	f10r	f10r.3	dy	WORKSHOP_PROSE	1	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00076	P912-E0030	f10r	f10r.4	sor	WORKSHOP_PROSE	1	S	AUSWAHL	Arbeitsvariante auswählen
P931-A00077	P912-E0030	f10r	f10r.4	sor	WORKSHOP_PROSE	2	OR	EINTRAG	Ansatz oder Zubereitung
P931-A00078	P912-E0031	f10r	f10r.4	chaiin	WORKSHOP_PROSE	1	CH	AUSWAHL_ENTNAHME	bezeichneten Anteil entnehmen
P931-A00079	P912-E0031	f10r	f10r.4	chaiin	WORKSHOP_PROSE	2	AIIN	SOLLWERT	Sollmaß
P931-A00080	P912-E0032	f10r	f10r.4	chcthy	WORKSHOP_PROSE	1	CH	AUSWAHL_ENTNAHME	bezeichneten Anteil entnehmen
P931-A00081	P912-E0032	f10r	f10r.4	chcthy	WORKSHOP_PROSE	2	CTH	BEREITSTATUS	bis bereit führen
P931-A00082	P912-E0032	f10r	f10r.4	chcthy	WORKSHOP_PROSE	3	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00083	P912-E0033	f10r	f10r.4	ctho	WORKSHOP_PROSE	1	CTH	BEREITSTATUS	bis bereit führen
P931-A00084	P912-E0033	f10r	f10r.4	ctho	WORKSHOP_PROSE	2	O	LAUF	Arbeitsgang ausführen
P931-A00085	P912-E0034	f10r	f10r.4	ckhy	WORKSHOP_PROSE	1	CKH	DURCHLASS	durch einen Durchlass führen
P931-A00086	P912-E0034	f10r	f10r.4	ckhy	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00087	P912-E0035	f10r	f10r.4	or	WORKSHOP_PROSE	1	OR	EINTRAG	Ansatz oder Zubereitung
P931-A00088	P912-E0036	f10r	f10r.4	aiin	WORKSHOP_PROSE	1	AIIN	SOLLWERT	Sollmaß
P931-A00089	P912-E0037	f10r	f10r.4	chtchor	WORKSHOP_PROSE	1	CH	AUSWAHL_ENTNAHME	bezeichneten Anteil entnehmen
P931-A00090	P912-E0037	f10r	f10r.4	chtchor	WORKSHOP_PROSE	2	T	EINSTELLUNG	Arbeitsgang einstellen
P931-A00091	P912-E0037	f10r	f10r.4	chtchor	WORKSHOP_PROSE	3	CH	AUSWAHL_ENTNAHME	bezeichneten Anteil entnehmen
P931-A00092	P912-E0037	f10r	f10r.4	chtchor	WORKSHOP_PROSE	4	OR	EINTRAG	Ansatz oder Zubereitung
P931-A00093	P912-E0038	f10r	f10r.4	doiir	WORKSHOP_PROSE	1	D_ADDR	UNTERADRESSE	bezeichneter Teil
P931-A00094	P912-E0038	f10r	f10r.4	doiir	WORKSHOP_PROSE	2	O	LAUF	Arbeitsgang ausführen
P931-A00095	P912-E0038	f10r	f10r.4	doiir	WORKSHOP_PROSE	3	IIN	STUFE	Arbeitsstufe
P931-A00096	P912-E0038	f10r	f10r.4	doiir	WORKSHOP_PROSE	4	R	MARKE	Zustand kennzeichnen
P931-A00097	P912-E0039	f10r	f10r.4	ody	WORKSHOP_PROSE	1	O	LAUF	Arbeitsgang ausführen
P931-A00098	P912-E0039	f10r	f10r.4	ody	WORKSHOP_PROSE	2	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A00099	P912-E0040	f10r	f10r.5	qokchy	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A00100	P912-E0040	f10r	f10r.5	qokchy	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00101	P912-E0041	f10r	f10r.5	qotchol	WORKSHOP_PROSE	1	OT	NAECHSTER	danach oder nächster Posten
P931-A00102	P912-E0041	f10r	f10r.5	qotchol	WORKSHOP_PROSE	2	CH	AUSWAHL_ENTNAHME	bezeichneten Anteil entnehmen
P931-A00103	P912-E0041	f10r	f10r.5	qotchol	WORKSHOP_PROSE	3	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A00104	P912-E0042	f10r	f10r.5	chol	WORKSHOP_PROSE	1	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A00105	P912-E0043	f10r	f10r.5	cthy	WORKSHOP_PROSE	1	CTH	BEREITSTATUS	bis bereit führen
P931-A00106	P912-E0043	f10r	f10r.5	cthy	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00107	P912-E0044	f10r	f10r.6	ycheor	WORKSHOP_PROSE	1	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00108	P912-E0044	f10r	f10r.6	ycheor	WORKSHOP_PROSE	2	CHEO	LOKALINHALT	Auszug
P931-A00109	P912-E0044	f10r	f10r.6	ycheor	WORKSHOP_PROSE	3	R	MARKE	Zustand kennzeichnen
P931-A00110	P912-E0045	f10r	f10r.6	cthy	WORKSHOP_PROSE	1	CTH	BEREITSTATUS	bis bereit führen
P931-A00111	P912-E0045	f10r	f10r.6	cthy	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00112	P912-E0046	f10r	f10r.6	chor	WORKSHOP_PROSE	1	CH	AUSWAHL_ENTNAHME	bezeichneten Anteil entnehmen
P931-A00113	P912-E0046	f10r	f10r.6	chor	WORKSHOP_PROSE	2	OR	EINTRAG	Ansatz oder Zubereitung
P931-A00114	P912-E0047	f10r	f10r.6	cthaiin	WORKSHOP_PROSE	1	CTH	BEREITSTATUS	bis bereit führen
P931-A00115	P912-E0047	f10r	f10r.6	cthaiin	WORKSHOP_PROSE	2	AIIN	SOLLWERT	Sollmaß
P931-A00116	P912-E0048	f10r	f10r.6	qoctholy	WORKSHOP_PROSE	1	CARRIER_Q	EINTRITT	neuen Kartenblock beginnen
P931-A00117	P912-E0048	f10r	f10r.6	qoctholy	WORKSHOP_PROSE	2	O	LAUF	Arbeitsgang ausführen
P931-A00118	P912-E0048	f10r	f10r.6	qoctholy	WORKSHOP_PROSE	3	CTH	BEREITSTATUS	bis bereit führen
P931-A00119	P912-E0048	f10r	f10r.6	qoctholy	WORKSHOP_PROSE	4	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A00120	P912-E0048	f10r	f10r.6	qoctholy	WORKSHOP_PROSE	5	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00121	P912-E0049	f10r	f10r.6	dy	WORKSHOP_PROSE	1	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00122	P912-E0050	f10r	f10r.6	chy	WORKSHOP_PROSE	1	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00123	P912-E0051	f10r	f10r.6	taiin	WORKSHOP_PROSE	1	T	EINSTELLUNG	Arbeitsgang einstellen
P931-A00124	P912-E0051	f10r	f10r.6	taiin	WORKSHOP_PROSE	2	AIIN	SOLLWERT	Sollmaß
P931-A00125	P912-E0052	f10r	f10r.6	shy	WORKSHOP_PROSE	1	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00126	P912-E0053	f10r	f10r.7	dchy	WORKSHOP_PROSE	1	D_ADDR	UNTERADRESSE	bezeichneter Teil
P931-A00127	P912-E0053	f10r	f10r.7	dchy	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00128	P912-E0054	f10r	f10r.7	qokchol	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A00129	P912-E0054	f10r	f10r.7	qokchol	WORKSHOP_PROSE	2	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A00130	P912-E0055	f10r	f10r.7	y	WORKSHOP_PROSE	1	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00131	P912-E0056	f10r	f10r.7	kchaiin	WORKSHOP_PROSE	1	K	ZUORDNUNG	Material zugeben
P931-A00132	P912-E0056	f10r	f10r.7	kchaiin	WORKSHOP_PROSE	2	CH	AUSWAHL_ENTNAHME	bezeichneten Anteil entnehmen
P931-A00133	P912-E0056	f10r	f10r.7	kchaiin	WORKSHOP_PROSE	3	AIIN	SOLLWERT	Sollmaß
P931-A00134	P912-E0057	f10r	f10r.7	yty	WORKSHOP_PROSE	1	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00135	P912-E0057	f10r	f10r.7	yty	WORKSHOP_PROSE	2	T	EINSTELLUNG	Arbeitsgang einstellen
P931-A00136	P912-E0057	f10r	f10r.7	yty	WORKSHOP_PROSE	3	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00137	P912-E0058	f10r	f10r.7	daiin	WORKSHOP_PROSE	1	AIIN	SOLLWERT	Sollmaß
P931-A00138	P912-E0059	f10r	f10r.7	cth	WORKSHOP_PROSE	1	CTH	BEREITSTATUS	bis bereit führen
P931-A00139	P912-E0060	f10r	f10r.7	dain	WORKSHOP_PROSE	1	AIN	EINHEIT	Portion
P931-A00140	P912-E0061	f10r	f10r.7	dair	WORKSHOP_PROSE	1	D_ADDR	UNTERADRESSE	bezeichneter Teil
P931-A00141	P912-E0061	f10r	f10r.7	dair	WORKSHOP_PROSE	2	AIR	LAUFWEG	Flüssigkeits- oder Stationslauf
P931-A00142	P912-E0062	f10r	f10r.7	am	WORKSHOP_PROSE	1	AM_ADDR	INNENADRESSE	Innenstelle
P931-A00143	P912-E0063	f10r	f10r.8	qotchor	WORKSHOP_PROSE	1	OT	NAECHSTER	danach oder nächster Posten
P931-A00144	P912-E0063	f10r	f10r.8	qotchor	WORKSHOP_PROSE	2	CH	AUSWAHL_ENTNAHME	bezeichneten Anteil entnehmen
P931-A00145	P912-E0063	f10r	f10r.8	qotchor	WORKSHOP_PROSE	3	OR	EINTRAG	Ansatz oder Zubereitung
P931-A00146	P912-E0064	f10r	f10r.8	chor	WORKSHOP_PROSE	1	CH	AUSWAHL_ENTNAHME	bezeichneten Anteil entnehmen
P931-A00147	P912-E0064	f10r	f10r.8	chor	WORKSHOP_PROSE	2	OR	EINTRAG	Ansatz oder Zubereitung
P931-A00148	P912-E0065	f10r	f10r.8	otol	WORKSHOP_PROSE	1	OT	NAECHSTER	danach oder nächster Posten
P931-A00149	P912-E0065	f10r	f10r.8	otol	WORKSHOP_PROSE	2	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A00150	P912-E0066	f10r	f10r.8	chol	WORKSHOP_PROSE	1	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A00151	P912-E0067	f10r	f10r.8	cholor	WORKSHOP_PROSE	1	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A00152	P912-E0067	f10r	f10r.8	cholor	WORKSHOP_PROSE	2	OR	EINTRAG	Ansatz oder Zubereitung
P931-A00153	P912-E0068	f10r	f10r.8	chol	WORKSHOP_PROSE	1	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A00154	P912-E0069	f10r	f10r.8	daiin	WORKSHOP_PROSE	1	AIIN	SOLLWERT	Sollmaß
P931-A00155	P912-E0070	f10r	f10r.8	dar	WORKSHOP_PROSE	1	D_ADDR	UNTERADRESSE	bezeichneter Teil
P931-A00156	P912-E0070	f10r	f10r.8	dar	WORKSHOP_PROSE	2	AR	QUELLE	Entnahmestelle
P931-A00157	P912-E0071	f10r	f10r.9	oykchor	WORKSHOP_PROSE	1	O	LAUF	Arbeitsgang ausführen
P931-A00158	P912-E0071	f10r	f10r.9	oykchor	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00159	P912-E0071	f10r	f10r.9	oykchor	WORKSHOP_PROSE	3	K	ZUORDNUNG	Material zugeben
P931-A00160	P912-E0071	f10r	f10r.9	oykchor	WORKSHOP_PROSE	4	CH	AUSWAHL_ENTNAHME	bezeichneten Anteil entnehmen
P931-A00161	P912-E0071	f10r	f10r.9	oykchor	WORKSHOP_PROSE	5	OR	EINTRAG	Ansatz oder Zubereitung
P931-A00162	P912-E0072	f10r	f10r.9	shor	WORKSHOP_PROSE	1	SH	HALTEN	Arbeitsgegenstand halten
P931-A00163	P912-E0072	f10r	f10r.9	shor	WORKSHOP_PROSE	2	OR	EINTRAG	Ansatz oder Zubereitung
P931-A00164	P912-E0073	f10r	f10r.9	chor	WORKSHOP_PROSE	1	CH	AUSWAHL_ENTNAHME	bezeichneten Anteil entnehmen
P931-A00165	P912-E0073	f10r	f10r.9	chor	WORKSHOP_PROSE	2	OR	EINTRAG	Ansatz oder Zubereitung
P931-A00166	P912-E0074	f10r	f10r.9	chy	WORKSHOP_PROSE	1	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00167	P912-E0075	f10r	f10r.9	kaiiin	WORKSHOP_PROSE	1	K	ZUORDNUNG	Material zugeben
P931-A00168	P912-E0075	f10r	f10r.9	kaiiin	WORKSHOP_PROSE	2	A_ADDR	ADRESSE	lokale Arbeitsstelle
P931-A00169	P912-E0075	f10r	f10r.9	kaiiin	WORKSHOP_PROSE	3	LOCAL_CHAR_I	I	lokales Schreibzeichen
P931-A00170	P912-E0075	f10r	f10r.9	kaiiin	WORKSHOP_PROSE	4	IIN	STUFE	Arbeitsstufe
P931-A00171	P912-E0076	f10r	f10r.9	dy	WORKSHOP_PROSE	1	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00172	P912-E0077	f10r	f10r.9	chodaiin	WORKSHOP_PROSE	1	CH	AUSWAHL_ENTNAHME	bezeichneten Anteil entnehmen
P931-A00173	P912-E0077	f10r	f10r.9	chodaiin	WORKSHOP_PROSE	2	O	LAUF	Arbeitsgang ausführen
P931-A00174	P912-E0077	f10r	f10r.9	chodaiin	WORKSHOP_PROSE	3	D_ADDR	UNTERADRESSE	bezeichneter Teil
P931-A00175	P912-E0077	f10r	f10r.9	chodaiin	WORKSHOP_PROSE	4	AIIN	SOLLWERT	Sollmaß
P931-A00176	P912-E0078	f10r	f10r.10	oqotor	WORKSHOP_PROSE	1	O	LAUF	Arbeitsgang ausführen
P931-A00177	P912-E0078	f10r	f10r.10	oqotor	WORKSHOP_PROSE	2	OT	NAECHSTER	danach oder nächster Posten
P931-A00178	P912-E0078	f10r	f10r.10	oqotor	WORKSHOP_PROSE	3	OR	EINTRAG	Ansatz oder Zubereitung
P931-A00179	P912-E0079	f10r	f10r.10	otor	WORKSHOP_PROSE	1	OT	NAECHSTER	danach oder nächster Posten
P931-A00180	P912-E0079	f10r	f10r.10	otor	WORKSHOP_PROSE	2	OR	EINTRAG	Ansatz oder Zubereitung
P931-A00181	P912-E0080	f10r	f10r.10	cfhy	WORKSHOP_PROSE	1	CFH	TRENNUNG	trennen
P931-A00182	P912-E0080	f10r	f10r.10	cfhy	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00183	P912-E0081	f10r	f10r.10	cthor	WORKSHOP_PROSE	1	CTH	BEREITSTATUS	bis bereit führen
P931-A00184	P912-E0081	f10r	f10r.10	cthor	WORKSHOP_PROSE	2	OR	EINTRAG	Ansatz oder Zubereitung
P931-A00185	P912-E0082	f10r	f10r.10	osain	WORKSHOP_PROSE	1	O	LAUF	Arbeitsgang ausführen
P931-A00186	P912-E0082	f10r	f10r.10	osain	WORKSHOP_PROSE	2	S	AUSWAHL	Arbeitsvariante auswählen
P931-A00187	P912-E0082	f10r	f10r.10	osain	WORKSHOP_PROSE	3	AIN	EINHEIT	Portion
P931-A00188	P912-E0083	f10r	f10r.10	ytoiin	WORKSHOP_PROSE	1	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00189	P912-E0083	f10r	f10r.10	ytoiin	WORKSHOP_PROSE	2	T	EINSTELLUNG	Arbeitsgang einstellen
P931-A00190	P912-E0083	f10r	f10r.10	ytoiin	WORKSHOP_PROSE	3	O	LAUF	Arbeitsgang ausführen
P931-A00191	P912-E0083	f10r	f10r.10	ytoiin	WORKSHOP_PROSE	4	IIN	STUFE	Arbeitsstufe
P931-A00192	P912-E0084	f10r	f10r.11	otchoshor	WORKSHOP_PROSE	1	OT	NAECHSTER	danach oder nächster Posten
P931-A00193	P912-E0084	f10r	f10r.11	otchoshor	WORKSHOP_PROSE	2	CH	AUSWAHL_ENTNAHME	bezeichneten Anteil entnehmen
P931-A00194	P912-E0084	f10r	f10r.11	otchoshor	WORKSHOP_PROSE	3	O	LAUF	Arbeitsgang ausführen
P931-A00195	P912-E0084	f10r	f10r.11	otchoshor	WORKSHOP_PROSE	4	SH	HALTEN	Arbeitsgegenstand halten
P931-A00196	P912-E0084	f10r	f10r.11	otchoshor	WORKSHOP_PROSE	5	OR	EINTRAG	Ansatz oder Zubereitung
P931-A00197	P912-E0085	f10r	f10r.11	qoty	WORKSHOP_PROSE	1	OT	NAECHSTER	danach oder nächster Posten
P931-A00198	P912-E0085	f10r	f10r.11	qoty	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00199	P912-E0086	f10r	f10r.11	qotor	WORKSHOP_PROSE	1	OT	NAECHSTER	danach oder nächster Posten
P931-A00200	P912-E0086	f10r	f10r.11	qotor	WORKSHOP_PROSE	2	OR	EINTRAG	Ansatz oder Zubereitung
P931-A00201	P912-E0087	f10r	f10r.11	cthyd	WORKSHOP_PROSE	1	CTH	BEREITSTATUS	bis bereit führen
P931-A00202	P912-E0087	f10r	f10r.11	cthyd	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A00203	P912-E0087	f10r	f10r.11	cthyd	WORKSHOP_PROSE	3	D_ADDR	UNTERADRESSE	bezeichneter Teil
P931-A00204	P912-E0088	f10r	f10r.11	otar	WORKSHOP_PROSE	1	OT	NAECHSTER	danach oder nächster Posten
P931-A00205	P912-E0088	f10r	f10r.11	otar	WORKSHOP_PROSE	2	AR	QUELLE	Entnahmestelle
