group_serial	page	locus	event_index	source_event_serial	surface_ZL3b	locus_role	inventory_item	default_content_German	content_status	external_label_status	historical_basis_ids	rotation_start_status	f68_f69_mapping	confidence
11	f67r2	f67r2.4	2	11851	sykos	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z04	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
12	f67r2	f67r2.5	1	11852	ykeody	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z05	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 5: Löwe; Körperbezirk: Herz und oberer Rücken; bei Mond	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
13	f67r2	f67r2.5	2	11853	okchy	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z05	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] in diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
14	f67r2	f67r2.6	1	11854	dchetay	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z06	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 6: Jungfrau; Körperbezirk: Bauch und Eingeweide; bei Mond in diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
15	f67r2	f67r2.7	1	11855	ykchy	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z07	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 7: Waage; Körperbezirk: Lenden und	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
16	f67r2	f67r2.7	2	11856	kchey	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z07	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Nieren; bei Mond in diesem Zeichen den Bezirk	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
17	f67r2	f67r2.7	3	11857	ykchys	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z07	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] schonen und dort keinen starken Eingriff vornehmen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
18	f67r2	f67r2.8	1	11858	chkchdar	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z08	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 8: Skorpion; Körperbezirk: Genitalien und Blase; bei Mond in diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
19	f67r2	f67r2.9	1	11859	ykar	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z09	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 9: Schütze; Körperbezirk: Hüften und Oberschenkel; bei Mond in	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
20	f67r2	f67r2.9	2	11860	ykaly	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z09	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
21	f67r2	f67r2.10	1	11861	lkshy	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z10	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 10: Steinbock; Körperbezirk: Knie;	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
22	f67r2	f67r2.10	2	11862	kchy	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z10	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] bei Mond in diesem Zeichen den Bezirk	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
23	f67r2	f67r2.10	3	11863	okar	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z10	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] schonen und dort keinen starken Eingriff vornehmen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
24	f67r2	f67r2.11	1	11864	chky	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z11	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 11: Wassermann; Körperbezirk: Schienbeine und	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
25	f67r2	f67r2.11	2	11865	chykchs	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z11	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Knöchel; bei Mond in diesem Zeichen den Bezirk	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
26	f67r2	f67r2.11	3	11866	chy	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z11	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] schonen und dort keinen starken Eingriff vornehmen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
27	f67r2	f67r2.12	1	11867	ykees	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z12	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 12: Fische; Körperbezirk: Füße; bei Mond in diesem	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
28	f67r2	f67r2.12	2	11868	ykchos	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z12	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
29	f67r2	f67r2.13	1	11869	opodchol	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I13	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Bestimme zuerst den	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
30	f67r2	f67r2.13	2	11870	s	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I13	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] Tag und danach	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
31	f67r2	f67r2.13	3	11871	ain	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I13	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] die planetarische Stunde	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
32	f67r2	f67r2.13	4	11872	aldy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I13	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] der vorgesehenen Maßnahme.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
33	f67r2	f67r2.14	1	11873	soeey	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I14	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Nenne den Kranken, seine	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
34	f67r2	f67r2.14	2	11874	doiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I14	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Stärke und die	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
35	f67r2	f67r2.14	3	11875	oldy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I14	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] sichtbar betroffene Körperstelle.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
36	f67r2	f67r2.15	1	11876	dolchsody	SEVEN_PLANET_LOCAL_EXEMPLAR	P01	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Planet 1: Saturn; überlieferte Grundqualität: kalt und trocken; als Tages- oder Stundenherr prüfen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.44
37	f67r2	f67r2.16	1	11877	odaeiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I16	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Suche den Herrscher	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
38	f67r2	f67r2.16	2	11878	okoes	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I16	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] aus der Siebenerreihe	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
39	f67r2	f67r2.16	3	11879	oekain	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I16	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] und bewahre	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
40	f67r2	f67r2.16	4	11880	y	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I16	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] seine Grundqualität.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
41	f67r2	f67r2.17	1	11881	otchey	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I17	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Unterscheide warme, kalte, trockene	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
42	f67r2	f67r2.17	2	11882	soraiir	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I17	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] und feuchte Wirkung	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
43	f67r2	f67r2.17	3	11883	dy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I17	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] nur als Exemplarregel.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
44	f67r2	f67r2.18	1	11884	qopchy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I18	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Bestimme das Zeichen, in	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
45	f67r2	f67r2.18	2	11885	daiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I18	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] dem der Mond zur	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
46	f67r2	f67r2.18	3	11886	dal	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I18	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] fraglichen Stunde steht.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
47	f67r2	f67r2.19	1	11887	ydchos	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I19	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Ordne dem Zeichen	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
48	f67r2	f67r2.19	2	11888	ain	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I19	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] den Körperbezirk	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
49	f67r2	f67r2.19	3	11889	ar	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I19	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] aus der	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
50	f67r2	f67r2.19	4	11890	amy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I19	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] Zwölferreihe zu.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
51	f67r2	f67r2.20	1	11891	chocfhy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I20	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Ist gerade dieser Körperbezirk betroffen, so	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
52	f67r2	f67r2.20	2	11892	saral	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I20	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] schone ihn in dieser Stunde.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
