system	orientation_id	direction	rotation_offset	full_mapping_or_traversal	evidence_preference	teaching_default	status	cross_page_join
A68_SPATIAL	A68_SPATIAL_ASC_R10	ASC	10	S01=M11|S02=M12|S03=M13|S04=M14|S05=M15|S06=M16|S07=M17|S08=M18|S09=M19|S10=M20|S11=M21|S12=M22|S13=M23|S14=M24|S15=M25|S16=M26|S17=M27|S18=M28|S19=M01|S20=M02|S21=M03|S22=M04|S23=M05|S24=M06|S25=M07|S26=M08|S27=M09|S28=M10	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_ASC_R11	ASC	11	S01=M12|S02=M13|S03=M14|S04=M15|S05=M16|S06=M17|S07=M18|S08=M19|S09=M20|S10=M21|S11=M22|S12=M23|S13=M24|S14=M25|S15=M26|S16=M27|S17=M28|S18=M01|S19=M02|S20=M03|S21=M04|S22=M05|S23=M06|S24=M07|S25=M08|S26=M09|S27=M10|S28=M11	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_ASC_R12	ASC	12	S01=M13|S02=M14|S03=M15|S04=M16|S05=M17|S06=M18|S07=M19|S08=M20|S09=M21|S10=M22|S11=M23|S12=M24|S13=M25|S14=M26|S15=M27|S16=M28|S17=M01|S18=M02|S19=M03|S20=M04|S21=M05|S22=M06|S23=M07|S24=M08|S25=M09|S26=M10|S27=M11|S28=M12	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_ASC_R13	ASC	13	S01=M14|S02=M15|S03=M16|S04=M17|S05=M18|S06=M19|S07=M20|S08=M21|S09=M22|S10=M23|S11=M24|S12=M25|S13=M26|S14=M27|S15=M28|S16=M01|S17=M02|S18=M03|S19=M04|S20=M05|S21=M06|S22=M07|S23=M08|S24=M09|S25=M10|S26=M11|S27=M12|S28=M13	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_ASC_R14	ASC	14	S01=M15|S02=M16|S03=M17|S04=M18|S05=M19|S06=M20|S07=M21|S08=M22|S09=M23|S10=M24|S11=M25|S12=M26|S13=M27|S14=M28|S15=M01|S16=M02|S17=M03|S18=M04|S19=M05|S20=M06|S21=M07|S22=M08|S23=M09|S24=M10|S25=M11|S26=M12|S27=M13|S28=M14	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_ASC_R15	ASC	15	S01=M16|S02=M17|S03=M18|S04=M19|S05=M20|S06=M21|S07=M22|S08=M23|S09=M24|S10=M25|S11=M26|S12=M27|S13=M28|S14=M01|S15=M02|S16=M03|S17=M04|S18=M05|S19=M06|S20=M07|S21=M08|S22=M09|S23=M10|S24=M11|S25=M12|S26=M13|S27=M14|S28=M15	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_ASC_R16	ASC	16	S01=M17|S02=M18|S03=M19|S04=M20|S05=M21|S06=M22|S07=M23|S08=M24|S09=M25|S10=M26|S11=M27|S12=M28|S13=M01|S14=M02|S15=M03|S16=M04|S17=M05|S18=M06|S19=M07|S20=M08|S21=M09|S22=M10|S23=M11|S24=M12|S25=M13|S26=M14|S27=M15|S28=M16	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_ASC_R17	ASC	17	S01=M18|S02=M19|S03=M20|S04=M21|S05=M22|S06=M23|S07=M24|S08=M25|S09=M26|S10=M27|S11=M28|S12=M01|S13=M02|S14=M03|S15=M04|S16=M05|S17=M06|S18=M07|S19=M08|S20=M09|S21=M10|S22=M11|S23=M12|S24=M13|S25=M14|S26=M15|S27=M16|S28=M17	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_ASC_R18	ASC	18	S01=M19|S02=M20|S03=M21|S04=M22|S05=M23|S06=M24|S07=M25|S08=M26|S09=M27|S10=M28|S11=M01|S12=M02|S13=M03|S14=M04|S15=M05|S16=M06|S17=M07|S18=M08|S19=M09|S20=M10|S21=M11|S22=M12|S23=M13|S24=M14|S25=M15|S26=M16|S27=M17|S28=M18	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_ASC_R19	ASC	19	S01=M20|S02=M21|S03=M22|S04=M23|S05=M24|S06=M25|S07=M26|S08=M27|S09=M28|S10=M01|S11=M02|S12=M03|S13=M04|S14=M05|S15=M06|S16=M07|S17=M08|S18=M09|S19=M10|S20=M11|S21=M12|S22=M13|S23=M14|S24=M15|S25=M16|S26=M17|S27=M18|S28=M19	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_ASC_R20	ASC	20	S01=M21|S02=M22|S03=M23|S04=M24|S05=M25|S06=M26|S07=M27|S08=M28|S09=M01|S10=M02|S11=M03|S12=M04|S13=M05|S14=M06|S15=M07|S16=M08|S17=M09|S18=M10|S19=M11|S20=M12|S21=M13|S22=M14|S23=M15|S24=M16|S25=M17|S26=M18|S27=M19|S28=M20	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_ASC_R21	ASC	21	S01=M22|S02=M23|S03=M24|S04=M25|S05=M26|S06=M27|S07=M28|S08=M01|S09=M02|S10=M03|S11=M04|S12=M05|S13=M06|S14=M07|S15=M08|S16=M09|S17=M10|S18=M11|S19=M12|S20=M13|S21=M14|S22=M15|S23=M16|S24=M17|S25=M18|S26=M19|S27=M20|S28=M21	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_ASC_R22	ASC	22	S01=M23|S02=M24|S03=M25|S04=M26|S05=M27|S06=M28|S07=M01|S08=M02|S09=M03|S10=M04|S11=M05|S12=M06|S13=M07|S14=M08|S15=M09|S16=M10|S17=M11|S18=M12|S19=M13|S20=M14|S21=M15|S22=M16|S23=M17|S24=M18|S25=M19|S26=M20|S27=M21|S28=M22	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_ASC_R23	ASC	23	S01=M24|S02=M25|S03=M26|S04=M27|S05=M28|S06=M01|S07=M02|S08=M03|S09=M04|S10=M05|S11=M06|S12=M07|S13=M08|S14=M09|S15=M10|S16=M11|S17=M12|S18=M13|S19=M14|S20=M15|S21=M16|S22=M17|S23=M18|S24=M19|S25=M20|S26=M21|S27=M22|S28=M23	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_ASC_R24	ASC	24	S01=M25|S02=M26|S03=M27|S04=M28|S05=M01|S06=M02|S07=M03|S08=M04|S09=M05|S10=M06|S11=M07|S12=M08|S13=M09|S14=M10|S15=M11|S16=M12|S17=M13|S18=M14|S19=M15|S20=M16|S21=M17|S22=M18|S23=M19|S24=M20|S25=M21|S26=M22|S27=M23|S28=M24	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_ASC_R25	ASC	25	S01=M26|S02=M27|S03=M28|S04=M01|S05=M02|S06=M03|S07=M04|S08=M05|S09=M06|S10=M07|S11=M08|S12=M09|S13=M10|S14=M11|S15=M12|S16=M13|S17=M14|S18=M15|S19=M16|S20=M17|S21=M18|S22=M19|S23=M20|S24=M21|S25=M22|S26=M23|S27=M24|S28=M25	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_ASC_R26	ASC	26	S01=M27|S02=M28|S03=M01|S04=M02|S05=M03|S06=M04|S07=M05|S08=M06|S09=M07|S10=M08|S11=M09|S12=M10|S13=M11|S14=M12|S15=M13|S16=M14|S17=M15|S18=M16|S19=M17|S20=M18|S21=M19|S22=M20|S23=M21|S24=M22|S25=M23|S26=M24|S27=M25|S28=M26	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_ASC_R27	ASC	27	S01=M28|S02=M01|S03=M02|S04=M03|S05=M04|S06=M05|S07=M06|S08=M07|S09=M08|S10=M09|S11=M10|S12=M11|S13=M12|S14=M13|S15=M14|S16=M15|S17=M16|S18=M17|S19=M18|S20=M19|S21=M20|S22=M21|S23=M22|S24=M23|S25=M24|S26=M25|S27=M26|S28=M27	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_DESC_R00	DESC	0	S01=M01|S02=M28|S03=M27|S04=M26|S05=M25|S06=M24|S07=M23|S08=M22|S09=M21|S10=M20|S11=M19|S12=M18|S13=M17|S14=M16|S15=M15|S16=M14|S17=M13|S18=M12|S19=M11|S20=M10|S21=M09|S22=M08|S23=M07|S24=M06|S25=M05|S26=M04|S27=M03|S28=M02	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_DESC_R01	DESC	1	S01=M02|S02=M01|S03=M28|S04=M27|S05=M26|S06=M25|S07=M24|S08=M23|S09=M22|S10=M21|S11=M20|S12=M19|S13=M18|S14=M17|S15=M16|S16=M15|S17=M14|S18=M13|S19=M12|S20=M11|S21=M10|S22=M09|S23=M08|S24=M07|S25=M06|S26=M05|S27=M04|S28=M03	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_DESC_R02	DESC	2	S01=M03|S02=M02|S03=M01|S04=M28|S05=M27|S06=M26|S07=M25|S08=M24|S09=M23|S10=M22|S11=M21|S12=M20|S13=M19|S14=M18|S15=M17|S16=M16|S17=M15|S18=M14|S19=M13|S20=M12|S21=M11|S22=M10|S23=M09|S24=M08|S25=M07|S26=M06|S27=M05|S28=M04	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_DESC_R03	DESC	3	S01=M04|S02=M03|S03=M02|S04=M01|S05=M28|S06=M27|S07=M26|S08=M25|S09=M24|S10=M23|S11=M22|S12=M21|S13=M20|S14=M19|S15=M18|S16=M17|S17=M16|S18=M15|S19=M14|S20=M13|S21=M12|S22=M11|S23=M10|S24=M09|S25=M08|S26=M07|S27=M06|S28=M05	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_DESC_R04	DESC	4	S01=M05|S02=M04|S03=M03|S04=M02|S05=M01|S06=M28|S07=M27|S08=M26|S09=M25|S10=M24|S11=M23|S12=M22|S13=M21|S14=M20|S15=M19|S16=M18|S17=M17|S18=M16|S19=M15|S20=M14|S21=M13|S22=M12|S23=M11|S24=M10|S25=M09|S26=M08|S27=M07|S28=M06	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_DESC_R05	DESC	5	S01=M06|S02=M05|S03=M04|S04=M03|S05=M02|S06=M01|S07=M28|S08=M27|S09=M26|S10=M25|S11=M24|S12=M23|S13=M22|S14=M21|S15=M20|S16=M19|S17=M18|S18=M17|S19=M16|S20=M15|S21=M14|S22=M13|S23=M12|S24=M11|S25=M10|S26=M09|S27=M08|S28=M07	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_DESC_R06	DESC	6	S01=M07|S02=M06|S03=M05|S04=M04|S05=M03|S06=M02|S07=M01|S08=M28|S09=M27|S10=M26|S11=M25|S12=M24|S13=M23|S14=M22|S15=M21|S16=M20|S17=M19|S18=M18|S19=M17|S20=M16|S21=M15|S22=M14|S23=M13|S24=M12|S25=M11|S26=M10|S27=M09|S28=M08	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_DESC_R07	DESC	7	S01=M08|S02=M07|S03=M06|S04=M05|S05=M04|S06=M03|S07=M02|S08=M01|S09=M28|S10=M27|S11=M26|S12=M25|S13=M24|S14=M23|S15=M22|S16=M21|S17=M20|S18=M19|S19=M18|S20=M17|S21=M16|S22=M15|S23=M14|S24=M13|S25=M12|S26=M11|S27=M10|S28=M09	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_DESC_R08	DESC	8	S01=M09|S02=M08|S03=M07|S04=M06|S05=M05|S06=M04|S07=M03|S08=M02|S09=M01|S10=M28|S11=M27|S12=M26|S13=M25|S14=M24|S15=M23|S16=M22|S17=M21|S18=M20|S19=M19|S20=M18|S21=M17|S22=M16|S23=M15|S24=M14|S25=M13|S26=M12|S27=M11|S28=M10	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_DESC_R09	DESC	9	S01=M10|S02=M09|S03=M08|S04=M07|S05=M06|S06=M05|S07=M04|S08=M03|S09=M02|S10=M01|S11=M28|S12=M27|S13=M26|S14=M25|S15=M24|S16=M23|S17=M22|S18=M21|S19=M20|S20=M19|S21=M18|S22=M17|S23=M16|S24=M15|S25=M14|S26=M13|S27=M12|S28=M11	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_DESC_R10	DESC	10	S01=M11|S02=M10|S03=M09|S04=M08|S05=M07|S06=M06|S07=M05|S08=M04|S09=M03|S10=M02|S11=M01|S12=M28|S13=M27|S14=M26|S15=M25|S16=M24|S17=M23|S18=M22|S19=M21|S20=M20|S21=M19|S22=M18|S23=M17|S24=M16|S25=M15|S26=M14|S27=M13|S28=M12	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_DESC_R11	DESC	11	S01=M12|S02=M11|S03=M10|S04=M09|S05=M08|S06=M07|S07=M06|S08=M05|S09=M04|S10=M03|S11=M02|S12=M01|S13=M28|S14=M27|S15=M26|S16=M25|S17=M24|S18=M23|S19=M22|S20=M21|S21=M20|S22=M19|S23=M18|S24=M17|S25=M16|S26=M15|S27=M14|S28=M13	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_DESC_R12	DESC	12	S01=M13|S02=M12|S03=M11|S04=M10|S05=M09|S06=M08|S07=M07|S08=M06|S09=M05|S10=M04|S11=M03|S12=M02|S13=M01|S14=M28|S15=M27|S16=M26|S17=M25|S18=M24|S19=M23|S20=M22|S21=M21|S22=M20|S23=M19|S24=M18|S25=M17|S26=M16|S27=M15|S28=M14	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_DESC_R13	DESC	13	S01=M14|S02=M13|S03=M12|S04=M11|S05=M10|S06=M09|S07=M08|S08=M07|S09=M06|S10=M05|S11=M04|S12=M03|S13=M02|S14=M01|S15=M28|S16=M27|S17=M26|S18=M25|S19=M24|S20=M23|S21=M22|S22=M21|S23=M20|S24=M19|S25=M18|S26=M17|S27=M16|S28=M15	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_DESC_R14	DESC	14	S01=M15|S02=M14|S03=M13|S04=M12|S05=M11|S06=M10|S07=M09|S08=M08|S09=M07|S10=M06|S11=M05|S12=M04|S13=M03|S14=M02|S15=M01|S16=M28|S17=M27|S18=M26|S19=M25|S20=M24|S21=M23|S22=M22|S23=M21|S24=M20|S25=M19|S26=M18|S27=M17|S28=M16	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_DESC_R15	DESC	15	S01=M16|S02=M15|S03=M14|S04=M13|S05=M12|S06=M11|S07=M10|S08=M09|S09=M08|S10=M07|S11=M06|S12=M05|S13=M04|S14=M03|S15=M02|S16=M01|S17=M28|S18=M27|S19=M26|S20=M25|S21=M24|S22=M23|S23=M22|S24=M21|S25=M20|S26=M19|S27=M18|S28=M17	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_DESC_R16	DESC	16	S01=M17|S02=M16|S03=M15|S04=M14|S05=M13|S06=M12|S07=M11|S08=M10|S09=M09|S10=M08|S11=M07|S12=M06|S13=M05|S14=M04|S15=M03|S16=M02|S17=M01|S18=M28|S19=M27|S20=M26|S21=M25|S22=M24|S23=M23|S24=M22|S25=M21|S26=M20|S27=M19|S28=M18	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_DESC_R17	DESC	17	S01=M18|S02=M17|S03=M16|S04=M15|S05=M14|S06=M13|S07=M12|S08=M11|S09=M10|S10=M09|S11=M08|S12=M07|S13=M06|S14=M05|S15=M04|S16=M03|S17=M02|S18=M01|S19=M28|S20=M27|S21=M26|S22=M25|S23=M24|S24=M23|S25=M22|S26=M21|S27=M20|S28=M19	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_DESC_R18	DESC	18	S01=M19|S02=M18|S03=M17|S04=M16|S05=M15|S06=M14|S07=M13|S08=M12|S09=M11|S10=M10|S11=M09|S12=M08|S13=M07|S14=M06|S15=M05|S16=M04|S17=M03|S18=M02|S19=M01|S20=M28|S21=M27|S22=M26|S23=M25|S24=M24|S25=M23|S26=M22|S27=M21|S28=M20	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_DESC_R19	DESC	19	S01=M20|S02=M19|S03=M18|S04=M17|S05=M16|S06=M15|S07=M14|S08=M13|S09=M12|S10=M11|S11=M10|S12=M09|S13=M08|S14=M07|S15=M06|S16=M05|S17=M04|S18=M03|S19=M02|S20=M01|S21=M28|S22=M27|S23=M26|S24=M25|S25=M24|S26=M23|S27=M22|S28=M21	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_DESC_R20	DESC	20	S01=M21|S02=M20|S03=M19|S04=M18|S05=M17|S06=M16|S07=M15|S08=M14|S09=M13|S10=M12|S11=M11|S12=M10|S13=M09|S14=M08|S15=M07|S16=M06|S17=M05|S18=M04|S19=M03|S20=M02|S21=M01|S22=M28|S23=M27|S24=M26|S25=M25|S26=M24|S27=M23|S28=M22	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
A68_SPATIAL	A68_SPATIAL_DESC_R21	DESC	21	S01=M22|S02=M21|S03=M20|S04=M19|S05=M18|S06=M17|S07=M16|S08=M15|S09=M14|S10=M13|S11=M12|S12=M11|S13=M10|S14=M09|S15=M08|S16=M07|S17=M06|S18=M05|S19=M04|S20=M03|S21=M02|S22=M01|S23=M28|S24=M27|S25=M26|S26=M25|S27=M24|S28=M23	NONE	NO	ALL_56_ASSIGNMENTS_STRUCTURALLY_LIVE;R0_ASC_ONLY_EDITORIAL_TEACHING_DEFAULT	NONE
