page	locus	locus_number	group_count	surface_sequence_ZL3b	structural_role	inventory_item	complete_local_exemplar_German	external_label_status	historical_basis_ids	strongest_rival	rotation_start_status	f68_f69_mapping	confidence
f67r2	f67r2.18	18	3	qopchy daiin dal	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I18	Bestimme das Zeichen, in dem der Mond zur fraglichen Stunde steht.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.19	19	4	ydchos ain ar amy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I19	Ordne dem Zeichen den Körperbezirk aus der Zwölferreihe zu.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.20	20	2	chocfhy saral	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I20	Ist gerade dieser Körperbezirk betroffen, so schone ihn in dieser Stunde.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.21	21	3	sain am ar	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I21	Verschiebe Aderlass, Schröpfen oder Schnitt am beherrschten Körperbezirk.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.22	22	1	okal	SEVEN_PLANET_LOCAL_EXEMPLAR	P02	Externer Editionswert Planet 2: Jupiter; überlieferte Grundqualität: warm und feucht; als Tages- oder Stundenherr prüfen.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S4|S8	Siebenerliste von Wochentagen oder bloßen Himmelskörpern	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.44
f67r2	f67r2.23	23	2	oparchy salsain	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I23	Prüfe zusätzlich, ob der Mond an Licht zunimmt oder abnimmt.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.24	24	3	sodar ofar ar	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I24	Zunehmendes Licht begünstigt stärkende, abnehmendes Licht entleerende Maßnahmen im Exemplar.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.25	25	1	ydam	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I25	Prüfe nun die schädlichen Verbindungen von Saturn und Mars.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.26	26	3	yteoor yto ykor	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I26	Bei schädlichem Aspekt verschiebe den starken Eingriff und wähle Schonung.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.27	27	4	okeo r aiin am	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I27	Bei Sonnenverbrennung des Mondes halte die beabsichtigte Maßnahme zurück.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.28	28	2	okain am	SEVEN_PLANET_LOCAL_EXEMPLAR	P03	Externer Editionswert Planet 3: Mars; überlieferte Grundqualität: heiß und trocken; als Tages- oder Stundenherr prüfen.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S4|S8	Siebenerliste von Wochentagen oder bloßen Himmelskörpern	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.44
f67r2	f67r2.29	29	2	ytody saiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I29	Bei guter Verbindung eines Wohltäters darf eine milde Behandlung erfolgen.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.30	30	2	ochol olol	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I30	Wähle die Anwendung nach Krankheit, Kräften und sichtbarer Körperstelle.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.31	31	1	opcholdy	SEVEN_PLANET_LOCAL_EXEMPLAR	P04	Externer Editionswert Planet 4: Sonne; überlieferte Grundqualität: warm und trocken; als Tages- oder Stundenherr prüfen.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S4|S8	Siebenerliste von Wochentagen oder bloßen Himmelskörpern	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.44
f67r2	f67r2.32	32	4	dosar odas air alaiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I32	Bei Fülle kann das lokale Exemplar Aderlass oder Schröpfen erwägen.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.33	33	3	dokan oear odal	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I33	Bei Schwäche meide starke Entleerung und vermindere das gewöhnliche Maß.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.34	34	2	ofar oeoldan	SEVEN_PLANET_LOCAL_EXEMPLAR	P05	Externer Editionswert Planet 5: Venus; überlieferte Grundqualität: kühl und feucht; als Tages- oder Stundenherr prüfen.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S4|S8	Siebenerliste von Wochentagen oder bloßen Himmelskörpern	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.44
f67r2	f67r2.35	35	3	chol giin okol	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I35	Für Bad und Salbung wähle nur eine gemäßigte Wärme.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.36	36	3	ytor daiin or	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I36	Für Trank und Arznei wahre das im Rezept vorgeschriebene Maß.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.37	37	1	ytoaiin	SEVEN_PLANET_LOCAL_EXEMPLAR	P06	Externer Editionswert Planet 6: Merkur; überlieferte Grundqualität: wechselnd nach Verbindung; als Tages- oder Stundenherr prüfen.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S4|S8	Siebenerliste von Wochentagen oder bloßen Himmelskörpern	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.44
f67r2	f67r2.38	38	2	otoldos octhole	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I38	Am Kopf handle nicht stark, solange der Mond im Widder steht.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.39	39	3	sor chedaiin dy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I39	An Hals und Kehle handle nicht stark, solange der Mond im Stier steht.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.40	40	3	yteos oiin og	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I40	An Armen und Händen handle nicht stark bei Mond in den Zwillingen.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.41	41	2	ytoeopchey chekody	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I41	An Brust und Brüsten handle nicht stark bei Mond im Krebs.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.42	42	3	sosho chos ockhy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I42	An Herz und oberem Rücken handle nicht stark bei Mond im Löwen.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.43	43	4	daiin aiin os qsg	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I43	An Bauch und Eingeweiden handle nicht stark bei Mond in der Jungfrau.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.44	44	3	ofydy sheody aiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I44	An Lenden und Nieren handle nicht stark bei Mond in der Waage.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.45	45	3	ycheody es odaiiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I45	An Genitalien und Blase handle nicht stark bei Mond im Skorpion.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.46	46	2	yekees oraly	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I46	An Hüften und Schenkeln handle nicht stark bei Mond im Schützen.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.47	47	1	yfain	SEVEN_PLANET_LOCAL_EXEMPLAR	P07	Externer Editionswert Planet 7: Mond; überlieferte Grundqualität: kalt und feucht; als Tages- oder Stundenherr prüfen.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S4|S8	Siebenerliste von Wochentagen oder bloßen Himmelskörpern	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.44
f67r2	f67r2.48	48	3	todaiin dain dy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I48	An den Knien handle nicht stark bei Mond im Steinbock.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.49	49	3	os choer aiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I49	An Schienbeinen und Knöcheln handle nicht stark bei Mond im Wassermann.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.50	50	2	choeea sal	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I50	An den Füßen handle nicht stark bei Mond in den Fischen.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.51	51	1	dadaiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I51	Wenn Zeichen oder Körperbezirk unsicher bleibt, verschiebe die Maßnahme.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.52	52	1	qotoear	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H01	Externer Editionswert Haus I: Kranker und Körper; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S4|S8	Zweite Zeichenreihe oder unabhängiges Zwölferinventar	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.31
f67r2	f67r2.53	53	1	dchdar	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H02	Externer Editionswert Haus II: Mittel und Vorrat; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S4|S8	Zweite Zeichenreihe oder unabhängiges Zwölferinventar	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.31
f67r2	f67r2.54	54	2	y saldal	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H03	Externer Editionswert Haus III: Nachricht und kurzer Weg; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S4|S8	Zweite Zeichenreihe oder unabhängiges Zwölferinventar	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.31
f67r2	f67r2.55	55	1	ytodal	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H04	Externer Editionswert Haus IV: Grund und Ausgang; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S4|S8	Zweite Zeichenreihe oder unabhängiges Zwölferinventar	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.31
f67r2	f67r2.56	56	2	tol daiin	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H05	Externer Editionswert Haus V: Kinder und Zeugung; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S4|S8	Zweite Zeichenreihe oder unabhängiges Zwölferinventar	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.31
f67r2	f67r2.57	57	2	otar dy	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H06	Externer Editionswert Haus VI: Krankheit und Leiden; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S4|S8	Zweite Zeichenreihe oder unabhängiges Zwölferinventar	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.31
f67r2	f67r2.58	58	3	cho dal g	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H07	Externer Editionswert Haus VII: Arzt oder Gegenpartei; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S4|S8	Zweite Zeichenreihe oder unabhängiges Zwölferinventar	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.31
