local_group_id	diagram_id	page	source_locus	locus_ordinal_editorial	group_index_within_locus	surface_display_only	instrument_component	technical_group_role	local_lookup_address	concrete_technical_function_German	medical_election_comparator_local_only	orientation_contract	crosspage_contract	semantic_status	source_lineage
A1:G011	A1	f67r2	f67r2.4	4	2	sykos	COLUMN_12	COLUMN_DESCRIPTOR_FRAGMENT	A1:C04:G02	Termin-/Sektorspalte C04 wählen; Fragment 02 als opaken Merker bewahren	its ruling quality	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G012	A1	f67r2	f67r2.5	5	1	ykeody	COLUMN_12	COLUMN_KEY	A1:C05:G01	Termin-/Sektorspalte C05 wählen; Fragment 01 als opaken Merker bewahren	Leo: protect the heart and upper back; avoid invasive treatment there	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G013	A1	f67r2	f67r2.5	5	2	okchy	COLUMN_12	COLUMN_DESCRIPTOR_FRAGMENT	A1:C05:G02	Termin-/Sektorspalte C05 wählen; Fragment 02 als opaken Merker bewahren	its ruling quality	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G014	A1	f67r2	f67r2.6	6	1	dchetay	COLUMN_12	COLUMN_KEY	A1:C06:G01	Termin-/Sektorspalte C06 wählen; Fragment 01 als opaken Merker bewahren	Virgo: protect the belly and intestines; avoid invasive treatment there	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G015	A1	f67r2	f67r2.7	7	1	ykchy	COLUMN_12	COLUMN_KEY	A1:C07:G01	Termin-/Sektorspalte C07 wählen; Fragment 01 als opaken Merker bewahren	Libra: protect the lower back and kidneys; avoid invasive treatment there	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G016	A1	f67r2	f67r2.7	7	2	kchey	COLUMN_12	COLUMN_DESCRIPTOR_FRAGMENT	A1:C07:G02	Termin-/Sektorspalte C07 wählen; Fragment 02 als opaken Merker bewahren	its ruling quality	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G017	A1	f67r2	f67r2.7	7	3	ykchys	COLUMN_12	COLUMN_DESCRIPTOR_FRAGMENT	A1:C07:G03	Termin-/Sektorspalte C07 wählen; Fragment 03 als opaken Merker bewahren	its application rule	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G018	A1	f67r2	f67r2.8	8	1	chkchdar	COLUMN_12	COLUMN_KEY	A1:C08:G01	Termin-/Sektorspalte C08 wählen; Fragment 01 als opaken Merker bewahren	Scorpio: protect the genitals and bladder; avoid invasive treatment there	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G019	A1	f67r2	f67r2.9	9	1	ykar	COLUMN_12	COLUMN_KEY	A1:C09:G01	Termin-/Sektorspalte C09 wählen; Fragment 01 als opaken Merker bewahren	Sagittarius: protect the hips and thighs; avoid invasive treatment there	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G020	A1	f67r2	f67r2.9	9	2	ykaly	COLUMN_12	COLUMN_DESCRIPTOR_FRAGMENT	A1:C09:G02	Termin-/Sektorspalte C09 wählen; Fragment 02 als opaken Merker bewahren	its ruling quality	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G021	A1	f67r2	f67r2.10	10	1	lkshy	COLUMN_12	COLUMN_KEY	A1:C10:G01	Termin-/Sektorspalte C10 wählen; Fragment 01 als opaken Merker bewahren	Capricorn: protect the knees; avoid invasive treatment there	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G022	A1	f67r2	f67r2.10	10	2	kchy	COLUMN_12	COLUMN_DESCRIPTOR_FRAGMENT	A1:C10:G02	Termin-/Sektorspalte C10 wählen; Fragment 02 als opaken Merker bewahren	its ruling quality	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G023	A1	f67r2	f67r2.10	10	3	okar	COLUMN_12	COLUMN_DESCRIPTOR_FRAGMENT	A1:C10:G03	Termin-/Sektorspalte C10 wählen; Fragment 03 als opaken Merker bewahren	its application rule	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G024	A1	f67r2	f67r2.11	11	1	chky	COLUMN_12	COLUMN_KEY	A1:C11:G01	Termin-/Sektorspalte C11 wählen; Fragment 01 als opaken Merker bewahren	Aquarius: protect the shins and ankles; avoid invasive treatment there	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G025	A1	f67r2	f67r2.11	11	2	chykchs	COLUMN_12	COLUMN_DESCRIPTOR_FRAGMENT	A1:C11:G02	Termin-/Sektorspalte C11 wählen; Fragment 02 als opaken Merker bewahren	its ruling quality	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G026	A1	f67r2	f67r2.11	11	3	chy	COLUMN_12	COLUMN_DESCRIPTOR_FRAGMENT	A1:C11:G03	Termin-/Sektorspalte C11 wählen; Fragment 03 als opaken Merker bewahren	its application rule	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G027	A1	f67r2	f67r2.12	12	1	ykees	COLUMN_12	COLUMN_KEY	A1:C12:G01	Termin-/Sektorspalte C12 wählen; Fragment 01 als opaken Merker bewahren	Pisces: protect the feet; avoid invasive treatment there	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G028	A1	f67r2	f67r2.12	12	2	ykchos	COLUMN_12	COLUMN_DESCRIPTOR_FRAGMENT	A1:C12:G02	Termin-/Sektorspalte C12 wählen; Fragment 02 als opaken Merker bewahren	its ruling quality	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G029	A1	f67r2	f67r2.13	13	1	opodchol	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	A1:I01:G01	Lookup-Anweisungsblock I01 lesen; Fragment 01 als opaken Merker bewahren	at night	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G030	A1	f67r2	f67r2.13	13	2	s	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	A1:I01:G02	Lookup-Anweisungsblock I01 lesen; Fragment 02 als opaken Merker bewahren	in the morning	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G031	A1	f67r2	f67r2.13	13	3	ain	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	A1:I01:G03	Lookup-Anweisungsblock I01 lesen; Fragment 03 als opaken Merker bewahren	for the sick person	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G032	A1	f67r2	f67r2.13	13	4	aldy	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	A1:I01:G04	Lookup-Anweisungsblock I01 lesen; Fragment 04 als opaken Merker bewahren	at the affected place	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G033	A1	f67r2	f67r2.14	14	1	soeey	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	A1:I02:G01	Lookup-Anweisungsblock I02 lesen; Fragment 01 als opaken Merker bewahren	in the morning	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G034	A1	f67r2	f67r2.14	14	2	doiin	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	A1:I02:G02	Lookup-Anweisungsblock I02 lesen; Fragment 02 als opaken Merker bewahren	for the sick person	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G035	A1	f67r2	f67r2.14	14	3	oldy	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	A1:I02:G03	Lookup-Anweisungsblock I02 lesen; Fragment 03 als opaken Merker bewahren	at the affected place	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G036	A1	f67r2	f67r2.15	15	1	dolchsody	ROW_7	ROW_KEY	A1:R01:G01	Werk-/Ressourcenreihe R01 wählen; Fragment 01 als opaken Merker bewahren	sevenfold governor 1: Saturn	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G037	A1	f67r2	f67r2.16	16	1	odaeiin	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	A1:I03:G01	Lookup-Anweisungsblock I03 lesen; Fragment 01 als opaken Merker bewahren	at the affected place	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G038	A1	f67r2	f67r2.16	16	2	okoes	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	A1:I03:G02	Lookup-Anweisungsblock I03 lesen; Fragment 02 als opaken Merker bewahren	repeat once	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G039	A1	f67r2	f67r2.16	16	3	oekain	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	A1:I03:G03	Lookup-Anweisungsblock I03 lesen; Fragment 03 als opaken Merker bewahren	do not overheat	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G040	A1	f67r2	f67r2.16	16	4	y	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	A1:I03:G04	Lookup-Anweisungsblock I03 lesen; Fragment 04 als opaken Merker bewahren	let it settle	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G041	A1	f67r2	f67r2.17	17	1	otchey	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	A1:I04:G01	Lookup-Anweisungsblock I04 lesen; Fragment 01 als opaken Merker bewahren	repeat once	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G042	A1	f67r2	f67r2.17	17	2	soraiir	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	A1:I04:G02	Lookup-Anweisungsblock I04 lesen; Fragment 02 als opaken Merker bewahren	do not overheat	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G043	A1	f67r2	f67r2.17	17	3	dy	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	A1:I04:G03	Lookup-Anweisungsblock I04 lesen; Fragment 03 als opaken Merker bewahren	let it settle	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G044	A1	f67r2	f67r2.18	18	1	qopchy	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	A1:I05:G01	Lookup-Anweisungsblock I05 lesen; Fragment 01 als opaken Merker bewahren	do not overheat	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G045	A1	f67r2	f67r2.18	18	2	daiin	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	A1:I05:G02	Lookup-Anweisungsblock I05 lesen; Fragment 02 als opaken Merker bewahren	let it settle	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
A1:G046	A1	f67r2	f67r2.18	18	3	dal	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	A1:I05:G03	Lookup-Anweisungsblock I05 lesen; Fragment 03 als opaken Merker bewahren	then proceed	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	LOCAL_FUNCTION_EXEMPLAR_NOT_WORD_MEANING	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP
