virtual_cell_address	row_selector_address	column_selector_address	work_order_code	technical_default_German	visible_cell_value	auxiliary_axis	condition_axis	rotation_equivalence	orientation_status	source_lineage
A1:R02:C01	A1:R02	A1:C01	A1:W13	Arbeitsklasse R02 im Termin-/Sektorabschnitt C01 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R02_C01	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R02:C02	A1:R02	A1:C02	A1:W14	Arbeitsklasse R02 im Termin-/Sektorabschnitt C02 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R02_C02	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R02:C03	A1:R02	A1:C03	A1:W15	Arbeitsklasse R02 im Termin-/Sektorabschnitt C03 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R02_C03	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R02:C04	A1:R02	A1:C04	A1:W16	Arbeitsklasse R02 im Termin-/Sektorabschnitt C04 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R02_C04	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R02:C05	A1:R02	A1:C05	A1:W17	Arbeitsklasse R02 im Termin-/Sektorabschnitt C05 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R02_C05	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R02:C06	A1:R02	A1:C06	A1:W18	Arbeitsklasse R02 im Termin-/Sektorabschnitt C06 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R02_C06	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R02:C07	A1:R02	A1:C07	A1:W19	Arbeitsklasse R02 im Termin-/Sektorabschnitt C07 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R02_C07	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R02:C08	A1:R02	A1:C08	A1:W20	Arbeitsklasse R02 im Termin-/Sektorabschnitt C08 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R02_C08	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R02:C09	A1:R02	A1:C09	A1:W21	Arbeitsklasse R02 im Termin-/Sektorabschnitt C09 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R02_C09	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R02:C10	A1:R02	A1:C10	A1:W22	Arbeitsklasse R02 im Termin-/Sektorabschnitt C10 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R02_C10	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R02:C11	A1:R02	A1:C11	A1:W23	Arbeitsklasse R02 im Termin-/Sektorabschnitt C11 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R02_C11	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R02:C12	A1:R02	A1:C12	A1:W24	Arbeitsklasse R02 im Termin-/Sektorabschnitt C12 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R02_C12	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R03:C01	A1:R03	A1:C01	A1:W25	Arbeitsklasse R03 im Termin-/Sektorabschnitt C01 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R03_C01	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R03:C02	A1:R03	A1:C02	A1:W26	Arbeitsklasse R03 im Termin-/Sektorabschnitt C02 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R03_C02	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R03:C03	A1:R03	A1:C03	A1:W27	Arbeitsklasse R03 im Termin-/Sektorabschnitt C03 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R03_C03	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R03:C04	A1:R03	A1:C04	A1:W28	Arbeitsklasse R03 im Termin-/Sektorabschnitt C04 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R03_C04	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R03:C05	A1:R03	A1:C05	A1:W29	Arbeitsklasse R03 im Termin-/Sektorabschnitt C05 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R03_C05	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R03:C06	A1:R03	A1:C06	A1:W30	Arbeitsklasse R03 im Termin-/Sektorabschnitt C06 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R03_C06	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R03:C07	A1:R03	A1:C07	A1:W31	Arbeitsklasse R03 im Termin-/Sektorabschnitt C07 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R03_C07	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R03:C08	A1:R03	A1:C08	A1:W32	Arbeitsklasse R03 im Termin-/Sektorabschnitt C08 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R03_C08	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R03:C09	A1:R03	A1:C09	A1:W33	Arbeitsklasse R03 im Termin-/Sektorabschnitt C09 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R03_C09	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R03:C10	A1:R03	A1:C10	A1:W34	Arbeitsklasse R03 im Termin-/Sektorabschnitt C10 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R03_C10	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R03:C11	A1:R03	A1:C11	A1:W35	Arbeitsklasse R03 im Termin-/Sektorabschnitt C11 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R03_C11	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R03:C12	A1:R03	A1:C12	A1:W36	Arbeitsklasse R03 im Termin-/Sektorabschnitt C12 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R03_C12	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R04:C01	A1:R04	A1:C01	A1:W37	Arbeitsklasse R04 im Termin-/Sektorabschnitt C01 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R04_C01	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R04:C02	A1:R04	A1:C02	A1:W38	Arbeitsklasse R04 im Termin-/Sektorabschnitt C02 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R04_C02	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R04:C03	A1:R04	A1:C03	A1:W39	Arbeitsklasse R04 im Termin-/Sektorabschnitt C03 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R04_C03	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R04:C04	A1:R04	A1:C04	A1:W40	Arbeitsklasse R04 im Termin-/Sektorabschnitt C04 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R04_C04	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R04:C05	A1:R04	A1:C05	A1:W41	Arbeitsklasse R04 im Termin-/Sektorabschnitt C05 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R04_C05	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R04:C06	A1:R04	A1:C06	A1:W42	Arbeitsklasse R04 im Termin-/Sektorabschnitt C06 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R04_C06	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R04:C07	A1:R04	A1:C07	A1:W43	Arbeitsklasse R04 im Termin-/Sektorabschnitt C07 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R04_C07	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R04:C08	A1:R04	A1:C08	A1:W44	Arbeitsklasse R04 im Termin-/Sektorabschnitt C08 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R04_C08	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R04:C09	A1:R04	A1:C09	A1:W45	Arbeitsklasse R04 im Termin-/Sektorabschnitt C09 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R04_C09	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R04:C10	A1:R04	A1:C10	A1:W46	Arbeitsklasse R04 im Termin-/Sektorabschnitt C10 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R04_C10	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R04:C11	A1:R04	A1:C11	A1:W47	Arbeitsklasse R04 im Termin-/Sektorabschnitt C11 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R04_C11	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R04:C12	A1:R04	A1:C12	A1:W48	Arbeitsklasse R04 im Termin-/Sektorabschnitt C12 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R04_C12	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R05:C01	A1:R05	A1:C01	A1:W49	Arbeitsklasse R05 im Termin-/Sektorabschnitt C01 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R05_C01	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R05:C02	A1:R05	A1:C02	A1:W50	Arbeitsklasse R05 im Termin-/Sektorabschnitt C02 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R05_C02	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R05:C03	A1:R05	A1:C03	A1:W51	Arbeitsklasse R05 im Termin-/Sektorabschnitt C03 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R05_C03	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
