catalogue_entry_type	source_locus	local_address	editorial_station_index	surface_display_only	technical_default_German	lookup_key	rotation_equivalence	orientation_status	crosspage_mapping	source_lineage
SPATIAL_STATION	f68r1.18	A2:LOC:f68r1.18	10	ytchody	Nach gezeichneter Lage die Ortsadresse f68r1.18 wählen und den angehängten Merker unverändert nachschlagen	DRAWN_2D_LOCUS;NOT_NUMBER	C28_ENUMERATION_ORBIT;SPATIAL_LOCUS_REMAINS_PRIMARY	EDITORIAL_INDEX_ONLY;NO_START;NO_DIRECTION	NONE	V55_CENTER_PLUS_28>V66_R3_ADDRESS_CATALOGUE
SPATIAL_STATION	f68r1.19	A2:LOC:f68r1.19	11	otys	Nach gezeichneter Lage die Ortsadresse f68r1.19 wählen und den angehängten Merker unverändert nachschlagen	DRAWN_2D_LOCUS;NOT_NUMBER	C28_ENUMERATION_ORBIT;SPATIAL_LOCUS_REMAINS_PRIMARY	EDITORIAL_INDEX_ONLY;NO_START;NO_DIRECTION	NONE	V55_CENTER_PLUS_28>V66_R3_ADDRESS_CATALOGUE
SPATIAL_STATION	f68r1.20	A2:LOC:f68r1.20	12	olor	Nach gezeichneter Lage die Ortsadresse f68r1.20 wählen und den angehängten Merker unverändert nachschlagen	DRAWN_2D_LOCUS;NOT_NUMBER	C28_ENUMERATION_ORBIT;SPATIAL_LOCUS_REMAINS_PRIMARY	EDITORIAL_INDEX_ONLY;NO_START;NO_DIRECTION	NONE	V55_CENTER_PLUS_28>V66_R3_ADDRESS_CATALOGUE
SPATIAL_STATION	f68r1.21	A2:LOC:f68r1.21	13	ockhy	Nach gezeichneter Lage die Ortsadresse f68r1.21 wählen und den angehängten Merker unverändert nachschlagen	DRAWN_2D_LOCUS;NOT_NUMBER	C28_ENUMERATION_ORBIT;SPATIAL_LOCUS_REMAINS_PRIMARY	EDITORIAL_INDEX_ONLY;NO_START;NO_DIRECTION	NONE	V55_CENTER_PLUS_28>V66_R3_ADDRESS_CATALOGUE
SPATIAL_STATION	f68r1.22	A2:LOC:f68r1.22	14	ofcheor	Nach gezeichneter Lage die Ortsadresse f68r1.22 wählen und den angehängten Merker unverändert nachschlagen	DRAWN_2D_LOCUS;NOT_NUMBER	C28_ENUMERATION_ORBIT;SPATIAL_LOCUS_REMAINS_PRIMARY	EDITORIAL_INDEX_ONLY;NO_START;NO_DIRECTION	NONE	V55_CENTER_PLUS_28>V66_R3_ADDRESS_CATALOGUE
SPATIAL_STATION	f68r1.23	A2:LOC:f68r1.23	15	otchdy	Nach gezeichneter Lage die Ortsadresse f68r1.23 wählen und den angehängten Merker unverändert nachschlagen	DRAWN_2D_LOCUS;NOT_NUMBER	C28_ENUMERATION_ORBIT;SPATIAL_LOCUS_REMAINS_PRIMARY	EDITORIAL_INDEX_ONLY;NO_START;NO_DIRECTION	NONE	V55_CENTER_PLUS_28>V66_R3_ADDRESS_CATALOGUE
SPATIAL_STATION	f68r1.24	A2:LOC:f68r1.24	16	otykchs	Nach gezeichneter Lage die Ortsadresse f68r1.24 wählen und den angehängten Merker unverändert nachschlagen	DRAWN_2D_LOCUS;NOT_NUMBER	C28_ENUMERATION_ORBIT;SPATIAL_LOCUS_REMAINS_PRIMARY	EDITORIAL_INDEX_ONLY;NO_START;NO_DIRECTION	NONE	V55_CENTER_PLUS_28>V66_R3_ADDRESS_CATALOGUE
SPATIAL_STATION	f68r1.25	A2:LOC:f68r1.25	17	otol	Nach gezeichneter Lage die Ortsadresse f68r1.25 wählen und den angehängten Merker unverändert nachschlagen	DRAWN_2D_LOCUS;NOT_NUMBER	C28_ENUMERATION_ORBIT;SPATIAL_LOCUS_REMAINS_PRIMARY	EDITORIAL_INDEX_ONLY;NO_START;NO_DIRECTION	NONE	V55_CENTER_PLUS_28>V66_R3_ADDRESS_CATALOGUE
SPATIAL_STATION	f68r1.26	A2:LOC:f68r1.26	18	otor	Nach gezeichneter Lage die Ortsadresse f68r1.26 wählen und den angehängten Merker unverändert nachschlagen	DRAWN_2D_LOCUS;NOT_NUMBER	C28_ENUMERATION_ORBIT;SPATIAL_LOCUS_REMAINS_PRIMARY	EDITORIAL_INDEX_ONLY;NO_START;NO_DIRECTION	NONE	V55_CENTER_PLUS_28>V66_R3_ADDRESS_CATALOGUE
SPATIAL_STATION	f68r1.27	A2:LOC:f68r1.27	19	oiinar	Nach gezeichneter Lage die Ortsadresse f68r1.27 wählen und den angehängten Merker unverändert nachschlagen	DRAWN_2D_LOCUS;NOT_NUMBER	C28_ENUMERATION_ORBIT;SPATIAL_LOCUS_REMAINS_PRIMARY	EDITORIAL_INDEX_ONLY;NO_START;NO_DIRECTION	NONE	V55_CENTER_PLUS_28>V66_R3_ADDRESS_CATALOGUE
SPATIAL_STATION	f68r1.28	A2:LOC:f68r1.28	20	okoldy	Nach gezeichneter Lage die Ortsadresse f68r1.28 wählen und den angehängten Merker unverändert nachschlagen	DRAWN_2D_LOCUS;NOT_NUMBER	C28_ENUMERATION_ORBIT;SPATIAL_LOCUS_REMAINS_PRIMARY	EDITORIAL_INDEX_ONLY;NO_START;NO_DIRECTION	NONE	V55_CENTER_PLUS_28>V66_R3_ADDRESS_CATALOGUE
SPATIAL_STATION	f68r1.29	A2:LOC:f68r1.29	21	ykchdy	Nach gezeichneter Lage die Ortsadresse f68r1.29 wählen und den angehängten Merker unverändert nachschlagen	DRAWN_2D_LOCUS;NOT_NUMBER	C28_ENUMERATION_ORBIT;SPATIAL_LOCUS_REMAINS_PRIMARY	EDITORIAL_INDEX_ONLY;NO_START;NO_DIRECTION	NONE	V55_CENTER_PLUS_28>V66_R3_ADDRESS_CATALOGUE
SPATIAL_STATION	f68r1.30	A2:LOC:f68r1.30	22	oeeody	Nach gezeichneter Lage die Ortsadresse f68r1.30 wählen und den angehängten Merker unverändert nachschlagen	DRAWN_2D_LOCUS;NOT_NUMBER	C28_ENUMERATION_ORBIT;SPATIAL_LOCUS_REMAINS_PRIMARY	EDITORIAL_INDEX_ONLY;NO_START;NO_DIRECTION	NONE	V55_CENTER_PLUS_28>V66_R3_ADDRESS_CATALOGUE
SPATIAL_STATION	f68r1.31	A2:LOC:f68r1.31	23	ocphy	Nach gezeichneter Lage die Ortsadresse f68r1.31 wählen und den angehängten Merker unverändert nachschlagen	DRAWN_2D_LOCUS;NOT_NUMBER	C28_ENUMERATION_ORBIT;SPATIAL_LOCUS_REMAINS_PRIMARY	EDITORIAL_INDEX_ONLY;NO_START;NO_DIRECTION	NONE	V55_CENTER_PLUS_28>V66_R3_ADDRESS_CATALOGUE
SPATIAL_STATION	f68r1.32	A2:LOC:f68r1.32	24	okeeodal	Nach gezeichneter Lage die Ortsadresse f68r1.32 wählen und den angehängten Merker unverändert nachschlagen	DRAWN_2D_LOCUS;NOT_NUMBER	C28_ENUMERATION_ORBIT;SPATIAL_LOCUS_REMAINS_PRIMARY	EDITORIAL_INDEX_ONLY;NO_START;NO_DIRECTION	NONE	V55_CENTER_PLUS_28>V66_R3_ADDRESS_CATALOGUE
SPATIAL_STATION	f68r1.33	A2:LOC:f68r1.33	25	okshor	Nach gezeichneter Lage die Ortsadresse f68r1.33 wählen und den angehängten Merker unverändert nachschlagen	DRAWN_2D_LOCUS;NOT_NUMBER	C28_ENUMERATION_ORBIT;SPATIAL_LOCUS_REMAINS_PRIMARY	EDITORIAL_INDEX_ONLY;NO_START;NO_DIRECTION	NONE	V55_CENTER_PLUS_28>V66_R3_ADDRESS_CATALOGUE
SPATIAL_STATION	f68r1.34	A2:LOC:f68r1.34	26	osdaiin	Nach gezeichneter Lage die Ortsadresse f68r1.34 wählen und den angehängten Merker unverändert nachschlagen	DRAWN_2D_LOCUS;NOT_NUMBER	C28_ENUMERATION_ORBIT;SPATIAL_LOCUS_REMAINS_PRIMARY	EDITORIAL_INDEX_ONLY;NO_START;NO_DIRECTION	NONE	V55_CENTER_PLUS_28>V66_R3_ADDRESS_CATALOGUE
SPATIAL_STATION	f68r1.35	A2:LOC:f68r1.35	27	otochedy	Nach gezeichneter Lage die Ortsadresse f68r1.35 wählen und den angehängten Merker unverändert nachschlagen	DRAWN_2D_LOCUS;NOT_NUMBER	C28_ENUMERATION_ORBIT;SPATIAL_LOCUS_REMAINS_PRIMARY	EDITORIAL_INDEX_ONLY;NO_START;NO_DIRECTION	NONE	V55_CENTER_PLUS_28>V66_R3_ADDRESS_CATALOGUE
SPATIAL_STATION	f68r1.36	A2:LOC:f68r1.36	28	dolchedy	Nach gezeichneter Lage die Ortsadresse f68r1.36 wählen und den angehängten Merker unverändert nachschlagen	DRAWN_2D_LOCUS;NOT_NUMBER	C28_ENUMERATION_ORBIT;SPATIAL_LOCUS_REMAINS_PRIMARY	EDITORIAL_INDEX_ONLY;NO_START;NO_DIRECTION	NONE	V55_CENTER_PLUS_28>V66_R3_ADDRESS_CATALOGUE
