edition	locus	at	left	right	Q_left_material	Q_right_material	Q_carrier	Q_status	N_right_quality	full_line
IT2a	f107r.28	IT2a|f107r.28|G008	cheey	lkaiin				NO_KNOWN_ADJACENT_CARRIER		kar aiin chl cholor sheees aiin cheey otchy lkaiin ykaiin ykal kal
IT2a	f107r.51	IT2a|f107r.51|G008	ol	qoky				NO_KNOWN_ADJACENT_CARRIER		sar ain chol olcheey otal otal ol otchy qoky otaily
IT2a	f13v.1	IT2a|f13v.1|G003	chtoiin	kchod				NO_KNOWN_ADJACENT_CARRIER		koair chtoiin otchy kchod otol otchy octhos
IT2a	f13v.1	IT2a|f13v.1|G006	otol	octhos				NO_KNOWN_ADJACENT_CARRIER		koair chtoiin otchy kchod otol otchy octhos
IT2a	f13v.3	IT2a|f13v.3|G004	chy	cthody	chy		chy	ADJACENT_ASSUMED_CARRIER		qokchy qokod chy otchy cthody
IT2a	f13v.8	IT2a|f13v.8|G001		daiin				NO_KNOWN_ADJACENT_CARRIER		otchy daiin y dain ykol okchy okald d ytaiin
IT2a	f15v.6	IT2a|f15v.6|G004	kaiin	r				NO_KNOWN_ADJACENT_CARRIER		qotchey choty kaiin otchy r aiin
IT2a	f17r.1	IT2a|f17r.1|G007	chop	dody				NO_KNOWN_ADJACENT_CARRIER		fshody daram ydarchom opydy ypod chop otchy dody oldckhy
IT2a	f19r.5	IT2a|f19r.5|G001		tchy				NO_KNOWN_ADJACENT_CARRIER		otchy tchy qoky daiin r
IT2a	f19v.3	IT2a|f19v.3|G001		chol				NO_KNOWN_ADJACENT_CARRIER	chol	otchy chol daiin qotol ytol daiin
IT2a	f21v.7	IT2a|f21v.7|G004	cholchaiin	s				NO_KNOWN_ADJACENT_CARRIER		ykcho lchol cholchaiin otchy s sheaiin
IT2a	f23r.2	IT2a|f23r.2|G006	chkdain	lolchor				NO_KNOWN_ADJACENT_CARRIER		to ar chor daiin chkdain otchy lolchor daiin dam okchol daing
IT2a	f47r.10	IT2a|f47r.10|G006	chey	tchol				NO_KNOWN_ADJACENT_CARRIER		shy otcho keey tor chey otchy tchol dain dam
IT2a	f5r.3	IT2a|f5r.3|G008	cthy	qotcho	cthy		cthy	ADJACENT_ASSUMED_CARRIER		qoaiin otan chy daiin oteeen cho cthy otchy qotcho dy
IT2a	f79v.29	IT2a|f79v.29|G010	dain	oty				NO_KNOWN_ADJACENT_CARRIER		dain shey keedy lko opchedy qotedy otey tal dain otchy oty
IT2a	f7r.2	IT2a|f7r.2|G007	kchey	cheody				NO_KNOWN_ADJACENT_CARRIER		dcheey keor shor dold dchey kchey otchy cheody
IT2a	f85r1.29	IT2a|f85r1.29|G010	otar	dkam				NO_KNOWN_ADJACENT_CARRIER		oees aiin olkeeody ors cheey qokchdy qotol okar otar otchy dkam
IT2a	f85r1.8	IT2a|f85r1.8|G006	qokchdy	qodal				NO_KNOWN_ADJACENT_CARRIER		daiin chckhdy qotchdy opchsd qokchdy otchy qodal daiin dal shdar oram
IT2a	f9v.6	IT2a|f9v.6|G006	dain	cthod				NO_KNOWN_ADJACENT_CARRIER		odol choy ksheody chody dain otchy cthod yky
RF1b	f103r.2	RF1b|f103r.2|G009	ar	sal				NO_KNOWN_ADJACENT_CARRIER		dain shek ch{cphh}dy daloky opche@152;y pcheo'l chep ar otchy sal lkeey sar ain okad che@152;y
RF1b	f105v.2	RF1b|f105v.2|G011	or	otor				NO_KNOWN_ADJACENT_CARRIER		ysheod ykeeedy keshed qodaiin oteodair or chkar otaiin chpor or otchy otor
RF1b	f107r.28	RF1b|f107r.28|G008	cheey	lkaiin				NO_KNOWN_ADJACENT_CARRIER		kar aiin chl cholor sheees aiin cheey otchy lkaiin ykaiin ykalkal
RF1b	f107r.51	RF1b|f107r.51|G009	ol	qoky				NO_KNOWN_ADJACENT_CARRIER		sar ain chol ol cheey otal otal ol otchy qoky otaily
RF1b	f13v.1	RF1b|f13v.1|G003	chtoiin	kchod				NO_KNOWN_ADJACENT_CARRIER		koair chtoiin otchy kchod otol otchy octhos
RF1b	f13v.1	RF1b|f13v.1|G006	otol	octhos				NO_KNOWN_ADJACENT_CARRIER		koair chtoiin otchy kchod otol otchy octhos
RF1b	f13v.3	RF1b|f13v.3|G004	chy	cthody	chy		chy	ADJACENT_ASSUMED_CARRIER		qokchy qokod chy otchy cthody
RF1b	f13v.8	RF1b|f13v.8|G001		daiin				NO_KNOWN_ADJACENT_CARRIER		otchy daiin ydain ykol okchy okald dytaiin
RF1b	f15v.6	RF1b|f15v.6|G004	kaiin	r				NO_KNOWN_ADJACENT_CARRIER		qotchey choty kaiin otchy r aiin
RF1b	f17r.1	RF1b|f17r.1|G008	chop	dody				NO_KNOWN_ADJACENT_CARRIER		fshody daram ydar chom opydy ypod chop otchy dody oldckhy
RF1b	f19r.5	RF1b|f19r.5|G001		tchy				NO_KNOWN_ADJACENT_CARRIER		otchy tchy qoky daiin @243;
RF1b	f21v.7	RF1b|f21v.7|G004	cholchaiin	s				NO_KNOWN_ADJACENT_CARRIER		ykcho lchol cholchaiin otchy s sheaiin
RF1b	f23r.2	RF1b|f23r.2|G006	chkdain	lolchor				NO_KNOWN_ADJACENT_CARRIER		to ar chor daiin chkdain otchy lolchor daiin dam okchol daing
RF1b	f47r.10	RF1b|f47r.10|G006	chey	tchol				NO_KNOWN_ADJACENT_CARRIER		shy otcho keey tor chey otchy tchol dain dam
RF1b	f5r.3	RF1b|f5r.3|G007	chocthy	qotchody				NO_KNOWN_ADJACENT_CARRIER		qoaiin otan chy daiin oteeeb chocthy otchy qotchody
RF1b	f7r.2	RF1b|f7r.2|G008	kchey	cheody				NO_KNOWN_ADJACENT_CARRIER		dcheey keo r shor dol@152; dchey kchey otchy cheody
RF1b	f85r1.29	RF1b|f85r1.29|G011	otar	okam				NO_KNOWN_ADJACENT_CARRIER		oees aiin olkeeody or s cheey qokch@152;y qotol okar otar otchy okam
RF1b	f85r1.8	RF1b|f85r1.8|G006	qokchdy	qodal				NO_KNOWN_ADJACENT_CARRIER		daiin chckhdy qotchdy opchsd qokchdy otchy qodal daiin @152;al shdar oram
RF1b	f9v.6	RF1b|f9v.6|G006	dain	cthod				NO_KNOWN_ADJACENT_CARRIER		odol choy ksheody chody dain otchy cthod yk@221;
ZL3b	f14v.2	ZL3b|f14v.2|G007	cthy	ty	cthy		cthy	ADJACENT_ASSUMED_CARRIER		okchor d chytshy oty chy cthy otchy ty chol daiin
ZL3b	f14v.7	ZL3b|f14v.7|G007	odyd	o				NO_KNOWN_ADJACENT_CARRIER		oy kshy cho ty dydy odyd otchy o kchy dshy dardy
ZL3b	f18v.6	ZL3b|f18v.6|G003	chor	qokeees	chor		chor	ADJACENT_ASSUMED_CARRIER		qotor chor otchy qokeees chy s ar ykar
ZL3b	f20r.12	ZL3b|f20r.12|G004	otchey	tchy				NO_KNOWN_ADJACENT_CARRIER		shoiin cheody otchey otchy tchy qoteey daiin dar
ZL3b	f20v.5	ZL3b|f20v.5|G007	fshodchy	chcphy				NO_KNOWN_ADJACENT_CARRIER		tshol folchol otor shol shor fshodchy otchy chcphy dy
ZL3b	f22r.7	ZL3b|f22r.7|G008	ol	cphal				NO_KNOWN_ADJACENT_CARRIER		kchol shol dsheor {c'@162;@136;} chdoly ytaiin ol otchy cphal
ZL3b	f22v.3	ZL3b|f22v.3|G003	kchorl	cthy		cthy	cthy	ADJACENT_ASSUMED_CARRIER		qoky kchorl otchy cthy otchyky ytchol otam
ZL3b	f2v.3	ZL3b|f2v.3|G001		chor		chor	chor	ADJACENT_ASSUMED_CARRIER		otchy chor lshy chol chody chodain chcthy daiin
ZL3b	f32v.8	ZL3b|f32v.8|G007	qotaiin	d				NO_KNOWN_ADJACENT_CARRIER		otchol daiin daiin ctho daiin qotaiin otchy d shan
ZL3b	f44r.6	ZL3b|f44r.6|G008	qotchy	dar				NO_KNOWN_ADJACENT_CARRIER		dshor y tchol shy o @190;cheekchy qotchy otchy dar
ZL3b	f44v.5	ZL3b|f44v.5|G006	ykchor	qoty				NO_KNOWN_ADJACENT_CARRIER		oain shol cthy cphaiin ykchor otchy qoty ytchear cthain
ZL3b	f56r.10	ZL3b|f56r.10|G003	chor	chok	chor		chor	ADJACENT_ASSUMED_CARRIER		yt chor otchy chok y t chey r okaiin
ZL3b	f58r.3	ZL3b|f58r.3|G005	choty	otaly				NO_KNOWN_ADJACENT_CARRIER		ykechod dalaldam ytam choty otchy otaly shoty s
ZL3b	f6v.1	ZL3b|f6v.1|G010	char					NO_KNOWN_ADJACENT_CARRIER		koary sar [ch:{oh}]eekar<!funny o, @246;?> qoor shor chapchy s chear char otchy
ZL3b	f76r.9	ZL3b|f76r.9|G011	ain	lkain				NO_KNOWN_ADJACENT_CARRIER		shed al shckhy [r:s] ain chcphedy ain olkeey lkar ain otchy lkain chedy dar daly
ZL3b	f76v.4	ZL3b|f76v.4|G010	olor	r				NO_KNOWN_ADJACENT_CARRIER		salkeey sor shecthy daiin okor chpchedy {cp}chy oty olor otchy r alchl
ZL3b	f94v.4	ZL3b|f94v.4|G003	otar	kedy				NO_KNOWN_ADJACENT_CARRIER		dchdy otar otchy kedy qokchdy ol okchy
ZL3b	f94v.6	ZL3b|f94v.6|G008	otor	tody				NO_KNOWN_ADJACENT_CARRIER		ycheeo lkeol otor opchdy qotar aral otor otchy tody oty
ZL3b	f94v.8	ZL3b|f94v.8|G006	fchd	qotchy				NO_KNOWN_ADJACENT_CARRIER		pchedaiin sheocthy daiin cphedy fchd otchy qotchy par ar
IT2a	f10r.3	IT2a|f10r.3|G002	qotor	daiin				NO_KNOWN_ADJACENT_CARRIER		qotor otchy daiin chocthy qotchy chol or yty dy dy
IT2a	f14v.2	IT2a|f14v.2|G007	cthy	ty	cthy		cthy	ADJACENT_ASSUMED_CARRIER		okchor dchy tshy oky chy cthy otchy ty chol daiin
IT2a	f14v.7	IT2a|f14v.7|G005	odyd	okchy				NO_KNOWN_ADJACENT_CARRIER		oykshy choty dydy odyd otchy okchy dshy dardy
IT2a	f18v.6	IT2a|f18v.6|G003	chor	qokeees	chor		chor	ADJACENT_ASSUMED_CARRIER		qotor chor otchy qokeees chy s ar ykar
IT2a	f20r.12	IT2a|f20r.12|G004	otchey	tchy				NO_KNOWN_ADJACENT_CARRIER		shoiin cheody otchey otchy tchy qoteey daiin dar
IT2a	f20v.5	IT2a|f20v.5|G007	fshodchy	chcphy				NO_KNOWN_ADJACENT_CARRIER		tshol folchol otor shol shos fshodchy otchy chcphy dy
IT2a	f22r.7	IT2a|f22r.7|G008	ol	cphal				NO_KNOWN_ADJACENT_CARRIER		kchol shol dsheor ska chdoly ytaiin ol otchy cphal
IT2a	f22v.3	IT2a|f22v.3|G003	kchorl	cthy		cthy	cthy	ADJACENT_ASSUMED_CARRIER		qoky kchorl otchy cthy otchyky ytchol otam
IT2a	f2v.3	IT2a|f2v.3|G001		chor		chor	chor	ADJACENT_ASSUMED_CARRIER		otchy chor lshy chol chody chodain chcthy daiin
IT2a	f32v.8	IT2a|f32v.8|G007	qotaiin	d				NO_KNOWN_ADJACENT_CARRIER		otchol daiin daiin ctho daiin qotaiin otchy d shar
IT2a	f44r.6	IT2a|f44r.6|G007	qotchy	dar				NO_KNOWN_ADJACENT_CARRIER		dshor ytchol shy o ocheeky qotchy otchy dar
IT2a	f44v.5	IT2a|f44v.5|G006	ykchor	qoty				NO_KNOWN_ADJACENT_CARRIER		oain shol cthy cphaiin ykchor otchy qoty otcheor cthain
IT2a	f56r.10	IT2a|f56r.10|G002	ytchor	chokyt				NO_KNOWN_ADJACENT_CARRIER		ytchor otchy chokyt chey r okaiin
IT2a	f58r.3	IT2a|f58r.3|G005	choty	otaly				NO_KNOWN_ADJACENT_CARRIER		ykechod dalaldam ytam choty otchy otaly shoty s
IT2a	f6v.1	IT2a|f6v.1|G011	char					NO_KNOWN_ADJACENT_CARRIER		koar y sar oheekar qoar shor chapchy s chear char otchy
IT2a	f76r.9	IT2a|f76r.9|G010	ain	lkain				NO_KNOWN_ADJACENT_CARRIER		shed al shckhy sain chcphedy ain olkeey lkar ain otchy lkain chedy dar daly
IT2a	f76v.4	IT2a|f76v.4|G010	olor	ralchl				NO_KNOWN_ADJACENT_CARRIER		solkeey sor shecthy daiin okar chpchedy cpchy oty olor otchy ralchl
IT2a	f94v.4	IT2a|f94v.4|G003	otar	kedy				NO_KNOWN_ADJACENT_CARRIER		dchdy otar otchy kedy qokchdy ol okchy
IT2a	f94v.6	IT2a|f94v.6|G008	otor	tody				NO_KNOWN_ADJACENT_CARRIER		ycheeo lkeol otor opchdy qotar aral otor otchy tody oty
RF1b	f10r.3	RF1b|f10r.3|G002	qotor	daiin				NO_KNOWN_ADJACENT_CARRIER		qotor otchy daiin chocthy qotchy chol or yty dy dy
RF1b	f14v.2	RF1b|f14v.2|G006	cthy	ty	cthy		cthy	ADJACENT_ASSUMED_CARRIER		okchor dchytshy oty chy cthy otchy ty chol daiin
RF1b	f14v.7	RF1b|f14v.7|G005	odyd	o				NO_KNOWN_ADJACENT_CARRIER		oyk{ch'}y choty dydy odyd otchy o kchy dshy dardy
RF1b	f18v.6	RF1b|f18v.6|G003	chor	qokeees	chor		chor	ADJACENT_ASSUMED_CARRIER		qotor chor otchy qokeees chy s ar ykar
RF1b	f20r.12	RF1b|f20r.12|G004	otchey	tchy				NO_KNOWN_ADJACENT_CARRIER		shoiin cheody otchey otchy tchy qoteey daiin dar
RF1b	f20v.5	RF1b|f20v.5|G007	fshodchy	chcphy				NO_KNOWN_ADJACENT_CARRIER		tshol folchol otor shol shos fshodchy otchy chcphy dy
RF1b	f22r.7	RF1b|f22r.7|G008	ol	cphal				NO_KNOWN_ADJACENT_CARRIER		kchol shol @152;sheor {c'@162;@136;} chdoly ytaiin ol otchy cphal
RF1b	f22v.3	RF1b|f22v.3|G003	kchorl	cthy		cthy	cthy	ADJACENT_ASSUMED_CARRIER		qoky kchorl otchy cthy otchyky ytchol otam
RF1b	f2v.3	RF1b|f2v.3|G001		chor		chor	chor	ADJACENT_ASSUMED_CARRIER		otchy chor lshy chol chody chodain chcthy daiin
RF1b	f32v.8	RF1b|f32v.8|G006	qotaiin	@152;				NO_KNOWN_ADJACENT_CARRIER		otchol daiin daiin cthodaiin qotaiin otchy @152; shan
RF1b	f44r.6	RF1b|f44r.6|G007	qotchy	dar				NO_KNOWN_ADJACENT_CARRIER		dshor ytchol shy o @190;cheekchy qotchy otchy dar
RF1b	f44v.5	RF1b|f44v.5|G006	@222;kchor	qoty				NO_KNOWN_ADJACENT_CARRIER		oain shol cthy cphaiin @222;kchor otchy qoty otchear cthain
RF1b	f56r.10	RF1b|f56r.10|G002	ytchor	chok				NO_KNOWN_ADJACENT_CARRIER		ytchor otchy chok yt chey r ok aiin
RF1b	f58r.3	RF1b|f58r.3|G005	choty	otaly				NO_KNOWN_ADJACENT_CARRIER		ykechod dalaldam ytam choty otchy otaly shoty s
RF1b	f6v.1	RF1b|f6v.1|G009	char					NO_KNOWN_ADJACENT_CARRIER		koarysar cheekar qoar shor chapchy s chear char otchy
RF1b	f76v.4	RF1b|f76v.4|G010	olor	r				NO_KNOWN_ADJACENT_CARRIER		solkeey sor shecth@222; daiin ok@221;r chpched@222; {cp}chy oty olor otchy r alchl
RF1b	f94v.4	RF1b|f94v.4|G003	otar	kedy				NO_KNOWN_ADJACENT_CARRIER		dchdy otar otchy kedy qokch@152;y ol okchy
RF1b	f94v.6	RF1b|f94v.6|G008	otor	tady				NO_KNOWN_ADJACENT_CARRIER		ycheeo lkeol otar opchdy qotar aral otor otchy tady oty
RF1b	f94v.8	RF1b|f94v.8|G006	fch@152;	qotchy				NO_KNOWN_ADJACENT_CARRIER		pchedaiin sheocthy daiin cphedy fch@152; otchy qotchy par ar
