model	edition	locus	index	word	hypothesis
N	IT2a	f107r.28	4	cholor	⟦cholor⟧
N	IT2a	f107r.28	5	sheees	⟦sheees⟧
N	IT2a	f107r.28	6	aiin	⟦aiin⟧
N	IT2a	f107r.28	7	cheey	⟦cheey⟧
N	IT2a	f107r.28	8	otchy	Material T
N	IT2a	f107r.28	9	lkaiin	⟦lkaiin⟧
N	IT2a	f107r.28	10	ykaiin	⟦ykaiin⟧
N	IT2a	f107r.28	11	ykal	⟦ykal⟧
N	IT2a	f107r.28	12	kal	⟦kal⟧
N	IT2a	f107r.51	1	sar	⟦sar⟧
N	IT2a	f107r.51	2	ain	⟦ain⟧
N	IT2a	f107r.51	3	chol	getrocknet
N	IT2a	f107r.51	4	olcheey	⟦olcheey⟧
N	IT2a	f107r.51	5	otal	⟦otal⟧
N	IT2a	f107r.51	6	otal	⟦otal⟧
N	IT2a	f107r.51	7	ol	auch
N	IT2a	f107r.51	8	otchy	Material T
N	IT2a	f107r.51	9	qoky	⟦qoky⟧
N	IT2a	f107r.51	10	otaily	⟦otaily⟧
N	IT2a	f13v.1	1	koair	⟦koair⟧
N	IT2a	f13v.1	2	chtoiin	⟦chtoiin⟧
N	IT2a	f13v.1	3	otchy	Material T
N	IT2a	f13v.1	4	kchod	⟦kchod⟧
N	IT2a	f13v.1	5	otol	⟦otol⟧
N	IT2a	f13v.1	6	otchy	Material T
N	IT2a	f13v.1	7	octhos	⟦octhos⟧
N	IT2a	f13v.3	1	qokchy	⟦qokchy⟧
N	IT2a	f13v.3	2	qokod	⟦qokod⟧
N	IT2a	f13v.3	3	chy	Wasser
N	IT2a	f13v.3	4	otchy	Material T
N	IT2a	f13v.3	5	cthody	⟦cthody⟧
N	IT2a	f13v.8	1	otchy	Material T
N	IT2a	f13v.8	2	daiin	Menge Γ
N	IT2a	f13v.8	3	y	⟦y⟧
N	IT2a	f13v.8	4	dain	Menge Β
N	IT2a	f13v.8	5	ykol	⟦ykol⟧
N	IT2a	f13v.8	6	okchy	⟦okchy⟧
N	IT2a	f13v.8	7	okald	⟦okald⟧
N	IT2a	f13v.8	8	d	⟦d⟧
N	IT2a	f13v.8	9	ytaiin	⟦ytaiin⟧
N	IT2a	f15v.6	1	qotchey	⟦qotchey⟧
N	IT2a	f15v.6	2	choty	⟦choty⟧
N	IT2a	f15v.6	3	kaiin	⟦kaiin⟧
N	IT2a	f15v.6	4	otchy	Material T
N	IT2a	f15v.6	5	r	⟦r⟧
N	IT2a	f15v.6	6	aiin	⟦aiin⟧
N	IT2a	f17r.1	1	fshody	⟦fshody⟧
N	IT2a	f17r.1	2	daram	⟦daram⟧
N	IT2a	f17r.1	3	ydarchom	⟦ydarchom⟧
N	IT2a	f17r.1	4	opydy	⟦opydy⟧
N	IT2a	f17r.1	5	ypod	⟦ypod⟧
N	IT2a	f17r.1	6	chop	⟦chop⟧
N	IT2a	f17r.1	7	otchy	Material T
N	IT2a	f17r.1	8	dody	⟦dody⟧
N	IT2a	f17r.1	9	oldckhy	⟦oldckhy⟧
N	IT2a	f19r.5	1	otchy	Material T
N	IT2a	f19r.5	2	tchy	⟦tchy⟧
N	IT2a	f19r.5	3	qoky	⟦qoky⟧
N	IT2a	f19r.5	4	daiin	Menge Γ
N	IT2a	f19r.5	5	r	⟦r⟧
N	IT2a	f19v.3	1	otchy	Material T
N	IT2a	f19v.3	2	chol	getrocknet
N	IT2a	f19v.3	3	daiin	Menge Γ
N	IT2a	f19v.3	4	qotol	⟦qotol⟧
N	IT2a	f19v.3	5	ytol	⟦ytol⟧
N	IT2a	f19v.3	6	daiin	Menge Γ
N	IT2a	f21v.7	1	ykcho	⟦ykcho⟧
N	IT2a	f21v.7	2	lchol	⟦lchol⟧
N	IT2a	f21v.7	3	cholchaiin	⟦cholchaiin⟧
N	IT2a	f21v.7	4	otchy	Material T
N	IT2a	f21v.7	5	s	und
N	IT2a	f21v.7	6	sheaiin	⟦sheaiin⟧
N	IT2a	f23r.2	1	to	⟦to⟧
N	IT2a	f23r.2	2	ar	Anteil
N	IT2a	f23r.2	3	chor	Blüten
N	IT2a	f23r.2	4	daiin	Menge Γ
N	IT2a	f23r.2	5	chkdain	⟦chkdain⟧
N	IT2a	f23r.2	6	otchy	Material T
N	IT2a	f23r.2	7	lolchor	⟦lolchor⟧
N	IT2a	f23r.2	8	daiin	Menge Γ
N	IT2a	f23r.2	9	dam	⟦dam⟧
N	IT2a	f23r.2	10	okchol	⟦okchol⟧
N	IT2a	f23r.2	11	daing	⟦daing⟧
N	IT2a	f47r.10	1	shy	⟦shy⟧
N	IT2a	f47r.10	2	otcho	⟦otcho⟧
N	IT2a	f47r.10	3	keey	⟦keey⟧
N	IT2a	f47r.10	4	tor	⟦tor⟧
N	IT2a	f47r.10	5	chey	⟦chey⟧
N	IT2a	f47r.10	6	otchy	Material T
N	IT2a	f47r.10	7	tchol	⟦tchol⟧
N	IT2a	f47r.10	8	dain	Menge Β
N	IT2a	f47r.10	9	dam	⟦dam⟧
N	IT2a	f5r.3	1	qoaiin	⟦qoaiin⟧
N	IT2a	f5r.3	2	otan	⟦otan⟧
N	IT2a	f5r.3	3	chy	Wasser
N	IT2a	f5r.3	4	daiin	Menge Γ
N	IT2a	f5r.3	5	oteeen	⟦oteeen⟧
N	IT2a	f5r.3	6	cho	⟦cho⟧
N	IT2a	f5r.3	7	cthy	Kraut
N	IT2a	f5r.3	8	otchy	Material T
N	IT2a	f5r.3	9	qotcho	⟦qotcho⟧
N	IT2a	f5r.3	10	dy	⟦dy⟧
N	IT2a	f79v.29	1	dain	Menge Β
N	IT2a	f79v.29	2	shey	erwärmen
N	IT2a	f79v.29	3	keedy	⟦keedy⟧
N	IT2a	f79v.29	4	lko	⟦lko⟧
N	IT2a	f79v.29	5	opchedy	⟦opchedy⟧
N	IT2a	f79v.29	6	qotedy	⟦qotedy⟧
N	IT2a	f79v.29	7	otey	⟦otey⟧
N	IT2a	f79v.29	8	tal	⟦tal⟧
N	IT2a	f79v.29	9	dain	Menge Β
N	IT2a	f79v.29	10	otchy	Material T
N	IT2a	f79v.29	11	oty	⟦oty⟧
N	IT2a	f7r.2	1	dcheey	⟦dcheey⟧
N	IT2a	f7r.2	2	keor	⟦keor⟧
N	IT2a	f7r.2	3	shor	Früchte
N	IT2a	f7r.2	4	dold	⟦dold⟧
N	IT2a	f7r.2	5	dchey	⟦dchey⟧
N	IT2a	f7r.2	6	kchey	⟦kchey⟧
N	IT2a	f7r.2	7	otchy	Material T
N	IT2a	f7r.2	8	cheody	⟦cheody⟧
N	IT2a	f85r1.29	1	oees	⟦oees⟧
N	IT2a	f85r1.29	2	aiin	⟦aiin⟧
N	IT2a	f85r1.29	3	olkeeody	⟦olkeeody⟧
N	IT2a	f85r1.29	4	ors	⟦ors⟧
N	IT2a	f85r1.29	5	cheey	⟦cheey⟧
N	IT2a	f85r1.29	6	qokchdy	⟦qokchdy⟧
N	IT2a	f85r1.29	7	qotol	⟦qotol⟧
N	IT2a	f85r1.29	8	okar	⟦okar⟧
N	IT2a	f85r1.29	9	otar	⟦otar⟧
N	IT2a	f85r1.29	10	otchy	Material T
N	IT2a	f85r1.29	11	dkam	⟦dkam⟧
N	IT2a	f85r1.8	1	daiin	Menge Γ
N	IT2a	f85r1.8	2	chckhdy	⟦chckhdy⟧
N	IT2a	f85r1.8	3	qotchdy	⟦qotchdy⟧
N	IT2a	f85r1.8	4	opchsd	⟦opchsd⟧
N	IT2a	f85r1.8	5	qokchdy	⟦qokchdy⟧
N	IT2a	f85r1.8	6	otchy	Material T
N	IT2a	f85r1.8	7	qodal	⟦qodal⟧
N	IT2a	f85r1.8	8	daiin	Menge Γ
N	IT2a	f85r1.8	9	dal	⟦dal⟧
N	IT2a	f85r1.8	10	shdar	⟦shdar⟧
N	IT2a	f85r1.8	11	oram	⟦oram⟧
N	IT2a	f9v.6	1	odol	⟦odol⟧
N	IT2a	f9v.6	2	choy	⟦choy⟧
N	IT2a	f9v.6	3	ksheody	⟦ksheody⟧
N	IT2a	f9v.6	4	chody	⟦chody⟧
N	IT2a	f9v.6	5	dain	Menge Β
N	IT2a	f9v.6	6	otchy	Material T
N	IT2a	f9v.6	7	cthod	⟦cthod⟧
N	IT2a	f9v.6	8	yky	⟦yky⟧
N	RF1b	f103r.2	1	dain	Menge Β
N	RF1b	f103r.2	2	shek	⟦shek⟧
N	RF1b	f103r.2	3	ch{cphh}dy	⟦ch{cphh}dy⟧
N	RF1b	f103r.2	4	daloky	⟦daloky⟧
N	RF1b	f103r.2	5	opche@152;y	⟦opche@152;y⟧
N	RF1b	f103r.2	6	pcheo'l	⟦pcheo'l⟧
N	RF1b	f103r.2	7	chep	⟦chep⟧
N	RF1b	f103r.2	8	ar	Anteil
N	RF1b	f103r.2	9	otchy	Material T
N	RF1b	f103r.2	10	sal	⟦sal⟧
N	RF1b	f103r.2	11	lkeey	⟦lkeey⟧
N	RF1b	f103r.2	12	sar	⟦sar⟧
N	RF1b	f103r.2	13	ain	⟦ain⟧
N	RF1b	f103r.2	14	okad	⟦okad⟧
N	RF1b	f103r.2	15	che@152;y	⟦che@152;y⟧
N	RF1b	f105v.2	1	ysheod	⟦ysheod⟧
N	RF1b	f105v.2	2	ykeeedy	⟦ykeeedy⟧
N	RF1b	f105v.2	3	keshed	⟦keshed⟧
N	RF1b	f105v.2	4	qodaiin	⟦qodaiin⟧
N	RF1b	f105v.2	5	oteodair	⟦oteodair⟧
N	RF1b	f105v.2	6	or	⟦or⟧
N	RF1b	f105v.2	7	chkar	⟦chkar⟧
N	RF1b	f105v.2	8	otaiin	⟦otaiin⟧
N	RF1b	f105v.2	9	chpor	⟦chpor⟧
N	RF1b	f105v.2	10	or	⟦or⟧
N	RF1b	f105v.2	11	otchy	Material T
N	RF1b	f105v.2	12	otor	⟦otor⟧
N	RF1b	f107r.28	1	kar	⟦kar⟧
N	RF1b	f107r.28	2	aiin	⟦aiin⟧
N	RF1b	f107r.28	3	chl	⟦chl⟧
N	RF1b	f107r.28	4	cholor	⟦cholor⟧
N	RF1b	f107r.28	5	sheees	⟦sheees⟧
N	RF1b	f107r.28	6	aiin	⟦aiin⟧
N	RF1b	f107r.28	7	cheey	⟦cheey⟧
N	RF1b	f107r.28	8	otchy	Material T
N	RF1b	f107r.28	9	lkaiin	⟦lkaiin⟧
N	RF1b	f107r.28	10	ykaiin	⟦ykaiin⟧
N	RF1b	f107r.28	11	ykalkal	⟦ykalkal⟧
N	RF1b	f107r.51	1	sar	⟦sar⟧
N	RF1b	f107r.51	2	ain	⟦ain⟧
N	RF1b	f107r.51	3	chol	getrocknet
N	RF1b	f107r.51	4	ol	auch
N	RF1b	f107r.51	5	cheey	⟦cheey⟧
N	RF1b	f107r.51	6	otal	⟦otal⟧
N	RF1b	f107r.51	7	otal	⟦otal⟧
N	RF1b	f107r.51	8	ol	auch
N	RF1b	f107r.51	9	otchy	Material T
N	RF1b	f107r.51	10	qoky	⟦qoky⟧
N	RF1b	f107r.51	11	otaily	⟦otaily⟧
N	RF1b	f13v.1	1	koair	⟦koair⟧
N	RF1b	f13v.1	2	chtoiin	⟦chtoiin⟧
N	RF1b	f13v.1	3	otchy	Material T
N	RF1b	f13v.1	4	kchod	⟦kchod⟧
N	RF1b	f13v.1	5	otol	⟦otol⟧
N	RF1b	f13v.1	6	otchy	Material T
N	RF1b	f13v.1	7	octhos	⟦octhos⟧
N	RF1b	f13v.3	1	qokchy	⟦qokchy⟧
N	RF1b	f13v.3	2	qokod	⟦qokod⟧
N	RF1b	f13v.3	3	chy	Wasser
N	RF1b	f13v.3	4	otchy	Material T
N	RF1b	f13v.3	5	cthody	⟦cthody⟧
N	RF1b	f13v.8	1	otchy	Material T
N	RF1b	f13v.8	2	daiin	Menge Γ
N	RF1b	f13v.8	3	ydain	⟦ydain⟧
N	RF1b	f13v.8	4	ykol	⟦ykol⟧
N	RF1b	f13v.8	5	okchy	⟦okchy⟧
N	RF1b	f13v.8	6	okald	⟦okald⟧
N	RF1b	f13v.8	7	dytaiin	⟦dytaiin⟧
N	RF1b	f15v.6	1	qotchey	⟦qotchey⟧
N	RF1b	f15v.6	2	choty	⟦choty⟧
N	RF1b	f15v.6	3	kaiin	⟦kaiin⟧
N	RF1b	f15v.6	4	otchy	Material T
N	RF1b	f15v.6	5	r	⟦r⟧
N	RF1b	f15v.6	6	aiin	⟦aiin⟧
N	RF1b	f17r.1	1	fshody	⟦fshody⟧
N	RF1b	f17r.1	2	daram	⟦daram⟧
N	RF1b	f17r.1	3	ydar	⟦ydar⟧
N	RF1b	f17r.1	4	chom	⟦chom⟧
N	RF1b	f17r.1	5	opydy	⟦opydy⟧
N	RF1b	f17r.1	6	ypod	⟦ypod⟧
N	RF1b	f17r.1	7	chop	⟦chop⟧
N	RF1b	f17r.1	8	otchy	Material T
N	RF1b	f17r.1	9	dody	⟦dody⟧
N	RF1b	f17r.1	10	oldckhy	⟦oldckhy⟧
N	RF1b	f19r.5	1	otchy	Material T
N	RF1b	f19r.5	2	tchy	⟦tchy⟧
N	RF1b	f19r.5	3	qoky	⟦qoky⟧
N	RF1b	f19r.5	4	daiin	Menge Γ
N	RF1b	f19r.5	5	@243;	⟦@243;⟧
N	RF1b	f21v.7	1	ykcho	⟦ykcho⟧
N	RF1b	f21v.7	2	lchol	⟦lchol⟧
N	RF1b	f21v.7	3	cholchaiin	⟦cholchaiin⟧
N	RF1b	f21v.7	4	otchy	Material T
N	RF1b	f21v.7	5	s	und
N	RF1b	f21v.7	6	sheaiin	⟦sheaiin⟧
N	RF1b	f23r.2	1	to	⟦to⟧
N	RF1b	f23r.2	2	ar	Anteil
N	RF1b	f23r.2	3	chor	Blüten
N	RF1b	f23r.2	4	daiin	Menge Γ
N	RF1b	f23r.2	5	chkdain	⟦chkdain⟧
N	RF1b	f23r.2	6	otchy	Material T
N	RF1b	f23r.2	7	lolchor	⟦lolchor⟧
N	RF1b	f23r.2	8	daiin	Menge Γ
N	RF1b	f23r.2	9	dam	⟦dam⟧
N	RF1b	f23r.2	10	okchol	⟦okchol⟧
N	RF1b	f23r.2	11	daing	⟦daing⟧
N	RF1b	f47r.10	1	shy	⟦shy⟧
N	RF1b	f47r.10	2	otcho	⟦otcho⟧
N	RF1b	f47r.10	3	keey	⟦keey⟧
N	RF1b	f47r.10	4	tor	⟦tor⟧
N	RF1b	f47r.10	5	chey	⟦chey⟧
N	RF1b	f47r.10	6	otchy	Material T
N	RF1b	f47r.10	7	tchol	⟦tchol⟧
N	RF1b	f47r.10	8	dain	Menge Β
N	RF1b	f47r.10	9	dam	⟦dam⟧
N	RF1b	f5r.3	1	qoaiin	⟦qoaiin⟧
N	RF1b	f5r.3	2	otan	⟦otan⟧
N	RF1b	f5r.3	3	chy	Wasser
N	RF1b	f5r.3	4	daiin	Menge Γ
N	RF1b	f5r.3	5	oteeeb	⟦oteeeb⟧
N	RF1b	f5r.3	6	chocthy	⟦chocthy⟧
N	RF1b	f5r.3	7	otchy	Material T
N	RF1b	f5r.3	8	qotchody	⟦qotchody⟧
N	RF1b	f7r.2	1	dcheey	⟦dcheey⟧
N	RF1b	f7r.2	2	keo	⟦keo⟧
N	RF1b	f7r.2	3	r	⟦r⟧
N	RF1b	f7r.2	4	shor	Früchte
N	RF1b	f7r.2	5	dol@152;	⟦dol@152;⟧
N	RF1b	f7r.2	6	dchey	⟦dchey⟧
N	RF1b	f7r.2	7	kchey	⟦kchey⟧
N	RF1b	f7r.2	8	otchy	Material T
N	RF1b	f7r.2	9	cheody	⟦cheody⟧
N	RF1b	f85r1.29	1	oees	⟦oees⟧
N	RF1b	f85r1.29	2	aiin	⟦aiin⟧
N	RF1b	f85r1.29	3	olkeeody	⟦olkeeody⟧
N	RF1b	f85r1.29	4	or	⟦or⟧
N	RF1b	f85r1.29	5	s	und
N	RF1b	f85r1.29	6	cheey	⟦cheey⟧
