statement_id	record_unit_id	page	scribe_id	tuple_sequence	original_surface_sequence	scribe_surface_sequence	line_broken_copy	changed_token_count	current_minimal_card_reading_de	current_owner_reading_de	selected_source_vocabulary_de	current_controlled_unit_reading_de	semantic_policy	surface_change_may_change_meaning	legacy_rich_readback_status
H2-S001	H2	f10r	S3_S_LINE_SCRIBE	7249edc4df3419c26999 e0b630cb1b5df5e7105b 7a4bb8136330ee4e6e56 f3c23f42baf625639e1e af816c04e65874a0f2fa b921a237be883a820352 b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352	ycheor cthy chor cthaiin qoctholy dy chy taiin shy	ycheor checthy chor cthaiin qoctholy chey shy aiin chey	ycheor checthy chor / cthaiin qoctholy chey / shy aiin chey	5	dies + Auszug + Ansatz; bereit + dies; Ansatz; bereit + Sollwert; bereit + weiter + dies; dies; dies; Sollwert; dies	Bei der ganzen breitblättrigen gezähnten Bildpflanze: dies + Auszug + Ansatz; bereit + dies; Ansatz; bereit + Sollwert; bereit + weiter + dies; dies; dies; Sollwert; dies.	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
H2-S001	H2	f10r	S4_MIXED_COMPACT	7249edc4df3419c26999 e0b630cb1b5df5e7105b 7a4bb8136330ee4e6e56 f3c23f42baf625639e1e af816c04e65874a0f2fa b921a237be883a820352 b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352	ycheor cthy chor cthaiin qoctholy dy chy taiin shy	ycheor cthy or cthaiin qoctholy y y aiin shy	ycheor cthy or cthaiin / qoctholy y y aiin / shy	4	dies + Auszug + Ansatz; bereit + dies; Ansatz; bereit + Sollwert; bereit + weiter + dies; dies; dies; Sollwert; dies	Bei der ganzen breitblättrigen gezähnten Bildpflanze: dies + Auszug + Ansatz; bereit + dies; Ansatz; bereit + Sollwert; bereit + weiter + dies; dies; dies; Sollwert; dies.	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
H2-S002	H2	f10r	S1_BARE_MASTER	10488b911aae52b3b334 7a4bb8136330ee4e6e56 497cbd9c7401810ff56b dcda95c81a5460feb191 dec401773c1f0347793d dcda95c81a5460feb191 2f1c5e56e8f0ff459065 4d4559019a961b834aa1	qotchor chor otol chol cholor chol daiin dar	otchor chor otol cheol cholor cheol aiin char	otchor chor otol cheol cholor cheol aiin char	5	danach + Ansatz; Ansatz; danach + weiter; weiter; weiter + Ansatz; weiter; Sollwert; Quelle	Bei der ganzen breitblättrigen gezähnten Bildpflanze: danach + Ansatz; Ansatz; danach + weiter; weiter; weiter + Ansatz; weiter; Sollwert; Quelle.	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
H2-S002	H2	f10r	S2_Q_CELL_SCRIBE	10488b911aae52b3b334 7a4bb8136330ee4e6e56 497cbd9c7401810ff56b dcda95c81a5460feb191 dec401773c1f0347793d dcda95c81a5460feb191 2f1c5e56e8f0ff459065 4d4559019a961b834aa1	qotchor chor otol chol cholor chol daiin dar	otchor chor otol cheol cholor cheol aiin char	otchor chor otol cheol cholor cheol aiin char	5	danach + Ansatz; Ansatz; danach + weiter; weiter; weiter + Ansatz; weiter; Sollwert; Quelle	Bei der ganzen breitblättrigen gezähnten Bildpflanze: danach + Ansatz; Ansatz; danach + weiter; weiter; weiter + Ansatz; weiter; Sollwert; Quelle.	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
H2-S002	H2	f10r	S3_S_LINE_SCRIBE	10488b911aae52b3b334 7a4bb8136330ee4e6e56 497cbd9c7401810ff56b dcda95c81a5460feb191 dec401773c1f0347793d dcda95c81a5460feb191 2f1c5e56e8f0ff459065 4d4559019a961b834aa1	qotchor chor otol chol cholor chol daiin dar	otchor chor otol sol cholor cheol saiin char	otchor chor otol / sol cholor cheol / saiin char	5	danach + Ansatz; Ansatz; danach + weiter; weiter; weiter + Ansatz; weiter; Sollwert; Quelle	Bei der ganzen breitblättrigen gezähnten Bildpflanze: danach + Ansatz; Ansatz; danach + weiter; weiter; weiter + Ansatz; weiter; Sollwert; Quelle.	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
H2-S002	H2	f10r	S4_MIXED_COMPACT	10488b911aae52b3b334 7a4bb8136330ee4e6e56 497cbd9c7401810ff56b dcda95c81a5460feb191 dec401773c1f0347793d dcda95c81a5460feb191 2f1c5e56e8f0ff459065 4d4559019a961b834aa1	qotchor chor otol chol cholor chol daiin dar	otchor or otol ol olor ol aiin dar	otchor or otol ol / olor ol aiin dar	6	danach + Ansatz; Ansatz; danach + weiter; weiter; weiter + Ansatz; weiter; Sollwert; Quelle	Bei der ganzen breitblättrigen gezähnten Bildpflanze: danach + Ansatz; Ansatz; danach + weiter; weiter; weiter + Ansatz; weiter; Sollwert; Quelle.	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
H2-S003	H2	f10r	S1_BARE_MASTER	27d97af8c96eb056c2e6 7a4bb8136330ee4e6e56 7a4bb8136330ee4e6e56 b921a237be883a820352 409de02322e7b2ca0c62 b921a237be883a820352 834825c61d048a6b5628	oykchor shor chor chy kaiiin dy chodaiin	oykchor chor chor chey kaiiin chey chodaiin	oykchor chor chor chey kaiiin chey chodaiin	3	dies + bearbeiten + Ansatz; Ansatz; Ansatz; dies; Stufe; dies; Zutatenmaß	Bei der ganzen breitblättrigen gezähnten Bildpflanze: dies + bearbeiten + Ansatz; Ansatz; Ansatz; dies; Stufe; dies; Zutatenmaß.	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
H2-S003	H2	f10r	S2_Q_CELL_SCRIBE	27d97af8c96eb056c2e6 7a4bb8136330ee4e6e56 7a4bb8136330ee4e6e56 b921a237be883a820352 409de02322e7b2ca0c62 b921a237be883a820352 834825c61d048a6b5628	oykchor shor chor chy kaiiin dy chodaiin	oykchor chor chor chey kaiiin chey chodaiin	oykchor chor chor chey kaiiin chey chodaiin	3	dies + bearbeiten + Ansatz; Ansatz; Ansatz; dies; Stufe; dies; Zutatenmaß	Bei der ganzen breitblättrigen gezähnten Bildpflanze: dies + bearbeiten + Ansatz; Ansatz; Ansatz; dies; Stufe; dies; Zutatenmaß.	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
H2-S003	H2	f10r	S3_S_LINE_SCRIBE	27d97af8c96eb056c2e6 7a4bb8136330ee4e6e56 7a4bb8136330ee4e6e56 b921a237be883a820352 409de02322e7b2ca0c62 b921a237be883a820352 834825c61d048a6b5628	oykchor shor chor chy kaiiin dy chodaiin	oykchor chor chor shy kaiiin chey chodaiin	oykchor chor chor / shy kaiiin chey / chodaiin	3	dies + bearbeiten + Ansatz; Ansatz; Ansatz; dies; Stufe; dies; Zutatenmaß	Bei der ganzen breitblättrigen gezähnten Bildpflanze: dies + bearbeiten + Ansatz; Ansatz; Ansatz; dies; Stufe; dies; Zutatenmaß.	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
H2-S003	H2	f10r	S4_MIXED_COMPACT	27d97af8c96eb056c2e6 7a4bb8136330ee4e6e56 7a4bb8136330ee4e6e56 b921a237be883a820352 409de02322e7b2ca0c62 b921a237be883a820352 834825c61d048a6b5628	oykchor shor chor chy kaiiin dy chodaiin	oykchor or or y kaiiin y chodaiin	oykchor or or y / kaiiin y chodaiin	4	dies + bearbeiten + Ansatz; Ansatz; Ansatz; dies; Stufe; dies; Zutatenmaß	Bei der ganzen breitblättrigen gezähnten Bildpflanze: dies + bearbeiten + Ansatz; Ansatz; Ansatz; dies; Stufe; dies; Zutatenmaß.	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
H3-S001	H3	f11r	S1_BARE_MASTER	953ad19b79517fc8a211 428a5e3662aa57b4b256 bdad9f9ea8b80f141496 a8af08e69edab8e54f15 deb377381ceaf55ea310 b5df9126607030b95175 2e2027b1951d79911e24	tshol schoal cfhy shfydaiin cphy shey tchody	tshol schoal cfhy shfydaiin cphy cheey tchody	tshol schoal cfhy shfydaiin cphy cheey tchody	1	Zutat entnehmen; Zutat an die Arbeitsstelle geben; auswringen + dies; halten + Sollwert; nachseihen + dies; klarer Auszug; Eingangsposten beiseitestellen; Schluss	Bei der ganzen dicht blau bekrönten Bildpflanze: Zutat entnehmen; Zutat an die Arbeitsstelle geben; auswringen + dies; halten + Sollwert; nachseihen + dies; klarer Auszug; Eingangsposten beiseitestellen; Schluss.	Bildpflanze; Blüte; Blatt; Auszugsmedium; Tuch; Auszug; Endprodukt; Träger; Auftrag	Blüte und Blatt der Bildpflanze im Auszugsmedium ansetzen, durch Tuch auswringen, absetzen und nachseihen. Den Auszug als Endprodukt halten; einen Teil mit Träger als Auftrag verwenden.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
H3-S001	H3	f11r	S2_Q_CELL_SCRIBE	953ad19b79517fc8a211 428a5e3662aa57b4b256 bdad9f9ea8b80f141496 a8af08e69edab8e54f15 deb377381ceaf55ea310 b5df9126607030b95175 2e2027b1951d79911e24	tshol schoal cfhy shfydaiin cphy shey tchody	tshol schoal cfhy shfydaiin cphy cheey tchody	tshol schoal cfhy shfydaiin cphy cheey tchody	1	Zutat entnehmen; Zutat an die Arbeitsstelle geben; auswringen + dies; halten + Sollwert; nachseihen + dies; klarer Auszug; Eingangsposten beiseitestellen; Schluss	Bei der ganzen dicht blau bekrönten Bildpflanze: Zutat entnehmen; Zutat an die Arbeitsstelle geben; auswringen + dies; halten + Sollwert; nachseihen + dies; klarer Auszug; Eingangsposten beiseitestellen; Schluss.	Bildpflanze; Blüte; Blatt; Auszugsmedium; Tuch; Auszug; Endprodukt; Träger; Auftrag	Blüte und Blatt der Bildpflanze im Auszugsmedium ansetzen, durch Tuch auswringen, absetzen und nachseihen. Den Auszug als Endprodukt halten; einen Teil mit Träger als Auftrag verwenden.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
H3-S001	H3	f11r	S3_S_LINE_SCRIBE	953ad19b79517fc8a211 428a5e3662aa57b4b256 bdad9f9ea8b80f141496 a8af08e69edab8e54f15 deb377381ceaf55ea310 b5df9126607030b95175 2e2027b1951d79911e24	tshol schoal cfhy shfydaiin cphy shey tchody	tshol schoal cfhy shfydaiin cphy cheey tchody	tshol schoal cfhy / shfydaiin cphy cheey / tchody	1	Zutat entnehmen; Zutat an die Arbeitsstelle geben; auswringen + dies; halten + Sollwert; nachseihen + dies; klarer Auszug; Eingangsposten beiseitestellen; Schluss	Bei der ganzen dicht blau bekrönten Bildpflanze: Zutat entnehmen; Zutat an die Arbeitsstelle geben; auswringen + dies; halten + Sollwert; nachseihen + dies; klarer Auszug; Eingangsposten beiseitestellen; Schluss.	Bildpflanze; Blüte; Blatt; Auszugsmedium; Tuch; Auszug; Endprodukt; Träger; Auftrag	Blüte und Blatt der Bildpflanze im Auszugsmedium ansetzen, durch Tuch auswringen, absetzen und nachseihen. Den Auszug als Endprodukt halten; einen Teil mit Träger als Auftrag verwenden.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
H3-S001	H3	f11r	S4_MIXED_COMPACT	953ad19b79517fc8a211 428a5e3662aa57b4b256 bdad9f9ea8b80f141496 a8af08e69edab8e54f15 deb377381ceaf55ea310 b5df9126607030b95175 2e2027b1951d79911e24	tshol schoal cfhy shfydaiin cphy shey tchody	tshol schoal cfhy shfydaiin cphy shey tchody	tshol schoal cfhy shfydaiin / cphy shey tchody	0	Zutat entnehmen; Zutat an die Arbeitsstelle geben; auswringen + dies; halten + Sollwert; nachseihen + dies; klarer Auszug; Eingangsposten beiseitestellen; Schluss	Bei der ganzen dicht blau bekrönten Bildpflanze: Zutat entnehmen; Zutat an die Arbeitsstelle geben; auswringen + dies; halten + Sollwert; nachseihen + dies; klarer Auszug; Eingangsposten beiseitestellen; Schluss.	Bildpflanze; Blüte; Blatt; Auszugsmedium; Tuch; Auszug; Endprodukt; Träger; Auftrag	Blüte und Blatt der Bildpflanze im Auszugsmedium ansetzen, durch Tuch auswringen, absetzen und nachseihen. Den Auszug als Endprodukt halten; einen Teil mit Träger als Auftrag verwenden.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
