instruction_id	workshop_instruction_de	candidate_card_count	candidate_card_ids	candidate_master_forms	selection_class	selection_rule	prose_event_count
I023	Auszug einsetzen	1	MC006	chokcheo	UNIQUE_CARD	write the unique master card	1
I024	bearbeiteter Quellauszug	1	MC136	kchoar	UNIQUE_CARD	write the unique master card	1
I025	Beckenlauf	1	MC023	kair	UNIQUE_CARD	write the unique master card	1
I026	befestigen; Schluss	1	MC164	qokylddy	UNIQUE_CARD	write the unique master card	1
I027	bemessen	1	MC120	okaiin	UNIQUE_CARD	write the unique master card	9
I028	bereit	1	MC161	checthy	UNIQUE_CARD	write the unique master card	7
I029	Bereitungsanteil	1	MC072	orain	UNIQUE_CARD	write the unique master card	1
I030	danach dorthin	1	MC093	otal	UNIQUE_CARD	write the unique master card	3
I031	danach mit diesem Posten weiter	1	MC115	qoctholy	UNIQUE_CARD	write the unique master card	1
I032	DANACH_WEITER	2	MC053|MC163	otol|qotchol	WORKING_EQUIVALENCE_SET	choose the registered hand/exemplar variant; meaning remains unchanged	2
I033	das nächste	1	MC171	otchey	UNIQUE_CARD	write the unique master card	2
I034	davon	1	MC055	char	UNIQUE_CARD	write the unique master card	5
I035	den Ansatz bereitstellen	1	MC158	cthoor	UNIQUE_CARD	write the unique master card	1
I036	den laufenden Posten bearbeiten	1	MC117	kchy	UNIQUE_CARD	write the unique master card	1
I037	den laufenden Posten einsetzen und weiterbearbeiten	1	MC103	chokchy	UNIQUE_CARD	write the unique master card	3
I038	den laufenden Posten kurz bearbeiten	1	MC122	kchey	UNIQUE_CARD	write the unique master card	1
I039	denselben Posten erneut einsetzen	1	MC015	qokokchy	UNIQUE_CARD	write the unique master card	1
I040	derselbe Ansatz	1	MC157	cholor	UNIQUE_CARD	write the unique master card	2
I041	die Arbeitsstufe setzen	1	MC048	kaiiin	UNIQUE_CARD	write the unique master card	1
I042	die Fortsetzung einsetzen	1	MC041	okchol	UNIQUE_CARD	write the unique master card	1
I043	die laufende Bereitung fortsetzen	1	MC021	oltchy	UNIQUE_CARD	write the unique master card	1
I044	die Sollvorbereitung setzen	1	MC169	cthaiin	UNIQUE_CARD	write the unique master card	1
I045	dies	1	MC123	chey	UNIQUE_CARD	write the unique master card	18
I046	dorthin	1	MC154	al	UNIQUE_CARD	write the unique master card	10
I047	dorthin einsetzen	1	MC040	okal	UNIQUE_CARD	write the unique master card	6
I048	durchlassen; Schluss	1	MC143	shckhedy	UNIQUE_CARD	write the unique master card	3
I049	durchleiten	1	MC035	chckhy	UNIQUE_CARD	write the unique master card	4
I050	eine vorgeschriebene Stehzeit einhalten	1	MC111	shfydaiin	UNIQUE_CARD	write the unique master card	1
I051	einführen; Schluss	2	MC005|MC088	okchedy|qokchdy	WORKING_EQUIVALENCE_SET	choose the registered hand/exemplar variant; meaning remains unchanged	5
I052	EINGABE_ODER_BEDINGUNG	1	MC034	cho	UNIQUE_CARD	write the unique master card	4
I053	Einlage	1	MC059	dain	UNIQUE_CARD	write the unique master card	2
I054	Einsatzabsetzen; Schluss	1	MC151	qokshedy	UNIQUE_CARD	write the unique master card	1
I055	einsetzen	1	MC026	choky	UNIQUE_CARD	write the unique master card	10
I056	Endposten	1	MC046	raly	UNIQUE_CARD	write the unique master card	1
I057	Endstufe	1	MC172	daiiin	UNIQUE_CARD	write the unique master card	1
I058	Endziel	1	MC101	ldalor	UNIQUE_CARD	write the unique master card	1
I059	erste Portion	1	MC047	ykain	UNIQUE_CARD	write the unique master card	1
I060	fertig	1	MC019	oldy	UNIQUE_CARD	write the unique master card	2
I061	Folgeabsetzen; Schluss	1	MC149	solshedy	UNIQUE_CARD	write the unique master card	1
I062	Folgeansatz	1	MC013	otchor	UNIQUE_CARD	write the unique master card	2
I063	Folgeklarlauf	1	MC141	tshey	UNIQUE_CARD	write the unique master card	1
I064	Folgemaß	1	MC060	otaiin	UNIQUE_CARD	write the unique master card	3
I065	Folgequelle	1	MC121	otar	UNIQUE_CARD	write the unique master card	1
I066	Folgeteil	1	MC069	otytchol	UNIQUE_CARD	write the unique master card	1
I067	Folgetransfer; Schluss	1	MC057	otchedy	UNIQUE_CARD	write the unique master card	2
I068	Fortsetzung vorbereiten	1	MC112	octheol	UNIQUE_CARD	write the unique master card	1
I069	Frischwasser zugeben; Schluss	1	MC138	dshedy	UNIQUE_CARD	write the unique master card	1
I070	Gefäß für den Ansatz	1	MC027	oykchor	UNIQUE_CARD	write the unique master card	1
I071	kalt stellen; Schluss	1	MC037	tchody	UNIQUE_CARD	write the unique master card	1
I072	Klarabzug	1	MC066	lcheey	UNIQUE_CARD	write the unique master card	1
I073	Klarlauf	1	MC119	cheey	UNIQUE_CARD	write the unique master card	4
I074	kleiner Rest	1	MC108	etyd	UNIQUE_CARD	write the unique master card	1
I075	Kochgut	1	MC098	tshol	UNIQUE_CARD	write the unique master card	1
I076	kurz absetzen; Schluss	1	MC128	cheedy	UNIQUE_CARD	write the unique master card	12
I077	kurz bearbeiten	1	MC052	qekey	UNIQUE_CARD	write the unique master card	1
I078	kurz einwirken; Schluss	1	MC083	qokedy	UNIQUE_CARD	write the unique master card	8
I079	kurz vorbereiten	1	MC073	qcthey	UNIQUE_CARD	write the unique master card	2
I080	kurz weiterbearbeiten	1	MC104	keol	UNIQUE_CARD	write the unique master card	1
I081	kurz weiterführen	1	MC106	teol	UNIQUE_CARD	write the unique master card	1
I082	kurz wärmen	1	MC147	cheky	UNIQUE_CARD	write the unique master card	3
I083	KURZ_SETZEN	1	MC007	okey	UNIQUE_CARD	write the unique master card	2
I084	Kurzdurchgang	1	MC165	qockhey	UNIQUE_CARD	write the unique master card	1
I085	Kurze Zielpassage	1	MC058	sheckhal	UNIQUE_CARD	write the unique master card	1
I086	Kurzfolge; Schluss	1	MC135	otedy	UNIQUE_CARD	write the unique master card	2
I087	Kurzhalt	1	MC076	dsheol	UNIQUE_CARD	write the unique master card	1
I088	Kurzhalt am Ziel	1	MC102	rsheal	UNIQUE_CARD	write the unique master card	1
I089	Kurzpassage	1	MC132	sheckhy	UNIQUE_CARD	write the unique master card	1
I090	Kurzsammlung	1	MC050	solkey	UNIQUE_CARD	write the unique master card	1
I091	Kurzsoll	1	MC018	qotedaiin	UNIQUE_CARD	write the unique master card	1
I092	Kurzteil	1	MC109	ytey	UNIQUE_CARD	write the unique master card	1
I093	Kurzvorbereitung	1	MC137	shecthy	UNIQUE_CARD	write the unique master card	1
I094	LAENGER_SETZEN_ODER_HALTEN	1	MC002	okeey	UNIQUE_CARD	write the unique master card	7
I095	Langabsetzen; Schluss	1	MC003	sheedy	UNIQUE_CARD	write the unique master card	1
I096	lange einwirken; Schluss	1	MC082	qokeedy	UNIQUE_CARD	write the unique master card	10
I097	lange Folgestufe; Schluss	1	MC173	qoteedy	UNIQUE_CARD	write the unique master card	2
I098	lange sammeln; Schluss	1	MC045	olkeedy	UNIQUE_CARD	write the unique master card	3
I099	Langer Zieleinsatz	1	MC096	qokeedal	UNIQUE_CARD	write the unique master card	1
I100	Langfolge	1	MC063	oteey	UNIQUE_CARD	write the unique master card	2
I101	Langfortsetzung	1	MC150	okeeol	UNIQUE_CARD	write the unique master card	1
I102	Langhalt	1	MC095	sheey	UNIQUE_CARD	write the unique master card	1
I103	Langsammlung	1	MC020	solkeey	UNIQUE_CARD	write the unique master card	1
I104	Langwärmen	1	MC166	chkeey	UNIQUE_CARD	write the unique master card	1
I105	Langwärmen; Schluss	1	MC110	chkeedy	UNIQUE_CARD	write the unique master card	1
I106	Laufeinsatz	1	MC081	okair	UNIQUE_CARD	write the unique master card	1
I107	laufendes Medium zugießen	1	MC014	chair	UNIQUE_CARD	write the unique master card	1
I108	Laufschluss	1	MC091	dairydy	UNIQUE_CARD	write the unique master card	1
I109	länger bearbeiten	1	MC032	cheeky	UNIQUE_CARD	write the unique master card	2
I110	nachseihen	1	MC156	cphy	UNIQUE_CARD	write the unique master card	1
I111	Nachtransfer; Schluss	1	MC067	otchdy	UNIQUE_CARD	write the unique master card	1
I112	Portion	1	MC105	chkain	UNIQUE_CARD	write the unique master card	3
I113	Postentransfer	1	MC064	chedchy	UNIQUE_CARD	write the unique master card	1
I114	Quellabführung	1	MC011	lchedar	UNIQUE_CARD	write the unique master card	1
I115	Quellabzug	1	MC029	lar	UNIQUE_CARD	write the unique master card	1
I116	Quellausguss	1	MC089	skar	UNIQUE_CARD	write the unique master card	1
I117	Quelleinsatz	1	MC044	qokar	UNIQUE_CARD	write the unique master card	1
I118	Quellposten	1	MC009	chary	UNIQUE_CARD	write the unique master card	1
I119	Quelltransfer	1	MC042	cheedar	UNIQUE_CARD	write the unique master card	1
I120	Sollabsetzung	1	MC144	chldaiin	UNIQUE_CARD	write the unique master card	1
I121	Sollmaß	1	MC039	aiin	UNIQUE_CARD	write the unique master card	20
I122	Sollportion	1	MC170	ykaiin	UNIQUE_CARD	write the unique master card	1
I123	Sollsammlung	1	MC036	solkaiin	UNIQUE_CARD	write the unique master card	1
I124	Stängel	1	MC114	sh	UNIQUE_CARD	write the unique master card	1
I125	Sudansatz	1	MC049	schoal	UNIQUE_CARD	write the unique master card	1
I126	Teil	1	MC086	chety	UNIQUE_CARD	write the unique master card	2
I127	teilen	1	MC152	ches	UNIQUE_CARD	write the unique master card	1
I128	Transfer; Schluss	1	MC139	dchdy	UNIQUE_CARD	write the unique master card	1
I129	Trennabzug; Schluss	1	MC133	lcheckhedy	UNIQUE_CARD	write the unique master card	1
I130	Verwahrort	1	MC160	talam	UNIQUE_CARD	write the unique master card	1
I131	Volleinsatz; Schluss	1	MC140	qokeeedy	UNIQUE_CARD	write the unique master card	1
I132	Vollteil	1	MC094	cheeety	UNIQUE_CARD	write the unique master card	1
I133	Vollwaschung; Schluss	1	MC084	rshedy	UNIQUE_CARD	write the unique master card	1
I134	vom vorigen Arbeitsgang nehmen	1	MC142	dchol	UNIQUE_CARD	write the unique master card	2
I135	Vorbereitungstransfer	1	MC043	shecthedchy	UNIQUE_CARD	write the unique master card	1
I136	Waschgang	1	MC130	lsho	UNIQUE_CARD	write the unique master card	1
I137	Waschgang; Schluss	1	MC038	lshedy	UNIQUE_CARD	write the unique master card	2
I138	weiter	1	MC153	cheol	UNIQUE_CARD	write the unique master card	19
I139	weiter abziehen; Schluss	1	MC124	lkedy	UNIQUE_CARD	write the unique master card	1
I140	weiter bearbeiten	1	MC090	kchol	UNIQUE_CARD	write the unique master card	1
I141	Weiter einsetzen	1	MC024	qokol	UNIQUE_CARD	write the unique master card	1
I142	Weiterabzug	1	MC092	lol	UNIQUE_CARD	write the unique master card	1
I143	weiterer Anteil	1	MC097	olkain	UNIQUE_CARD	write the unique master card	2
I144	weiterführen; Schluss	1	MC028	olchedy	UNIQUE_CARD	write the unique master card	3
I145	Weiterlauf	1	MC116	schedair	UNIQUE_CARD	write the unique master card	1
I146	Weiterposten	1	MC162	qolchey	UNIQUE_CARD	write the unique master card	1
I147	Weiterweg	1	MC134	qolky	UNIQUE_CARD	write the unique master card	1
I148	Wurzel	1	MC071	dchey	UNIQUE_CARD	write the unique master card	1
I149	Zielabführung	1	MC051	lchedal	UNIQUE_CARD	write the unique master card	1
I150	Zielbereitung	1	MC146	chealror	UNIQUE_CARD	write the unique master card	1
I151	Zieleinsatz	1	MC054	qokaly	UNIQUE_CARD	write the unique master card	1
I152	Zielmarke	1	MC056	ral	UNIQUE_CARD	write the unique master card	1
I153	Zielpassage	1	MC022	chckhal	UNIQUE_CARD	write the unique master card	1
I154	Zielschluss	1	MC079	daldy	UNIQUE_CARD	write the unique master card	1
I155	Zieltransfer	1	MC001	chdal	UNIQUE_CARD	write the unique master card	1
I156	Zieltransfer; Schluss	1	MC031	dalchdy	UNIQUE_CARD	write the unique master card	1
I157	Zielzuführung	1	MC126	pchedal	UNIQUE_CARD	write the unique master card	1
I158	Zuführung; Schluss	1	MC070	pchedy	UNIQUE_CARD	write the unique master card	1
I159	Zugabe am aktuellen Ziel	1	MC010	chodaly	UNIQUE_CARD	write the unique master card	1
I160	Zugabeansatz	1	MC125	chochor	UNIQUE_CARD	write the unique master card	1
I161	Zugabemaß	1	MC087	chodaiin	UNIQUE_CARD	write the unique master card	1
I162	Zugabeteil	1	MC062	shoyty	UNIQUE_CARD	write the unique master card	1
I163	zum nächsten Posten wechseln	1	MC107	qotchy	UNIQUE_CARD	write the unique master card	1
I164	zur Folgeanwendung weiterführen	1	MC068	sotodan	UNIQUE_CARD	write the unique master card	1
I165	ZURUECKNEHMEN__SCHLUSS	1	MC100	ody	UNIQUE_CARD	write the unique master card	1
I166	Zusatz	1	MC012	dl	UNIQUE_CARD	write the unique master card	2
I167	zweite Portion	1	MC148	ykan	UNIQUE_CARD	write the unique master card	1
I168	Zwischenziel	1	MC078	olsaly	UNIQUE_CARD	write the unique master card	1
I169	überführen	1	MC074	chdy	UNIQUE_CARD	write the unique master card	11
I170	überführen; Schluss	1	MC025	dchedy	UNIQUE_CARD	write the unique master card	4
I171	übertragen; Schluss	1	MC061	sshkchdy	UNIQUE_CARD	write the unique master card	1
