lexicon	shol	paragraph	grammar	chol	timing	target	reference	events	conflicts	unequal	missing	incomplete	row_status
C	Q	f86v5|f86v5.18-f86v5.25	B	D	I	f86v5.23:7	R	32	0	0	0	0	recorded
C	Q	f86v5|f86v5.18-f86v5.25	B	H	O	f86v5.23:7	E	32	0	0	0	0	recorded
C	Q	f86v5|f86v5.18-f86v5.25	B	H	O	f86v5.23:7	R	32	0	0	0	0	recorded
C	Q	f86v5|f86v5.18-f86v5.25	B	H	I	f86v5.23:7	E	32	0	0	0	0	recorded
C	Q	f86v5|f86v5.18-f86v5.25	B	H	I	f86v5.23:7	R	32	0	0	0	0	recorded
C	Q	f86v5|f86v5.18-f86v5.25	J	D	O	f86v5.23:7	E	32	0	0	0	0	recorded
C	Q	f86v5|f86v5.18-f86v5.25	J	D	O	f86v5.23:7	R	32	0	0	0	0	recorded
C	Q	f86v5|f86v5.18-f86v5.25	J	D	I	f86v5.23:7	E	32	0	0	0	0	recorded
C	Q	f86v5|f86v5.18-f86v5.25	J	D	I	f86v5.23:7	R	32	0	0	0	0	recorded
C	Q	f86v5|f86v5.18-f86v5.25	J	H	O	f86v5.23:7	E	32	0	0	0	0	recorded
C	Q	f86v5|f86v5.18-f86v5.25	J	H	O	f86v5.23:7	R	32	0	0	0	0	recorded
C	Q	f86v5|f86v5.18-f86v5.25	J	H	I	f86v5.23:7	E	32	0	0	0	0	recorded
C	Q	f86v5|f86v5.18-f86v5.25	J	H	I	f86v5.23:7	R	32	0	0	0	0	recorded
C	Q	f86v5|f86v5.18-f86v5.25	M	D	O	f86v5.23:7	E	32	0	0	0	0	recorded
C	Q	f86v5|f86v5.18-f86v5.25	M	D	O	f86v5.23:7	R	32	0	0	0	0	recorded
C	Q	f86v5|f86v5.18-f86v5.25	M	D	I	f86v5.23:7	E	32	0	0	0	0	recorded
C	Q	f86v5|f86v5.18-f86v5.25	M	D	I	f86v5.23:7	R	32	0	0	0	0	recorded
C	Q	f86v5|f86v5.18-f86v5.25	M	H	O	f86v5.23:7	E	32	0	0	0	0	recorded
C	Q	f86v5|f86v5.18-f86v5.25	M	H	O	f86v5.23:7	R	32	0	0	0	0	recorded
C	Q	f86v5|f86v5.18-f86v5.25	M	H	I	f86v5.23:7	E	32	0	0	0	0	recorded
C	Q	f86v5|f86v5.18-f86v5.25	M	H	I	f86v5.23:7	R	32	0	0	0	0	recorded
C	Q	f106r|f106r.8-f106r.9	B	D	O	f106r.9:7	E	8	0	0	1	2	recorded
C	Q	f106r|f106r.8-f106r.9	B	D	O	f106r.9:7	R	8	0	0	1	2	recorded
C	Q	f106r|f106r.8-f106r.9	B	D	I	f106r.9:7	E	8	0	0	1	2	recorded
C	Q	f106r|f106r.8-f106r.9	B	D	I	f106r.9:7	R	8	0	0	1	2	recorded
C	Q	f106r|f106r.8-f106r.9	B	H	O	f106r.9:7	E	8	0	0	1	2	recorded
C	Q	f106r|f106r.8-f106r.9	B	H	O	f106r.9:7	R	8	0	1	1	2	recorded
C	Q	f106r|f106r.8-f106r.9	B	H	I	f106r.9:7	E	8	0	0	1	2	recorded
C	Q	f106r|f106r.8-f106r.9	B	H	I	f106r.9:7	R	8	0	1	1	2	recorded
C	Q	f106r|f106r.8-f106r.9	J	D	O	f106r.9:7	E	8	0	0	1	2	recorded
C	Q	f106r|f106r.8-f106r.9	J	D	O	f106r.9:7	R	8	0	0	1	2	recorded
C	Q	f106r|f106r.8-f106r.9	J	D	I	f106r.9:7	E	8	0	0	1	2	recorded
C	Q	f106r|f106r.8-f106r.9	J	D	I	f106r.9:7	R	8	0	0	1	2	recorded
C	Q	f106r|f106r.8-f106r.9	J	H	O	f106r.9:7	E	8	0	0	1	2	recorded
C	Q	f106r|f106r.8-f106r.9	J	H	O	f106r.9:7	R	8	0	1	1	2	recorded
C	Q	f106r|f106r.8-f106r.9	J	H	I	f106r.9:7	E	8	0	0	1	2	recorded
C	Q	f106r|f106r.8-f106r.9	J	H	I	f106r.9:7	R	8	0	1	1	2	recorded
C	Q	f106r|f106r.8-f106r.9	M	D	O	f106r.9:7	E	8	0	0	1	2	recorded
C	Q	f106r|f106r.8-f106r.9	M	D	O	f106r.9:7	R	8	0	0	1	2	recorded
C	Q	f106r|f106r.8-f106r.9	M	D	I	f106r.9:7	E	8	0	0	1	2	recorded
C	Q	f106r|f106r.8-f106r.9	M	D	I	f106r.9:7	R	8	0	0	1	2	recorded
C	Q	f106r|f106r.8-f106r.9	M	H	O	f106r.9:7	E	8	0	0	1	2	recorded
C	Q	f106r|f106r.8-f106r.9	M	H	O	f106r.9:7	R	8	0	1	1	2	recorded
C	Q	f106r|f106r.8-f106r.9	M	H	I	f106r.9:7	E	8	0	0	1	2	recorded
C	Q	f106r|f106r.8-f106r.9	M	H	I	f106r.9:7	R	8	0	1	1	2	recorded
C	A	f24r|f24r.1-f24r.20	B	D	O	f24r.11:5	E	43	0	0	0	0	recorded
C	A	f24r|f24r.1-f24r.20	B	D	O	f24r.11:5	R	43	0	0	0	0	recorded
C	A	f24r|f24r.1-f24r.20	B	D	I	f24r.11:5	E	43	0	0	0	0	recorded
C	A	f24r|f24r.1-f24r.20	B	D	I	f24r.11:5	R	43	0	0	0	0	recorded
C	A	f24r|f24r.1-f24r.20	B	H	O	f24r.11:5	E	43	0	0	0	0	recorded
C	A	f24r|f24r.1-f24r.20	B	H	O	f24r.11:5	R	43	0	0	0	0	recorded
C	A	f24r|f24r.1-f24r.20	B	H	I	f24r.11:5	E	43	0	0	0	0	recorded
C	A	f24r|f24r.1-f24r.20	B	H	I	f24r.11:5	R	43	0	0	0	0	recorded
C	A	f24r|f24r.1-f24r.20	J	D	O	f24r.11:5	E	43	0	0	0	0	recorded
C	A	f24r|f24r.1-f24r.20	J	D	O	f24r.11:5	R	43	0	0	0	0	recorded
C	A	f24r|f24r.1-f24r.20	J	D	I	f24r.11:5	E	43	0	0	0	0	recorded
C	A	f24r|f24r.1-f24r.20	J	D	I	f24r.11:5	R	43	0	0	0	0	recorded
C	A	f24r|f24r.1-f24r.20	J	H	O	f24r.11:5	E	43	0	0	0	0	recorded
C	A	f24r|f24r.1-f24r.20	J	H	O	f24r.11:5	R	43	0	0	0	0	recorded
C	A	f24r|f24r.1-f24r.20	J	H	I	f24r.11:5	E	43	0	0	0	0	recorded
C	A	f24r|f24r.1-f24r.20	J	H	I	f24r.11:5	R	43	0	0	0	0	recorded
C	A	f24r|f24r.1-f24r.20	M	D	O	f24r.11:5	E	43	0	0	0	0	recorded
C	A	f24r|f24r.1-f24r.20	M	D	O	f24r.11:5	R	43	0	0	0	0	recorded
C	A	f24r|f24r.1-f24r.20	M	D	I	f24r.11:5	E	43	0	0	0	0	recorded
C	A	f24r|f24r.1-f24r.20	M	D	I	f24r.11:5	R	43	0	0	0	0	recorded
C	A	f24r|f24r.1-f24r.20	M	H	O	f24r.11:5	E	43	0	0	0	0	recorded
C	A	f24r|f24r.1-f24r.20	M	H	O	f24r.11:5	R	43	0	0	0	0	recorded
C	A	f24r|f24r.1-f24r.20	M	H	I	f24r.11:5	E	43	0	0	0	0	recorded
C	A	f24r|f24r.1-f24r.20	M	H	I	f24r.11:5	R	43	0	0	0	0	recorded
C	A	f86v5|f86v5.18-f86v5.25	B	D	O	f86v5.23:7	E	32	0	0	0	0	recorded
C	A	f86v5|f86v5.18-f86v5.25	B	D	O	f86v5.23:7	R	32	0	0	0	0	recorded
C	A	f86v5|f86v5.18-f86v5.25	B	D	I	f86v5.23:7	E	32	0	0	0	0	recorded
C	A	f86v5|f86v5.18-f86v5.25	B	D	I	f86v5.23:7	R	32	0	0	0	0	recorded
C	A	f86v5|f86v5.18-f86v5.25	B	H	O	f86v5.23:7	E	32	0	0	0	0	recorded
C	A	f86v5|f86v5.18-f86v5.25	B	H	O	f86v5.23:7	R	32	0	0	0	0	recorded
C	A	f86v5|f86v5.18-f86v5.25	B	H	I	f86v5.23:7	E	32	0	0	0	0	recorded
C	A	f86v5|f86v5.18-f86v5.25	B	H	I	f86v5.23:7	R	32	0	0	0	0	recorded
C	A	f86v5|f86v5.18-f86v5.25	J	D	O	f86v5.23:7	E	32	0	0	0	0	recorded
C	A	f86v5|f86v5.18-f86v5.25	J	D	O	f86v5.23:7	R	32	0	0	0	0	recorded
C	A	f86v5|f86v5.18-f86v5.25	J	D	I	f86v5.23:7	E	32	0	0	0	0	recorded
C	A	f86v5|f86v5.18-f86v5.25	J	D	I	f86v5.23:7	R	32	0	0	0	0	recorded
C	A	f86v5|f86v5.18-f86v5.25	J	H	O	f86v5.23:7	E	32	0	0	0	0	recorded
C	A	f86v5|f86v5.18-f86v5.25	J	H	O	f86v5.23:7	R	32	0	0	0	0	recorded
C	A	f86v5|f86v5.18-f86v5.25	J	H	I	f86v5.23:7	E	32	0	0	0	0	recorded
C	A	f86v5|f86v5.18-f86v5.25	J	H	I	f86v5.23:7	R	32	0	0	0	0	recorded
C	A	f86v5|f86v5.18-f86v5.25	M	D	O	f86v5.23:7	E	32	0	0	0	0	recorded
C	A	f86v5|f86v5.18-f86v5.25	M	D	O	f86v5.23:7	R	32	0	0	0	0	recorded
C	A	f86v5|f86v5.18-f86v5.25	M	D	I	f86v5.23:7	E	32	0	0	0	0	recorded
C	A	f86v5|f86v5.18-f86v5.25	M	D	I	f86v5.23:7	R	32	0	0	0	0	recorded
C	A	f86v5|f86v5.18-f86v5.25	M	H	O	f86v5.23:7	E	32	0	0	0	0	recorded
C	A	f86v5|f86v5.18-f86v5.25	M	H	O	f86v5.23:7	R	32	0	0	0	0	recorded
C	A	f86v5|f86v5.18-f86v5.25	M	H	I	f86v5.23:7	E	32	0	0	0	0	recorded
C	A	f86v5|f86v5.18-f86v5.25	M	H	I	f86v5.23:7	R	32	0	0	0	0	recorded
C	A	f106r|f106r.8-f106r.9	B	D	O	f106r.9:7	E	8	0	0	1	2	recorded
C	A	f106r|f106r.8-f106r.9	B	D	O	f106r.9:7	R	8	0	0	1	2	recorded
C	A	f106r|f106r.8-f106r.9	B	D	I	f106r.9:7	E	8	0	0	1	2	recorded
C	A	f106r|f106r.8-f106r.9	B	D	I	f106r.9:7	R	8	0	0	1	2	recorded
C	A	f106r|f106r.8-f106r.9	B	H	O	f106r.9:7	E	8	0	0	1	2	recorded
C	A	f106r|f106r.8-f106r.9	B	H	O	f106r.9:7	R	8	0	1	1	2	recorded
C	A	f106r|f106r.8-f106r.9	B	H	I	f106r.9:7	E	8	0	0	1	2	recorded
C	A	f106r|f106r.8-f106r.9	B	H	I	f106r.9:7	R	8	0	1	1	2	recorded
C	A	f106r|f106r.8-f106r.9	J	D	O	f106r.9:7	E	8	0	0	1	2	recorded
C	A	f106r|f106r.8-f106r.9	J	D	O	f106r.9:7	R	8	0	0	1	2	recorded
C	A	f106r|f106r.8-f106r.9	J	D	I	f106r.9:7	E	8	0	0	1	2	recorded
C	A	f106r|f106r.8-f106r.9	J	D	I	f106r.9:7	R	8	0	0	1	2	recorded
C	A	f106r|f106r.8-f106r.9	J	H	O	f106r.9:7	E	8	0	0	1	2	recorded
C	A	f106r|f106r.8-f106r.9	J	H	O	f106r.9:7	R	8	0	1	1	2	recorded
C	A	f106r|f106r.8-f106r.9	J	H	I	f106r.9:7	E	8	0	0	1	2	recorded
C	A	f106r|f106r.8-f106r.9	J	H	I	f106r.9:7	R	8	0	1	1	2	recorded
C	A	f106r|f106r.8-f106r.9	M	D	O	f106r.9:7	E	8	0	0	1	2	recorded
C	A	f106r|f106r.8-f106r.9	M	D	O	f106r.9:7	R	8	0	0	1	2	recorded
C	A	f106r|f106r.8-f106r.9	M	D	I	f106r.9:7	E	8	0	0	1	2	recorded
C	A	f106r|f106r.8-f106r.9	M	D	I	f106r.9:7	R	8	0	0	1	2	recorded
C	A	f106r|f106r.8-f106r.9	M	H	O	f106r.9:7	E	8	0	0	1	2	recorded
C	A	f106r|f106r.8-f106r.9	M	H	O	f106r.9:7	R	8	0	1	1	2	recorded
C	A	f106r|f106r.8-f106r.9	M	H	I	f106r.9:7	E	8	0	0	1	2	recorded
C	A	f106r|f106r.8-f106r.9	M	H	I	f106r.9:7	R	8	0	1	1	2	recorded
O	Q	f24r|f24r.1-f24r.20	B	D	O	f24r.11:5	E	45	0	0	0	0	recorded
O	Q	f24r|f24r.1-f24r.20	B	D	O	f24r.11:5	R	45	0	0	0	0	recorded
O	Q	f24r|f24r.1-f24r.20	B	D	I	f24r.11:5	E	45	0	0	0	0	recorded
O	Q	f24r|f24r.1-f24r.20	B	D	I	f24r.11:5	R	45	0	0	0	0	recorded
O	Q	f24r|f24r.1-f24r.20	B	H	O	f24r.11:5	E	45	0	0	0	0	recorded
O	Q	f24r|f24r.1-f24r.20	B	H	O	f24r.11:5	R	45	0	0	0	0	recorded
O	Q	f24r|f24r.1-f24r.20	B	H	I	f24r.11:5	E	45	0	0	0	0	recorded
O	Q	f24r|f24r.1-f24r.20	B	H	I	f24r.11:5	R	45	0	0	0	0	recorded
O	Q	f24r|f24r.1-f24r.20	J	D	O	f24r.11:5	E	45	0	0	0	0	recorded
O	Q	f24r|f24r.1-f24r.20	J	D	O	f24r.11:5	R	45	0	0	0	0	recorded
O	Q	f24r|f24r.1-f24r.20	J	D	I	f24r.11:5	E	45	0	0	0	0	recorded
O	Q	f24r|f24r.1-f24r.20	J	D	I	f24r.11:5	R	45	0	0	0	0	recorded
O	Q	f24r|f24r.1-f24r.20	J	H	O	f24r.11:5	E	45	0	0	0	0	recorded
O	Q	f24r|f24r.1-f24r.20	J	H	O	f24r.11:5	R	45	0	0	0	0	recorded
O	Q	f24r|f24r.1-f24r.20	J	H	I	f24r.11:5	E	45	0	0	0	0	recorded
O	Q	f24r|f24r.1-f24r.20	J	H	I	f24r.11:5	R	45	0	0	0	0	recorded
O	Q	f24r|f24r.1-f24r.20	M	D	O	f24r.11:5	E	45	0	0	0	0	recorded
O	Q	f24r|f24r.1-f24r.20	M	D	O	f24r.11:5	R	45	0	0	0	0	recorded
O	Q	f24r|f24r.1-f24r.20	M	D	I	f24r.11:5	E	45	0	0	0	0	recorded
O	Q	f24r|f24r.1-f24r.20	M	D	I	f24r.11:5	R	45	0	0	0	0	recorded
O	Q	f24r|f24r.1-f24r.20	M	H	O	f24r.11:5	E	45	0	0	0	0	recorded
O	Q	f24r|f24r.1-f24r.20	M	H	O	f24r.11:5	R	45	0	0	0	0	recorded
O	Q	f24r|f24r.1-f24r.20	M	H	I	f24r.11:5	E	45	0	0	0	0	recorded
O	Q	f24r|f24r.1-f24r.20	M	H	I	f24r.11:5	R	45	0	0	0	0	recorded
O	Q	f86v5|f86v5.18-f86v5.25	B	D	O	f86v5.23:7	E	32	0	0	0	0	recorded
O	Q	f86v5|f86v5.18-f86v5.25	B	D	O	f86v5.23:7	R	32	0	0	0	0	recorded
O	Q	f86v5|f86v5.18-f86v5.25	B	D	I	f86v5.23:7	E	32	0	0	0	0	recorded
O	Q	f86v5|f86v5.18-f86v5.25	B	D	I	f86v5.23:7	R	32	0	0	0	0	recorded
O	Q	f86v5|f86v5.18-f86v5.25	B	H	O	f86v5.23:7	E	32	0	0	0	0	recorded
O	Q	f86v5|f86v5.18-f86v5.25	B	H	O	f86v5.23:7	R	32	0	0	0	0	recorded
O	Q	f86v5|f86v5.18-f86v5.25	B	H	I	f86v5.23:7	E	32	0	0	0	0	recorded
O	Q	f86v5|f86v5.18-f86v5.25	B	H	I	f86v5.23:7	R	32	0	0	0	0	recorded
O	Q	f86v5|f86v5.18-f86v5.25	J	D	O	f86v5.23:7	E	32	0	0	0	0	recorded
O	Q	f86v5|f86v5.18-f86v5.25	J	D	O	f86v5.23:7	R	32	0	0	0	0	recorded
O	Q	f86v5|f86v5.18-f86v5.25	J	D	I	f86v5.23:7	E	32	0	0	0	0	recorded
O	Q	f86v5|f86v5.18-f86v5.25	J	D	I	f86v5.23:7	R	32	0	0	0	0	recorded
O	Q	f86v5|f86v5.18-f86v5.25	J	H	O	f86v5.23:7	E	32	0	0	0	0	recorded
O	Q	f86v5|f86v5.18-f86v5.25	J	H	O	f86v5.23:7	R	32	0	0	0	0	recorded
O	Q	f86v5|f86v5.18-f86v5.25	J	H	I	f86v5.23:7	E	32	0	0	0	0	recorded
O	Q	f86v5|f86v5.18-f86v5.25	J	H	I	f86v5.23:7	R	32	0	0	0	0	recorded
O	Q	f86v5|f86v5.18-f86v5.25	M	D	O	f86v5.23:7	E	32	0	0	0	0	recorded
O	Q	f86v5|f86v5.18-f86v5.25	M	D	O	f86v5.23:7	R	32	0	0	0	0	recorded
O	Q	f86v5|f86v5.18-f86v5.25	M	D	I	f86v5.23:7	E	32	0	0	0	0	recorded
O	Q	f86v5|f86v5.18-f86v5.25	M	D	I	f86v5.23:7	R	32	0	0	0	0	recorded
O	Q	f86v5|f86v5.18-f86v5.25	M	H	O	f86v5.23:7	E	32	0	0	0	0	recorded
O	Q	f86v5|f86v5.18-f86v5.25	M	H	O	f86v5.23:7	R	32	0	0	0	0	recorded
O	Q	f86v5|f86v5.18-f86v5.25	M	H	I	f86v5.23:7	E	32	0	0	0	0	recorded
O	Q	f86v5|f86v5.18-f86v5.25	M	H	I	f86v5.23:7	R	32	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	B	D	O	f106r.9:3	E	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	B	D	O	f106r.9:3	R	9	1	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	B	D	O	f106r.9:7	E	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	B	D	O	f106r.9:7	R	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	B	D	I	f106r.9:3	E	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	B	D	I	f106r.9:3	R	9	1	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	B	D	I	f106r.9:7	E	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	B	D	I	f106r.9:7	R	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	B	H	O	f106r.9:3	E	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	B	H	O	f106r.9:3	R	9	1	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	B	H	O	f106r.9:7	E	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	B	H	O	f106r.9:7	R	9	0	1	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	B	H	I	f106r.9:3	E	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	B	H	I	f106r.9:3	R	9	1	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	B	H	I	f106r.9:7	E	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	B	H	I	f106r.9:7	R	9	0	1	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	J	D	O	f106r.9:3	E	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	J	D	O	f106r.9:3	R	9	1	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	J	D	O	f106r.9:7	E	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	J	D	O	f106r.9:7	R	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	J	D	I	f106r.9:3	E	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	J	D	I	f106r.9:3	R	9	1	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	J	D	I	f106r.9:7	E	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	J	D	I	f106r.9:7	R	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	J	H	O	f106r.9:3	E	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	J	H	O	f106r.9:3	R	9	1	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	J	H	O	f106r.9:7	E	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	J	H	O	f106r.9:7	R	9	0	1	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	J	H	I	f106r.9:3	E	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	J	H	I	f106r.9:3	R	9	1	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	J	H	I	f106r.9:7	E	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	J	H	I	f106r.9:7	R	9	0	1	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	M	D	O	f106r.9:3	E	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	M	D	O	f106r.9:3	R	9	1	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	M	D	O	f106r.9:7	E	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	M	D	O	f106r.9:7	R	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	M	D	I	f106r.9:3	E	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	M	D	I	f106r.9:3	R	9	1	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	M	D	I	f106r.9:7	E	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	M	D	I	f106r.9:7	R	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	M	H	O	f106r.9:3	E	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	M	H	O	f106r.9:3	R	9	1	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	M	H	O	f106r.9:7	E	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	M	H	O	f106r.9:7	R	9	0	1	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	M	H	I	f106r.9:3	E	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	M	H	I	f106r.9:3	R	9	1	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	M	H	I	f106r.9:7	E	9	0	0	0	0	recorded
O	Q	f106r|f106r.8-f106r.9	M	H	I	f106r.9:7	R	9	0	1	0	0	recorded
O	A	f24r|f24r.1-f24r.20	B	D	O	f24r.11:5	E	45	0	0	0	0	recorded
O	A	f24r|f24r.1-f24r.20	B	D	O	f24r.11:5	R	45	0	0	0	0	recorded
O	A	f24r|f24r.1-f24r.20	B	D	I	f24r.11:5	E	45	0	0	0	0	recorded
O	A	f24r|f24r.1-f24r.20	B	D	I	f24r.11:5	R	45	0	0	0	0	recorded
O	A	f24r|f24r.1-f24r.20	B	H	O	f24r.11:5	E	45	0	0	0	0	recorded
O	A	f24r|f24r.1-f24r.20	B	H	O	f24r.11:5	R	45	0	0	0	0	recorded
O	A	f24r|f24r.1-f24r.20	B	H	I	f24r.11:5	E	45	0	0	0	0	recorded
O	A	f24r|f24r.1-f24r.20	B	H	I	f24r.11:5	R	45	0	0	0	0	recorded
O	A	f24r|f24r.1-f24r.20	J	D	O	f24r.11:5	E	45	0	0	0	0	recorded
O	A	f24r|f24r.1-f24r.20	J	D	O	f24r.11:5	R	45	0	0	0	0	recorded
O	A	f24r|f24r.1-f24r.20	J	D	I	f24r.11:5	E	45	0	0	0	0	recorded
O	A	f24r|f24r.1-f24r.20	J	D	I	f24r.11:5	R	45	0	0	0	0	recorded
O	A	f24r|f24r.1-f24r.20	J	H	O	f24r.11:5	E	45	0	0	0	0	recorded
O	A	f24r|f24r.1-f24r.20	J	H	O	f24r.11:5	R	45	0	0	0	0	recorded
O	A	f24r|f24r.1-f24r.20	J	H	I	f24r.11:5	E	45	0	0	0	0	recorded
O	A	f24r|f24r.1-f24r.20	J	H	I	f24r.11:5	R	45	0	0	0	0	recorded
O	A	f24r|f24r.1-f24r.20	M	D	O	f24r.11:5	E	45	0	0	0	0	recorded
O	A	f24r|f24r.1-f24r.20	M	D	O	f24r.11:5	R	45	0	0	0	0	recorded
O	A	f24r|f24r.1-f24r.20	M	D	I	f24r.11:5	E	45	0	0	0	0	recorded
O	A	f24r|f24r.1-f24r.20	M	D	I	f24r.11:5	R	45	0	0	0	0	recorded
O	A	f24r|f24r.1-f24r.20	M	H	O	f24r.11:5	E	45	0	0	0	0	recorded
O	A	f24r|f24r.1-f24r.20	M	H	O	f24r.11:5	R	45	0	0	0	0	recorded
O	A	f24r|f24r.1-f24r.20	M	H	I	f24r.11:5	E	45	0	0	0	0	recorded
O	A	f24r|f24r.1-f24r.20	M	H	I	f24r.11:5	R	45	0	0	0	0	recorded
O	A	f86v5|f86v5.18-f86v5.25	B	D	O	f86v5.23:7	E	32	0	0	0	0	recorded
O	A	f86v5|f86v5.18-f86v5.25	B	D	O	f86v5.23:7	R	32	0	0	0	0	recorded
O	A	f86v5|f86v5.18-f86v5.25	B	D	I	f86v5.23:7	E	32	0	0	0	0	recorded
O	A	f86v5|f86v5.18-f86v5.25	B	D	I	f86v5.23:7	R	32	0	0	0	0	recorded
