family	tuple	attempt	chedy	lchedy	otaiin	otedy	otor	qokedy	qoteedy	sar	shedy	sol	solkeedy	variant_index	exclude	first	other	there	copy	independent_meaning_capacity
FUNCTIONAL	10	347	C	W	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	12	EXCLUDING	RECENT	FIRST	GOAL	FIRST	0
FUNCTIONAL	11	347	C	W	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	14	EXCLUDING	RECENT	FIRST	CURRENT	FIRST	0
FUNCTIONAL	12	348	FIRST_CARGO	W	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	0	EXCLUDING	FIRST	OTHER	GOAL	FIRST	0
FUNCTIONAL	13	348	FIRST_CARGO	W	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	2	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	0
FUNCTIONAL	14	537	W	C	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	4	EXCLUDING	FIRST	FIRST	GOAL	FIRST	0
FUNCTIONAL	15	537	W	C	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	6	EXCLUDING	FIRST	FIRST	CURRENT	FIRST	0
FUNCTIONAL	16	537	W	C	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	12	EXCLUDING	RECENT	FIRST	GOAL	FIRST	0
FUNCTIONAL	17	537	W	C	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	14	EXCLUDING	RECENT	FIRST	CURRENT	FIRST	0
FUNCTIONAL	18	550	C	C	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	0	EXCLUDING	FIRST	OTHER	GOAL	FIRST	0
FUNCTIONAL	19	550	C	C	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	2	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	0
FUNCTIONAL	20	550	C	C	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	8	EXCLUDING	RECENT	OTHER	GOAL	FIRST	0
FUNCTIONAL	21	550	C	C	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	10	EXCLUDING	RECENT	OTHER	CURRENT	FIRST	0
FUNCTIONAL	22	559	FIRST_CARGO	C	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	0	EXCLUDING	FIRST	OTHER	GOAL	FIRST	0
FUNCTIONAL	23	559	FIRST_CARGO	C	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	2	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	0
FUNCTIONAL	24	565	W	C	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	0	EXCLUDING	FIRST	OTHER	GOAL	FIRST	0
FUNCTIONAL	25	565	W	C	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	2	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	0
FUNCTIONAL	26	566	W	C	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	8	EXCLUDING	RECENT	OTHER	GOAL	FIRST	0
FUNCTIONAL	27	566	W	C	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	10	EXCLUDING	RECENT	OTHER	CURRENT	FIRST	0
FUNCTIONAL	28	593	C	G	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	0	EXCLUDING	FIRST	OTHER	GOAL	FIRST	0
FUNCTIONAL	29	593	C	G	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	2	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	0
FUNCTIONAL	30	593	C	G	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	8	EXCLUDING	RECENT	OTHER	GOAL	FIRST	0
FUNCTIONAL	31	593	C	G	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	10	EXCLUDING	RECENT	OTHER	CURRENT	FIRST	0
FUNCTIONAL	32	614	W	G	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	0	EXCLUDING	FIRST	OTHER	GOAL	FIRST	0
FUNCTIONAL	33	614	W	G	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	2	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	0
FUNCTIONAL	34	614	W	G	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	8	EXCLUDING	RECENT	OTHER	GOAL	FIRST	0
FUNCTIONAL	35	614	W	G	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	10	EXCLUDING	RECENT	OTHER	CURRENT	FIRST	0
FUNCTIONAL	36	912	W	W	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	0	EXCLUDING	FIRST	OTHER	GOAL	FIRST	0
FUNCTIONAL	37	912	W	W	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	2	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	0
FUNCTIONAL	38	912	W	W	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	8	EXCLUDING	RECENT	OTHER	GOAL	FIRST	0
FUNCTIONAL	39	912	W	W	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	10	EXCLUDING	RECENT	OTHER	CURRENT	FIRST	0
FUNCTIONAL	40	913	W	C	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	0	EXCLUDING	FIRST	OTHER	GOAL	FIRST	0
FUNCTIONAL	41	913	W	C	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	2	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	0
FUNCTIONAL	42	913	W	C	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	8	EXCLUDING	RECENT	OTHER	GOAL	FIRST	0
FUNCTIONAL	43	913	W	C	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	10	EXCLUDING	RECENT	OTHER	CURRENT	FIRST	0
FUNCTIONAL	44	914	W	G	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	0	EXCLUDING	FIRST	OTHER	GOAL	FIRST	0
FUNCTIONAL	45	914	W	G	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	2	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	0
FUNCTIONAL	46	914	W	G	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	4	EXCLUDING	FIRST	FIRST	GOAL	FIRST	0
FUNCTIONAL	47	914	W	G	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	6	EXCLUDING	FIRST	FIRST	CURRENT	FIRST	0
FUNCTIONAL	48	914	W	G	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	8	EXCLUDING	RECENT	OTHER	GOAL	FIRST	0
FUNCTIONAL	49	914	W	G	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	10	EXCLUDING	RECENT	OTHER	CURRENT	FIRST	0
FUNCTIONAL	50	914	W	G	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	12	EXCLUDING	RECENT	FIRST	GOAL	FIRST	0
FUNCTIONAL	51	914	W	G	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	14	EXCLUDING	RECENT	FIRST	CURRENT	FIRST	0
FUNCTIONAL	52	1110	G	W	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	4	EXCLUDING	FIRST	FIRST	GOAL	FIRST	0
FUNCTIONAL	53	1110	G	W	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	6	EXCLUDING	FIRST	FIRST	CURRENT	FIRST	0
FUNCTIONAL	54	1110	G	W	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	12	EXCLUDING	RECENT	FIRST	GOAL	FIRST	0
FUNCTIONAL	55	1110	G	W	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	14	EXCLUDING	RECENT	FIRST	CURRENT	FIRST	0
FUNCTIONAL	56	1127	FIRST_CARGO	G	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	0	EXCLUDING	FIRST	OTHER	GOAL	FIRST	0
FUNCTIONAL	57	1127	FIRST_CARGO	G	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	2	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	0
FUNCTIONAL	58	1131	G	G	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	0	EXCLUDING	FIRST	OTHER	GOAL	FIRST	0
FUNCTIONAL	59	1131	G	G	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	2	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	0
FUNCTIONAL	60	1131	G	G	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	8	EXCLUDING	RECENT	OTHER	GOAL	FIRST	0
FUNCTIONAL	61	1131	G	G	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	10	EXCLUDING	RECENT	OTHER	CURRENT	FIRST	0
FUNCTIONAL	62	1135	G	C	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	0	EXCLUDING	FIRST	OTHER	GOAL	FIRST	0
FUNCTIONAL	63	1135	G	C	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	2	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	0
FUNCTIONAL	64	1135	G	C	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	8	EXCLUDING	RECENT	OTHER	GOAL	FIRST	0
FUNCTIONAL	65	1135	G	C	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	10	EXCLUDING	RECENT	OTHER	CURRENT	FIRST	0
BIJECTIVE	0	27	FIRST_CARGO	W	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	0	EXCLUDING	FIRST	OTHER	GOAL	FIRST	0
BIJECTIVE	1	27	FIRST_CARGO	W	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	2	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	0
BIJECTIVE	2	28	FIRST_CARGO	C	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	0	EXCLUDING	FIRST	OTHER	GOAL	FIRST	0
BIJECTIVE	3	28	FIRST_CARGO	C	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	2	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	0
BIJECTIVE	4	29	W	C	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	0	EXCLUDING	FIRST	OTHER	GOAL	FIRST	0
BIJECTIVE	5	29	W	C	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	2	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	0
BIJECTIVE	6	29	W	C	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	4	EXCLUDING	FIRST	FIRST	GOAL	FIRST	0
BIJECTIVE	7	29	W	C	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	6	EXCLUDING	FIRST	FIRST	CURRENT	FIRST	0
BIJECTIVE	8	30	C	W	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	0	EXCLUDING	FIRST	OTHER	GOAL	FIRST	0
BIJECTIVE	9	30	C	W	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	2	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	0
BIJECTIVE	10	30	C	W	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	4	EXCLUDING	FIRST	FIRST	GOAL	FIRST	0
BIJECTIVE	11	30	C	W	THERE	RETURN	COLOC	G	B	UNSAFE	M	THEN	WITH_TRIP	6	EXCLUDING	FIRST	FIRST	CURRENT	FIRST	0
BIJECTIVE	12	40	W	G	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	0	EXCLUDING	FIRST	OTHER	GOAL	FIRST	0
BIJECTIVE	13	40	W	G	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	2	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	0
BIJECTIVE	14	40	W	G	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	4	EXCLUDING	FIRST	FIRST	GOAL	FIRST	0
BIJECTIVE	15	40	W	G	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	6	EXCLUDING	FIRST	FIRST	CURRENT	FIRST	0
BIJECTIVE	16	41	FIRST_CARGO	W	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	0	EXCLUDING	FIRST	OTHER	GOAL	FIRST	0
BIJECTIVE	17	41	FIRST_CARGO	W	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	2	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	0
BIJECTIVE	18	42	G	W	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	0	EXCLUDING	FIRST	OTHER	GOAL	FIRST	0
BIJECTIVE	19	42	G	W	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	2	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	0
BIJECTIVE	20	42	G	W	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	4	EXCLUDING	FIRST	FIRST	GOAL	FIRST	0
BIJECTIVE	21	42	G	W	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	6	EXCLUDING	FIRST	FIRST	CURRENT	FIRST	0
BIJECTIVE	22	43	FIRST_CARGO	G	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	0	EXCLUDING	FIRST	OTHER	GOAL	FIRST	0
BIJECTIVE	23	43	FIRST_CARGO	G	THERE	RETURN	COLOC	C	B	UNSAFE	M	THEN	WITH_TRIP	2	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	0
BIJECTIVE	24	70	G	C	THERE	RETURN	COLOC	W	B	UNSAFE	M	THEN	WITH_TRIP	0	EXCLUDING	FIRST	OTHER	GOAL	FIRST	0
BIJECTIVE	25	70	G	C	THERE	RETURN	COLOC	W	B	UNSAFE	M	THEN	WITH_TRIP	2	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	0
BIJECTIVE	26	70	G	C	THERE	RETURN	COLOC	W	B	UNSAFE	M	THEN	WITH_TRIP	4	EXCLUDING	FIRST	FIRST	GOAL	FIRST	0
BIJECTIVE	27	70	G	C	THERE	RETURN	COLOC	W	B	UNSAFE	M	THEN	WITH_TRIP	6	EXCLUDING	FIRST	FIRST	CURRENT	FIRST	0
BIJECTIVE	28	71	FIRST_CARGO	C	THERE	RETURN	COLOC	W	B	UNSAFE	M	THEN	WITH_TRIP	0	EXCLUDING	FIRST	OTHER	GOAL	FIRST	0
BIJECTIVE	29	71	FIRST_CARGO	C	THERE	RETURN	COLOC	W	B	UNSAFE	M	THEN	WITH_TRIP	2	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	0
BIJECTIVE	30	72	FIRST_CARGO	G	THERE	RETURN	COLOC	W	B	UNSAFE	M	THEN	WITH_TRIP	0	EXCLUDING	FIRST	OTHER	GOAL	FIRST	0
BIJECTIVE	31	72	FIRST_CARGO	G	THERE	RETURN	COLOC	W	B	UNSAFE	M	THEN	WITH_TRIP	2	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	0
BIJECTIVE	32	73	C	G	THERE	RETURN	COLOC	W	B	UNSAFE	M	THEN	WITH_TRIP	0	EXCLUDING	FIRST	OTHER	GOAL	FIRST	0
BIJECTIVE	33	73	C	G	THERE	RETURN	COLOC	W	B	UNSAFE	M	THEN	WITH_TRIP	2	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	0
BIJECTIVE	34	73	C	G	THERE	RETURN	COLOC	W	B	UNSAFE	M	THEN	WITH_TRIP	4	EXCLUDING	FIRST	FIRST	GOAL	FIRST	0
BIJECTIVE	35	73	C	G	THERE	RETURN	COLOC	W	B	UNSAFE	M	THEN	WITH_TRIP	6	EXCLUDING	FIRST	FIRST	CURRENT	FIRST	0
