occurrence_id	page	locus	line_number	token_index	surface	head	written_i_minims	working_value	working_roman	section	language	hand	triple_reading_token_stable	surface_line
G626-M00015	f102r1	f102r1.4	4	5	daraiiin	dara	3	4	IV	P	A	1	1	dsheody okeeoy kod chkeeody daraiiin ctheoly qokcheololain
G626-M00016	f102r1	f102r1.4	4	7	qokcheololain	qokcheolola	1	2	II	P	A	1	0	dsheody okeeoy kod chkeeody daraiiin ctheoly qokcheololain
G626-M00017	f102r1	f102r1.5	5	4	olaiin	ola	2	3	III	P	A	1	1	ytol sheol she olaiin orain oraroekeol chol ekey qokol dain
G626-M00018	f102r1	f102r1.5	5	5	orain	ora	1	2	II	P	A	1	1	ytol sheol she olaiin orain oraroekeol chol ekey qokol dain
G626-M00019	f102r1	f102r1.5	5	10	dain	da	1	2	II	P	A	1	0	ytol sheol she olaiin orain oraroekeol chol ekey qokol dain
G626-M00020	f102r1	f102r1.6	6	1	daiin	da	2	3	III	P	A	1	0	daiin ykeeol oldy okodaiin
G626-M00021	f102r1	f102r1.6	6	4	okodaiin	okoda	2	3	III	P	A	1	1	daiin ykeeol oldy okodaiin
G626-M00022	f102r1	f102r1.8	8	1	pshodaiin	pshoda	2	3	III	P	A	1	1	pshodaiin qoorar chopy chofol daiin oteol qoteol doly
G626-M00023	f102r1	f102r1.8	8	5	daiin	da	2	3	III	P	A	1	1	pshodaiin qoorar chopy chofol daiin oteol qoteol doly
G626-M00024	f102r1	f102r1.9	9	1	daiin	da	2	3	III	P	A	1	0	daiin orsheoldy qokeol oteeody lshodykeodal qokshdy sy
G626-M00025	f102r1	f102r1.10	10	7	doleodaiin	doleoda	2	3	III	P	A	1	0	ycheol sholdy chol chol ykeeol dol doleodaiin dal cthedy
G626-M00026	f102r1	f102r1.14	14	11	oeeaiin	oeea	2	3	III	P	A	1	1	doeey keeol qokeo daor shey qoteol okol chos s or oeeaiin
G626-M00027	f102r1	f102r1.15	15	3	daiin	da	2	3	III	P	A	1	0	or chol daiin dykeor sheey qokeody dor os ykeeykam
G626-M00028	f102r1	f102r1.16	16	3	soraiin	sora	2	3	III	P	A	1	1	ddor chordam soraiin ykeey dy okeol doeoear s aral dor
G626-M00029	f102r1	f102r1.17	17	3	oldaiin	olda	2	3	III	P	A	1	1	ydar arody oldaiin sody chockhy oly
G626-M00030	f102v1	f102v1.1	1	1	keoraiiin	keora	3	4	IV	P	A	1	0	keoraiiin
G626-M00031	f102v1	f102v1.7	7	1	poaiin	poa	2	3	III	P	A	1	0	poaiin ockhey pchol doiin shey shockhsy sheocthy qokeody
G626-M00032	f102v1	f102v1.8	8	7	aiin	a	2	3	III	P	A	1	0	dairn ol chey ctheol qokeor os aiin cheor qokey choky
G626-M00033	f102v1	f102v1.10	10	3	ydaiin	yda	2	3	III	P	A	1	1	kochor ol ydaiin choraiin sheey ykeey kor shey qokey dy
G626-M00034	f102v1	f102v1.10	10	4	choraiin	chora	2	3	III	P	A	1	1	kochor ol ydaiin choraiin sheey ykeey kor shey qokey dy
G626-M00035	f102v1	f102v1.11	11	8	daiin	da	2	3	III	P	A	1	1	sol chol qooiin qokol cheol chey kolcheey daiin cheody dy
G626-M00036	f102v1	f102v1.12	12	10	pchodaiin	pchoda	2	3	III	P	A	1	1	y cheol cheol doiir shekcheor s ar cheor ey pchodaiin
G626-M00037	f102v1	f102v1.13	13	3	daiin	da	2	3	III	P	A	1	1	toiin ol daiin qkol cheol daiin qokar oaiin cheey saiim
G626-M00038	f102v1	f102v1.13	13	6	daiin	da	2	3	III	P	A	1	0	toiin ol daiin qkol cheol daiin qokar oaiin cheey saiim
G626-M00039	f102v1	f102v1.13	13	8	oaiin	oa	2	3	III	P	A	1	1	toiin ol daiin qkol cheol daiin qokar oaiin cheey saiim
G626-M00040	f102v1	f102v1.19	19	1	foidaiin	foida	2	3	III	P	A	1	0	foidaiin dair or sheol okeeol qoteol oroey olkey
G626-M00041	f102v1	f102v1.21	21	6	cheodaiin	cheoda	2	3	III	P	A	1	0	qoeeody ychey okeody deody okody cheodaiin cheody ram
G626-M00042	f102v1	f102v1.22	22	2	chodaiin	choda	2	3	III	P	A	1	1	ykeeody chodaiin qokeos cheol qool chsey oteody okchy
G626-M00043	f102v1	f102v1.23	23	7	odain	oda	1	2	II	P	A	1	1	ksheody sho qokey sheody qockhey olcheor odain okchody
G626-M00044	f102v1	f102v1.24	24	1	ysaiin	ysa	2	3	III	P	A	1	1	ysaiin ckhey qoor cheol
G626-M00045	f102v2	f102v2.19	19	13	ain	a	1	2	II	P	A	1	1	deeeo qoeeor o eoy cheos o l o r o l okeeos ain
G626-M00046	f102v2	f102v2.21	21	13	saiin	sa	2	3	III	P	A	1	0	ycheey s od eey okeeor cheol os oiin oeees okear chey keey saiin oteo
G626-M00047	f102v2	f102v2.22	22	1	dain	da	1	2	II	P	A	1	0	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho
G626-M00048	f102v2	f102v2.22	22	3	aiin	a	2	3	III	P	A	1	0	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho
G626-M00049	f102v2	f102v2.25	25	1	osain	osa	1	2	II	P	A	1	0	osain
G626-M00050	f102v2	f102v2.27	27	1	okeeoraiin	okeeora	2	3	III	P	A	1	1	okeeoraiin
G626-M00051	f102v2	f102v2.30	30	8	opaiin	opa	2	3	III	P	A	1	1	pydchy odiy pcheady qoekeey oteey qokeod sheey opaiin deear
G626-M00052	f102v2	f102v2.32	32	11	daiin	da	2	3	III	P	A	1	1	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy
G626-M00053	f102v2	f102v2.33	33	9	aiiin	a	3	4	IV	P	A	1	1	qokeor sho keeeos cheor o s al chos aiiin o ky okaraiin
G626-M00054	f102v2	f102v2.33	33	12	okaraiin	okara	2	3	III	P	A	1	0	qokeor sho keeeos cheor o s al chos aiiin o ky okaraiin
G626-M00055	f102v2	f102v2.35	35	10	daiin	da	2	3	III	P	A	1	0	ychor sheol por sheeor shekeey qoky cheo teody qokeol daiin
G626-M00056	f102v2	f102v2.38	38	10	rain	ra	1	2	II	P	A	1	0	dar cheey ckheey qokeor okey chos sho ykeey okeeo rain
G626-M00057	f102v2	f102v2.39	39	1	yotaiin	yota	2	3	III	P	A	1	1	yotaiin cheor cheekey orain
G626-M00058	f102v2	f102v2.39	39	4	orain	ora	1	2	II	P	A	1	1	yotaiin cheor cheekey orain
G626-M00059	f103r	f103r.1	1	10	dain	da	1	2	II	S	B	3	0	pchedal shdy ytechypchy otey lshey qoteey qotal shedy yshdal dain okal daldy
G626-M00060	f103r	f103r.2	2	1	dain	da	1	2	II	S	B	3	1	dain shek chdy daloky opchedy peshol chep ar otchy sal lkeey sar ain ok chedy
G626-M00061	f103r	f103r.2	2	13	ain	a	1	2	II	S	B	3	1	dain shek chdy daloky opchedy peshol chep ar otchy sal lkeey sar ain ok chedy
G626-M00062	f103r	f103r.3	3	1	yshdain	yshda	1	2	II	S	B	3	1	yshdain sheek cheoty eeokal chedy chckhy or orol okaiin eeal ot kar otar chal
G626-M00063	f103r	f103r.3	3	9	okaiin	oka	2	3	III	S	B	3	0	yshdain sheek cheoty eeokal chedy chckhy or orol okaiin eeal ot kar otar chal
G626-M00064	f103r	f103r.6	6	2	dain	da	1	2	II	S	B	3	1	ocheey dain shek okeedy okey shedy qokealdy shcthy qotedy qoto ota san am
G626-M00065	f103r	f103r.6	6	12	san	sa	0	1	I	S	B	3	0	ocheey dain shek okeedy okey shedy qokealdy shcthy qotedy qoto ota san am
G626-M00066	f103r	f103r.7	7	1	saiin	sa	2	3	III	S	B	3	0	saiin chey shs olshedy qokeey okeeody qoedy ol shedy
G626-M00067	f103r	f103r.8	8	5	rain	ra	1	2	II	S	B	3	1	daroal okey chedy okey rain okechy qoisal qotar adchey ofeeo ltdy olkechdy lo
G626-M00068	f103r	f103r.9	9	6	lkaiin	lka	2	3	III	S	B	3	1	oteeos ar cheal okeey shey lkaiin shey lkeor otaiin shedy otey l dy okeedaram
G626-M00069	f103r	f103r.9	9	9	otaiin	ota	2	3	III	S	B	3	0	oteeos ar cheal okeey shey lkaiin shey lkeor otaiin shedy otey l dy okeedaram
G626-M00070	f103r	f103r.10	10	1	daiin	da	2	3	III	S	B	3	1	daiin ol oain okeol chol okam chety shedy otaiin shedy teolshy oteedy sor ain
G626-M00071	f103r	f103r.10	10	3	oain	oa	1	2	II	S	B	3	1	daiin ol oain okeol chol okam chety shedy otaiin shedy teolshy oteedy sor ain
G626-M00072	f103r	f103r.10	10	9	otaiin	ota	2	3	III	S	B	3	1	daiin ol oain okeol chol okam chety shedy otaiin shedy teolshy oteedy sor ain
G626-M00073	f103r	f103r.10	10	14	ain	a	1	2	II	S	B	3	0	daiin ol oain okeol chol okam chety shedy otaiin shedy teolshy oteedy sor ain
G626-M00074	f103r	f103r.11	11	3	otain	ota	1	2	II	S	B	3	1	dar oteey otain lolshedy okain chey qorain shey otoy qokeol key dayky
G626-M00075	f103r	f103r.11	11	5	okain	oka	1	2	II	S	B	3	1	dar oteey otain lolshedy okain chey qorain shey otoy qokeol key dayky
G626-M00076	f103r	f103r.11	11	7	qorain	qora	1	2	II	S	B	3	0	dar oteey otain lolshedy okain chey qorain shey otoy qokeol key dayky
G626-M00077	f103r	f103r.12	12	1	oain	oa	1	2	II	S	B	3	1	oain shey shckhy oteey qokeol keedy shar aiin otedy
G626-M00078	f103r	f103r.12	12	8	aiin	a	2	3	III	S	B	3	1	oain shey shckhy oteey qokeol keedy shar aiin otedy
G626-M00079	f103r	f103r.13	13	7	qokain	qoka	1	2	II	S	B	3	1	podar sheor qotedy okeey qokar checkhy qokain chedy pchdy tshdy dal kasol
G626-M00080	f103r	f103r.14	14	1	okain	oka	1	2	II	S	B	3	1	okain shekain chedy qokeechy qoky shey lol s aiin chey eekain chcthy qoky
G626-M00081	f103r	f103r.14	14	2	shekain	sheka	1	2	II	S	B	3	1	okain shekain chedy qokeechy qoky shey lol s aiin chey eekain chcthy qoky
G626-M00082	f103r	f103r.14	14	9	aiin	a	2	3	III	S	B	3	1	okain shekain chedy qokeechy qoky shey lol s aiin chey eekain chcthy qoky
G626-M00083	f103r	f103r.14	14	11	eekain	eeka	1	2	II	S	B	3	0	okain shekain chedy qokeechy qoky shey lol s aiin chey eekain chcthy qoky
G626-M00084	f103r	f103r.15	15	5	shkaiin	shka	2	3	III	S	B	3	0	qotedy qokeey shol qotey shkaiin
G626-M00085	f103r	f103r.16	16	3	shdaiin	shda	2	3	III	S	B	3	0	dshol sholkar shdaiin cheey rar okeey shcfhedy opcheol oteedy tchey shky
G626-M00086	f103r	f103r.17	17	10	aiin	a	2	3	III	S	B	3	1	sar shey qokey keedy qokeey chckhy qokal oty or aiin
G626-M00087	f103r	f103r.18	18	3	okain	oka	1	2	II	S	B	3	1	polchedy qokeol okain checthy oteeylshedy okain qokain qokalshedy oteys
G626-M00088	f103r	f103r.18	18	6	okain	oka	1	2	II	S	B	3	1	polchedy qokeol okain checthy oteeylshedy okain qokain qokalshedy oteys
G626-M00089	f103r	f103r.18	18	7	qokain	qoka	1	2	II	S	B	3	1	polchedy qokeol okain checthy oteeylshedy okain qokain qokalshedy oteys
G626-M00090	f103r	f103r.19	19	1	okaiin	oka	2	3	III	S	B	3	1	okaiin chey qoy shey qokaiin chedy qokain oteol lkar okaral lkldy lr
G626-M00091	f103r	f103r.19	19	5	qokaiin	qoka	2	3	III	S	B	3	1	okaiin chey qoy shey qokaiin chedy qokain oteol lkar okaral lkldy lr
G626-M00092	f103r	f103r.19	19	7	qokain	qoka	1	2	II	S	B	3	1	okaiin chey qoy shey qokaiin chedy qokain oteol lkar okaral lkldy lr
G626-M00093	f103r	f103r.20	20	1	ychain	ycha	1	2	II	S	B	3	1	ychain shckhy qokaiin shey qokaiin shedy olor
G626-M00094	f103r	f103r.20	20	3	qokaiin	qoka	2	3	III	S	B	3	1	ychain shckhy qokaiin shey qokaiin shedy olor
G626-M00095	f103r	f103r.20	20	5	qokaiin	qoka	2	3	III	S	B	3	0	ychain shckhy qokaiin shey qokaiin shedy olor
G626-M00096	f103r	f103r.22	22	2	okain	oka	1	2	II	S	B	3	1	dalshy okain shckhody shdal qokeedy shedy qotar chcthy chep ar otar opchy
G626-M00097	f103r	f103r.23	23	1	daiin	da	2	3	III	S	B	3	1	daiin sheckhy lchedy chckhy shol
G626-M00098	f103r	f103r.24	24	7	qotain	qota	1	2	II	S	B	3	1	tchoky okeal shedy qokal oty opchedy qotain shcthy otey dain oteey oky
G626-M00099	f103r	f103r.24	24	10	dain	da	1	2	II	S	B	3	1	tchoky okeal shedy qokal oty opchedy qotain shcthy otey dain oteey oky
G626-M00100	f103r	f103r.25	25	3	qokain	qoka	1	2	II	S	B	3	1	dar shey qokain chckhey chey kain chedal okeeey qoodain okain oteey ol
G626-M00101	f103r	f103r.25	25	6	kain	ka	1	2	II	S	B	3	0	dar shey qokain chckhey chey kain chedal okeeey qoodain okain oteey ol
G626-M00102	f103r	f103r.25	25	9	qoodain	qooda	1	2	II	S	B	3	1	dar shey qokain chckhey chey kain chedal okeeey qoodain okain oteey ol
G626-M00103	f103r	f103r.25	25	10	okain	oka	1	2	II	S	B	3	1	dar shey qokain chckhey chey kain chedal okeeey qoodain okain oteey ol
G626-M00104	f103r	f103r.28	28	3	dalkain	dalka	1	2	II	S	B	3	1	deshedy qokeeey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy
G626-M00105	f103r	f103r.28	28	4	okaiin	oka	2	3	III	S	B	3	1	deshedy qokeeey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy
G626-M00106	f103r	f103r.28	28	7	otain	ota	1	2	II	S	B	3	1	deshedy qokeeey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy
G626-M00107	f103r	f103r.28	28	8	ain	a	1	2	II	S	B	3	1	deshedy qokeeey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy
G626-M00108	f103r	f103r.30	30	4	okaiin	oka	2	3	III	S	B	3	1	pcholkchdy sheckhy qokey okaiin shedy chpchy opchedy oteeykshy chdaly
G626-M00109	f103r	f103r.31	31	3	kaiin	ka	2	3	III	S	B	3	1	soiin chol kaiin chal okaiin shckhy qokal shdar shchdy okaiin chty
G626-M00110	f103r	f103r.31	31	5	okaiin	oka	2	3	III	S	B	3	1	soiin chol kaiin chal okaiin shckhy qokal shdar shchdy okaiin chty
G626-M00111	f103r	f103r.31	31	10	okaiin	oka	2	3	III	S	B	3	1	soiin chol kaiin chal okaiin shckhy qokal shdar shchdy okaiin chty
G626-M00112	f103r	f103r.32	32	8	oraiin	ora	2	3	III	S	B	3	1	okeey shedy qokedy qokal shety otedy shcthy oraiin
G626-M00113	f103r	f103r.34	34	3	cheedalaiin	cheedala	2	3	III	S	B	3	1	sheod oshey cheedalaiin
G626-M00114	f103r	f103r.35	35	2	chain	cha	1	2	II	S	B	3	1	qoker chain olain chey kain sheol shedain qokeedy ykeedy lcheg
G626-M00115	f103r	f103r.35	35	3	olain	ola	1	2	II	S	B	3	1	qoker chain olain chey kain sheol shedain qokeedy ykeedy lcheg
G626-M00116	f103r	f103r.35	35	5	kain	ka	1	2	II	S	B	3	1	qoker chain olain chey kain sheol shedain qokeedy ykeedy lcheg
G626-M00117	f103r	f103r.35	35	7	shedain	sheda	1	2	II	S	B	3	0	qoker chain olain chey kain sheol shedain qokeedy ykeedy lcheg
G626-M00118	f103r	f103r.38	38	2	qokain	qoka	1	2	II	S	B	3	1	otechedy qokain shcthy chckhy lokeedy checkhy lokain shedy okeey
G626-M00119	f103r	f103r.38	38	7	lokain	loka	1	2	II	S	B	3	1	otechedy qokain shcthy chckhy lokeedy checkhy lokain shedy okeey
G626-M00120	f103r	f103r.40	40	6	aiin	a	2	3	III	S	B	3	1	qokeey sheeol shckhy sheol shodyol aiin otedy qoteey lotar otam
G626-M00121	f103r	f103r.43	43	11	qokaiin	qoka	2	3	III	S	B	3	1	tar cheal ol sheey qotal sheal qokal sheedy okeshedy shokey qokaiin
G626-M00122	f103r	f103r.46	46	11	chedan	cheda	0	1	I	S	B	3	0	chol keey qokeey cheol chorol shedy qokeey qokeey ol loiin chedan
G626-M00123	f103r	f103r.47	47	7	oloraiin	olora	2	3	III	S	B	3	1	ssheey okeeo l lchey qokaly lcheedy oloraiin
G626-M00124	f103r	f103r.48	48	3	qotolaiin	qotola	2	3	III	S	B	3	1	polarar lshedy qotolaiin qokeey qokeey shkchy opchealol kchy sam
G626-M00125	f103r	f103r.49	49	3	ain	a	1	2	II	S	B	3	1	okeey lr ain l ol sheed qokeey sheol qokeedy shedy qoky leeesain am
G626-M00126	f103r	f103r.49	49	12	leeesain	leeesa	1	2	II	S	B	3	0	okeey lr ain l ol sheed qokeey sheol qokeedy shedy qoky leeesain am
G626-M00127	f103r	f103r.50	50	9	qokain	qoka	1	2	II	S	B	3	1	ssheey l shey qol cheey chey qokeey okeey qokain cheey qotain
G626-M00128	f103r	f103r.50	50	11	qotain	qota	1	2	II	S	B	3	1	ssheey l shey qol cheey chey qokeey okeey qokain cheey qotain
G626-M00129	f103r	f103r.51	51	1	saiin	sa	2	3	III	S	B	3	1	saiin cheteey shey cheosaiin
G626-M00130	f103r	f103r.51	51	4	cheosaiin	cheosa	2	3	III	S	B	3	1	saiin cheteey shey cheosaiin
G626-M00131	f103r	f103r.52	52	9	lkaiin	lka	2	3	III	S	B	3	1	pchedal oteey qol keedy qokeey qoty chepchy qopchey lkaiin otalsy
G626-M00132	f103r	f103r.53	53	3	qokaiin	qoka	2	3	III	S	B	3	1	sshey qokedy qokaiin shdy qokeey chedy qokeey qokeey lchedy loty
G626-M00133	f103v	f103v.1	1	8	daiin	da	2	3	III	S	B	3	1	pol dar olfchey qoky dy qokeey qokeey daiin okeedaky qoteiir shedy dal
G626-M00134	f103v	f103v.2	2	1	daiin	da	2	3	III	S	B	3	1	daiin shey qokal shedy qokeedy qoteor shey qoty chckhy qotain chalr
G626-M00135	f103v	f103v.2	2	10	qotain	qota	1	2	II	S	B	3	1	daiin shey qokal shedy qokeedy qoteor shey qoty chckhy qotain chalr
G626-M00136	f103v	f103v.3	3	12	qokain	qoka	1	2	II	S	B	3	1	qok or chedy qokey dar chcthy char qoty shdy okeedy qokeey qokain
G626-M00137	f103v	f103v.5	5	5	qokaiin	qoka	2	3	III	S	B	3	1	pcheor olkeey cheky qokshdy qokaiin okechdy qopchdy qotedy qokaiin oly
G626-M00138	f103v	f103v.5	5	9	qokaiin	qoka	2	3	III	S	B	3	0	pcheor olkeey cheky qokshdy qokaiin okechdy qopchdy qotedy qokaiin oly
G626-M00139	f103v	f103v.6	6	1	dain	da	1	2	II	S	B	3	0	dain shey qokeedy cheol qoeeor lshor qoky shedy qokaiin chedy qokam
G626-M00140	f103v	f103v.6	6	9	qokaiin	qoka	2	3	III	S	B	3	1	dain shey qokeedy cheol qoeeor lshor qoky shedy qokaiin chedy qokam
G626-M00141	f103v	f103v.7	7	1	daiin	da	2	3	III	S	B	3	1	daiin shey chol chey oteey lkeeor okaiin shedy shedy qokaiin ol chedydy
G626-M00142	f103v	f103v.7	7	7	okaiin	oka	2	3	III	S	B	3	1	daiin shey chol chey oteey lkeeor okaiin shedy shedy qokaiin ol chedydy
G626-M00143	f103v	f103v.7	7	10	qokaiin	qoka	2	3	III	S	B	3	1	daiin shey chol chey oteey lkeeor okaiin shedy shedy qokaiin ol chedydy
G626-M00144	f103v	f103v.8	8	1	sain	sa	1	2	II	S	B	3	1	sain shey olsheey dair chekoal okeey
G626-M00145	f103v	f103v.9	9	5	okaiin	oka	2	3	III	S	B	3	0	pchal shal shorchdy okeor okaiin shedy pchedy qotchedy qotar ol lkar
G626-M00146	f103v	f103v.10	10	9	aiin	a	2	3	III	S	B	3	1	or cheey qokeeshy okeey loiin oy otedy lor aiin sheor qotain olldy
G626-M00147	f103v	f103v.10	10	11	qotain	qota	1	2	II	S	B	3	1	or cheey qokeeshy okeey loiin oy otedy lor aiin sheor qotain olldy
G626-M00148	f103v	f103v.13	13	1	dain	da	1	2	II	S	B	3	1	dain eey olshy otey olshedy qotshdy okeey lr ain okan olshey
G626-M00149	f103v	f103v.13	13	9	ain	a	1	2	II	S	B	3	1	dain eey olshy otey olshedy qotshdy okeey lr ain okan olshey
G626-M00150	f103v	f103v.13	13	10	okan	oka	0	1	I	S	B	3	1	dain eey olshy otey olshedy qotshdy okeey lr ain okan olshey
G626-M00151	f103v	f103v.14	14	9	qokain	qoka	1	2	II	S	B	3	1	teeol sheol sho qokeedy shedy qokey oshedy oteedy qokain otar aiin otam
G626-M00152	f103v	f103v.14	14	11	aiin	a	2	3	III	S	B	3	1	teeol sheol sho qokeedy shedy qokey oshedy oteedy qokain otar aiin otam
G626-M00153	f103v	f103v.15	15	10	otain	ota	1	2	II	S	B	3	1	tchedal shey lcheey lchdy ch ar olchey lcheody tedy otain otain otay
G626-M00154	f103v	f103v.15	15	11	otain	ota	1	2	II	S	B	3	1	tchedal shey lcheey lchdy ch ar olchey lcheody tedy otain otain otay
G626-M00155	f103v	f103v.16	16	1	daiin	da	2	3	III	S	B	3	0	daiin sheekchy okeeshy qol shedy otain ol kedy
G626-M00156	f103v	f103v.16	16	6	otain	ota	1	2	II	S	B	3	1	daiin sheekchy okeeshy qol shedy otain ol kedy
G626-M00157	f103v	f103v.18	18	3	oqaiin	oqa	2	3	III	S	B	3	0	yshear ol oqaiin chckhey lchedy chedy olaiin oteedy qokeedal larorol
G626-M00158	f103v	f103v.18	18	7	olaiin	ola	2	3	III	S	B	3	1	yshear ol oqaiin chckhey lchedy chedy olaiin oteedy qokeedal larorol
G626-M00159	f103v	f103v.19	19	1	daiin	da	2	3	III	S	B	3	1	daiin chey lkeey chalkar cheeey l chealainor
G626-M00160	f103v	f103v.20	20	4	okaiin	oka	2	3	III	S	B	3	0	pol char otar okaiin shay oteal okain qotal shedy qokeey lolain
G626-M00161	f103v	f103v.20	20	7	okain	oka	1	2	II	S	B	3	1	pol char otar okaiin shay oteal okain qotal shedy qokeey lolain
G626-M00162	f103v	f103v.20	20	11	lolain	lola	1	2	II	S	B	3	1	pol char otar okaiin shay oteal okain qotal shedy qokeey lolain
G626-M00163	f103v	f103v.21	21	1	tokain	toka	1	2	II	S	B	3	1	tokain shal qokeed oteedy sheoky shay tar teor otam oll
G626-M00164	f103v	f103v.22	22	6	qokain	qoka	1	2	II	S	B	3	1	olshey qokshy qotalsheey oloiin oleeedy qokain shedy qokey
G626-M00165	f103v	f103v.23	23	6	aiiin	a	3	4	IV	S	B	3	1	ycheody l ar cheey or aiiin oteey otal otear or ar keey qoty
G626-M00166	f103v	f103v.24	24	5	aiin	a	2	3	III	S	B	3	1	ykeey lchey qokeey ror aiin olan otan otain otain ar y kain
G626-M00167	f103v	f103v.24	24	6	olan	ola	0	1	I	S	B	3	1	ykeey lchey qokeey ror aiin olan otan otain otain ar y kain
G626-M00168	f103v	f103v.24	24	7	otan	ota	0	1	I	S	B	3	1	ykeey lchey qokeey ror aiin olan otan otain otain ar y kain
G626-M00169	f103v	f103v.24	24	8	otain	ota	1	2	II	S	B	3	1	ykeey lchey qokeey ror aiin olan otan otain otain ar y kain
G626-M00170	f103v	f103v.24	24	9	otain	ota	1	2	II	S	B	3	1	ykeey lchey qokeey ror aiin olan otan otain otain ar y kain
G626-M00171	f103v	f103v.24	24	12	kain	ka	1	2	II	S	B	3	1	ykeey lchey qokeey ror aiin olan otan otain otain ar y kain
G626-M00172	f103v	f103v.25	25	1	sain	sa	1	2	II	S	B	3	1	sain olkeeey qokan oteedy qotain otal oty opar aram oteeam
G626-M00173	f103v	f103v.25	25	3	qokan	qoka	0	1	I	S	B	3	1	sain olkeeey qokan oteedy qotain otal oty opar aram oteeam
G626-M00174	f103v	f103v.25	25	5	qotain	qota	1	2	II	S	B	3	1	sain olkeeey qokan oteedy qotain otal oty opar aram oteeam
G626-M00175	f103v	f103v.26	26	6	oteaiin	otea	2	3	III	S	B	3	1	yteey qokeey sheety oteey lshedy oteaiin
G626-M00176	f103v	f103v.28	28	1	daiin	da	2	3	III	S	B	3	0	daiin checkhy ykeey shckhy otealshey okain chey oteedy por aiin y
G626-M00177	f103v	f103v.28	28	6	okain	oka	1	2	II	S	B	3	1	daiin checkhy ykeey shckhy otealshey okain chey oteedy por aiin y
G626-M00178	f103v	f103v.28	28	10	aiin	a	2	3	III	S	B	3	1	daiin checkhy ykeey shckhy otealshey okain chey oteedy por aiin y
G626-M00179	f103v	f103v.29	29	7	araiin	ara	2	3	III	S	B	3	1	olcheeey chey lkchdy sho chcthy sal araiin qokeey
G626-M00180	f103v	f103v.30	30	2	okain	oka	1	2	II	S	B	3	1	pchear okain opchedy pchol fchedy otedy poly lchedy fchedey rar
G626-M00181	f103v	f103v.31	31	9	daiin	da	2	3	III	S	B	3	1	okeey l chey qokeey o qokeey chedy qekchy daiin chckhy sar olainy
G626-M00182	f103v	f103v.32	32	4	chokaiin	choka	2	3	III	S	B	3	1	qokeeey chey qotey chokaiin shal chedy olkam
G626-M00183	f103v	f103v.33	33	3	qokain	qoka	1	2	II	S	B	3	1	yshey lkeey qokain okey okaiin cheody otey shdpchy opchey oly
G626-M00184	f103v	f103v.33	33	5	okaiin	oka	2	3	III	S	B	3	1	yshey lkeey qokain okey okaiin cheody otey shdpchy opchey oly
G626-M00185	f103v	f103v.34	34	1	daiin	da	2	3	III	S	B	3	1	daiin sheey ol chey qok shey qokaiin checkhy otedy lshey lchdy
