occurrence_id	page	locus	line_number	token_index	surface	head	written_i_minims	working_value	working_roman	section	language	hand	triple_reading_token_stable	working_default_de	whole_word_status	surface_line
G626-M00037	f102v1	f102v1.13	13	3	daiin	da	2	3	III	P	A	1	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	toiin ol daiin qkol cheol daiin qokar oaiin cheey saiim
G626-M00038	f102v1	f102v1.13	13	6	daiin	da	2	3	III	P	A	1	0	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	toiin ol daiin qkol cheol daiin qokar oaiin cheey saiim
G626-M00047	f102v2	f102v2.22	22	1	dain	da	1	2	II	P	A	1	0	d-Wert II; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho
G626-M00052	f102v2	f102v2.32	32	11	daiin	da	2	3	III	P	A	1	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy
G626-M00055	f102v2	f102v2.35	35	10	daiin	da	2	3	III	P	A	1	0	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	ychor sheol por sheeor shekeey qoky cheo teody qokeol daiin
G626-M00059	f103r	f103r.1	1	10	dain	da	1	2	II	S	B	3	0	d-Wert II; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	pchedal shdy ytechypchy otey lshey qoteey qotal shedy yshdal dain okal daldy
G626-M00060	f103r	f103r.2	2	1	dain	da	1	2	II	S	B	3	1	d-Wert II; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	dain shek chdy daloky opchedy peshol chep ar otchy sal lkeey sar ain ok chedy
G626-M00064	f103r	f103r.6	6	2	dain	da	1	2	II	S	B	3	1	d-Wert II; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	ocheey dain shek okeedy okey shedy qokealdy shcthy qotedy qoto ota san am
G626-M00070	f103r	f103r.10	10	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin ol oain okeol chol okam chety shedy otaiin shedy teolshy oteedy sor ain
G626-M00097	f103r	f103r.23	23	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin sheckhy lchedy chckhy shol
G626-M00099	f103r	f103r.24	24	10	dain	da	1	2	II	S	B	3	1	d-Wert II; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	tchoky okeal shedy qokal oty opchedy qotain shcthy otey dain oteey oky
G626-M00133	f103v	f103v.1	1	8	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	pol dar olfchey qoky dy qokeey qokeey daiin okeedaky qoteiir shedy dal
G626-M00134	f103v	f103v.2	2	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin shey qokal shedy qokeedy qoteor shey qoty chckhy qotain chalr
G626-M00139	f103v	f103v.6	6	1	dain	da	1	2	II	S	B	3	0	d-Wert II; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	dain shey qokeedy cheol qoeeor lshor qoky shedy qokaiin chedy qokam
G626-M00141	f103v	f103v.7	7	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin shey chol chey oteey lkeeor okaiin shedy shedy qokaiin ol chedydy
G626-M00148	f103v	f103v.13	13	1	dain	da	1	2	II	S	B	3	1	d-Wert II; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	dain eey olshy otey olshedy qotshdy okeey lr ain okan olshey
G626-M00155	f103v	f103v.16	16	1	daiin	da	2	3	III	S	B	3	0	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin sheekchy okeeshy qol shedy otain ol kedy
G626-M00159	f103v	f103v.19	19	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin chey lkeey chalkar cheeey l chealainor
G626-M00176	f103v	f103v.28	28	1	daiin	da	2	3	III	S	B	3	0	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin checkhy ykeey shckhy otealshey okain chey oteedy por aiin y
G626-M00181	f103v	f103v.31	31	9	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	okeey l chey qokeey o qokeey chedy qekchy daiin chckhy sar olainy
G626-M00185	f103v	f103v.34	34	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin sheey ol chey qok shey qokaiin checkhy otedy lshey lchdy
G626-M00194	f103v	f103v.41	41	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin shey l shey lshey qoar shas al otar shedy y lchdy rar
G626-M00215	f104r	f104r.6	6	6	dain	da	1	2	II	S	B	3	1	d-Wert II; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	y cheeody aiin lkar cheeo dain ockhedy qokeedy qotain otchdy otain chedam
G626-M00224	f104r	f104r.14	14	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin choaiin qokechy qotal cheolor saiin olkeechey otal ol oeeal
G626-M00239	f104r	f104r.24	24	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin char qotal okechol olkeeor olkeeodal lkaiin chal keeedy qokam
G626-M00247	f104r	f104r.27	27	8	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	pchedar qokaiin qotaiin dl ral cheodl cphaiin daiin ar qekeeey qoparaiin
G626-M00251	f104r	f104r.30	30	4	dain	da	1	2	II	S	B	3	1	d-Wert II; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	okeeo l keeo dain lkeodaiin qokeeo lkeeeey okeody otechdy opcheof qopaiin
G626-M00281	f104r	f104r.45	45	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin olcheeo l s aiin otain ar chedy qokaiin otaiin otaiin
G626-M00305	f104v	f104v.11	11	9	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	ycheedy qoy ykchedor cheeky qokchd qotol qokol qokol daiin
G626-M00326	f104v	f104v.24	24	4	daiiin	da	3	4	IV	S	B	3	0	d-Wert IV; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	ykaiin cheor cheeey daiiin cheo dalaiin chockhedy chedaiin otor qokar ary
G626-M00330	f104v	f104v.25	25	7	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	dsheey qoykeey lchedy qokedaiin ar chcthy daiin cheey sair ol aiin chedy
G626-M00335	f104v	f104v.28	28	6	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	olsho lsair olcheey qokeechy qokchy daiin chody qodaiin cheody
G626-M00369	f104v	f104v.44	44	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin y cheeo chey okeeey qokeeey okeey okeey
G626-M00378	f105r	f105r.5	5	1	daiin	da	2	3	III	S	B	3	0	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin yteedy yteeeody yl cheod or aiiroekey otchdy otey
G626-M00389	f105r	f105r.15	15	11	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	lksheey ol r aiin okeedy olkeeody lkaiin okeeol oteeol shod daiin aral
G626-M00391	f105r	f105r.17	17	9	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	lteedy okeeddl sheokedy qokedy shol kol aiirol qokchedy daiin okedy q ky
G626-M00392	f105r	f105r.18	18	3	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	sheoy oleedy daiin al chedy okeeey chdaiin otedy cheoty oteedy oteey chdy
G626-M00408	f105r	f105r.24	24	12	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	pcheor ain ckheey okeeey paiin ar aiiin chpaiikey sheo pcheey dal daiin dam
G626-M00414	f105r	f105r.32	32	3	daiin	da	2	3	III	S	B	3	0	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	ycheochy lkeol daiin qkair olkchey dar qopchdy dair otar ar ajam
G626-M00428	f105v	f105v.5	5	3	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	pchedal qopchdy daiin chedy daiin okaildy opchedaiin opcheo olkeedy sairom
G626-M00429	f105v	f105v.5	5	5	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	pchedal qopchdy daiin chedy daiin okaildy opchedaiin opcheo olkeedy sairom
G626-M00436	f105v	f105v.9	9	4	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	lcheey qoeees y daiin okairy otchedy ockhedy otchey daiin or r ail l okam
G626-M00437	f105v	f105v.9	9	9	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	lcheey qoeees y daiin okairy otchedy ockhedy otchey daiin or r ail l okam
G626-M00448	f105v	f105v.15	15	11	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	ycheey kar ykeey otaiin ot al dar chdor kalchedy opchdy daiin oraiin r
G626-M00450	f105v	f105v.16	16	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin cheey dal chl okair aiin cpheor aiin okal chodaiin otaiin opaiim
G626-M00466	f105v	f105v.21	21	6	daiin	da	2	3	III	S	B	3	0	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	ykeeo daiim sheey qokaiin cheot daiin qoek eeykeody qopaiin or aiikam
G626-M00468	f105v	f105v.22	22	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin cheodaiin chedal air okaiin cheey
G626-M00475	f105v	f105v.24	24	5	daiin	da	2	3	III	S	B	3	0	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	alcheey okaiin otar oto daiin ckheol lkol fchedypaiin
G626-M00482	f105v	f105v.27	27	7	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	sheoe arxor eesy qopcheo ain orkchdy daiin oteedy ko lkair otaiilody
G626-M00484	f105v	f105v.29	29	10	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	tdol tor oaldar aiir okokeedy karody qoeedy sho qopchedy daiin opairam
G626-M00491	f105v	f105v.31	31	9	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	ychtaiir aiichy dol aiin otaiin aiidy okchd otar daiin
G626-M00496	f105v	f105v.34	34	2	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	sheeo daiin chsd qokeeey dair okaiin otaiin chedaiin olkal lkldain
G626-M00529	f106r	f106r.16	16	8	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	soin oin okain aiin arol ocheedy lkeeeody daiin chedar okol otar chdam
G626-M00582	f106r	f106r.43	43	3	daiin	da	2	3	III	S	B	3	0	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiiral sheol daiin otedy qokain okar cheor al taiin chekal otaras
G626-M00598	f106v	f106v.2	2	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin al sheeodar y chtain char otar qokar otar shed sheo keorain amchy
G626-M00608	f106v	f106v.6	6	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin shody kchedy sheody olkaiin shkar chody talshdy qokain kararo
G626-M00733	f107r	f107r.22	22	4	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	yksheol okaiiin shoy daiin qotalal lshedy qokal r aiiin okair lldy
G626-M00750	f107r	f107r.31	31	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin sheol chdy okaiin sheykal shy kl al kal chdy r aiin chain yols
G626-M00763	f107r	f107r.35	35	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin shl lkeeol lchedy qokor lkaiin chedy qotaiin al ol kaldaim
G626-M00781	f107r	f107r.43	43	3	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	okeear ay daiin sheody ykchedy chykaiin otal taiin chotaiir aram
G626-M00806	f107v	f107v.2	2	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin dckhy ol daiin chkal qokedy otal chedy oteos aiin otar alkain ol
G626-M00807	f107v	f107v.2	2	4	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin dckhy ol daiin chkal qokedy otal chedy oteos aiin otar alkain ol
G626-M00815	f107v	f107v.4	4	1	dain	da	1	2	II	S	B	3	0	d-Wert II; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	dain cheky okechy qokain shocthy otaiin alkaiin
G626-M00843	f107v	f107v.14	14	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin shaiin okaiin qokar qokal qokal cheody qokain okchdy dlkal
G626-M00871	f107v	f107v.24	24	1	dain	da	1	2	II	S	B	3	1	d-Wert II; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	dain olaiin chol olkain lkaiin
G626-M00906	f107v	f107v.38	38	1	dain	da	1	2	II	S	B	3	1	d-Wert II; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	dain okchey qokchey qokaiin olkeey qokol oteey oteey lkain
G626-M00927	f107v	f107v.47	47	8	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	y cheey qokeey okeoteey qokey qokey qokeey daiin y okeey odain
G626-M00942	f108r	f108r.11	11	9	dain	da	1	2	II	S	B	3	1	d-Wert II; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	teodeey ar aiin okeey qetchdy oteeody okaiin ykeeo dain otalaiin oly
G626-M00944	f108r	f108r.12	12	3	dain	da	1	2	II	S	B	3	0	d-Wert II; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	tshey okchey dain aloiin ocheey qokaiin chlam okaiin okal kain alam
G626-M00955	f108r	f108r.16	16	4	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	say olkaiin chckhy daiin dal daiin
G626-M00956	f108r	f108r.16	16	6	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	say olkaiin chckhy daiin dal daiin
G626-M00960	f108r	f108r.18	18	3	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	okeedy lkal daiin ykchedy qokol chedy qokedy lkedy okalo l chedl y
G626-M00962	f108r	f108r.20	20	1	dain	da	1	2	II	S	B	3	1	d-Wert II; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	dain chey qokeedy cholcheey dalkar okedy
G626-M00984	f108r	f108r.41	41	6	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	sheedain qokeedy chokeedy qoteody keesho daiin chedy keedal as keodky
G626-M00987	f108r	f108r.45	45	1	dain	da	1	2	II	S	B	3	1	d-Wert II; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	dain sheckhy okeey keey lchedy okeey qokedy chedy dalkedy qokedy dal
G626-M00989	f108r	f108r.47	47	3	dain	da	1	2	II	S	B	3	0	d-Wert II; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	yched chockhey dain sheol okedy lkeedy oteedy qokeedy ched al keam
G626-M00990	f108r	f108r.48	48	6	dain	da	1	2	II	S	B	3	1	d-Wert II; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	pcheedy qokeo l okeol keol dain ar otedy qokedy qokeedy qokeedy lchdy
G626-M00993	f108v	f108v.2	2	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin shal qokedy qoeechy okain oteey checkhy lkeedy qokeedar araiin okam
G626-M01011	f108v	f108v.13	13	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin cheol qokeey qokeedy qokeey raiin chckhy okeey qokeedy okedain aldor
G626-M01022	f108v	f108v.21	21	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin shol olkeeey lky chedar chey kechey qotedy otedy oteedain cheody llod
G626-M01024	f108v	f108v.22	22	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin shey sheey dain alsar sheeo lkain shey cheeegaiin oloeeedy otaiin al
G626-M01025	f108v	f108v.22	22	4	dain	da	1	2	II	S	B	3	1	d-Wert II; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin shey sheey dain alsar sheeo lkain shey cheeegaiin oloeeedy otaiin al
G626-M01029	f108v	f108v.23	23	5	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	qokeeor okeey qoeey chodaal daiin checthal cheeky otar aiin chckhy lteedy
G626-M01031	f108v	f108v.24	24	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin chekeek checkhy ol r ain odar sheey daiin tchar okeedaiin oram
G626-M01033	f108v	f108v.24	24	9	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin chekeek checkhy ol r ain odar sheey daiin tchar okeedaiin oram
G626-M01052	f108v	f108v.32	32	1	dain	da	1	2	II	S	B	3	1	d-Wert II; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	dain shedain qokedar olkeedy qokeedy shedy chedar chedy oteedy qokam
G626-M01056	f108v	f108v.35	35	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin chedy lchedy sholkeedy qokeedy chey qokeey qokeedy oteedy lchedam
G626-M01057	f108v	f108v.36	36	1	daiin	da	2	3	III	S	B	3	1	d-Wert III; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin shechy qokedy qokain chor chal chal chedy dain alal keedy otalys
G626-M01059	f108v	f108v.36	36	9	dain	da	1	2	II	S	B	3	1	d-Wert II; lokal Mengen-/Gradmarker	NICHT_ALS_OPERATION_ODER_UND_LESEN__D_HEAD_OFFEN	daiin shechy qokedy qokain chor chal chal chedy dain alal keedy otalys
