statement_id	record_id	page	image_owner	owner_support	group_count	clause_count	surface_sequence	literal_card_reading_de	original_concrete_reading_de	creative_detail_categories	creative_detail_terms	creative_detail_category_count	lean_owner_clause_reading_de
H5-S001	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	an der abgebildeten Pflanze	9	2	chochor cho chodaly daiin sho kchol otchor choky dal	Zutatenansatz; Eingangsposten oder Zutat; diese Zutat zur Stelle bringen; Sollmaß; Zutat; weiter bearbeiten; Folgeansatz; aktuellen Posten ansetzen; dorthin	Von der abgebildeten, unbenannten Pflanze. Sammle das ganze oberirdische Kraut an einem feuchten Standort. Nimm es zu Beginn der Blüte. Nimm nur ein kleines örtliches Maß. Zerstoße die frischen klebrigen Blätter. Lege sie als Auflage auf. Auf eine einzelne Warze oder ein Hühnerauge. Lass die Auflage nur kurz einwirken. An der örtlich bezeichneten Hautstelle.	DISEASE_OR_BODY_TARGET|MEDICAL_PRODUCT_OR_USE|EXACT_TIME_OR_HABITAT|EXACT_PLANT_PART	DISEASE_OR_BODY_TARGET:Warze|DISEASE_OR_BODY_TARGET:Hühnerauge|DISEASE_OR_BODY_TARGET:Hautstelle|MEDICAL_PRODUCT_OR_USE:Auflage|EXACT_TIME_OR_HABITAT:Beginn der Blüte|EXACT_TIME_OR_HABITAT:feuchten Standort|EXACT_PLANT_PART:klebrigen Blätter	4	An der abgebildeten Pflanze: Vorgabe Zutatenansatz; Zutat; diese Zutat zur Stelle bringen; Sollmaß; Zutat: Bearbeite weiter / Vorgabe Folgeansatz: Setze den aktuellen Posten; dazu dorthin
H5-S002	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	an der abgebildeten Pflanze	4	2	schol choy choky cheeckhody	vorigen Posten fortsetzen; diese Zutat; aktuellen Posten ansetzen; länger auftragen; Schluss	Nimm die Auflage wieder ab. Wasche die Stelle mit Wasser. Wiederhole den Gebrauch nur, wenn er vertragen wird. Beende die äußere Anwendung.	MEDICAL_PRODUCT_OR_USE	MEDICAL_PRODUCT_OR_USE:Auflage	1	An der abgebildeten Pflanze: Vorgabe vorigen Posten fortsetzen; diese Zutat: Setze den aktuellen Posten / Führe den Eingangsposten länger und schließe
H5-S003	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	an der abgebildeten Pflanze	4	3	sh cho kchey qokokchy	halten; Eingangsposten oder Zutat; diesen Posten kurz bearbeiten; erneut ansetzen	Nimm vom übrigen Kraut die blühenden Stiele. Trockne sie im Schatten. Zerreibe sie grob. Verwahre sie trocken.	EXACT_TIME_OR_HABITAT|EXACT_PLANT_PART	EXACT_TIME_OR_HABITAT:im Schatten|EXACT_PLANT_PART:blühenden Stiele	2	An der abgebildeten Pflanze: Halte den aktuellen Posten; dazu Zutat / Bearbeite kurz / Setze den aktuellen Posten erneut
H5-S004	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	an der abgebildeten Pflanze	3	3	okchy chokcheo kchal	Posten zur Weiterbearbeitung ansetzen; Auszug zugeben; an der Zielstelle bearbeiten	Setze daraus einen schwachen Auszug an. Nimm milden Wein als Medium. Seihe ihn durch ein Tuch.	EXACT_MEDIUM	EXACT_MEDIUM:Wein	1	An der abgebildeten Pflanze: Setze den aktuellen Posten / Setze den Auszug / Bearbeite am Ziel
H5-S005	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	an der abgebildeten Pflanze	4	2	sho chokchy kchoar sotodan	Zutat; Posten zur Weiterbearbeitung ansetzen; Auszug daraus; danach anwenden	Gib Honig hinzu. Erwärme gelinde. Gib den Auszug als Brusttrank. Gebrauche ihn bei trockenem Husten.	EXACT_MEDIUM|DISEASE_OR_BODY_TARGET	EXACT_MEDIUM:Honig|DISEASE_OR_BODY_TARGET:Husten	2	An der abgebildeten Pflanze: Vorgabe Zutat: Setze den aktuellen Posten; dazu Auszug daraus / Wende danach an
H5-S006	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	an der abgebildeten Pflanze	3	1	otchey keol daiin	nächster Teilposten; kurz weiterbearbeiten; Sollmaß	Führe den ausgewählten Trankanteil als Gabe. Je Gabe. Nimm ein kleines örtliches Maß.	NONE	NONE	0	An der abgebildeten Pflanze: Vorgabe nächster Teilposten: Führe kurz fort; dazu Sollmaß
B1-S001	B1	f81v	B1_SHARED_TWO_ROW_POOL	am sichtbaren Becken	1	1	qokedy	kurz ansetzen; Schluss	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	NONE	NONE	0	Am sichtbaren Becken: Setze kurz und schließe
B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	am sichtbaren Becken	19	12	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	auf Sollmaß einstellen; Beckenwasser; dort ansetzen; aus dem Ansatz; fortsetzen; eine Portion; weitere Portion; dorthin; fortsetzen; vom vorigen Gang weiterführen; Zusatz; Fortsetzungsansatz; fortsetzen; kurz zur Zielstelle durchleiten; Sollmaß; dort länger halten; Sollmaß; durchleiten; Posten überführen; Schluss	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der zurücklaufende Strom. Den aktiven Posten an der örtlich bezeichneten Station führen. Daraus, aus demselben Ansatz. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Ein abgemessener Anteil. Das untere Becken. Den aktiven Posten an der örtlich bezeichneten Station führen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Bevor es abkühlt. Der vorbereitete Bade- oder Waschzusatz. Den vorigen recordlokalen Posten wieder aufnehmen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Eine mäßige Menge. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der eingetauchte Teil. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Durch die verbundenen Läufe. Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	NONE	NONE	0	Am sichtbaren Becken: Stelle auf den Vorgabewert ein; dazu Beckenwasser / Setze am Ziel; dazu aus dem Ansatz / Führe fort; dazu eine Portion / Nimm einen weiteren Anteil; dazu dorthin / Führe fort / Führe fort; dazu Zusatz / Führe den Ansatz weiter / Führe fort / Leite kurz zum Ziel durch; dazu Sollmaß / Halte länger am Ziel; dazu Sollmaß / Leite den aktuellen Posten durch / Übertrage und schließe
B1-S003	B1	f81v	B1_SHARED_TWO_ROW_POOL	am sichtbaren Becken	2	2	qol sshkchdy	fortsetzen; im Arbeitsgang schwenken; Schluss	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Halte es warm und beende den Schritt.	NONE	NONE	0	Am sichtbaren Becken: Führe fort / Halte, bearbeite, übertrage und schließe
B1-S004	B1	f81v	B1_SHARED_TWO_ROW_POOL	am sichtbaren Becken	3	3	chedy ol shedy	laufenden Posten umsetzen; fortsetzen; kurz absetzen lassen; Schluss	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Rühre, bis alles gleichmäßig vermischt ist. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	NONE	NONE	0	Am sichtbaren Becken: Übertrage den aktuellen Posten / Führe fort / Lass kurz absetzen und schließe
B1-S005	B1	f81v	B1_SHARED_TWO_ROW_POOL	am sichtbaren Becken	1	1	qolchedy	weiterüberführen; Schluss	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	NONE	NONE	0	Am sichtbaren Becken: Übertrage weiter und schließe
B1-S006	B1	f81v	B1_SHARED_TWO_ROW_POOL	am sichtbaren Becken	4	2	qokain shckhy dl ral	eine Portion zugeben; durchleiten; Zusatz; zur Zielstelle	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Gib einen abgemessenen Anteil in das Gefäß. Durch die verbundenen Läufe. Der vorbereitete Bade- oder Waschzusatz. Und lasse es abkühlen.	NONE	NONE	0	Am sichtbaren Becken: Gib einen gezählten Anteil zu / Leite den aktuellen Posten durch; dazu Zusatz; zur Zielstelle
B1-S007	B1	f81v	B1_SHARED_TWO_ROW_POOL	am sichtbaren Becken	1	1	qokchdy	Umsetzung ansetzen; Schluss	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Erwärme es einmal und beende den Schritt.	NONE	NONE	0	Am sichtbaren Becken: Setze an, übertrage und schließe
B1-S008	B1	f81v	B1_SHARED_TWO_ROW_POOL	am sichtbaren Becken	5	4	chey ol cheky ol shedy	dieser Posten; fortsetzen; kurz wärmen; fortsetzen; kurz absetzen lassen; Schluss	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Diese aktive Portion. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Bei sanfter Wärme. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	NONE	NONE	0	Am sichtbaren Becken: Vorgabe dieser Posten: Führe fort / Wärme kurz / Führe fort / Lass kurz absetzen und schließe
B1-S009	B1	f81v	B1_SHARED_TWO_ROW_POOL	am sichtbaren Becken	1	1	qokedy	kurz ansetzen; Schluss	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	NONE	NONE	0	Am sichtbaren Becken: Setze kurz und schließe
B1-S010	B1	f81v	B1_SHARED_TWO_ROW_POOL	am sichtbaren Becken	1	1	qokedy	kurz ansetzen; Schluss	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	NONE	NONE	0	Am sichtbaren Becken: Setze kurz und schließe
B1-S011	B1	f81v	B1_SHARED_TWO_ROW_POOL	am sichtbaren Becken	2	2	chckhy qoky	durchleiten; aktuellen Posten ansetzen	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Durch die verbundenen Läufe. Die Badecharge am vorgesehenen Waschplatz gebrauchen.	NONE	NONE	0	Am sichtbaren Becken: Leite den aktuellen Posten durch / Setze den aktuellen Posten
B1-S012	B1	f81v	B1_SHARED_TWO_ROW_POOL	am sichtbaren Becken	3	3	lsho qokey lshedy	Waschgang beginnen; kurz ansetzen; waschen; Schluss	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Beginne die Spülung. Warmes Wasser. Wasche einmal und beende diesen Durchgang.	NONE	NONE	0	Am sichtbaren Becken: Führe den Waschgang aus / Setze die kurze Stufe / Wasche und schließe
B1-S013	B1	f81v	B1_SHARED_TWO_ROW_POOL	am sichtbaren Becken	1	1	lshedy	waschen; Schluss	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Wasche einmal und beende diesen Durchgang.	NONE	NONE	0	Am sichtbaren Becken: Wasche und schließe
B1-S014	B1	f81v	B1_SHARED_TWO_ROW_POOL	am sichtbaren Becken	5	4	chedy qolky lchedal qol otar	laufenden Posten umsetzen; auf dem Arbeitsweg weiterleiten; zur Ablaufstelle führen; fortsetzen; danach von dort	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Rühre, bis alles gleichmäßig vermischt ist. Die betroffene Stelle. Das untere Becken. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Benutze danach den unteren Ablauf.	NONE	NONE	0	Am sichtbaren Becken: Übertrage den aktuellen Posten / Führe auf dem Arbeitsweg fort / Führe zum Ziel ab / Führe fort; dazu danach von dort
B1-S015	B1	f81v	B1_SHARED_TWO_ROW_POOL	am sichtbaren Becken	2	1	ytey okchedy	kurzen Teil des aktuellen Postens nehmen; angesetzten Inhalt überführen; Schluss	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Fülle danach das Gefäß. Lasse es abkühlen und beende den Schritt.	NONE	NONE	0	Am sichtbaren Becken: Vorgabe kurzen Teil des aktuellen Postens nehmen: Setze an, übertrage und schließe
B1-S016	B1	f81v	B1_SHARED_TWO_ROW_POOL	am sichtbaren Becken	4	4	qokal okeey qol cheedy	dort ansetzen; länger ansetzen; fortsetzen; kurz absetzen lassen; Schluss	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den aktiven Posten an der örtlich bezeichneten Station führen. Die Charge für den vorgesehenen Gebrauch temperieren. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	NONE	NONE	0	Am sichtbaren Becken: Setze am Ziel / Setze die lange Stufe / Führe fort / Lass kurz absetzen und schließe
B1-S017	B1	f81v	B1_SHARED_TWO_ROW_POOL	am sichtbaren Becken	3	2	sal teol dchdy	dorthin; kurz weiterleiten; weitergeführten Posten überführen; Schluss	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den aktiven Posten an der örtlich bezeichneten Station führen. Die erste Öffnung. Seihe es klar und beende den Schritt.	NONE	NONE	0	Am sichtbaren Becken: Vorgabe dorthin: Führe kurz fort / Übertrage und schließe
B1-S018	B1	f81v	B1_SHARED_TWO_ROW_POOL	am sichtbaren Becken	4	3	ly dsheol oiiin olkeedy	aktuellen Posten abführen; kurz weiter ruhen lassen; Sollstufe; länger sammeln; Schluss	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Fülle danach das Gefäß. Wende es an der markierten Stelle an. Bis es klar ist. Lasse die Flüssigkeit sich setzen und beende den Schritt.	NONE	NONE	0	Am sichtbaren Becken: Führe den aktuellen Posten ab / Halte kurz und führe fort; dazu Sollstufe / Sammle länger und schließe
B1-S019	B1	f81v	B1_SHARED_TWO_ROW_POOL	am sichtbaren Becken	1	1	tedy	kurz absetzen lassen; Schluss	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Lasse es bis zur Bereitschaft stehen und beende den Schritt.	NONE	NONE	0	Am sichtbaren Becken: Lass kurz absetzen und schließe
B1-S020	B1	f81v	B1_SHARED_TWO_ROW_POOL	am sichtbaren Becken	2	2	cheky shckhedy	kurz wärmen; seihen; Schluss	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Bei sanfter Wärme. Seihe es einmal durch ein Tuch und beende den Schritt.	NONE	NONE	0	Am sichtbaren Becken: Wärme kurz / Seihe und schließe
B1-S021	B1	f81v	B1_SHARED_TWO_ROW_POOL	am sichtbaren Becken	1	1	chal	dorthin	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den aktiven Posten an der örtlich bezeichneten Station führen.	NONE	NONE	0	Am sichtbaren Becken: Führe zum Ziel
B2-S001	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	am sichtbaren Becken	1	1	dchedy	Posten überführen; Schluss	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	NONE	NONE	0	Am sichtbaren Becken: Übertrage und schließe
B2-S002	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	am sichtbaren Becken	1	1	qolchedy	weiterüberführen; Schluss	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	NONE	NONE	0	Am sichtbaren Becken: Übertrage weiter und schließe
B2-S003	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	am sichtbaren Becken	3	2	qokain dy qokeedy	eine Portion zugeben; dieser Posten; länger ansetzen; Schluss	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Gib einen abgemessenen Anteil in das Gefäß. Diese aktive Portion. Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	MEDICAL_PRODUCT_OR_USE	MEDICAL_PRODUCT_OR_USE:Teilbad|MEDICAL_PRODUCT_OR_USE:Badende	1	Am sichtbaren Becken: Gib einen gezählten Anteil zu; dazu dieser Posten / Setze länger und schließe
