edition	paragraph_a	paragraph_b	projected_length	different_letter_counts_a_b	decision	rotation_offsets
IT2a	f103r|f103r.21-f103r.23	f111v|f111v.34-f111v.36	152	"{""a"":[13,22],""c"":[12,7],""d"":[12,4],""e"":[13,11],""h"":[18,10],""i"":[3,11],""k"":[12,10],""l"":[9,13],""n"":[2,9],""o"":[15,17],""p"":[5,2],""q"":[5,4],""r"":[5,11],""s"":[7,4],""t"":[4,8],""y"":[16,8]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.21-f103r.23	f113v|f113v.10-f113v.12	152	"{""a"":[13,15],""c"":[12,6],""d"":[12,7],""e"":[13,18],""h"":[18,8],""i"":[3,5],""k"":[12,7],""l"":[9,12],""o"":[15,29],""p"":[5,2],""q"":[5,2],""r"":[5,16],""s"":[7,3],""t"":[4,9],""y"":[16,10]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.21-f103r.23	f11r|f11r.1-f11r.4	152	"{""a"":[13,8],""c"":[12,16],""d"":[12,14],""e"":[13,2],""f"":[0,2],""h"":[18,21],""i"":[3,13],""k"":[12,5],""l"":[9,5],""m"":[1,0],""n"":[2,7],""p"":[5,1],""q"":[5,2],""r"":[5,2],""t"":[4,9],""y"":[16,23]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.24-f103r.26	f103v|f103v.14-f103v.16	157	"{""a"":[11,10],""c"":[9,7],""d"":[8,11],""h"":[14,15],""i"":[6,8],""k"":[10,6],""l"":[6,10],""m"":[0,1],""o"":[22,20],""p"":[1,0],""q"":[5,4],""s"":[6,8],""y"":[18,16]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.24-f103r.26	f113r|f113r.1-f113r.3	157	"{""a"":[11,12],""c"":[9,16],""d"":[8,10],""e"":[23,20],""f"":[0,2],""h"":[14,18],""k"":[10,7],""l"":[6,8],""n"":[6,3],""o"":[22,17],""p"":[1,3],""q"":[5,2],""r"":[2,6],""t"":[10,6],""y"":[18,15]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.24-f103r.26	f115r|f115r.26-f115r.28	157	"{""a"":[11,15],""c"":[9,12],""e"":[23,17],""h"":[14,17],""i"":[6,7],""k"":[10,5],""l"":[6,9],""m"":[0,2],""n"":[6,4],""o"":[22,21],""q"":[5,6],""r"":[2,8],""s"":[6,11],""t"":[10,4],""y"":[18,10]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.24-f103r.26	f115v|f115v.18-f115v.20	157	"{""a"":[11,10],""c"":[9,12],""d"":[8,13],""e"":[23,18],""i"":[6,9],""k"":[10,5],""l"":[6,9],""m"":[0,1],""n"":[6,7],""o"":[22,20],""p"":[1,3],""q"":[5,6],""r"":[2,4],""s"":[6,2],""t"":[10,7],""x"":[0,2],""y"":[18,15]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.27-f103r.29	f107r|f107r.24-f107r.26	159	"{""a"":[7,19],""c"":[11,14],""e"":[32,11],""f"":[0,1],""h"":[14,15],""i"":[5,15],""k"":[17,13],""l"":[8,16],""m"":[0,1],""n"":[4,6],""p"":[0,2],""q"":[10,4],""r"":[0,6],""s"":[3,1],""t"":[2,1],""y"":[21,9]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.27-f103r.29	f112v|f112v.7-f112v.10	159	"{""a"":[7,15],""c"":[11,8],""e"":[32,20],""h"":[14,9],""i"":[5,21],""k"":[17,12],""l"":[8,2],""n"":[4,10],""o"":[18,24],""p"":[0,3],""q"":[10,2],""r"":[0,9],""t"":[2,5],""y"":[21,9]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.27-f103r.29	f112v|f112v.36-f112v.38	159	"{""a"":[7,18],""c"":[11,9],""d"":[7,13],""e"":[32,19],""h"":[14,11],""i"":[5,16],""k"":[17,11],""l"":[8,7],""m"":[0,2],""n"":[4,9],""o"":[18,13],""q"":[10,5],""r"":[0,6],""s"":[3,4],""t"":[2,5],""y"":[21,11]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.27-f103r.29	f115v|f115v.8-f115v.10	159	"{""a"":[7,8],""c"":[11,17],""d"":[7,11],""e"":[32,17],""h"":[14,20],""i"":[5,8],""k"":[17,5],""l"":[8,9],""m"":[0,1],""n"":[4,5],""o"":[18,20],""p"":[0,2],""q"":[10,4],""r"":[0,3],""s"":[3,9],""t"":[2,8],""y"":[21,12]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.30-f103r.32	f105r|f105r.14-f105r.16	160	"{""c"":[12,2],""d"":[9,13],""e"":[14,32],""h"":[21,6],""i"":[12,11],""k"":[13,11],""l"":[6,12],""n"":[6,4],""o"":[15,26],""p"":[3,0],""q"":[4,2],""r"":[2,6],""s"":[10,7],""t"":[5,4],""y"":[18,14]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.30-f103r.32	f105v|f105v.29-f105v.31	160	"{""a"":[10,19],""c"":[12,6],""d"":[9,14],""e"":[14,10],""h"":[21,7],""i"":[12,27],""k"":[13,5],""l"":[6,3],""m"":[0,1],""n"":[6,8],""o"":[15,21],""p"":[3,2],""q"":[4,3],""r"":[2,9],""s"":[10,4],""t"":[5,10],""y"":[18,11]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.35-f103r.36	f106v|f106v.18-f106v.19	98	"{""a"":[5,12],""c"":[4,2],""d"":[7,9],""e"":[20,3],""g"":[1,0],""h"":[7,8],""i"":[4,9],""k"":[9,3],""n"":[4,5],""p"":[0,2],""q"":[5,4],""r"":[1,5],""s"":[3,8],""t"":[1,4],""y"":[11,8]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.37-f103r.39	f115v|f115v.21-f115v.23	145	"{""a"":[5,4],""c"":[8,6],""d"":[9,17],""e"":[26,27],""h"":[15,13],""i"":[3,7],""k"":[15,7],""l"":[5,6],""n"":[2,5],""q"":[8,5],""r"":[1,2],""s"":[8,11],""t"":[4,5],""y"":[21,15]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.37-f103r.39	f20r|f20r.1-f20r.4	145	"{""c"":[8,20],""d"":[9,10],""e"":[26,13],""h"":[15,21],""i"":[3,6],""k"":[15,1],""l"":[5,7],""o"":[14,26],""q"":[8,5],""r"":[1,3],""s"":[8,1],""t"":[4,10],""y"":[21,14]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.37-f103r.39	f47r|f47r.1-f47r.5	145	"{""a"":[5,13],""c"":[8,18],""d"":[9,10],""e"":[26,5],""g"":[0,1],""h"":[15,21],""i"":[3,17],""k"":[15,7],""l"":[5,11],""n"":[2,9],""o"":[14,17],""q"":[8,1],""r"":[1,3],""s"":[8,3],""t"":[4,1],""y"":[21,7]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.37-f103r.39	f66r|f66r.67-f66r.69	145	"{""a"":[5,13],""c"":[8,3],""d"":[9,17],""e"":[26,9],""f"":[0,2],""h"":[15,9],""i"":[3,8],""k"":[15,9],""l"":[5,12],""o"":[14,23],""q"":[8,3],""r"":[1,7],""s"":[8,9],""t"":[4,2],""y"":[21,16]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.40-f103r.42	f107r|f107r.21-f107r.23	137	"{""a"":[8,19],""c"":[4,2],""e"":[26,5],""h"":[15,8],""i"":[2,25],""k"":[5,11],""l"":[12,13],""m"":[1,0],""n"":[1,11],""o"":[19,17],""q"":[5,4],""r"":[1,5],""s"":[12,5],""t"":[9,3],""y"":[12,4]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.40-f103r.42	f112v|f112v.20-f112v.22	137	"{""a"":[8,11],""c"":[4,10],""d"":[5,8],""e"":[26,18],""h"":[15,11],""i"":[2,14],""k"":[5,8],""l"":[12,8],""m"":[1,0],""n"":[1,8],""o"":[19,15],""p"":[0,1],""q"":[5,6],""r"":[1,3],""s"":[12,4],""t"":[9,3],""y"":[12,9]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.40-f103r.42	f16r|f16r.5-f16r.9	137	"{""a"":[8,11],""c"":[4,9],""d"":[5,11],""e"":[26,6],""h"":[15,13],""i"":[2,17],""k"":[5,6],""l"":[12,3],""m"":[1,0],""n"":[1,9],""o"":[19,14],""p"":[0,1],""q"":[5,1],""r"":[1,2],""s"":[12,9],""t"":[9,7],""y"":[12,18]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.43-f103r.44	f106r|f106r.34-f106r.35	85	"{""a"":[7,5],""c"":[1,9],""d"":[4,3],""e"":[17,6],""h"":[9,11],""i"":[2,5],""k"":[5,4],""l"":[6,5],""n"":[1,3],""o"":[9,11],""p"":[0,5],""q"":[4,2],""r"":[1,5],""s"":[8,2],""t"":[3,2],""y"":[8,7]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.45-f103r.47	f103v|f103v.30-f103v.32	146	"{""a"":[6,9],""c"":[7,14],""d"":[9,8],""e"":[29,21],""f"":[0,2],""h"":[11,16],""i"":[4,6],""l"":[14,7],""m"":[0,1],""n"":[3,4],""o"":[20,14],""p"":[0,4],""q"":[7,5],""s"":[5,2],""t"":[3,2],""y"":[15,18]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.45-f103r.47	f106r|f106r.10-f106r.12	146	"{""a"":[6,8],""c"":[7,9],""d"":[9,8],""e"":[29,25],""g"":[0,1],""i"":[4,10],""k"":[9,13],""l"":[14,8],""n"":[3,5],""o"":[20,18],""p"":[0,1],""q"":[7,5],""s"":[5,4],""t"":[3,2],""y"":[15,14]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.45-f103r.47	f106v|f106v.15-f106v.17	146	"{""a"":[6,16],""c"":[7,9],""d"":[9,15],""e"":[29,8],""f"":[0,1],""h"":[11,15],""i"":[4,6],""k"":[9,7],""l"":[14,5],""m"":[0,1],""o"":[20,19],""q"":[7,8],""r"":[4,8],""s"":[5,8],""t"":[3,6],""y"":[15,11]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.45-f103r.47	f106v|f106v.34-f106v.36	146	"{""a"":[6,11],""c"":[7,11],""d"":[9,10],""e"":[29,11],""h"":[11,16],""i"":[4,10],""k"":[9,11],""l"":[14,7],""m"":[0,1],""n"":[3,5],""p"":[0,2],""q"":[7,5],""r"":[4,3],""s"":[5,7],""t"":[3,4],""y"":[15,12]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.45-f103r.47	f13r|f13r.1-f13r.4	146	"{""a"":[6,4],""c"":[7,16],""d"":[9,10],""e"":[29,4],""h"":[11,23],""k"":[9,5],""l"":[14,6],""m"":[0,1],""n"":[3,2],""o"":[20,19],""p"":[0,4],""q"":[7,3],""r"":[4,8],""s"":[5,10],""t"":[3,5],""y"":[15,22]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.48-f103r.51	f107r|f107r.38-f107r.41	187	"{""a"":[12,25],""c"":[8,13],""e"":[36,15],""f"":[0,1],""h"":[16,13],""i"":[10,18],""k"":[12,13],""l"":[12,16],""m"":[2,1],""n"":[7,10],""o"":[19,26],""q"":[10,6],""r"":[3,8],""s"":[13,0],""t"":[2,7],""y"":[19,9]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.48-f103r.51	f107v|f107v.37-f107v.40	187	"{""a"":[12,18],""c"":[8,7],""d"":[4,5],""e"":[36,20],""h"":[16,7],""i"":[10,27],""k"":[12,18],""l"":[12,11],""m"":[2,0],""n"":[7,13],""o"":[19,27],""q"":[10,7],""r"":[3,7],""s"":[13,0],""t"":[2,3],""y"":[19,15]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.52-f103r.54	f106v|f106v.37-f106v.39	140	"{""a"":[5,10],""c"":[7,8],""e"":[25,17],""f"":[0,1],""i"":[4,8],""n"":[2,3],""o"":[15,23],""q"":[12,7],""r"":[1,8],""s"":[5,2],""t"":[6,4],""y"":[21,12]}"	UNEQUAL_INVENTORY	[]
IT2a	f103r|f103r.52-f103r.54	f113r|f113r.42-f113r.44	140	"{""a"":[5,13],""c"":[7,15],""d"":[9,8],""e"":[25,20],""h"":[10,15],""i"":[4,6],""l"":[6,11],""m"":[0,2],""n"":[2,3],""o"":[15,11],""p"":[3,2],""q"":[12,1],""r"":[1,9],""s"":[5,3],""t"":[6,2],""y"":[21,10]}"	UNEQUAL_INVENTORY	[]
IT2a	f103v|f103v.1-f103v.4	f106r|f106r.38-f106r.41	207	"{""a"":[11,17],""c"":[9,15],""d"":[15,14],""e"":[34,23],""h"":[14,26],""i"":[6,20],""k"":[17,5],""l"":[7,15],""n"":[4,9],""o"":[25,21],""p"":[1,3],""q"":[16,1],""r"":[7,4],""s"":[6,11],""t"":[7,3],""y"":[27,19]}"	UNEQUAL_INVENTORY	[]
IT2a	f103v|f103v.1-f103v.4	f111v|f111v.48-f111v.51	207	"{""a"":[11,25],""c"":[9,18],""d"":[15,2],""e"":[34,22],""f"":[1,0],""h"":[14,20],""i"":[6,21],""k"":[17,16],""l"":[7,11],""n"":[4,15],""o"":[25,19],""p"":[1,3],""q"":[16,5],""r"":[7,5],""s"":[6,8],""t"":[7,3],""y"":[27,14]}"	UNEQUAL_INVENTORY	[]
IT2a	f103v|f103v.1-f103v.4	f99r|f99r.41-f99r.44	207	"{""a"":[11,5],""c"":[9,21],""d"":[15,7],""e"":[34,38],""f"":[1,0],""h"":[14,24],""i"":[6,9],""k"":[17,15],""l"":[7,9],""m"":[0,1],""o"":[25,24],""p"":[1,3],""q"":[16,4],""r"":[7,5],""s"":[6,9],""t"":[7,4],""y"":[27,25]}"	UNEQUAL_INVENTORY	[]
IT2a	f103v|f103v.5-f103v.8	f82v|f82v.28-f82v.32	209	"{""a"":[10,19],""c"":[10,8],""d"":[14,7],""e"":[31,18],""h"":[19,15],""i"":[14,17],""l"":[9,15],""m"":[1,0],""n"":[8,11],""o"":[26,28],""p"":[2,1],""q"":[11,13],""r"":[5,10],""t"":[2,4],""y"":[22,18]}"	UNEQUAL_INVENTORY	[]
IT2a	f103v|f103v.9-f103v.11	f107r|f107r.42-f107r.44	143	"{""a"":[8,18],""c"":[5,7],""d"":[8,6],""e"":[17,16],""h"":[13,9],""i"":[7,17],""k"":[9,11],""l"":[10,3],""m"":[0,2],""n"":[4,8],""o"":[21,14],""q"":[7,2],""r"":[7,5],""s"":[7,2],""t"":[5,6],""y"":[13,15]}"	UNEQUAL_INVENTORY	[]
IT2a	f103v|f103v.9-f103v.11	f112r|f112r.31-f112r.33	143	"{""a"":[8,15],""c"":[5,7],""d"":[8,6],""e"":[17,21],""h"":[13,11],""i"":[7,8],""l"":[10,9],""m"":[0,1],""o"":[21,18],""q"":[7,1],""r"":[7,11],""s"":[7,6],""t"":[5,4],""y"":[13,10]}"	UNEQUAL_INVENTORY	[]
IT2a	f103v|f103v.9-f103v.11	f66v|f66v.6-f66v.8	143	"{""a"":[8,2],""c"":[5,17],""d"":[8,16],""e"":[17,14],""h"":[13,22],""i"":[7,0],""k"":[9,12],""l"":[10,1],""m"":[0,1],""n"":[4,0],""o"":[21,20],""q"":[7,4],""r"":[7,3],""s"":[7,9],""y"":[13,15]}"	UNEQUAL_INVENTORY	[]
IT2a	f103v|f103v.12-f103v.13	f106v|f106v.40-f106v.41	111	"{""c"":[3,7],""d"":[8,11],""e"":[17,14],""h"":[10,8],""i"":[2,8],""k"":[4,5],""l"":[10,1],""m"":[1,0],""o"":[13,16],""p"":[4,3],""q"":[2,4],""r"":[2,5],""s"":[10,2],""t"":[2,6],""y"":[13,11]}"	UNEQUAL_INVENTORY	[]
IT2a	f103v|f103v.12-f103v.13	f108r|f108r.35-f108r.36	111	"{""c"":[3,12],""d"":[8,12],""e"":[17,14],""f"":[0,1],""h"":[10,13],""i"":[2,0],""k"":[4,6],""l"":[10,8],""m"":[1,0],""n"":[3,0],""q"":[2,3],""r"":[2,3],""s"":[10,1],""t"":[2,1]}"	UNEQUAL_INVENTORY	[]
IT2a	f103v|f103v.12-f103v.13	f115v|f115v.6-f115v.7	111	"{""c"":[3,8],""d"":[8,10],""e"":[17,9],""i"":[2,9],""k"":[4,6],""l"":[10,3],""n"":[3,5],""o"":[13,17],""p"":[4,2],""q"":[2,4],""r"":[2,5],""s"":[10,3],""t"":[2,4],""y"":[13,8]}"	UNEQUAL_INVENTORY	[]
IT2a	f103v|f103v.12-f103v.13	f24v|f24v.12-f24v.16	111	"{""a"":[7,5],""c"":[3,11],""d"":[8,11],""e"":[17,7],""f"":[0,1],""h"":[10,15],""i"":[2,4],""k"":[4,6],""l"":[10,7],""m"":[1,2],""n"":[3,0],""o"":[13,26],""p"":[4,0],""q"":[2,1],""r"":[2,3],""s"":[10,5],""t"":[2,3],""y"":[13,4]}"	UNEQUAL_INVENTORY	[]
IT2a	f103v|f103v.14-f103v.16	f113r|f113r.1-f113r.3	157	"{""a"":[10,12],""c"":[7,16],""d"":[11,10],""e"":[23,20],""f"":[0,2],""h"":[15,18],""i"":[8,6],""k"":[6,7],""l"":[10,8],""m"":[1,0],""n"":[6,3],""o"":[20,17],""p"":[0,3],""q"":[4,2],""r"":[2,6],""s"":[8,6],""t"":[10,6],""y"":[16,15]}"	UNEQUAL_INVENTORY	[]
IT2a	f103v|f103v.14-f103v.16	f115r|f115r.26-f115r.28	157	"{""a"":[10,15],""c"":[7,12],""d"":[11,8],""e"":[23,17],""h"":[15,17],""i"":[8,7],""k"":[6,5],""l"":[10,9],""m"":[1,2],""n"":[6,4],""o"":[20,21],""p"":[0,1],""q"":[4,6],""r"":[2,8],""s"":[8,11],""t"":[10,4],""y"":[16,10]}"	UNEQUAL_INVENTORY	[]
IT2a	f103v|f103v.14-f103v.16	f115v|f115v.18-f115v.20	157	"{""c"":[7,12],""d"":[11,13],""e"":[23,18],""h"":[15,14],""i"":[8,9],""k"":[6,5],""l"":[10,9],""n"":[6,7],""p"":[0,3],""q"":[4,6],""r"":[2,4],""s"":[8,2],""t"":[10,7],""x"":[0,2],""y"":[16,15]}"	UNEQUAL_INVENTORY	[]
IT2a	f103v|f103v.17-f103v.19	f107v|f107v.8-f107v.10	153	"{""a"":[13,15],""c"":[11,3],""d"":[11,8],""e"":[24,12],""h"":[13,7],""i"":[8,17],""k"":[7,15],""l"":[14,9],""m"":[0,1],""n"":[4,9],""o"":[15,20],""p"":[1,2],""q"":[5,10],""r"":[6,3],""s"":[2,5],""t"":[4,6],""y"":[15,11]}"	UNEQUAL_INVENTORY	[]
IT2a	f103v|f103v.17-f103v.19	f112r|f112r.19-f112r.22	153	"{""a"":[13,12],""c"":[11,6],""d"":[11,9],""e"":[24,22],""h"":[13,7],""i"":[8,13],""k"":[7,9],""l"":[14,11],""m"":[0,1],""n"":[4,5],""o"":[15,19],""q"":[5,9],""r"":[6,5],""s"":[2,4],""t"":[4,3],""y"":[15,17]}"	UNEQUAL_INVENTORY	[]
IT2a	f103v|f103v.17-f103v.19	f113r|f113r.34-f113r.36	153	"{""a"":[13,12],""c"":[11,8],""d"":[11,10],""e"":[24,17],""f"":[0,1],""h"":[13,17],""i"":[8,11],""k"":[7,6],""l"":[14,4],""n"":[4,6],""p"":[1,3],""q"":[5,6],""r"":[6,7],""s"":[2,15],""y"":[15,11]}"	UNEQUAL_INVENTORY	[]
IT2a	f103v|f103v.17-f103v.19	f85r1|f85r1.23-f85r1.25	153	"{""a"":[13,11],""d"":[11,16],""e"":[24,17],""f"":[0,1],""h"":[13,16],""i"":[8,12],""l"":[14,2],""m"":[0,1],""n"":[4,5],""o"":[15,13],""p"":[1,3],""q"":[5,4],""s"":[2,7],""t"":[4,5],""y"":[15,16]}"	UNEQUAL_INVENTORY	[]
IT2a	f103v|f103v.20-f103v.26	f105v|f105v.8-f105v.13	336	"{""a"":[37,42],""c"":[4,16],""d"":[8,27],""e"":[48,32],""f"":[0,1],""h"":[18,19],""i"":[21,37],""k"":[18,21],""l"":[19,17],""n"":[17,12],""o"":[46,38],""p"":[2,7],""q"":[12,3],""r"":[14,22],""t"":[25,8],""y"":[32,19]}"	UNEQUAL_INVENTORY	[]
