edition	projected_length	paragraph_count	all_same_length_pairs	paragraph_ids
IT2a	27	1	0	"[""f85r1|f85r1.35-f85r1.35""]"
IT2a	44	1	0	"[""f112r|f112r.15-f112r.15""]"
IT2a	46	1	0	"[""f75r|f75r.47-f75r.53""]"
IT2a	49	1	0	"[""f58v|f58v.29-f58v.29""]"
IT2a	53	1	0	"[""f83r|f83r.47-f83r.49""]"
IT2a	72	2	1	"[""f102v1|f102v1.13-f102v1.14"",""f83r|f83r.52-f83r.55""]"
IT2a	74	1	0	"[""f106r|f106r.36-f106r.37""]"
IT2a	75	1	0	"[""f107v|f107v.41-f107v.42""]"
IT2a	76	1	0	"[""f107r|f107r.16-f107r.17""]"
IT2a	77	1	0	"[""f113v|f113v.45-f113v.46""]"
IT2a	78	1	0	"[""f103r|f103r.33-f103r.34""]"
IT2a	79	1	0	"[""f107v|f107v.23-f107v.24""]"
IT2a	80	1	0	"[""f103v|f103v.37-f103v.38""]"
IT2a	81	1	0	"[""f112v|f112v.30-f112v.31""]"
IT2a	82	2	1	"[""f114v|f114v.18-f114v.19"",""f86v3|f86v3.1-f86v3.2""]"
IT2a	83	1	0	"[""f115r|f115r.40-f115r.41""]"
IT2a	84	1	0	"[""f115v|f115v.11-f115v.12""]"
IT2a	85	2	1	"[""f103r|f103r.43-f103r.44"",""f106r|f106r.34-f106r.35""]"
IT2a	86	1	0	"[""f107v|f107v.43-f107v.44""]"
IT2a	88	1	0	"[""f79v|f79v.10-f79v.11""]"
IT2a	90	3	3	"[""f105r|f105r.26-f105r.27"",""f106v|f106v.26-f106v.27"",""f28v|f28v.4-f28v.5""]"
IT2a	91	2	1	"[""f108v|f108v.28-f108v.29"",""f95v1|f95v1.9-f95v1.10""]"
IT2a	92	1	0	"[""f85r2|f85r2.2-f85r2.6""]"
IT2a	94	1	0	"[""f106v|f106v.32-f106v.33""]"
IT2a	95	1	0	"[""f113v|f113v.36-f113v.37""]"
IT2a	96	1	0	"[""f115r|f115r.35-f115r.36""]"
IT2a	97	2	1	"[""f108r|f108r.37-f108r.38"",""f23r|f23r.4-f23r.5""]"
IT2a	98	2	1	"[""f103r|f103r.35-f103r.36"",""f106v|f106v.18-f106v.19""]"
IT2a	100	1	0	"[""f108r|f108r.29-f108r.30""]"
IT2a	101	3	3	"[""f104v|f104v.35-f104v.36"",""f106r|f106r.8-f106r.9"",""f44r|f44r.5-f44r.7""]"
IT2a	102	7	21	"[""f106v|f106v.9-f106v.10"",""f106v|f106v.20-f106v.21"",""f113r|f113r.37-f113r.38"",""f115v|f115v.29-f115v.30"",""f11r|f11r.5-f11r.7"",""f45r|f45r.5-f45r.7"",""f46r|f46r.9-f46r.10""]"
IT2a	103	3	3	"[""f104r|f104r.10-f104r.11"",""f105r|f105r.24-f105r.25"",""f105v|f105v.23-f105v.24""]"
IT2a	104	2	1	"[""f107v|f107v.35-f107v.36"",""f28v|f28v.1-f28v.3""]"
IT2a	105	4	6	"[""f103r|f103r.16-f103r.17"",""f106r|f106r.32-f106r.33"",""f112v|f112v.25-f112v.26"",""f3r|f3r.11-f3r.14""]"
IT2a	106	1	0	"[""f106r|f106r.13-f106r.14""]"
IT2a	108	3	3	"[""f112v|f112v.23-f112v.24"",""f26v|f26v.5-f26v.6"",""f85r1|f85r1.26-f85r1.27""]"
IT2a	110	1	0	"[""f26v|f26v.3-f26v.4""]"
IT2a	111	5	10	"[""f103v|f103v.12-f103v.13"",""f106v|f106v.40-f106v.41"",""f108r|f108r.35-f108r.36"",""f115v|f115v.6-f115v.7"",""f24v|f24v.12-f24v.16""]"
IT2a	112	4	6	"[""f104r|f104r.34-f104r.35"",""f10v|f10v.1-f10v.3"",""f16r|f16r.10-f16r.13"",""f36r|f36r.1-f36r.3""]"
IT2a	113	3	3	"[""f104v|f104v.27-f104v.28"",""f115r|f115r.8-f115r.9"",""f5r|f5r.5-f5r.7""]"
IT2a	114	3	3	"[""f102v2|f102v2.37-f102v2.39"",""f106r|f106r.22-f106r.23"",""f108r|f108r.39-f108r.40""]"
IT2a	115	1	0	"[""f24v|f24v.6-f24v.11""]"
IT2a	116	2	1	"[""f105r|f105r.35-f105r.36"",""f37r|f37r.1-f37r.3""]"
IT2a	117	1	0	"[""f105v|f105v.18-f105v.19""]"
IT2a	118	2	1	"[""f108v|f108v.5-f108v.6"",""f114r|f114r.1-f114r.3""]"
IT2a	119	1	0	"[""f37v|f37v.8-f37v.13""]"
IT2a	120	1	0	"[""f80v|f80v.27-f80v.29""]"
IT2a	121	4	6	"[""f113r|f113r.20-f113r.21"",""f113r|f113r.25-f113r.26"",""f17r|f17r.1-f17r.3"",""f44v|f44v.1-f44v.3""]"
IT2a	123	1	0	"[""f113r|f113r.8-f113r.9""]"
IT2a	124	1	0	"[""f104v|f104v.6-f104v.7""]"
IT2a	127	2	1	"[""f13v|f13v.1-f13v.5"",""f21r|f21r.1-f21r.3""]"
IT2a	128	2	1	"[""f107r|f107r.18-f107r.20"",""f114r|f114r.32-f114r.33""]"
IT2a	129	1	0	"[""f44r|f44r.8-f44r.11""]"
IT2a	130	2	1	"[""f106r|f106r.24-f106r.26"",""f115v|f115v.34-f115v.36""]"
IT2a	131	1	0	"[""f107v|f107v.32-f107v.34""]"
IT2a	132	2	1	"[""f108r|f108r.21-f108r.23"",""f76v|f76v.34-f76v.36""]"
IT2a	133	4	6	"[""f112r|f112r.34-f112r.36"",""f23r|f23r.1-f23r.3"",""f26v|f26v.7-f26v.9"",""f44r|f44r.1-f44r.4""]"
IT2a	134	2	1	"[""f107r|f107r.27-f107r.29"",""f115r|f115r.37-f115r.39""]"
IT2a	135	1	0	"[""f107v|f107v.20-f107v.22""]"
IT2a	136	3	3	"[""f108r|f108r.11-f108r.13"",""f22r|f22r.1-f22r.3"",""f95v1|f95v1.11-f95v1.13""]"
IT2a	137	4	6	"[""f103r|f103r.40-f103r.42"",""f107r|f107r.21-f107r.23"",""f112v|f112v.20-f112v.22"",""f16r|f16r.5-f16r.9""]"
IT2a	138	1	0	"[""f79r|f79r.35-f79r.38""]"
IT2a	139	5	10	"[""f107r|f107r.45-f107r.47"",""f112v|f112v.39-f112v.41"",""f113v|f113v.42-f113v.44"",""f114v|f114v.11-f114v.13"",""f20r|f20r.5-f20r.8""]"
IT2a	140	3	3	"[""f103r|f103r.52-f103r.54"",""f106v|f106v.37-f106v.39"",""f113r|f113r.42-f113r.44""]"
IT2a	141	4	6	"[""f111v|f111v.26-f111v.28"",""f114v|f114v.23-f114v.25"",""f116r|f116r.7-f116r.9"",""f42r|f42r.1-f42r.5""]"
IT2a	142	1	0	"[""f113v|f113v.33-f113v.35""]"
IT2a	143	4	6	"[""f103v|f103v.9-f103v.11"",""f107r|f107r.42-f107r.44"",""f112r|f112r.31-f112r.33"",""f66v|f66v.6-f66v.8""]"
IT2a	144	4	6	"[""f103v|f103v.27-f103v.29"",""f113v|f113v.25-f113v.27"",""f45r|f45r.8-f45r.11"",""f85r1|f85r1.17-f85r1.19""]"
IT2a	145	5	10	"[""f103r|f103r.37-f103r.39"",""f115v|f115v.21-f115v.23"",""f20r|f20r.1-f20r.4"",""f47r|f47r.1-f47r.5"",""f66r|f66r.67-f66r.69""]"
IT2a	146	6	15	"[""f103r|f103r.45-f103r.47"",""f103v|f103v.30-f103v.32"",""f106r|f106r.10-f106r.12"",""f106v|f106v.15-f106v.17"",""f106v|f106v.34-f106v.36"",""f13r|f13r.1-f13r.4""]"
IT2a	147	4	6	"[""f114v|f114v.26-f114v.28"",""f116r|f116r.15-f116r.17"",""f31r|f31r.6-f31r.9"",""f43r|f43r.7-f43r.9""]"
IT2a	148	3	3	"[""f104r|f104r.36-f104r.38"",""f107v|f107v.5-f107v.7"",""f108r|f108r.14-f108r.16""]"
IT2a	149	1	0	"[""f37v|f37v.1-f37v.7""]"
IT2a	150	6	15	"[""f103r|f103r.13-f103r.15"",""f107v|f107v.29-f107v.31"",""f114r|f114r.11-f114r.13"",""f114v|f114v.33-f114v.35"",""f115v|f115v.31-f115v.33"",""f85r1|f85r1.20-f85r1.22""]"
IT2a	151	2	1	"[""f112v|f112v.27-f112v.29"",""f95v1|f95v1.6-f95v1.8""]"
IT2a	152	4	6	"[""f103r|f103r.21-f103r.23"",""f111v|f111v.34-f111v.36"",""f113v|f113v.10-f113v.12"",""f11r|f11r.1-f11r.4""]"
IT2a	153	5	10	"[""f103v|f103v.17-f103v.19"",""f107v|f107v.8-f107v.10"",""f112r|f112r.19-f112r.22"",""f113r|f113r.34-f113r.36"",""f85r1|f85r1.23-f85r1.25""]"
IT2a	154	3	3	"[""f104r|f104r.19-f104r.21"",""f113r|f113r.13-f113r.15"",""f80v|f80v.19-f80v.22""]"
IT2a	155	1	0	"[""f58v|f58v.30-f58v.33""]"
IT2a	156	5	10	"[""f105v|f105v.20-f105v.22"",""f106r|f106r.15-f106r.17"",""f116r|f116r.4-f116r.6"",""f20v|f20v.1-f20v.4"",""f45r|f45r.1-f45r.4""]"
IT2a	157	5	10	"[""f103r|f103r.24-f103r.26"",""f103v|f103v.14-f103v.16"",""f113r|f113r.1-f113r.3"",""f115r|f115r.26-f115r.28"",""f115v|f115v.18-f115v.20""]"
IT2a	158	3	3	"[""f103r|f103r.18-f103r.20"",""f106r|f106r.1-f106r.3"",""f10v|f10v.4-f10v.7""]"
IT2a	159	5	10	"[""f103r|f103r.27-f103r.29"",""f107r|f107r.24-f107r.26"",""f112v|f112v.7-f112v.10"",""f112v|f112v.36-f112v.38"",""f115v|f115v.8-f115v.10""]"
IT2a	160	3	3	"[""f103r|f103r.30-f103r.32"",""f105r|f105r.14-f105r.16"",""f105v|f105v.29-f105v.31""]"
IT2a	162	3	3	"[""f104r|f104r.16-f104r.18"",""f85r1|f85r1.28-f85r1.30"",""f85r2|f85r2.7-f85r2.11""]"
IT2a	163	4	6	"[""f105v|f105v.5-f105v.7"",""f108v|f108v.12-f108v.14"",""f21r|f21r.4-f21r.7"",""f44v|f44v.4-f44v.7""]"
IT2a	164	2	1	"[""f112r|f112r.11-f112r.14"",""f79r|f79r.31-f79r.34""]"
IT2a	165	4	6	"[""f113r|f113r.22-f113r.24"",""f113v|f113v.18-f113v.20"",""f14r|f14r.1-f14r.7"",""f79v|f79v.33-f79v.36""]"
IT2a	166	1	0	"[""f108r|f108r.48-f108r.50""]"
IT2a	167	3	3	"[""f104r|f104r.27-f104r.29"",""f104r|f104r.43-f104r.45"",""f113v|f113v.47-f113v.49""]"
IT2a	168	1	0	"[""f19v|f19v.8-f19v.13""]"
IT2a	169	3	3	"[""f108r|f108r.45-f108r.47"",""f114v|f114v.20-f114v.22"",""f85r2|f85r2.18-f85r2.23""]"
IT2a	170	2	1	"[""f113v|f113v.1-f113v.3"",""f95r2|f95r2.1-f95r2.4""]"
IT2a	171	2	1	"[""f107r|f107r.1-f107r.3"",""f115r|f115r.10-f115r.12""]"
IT2a	172	3	3	"[""f107r|f107r.13-f107r.15"",""f46r|f46r.6-f46r.8"",""f89r1|f89r1.15-f89r1.18""]"
IT2a	173	2	1	"[""f49r|f49r.4-f49r.11"",""f4r|f4r.5-f4r.13""]"
IT2a	174	3	3	"[""f104v|f104v.29-f104v.31"",""f105r|f105r.11-f105r.13"",""f113v|f113v.7-f113v.9""]"
IT2a	175	3	3	"[""f102r1|f102r1.3-f102r1.6"",""f16v|f16v.1-f16v.6"",""f24v|f24v.1-f24v.5""]"
IT2a	176	2	1	"[""f104v|f104v.12-f104v.14"",""f111v|f111v.45-f111v.47""]"
IT2a	177	1	0	"[""f43v|f43v.6-f43v.9""]"
IT2a	178	2	1	"[""f104v|f104v.32-f104v.34"",""f52v|f52v.7-f52v.14""]"
IT2a	179	4	6	"[""f104v|f104v.19-f104v.21"",""f105r|f105r.28-f105r.30"",""f112r|f112r.23-f112r.26"",""f115r|f115r.19-f115r.21""]"
IT2a	180	6	15	"[""f103v|f103v.33-f103v.36"",""f108r|f108r.8-f108r.10"",""f113v|f113v.4-f113v.6"",""f19v|f19v.1-f19v.7"",""f3v|f3v.1-f3v.6"",""f80v|f80v.23-f80v.26""]"
IT2a	181	1	0	"[""f103v|f103v.39-f103v.42""]"
IT2a	183	2	1	"[""f111r|f111r.48-f111r.50"",""f36v|f36v.5-f36v.14""]"
IT2a	184	3	3	"[""f104r|f104r.39-f104r.42"",""f108r|f108r.5-f108r.7"",""f99r|f99r.28-f99r.31""]"
IT2a	185	2	1	"[""f112v|f112v.11-f112v.14"",""f113r|f113r.39-f113r.41""]"
IT2a	186	5	10	"[""f107v|f107v.25-f107v.28"",""f114r|f114r.39-f114r.41"",""f16v|f16v.7-f16v.13"",""f82v|f82v.11-f82v.14"",""f87r|f87r.11-f87r.16""]"
IT2a	187	3	3	"[""f103r|f103r.48-f103r.51"",""f107r|f107r.38-f107r.41"",""f107v|f107v.37-f107v.40""]"
IT2a	188	3	3	"[""f103v|f103v.43-f103v.46"",""f107r|f107r.34-f107r.37"",""f108r|f108r.31-f108r.34""]"
IT2a	189	3	3	"[""f113r|f113r.10-f113r.12"",""f113r|f113r.27-f113r.29"",""f66r|f66r.63-f66r.66""]"
IT2a	190	2	1	"[""f115r|f115r.42-f115r.45"",""f20r|f20r.9-f20r.13""]"
IT2a	191	1	0	"[""f31r|f31r.10-f31r.15""]"
IT2a	192	1	0	"[""f37v|f37v.14-f37v.23""]"
IT2a	194	1	0	"[""f86v3|f86v3.3-f86v3.8""]"
IT2a	195	1	0	"[""f113v|f113v.21-f113v.24""]"
IT2a	196	3	3	"[""f115v|f115v.37-f115v.40"",""f99r|f99r.15-f99r.18"",""f99v|f99v.21-f99v.24""]"
IT2a	197	3	3	"[""f107v|f107v.16-f107v.19"",""f113v|f113v.38-f113v.41"",""f32r|f32r.6-f32r.19""]"
IT2a	198	3	3	"[""f105r|f105r.6-f105r.9"",""f107r|f107r.48-f107r.51"",""f112r|f112r.27-f112r.30""]"
IT2a	199	3	3	"[""f106v|f106v.22-f106v.25"",""f108r|f108r.17-f108r.20"",""f79r|f79r.26-f79r.30""]"
IT2a	200	2	1	"[""f10r|f10r.1-f10r.5"",""f7v|f7v.1-f7v.5""]"
IT2a	201	1	0	"[""f105v|f105v.25-f105v.28""]"
IT2a	202	6	15	"[""f106v|f106v.28-f106v.31"",""f108r|f108r.41-f108r.44"",""f114v|f114v.29-f114v.32"",""f39r|f39r.6-f39r.9"",""f85r1|f85r1.7-f85r1.10"",""f99r|f99r.47-f99r.52""]"
IT2a	203	1	0	"[""f100r|f100r.12-f100r.15""]"
IT2a	205	3	3	"[""f35r|f35r.1-f35r.8"",""f79v|f79v.23-f79v.27"",""f88r|f88r.18-f88r.22""]"
IT2a	206	1	0	"[""f3v|f3v.7-f3v.14""]"
IT2a	207	4	6	"[""f103v|f103v.1-f103v.4"",""f106r|f106r.38-f106r.41"",""f111v|f111v.48-f111v.51"",""f99r|f99r.41-f99r.44""]"
IT2a	208	4	6	"[""f105r|f105r.31-f105r.34"",""f106v|f106v.5-f106v.8"",""f112v|f112v.32-f112v.35"",""f21r|f21r.8-f21r.12""]"
IT2a	209	2	1	"[""f103v|f103v.5-f103v.8"",""f82v|f82v.28-f82v.32""]"
IT2a	210	1	0	"[""f47r|f47r.6-f47r.11""]"
IT2a	212	1	0	"[""f114v|f114v.14-f114v.17""]"
IT2a	213	1	0	"[""f106v|f106v.11-f106v.14""]"
IT2a	214	4	6	"[""f107r|f107r.30-f107r.33"",""f114r|f114r.35-f114r.38"",""f66v|f66v.1-f66v.5"",""f95r2|f95r2.5-f95r2.9""]"
IT2a	215	2	1	"[""f105v|f105v.14-f105v.17"",""f85r1|f85r1.31-f85r1.34""]"
IT2a	216	2	1	"[""f104r|f104r.12-f104r.15"",""f46r|f46r.11-f46r.15""]"
IT2a	217	2	1	"[""f113r|f113r.30-f113r.33"",""f88r|f88r.7-f88r.11""]"
IT2a	219	2	1	"[""f104v|f104v.41-f104v.44"",""f107v|f107v.1-f107v.4""]"
IT2a	220	2	1	"[""f114r|f114r.42-f114r.45"",""f80v|f80v.14-f80v.18""]"
IT2a	221	1	0	"[""f106v|f106v.1-f106v.4""]"
IT2a	222	2	1	"[""f4v|f4v.7-f4v.14"",""f79v|f79v.28-f79v.32""]"
IT2a	223	1	0	"[""f95r1|f95r1.1-f95r1.5""]"
IT2a	224	3	3	"[""f104v|f104v.37-f104v.40"",""f106r|f106r.4-f106r.7"",""f108v|f108v.1-f108v.4""]"
IT2a	225	3	3	"[""f107r|f107r.4-f107r.7"",""f113r|f113r.16-f113r.19"",""f79r|f79r.39-f79r.44""]"
IT2a	226	2	1	"[""f115r|f115r.22-f115r.25"",""f116r|f116r.46-f116r.50""]"
IT2a	227	1	0	"[""f108r|f108r.1-f108r.4""]"
IT2a	228	1	0	"[""f111r|f111r.44-f111r.47""]"
IT2a	230	1	0	"[""f106r|f106r.18-f106r.21""]"
IT2a	232	1	0	"[""f79r|f79r.21-f79r.25""]"
IT2a	233	1	0	"[""f5v|f5v.1-f5v.6""]"
IT2a	235	1	0	"[""f105v|f105v.1-f105v.4""]"
IT2a	236	2	1	"[""f104r|f104r.1-f104r.4"",""f95v1|f95v1.1-f95v1.5""]"
IT2a	238	2	1	"[""f115v|f115v.41-f115v.45"",""f76v|f76v.37-f76v.41""]"
IT2a	239	1	0	"[""f115r|f115r.4-f115r.7""]"
IT2a	240	2	1	"[""f112v|f112v.15-f112v.19"",""f114r|f114r.24-f114r.27""]"
IT2a	241	1	0	"[""f86v5|f86v5.7-f86v5.11""]"
IT2a	243	1	0	"[""f88v|f88v.21-f88v.26""]"
IT2a	244	2	1	"[""f104v|f104v.8-f104v.11"",""f113r|f113r.4-f113r.7""]"
IT2a	245	1	0	"[""f43v|f43v.1-f43v.5""]"
IT2a	247	3	3	"[""f107v|f107v.45-f107v.49"",""f115v|f115v.13-f115v.17"",""f39r|f39r.1-f39r.5""]"
IT2a	248	2	1	"[""f104v|f104v.15-f104v.18"",""f40v|f40v.1-f40v.12""]"
IT2a	249	1	0	"[""f108v|f108v.30-f108v.33""]"
IT2a	250	2	1	"[""f112v|f112v.1-f112v.6"",""f114r|f114r.28-f114r.31""]"
IT2a	252	1	0	"[""f25r|f25r.1-f25r.7""]"
IT2a	254	1	0	"[""f107r|f107r.8-f107r.12""]"
IT2a	255	3	3	"[""f104r|f104r.22-f104r.26"",""f58v|f58v.34-f58v.39"",""f82v|f82v.15-f82v.19""]"
IT2a	256	2	1	"[""f104r|f104r.30-f104r.33"",""f55r|f55r.1-f55r.6""]"
IT2a	257	4	6	"[""f115v|f115v.24-f115v.28"",""f116r|f116r.10-f116r.14"",""f30r|f30r.1-f30r.7"",""f79v|f79v.37-f79v.42""]"
IT2a	258	1	0	"[""f80v|f80v.1-f80v.6""]"
IT2a	259	3	3	"[""f104r|f104r.5-f104r.9"",""f75v|f75v.38-f75v.42"",""f86v3|f86v3.29-f86v3.36""]"
IT2a	260	1	0	"[""f108v|f108v.15-f108v.19""]"
IT2a	261	1	0	"[""f81r|f81r.16-f81r.23""]"
IT2a	263	1	0	"[""f80r|f80r.28-f80r.33""]"
IT2a	265	1	0	"[""f108r|f108r.24-f108r.28""]"
IT2a	266	2	1	"[""f56v|f56v.7-f56v.16"",""f80v|f80v.38-f80v.44""]"
IT2a	267	1	0	"[""f113v|f113v.28-f113v.32""]"
IT2a	268	1	0	"[""f115v|f115v.1-f115v.5""]"
IT2a	269	2	1	"[""f114r|f114r.19-f114r.23"",""f79r|f79r.7-f79r.12""]"
IT2a	270	2	1	"[""f49r|f49r.12-f49r.21"",""f88v|f88v.15-f88v.20""]"
IT2a	272	1	0	"[""f114v|f114v.1-f114v.5""]"
IT2a	275	1	0	"[""f82v|f82v.33-f82v.38""]"
IT2a	280	2	1	"[""f107v|f107v.11-f107v.15"",""f81r|f81r.24-f81r.31""]"
IT2a	282	2	1	"[""f104v|f104v.22-f104v.26"",""f21v|f21v.1-f21v.8""]"
IT2a	283	2	1	"[""f111v|f111v.29-f111v.33"",""f86v5|f86v5.12-f86v5.17""]"
IT2a	284	1	0	"[""f102v1|f102v1.7-f102v1.12""]"
IT2a	285	2	1	"[""f104v|f104v.1-f104v.5"",""f76r|f76r.51-f76r.56""]"
IT2a	286	1	0	"[""f80r|f80r.40-f80r.46""]"
IT2a	287	1	0	"[""f86v3|f86v3.23-f86v3.28""]"
IT2a	288	1	0	"[""f111r|f111r.1-f111r.5""]"
IT2a	289	1	0	"[""f76r|f76r.39-f76r.43""]"
IT2a	290	1	0	"[""f105r|f105r.1-f105r.5""]"
IT2a	291	2	1	"[""f108v|f108v.7-f108v.11"",""f34v|f34v.1-f34v.5""]"
IT2a	292	1	0	"[""f114v|f114v.36-f114v.41""]"
IT2a	294	2	1	"[""f114v|f114v.6-f114v.10"",""f58v|f58v.23-f58v.28""]"
IT2a	295	1	0	"[""f79r|f79r.1-f79r.6""]"
IT2a	296	3	3	"[""f39r|f39r.10-f39r.15"",""f82v|f82v.5-f82v.10"",""f96r|f96r.1-f96r.8""]"
IT2a	297	4	6	"[""f106v|f106v.42-f106v.47"",""f18v|f18v.1-f18v.10"",""f43r|f43r.10-f43r.14"",""f95r1|f95r1.6-f95r1.11""]"
IT2a	298	2	1	"[""f34v|f34v.6-f34v.11"",""f55r|f55r.7-f55r.13""]"
IT2a	300	2	1	"[""f114r|f114r.14-f114r.18"",""f85r1|f85r1.11-f85r1.16""]"
IT2a	302	2	1	"[""f103r|f103r.8-f103r.12"",""f86v5|f86v5.1-f86v5.6""]"
IT2a	303	1	0	"[""f46r|f46r.1-f46r.5""]"
IT2a	305	1	0	"[""f100r|f100r.22-f100r.27""]"
IT2a	306	2	1	"[""f80r|f80r.47-f80r.53"",""f80v|f80v.7-f80v.13""]"
IT2a	307	1	0	"[""f106r|f106r.42-f106r.47""]"
IT2a	308	1	0	"[""f112v|f112v.42-f112v.47""]"
IT2a	312	1	0	"[""f39v|f39v.1-f39v.6""]"
IT2a	324	1	0	"[""f115r|f115r.29-f115r.34""]"
IT2a	327	1	0	"[""f80v|f80v.30-f80v.37""]"
IT2a	329	1	0	"[""f80r|f80r.34-f80r.39""]"
IT2a	333	1	0	"[""f85r1|f85r1.1-f85r1.6""]"
IT2a	334	2	1	"[""f75v|f75v.57-f75v.70"",""f76v|f76v.10-f76v.15""]"
IT2a	336	3	3	"[""f103v|f103v.20-f103v.26"",""f105v|f105v.8-f105v.13"",""f66r|f66r.50-f66r.56""]"
IT2a	341	1	0	"[""f30v|f30v.1-f30v.11""]"
IT2a	343	1	0	"[""f19r|f19r.1-f19r.13""]"
IT2a	347	1	0	"[""f79r|f79r.13-f79r.20""]"
IT2a	348	1	0	"[""f89v1|f89v1.5-f89v1.12""]"
IT2a	352	1	0	"[""f82v|f82v.20-f82v.27""]"
IT2a	354	1	0	"[""f76r|f76r.44-f76r.50""]"
IT2a	361	1	0	"[""f83r|f83r.18-f83r.24""]"
IT2a	362	2	1	"[""f105v|f105v.32-f105v.38"",""f33r|f33r.1-f33r.7""]"
IT2a	366	1	0	"[""f87r|f87r.1-f87r.10""]"
IT2a	368	1	0	"[""f86v5|f86v5.18-f86v5.25""]"
IT2a	373	1	0	"[""f79v|f79v.1-f79v.9""]"
IT2a	375	2	1	"[""f112r|f112r.1-f112r.10"",""f75v|f75v.43-f75v.49""]"
IT2a	376	1	0	"[""f89v1|f89v1.13-f89v1.20""]"
IT2a	380	1	0	"[""f86v6|f86v6.13-f86v6.19""]"
IT2a	387	1	0	"[""f82r|f82r.11-f82r.18""]"
IT2a	392	1	0	"[""f105r|f105r.17-f105r.23""]"
IT2a	401	1	0	"[""f83r|f83r.1-f83r.8""]"
IT2a	402	1	0	"[""f81v|f81v.1-f81v.9""]"
IT2a	404	1	0	"[""f113r|f113r.45-f113r.51""]"
IT2a	405	1	0	"[""f77r|f77r.38-f77r.48""]"
IT2a	406	1	0	"[""f114r|f114r.4-f114r.10""]"
IT2a	409	1	0	"[""f100v|f100v.14-f100v.22""]"
IT2a	413	1	0	"[""f83v|f83v.1-f83v.8""]"
IT2a	415	1	0	"[""f83v|f83v.21-f83v.33""]"
IT2a	424	1	0	"[""f35v|f35v.1-f35v.21""]"
IT2a	426	1	0	"[""f54v|f54v.1-f54v.16""]"
IT2a	430	1	0	"[""f111v|f111v.37-f111v.44""]"
IT2a	446	1	0	"[""f81r|f81r.1-f81r.15""]"
IT2a	451	1	0	"[""f76v|f76v.25-f76v.33""]"
IT2a	461	1	0	"[""f111r|f111r.36-f111r.43""]"
