page	locus	record	event_index	surface	exact_tuple_id	prior_default_English	V39_concrete_default_German	effective_default	anonymous_workshop_role	revision_status
f10r	f10r.6	2	2	cthy	e0b630cb1b5df5e7105b	when the preparation is ready	sobald die Zubereitung gebrauchsfertig ist	sobald die Zubereitung gebrauchsfertig ist	READINESS_GATE	V39_CORE_REVISED
f10r	f10r.6	2	3	chor	7a4bb8136330ee4e6e56	the prepared decoction or working liquid	die bereitete Arbeitsflüssigkeit	die bereitete Arbeitsflüssigkeit	WORKING_MATERIAL	V39_CORE_REVISED
f10r	f10r.6	2	4	cthaiin	f3c23f42baf625639e1e	add the expressed juice		add the expressed juice	PREPARATION_ACTION	V25_NONCORE_RETAINED
f10r	f10r.6	2	5	qoctholy	af816c04e65874a0f2fa	boil it gently		boil it gently	PREPARATION_ACTION	V25_NONCORE_RETAINED
f10r	f10r.6	2	6	dy	b921a237be883a820352	this present portion	diese aktive Portion	diese aktive Portion	CURRENT_ITEM	V39_CORE_REVISED
f10r	f10r.6	2	7	chy	b921a237be883a820352	this present portion	diese aktive Portion	diese aktive Portion	CURRENT_ITEM	V39_CORE_REVISED
f10r	f10r.6	2	8	taiin	2f1c5e56e8f0ff459065	in the stated or usual measure	ein vorgeschriebenes Maß	ein vorgeschriebenes Maß	PARAMETER	V39_CORE_REVISED
f10r	f10r.6	2	9	shy	b921a237be883a820352	this present portion	diese aktive Portion	diese aktive Portion	CURRENT_ITEM	V39_CORE_REVISED
f10r	f10r.8	2	1	qotchor	10488b911aae52b3b334	gathered before flowering		gathered before flowering	GATHERING_TIME	V25_NONCORE_RETAINED
f10r	f10r.8	2	2	chor	7a4bb8136330ee4e6e56	the prepared decoction or working liquid	die bereitete Arbeitsflüssigkeit	die bereitete Arbeitsflüssigkeit	WORKING_MATERIAL	V39_CORE_REVISED
f10r	f10r.8	2	3	otol	497cbd9c7401810ff56b	one handful		one handful	MEASURE	V25_NONCORE_RETAINED
f10r	f10r.8	2	4	chol	dcda95c81a5460feb191	with the foregoing preparation	mit der vorigen Zubereitung weiter	mit der vorigen Zubereitung weiter	BACK_REFERENCE	V39_CORE_REVISED
f10r	f10r.8	2	5	cholor	dec401773c1f0347793d	from the foregoing batch	aus dem vorigen Ansatz entnehmen	aus dem vorigen Ansatz entnehmen	PRIOR_SOURCE_WITHDRAWAL	V39_CORE_REVISED
f10r	f10r.8	2	6	chol	dcda95c81a5460feb191	with the foregoing preparation	mit der vorigen Zubereitung weiter	mit der vorigen Zubereitung weiter	BACK_REFERENCE	V39_CORE_REVISED
f10r	f10r.8	2	7	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	ein vorgeschriebenes Maß	ein vorgeschriebenes Maß	PARAMETER	V39_CORE_REVISED
f10r	f10r.8	2	8	dar	4d4559019a961b834aa1	from the same prepared batch	daraus, aus demselben Ansatz	daraus, aus demselben Ansatz	SAME_SOURCE	V39_CORE_REVISED
f10r	f10r.9	2	1	oykchor	27d97af8c96eb056c2e6	when its flower has opened		when its flower has opened	PROCESS_CONDITION	V25_NONCORE_RETAINED
f10r	f10r.9	2	2	shor	7a4bb8136330ee4e6e56	the prepared decoction or working liquid	die bereitete Arbeitsflüssigkeit	die bereitete Arbeitsflüssigkeit	WORKING_MATERIAL	V39_CORE_REVISED
f10r	f10r.9	2	3	chor	7a4bb8136330ee4e6e56	the prepared decoction or working liquid	die bereitete Arbeitsflüssigkeit	die bereitete Arbeitsflüssigkeit	WORKING_MATERIAL	V39_CORE_REVISED
f10r	f10r.9	2	4	chy	b921a237be883a820352	this present portion	diese aktive Portion	diese aktive Portion	CURRENT_ITEM	V39_CORE_REVISED
f10r	f10r.9	2	5	kaiiin	409de02322e7b2ca0c62	until a bitter taste remains		until a bitter taste remains	PROCESS_CONDITION	V25_NONCORE_RETAINED
f10r	f10r.9	2	6	dy	b921a237be883a820352	this present portion	diese aktive Portion	diese aktive Portion	CURRENT_ITEM	V39_CORE_REVISED
f10r	f10r.9	2	7	chodaiin	834825c61d048a6b5628	preserve that portion under oil		preserve that portion under oil	STORAGE	V25_NONCORE_RETAINED
f11r	f11r.1	1	1	tshol	953ad19b79517fc8a211	gather the root in spring		gather the root in spring	GATHERING_TIME	V25_NONCORE_RETAINED
f11r	f11r.1	1	2	schoal	428a5e3662aa57b4b256	from shaded woodland		from shaded woodland	HABITAT	V25_NONCORE_RETAINED
f11r	f11r.1	1	3	cfhy	bdad9f9ea8b80f141496	before the flowering crown opens		before the flowering crown opens	GATHERING_TIME	V25_NONCORE_RETAINED
f11r	f11r.1	1	4	shfydaiin	a8af08e69edab8e54f15	press the bruised root through cloth		press the bruised root through cloth	PREPARATION_ACTION	V25_NONCORE_RETAINED
f11r	f11r.1	1	5	cphy	deb377381ceaf55ea310	strain the liquor a second time		strain the liquor a second time	PREPARATION_ACTION	V25_NONCORE_RETAINED
f11r	f11r.1	1	6	shey	b5df9126607030b95175	until the liquid runs clear	bis die Flüssigkeit klar abläuft	bis die Flüssigkeit klar abläuft	VISIBLE_THRESHOLD	V39_CORE_REVISED
f11r	f11r.1	1	7	tchody	2e2027b1951d79911e24	leave the strained liquor uncovered to cool		leave the strained liquor uncovered to cool	CLAUSE_CLOSURE	V25_NONCORE_RETAINED
f11r	f11r.1	1	8	shoyty	577c03a928d674d420d7	reserve the flowering crown		reserve the flowering crown	PLANT_PART	V25_NONCORE_RETAINED
f11r	f11r.4	1	1	dchol	d665560c8ff80799a82c	of this pictured simple		of this pictured simple	REFERENCE	V25_NONCORE_RETAINED
f11r	f11r.4	1	2	chy	b921a237be883a820352	this present portion	diese aktive Portion	diese aktive Portion	CURRENT_ITEM	V39_CORE_REVISED
f11r	f11r.4	1	3	kchy	b2812c8283c3a62438bd	bind it upon a swollen place		bind it upon a swollen place	INDICATION	V25_NONCORE_RETAINED
f11r	f11r.4	1	4	dy	b921a237be883a820352	this present portion	diese aktive Portion	diese aktive Portion	CURRENT_ITEM	V39_CORE_REVISED
f11r	f11r.4	1	5	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	ein vorgeschriebenes Maß	ein vorgeschriebenes Maß	PARAMETER	V39_CORE_REVISED
f11r	f11r.7	1	1	qotchy	a48efd6c4491a046ba78	make a warm poultice from its leaves		make a warm poultice from its leaves	APPLICATION	V25_NONCORE_RETAINED
f11r	f11r.7	1	2	okchol	322281bd391aa621f568	lay it on while warm		lay it on while warm	APPLICATION	V25_NONCORE_RETAINED
f11r	f11r.7	1	3	cthy	e0b630cb1b5df5e7105b	when the preparation is ready	sobald die Zubereitung gebrauchsfertig ist	sobald die Zubereitung gebrauchsfertig ist	READINESS_GATE	V39_CORE_REVISED
f11r	f11r.7	1	4	dy	b921a237be883a820352	this present portion	diese aktive Portion	diese aktive Portion	CURRENT_ITEM	V39_CORE_REVISED
f55v	f55v.5	1	1	qokaiin	b5fcea1eaed06b2f2291	begin the next measured entry		begin the next measured entry	ENTRY_INSTRUCTION	V25_NONCORE_RETAINED
f55v	f55v.5	1	2	chaiin	2f1c5e56e8f0ff459065	in the stated or usual measure	ein vorgeschriebenes Maß	ein vorgeschriebenes Maß	PARAMETER	V39_CORE_REVISED
f55v	f55v.5	1	3	ykain	403c1592f918c8f23b88	boil the broad leaf gently		boil the broad leaf gently	PREPARATION_ACTION	V25_NONCORE_RETAINED
f55v	f55v.5	1	4	ykan	d929a14ec45749b2e805	in white wine		in white wine	MEDIUM	V25_NONCORE_RETAINED
f55v	f55v.5	1	5	ody	97cc9ac109148723c472	steep it until the liquor is clear		steep it until the liquor is clear	CLAUSE_CLOSURE	V25_NONCORE_RETAINED
f55v	f55v.5	1	6	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	ein vorgeschriebenes Maß	ein vorgeschriebenes Maß	PARAMETER	V39_CORE_REVISED
f55v	f55v.5	1	7	chedy	6f7ff8287eddf4da9fdb	stir until evenly mixed		stir until evenly mixed	MIXING_ACTION	V25_NONCORE_RETAINED
f55v	f55v.5	1	8	talam	e026af581c99322fbd46	wash the sore place once		wash the sore place once	APPLICATION	V25_NONCORE_RETAINED
f55v	f55v.11	1	1	ykaiin	f7dc90b2c31fd341f0a4	for its second medicinal use		for its second medicinal use	CLAUSE_HEAD	V25_NONCORE_RETAINED
f55v	f55v.11	1	2	cheoar	807591efc3d3f7ddbfab	add white wine		add white wine	MEDIUM	V25_NONCORE_RETAINED
f55v	f55v.11	1	3	cheeky	2c1a5fd92b9e3c762242	while still warm		while still warm	PORTABLE_TECHNICAL_PHRASE	V25_NONCORE_RETAINED
f55v	f55v.11	1	4	oldy	1b1ffdd869fb1429ad03	boil gently; close the rubric		boil gently; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	V25_NONCORE_RETAINED
f55v	f55v.11	1	5	aiin	2f1c5e56e8f0ff459065	in the stated or usual measure	ein vorgeschriebenes Maß	ein vorgeschriebenes Maß	PARAMETER	V39_CORE_REVISED
f55v	f55v.11	1	6	okal	308e8ea2d5d190c498e8	mix the two portions together		mix the two portions together	COMBINE_PORTIONS	V25_NONCORE_RETAINED
f55v	f55v.11	1	7	oltchy	204b04837409088c48f9	keep it in a covered jar		keep it in a covered jar	STORAGE	V25_NONCORE_RETAINED
f55v	f55v.11	1	8	or	7a4bb8136330ee4e6e56	the prepared decoction or working liquid	die bereitete Arbeitsflüssigkeit	die bereitete Arbeitsflüssigkeit	WORKING_MATERIAL	V39_CORE_REVISED
f55v	f55v.11	1	9	y	b921a237be883a820352	this present portion	diese aktive Portion	diese aktive Portion	CURRENT_ITEM	V39_CORE_REVISED
f55v	f55v.11	1	10	orain	6afeb5c9ab9f6cbdea0d	use the finished liquor fresh		use the finished liquor fresh	CLAUSE_CLOSURE	V25_NONCORE_RETAINED
f56r	f56r.5	1	1	chochor	b9d7b6d68209a9019e7a	gather the plant in spring		gather the plant in spring	GATHERING_TIME	V25_NONCORE_RETAINED
f56r	f56r.5	1	2	cho	2cc054357a929df85f64	then take the following ingredient or plant part		then take the following ingredient or plant part	PREPARATION_ACTION	V25_NONCORE_RETAINED
f56r	f56r.5	1	3	chodaly	0ec6a45e2950e8e7061d	the thin lower root		the thin lower root	PLANT_PART	V25_NONCORE_RETAINED
f56r	f56r.5	1	4	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	ein vorgeschriebenes Maß	ein vorgeschriebenes Maß	PARAMETER	V39_CORE_REVISED
f56r	f56r.7	1	1	sho	2cc054357a929df85f64	then take the following ingredient or plant part		then take the following ingredient or plant part	PREPARATION_ACTION	V25_NONCORE_RETAINED
f56r	f56r.7	1	2	kchol	893c570f3fa3fce99711	steep it in white wine		steep it in white wine	MEDIUM	V25_NONCORE_RETAINED
f56r	f56r.7	1	3	otchor	10488b911aae52b3b334	gathered before flowering		gathered before flowering	GATHERING_TIME	V25_NONCORE_RETAINED
f56r	f56r.7	1	4	choky	276a7c2d74d1143446f4	apply or use this portion	die aktive Portion verwenden	die aktive Portion verwenden	EXECUTE_USE	V39_CORE_REVISED
f56r	f56r.7	1	5	dal	dd0ecaf5e27d81befffc	apply it at the place indicated by the drawing	an die bezeichnete Zielstelle führen	an die bezeichnete Zielstelle führen	DESTINATION	V39_CORE_REVISED
f56r	f56r.8	1	1	schol	d665560c8ff80799a82c	of this pictured simple		of this pictured simple	REFERENCE	V25_NONCORE_RETAINED
f56r	f56r.8	1	2	choy	c10aec6d4dd877ec8bd8	which grows on damp shaded heath		which grows on damp shaded heath	HABITAT	V25_NONCORE_RETAINED
f56r	f56r.8	1	3	choky	276a7c2d74d1143446f4	apply or use this portion	die aktive Portion verwenden	die aktive Portion verwenden	EXECUTE_USE	V39_CORE_REVISED
f56r	f56r.8	1	4	cheeckhody	95987d6f198d6d247511	leave the plaster uncovered until dry		leave the plaster uncovered until dry	APPLICATION	V25_NONCORE_RETAINED
f56r	f56r.12	1	1	sh	ad3581d3144f69a5912d	its small seed or bud-head		its small seed or bud-head	PLANT_PART	V25_NONCORE_RETAINED
f56r	f56r.12	1	2	cho	2cc054357a929df85f64	then take the following ingredient or plant part		then take the following ingredient or plant part	PREPARATION_ACTION	V25_NONCORE_RETAINED
f56r	f56r.12	1	3	kchey	b74e9e65637b7c8538dd	the dried narrow leaf		the dried narrow leaf	PLANT_PART	V25_NONCORE_RETAINED
f56r	f56r.12	1	4	qokokchy	1322bc176443fc2a8a86	dry it in shade		dry it in shade	PREPARATION_ACTION	V25_NONCORE_RETAINED
f56r	f56r.13	1	1	okchy	9ad66e67803a12e745de	use the freshly prepared remedy		use the freshly prepared remedy	PREPARATION_ACTION	V25_NONCORE_RETAINED
f56r	f56r.13	1	2	chokcheo	087a47b5423438cd6b6a	drink it for pain of the stomach		drink it for pain of the stomach	INDICATION	V25_NONCORE_RETAINED
f56r	f56r.13	1	3	kchal	75a523fcf039b006f97b	keep the remainder dry in shade		keep the remainder dry in shade	STORAGE	V25_NONCORE_RETAINED
f56r	f56r.18	1	1	sho	2cc054357a929df85f64	then take the following ingredient or plant part		then take the following ingredient or plant part	PREPARATION_ACTION	V25_NONCORE_RETAINED
f56r	f56r.18	1	2	chokchy	9ad66e67803a12e745de	use the freshly prepared remedy		use the freshly prepared remedy	PREPARATION_ACTION	V25_NONCORE_RETAINED
f56r	f56r.18	1	3	kchoar	c71c72da4e09e0833392	mix it with honey		mix it with honey	MEDIUM	V25_NONCORE_RETAINED
f56r	f56r.18	1	4	sotodan	61a075bc54793c1c781f	use it while freshly mixed		use it while freshly mixed	CLAUSE_CLOSURE	V25_NONCORE_RETAINED
f56r	f56r.19	1	1	otchey	faf321940aed922846a9	take the final indicated share	nimm den bezeichneten Anteil	nimm den bezeichneten Anteil	TAKE_SELECTED_PART	V39_CORE_REVISED
f56r	f56r.19	1	2	keol	9bb7122b386ebbc6138f	the pale opened flower		the pale opened flower	PLANT_PART	V25_NONCORE_RETAINED
f56r	f56r.19	1	3	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	ein vorgeschriebenes Maß	ein vorgeschriebenes Maß	PARAMETER	V39_CORE_REVISED
f81v	f81v.2	1	1	qokedy	7db18b2f0fb7ed0fcfd3	rinse the indicated place once; end this instruction		rinse the indicated place once; end this instruction	LOCAL_RINSE_CLOSE	V25_NONCORE_RETAINED
f81v	f81v.2	1	2	okaiin	b5fcea1eaed06b2f2291	begin the next measured entry		begin the next measured entry	ENTRY_INSTRUCTION	V25_NONCORE_RETAINED
f81v	f81v.2	1	3	kair	22fb87a5a83e5c3fb510	the returning flow		the returning flow	APPLICATION_PHRASE	V25_NONCORE_RETAINED
f81v	f81v.2	1	4	okal	308e8ea2d5d190c498e8	mix the two portions together		mix the two portions together	COMBINE_PORTIONS	V25_NONCORE_RETAINED
f81v	f81v.2	1	5	sar	4d4559019a961b834aa1	from the same prepared batch	daraus, aus demselben Ansatz	daraus, aus demselben Ansatz	SAME_SOURCE	V39_CORE_REVISED
f81v	f81v.2	1	6	ol	dcda95c81a5460feb191	with the foregoing preparation	mit der vorigen Zubereitung weiter	mit der vorigen Zubereitung weiter	BACK_REFERENCE	V39_CORE_REVISED
f81v	f81v.2	1	7	kain	9da1b6ac2c929daea697	one measured portion		one measured portion	MEASURED_PORTION	V25_NONCORE_RETAINED
f81v	f81v.2	1	8	olkain	94df4847b7b16c98394a	the lower basin		the lower basin	APPLICATION_PHRASE	V25_NONCORE_RETAINED
f81v	f81v.2	1	9	al	dd0ecaf5e27d81befffc	apply it at the place indicated by the drawing	an die bezeichnete Zielstelle führen	an die bezeichnete Zielstelle führen	DESTINATION	V39_CORE_REVISED
f81v	f81v.2	1	10	ol	dcda95c81a5460feb191	with the foregoing preparation	mit der vorigen Zubereitung weiter	mit der vorigen Zubereitung weiter	BACK_REFERENCE	V39_CORE_REVISED
f81v	f81v.2	1	11	rol	1496a731803a9f48d2e1	before it cools		before it cools	APPLICATION_PHRASE	V25_NONCORE_RETAINED
f81v	f81v.2	1	12	dl	0f18de177ed7c878bf95	the prepared oil		the prepared oil	APPLICATION_PHRASE	V25_NONCORE_RETAINED
f81v	f81v.7	1	1	olor	dec401773c1f0347793d	from the foregoing batch	aus dem vorigen Ansatz entnehmen	aus dem vorigen Ansatz entnehmen	PRIOR_SOURCE_WITHDRAWAL	V39_CORE_REVISED
f81v	f81v.7	1	2	ol	dcda95c81a5460feb191	with the foregoing preparation	mit der vorigen Zubereitung weiter	mit der vorigen Zubereitung weiter	BACK_REFERENCE	V39_CORE_REVISED
f81v	f81v.7	1	3	sheckhal	4eab1841ed655c20a348	a moderate quantity		a moderate quantity	APPLICATION_PHRASE	V25_NONCORE_RETAINED
f81v	f81v.7	1	4	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	ein vorgeschriebenes Maß	ein vorgeschriebenes Maß	PARAMETER	V39_CORE_REVISED
f81v	f81v.7	1	5	qokeedal	93f69c38fdedee1598e9	the immersed part		the immersed part	APPLICATION_PHRASE	V25_NONCORE_RETAINED
f81v	f81v.7	1	6	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	ein vorgeschriebenes Maß	ein vorgeschriebenes Maß	PARAMETER	V39_CORE_REVISED
f81v	f81v.7	1	7	chckhy	2cc8bb3c2af19607888f	through the connected channels		through the connected channels	CHANNEL_ROUTE	V25_NONCORE_RETAINED
f81v	f81v.7	1	8	schedy	259b2b3b0bf859882e2c	wash the used vessel or channel through once; end this instruction		wash the used vessel or channel through once; end this instruction	APPARATUS_WASH_THROUGH_CLOSE	V25_NONCORE_RETAINED
f81v	f81v.7	1	9	qol	dcda95c81a5460feb191	with the foregoing preparation	mit der vorigen Zubereitung weiter	mit der vorigen Zubereitung weiter	BACK_REFERENCE	V39_CORE_REVISED
f81v	f81v.17	1	1	sshkchdy	54e32e9c1414b20640e9	keep it warm; close the rubric		keep it warm; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	V25_NONCORE_RETAINED
f81v	f81v.17	1	2	chedy	6f7ff8287eddf4da9fdb	stir until evenly mixed		stir until evenly mixed	MIXING_ACTION	V25_NONCORE_RETAINED
f81v	f81v.17	1	3	ol	dcda95c81a5460feb191	with the foregoing preparation	mit der vorigen Zubereitung weiter	mit der vorigen Zubereitung weiter	BACK_REFERENCE	V39_CORE_REVISED
f81v	f81v.17	1	4	shedy	bc4f1f5c006c74a4d26d	let it stand until ready; end this instruction		let it stand until ready; end this instruction	SETTLE_READY_CLOSE	V25_NONCORE_RETAINED
f81v	f81v.17	1	5	qolchedy	28ffbc88b97772a75f1e	set the mixed liquid aside in a covered receiving vessel; end this instruction		set the mixed liquid aside in a covered receiving vessel; end this instruction	RESERVE_MIXED_LIQUID_CLOSE	V25_NONCORE_RETAINED
f81v	f81v.17	1	6	qokain	1645e612504fcef59ced	add one measured portion to the vessel		add one measured portion to the vessel	MEASURED_ADDITION	V25_NONCORE_RETAINED
f81v	f81v.17	1	7	shckhy	2cc8bb3c2af19607888f	through the connected channels		through the connected channels	CHANNEL_ROUTE	V25_NONCORE_RETAINED
f81v	f81v.17	1	8	dl	0f18de177ed7c878bf95	the prepared oil		the prepared oil	APPLICATION_PHRASE	V25_NONCORE_RETAINED
f81v	f81v.17	1	9	ral	4da0f0f7b5fc7ac20067	and let it cool		and let it cool	APPLICATION_CLAUSE_END	V25_NONCORE_RETAINED
f81v	f81v.18	1	1	qokchdy	87411f84689b4f93a303	heat it once; end this instruction		heat it once; end this instruction	HEAT_ONCE_CLOSE	V25_NONCORE_RETAINED
f81v	f81v.18	1	2	chey	b921a237be883a820352	this present portion	diese aktive Portion	diese aktive Portion	CURRENT_ITEM	V39_CORE_REVISED
f81v	f81v.18	1	3	ol	dcda95c81a5460feb191	with the foregoing preparation	mit der vorigen Zubereitung weiter	mit der vorigen Zubereitung weiter	BACK_REFERENCE	V39_CORE_REVISED
f81v	f81v.18	1	4	cheky	d904bf7b044dd3922781	over a gentle heat		over a gentle heat	GENTLE_HEAT	V25_NONCORE_RETAINED
f81v	f81v.18	1	5	ol	dcda95c81a5460feb191	with the foregoing preparation	mit der vorigen Zubereitung weiter	mit der vorigen Zubereitung weiter	BACK_REFERENCE	V39_CORE_REVISED
f81v	f81v.18	1	6	shedy	bc4f1f5c006c74a4d26d	let it stand until ready; end this instruction		let it stand until ready; end this instruction	SETTLE_READY_CLOSE	V25_NONCORE_RETAINED
f81v	f81v.18	1	7	qokedy	7db18b2f0fb7ed0fcfd3	rinse the indicated place once; end this instruction		rinse the indicated place once; end this instruction	LOCAL_RINSE_CLOSE	V25_NONCORE_RETAINED
f81v	f81v.18	1	8	qokedy	7db18b2f0fb7ed0fcfd3	rinse the indicated place once; end this instruction		rinse the indicated place once; end this instruction	LOCAL_RINSE_CLOSE	V25_NONCORE_RETAINED
f81v	f81v.18	1	9	chckhy	2cc8bb3c2af19607888f	through the connected channels		through the connected channels	CHANNEL_ROUTE	V25_NONCORE_RETAINED
f81v	f81v.18	1	10	qoky	276a7c2d74d1143446f4	apply or use this portion	die aktive Portion verwenden	die aktive Portion verwenden	EXECUTE_USE	V39_CORE_REVISED
f81v	f81v.21	1	1	lsho	be0974b366c981dc1eef	begin the rinsing		begin the rinsing	APPLICATION_CLAUSE_HEAD	V25_NONCORE_RETAINED
f81v	f81v.21	1	2	qokey	08bd5ca0c2ad137a056d	warm water		warm water	APPLICATION_PHRASE	V25_NONCORE_RETAINED
f81v	f81v.21	1	3	lshedy	2e7e89e0bd12b999c280	wash once; close this pass		wash once; close this pass	SINGLE_WASH_CLOSE	V25_NONCORE_RETAINED
f81v	f81v.21	1	4	lshedy	2e7e89e0bd12b999c280	wash once; close this pass		wash once; close this pass	SINGLE_WASH_CLOSE	V25_NONCORE_RETAINED
f81v	f81v.21	1	5	chedy	6f7ff8287eddf4da9fdb	stir until evenly mixed		stir until evenly mixed	MIXING_ACTION	V25_NONCORE_RETAINED
f81v	f81v.21	1	6	qolky	c205570c49d4d93c23d3	the affected place		the affected place	APPLICATION_PHRASE	V25_NONCORE_RETAINED
f81v	f81v.21	1	7	lchedal	433713294b25b0a12f66	the lower basin		the lower basin	APPLICATION_PHRASE	V25_NONCORE_RETAINED
f81v	f81v.21	1	8	qol	dcda95c81a5460feb191	with the foregoing preparation	mit der vorigen Zubereitung weiter	mit der vorigen Zubereitung weiter	BACK_REFERENCE	V39_CORE_REVISED
f81v	f81v.21	1	9	otar	b6b654722e55729cc947	then use the lower outlet		then use the lower outlet	APPLICATION_CLAUSE_END	V25_NONCORE_RETAINED
f81v	f81v.24	1	1	ytey	a7af89ab31ce5e247395	then fill the vessel		then fill the vessel	APPLICATION_CLAUSE_HEAD	V25_NONCORE_RETAINED
f81v	f81v.24	1	2	okchedy	07913ef9b1fb773cd325	let it cool; close the rubric		let it cool; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	V25_NONCORE_RETAINED
f81v	f81v.24	1	3	qokal	308e8ea2d5d190c498e8	mix the two portions together		mix the two portions together	COMBINE_PORTIONS	V25_NONCORE_RETAINED
f81v	f81v.24	1	4	okeey	0275fbf14e07935b0a45	temper the working liquid and keep it lukewarm		temper the working liquid and keep it lukewarm	TEMPER_LUKEWARM	V25_NONCORE_RETAINED
f81v	f81v.24	1	5	qol	dcda95c81a5460feb191	with the foregoing preparation	mit der vorigen Zubereitung weiter	mit der vorigen Zubereitung weiter	BACK_REFERENCE	V39_CORE_REVISED
f81v	f81v.24	1	6	cheedy	bc4f1f5c006c74a4d26d	let it stand until ready; end this instruction		let it stand until ready; end this instruction	SETTLE_READY_CLOSE	V25_NONCORE_RETAINED
f81v	f81v.24	1	7	sal	dd0ecaf5e27d81befffc	apply it at the place indicated by the drawing	an die bezeichnete Zielstelle führen	an die bezeichnete Zielstelle führen	DESTINATION	V39_CORE_REVISED
f81v	f81v.24	1	8	teol	a06244ef1f2b37ca44c1	the first opening		the first opening	APPLICATION_PHRASE	V25_NONCORE_RETAINED
f81v	f81v.24	1	9	dchdy	d225b7a7b95da7aee437	strain it clear; close the rubric		strain it clear; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	V25_NONCORE_RETAINED
f81v	f81v.24	1	10	ly	b38d70daefd663d74625	then fill the vessel		then fill the vessel	APPLICATION_CLAUSE_HEAD	V25_NONCORE_RETAINED
f81v	f81v.27	1	1	dsheol	74c76d589d44120f647b	apply at the marked place		apply at the marked place	APPLICATION_CLAUSE_HEAD	V25_NONCORE_RETAINED
f81v	f81v.27	1	2	oiiin	2c82523794dcb7d2b343	until clear		until clear	APPLICATION_PHRASE	V25_NONCORE_RETAINED
f81v	f81v.27	1	3	olkeedy	3b70942557b3a40e8030	let the liquid settle; end this instruction		let the liquid settle; end this instruction	SETTLE_LIQUID_CLOSE	V25_NONCORE_RETAINED
f81v	f81v.27	1	4	tedy	bc4f1f5c006c74a4d26d	let it stand until ready; end this instruction		let it stand until ready; end this instruction	SETTLE_READY_CLOSE	V25_NONCORE_RETAINED
f81v	f81v.27	1	5	cheky	d904bf7b044dd3922781	over a gentle heat		over a gentle heat	GENTLE_HEAT	V25_NONCORE_RETAINED
f81v	f81v.27	1	6	shckhedy	d68bc8de3bcee09db23c	strain it once through cloth; end this instruction		strain it once through cloth; end this instruction	CLOTH_STRAIN_CLOSE	V25_NONCORE_RETAINED
