decision_id	surface	reading_id	input_category	dispatch_class	whole_family	expected_old_meaning_de	new_meaning_de	decision_basis	strongest_rival	open_slot_de	component_export_credit	historical_confirmation	observed_occurrence_count	observed_page_count	working_model_score_0_100_not_probability	working_model_level	semantic_scope	source_gdts_before	semantic_dose_hits_before_meaning	semantic_dose_hits_before_context	semantic_dose_hits_after_meaning	semantic_dose_hits_after_context	changed_fields	score_level_scope_export_evidence_unchanged	base_row_sha256	new_row_sha256	positive_evidence_sha256	counterevidence_sha256
G728-D011	dcheodaiin	dcheodaiin#GLOBAL	COUNTED_PLURAL	PORTION	MIXED_DRY_PREPARATION_PORTIONS	eine Dosis bis zur Mittelstufe trocknen und ansetzen; drei Dosen abmessen	eine Portion bis zur Mittelstufe trocknen und ansetzen; drei Portionen abmessen	MIXED_SINGULAR_AND_COUNTED_WORK_AMOUNTS	HOLD	beide Patienten und die interne Satzgrenze bleiben offen	0	H0_NONE	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	KNOWN_EXACT_WHOLE	GDT670:EXACT_WHOLE	2	2	0	0	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	3ffb6df066ba7443c4f1dd6acd3d75a946f0c4ecca855c5a6feebee4fff2f0af	da81b6941b566b410da2dc2c4c89e3740dfb303d867d13345abf74707ea23196	832c3484ab292ae99aeed562a9059cf6ee881367da9567835fe3502b1b6b0fa2	da09f4dbca2199684604af268afc304fe90cc9d15f41187bd40e46da883ee152
G728-D012	dcholdy	dcholdy#GLOBAL	SINGULAR_OBJECT	PORTION	DRY_PRODUCT_PORTION	eine Dosis fertig getrocknete Droge	eine Portion fertig getrockneter Droge	PRODUCT_AMOUNT_WITHOUT_ADMINISTRATION	TEIL	Produktstatus und Stoffidentität offen	0	H0_NONE	1	1	36	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	GDT664:EXACT_WHOLE	1	1	0	0	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	091253edd723b00ce46a94b90630ce6c5eff9e110b70152b6e5d6f9b0c1bf411	8430337b76623393f94fdc7aa9ddf3d940e59366474909796e2c2c90deef141a	8bf886afc9f3359108dd1806256b71856c41cca11cd0d7e08ca686b021f9ea62	53963c234f3c0ce3bbbe91aa942a04ae6422ec5296a1a3fd12213a4a11234c63
G728-D013	dchy	dchy#GLOBAL	SINGULAR_OBJECT	PORTION	DRY_DRUG_PORTION	Dosis Trockendroge, Grundform	eine Portion Trockendroge in Grundform	MATERIAL_AMOUNT_WITHOUT_ADMINISTRATION	MASS	absolute Einheit und Stoffidentität offen	0	H0_NONE	22	19	76	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GDT662:EXACT_WHOLE	1	1	0	0	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	ccbf6adcc108f408dfcdb2cb8aa7daa7a890711d6b5bb8792f1643c4569d940a	8b7dbb476f172ca9374d42123bd96045ee68e9606d14f0e4bf6cd34ce35798d1	5065bbd5a06684a0bb16abbf15ff57af06084952586d81301bcc97c79fcbc0da	3a9a3e5f8f86a6dd3f185beedeb8b59140a313a56c274473dfb444df749c991b
G728-D014	ddor	ddor#GLOBAL	REDUNDANT	PORTION	MEASURED_PORTION	eine Portion als Dosis abmessen	eine Portion abmessen	EXISTING_PORTION_HEAD_MAKES_DOSE_REDUNDANT	MASS	Art der Messung und absolute Einheit offen	0	H0_NONE	2	2	48	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	GDT667:EXACT_WHOLE	1	1	0	0	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	de255cadf99dd4ea485595369479e78313d4e87404786e1e5dfccc5c4696e0f4	dcdbbc19183d174c27c988d7d2bdbea7043e375802e3e5a5b145a2b8ff80f788	108d6f6b7c1ba7e0e9bc6c4a84c9a9b1568877b81dfb2b8000f0cc00b6bfb10c	3a9a3e5f8f86a6dd3f185beedeb8b59140a313a56c274473dfb444df749c991b
G728-D015	dedy	dedy#GLOBAL	SINGULAR_OBJECT	PORTION	PROCESSED_WORK_PORTION	miss eine Dosis auf Mittelstufe ab und stelle sie fertig	eine Portion auf Mittelstufe abmessen und fertigstellen	WORK_PORTION_WITH_MEASURING_ACTION	HOLD	Patient und Stufenachse bleiben Ganzwortdefaults	0	H0_NONE	3	3	56	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	GDT667:EXACT_WHOLE	1	1	0	0	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	b2902a21d26b52137dab30075229319808d1dfe64feea1b317486f45d0761941	48f99873fd84aea56174c84066061cc5ca8d1d999a0cf95ef69fac2afb376dec	b1ffde5846052403deee61236a97e11163306eb7831fee353d3eef4e0686f429	3a9a3e5f8f86a6dd3f185beedeb8b59140a313a56c274473dfb444df749c991b
G728-D016	deeedy	deeedy#GLOBAL	COMPOUND	PORTION	FINAL_WORK_PORTION	messe die Enddosis ab und schließe nach langer Stufe ab	die letzte Portion abmessen und nach langer Stufe abschließen	FINAL_POSITION_IN_WORK_SEQUENCE_NOT_POSOLOGY	WERT	Endfunktion und Patient bleiben Ganzwortdefaults	0	H0_NONE	2	2	8	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	KNOWN_EXACT_WHOLE	GDT665:EXACT_WHOLE	1	1	0	0	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	c525a80d0d92170c0101345cf41009b6c2c54bfd8f6308d5d060a14c659c4009	f6e34195b57f1f5e5f86367d2e8565f6802079f6bdae13d3e138e9caf9754524	7ea7cf51a3a7dcf0b39aac5b2176dc45a98e33824144431e4c07d26d3f0acef5	1f186d2da68a7959e502e4ad4054c99e67717d4a547b4573b6088e06a569b567
G728-D017	deey	deey#GLOBAL	COMPOUND	PORTION	FINAL_WORK_PORTION	die Enddosis abmessen	die letzte Portion abmessen	FINAL_POSITION_IN_WORK_SEQUENCE_NOT_POSOLOGY	WERT	Endfunktion und Patient bleiben Ganzwortdefaults	0	H0_NONE	7	7	71	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GDT666:EXACT_WHOLE	1	1	0	0	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	eb568c4ca1f265ec3a1d15b6713d324a0543e8bf28dae2496b69f1e698e093db	4822f87e8faff84f68492b33a49316c44798a40c2964b4959383fc641d030461	15a7672ff88593144621ee491ec9b62604e9d5cd9ab72d1304da5b1ec519f8c2	3a9a3e5f8f86a6dd3f185beedeb8b59140a313a56c274473dfb444df749c991b
G728-D018	dey	dey#GLOBAL	SINGULAR_OBJECT	PORTION	PROCESSED_WORK_PORTION	miss eine Dosis auf Mittelstufe ab und schließe den Posten	eine Portion auf Mittelstufe abmessen und den Posten abschließen	WORK_PORTION_WITH_MEASURING_ACTION	HOLD	Patient und Stufenachse bleiben Ganzwortdefaults	0	H0_NONE	2	2	8	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	KNOWN_CONTEXT_LICENSED	GDT667:CONTEXT_SHORT_DEFAULT	1	1	0	0	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	30f30386e87a856a432695ef1dd79b6e05bb0342b0b589265c8243882d51a5d2	b13ccdd576687eac2930be51b0f8b647f08c18e6ff510c7930a3f93862197b36	e592cc558baf7540b11fec0a877e9eb7d1b281d1ec19a36539fd45fcc82b3791	eee3476eaffe2e10bac3f50041c68d51f29273ecbbbae96a53d2fdcc47a1c804
G728-D019	dlshedy	dlshedy#GLOBAL	SINGULAR_OBJECT	PORTION	WOOD_DRUG_WORK_PORTION	eine Dosis Holzdroge bis zur Mittelstufe einweichen und abschließen	eine Portion Holzdroge bis zur Mittelstufe einweichen und abschließen	WORK_PORTION_WITH_VISIBLE_MATERIAL_HEAD	HOLD	Holzstoffidentität und Prozesspatient offen	0	H0_NONE	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	KNOWN_EXACT_WHOLE	GDT666:EXACT_WHOLE	1	1	0	0	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	948af90761d38ae22c5bc02eed36f93c0845d37df748eb1f4846c3e80479fb32	591e5515fa32f4d60beeb3543486a5c33582a8fc7f5d233b850a68fca92262cb	6fc542e55cbe2394a3e53055f94c38d7be787f10cdf313b2be001e7e63cb2d9b	da09f4dbca2199684604af268afc304fe90cc9d15f41187bd40e46da883ee152
G728-D020	dochod	dochod#GLOBAL	SINGULAR_OBJECT	PORTION	DRY_PREPARATION_PRODUCT_PORTION	eine Dosis abgeschlossener Trockenansatz	eine Portion abgeschlossenen Trockenansatzes	PRODUCT_AMOUNT_WITHOUT_ADMINISTRATION	TEIL	Produktstatus und Stoffidentität offen	0	H0_NONE	1	1	36	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	GDT664:EXACT_WHOLE	1	1	0	0	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	d0277175244977abc9d03248ba87c5cc24987106057bbfb03e94bc2f6a1bac20	9f64f731d7e4ddbd42402270932b82e31ca137ce872e916ee1e045590ee79364	8bf886afc9f3359108dd1806256b71856c41cca11cd0d7e08ca686b021f9ea62	53963c234f3c0ce3bbbe91aa942a04ae6422ec5296a1a3fd12213a4a11234c63
G728-D021	dolas	dolas#GLOBAL	SINGULAR_OBJECT	TEIL	PARTITIVE_MATERIAL_MEASURE	eine Dosis Drogenstoff als gleiche Charge abmessen	Drogenstoff anteilig abmessen	EXACT_WHOLE_PART_OR_RATIO_LINK_OUTRANKS_PORTION	PORTION	Gleichheit und Anzahl der Teile sowie absolute Einheit offen	0	H0_NONE	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	KNOWN_EXACT_WHOLE	GDT667:EXACT_WHOLE	1	1	0	0	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	eefea508cbddc9b8822be581ee491daa6d2f8bbca720a5fd3b80311825ea7d09	d5f438183c0d1a803ee2a82a2d1519942e91cf5ea2c4d14f58e1aeb58e71ebb9	277b03710de46aa51a61ccbb0e69f65bb0d8357d9cd2878229ddcb621323f964	da09f4dbca2199684604af268afc304fe90cc9d15f41187bd40e46da883ee152
G728-D022	doly	doly#GLOBAL	SINGULAR_OBJECT	MASS	DECANTED_LIQUID_MEASURE	eine Dosis Abguss	ein Maß Abguss	EXACT_WHOLE_MEASURE_FAMILY_PLUS_DECANTED_LIQUID	PORTION	absolute Einheit und Flüssigkeitsidentität offen	0	H0_NONE	4	4	48	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	GDT662:EXACT_WHOLE	1	1	0	0	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	5c5c20bb9c3603373291c69d7a610f9d3a92199329ef1d89dac4d317bd70e761	ef3ce2d420d13310400222d4ee44165dfc298e5596761794fe9383bd4ba8afd2	fd472defd4088e5cce2b6d91c4e29fdbc06b9c4b143c1f379fa773af134d3a84	3a9a3e5f8f86a6dd3f185beedeb8b59140a313a56c274473dfb444df749c991b
G728-D023	dosg	dosg#GLOBAL	SINGULAR_OBJECT	PORTION	RESIDUE_PORTION	eine Dosis Rückstand	eine Portion Rückstand	PRODUCT_AMOUNT_WITHOUT_ADMINISTRATION	HOLD	Singleton-W0; Rückstand und Menge bleiben schwach	0	H0_NONE	1	1	0	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	KNOWN_EXACT_WHOLE	GDT663:EXACT_WHOLE	1	1	0	0	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	5623f586933663824ff01026606bda47db0ac6b9aebaca408d95b1d53c52090b	2f785d0a9af1432f4f50a8f32447d72fd753f9ecfb8dbc8078eb75c355b29fd2	154054e21607d7772b994cac3f265c38f3a951e45140a2a154652c7976c0977d	da09f4dbca2199684604af268afc304fe90cc9d15f41187bd40e46da883ee152
G728-D024	dsheol	dsheol#GLOBAL	SINGULAR_OBJECT	PORTION	SOAKED_DRUG_PORTION	eine Dosis eingeweichte Droge	eine Portion eingeweichter Droge	MATERIAL_AMOUNT_WITHOUT_ADMINISTRATION	MASS	absolute Einheit und Stoffidentität offen	0	H0_NONE	9	9	66	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GDT664:EXACT_WHOLE	1	1	0	0	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	0af4ccb7e56879352cf3c986625caf58c60b93cd2d5cd258530ba3217eca92f6	37d1f7a55965a3bf092751a1a89c3f9c942f1d02fdb7a215c6c389cdc25ecc04	cf57173ca25913788017f12a1f15ec51a8d9a3460504b53d212339152cf5f925	3a9a3e5f8f86a6dd3f185beedeb8b59140a313a56c274473dfb444df749c991b
G728-D025	dsho	dsho#GLOBAL	SINGULAR_OBJECT	PORTION	MOIST_PREPARATION_PORTION	eine Dosis Feuchtansatz abmessen	eine Portion Feuchtansatz abmessen	WORK_PORTION_WITH_VISIBLE_PREPARATION_HEAD	MASS	absolute Einheit und Ansatzidentität offen	0	H0_NONE	6	6	71	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GDT669:EXACT_WHOLE	1	1	0	0	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	4fb9b8cd06cdd0522c0ab91b80101d5a5997155511e22ea53d55faa6c27ec277	ec50fcafec57d924b59e5590054d57ce633cd35e212684f4d877d51b141585a9	c6abe9fbf5fb5d33bcaaba62ff8dfaf4cd072d5cc6001d5bbe996ded08bbc82a	3a9a3e5f8f86a6dd3f185beedeb8b59140a313a56c274473dfb444df749c991b
G728-D026	dshoy	dshoy#GLOBAL	COMPOUND	PORTION	SOAKED_PREPARATION_PORTION	eine leicht eingeweichte Ansatzdosis abmessen	eine Portion leicht eingeweichten Ansatzes abmessen	PREPARATION_AMOUNT_WITHOUT_ADMINISTRATION	MASS	absolute Einheit und Ansatzidentität offen	0	H0_NONE	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	KNOWN_EXACT_WHOLE	GDT666:EXACT_WHOLE	1	1	0	0	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	6aba5dccd32913809fa7e22dc331c17122e43577614f9e7109877ecd2032eca0	36d1bdc2f4c1be5ea645b0adc1d200d5b4a5343a3808f433f0028bc62d760d1c	6fc542e55cbe2394a3e53055f94c38d7be787f10cdf313b2be001e7e63cb2d9b	da09f4dbca2199684604af268afc304fe90cc9d15f41187bd40e46da883ee152
G728-D027	dshy	dshy#GLOBAL	SINGULAR_OBJECT	PORTION	MOIST_DRUG_PORTION	eine Dosis leicht angefeuchtete Droge	eine Portion leicht angefeuchteter Droge	MATERIAL_AMOUNT_WITHOUT_ADMINISTRATION	MASS	absolute Einheit und Stoffidentität offen	0	H0_NONE	6	6	61	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GDT664:EXACT_WHOLE	1	1	0	0	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	617ddff8a51e6dacf03822d6fc78836cbd7951182076461ce90a9b83f02ad1c2	e39f8f8351e7845574d39aa4c62368a8e38a2760ea4ee5a222be912709930812	46e322444c96fb144265987a3c013b0d3cf64a9c504d01b36072eaee71e1d867	3a9a3e5f8f86a6dd3f185beedeb8b59140a313a56c274473dfb444df749c991b
