edition	rank	id	anchor	length	leaf_count	occurrences	branches	repeated_branch	same_occurrence_start_set	row_status
IT2a	40	Abf55d3d8b83b	sheey qokol cheol	3	2	2	2	False	NONE	recorded
IT2a	41	A42c7ab102533	shey okain chedy	3	2	2	2	False	NONE	recorded
IT2a	42	Af847f743565e	shey qokaiin chedy	3	2	2	2	False	NONE	recorded
IT2a	43	Ae819a02ec277	shey qokar shedy	3	2	2	2	False	NONE	recorded
IT2a	44	A1a10d758480d	ykeey okeey cheor	3	2	2	2	False	NONE	recorded
IT2a	45	A81d532240357	chedy qokeey qokeey	3	3	3	3	False	NONE	recorded
IT2a	46	A7ad95e9f33b9	chedy qol chedy	3	2	2	2	False	NONE	recorded
IT2a	47	Ab90fb9e34b1f	daiin daiin dal	3	2	2	2	False	NONE	recorded
IT2a	48	A45dbe4ff37b6	dal chdy dal	3	2	2	2	False	NONE	recorded
IT2a	49	A60d7c57d6beb	or or aiin	3	2	2	2	False	NONE	recorded
IT2a	50	A4bddca118010	otedy ar ar	3	2	2	2	False	NONE	recorded
IT2a	51	A5c2ee3885d1b	otedy qokedy qokedy	3	2	2	2	False	NONE	recorded
IT2a	52	Afe4256d607c3	qokedy lchedy qokedy	3	2	2	2	False	NONE	recorded
IT2a	53	Ab18202e8e183	qol chedy qol	3	2	2	2	False	NONE	recorded
IT2a	54	Aad38e17c8a37	shedy qokar shedy	3	2	2	2	False	NONE	recorded
IT2a	55	A50800165bc52	sheey or or	3	2	2	2	False	NONE	recorded
RF1b	1	Af98520f78482	chey qokeey okeey	3	2	2	2	False	NONE	recorded
RF1b	2	A67826fe629a7	chey qol chedy	3	2	2	2	False	NONE	recorded
RF1b	3	A3e72ceb20b40	cho s chol	3	2	2	2	False	NONE	recorded
RF1b	4	A4c3293d97584	daiin cthor chol	3	2	2	2	False	NONE	recorded
RF1b	5	A4b187d776e90	okaiin otaiin otar	3	2	2	2	False	NONE	recorded
RF1b	6	A1b5396149030	or aiiin qokaiin	3	2	2	2	False	NONE	recorded
RF1b	7	Ad1f2c3f328e4	qol cheey chey	3	2	2	2	False	NONE	recorded
RF1b	8	A60833ef694b2	s ar cheor	3	2	2	2	False	NONE	recorded
RF1b	9	A0c789fbb0d8e	shedy qokeedy qokedy	3	2	2	2	False	NONE	recorded
RF1b	10	A86e45bc041d2	ol chey chey	3	2	2	2	False	NONE	recorded
