rank	score	strict_eligible	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	unknown_ordinal	unknown_surface	previous	following	proposed_default_de	proposal_basis	proposal_strength	proposed_complete_translation_de
11	5299400	0	f83v	f83v.30	B	B	2	6	5	0	0	1	1	0.833333	5	5	1	0	qokaiin chedy qokal otal chedy qotals	heiß, Grad III | getrockneter Zustand | heiße Substanz | Ansatz aus kaltem Rohstoff, Form I | getrockneter Zustand | [qotals:?]	V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | GDT644:ROUND_01 | V13:TARGET_SURFACE_DEFAULT | OPEN	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE	6	qotals	6	qotals	chedy	<EOS>	kalt, Rohstoff	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	heiß, Grad III; getrockneter Zustand; heiße Substanz; Ansatz aus kaltem Rohstoff, Form I; getrockneter Zustand; kalt, Rohstoff
12	5299400	0	f8v	f8v.9	H	A	1	6	5	3	0	1	1	0.833333	5	5	1	0	shol orchl chokchy chol cthor chaiin	feucht; nominal feuchtes Gut/Material | [orchl:?] | Trockenansatz: heiß-trockene Grundform | trocken; nominal trockenes Gut/Material | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | trocken, Grad III	V13:MOIST_OL_FORM | OPEN | GDT644:ROUND_03 | V13:DRY_OL_FORM | GDT638:ROUND_04 | V13:QUALITY_DEGREE_SERIES	KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED	2	orchl	2	orchl	shol	chokchy	Portion/Zutat, Zubereitung/Ansatz	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	feucht; nominal feuchtes Gut/Material; Portion/Zutat, Zubereitung/Ansatz; Trockenansatz: heiß-trockene Grundform; trocken; nominal trockenes Gut/Material; Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge; trocken, Grad III
13	5209400	1	f4r	f4r.4	H	A	1	6	5	1	0	0	1	0.833333	6	6	1	1	qotchol chy yty daiin okaiin cthy	Material: kalt und trocken | trocken, Grundform | [yty:?] | Grad-/Maßwert III | heiß, Grad III, im Ansatzrahmen | CTH-Drogenmaterial	GDT638:ROUND_05 | V13:TARGET_SURFACE_DEFAULT | OPEN | V13:CONTEXTUAL_VALUE_SERIES | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	3	yty	3	yty	chy	daiin	Grundform	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	Material: kalt und trocken; trocken, Grundform; Grundform; Grad-/Maßwert III; heiß, Grad III, im Ansatzrahmen; CTH-Drogenmaterial
14	5199400	0	f75v	f75v.65	B	B	2	6	5	3	0	1	1	0.833333	4	4	1	0	qokal dain dain o qoky daiin	heiße Substanz | Grad-/Maßwert II | Grad-/Maßwert II | [o:?] | heiße Grundform | Grad-/Maßwert III	V13:TARGET_SURFACE_DEFAULT | V13:CONTEXTUAL_VALUE_SERIES | V13:CONTEXTUAL_VALUE_SERIES | OPEN | GDT638:ROUND_13 | V13:CONTEXTUAL_VALUE_SERIES	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED	4	o	4	o	dain	qoky	Zubereitung/Ansatz	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	heiße Substanz; Grad-/Maßwert II; Grad-/Maßwert II; Zubereitung/Ansatz; heiße Grundform; Grad-/Maßwert III
15	5099400	0	f49r	f49r.10	H	A	1	6	5	1	0	2	1	0.833333	4	5	1	0	sho r choiin shor shor shy	feuchter Ansatz | [r:?] | trockene Zubereitungsform III | Blüten-/Fruchtstand; reproduktiver Teil | Blüten-/Fruchtstand; reproduktiver Teil | feucht, Grundform	V13:TARGET_SURFACE_DEFAULT | OPEN | GDT638:ROUND_02 | V13:PART_OR_FORM | V13:PART_OR_FORM | GDT639:ROUND_08	KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	2	r	2	r	sho	choiin	r: ungeklärt	NO_VISIBLE_COMPOSITION_NO_FILLER	OPEN	feuchter Ansatz; r: ungeklärt; trockene Zubereitungsform III; Blüten-/Fruchtstand; reproduktiver Teil; Blüten-/Fruchtstand; reproduktiver Teil; feucht, Grundform
16	5099400	0	f8v	f8v.8	H	A	1	6	5	4	0	1	1	0.833333	4	5	1	0	okcholksh chol chol chol cthaiin dain	[okcholksh:?] | trocken; nominal trockenes Gut/Material | trocken; nominal trockenes Gut/Material | trocken; nominal trockenes Gut/Material | Blatt-/Krautgut, Menge/Klasse III | Grad-/Maßwert II	OPEN | V13:DRY_OL_FORM | V13:DRY_OL_FORM | V13:DRY_OL_FORM | V13:PART_VALUE_SERIES | V13:CONTEXTUAL_VALUE_SERIES	UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE	1	okcholksh	1	okcholksh	<BOS>	chol	okcholksh: ungeklärt	OPAQUE_REMAINDER_NO_FORCED_COMPOSITION	OPEN	okcholksh: ungeklärt; trocken; nominal trockenes Gut/Material; trocken; nominal trockenes Gut/Material; trocken; nominal trockenes Gut/Material; Blatt-/Krautgut, Menge/Klasse III; Grad-/Maßwert II
17	4299500	0	f32r	f32r.13	H	A	1	5	4	2	0	1	1	0.800000	3	3	1	0	otcho rol dain daiin cthy	[otcho:?] | Wurzelstoff | Qualitätsgrad II | Grad-/Maßwert III | CTH-Drogenmaterial	OPEN | V13:SCOPED_CONCRETE_HEAD_FORM | V13:CONTEXTUAL_VALUE_SERIES | V13:CONTEXTUAL_VALUE_SERIES | V13:TARGET_SURFACE_DEFAULT	UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE	1	otcho	1	otcho	<BOS>	rol	kalt, Zubereitung/Ansatz	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	kalt, Zubereitung/Ansatz; Wurzelstoff; Qualitätsgrad II; Grad-/Maßwert III; CTH-Drogenmaterial
18	4299500	0	f35r	f35r.9	H	A	1	5	4	0	0	0	1	0.800000	4	5	1	0	paiin chear aiin chear shorchaiin	Pulver, Typ/Charge III | trockene Fraktion I | Menge III | trockene Fraktion I | [shorchaiin:?]	V13:SCOPED_CONCRETE_HEAD_FORM | GDT639:ROUND_05 | V13:TARGET_SURFACE_DEFAULT | GDT639:ROUND_05 | OPEN	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	5	shorchaiin	5	shorchaiin	chear	<EOS>	Samendroge: Portion/Zutat	VISIBLE_HEAD_PLUS_FIELD_COMPOSITION	MEDIUM	Pulver, Typ/Charge III; trockene Fraktion I; Menge III; trockene Fraktion I; Samendroge: Portion/Zutat
19	4299500	0	f47v	f47v.9	H	A	1	5	4	3	0	0	1	0.800000	4	4	1	0	qotcheey chety chol chol dain	[qotcheey:?] | trocken-kalte gebundene Form | trocken; nominal trockenes Gut/Material | trocken; nominal trockenes Gut/Material | Qualitätsgrad II	OPEN | V13:TARGET_SURFACE_DEFAULT | V13:DRY_OL_FORM | V13:DRY_OL_FORM | V13:CONTEXTUAL_VALUE_SERIES	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED	1	qotcheey	1	qotcheey	<BOS>	chety	kalt, Grundform	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	kalt, Grundform; trocken-kalte gebundene Form; trocken; nominal trockenes Gut/Material; trocken; nominal trockenes Gut/Material; Qualitätsgrad II
20	4299500	0	f6r	f6r.12	H	A	1	5	4	2	1	0	1	0.800000	5	5	1	1	or shol cthom chor cthy	Teil-/Nominalträger; genaue Basisbedeutung offen | feucht; nominal feuchtes Gut/Material | [cthom:?] | Pflanzen-/Reproduktionsteil | CTH-Drogenmaterial	V13:NOMINAL_PART_CARRIER | V13:MOIST_OL_FORM | OPEN | V13:PART_OR_FORM | V13:TARGET_SURFACE_DEFAULT	AMBIGUOUS_ACTIVE_RIVAL | KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE	3	cthom	3	cthom	shol	chor	Blatt-/Krautansatz, Einheit/Maß I	MANUAL_COMPOSITION:cth plant-drug head + o preparation + m unit I	MEDIUM	Teil-/Nominalträger; genaue Basisbedeutung offen; feucht; nominal feuchtes Gut/Material; Blatt-/Krautansatz, Einheit/Maß I; Pflanzen-/Reproduktionsteil; CTH-Drogenmaterial
21	4299500	0	f82r	f82r.19	B	B	2	5	4	2	0	1	1	0.800000	4	4	1	0	okain char okain qokeedy lchy	heiß im Zubereitungsrahmen, Grad II | [char:?] | heiß im Zubereitungsrahmen, Grad II | heißer Zustand, Bindungsstufe II | Drogenholz, trockene Grundform	V13:QUALITY_DEGREE_SERIES | OPEN | V13:QUALITY_DEGREE_SERIES | V13:TARGET_SURFACE_DEFAULT | V13:SCOPED_RESIDUAL_HEAD_FORM	KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	2	char	2	char	okain	okain	trocken, Fraktion	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	heiß im Zubereitungsrahmen, Grad II; trocken, Fraktion; heiß im Zubereitungsrahmen, Grad II; heißer Zustand, Bindungsstufe II; Drogenholz, trockene Grundform
22	4299500	0	f83r	f83r.43	B	B	2	5	4	1	0	1	1	0.800000	3	3	1	0	daiin sheol chedy qotal sar	Grad-/Maßwert III | feuchtes Material | getrockneter Zustand | [qotal:?] | Samenfraktion I	V13:CONTEXTUAL_VALUE_SERIES | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | OPEN | V13:SCOPED_RESIDUAL_HEAD_FORM	KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE	4	qotal	4	qotal	chedy	sar	kalt, Rohstoff	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	Grad-/Maßwert III; feuchtes Material; getrockneter Zustand; kalt, Rohstoff; Samenfraktion I
23	4199500	0	f15r	f15r.15	H	A	1	5	4	1	0	2	1	0.800000	2	2	1	0	qotchor chaiin chy kol daky	kalt-trockene Drogenportion | trocken, Grad III | trocken, Grundform | heiß; nominal heißes Gut/Material | [daky:?]	GDT639:ROUND_01 | V13:QUALITY_DEGREE_SERIES | V13:TARGET_SURFACE_DEFAULT | V13:HOT_OL_FORM | OPEN	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE	5	daky	5	daky	kol	<EOS>	Grundform	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	kalt-trockene Drogenportion; trocken, Grad III; trocken, Grundform; heiß; nominal heißes Gut/Material; Grundform
24	4199500	0	f37v	f37v.9	H	A	1	5	4	3	0	1	1	0.800000	4	4	1	0	dor chor sho daiiin daiin	[dor:?] | Pflanzen-/Reproduktionsteil | feuchter Ansatz | Grad-/Maßwert IV | Grad-/Maßwert III	OPEN | V13:PART_OR_FORM | V13:TARGET_SURFACE_DEFAULT | V13:CONTEXTUAL_VALUE_SERIES | V13:CONTEXTUAL_VALUE_SERIES	UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED	1	dor	1	dor	<BOS>	chor	Portion/Zutat	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	Portion/Zutat; Pflanzen-/Reproduktionsteil; feuchter Ansatz; Grad-/Maßwert IV; Grad-/Maßwert III
25	4109500	1	f18r	f18r.12	H	A	1	5	4	1	0	0	1	0.800000	5	5	1	1	ychair cthol daiin qokchy cthy	[ychair:?] | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | Qualitätsgrad III | heiß-trocken | CTH-Drogenmaterial	OPEN | GDT644:ROUND_02 | V13:CONTEXTUAL_VALUE_SERIES | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	1	ychair	1	ychair	<BOS>	cthol	ychair: ungeklärt	NO_VISIBLE_COMPOSITION_NO_FILLER	OPEN	ychair: ungeklärt; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge; Qualitätsgrad III; heiß-trocken; CTH-Drogenmaterial
26	4109500	1	f4r	f4r.8	H	A	1	5	4	3	0	0	1	0.800000	5	5	1	1	shor shol shol cthy cpholdy	Blüten-/Fruchtstand; reproduktiver Teil | feucht; nominal feuchtes Gut/Material | feucht; nominal feuchtes Gut/Material | CTH-Drogenmaterial | [cpholdy:?]	V13:PART_OR_FORM | V13:MOIST_OL_FORM | V13:MOIST_OL_FORM | V13:TARGET_SURFACE_DEFAULT | OPEN	KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	5	cpholdy	5	cpholdy	cthy	<EOS>	cpholdy: ungeklärt	OPAQUE_REMAINDER_NO_FORCED_COMPOSITION	OPEN	Blüten-/Fruchtstand; reproduktiver Teil; feucht; nominal feuchtes Gut/Material; feucht; nominal feuchtes Gut/Material; CTH-Drogenmaterial; cpholdy: ungeklärt
27	4099500	0	f19v	f19v.4	H	A	1	5	4	1	0	2	1	0.800000	3	3	1	0	ytch chcthy qotol daiin daiin	[ytch:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | kaltes Material | Qualitätsgrad III | Grad-/Maßwert III	OPEN | V13:DRY_CTH_MATERIAL | V13:TARGET_SURFACE_DEFAULT | V13:CONTEXTUAL_VALUE_SERIES | V13:CONTEXTUAL_VALUE_SERIES	UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	1	ytch	1	ytch	<BOS>	chcthy	ytch: ungeklärt	NO_VISIBLE_COMPOSITION_NO_FILLER	OPEN	ytch: ungeklärt; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; kaltes Material; Qualitätsgrad III; Grad-/Maßwert III
