audit_id	round	surface	page	locus	section	language	hand	token_ordinal	line_position	previous	following	zl3b_line	it2a_line	rf1b_line	reader_support	reader_support_note	reader_exact	split_normalized	before_state	before_gloss	after_gloss	known_other_tokens	clean_known_other_tokens	local_before_de	local_after_de	flags	thermal_reader_rival	hard_collision	verdict	review_reason
G644-A01-011	1	otal	f106v	f106v.19	S	B	3	3	MEDIAL	otaiin	chedy	darshy otaiin otal chedy r ain olaiin otaiin sain	dar shy otaiin otal chedy rain olaiin otaiin sain	dar shy otaiin otal che y r ain olaiin otaiin sain	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	4	2	[darshy:?] | kalt im Zubereitungsrahmen, Grad III | [otal:?] | getrockneter Zustand | [r:?] | Menge-/Klassenwert II | [olaiin:?] | kalt im Zubereitungsrahmen, Grad III | [sain:?]	[darshy:?] | kalt im Zubereitungsrahmen, Grad III | Ansatz aus kaltem Rohstoff, Form I | getrockneter Zustand | [r:?] | Menge-/Klassenwert II | [olaiin:?] | kalt im Zubereitungsrahmen, Grad III | [sain:?]	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G644-A01-012	1	otal	f107r	f107r.41	S	B	3	5	MEDIAL	qokal	otam	qokaiin ar ockhey qokal otal otam	qokain ar ockhey qokal otal otam	qokaiin ar ockhey qokal otal otam	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	2	1	heiß, Grad III | [ar:?] | [ockhey:?] | heiße Substanz | [otal:?] | [otam:?]	heiß, Grad III | [ar:?] | [ockhey:?] | heiße Substanz | Ansatz aus kaltem Rohstoff, Form I | [otam:?]	FEWER_THAN_TWO_CLEAN_COMPANIONS	0	0	OPAQUE_OR_UNSTABLE_CONTEXT	all-reader exact target but fewer than two clean already glossed companion positions
G644-A01-013	1	otal	f107r	f107r.43	S	B	3	7	MEDIAL	chykaiin	taiin	okeear ay daiin sheody ykchedy chykaiin otal taiin chotaiir aram	okeear aithy daiin sheody ykchedy chykaiin otal taiin chotaiin aram	okeear ay daiin sheody ykchedy chykaiin otal taiin chotaiin aram	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	2	2	[okeear:?] | [ay:?] | Grad-/Maßwert III | [sheody:?] | [ykchedy:?] | [chykaiin:?] | [otal:?] | kalt, Grad III | [chotaiir:?] | [aram:?]	[okeear:?] | [ay:?] | Grad-/Maßwert III | [sheody:?] | [ykchedy:?] | [chykaiin:?] | Ansatz aus kaltem Rohstoff, Form I | kalt, Grad III | [chotaiir:?] | [aram:?]	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G644-A01-014	1	otal	f107r	f107r.46	S	B	3	8	MEDIAL	aiin	taiin	sar cheey qodaiin qokaiin ol cheor aiin otal taiin qokaiin otal alkal	sar cheey qodaiin qokaiin ol cheor aiin otal taiin qokaiin otal alkal	sar cheey qodaiin qokaiin ol cheor aiin otal taiin qokaiin otal alkal	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	7	6	Samenfraktion I | [cheey:?] | [qodaiin:?] | heiß, Grad III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenteil | Menge III | [otal:?] | kalt, Grad III | heiß, Grad III | [otal:?] | [alkal:?]	Samenfraktion I | [cheey:?] | [qodaiin:?] | heiß, Grad III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenteil | Menge III | Ansatz aus kaltem Rohstoff, Form I | kalt, Grad III | heiß, Grad III | Ansatz aus kaltem Rohstoff, Form I | [alkal:?]	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G644-A01-015	1	otal	f107r	f107r.46	S	B	3	11	MEDIAL	qokaiin	alkal	sar cheey qodaiin qokaiin ol cheor aiin otal taiin qokaiin otal alkal	sar cheey qodaiin qokaiin ol cheor aiin otal taiin qokaiin otal alkal	sar cheey qodaiin qokaiin ol cheor aiin otal taiin qokaiin otal alkal	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	7	6	Samenfraktion I | [cheey:?] | [qodaiin:?] | heiß, Grad III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenteil | Menge III | [otal:?] | kalt, Grad III | heiß, Grad III | [otal:?] | [alkal:?]	Samenfraktion I | [cheey:?] | [qodaiin:?] | heiß, Grad III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenteil | Menge III | Ansatz aus kaltem Rohstoff, Form I | kalt, Grad III | heiß, Grad III | Ansatz aus kaltem Rohstoff, Form I | [alkal:?]	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G644-A01-016	1	otal	f107r	f107r.51	S	B	3	6	MEDIAL	cheey	otal	sar ain chol ol cheey otal otal ol otchy qoky otaily	sar ain chol olcheey otal otal ol otchy qoky otaily	sar ain chol ol cheey otal otal ol otchy qoky otaily	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	6	4	Samenfraktion I | Menge-/Klassenwert II | trocken; nominal trockenes Gut/Material | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [cheey:?] | [otal:?] | [otal:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [otchy:?] | heiße Grundform | [otaily:?]	Samenfraktion I | Menge-/Klassenwert II | trocken; nominal trockenes Gut/Material | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [cheey:?] | Ansatz aus kaltem Rohstoff, Form I | Ansatz aus kaltem Rohstoff, Form I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [otchy:?] | heiße Grundform | [otaily:?]	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G644-A01-017	1	otal	f107r	f107r.51	S	B	3	7	MEDIAL	otal	ol	sar ain chol ol cheey otal otal ol otchy qoky otaily	sar ain chol olcheey otal otal ol otchy qoky otaily	sar ain chol ol cheey otal otal ol otchy qoky otaily	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	6	4	Samenfraktion I | Menge-/Klassenwert II | trocken; nominal trockenes Gut/Material | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [cheey:?] | [otal:?] | [otal:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [otchy:?] | heiße Grundform | [otaily:?]	Samenfraktion I | Menge-/Klassenwert II | trocken; nominal trockenes Gut/Material | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [cheey:?] | Ansatz aus kaltem Rohstoff, Form I | Ansatz aus kaltem Rohstoff, Form I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [otchy:?] | heiße Grundform | [otaily:?]	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G644-A01-018	1	otal	f107v	f107v.1	S	B	3	10	MEDIAL	chody	cheey	kaisar olkeeey otalkchy lkaiin otody qokair lkal chey chody otal cheey	kaisar olkeeey otalkchy lkaiin otedy qokair lkal chey chody otal cheey	kais r alkeeey otalkchy lkaiin oto y qokair lkal chey chody otal cheey	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	0	0	[kaisar:?] | [olkeeey:?] | [otalkchy:?] | [lkaiin:?] | [otody:?] | [qokair:?] | [lkal:?] | [chey:?] | [chody:?] | [otal:?] | [cheey:?]	[kaisar:?] | [olkeeey:?] | [otalkchy:?] | [lkaiin:?] | [otody:?] | [qokair:?] | [lkal:?] | [chey:?] | [chody:?] | Ansatz aus kaltem Rohstoff, Form I | [cheey:?]	FEWER_THAN_TWO_CLEAN_COMPANIONS	0	0	OPAQUE_OR_UNSTABLE_CONTEXT	all-reader exact target but fewer than two clean already glossed companion positions
G644-A01-019	1	otal	f107v	f107v.13	S	B	3	5	MEDIAL	qokair	qokaiin	ycheey qokain ockheody qokair otal qokaiin otal shoy qokaiin dalam	ycheey qokain ockheody qokair otal qokaiin otal shoeky qokaiin dalam	ychee qokain ockheo y qokair otal qokaiin otal shoy qokaiin dalam	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	3	3	[ycheey:?] | heiß, Grad II | [ockheody:?] | [qokair:?] | [otal:?] | heiß, Grad III | [otal:?] | [shoy:?] | heiß, Grad III | [dalam:?]	[ycheey:?] | heiß, Grad II | [ockheody:?] | [qokair:?] | Ansatz aus kaltem Rohstoff, Form I | heiß, Grad III | Ansatz aus kaltem Rohstoff, Form I | [shoy:?] | heiß, Grad III | [dalam:?]	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G644-A01-020	1	otal	f107v	f107v.13	S	B	3	7	MEDIAL	qokaiin	shoy	ycheey qokain ockheody qokair otal qokaiin otal shoy qokaiin dalam	ycheey qokain ockheody qokair otal qokaiin otal shoeky qokaiin dalam	ychee qokain ockheo y qokair otal qokaiin otal shoy qokaiin dalam	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	3	3	[ycheey:?] | heiß, Grad II | [ockheody:?] | [qokair:?] | [otal:?] | heiß, Grad III | [otal:?] | [shoy:?] | heiß, Grad III | [dalam:?]	[ycheey:?] | heiß, Grad II | [ockheody:?] | [qokair:?] | Ansatz aus kaltem Rohstoff, Form I | heiß, Grad III | Ansatz aus kaltem Rohstoff, Form I | [shoy:?] | heiß, Grad III | [dalam:?]	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G644-A01-021	1	otal	f107v	f107v.2	S	B	3	7	MEDIAL	qokedy	chedy	daiin dckhy ol daiin chkal qokedy otal chedy oteos aiin otar alkain ol	daiin dckhy ol daiin chkal qokedy otal chedy oteos aiin otar alkain ol	daiin dckhy ol daiin chkal qokedy otal chedy oteos aiin otar alkain ol	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	6	4	Grad-/Maßwert III | [dckhy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | [chkal:?] | [qokedy:?] | [otal:?] | getrockneter Zustand | [oteos:?] | Menge III | [otar:?] | [alkain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grad-/Maßwert III | [dckhy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | [chkal:?] | [qokedy:?] | Ansatz aus kaltem Rohstoff, Form I | getrockneter Zustand | [oteos:?] | Menge III | [otar:?] | [alkain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G644-A01-022	1	otal	f107v	f107v.23	S	B	3	8	MEDIAL	opalkar	otar	palchar ar akaiiky char raikchy opchain opalkar otal otar alky	palchar ar akaiiky char raikchy ofchain opalkar otal otas alky	palchar ar akaiik char raikchy ofcheiin opalkar otal otar alky	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	0	0	[palchar:?] | [ar:?] | [akaiiky:?] | [char:?] | [raikchy:?] | [opchain:?] | [opalkar:?] | [otal:?] | [otar:?] | [alky:?]	[palchar:?] | [ar:?] | [akaiiky:?] | [char:?] | [raikchy:?] | [opchain:?] | [opalkar:?] | Ansatz aus kaltem Rohstoff, Form I | [otar:?] | [alky:?]	FEWER_THAN_TWO_CLEAN_COMPANIONS	0	0	OPAQUE_OR_UNSTABLE_CONTEXT	all-reader exact target but fewer than two clean already glossed companion positions
G644-A01-023	1	otal	f107v	f107v.26	S	B	3	6	MEDIAL	qokain	okaiin	oraiin sheor qokain cheody qokain otal okaiin olkeeo r ar al oldy	oraiin sheor qokain cheody qokain otal okaiin olkeeor ar al oldy	oraiin sheor qokain cheo y qokain otal okaiin olkeeoraral oldy	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	5	4	Portion III | [sheor:?] | heiß, Grad II | getrockneter Ansatz | heiß, Grad II | [otal:?] | heiß, Grad III, im Ansatzrahmen | [olkeeo:?] | [r:?] | [ar:?] | [al:?] | [oldy:?]	Portion III | [sheor:?] | heiß, Grad II | getrockneter Ansatz | heiß, Grad II | Ansatz aus kaltem Rohstoff, Form I | heiß, Grad III, im Ansatzrahmen | [olkeeo:?] | [r:?] | [ar:?] | [al:?] | [oldy:?]	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G644-A01-024	1	otal	f107v	f107v.3	S	B	3	11	MEDIAL	lkaiin	olkiir	sain ain aiiin qokaiin shol kal qokar al ochedy lkaiin otal olkiir alody	sain ain aiiin qokaiin shol kal qokar al ochedy lkaiin otal olkiir alody	sain ain aiiin qotaiin shol kal qokar al ochedy lkaiin otal olkiir alody	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	5	4	[sain:?] | Menge-/Klassenwert II | Menge-/Klassenwert IV | heiß, Grad III | feucht; nominal feuchtes Gut/Material | [kal:?] | heiße Portion | [al:?] | [ochedy:?] | [lkaiin:?] | [otal:?] | [olkiir:?] | [alody:?]	[sain:?] | Menge-/Klassenwert II | Menge-/Klassenwert IV | heiß, Grad III | feucht; nominal feuchtes Gut/Material | [kal:?] | heiße Portion | [al:?] | [ochedy:?] | [lkaiin:?] | Ansatz aus kaltem Rohstoff, Form I | [olkiir:?] | [alody:?]	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G644-A01-025	1	otal	f108r	f108r.2	S	B	3	6	MEDIAL	shedy	otaiin	qokeedy chokedy chockhed qokeor shedy otal otaiin otedy qokechy ofchdy qody	qokeedy chokody chockhed qokeor shedy otal otaiin otedy qokechy ofchdy qody	qokeedy chotedy chockhed qokeor shedy otal otaiin otedy qokechy ofchdy qody	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	3	3	heißer Zustand, Bindungsstufe II | [chokedy:?] | [chockhed:?] | [qokeor:?] | [shedy:?] | [otal:?] | kalt im Zubereitungsrahmen, Grad III | gekühlter Ansatz | [qokechy:?] | [ofchdy:?] | [qody:?]	heißer Zustand, Bindungsstufe II | [chokedy:?] | [chockhed:?] | [qokeor:?] | [shedy:?] | Ansatz aus kaltem Rohstoff, Form I | kalt im Zubereitungsrahmen, Grad III | gekühlter Ansatz | [qokechy:?] | [ofchdy:?] | [qody:?]	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G644-A01-026	1	otal	f108r	f108r.21	S	B	3	8	MEDIAL	qopchedy	dkedam	qolshy qoeedy lkealshedy shokal keedy qotedy qopchedy otal dkedam	qolshy qoeedy lkeal shedy shokal keedy qotedy qopchedy otal dkedam	qolshy qoee y lkealshedy shokal keedy qote y qopchedy otal dkedam	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	0	0	[qolshy:?] | [qoeedy:?] | [lkealshedy:?] | [shokal:?] | [keedy:?] | [qotedy:?] | [qopchedy:?] | [otal:?] | [dkedam:?]	[qolshy:?] | [qoeedy:?] | [lkealshedy:?] | [shokal:?] | [keedy:?] | [qotedy:?] | [qopchedy:?] | Ansatz aus kaltem Rohstoff, Form I | [dkedam:?]	FEWER_THAN_TWO_CLEAN_COMPANIONS	0	0	OPAQUE_OR_UNSTABLE_CONTEXT	all-reader exact target but fewer than two clean already glossed companion positions
