clause_id	physical_page	locus_span	visible_owner_or_namespace_de	event_count	surface_sequence	complete_working_translation_de	reading_source	end_reason	event_ids
P915-C011	f55v	f55v.2|f55v.3|f55v.4	große aromatische Doldenpflanze	22	qoaiin okeody ykeesan qokeeey os ain qool al chedy sar aiin ol kar am okar chckhdy cheody keeyfar al ochedy qokain ody	Nach Sollmaß einen neuen Ansatz beginnen, weitere Pflanzenteile und einen Zusatz zugeben, vollständig halten, aus dem Vorrat durch den Nebenweg zur Zielstelle führen und anschließend kühlen.	HERBAL_NATURAL_REWRITE	LICENSED_DY_CLOSE	P912-E0237|P912-E0238|P912-E0239|P912-E0240|P912-E0241|P912-E0242|P912-E0243|P912-E0244|P912-E0245|P912-E0246|P912-E0247|P912-E0248|P912-E0249|P912-E0250|P912-E0251|P912-E0252|P912-E0253|P912-E0254|P912-E0255|P912-E0256|P912-E0257|P912-E0258
P915-C012	f55v	f55v.5	große aromatische Doldenpflanze	5	qokaiin chaiin ykain ykan ody	Eine Sollportion aus dem bezeichneten Teil nehmen, zusammen mit dem Zusatz zugeben und anschließend kühlen.	HERBAL_NATURAL_REWRITE	LICENSED_DY_CLOSE	P912-E0259|P912-E0260|P912-E0261|P912-E0262|P912-E0263
P915-C013	f55v	f55v.5|f55v.6|f55v.7|f55v.8|f55v.9|f55v.10|f55v.11	große aromatische Doldenpflanze	56	daiin chedy talam ykaiin daiin ykair cheky daiiny okchd ykain sheokey or ain ch kchdy pchal ar aldy dary tar chedy qokaiin okar qol otar cho ar talody okar y ykaky qokchy okal chey or or aiin okaiin ykain otaky oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol ykaiin cheoar cheeky oldy	Den langen Hauptansatz aus Wurzel-, Blatt- und Doldenanteilen nach Sollmaß aufbauen, einzelne Portionen an Quell- und Zielstellen umsetzen, Proben entnehmen und behandeln, den Auszug weiterverwenden und den Gang schließen.	HERBAL_NATURAL_REWRITE	LICENSED_DY_CLOSE	P912-E0264|P912-E0265|P912-E0266|P912-E0267|P912-E0268|P912-E0269|P912-E0270|P912-E0271|P912-E0272|P912-E0273|P912-E0274|P912-E0275|P912-E0276|P912-E0277|P912-E0278|P912-E0279|P912-E0280|P912-E0281|P912-E0282|P912-E0283|P912-E0284|P912-E0285|P912-E0286|P912-E0287|P912-E0288|P912-E0289|P912-E0290|P912-E0291|P912-E0292|P912-E0293|P912-E0294|P912-E0295|P912-E0296|P912-E0297|P912-E0298|P912-E0299|P912-E0300|P912-E0301|P912-E0302|P912-E0303|P912-E0304|P912-E0305|P912-E0306|P912-E0307|P912-E0308|P912-E0309|P912-E0310|P912-E0311|P912-E0312|P912-E0313|P912-E0314|P912-E0315|P912-E0316|P912-E0317|P912-E0318|P912-E0319
P915-C014	f55v	f55v.11|f55v.12	große aromatische Doldenpflanze	15	aiin okal oltchy or y orain daiin ar cheky olkeechy sl ar aiin daiin otam	Eine letzte Sollportion an der Zielstelle anwärmen, kurz behandeln, länger weiterführen und danach im inneren Gefäß belassen; die Fortsetzung bleibt offen.	HERBAL_NATURAL_REWRITE	PAGE_END_OPEN	P912-E0320|P912-E0321|P912-E0322|P912-E0323|P912-E0324|P912-E0325|P912-E0326|P912-E0327|P912-E0328|P912-E0329|P912-E0330|P912-E0331|P912-E0332|P912-E0333|P912-E0334
P915-C015	f56r	f56r.1	stachelköpfiges Kraut in mehreren Reifestufen	6	o chal chchs y oty esedy	Vom stachelköpfigen Kraut den bezeichneten Reifeanteil wählen, kurz behandeln und den ersten Teilgang schließen.	HERBAL_NATURAL_REWRITE	LICENSED_DY_CLOSE	P912-E0335|P912-E0336|P912-E0337|P912-E0338|P912-E0339|P912-E0340
P915-C016	f56r	f56r.1|f56r.2|f56r.3|f56r.4|f56r.5|f56r.6|f56r.7|f56r.8	stachelköpfiges Kraut in mehreren Reifestufen	45	chy ychocphy chorchy chy chokchey chol choly korchy chykey choty shokaiin olchey chokchol chey keey qokeey chokeey choksy qot chor chor chokor chkor chy okar chdy chochor cho chodaly daiin ykcho dy dchey keey daiin y sho kchol otchor choky dal schol choy choky cheeckhody	Knospen-, Blüten- und reife Kopfanteile nacheinander entnehmen, nach Sollmaß ansetzen, länger halten und weiterführen; den letzten Posten auflegen, waschen und äußerlich auftragen.	HERBAL_NATURAL_REWRITE	LICENSED_DY_CLOSE	P912-E0341|P912-E0342|P912-E0343|P912-E0344|P912-E0345|P912-E0346|P912-E0347|P912-E0348|P912-E0349|P912-E0350|P912-E0351|P912-E0352|P912-E0353|P912-E0354|P912-E0355|P912-E0356|P912-E0357|P912-E0358|P912-E0359|P912-E0360|P912-E0361|P912-E0362|P912-E0363|P912-E0364|P912-E0365|P912-E0366|P912-E0367|P912-E0368|P912-E0369|P912-E0370|P912-E0371|P912-E0372|P912-E0373|P912-E0374|P912-E0375|P912-E0376|P912-E0377|P912-E0378|P912-E0379|P912-E0380|P912-E0381|P912-E0382|P912-E0383|P912-E0384|P912-E0385
P915-C017	f56r	f56r.9|f56r.10|f56r.11|f56r.12|f56r.13|f56r.14|f56r.15|f56r.16|f56r.17|f56r.18|f56r.19	stachelköpfiges Kraut in mehreren Reifestufen	54	tchoky kchol shol chotchey tchol yt chor otchy chok y t chey r okaiin shy kcheey daiin cthol chos chokor sh cho kchey qokokchy okchy chokcheo kchal s chol chotol qotchy tcho tchol chol cthy qotchy chody ctho r chey kcharg chokeey qokcheey schey d aiin dy sho chokchy kchoar sotodan otchey keol daiin	Einen weiteren Kopf- oder Stängelanteil zerreiben, in den Auszug geben, abseihen, die nächste Portion länger halten und nach Sollmaß anwenden; eine letzte Zugabe bleibt offen.	HERBAL_NATURAL_REWRITE	PAGE_END_OPEN	P912-E0386|P912-E0387|P912-E0388|P912-E0389|P912-E0390|P912-E0391|P912-E0392|P912-E0393|P912-E0394|P912-E0395|P912-E0396|P912-E0397|P912-E0398|P912-E0399|P912-E0400|P912-E0401|P912-E0402|P912-E0403|P912-E0404|P912-E0405|P912-E0406|P912-E0407|P912-E0408|P912-E0409|P912-E0410|P912-E0411|P912-E0412|P912-E0413|P912-E0414|P912-E0415|P912-E0416|P912-E0417|P912-E0418|P912-E0419|P912-E0420|P912-E0421|P912-E0422|P912-E0423|P912-E0424|P912-E0425|P912-E0426|P912-E0427|P912-E0428|P912-E0429|P912-E0430|P912-E0431|P912-E0432|P912-E0433|P912-E0434|P912-E0435|P912-E0436|P912-E0437|P912-E0438|P912-E0439
P915-C018	f75r	f75r.1	großes Bad-/Stationsblatt mit dreieckiger Insel	7	kchedykary okeey qokar shyk chedy qotar shedy	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0440|P912-E0441|P912-E0442|P912-E0443|P912-E0444|P912-E0445|P912-E0446
P915-C019	f75r	f75r.2	großes Bad-/Stationsblatt mit dreieckiger Insel	5	dain shey ly ssheol qoldy	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0447|P912-E0448|P912-E0449|P912-E0450|P912-E0451
P915-C020	f75r	f75r.2	großes Bad-/Stationsblatt mit dreieckiger Insel	2	chedykar chekeedy	Auf dem großen Bad- und Stationsblatt länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0452|P912-E0453
P915-C021	f75r	f75r.2|f75r.3|f75r.4	großes Bad-/Stationsblatt mit dreieckiger Insel	20	ror qokain chal orchey qey kain sheeky ltain olkar or dackhy lkamo ykeey lshey kal dy shey ok shey qokeedy	Am großen Stationsblatt eine Portion aus der markierten Quelle nehmen, in das Zielbecken geben, die Stufe einstellen, den Posten länger halten und über die angeschlossene Strecke weiterleiten; danach kurz ansetzen und länger einwirken lassen.	MANUAL_LONG_CLAUSE_REWRITE	LICENSED_DY_CLOSE	P912-E0454|P912-E0455|P912-E0456|P912-E0457|P912-E0458|P912-E0459|P912-E0460|P912-E0461|P912-E0462|P912-E0463|P912-E0464|P912-E0465|P912-E0466|P912-E0467|P912-E0468|P912-E0469|P912-E0470|P912-E0471|P912-E0472|P912-E0473
P915-C022	f75r	f75r.5	großes Bad-/Stationsblatt mit dreieckiger Insel	8	shey kar chey ckhey r ain ol olsheedy	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, länger halten und behandeln, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0474|P912-E0475|P912-E0476|P912-E0477|P912-E0478|P912-E0479|P912-E0480|P912-E0481
P915-C023	f75r	f75r.5|f75r.6	großes Bad-/Stationsblatt mit dreieckiger Insel	9	qokeey qoky pcheykeeor olky dar okey qokain chcthy qokeedy	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, in die Arbeitsstation geben, im Empfangsbecken auffangen, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0482|P912-E0483|P912-E0484|P912-E0485|P912-E0486|P912-E0487|P912-E0488|P912-E0489|P912-E0490
P915-C024	f75r	f75r.6|f75r.7	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qoky pchedy	Auf dem großen Bad- und Stationsblatt in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0491|P912-E0492
P915-C025	f75r	f75r.7	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokshdy	Auf dem großen Bad- und Stationsblatt halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0493
P915-C026	f75r	f75r.7|f75r.8	großes Bad-/Stationsblatt mit dreieckiger Insel	10	ytain chedy qokar chy lol chedy qoky sor chey qokardy	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0494|P912-E0495|P912-E0496|P912-E0497|P912-E0498|P912-E0499|P912-E0500|P912-E0501|P912-E0502|P912-E0503
P915-C027	f75r	f75r.8	großes Bad-/Stationsblatt mit dreieckiger Insel	4	dsheckhy qokain chckhy lshedy	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, kurz halten und behandeln, durch den angeschlossenen Durchlass geben, die Station spülen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0504|P912-E0505|P912-E0506|P912-E0507
P915-C028	f75r	f75r.8	großes Bad-/Stationsblatt mit dreieckiger Insel	1	okeedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0508
P915-C029	f75r	f75r.9	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokchdy	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0509
P915-C030	f75r	f75r.9	großes Bad-/Stationsblatt mit dreieckiger Insel	3	chcthy lo qokedy	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0510|P912-E0511|P912-E0512
P915-C031	f75r	f75r.9	großes Bad-/Stationsblatt mit dreieckiger Insel	4	qokan checkhy qokar olchedy	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0513|P912-E0514|P912-E0515|P912-E0516
P915-C032	f75r	f75r.9|f75r.10	großes Bad-/Stationsblatt mit dreieckiger Insel	10	sal dshor qotar chdy shey qokain chckhy dy otey tedy	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0517|P912-E0518|P912-E0519|P912-E0520|P912-E0521|P912-E0522|P912-E0523|P912-E0524|P912-E0525|P912-E0526
P915-C033	f75r	f75r.10	großes Bad-/Stationsblatt mit dreieckiger Insel	1	lchedy	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0527
P915-C034	f75r	f75r.11	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokeedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0528
P915-C035	f75r	f75r.11	großes Bad-/Stationsblatt mit dreieckiger Insel	3	qokair oly qokeedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0529|P912-E0530|P912-E0531
P915-C036	f75r	f75r.11	großes Bad-/Stationsblatt mit dreieckiger Insel	4	dy qokal okar shedy	Auf dem großen Bad- und Stationsblatt absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0532|P912-E0533|P912-E0534|P912-E0535
P915-C037	f75r	f75r.11|f75r.12	großes Bad-/Stationsblatt mit dreieckiger Insel	12	dor chekam ssheckhy qokal oly shey r ol cheey shey dy olshedy	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, länger halten und behandeln, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0536|P912-E0537|P912-E0538|P912-E0539|P912-E0540|P912-E0541|P912-E0542|P912-E0543|P912-E0544|P912-E0545|P912-E0546|P912-E0547
P915-C038	f75r	f75r.12|f75r.13	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qoky pchedy	Auf dem großen Bad- und Stationsblatt in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0548|P912-E0549
P915-C039	f75r	f75r.13	großes Bad-/Stationsblatt mit dreieckiger Insel	1	keedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0550
P915-C040	f75r	f75r.13	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0551
P915-C041	f75r	f75r.13	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0552
P915-C042	f75r	f75r.13	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0553
P915-C043	f75r	f75r.13	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0554
P915-C044	f75r	f75r.13	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qokain olshedy	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0555|P912-E0556
P915-C045	f75r	f75r.14	großes Bad-/Stationsblatt mit dreieckiger Insel	6	sain al keishy qokain dy olshedy	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0557|P912-E0558|P912-E0559|P912-E0560|P912-E0561|P912-E0562
P915-C046	f75r	f75r.14|f75r.15	großes Bad-/Stationsblatt mit dreieckiger Insel	13	qokain chckhy qokain otar aly sain qokain qolkeeoly saiin chedy sol or shedy	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben, im Empfangsbecken auffangen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0563|P912-E0564|P912-E0565|P912-E0566|P912-E0567|P912-E0568|P912-E0569|P912-E0570|P912-E0571|P912-E0572|P912-E0573|P912-E0574|P912-E0575
P915-C047	f75r	f75r.15	großes Bad-/Stationsblatt mit dreieckiger Insel	1	okchdy	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0576
P915-C048	f75r	f75r.15|f75r.16	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qoky dshedy	Auf dem großen Bad- und Stationsblatt kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0577|P912-E0578
P915-C049	f75r	f75r.16	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qokar sheedy	Auf dem großen Bad- und Stationsblatt länger halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0579|P912-E0580
P915-C050	f75r	f75r.16	großes Bad-/Stationsblatt mit dreieckiger Insel	4	lch shokain chy okshedy	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0581|P912-E0582|P912-E0583|P912-E0584
P915-C051	f75r	f75r.16|f75r.17	großes Bad-/Stationsblatt mit dreieckiger Insel	10	qokain chedy pchedar shepchy lshedary dal shal shy kol shedy	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, in die Arbeitsstation geben, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0585|P912-E0586|P912-E0587|P912-E0588|P912-E0589|P912-E0590|P912-E0591|P912-E0592|P912-E0593|P912-E0594
P915-C052	f75r	f75r.17|f75r.18	großes Bad-/Stationsblatt mit dreieckiger Insel	3	qokam sol sheedy	Auf dem großen Bad- und Stationsblatt länger halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0595|P912-E0596|P912-E0597
