herbal_record	bio_record	shared_card_types	shared_card_ids	shared_bigrams	shared_bigram_ids	shared_trigrams	shared_trigram_ids	shared_fourgrams	strongest_bridge	decision
H2	B6	3	PROC009,PROC013,PROC019	1	PROC013>PROC009	0	NONE	0	SHARED_TWO_CARD_GRAMMAR	THEMATIC_COMPATIBILITY_ONLY__NO_DIRECT_CROSS_REFERENCE
H3	B1	2	PROC009,PROC019	0	NONE	0	NONE	0	SHARED_CARD_VOCABULARY	THEMATIC_COMPATIBILITY_ONLY__NO_DIRECT_CROSS_REFERENCE
H3	B2	3	PROC009,PROC019,PROC031	0	NONE	0	NONE	0	SHARED_CARD_VOCABULARY	THEMATIC_COMPATIBILITY_ONLY__NO_DIRECT_CROSS_REFERENCE
H3	B3	3	PROC009,PROC014,PROC019	1	PROC019>PROC009	0	NONE	0	SHARED_TWO_CARD_GRAMMAR	THEMATIC_COMPATIBILITY_ONLY__NO_DIRECT_CROSS_REFERENCE
H3	B4	3	PROC009,PROC019,PROC031	0	NONE	0	NONE	0	SHARED_CARD_VOCABULARY	THEMATIC_COMPATIBILITY_ONLY__NO_DIRECT_CROSS_REFERENCE
H3	B5	1	PROC009	0	NONE	0	NONE	0	SHARED_CARD_VOCABULARY	THEMATIC_COMPATIBILITY_ONLY__NO_DIRECT_CROSS_REFERENCE
H3	B6	2	PROC009,PROC019	0	NONE	0	NONE	0	SHARED_CARD_VOCABULARY	THEMATIC_COMPATIBILITY_ONLY__NO_DIRECT_CROSS_REFERENCE
H4	B1	5	PROC009,PROC019,PROC038,PROC042,PROC048	0	NONE	0	NONE	0	SHARED_CARD_VOCABULARY	THEMATIC_COMPATIBILITY_ONLY__NO_DIRECT_CROSS_REFERENCE
H4	B2	4	PROC009,PROC019,PROC038,PROC048	0	NONE	0	NONE	0	SHARED_CARD_VOCABULARY	THEMATIC_COMPATIBILITY_ONLY__NO_DIRECT_CROSS_REFERENCE
H4	B3	6	PROC009,PROC016,PROC019,PROC038,PROC042,PROC048	0	NONE	0	NONE	0	SHARED_CARD_VOCABULARY	THEMATIC_COMPATIBILITY_ONLY__NO_DIRECT_CROSS_REFERENCE
H4	B4	6	PROC009,PROC016,PROC019,PROC042,PROC046,PROC047	1	PROC016>PROC019	0	NONE	0	SHARED_TWO_CARD_GRAMMAR	THEMATIC_COMPATIBILITY_ONLY__NO_DIRECT_CROSS_REFERENCE
H4	B5	2	PROC009,PROC042	0	NONE	0	NONE	0	SHARED_CARD_VOCABULARY	THEMATIC_COMPATIBILITY_ONLY__NO_DIRECT_CROSS_REFERENCE
H4	B6	2	PROC009,PROC019	0	NONE	0	NONE	0	SHARED_CARD_VOCABULARY	THEMATIC_COMPATIBILITY_ONLY__NO_DIRECT_CROSS_REFERENCE
H5	B1	3	PROC008,PROC009,PROC055	0	NONE	0	NONE	0	SHARED_CARD_VOCABULARY	THEMATIC_COMPATIBILITY_ONLY__NO_DIRECT_CROSS_REFERENCE
H5	B2	3	PROC008,PROC009,PROC055	0	NONE	0	NONE	0	SHARED_CARD_VOCABULARY	THEMATIC_COMPATIBILITY_ONLY__NO_DIRECT_CROSS_REFERENCE
H5	B3	3	PROC008,PROC009,PROC055	0	NONE	0	NONE	0	SHARED_CARD_VOCABULARY	THEMATIC_COMPATIBILITY_ONLY__NO_DIRECT_CROSS_REFERENCE
H5	B4	4	PROC008,PROC009,PROC055,PROC065	0	NONE	0	NONE	0	SHARED_CARD_VOCABULARY	THEMATIC_COMPATIBILITY_ONLY__NO_DIRECT_CROSS_REFERENCE
H5	B5	2	PROC009,PROC055	0	NONE	0	NONE	0	SHARED_CARD_VOCABULARY	THEMATIC_COMPATIBILITY_ONLY__NO_DIRECT_CROSS_REFERENCE
H5	B6	1	PROC009	0	NONE	0	NONE	0	SHARED_CARD_VOCABULARY	THEMATIC_COMPATIBILITY_ONLY__NO_DIRECT_CROSS_REFERENCE
