run_id	statement_id	record_unit_id	page	mode	template_head_de	slot_order	event_ids	surfaces	atomic_lexemes	event_count	compact_clause_de	link_to_next
B1-S017-R01	B1-S017	B1	f81v	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E156|E157	al teol	dorthin|Kurzfortgang	2	STEUERN: dorthin – Kurzfortgang	DANN
B1-S017-R02	B1-S017	B1	f81v	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E158	dchdy	Transfer	1	EINBRINGEN: Transfer	END
B1-S018-R01	B1-S018	B1	f81v	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E159|E160	ly dsheol	Auffanggefäß|Kurzhalt	2	STEUERN: Auffanggefäß – Kurzhalt	DANN
B1-S018-R02	B1-S018	B1	f81v	MEASURE	EINSTELLEN	MASS/PORTION/STUFE > laufender Posten	E161	oiiin	Arbeitsstufe	1	EINSTELLEN: Arbeitsstufe	DANN
B1-S018-R03	B1-S018	B1	f81v	SETTLE	ABSETZEN	POSTEN > optionaler GRAD/SOLLWERT > Ruhe/Sammlung	E162	olkeedy	Langsammlung	1	ABSETZEN: Langsammlung	END
B1-S019-R01	B1-S019	B1	f81v	SETTLE	ABSETZEN	POSTEN > optionaler GRAD/SOLLWERT > Ruhe/Sammlung	E163	cheedy	Kurzabsetzung	1	ABSETZEN: Kurzabsetzung	END
B1-S020-R01	B1-S020	B1	f81v	TREAT	BEHANDELN	POSTEN > optionaler GRAD > Kontakt/Wärme/Befestigung	E164	cheky	Kurzwärme	1	BEHANDELN: Kurzwärme	DANN
B1-S020-R02	B1-S020	B1	f81v	PASS_FILTER	DURCHARBEITEN	POSTEN > Wasch-/Durchlass-/Trennweg > Ablauf	E165	shckhedy	durchlassen	1	DURCHARBEITEN: durchlassen	END
B1-S021-R01	B1-S021	B1	f81v	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E166	al	dorthin	1	STEUERN: dorthin	END
B2-S001-R01	B2-S001	B2	f82r	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E167	schedy	überführen	1	EINBRINGEN: überführen	END
B2-S002-R01	B2-S002	B2	f82r	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E168	qolchedy	weiterführen	1	STEUERN: weiterführen	END
B2-S003-R01	B2-S003	B2	f82r	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E169	qokain	Zugabe	1	EINBRINGEN: Zugabe	DANN
B2-S003-R02	B2-S003	B2	f82r	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E170	y	dies	1	STEUERN: dies	DANN
B2-S003-R03	B2-S003	B2	f82r	TREAT	BEHANDELN	POSTEN > optionaler GRAD > Kontakt/Wärme/Befestigung	E171	qokeedy	Langkontakt	1	BEHANDELN: Langkontakt	END
B2-S004-R01	B2-S004	B2	f82r	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E172	qokal	Orteinsatz	1	EINBRINGEN: Orteinsatz	DANN
B2-S004-R02	B2-S004	B2	f82r	DISCHARGE	ABFÜHREN	POSTEN/QUELLE > Abzug/Transfer > optionales ZIEL	E173|E174	lcheckhy lched	Abführpassage|Abführung	2	ABFÜHREN: Abführpassage – Abführung	DANN
B2-S004-R03	B2-S004	B2	f82r	TREAT	BEHANDELN	POSTEN > optionaler GRAD > Kontakt/Wärme/Befestigung	E175	qokeey	Langkontakt	1	BEHANDELN: Langkontakt	DANN
B2-S004-R04	B2-S004	B2	f82r	DISCHARGE	ABFÜHREN	POSTEN/QUELLE > Abzug/Transfer > optionales ZIEL	E176	lcheckhedy	Trennabzug	1	ABFÜHREN: Trennabzug	END
B2-S005-R01	B2-S005	B2	f82r	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E177|E178	qokaly solkaiin	Zieleinsatz|Sollsammlung	2	STEUERN: Zieleinsatz – Sollsammlung	DANN
B2-S005-R02	B2-S005	B2	f82r	PASS_FILTER	DURCHARBEITEN	POSTEN > Wasch-/Durchlass-/Trennweg > Ablauf	E179	chckhy	durchleiten	1	DURCHARBEITEN: durchleiten	DANN
B2-S005-R03	B2-S005	B2	f82r	MEASURE	EINSTELLEN	MASS/PORTION/STUFE > laufender Posten	E180|E181	qokaiin qokaiin	bemessen|bemessen	2	EINSTELLEN: bemessen – bemessen	DANN
B2-S005-R04	B2-S005	B2	f82r	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E182	octheol	Folgevorbereitung	1	STEUERN: Folgevorbereitung	DANN
B2-S005-R05	B2-S005	B2	f82r	TREAT	BEHANDELN	POSTEN > optionaler GRAD > Kontakt/Wärme/Befestigung	E183	chkeey	Langwärmen	1	BEHANDELN: Langwärmen	DANN
B2-S005-R06	B2-S005	B2	f82r	DISCHARGE	ABFÜHREN	POSTEN/QUELLE > Abzug/Transfer > optionales ZIEL	E184	ldy	abziehen	1	ABFÜHREN: abziehen	END
B2-S006-R01	B2-S006	B2	f82r	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E185	oteey	Langfolge	1	STEUERN: Langfolge	DANN
B2-S006-R02	B2-S006	B2	f82r	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E186	qokal	Orteinsatz	1	EINBRINGEN: Orteinsatz	DANN
B2-S006-R03	B2-S006	B2	f82r	PASS_FILTER	DURCHARBEITEN	POSTEN > Wasch-/Durchlass-/Trennweg > Ablauf	E187	sheckhy	Kurzpassage	1	DURCHARBEITEN: Kurzpassage	DANN
B2-S006-R04	B2-S006	B2	f82r	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E188	qoky	einsetzen	1	EINBRINGEN: einsetzen	END
B2-S007-R01	B2-S007	B2	f82r	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E189	dshedy	Frischspülung	1	EINBRINGEN: Frischspülung	END
B2-S008-R01	B2-S008	B2	f82r	MEASURE	EINSTELLEN	MASS/PORTION/STUFE > laufender Posten	E190	otaiin	Folgemaß	1	EINSTELLEN: Folgemaß	DANN
B2-S008-R02	B2-S008	B2	f82r	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E191	qokar	Quelleinsatz	1	STEUERN: Quelleinsatz	DANN
B2-S008-R03	B2-S008	B2	f82r	SETTLE	ABSETZEN	POSTEN > optionaler GRAD/SOLLWERT > Ruhe/Sammlung	E192	cheedy	Kurzabsetzung	1	ABSETZEN: Kurzabsetzung	END
B2-S009-R01	B2-S009	B2	f82r	SETTLE	ABSETZEN	POSTEN > optionaler GRAD/SOLLWERT > Ruhe/Sammlung	E193	solshedy	Folgeabsetzen	1	ABSETZEN: Folgeabsetzen	END
B2-S010-R01	B2-S010	B2	f82r	TREAT	BEHANDELN	POSTEN > optionaler GRAD > Kontakt/Wärme/Befestigung	E194	qokeey	Langkontakt	1	BEHANDELN: Langkontakt	DANN
B2-S010-R02	B2-S010	B2	f82r	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E195	qoky	einsetzen	1	EINBRINGEN: einsetzen	DANN
B2-S010-R03	B2-S010	B2	f82r	DISCHARGE	ABFÜHREN	POSTEN/QUELLE > Abzug/Transfer > optionales ZIEL	E196	ls	Auslass	1	ABFÜHREN: Auslass	DANN
B2-S010-R04	B2-S010	B2	f82r	PASS_FILTER	DURCHARBEITEN	POSTEN > Wasch-/Durchlass-/Trennweg > Ablauf	E197	cheey	Klarlauf	1	DURCHARBEITEN: Klarlauf	END
B2-S011-R01	B2-S011	B2	f82r	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E198	qokain	Zugabe	1	EINBRINGEN: Zugabe	DANN
B2-S011-R02	B2-S011	B2	f82r	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E199	char	davon	1	STEUERN: davon	DANN
B2-S011-R03	B2-S011	B2	f82r	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E200	qokain	Zugabe	1	EINBRINGEN: Zugabe	DANN
B2-S011-R04	B2-S011	B2	f82r	TREAT	BEHANDELN	POSTEN > optionaler GRAD > Kontakt/Wärme/Befestigung	E201	qokeedy	Langkontakt	1	BEHANDELN: Langkontakt	END
B2-S012-R01	B2-S012	B2	f82r	DISCHARGE	ABFÜHREN	POSTEN/QUELLE > Abzug/Transfer > optionales ZIEL	E202	lchy	Abführgut	1	ABFÜHREN: Abführgut	DANN
B2-S012-R02	B2-S012	B2	f82r	PASS_FILTER	DURCHARBEITEN	POSTEN > Wasch-/Durchlass-/Trennweg > Ablauf	E203	cheey	Klarlauf	1	DURCHARBEITEN: Klarlauf	DANN
B2-S012-R03	B2-S012	B2	f82r	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E204	qcthey	Kurzvorbereitung	1	STEUERN: Kurzvorbereitung	DANN
B2-S012-R04	B2-S012	B2	f82r	TREAT	BEHANDELN	POSTEN > optionaler GRAD > Kontakt/Wärme/Befestigung	E205	qokeey	Langkontakt	1	BEHANDELN: Langkontakt	DANN
B2-S012-R05	B2-S012	B2	f82r	DISCHARGE	ABFÜHREN	POSTEN/QUELLE > Abzug/Transfer > optionales ZIEL	E206	lcheey	Klarabzug	1	ABFÜHREN: Klarabzug	DANN
B2-S012-R06	B2-S012	B2	f82r	MEASURE	EINSTELLEN	MASS/PORTION/STUFE > laufender Posten	E207	aiin	Sollmaß	1	EINSTELLEN: Sollmaß	DANN
B2-S012-R07	B2-S012	B2	f82r	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E208|E209	y qokeeedy	dies|Volleinsatz	2	STEUERN: dies – Volleinsatz	END
B2-S013-R01	B2-S013	B2	f82r	DISCHARGE	ABFÜHREN	POSTEN/QUELLE > Abzug/Transfer > optionales ZIEL	E210	lchedy	abführen	1	ABFÜHREN: abführen	END
B2-S014-R01	B2-S014	B2	f82r	DISCHARGE	ABFÜHREN	POSTEN/QUELLE > Abzug/Transfer > optionales ZIEL	E211	lar	Quellabzug	1	ABFÜHREN: Quellabzug	END
B2-S015-R01	B2-S015	B2	f82r	PASS_FILTER	DURCHARBEITEN	POSTEN > Wasch-/Durchlass-/Trennweg > Ablauf	E212	tshey	Folgeklarlauf	1	DURCHARBEITEN: Folgeklarlauf	DANN
B2-S015-R02	B2-S015	B2	f82r	TREAT	BEHANDELN	POSTEN > optionaler GRAD > Kontakt/Wärme/Befestigung	E213	qokeedy	Langkontakt	1	BEHANDELN: Langkontakt	END
B2-S016-R01	B2-S016	B2	f82r	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E214	al	dorthin	1	STEUERN: dorthin	DANN
B2-S016-R02	B2-S016	B2	f82r	DISCHARGE	ABFÜHREN	POSTEN/QUELLE > Abzug/Transfer > optionales ZIEL	E215	lchedar	Quellabführung	1	ABFÜHREN: Quellabführung	DANN
B2-S016-R03	B2-S016	B2	f82r	MEASURE	EINSTELLEN	MASS/PORTION/STUFE > laufender Posten	E216|E217	ches aiin	teilen|Sollmaß	2	EINSTELLEN: teilen – Sollmaß	DANN
B2-S016-R04	B2-S016	B2	f82r	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E218	oteey	Langfolge	1	STEUERN: Langfolge	DANN
B2-S016-R05	B2-S016	B2	f82r	MEASURE	EINSTELLEN	MASS/PORTION/STUFE > laufender Posten	E219	qokaiin	bemessen	1	EINSTELLEN: bemessen	DANN
B2-S016-R06	B2-S016	B2	f82r	TREAT	BEHANDELN	POSTEN > optionaler GRAD > Kontakt/Wärme/Befestigung	E220	qokey	Kurzkontakt	1	BEHANDELN: Kurzkontakt	DANN
B2-S016-R07	B2-S016	B2	f82r	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E221	pchedy	Zuführung	1	EINBRINGEN: Zuführung	END
B2-S017-R01	B2-S017	B2	f82r	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E222|E223	rsheal daldy	Zielkurzhalt|Zielschluss	2	STEUERN: Zielkurzhalt – Zielschluss	END
B2-S018-R01	B2-S018	B2	f82r	TREAT	BEHANDELN	POSTEN > optionaler GRAD > Kontakt/Wärme/Befestigung	E224	qokeedy	Langkontakt	1	BEHANDELN: Langkontakt	END
B2-S019-R01	B2-S019	B2	f82r	PASS_FILTER	DURCHARBEITEN	POSTEN > Wasch-/Durchlass-/Trennweg > Ablauf	E225	rshedy	Vollwaschung	1	DURCHARBEITEN: Vollwaschung	END
B2-S020-R01	B2-S020	B2	f82r	MEASURE	EINSTELLEN	MASS/PORTION/STUFE > laufender Posten	E226	qoteedy	Langfolgestufe	1	EINSTELLEN: Langfolgestufe	END
B2-S021-R01	B2-S021	B2	f82r	TREAT	BEHANDELN	POSTEN > optionaler GRAD > Kontakt/Wärme/Befestigung	E227	qokeedy	Langkontakt	1	BEHANDELN: Langkontakt	END
B2-S022-R01	B2-S022	B2	f82r	DISCHARGE	ABFÜHREN	POSTEN/QUELLE > Abzug/Transfer > optionales ZIEL	E228	lochedy	Abführung	1	ABFÜHREN: Abführung	END
B3-S001-R01	B3-S001	B3	f83r	SETTLE	ABSETZEN	POSTEN > optionaler GRAD/SOLLWERT > Ruhe/Sammlung	E229	solkeedy	Langsammlung	1	ABSETZEN: Langsammlung	END
B3-S002-R01	B3-S002	B3	f83r	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E230	qotal	Folgeziel	1	STEUERN: Folgeziel	DANN
B3-S002-R02	B3-S002	B3	f83r	TREAT	BEHANDELN	POSTEN > optionaler GRAD > Kontakt/Wärme/Befestigung	E231	chkeedy	Langwärmen	1	BEHANDELN: Langwärmen	END
B3-S003-R01	B3-S003	B3	f83r	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E232	dy	dies	1	STEUERN: dies	DANN
B3-S003-R02	B3-S003	B3	f83r	MEASURE	EINSTELLEN	MASS/PORTION/STUFE > laufender Posten	E233	daiin	Sollmaß	1	EINSTELLEN: Sollmaß	DANN
B3-S003-R03	B3-S003	B3	f83r	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E234	dy	dies	1	STEUERN: dies	DANN
B3-S003-R04	B3-S003	B3	f83r	DISCHARGE	ABFÜHREN	POSTEN/QUELLE > Abzug/Transfer > optionales ZIEL	E235	lchedy	abführen	1	ABFÜHREN: abführen	END
B3-S004-R01	B3-S004	B3	f83r	MEASURE	EINSTELLEN	MASS/PORTION/STUFE > laufender Posten	E236	qokaiin	bemessen	1	EINSTELLEN: bemessen	DANN
B3-S004-R02	B3-S004	B3	f83r	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E237|E238	otal dar	Folgeziel|davon	2	STEUERN: Folgeziel – davon	END
B3-S005-R01	B3-S005	B3	f83r	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E239	schedy	überführen	1	EINBRINGEN: überführen	END
B3-S006-R01	B3-S006	B3	f83r	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E240|E241	chedchy okal	Postentransfer|Orteinsatz	2	EINBRINGEN: Postentransfer – Orteinsatz	DANN
B3-S006-R02	B3-S006	B3	f83r	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E242	olchedy	weiterführen	1	STEUERN: weiterführen	END
B3-S007-R01	B3-S007	B3	f83r	MEASURE	EINSTELLEN	MASS/PORTION/STUFE > laufender Posten	E243	qokaiin	bemessen	1	EINSTELLEN: bemessen	DANN
B3-S007-R02	B3-S007	B3	f83r	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E244	chedy	überführen	1	EINBRINGEN: überführen	DANN
B3-S007-R03	B3-S007	B3	f83r	TREAT	BEHANDELN	POSTEN > optionaler GRAD > Kontakt/Wärme/Befestigung	E245	qokeedy	Langkontakt	1	BEHANDELN: Langkontakt	END
B3-S008-R01	B3-S008	B3	f83r	DISCHARGE	ABFÜHREN	POSTEN/QUELLE > Abzug/Transfer > optionales ZIEL	E246	lchedy	abführen	1	ABFÜHREN: abführen	END
B3-S009-R01	B3-S009	B3	f83r	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E247	qoky	einsetzen	1	EINBRINGEN: einsetzen	END
