statement_id	record_unit_id	page	run_pattern	run_count	event_count	fresh_surfaces	atomic_chain	compact_template_reading_de	old_fluent_reading_de	compact_word_count	old_word_count	terminal_scope
B3-S003	B3	f83r	LOCAL_CONTROL>MEASURE>LOCAL_CONTROL>DISCHARGE	4	4	dy daiin dy lchedy	dies → Sollmaß → dies → abführen;	STEUERN: dies; dann EINSTELLEN: Sollmaß; dann STEUERN: dies; dann ABFÜHREN: abführen.	Halte diesen Posten aktiv; Arbeite nach dem vorgeschriebenen Maß; Halte diesen Posten aktiv; Führe ihn ab	11	16	TERMINAL
B3-S004	B3	f83r	MEASURE>LOCAL_CONTROL	2	3	qokaiin otal dar	bemessen → Folgeziel → davon	EINSTELLEN: bemessen; dann STEUERN: Folgeziel – davon …	Messe den Posten ab; Führe ihn danach dorthin; Nimm davon	6	10	NONCLOSE
B3-S005	B3	f83r	CHARGE	1	1	schedy	überführen;	EINBRINGEN: überführen.	Führe den Posten über	2	4	TERMINAL
B3-S006	B3	f83r	CHARGE>LOCAL_CONTROL	2	3	chedchy okal olchedy	Postentransfer → Orteinsatz → weiterführen;	EINBRINGEN: Postentransfer – Orteinsatz; dann STEUERN: weiterführen.	Führe den aktuellen Posten über; Setze ihn dort ein; Führe ihn weiter	6	12	TERMINAL
B3-S007	B3	f83r	MEASURE>CHARGE>TREAT	3	3	qokaiin chedy qokeedy	bemessen → überführen → Langkontakt;	EINSTELLEN: bemessen; dann EINBRINGEN: überführen; dann BEHANDELN: Langkontakt.	Messe den Posten ab; Führe den Posten über; Lass ihn lange einwirken	8	12	TERMINAL
B3-S008	B3	f83r	DISCHARGE	1	1	lchedy	abführen;	ABFÜHREN: abführen.	Führe ihn ab	2	3	TERMINAL
B3-S009	B3	f83r	CHARGE	1	1	qoky	einsetzen	EINBRINGEN: einsetzen …	Setze den Posten ein	2	4	NONCLOSE
B3-S010	B3	f83r	CHARGE>LOCAL_CONTROL	2	2	pchedal otedy	Zielzuführung → Kurzfolge;	EINBRINGEN: Zielzuführung; dann STEUERN: Kurzfolge.	Führe ihn dem Ziel zu; Führe ihn kurz zum Folgeschritt weiter	5	11	TERMINAL
B3-S011	B3	f83r	CHARGE>LOCAL_CONTROL	2	4	shecthedchy choky chedy chary	Vorbereitungstransfer → einsetzen → überführen → Quellposten	EINBRINGEN: Vorbereitungstransfer – einsetzen – überführen; dann STEUERN: Quellposten …	Führe die vorbereitete Portion über; Setze den Posten ein; Führe den Posten über; Nimm den Posten aus der Quelle	7	19	NONCLOSE
B3-S012	B3	f83r	CHARGE>SETTLE	2	2	sor tedy	Ansatz → Kurzabsetzung;	EINBRINGEN: Ansatz; dann ABSETZEN: Kurzabsetzung.	Verwende den Ansatz; Lass ihn kurz absetzen	5	7	TERMINAL
B3-S013	B3	f83r	MEASURE>CHARGE>LOCAL_CONTROL>TREAT	4	4	qokaiin chkain qcthey qokedy	bemessen → Portion → Kurzvorbereitung → Kurzkontakt;	EINSTELLEN: bemessen; dann EINBRINGEN: Portion; dann STEUERN: Kurzvorbereitung; dann BEHANDELN: Kurzkontakt.	Messe den Posten ab; Nimm eine Portion; Bereite ihn kurz vor; Lass ihn kurz einwirken	11	15	TERMINAL
B3-S014	B3	f83r	LOCAL_CONTROL>SETTLE	2	2	okair sheedy	Laufeinsatz → Langabsetzen;	STEUERN: Laufeinsatz; dann ABSETZEN: Langabsetzen.	Setze ihn in den Lauf ein; Lass ihn lange absetzen	5	10	TERMINAL
B3-S015	B3	f83r	DISCHARGE	1	1	lchedy	abführen;	ABFÜHREN: abführen.	Führe ihn ab	2	3	TERMINAL
B3-S016	B3	f83r	DISCHARGE>CHARGE	2	2	lo okchedy	Abzug → Rücktransfer;	ABFÜHREN: Abzug; dann EINBRINGEN: Rücktransfer.	Ziehe ihn ab; Führe den vorigen Posten über	5	8	TERMINAL
B3-S017	B3	f83r	TREAT	1	1	qokeedy	Langkontakt;	BEHANDELN: Langkontakt.	Lass ihn lange einwirken	2	4	TERMINAL
B3-S018	B3	f83r	SETTLE	1	1	tedy	Kurzabsetzung;	ABSETZEN: Kurzabsetzung.	Lass ihn kurz absetzen	2	4	TERMINAL
B3-S019	B3	f83r	SETTLE	1	1	qokshedy	Einsatzabsetzen;	ABSETZEN: Einsatzabsetzen.	Lass ihn nach dem Einsatz absetzen	2	6	TERMINAL
B3-S020	B3	f83r	LOCAL_CONTROL>DISCHARGE	2	2	dal lchedy	dorthin → abführen;	STEUERN: dorthin; dann ABFÜHREN: abführen.	Führe ihn dorthin; Führe ihn ab	5	6	TERMINAL
B3-S021	B3	f83r	MEASURE>LOCAL_CONTROL>MEASURE>SETTLE>LOCAL_CONTROL>CHARGE	6	11	qokaiin checthy dal dy saiin shedal shecthy dy dal checthy dalchdy	bemessen → bereit → dorthin → dies → Sollmaß → Zielabsetzung → Kurzvorbereitung → dies → dorthin → bereit → Zieltransfer;	EINSTELLEN: bemessen; dann STEUERN: bereit – dorthin – dies; dann EINSTELLEN: Sollmaß; dann ABSETZEN: Zielabsetzung; dann STEUERN: Kurzvorbereitung – dies – dorthin – bereit; dann EINBRINGEN: Zieltransfer.	Messe den Posten ab; Halte ihn bereit; Führe ihn dorthin; Halte diesen Posten aktiv; Arbeite nach dem vorgeschriebenen Maß; Lass ihn am Ziel absetzen; Bereite ihn kurz vor; Halte diesen Posten aktiv; Führe ihn dorthin; Halte ihn bereit; Führe ihn zum Ziel über	22	43	TERMINAL
B3-S022	B3	f83r	CHARGE	1	1	qotchedy	Folgetransfer;	EINBRINGEN: Folgetransfer.	Führe danach den nächsten Posten über	2	6	TERMINAL
B3-S023	B3	f83r	DISCHARGE	1	1	lchedy	abführen;	ABFÜHREN: abführen.	Führe ihn ab	2	3	TERMINAL
B3-S024	B3	f83r	CHARGE	1	1	schedy	überführen;	EINBRINGEN: überführen.	Führe den Posten über	2	4	TERMINAL
B3-S025	B3	f83r	CHARGE	1	1	qokchdy	Neueinsatz;	EINBRINGEN: Neueinsatz.	Setze einen neuen Posten ein	2	5	TERMINAL
B3-S026	B3	f83r	CHARGE>SETTLE>CHARGE>LOCAL_CONTROL>SETTLE	5	7	cheedar chldaiin chedy okain checthy chealror solkeedy	Quelltransfer → Sollabsetzung → überführen → Zugabe → bereit → Zielbereitung → Langsammlung;	EINBRINGEN: Quelltransfer; dann ABSETZEN: Sollabsetzung; dann EINBRINGEN: überführen – Zugabe; dann STEUERN: bereit – Zielbereitung; dann ABSETZEN: Langsammlung.	Führe ihn von der Quelle über; Lass ihn bis zum Sollstand absetzen; Führe den Posten über; Gib einen Anteil zu; Halte ihn bereit; Stelle ihn am Zielgefäß bereit; Sammle ihn lange	16	31	TERMINAL
B3-S027	B3	f83r	MEASURE	1	1	qoteedy	Langfolgestufe;	EINSTELLEN: Langfolgestufe.	Führe die lange Folgestufe aus	2	5	TERMINAL
B3-S028	B3	f83r	TREAT	1	2	qokeey qokedy	Langkontakt → Kurzkontakt;	BEHANDELN: Langkontakt – Kurzkontakt.	Lass ihn länger einwirken; Lass ihn kurz einwirken	3	8	TERMINAL
B3-S029	B3	f83r	LOCAL_CONTROL>TREAT	2	3	qol cheeety qokedy	weiter → Vollteil → Kurzkontakt;	STEUERN: weiter – Vollteil; dann BEHANDELN: Kurzkontakt.	Arbeite weiter; Nimm den ganzen bezeichneten Teil; Lass ihn kurz einwirken	6	11	TERMINAL
B3-S030	B3	f83r	CHARGE>MEASURE>LOCAL_CONTROL>CHARGE	4	4	qoky daiin schedair otchedy	einsetzen → Sollmaß → Weiterlauf → Folgetransfer;	EINBRINGEN: einsetzen; dann EINSTELLEN: Sollmaß; dann STEUERN: Weiterlauf; dann EINBRINGEN: Folgetransfer.	Setze den Posten ein; Arbeite nach dem vorgeschriebenen Maß; Führe ihn im Lauf weiter; Führe danach den nächsten Posten über	11	20	TERMINAL
B3-S031	B3	f83r	TREAT	1	1	qokeedy	Langkontakt;	BEHANDELN: Langkontakt.	Lass ihn lange einwirken	2	4	TERMINAL
B3-S032	B3	f83r	CHARGE>LOCAL_CONTROL>MEASURE>LOCAL_CONTROL	4	5	chedain chedy qotedaiin otaiin otedy	Anteilstransfer → überführen → Kurzsoll → Folgemaß → Kurzfolge;	EINBRINGEN: Anteilstransfer – überführen; dann STEUERN: Kurzsoll; dann EINSTELLEN: Folgemaß; dann STEUERN: Kurzfolge.	Führe einen Anteil über; Führe den Posten über; Halte die kurze Sollstufe ein; Arbeite danach nach dem nächsten Maß; Führe ihn kurz zum Folgeschritt weiter	12	25	TERMINAL
B3-S033	B3	f83r	DISCHARGE	1	1	ldy	abziehen;	ABFÜHREN: abziehen.	Ziehe ihn ab	2	3	TERMINAL
B3-S034	B3	f83r	MEASURE>LOCAL_CONTROL>MEASURE>LOCAL_CONTROL>SETTLE	5	6	soiiin checthy chety otaiin olsaly tedy	Arbeitsstufe → bereit → Teil → Folgemaß → Zwischenziel → Kurzabsetzung;	EINSTELLEN: Arbeitsstufe; dann STEUERN: bereit – Teil; dann EINSTELLEN: Folgemaß; dann STEUERN: Zwischenziel; dann ABSETZEN: Kurzabsetzung.	Stelle die Arbeitsstufe ein; Halte ihn bereit; Nimm den bezeichneten Teil; Arbeite danach nach dem nächsten Maß; Führe zum Zwischenziel; Lass ihn kurz absetzen	15	24	TERMINAL
B4-S001	B4	f83r	TREAT	1	1	qokeedy	Langkontakt;	BEHANDELN: Langkontakt.	Lass ihn lange einwirken	2	4	TERMINAL
B4-S002	B4	f83r	LOCAL_CONTROL>TREAT	2	3	qolchey okeey qokedy	Weiterposten → Langkontakt → Kurzkontakt;	STEUERN: Weiterposten; dann BEHANDELN: Langkontakt – Kurzkontakt.	Nimm den nächsten Einsatzposten; Lass ihn länger einwirken; Lass ihn kurz einwirken	6	12	TERMINAL
B4-S003	B4	f83r	CHARGE>LOCAL_CONTROL>TREAT>CHARGE>LOCAL_CONTROL>SETTLE	6	7	chedy otal otchey okeey choky cheol cheedy	überführen → Folgeziel → Folgeposten → Langkontakt → einsetzen → weiter → Kurzabsetzung;	EINBRINGEN: überführen; dann STEUERN: Folgeziel – Folgeposten; dann BEHANDELN: Langkontakt; dann EINBRINGEN: einsetzen; dann STEUERN: weiter; dann ABSETZEN: Kurzabsetzung.	Führe den Posten über; Führe ihn danach dorthin; Nimm das nächste; Lass ihn länger einwirken; Setze den Posten ein; Arbeite weiter; Lass ihn kurz absetzen	18	25	TERMINAL
B4-S004	B4	f83r	TREAT	1	1	qokylddy	befestigen;	BEHANDELN: befestigen.	Befestige ihn	2	2	TERMINAL
B4-S005	B4	f83r	CHARGE>TREAT	2	3	dain chedy qokeedy	Einlage → überführen → Langkontakt;	EINBRINGEN: Einlage – überführen; dann BEHANDELN: Langkontakt.	Lege die Einlage ein; Führe den Posten über; Lass ihn lange einwirken	6	12	TERMINAL
B4-S006	B4	f83r	PASS_FILTER	1	1	shckhedy	durchlassen;	DURCHARBEITEN: durchlassen.	Lass ihn hindurch	2	3	TERMINAL
B4-S007	B4	f83r	PASS_FILTER	1	1	shckhedy	durchlassen;	DURCHARBEITEN: durchlassen.	Lass ihn hindurch	2	3	TERMINAL
B4-S008	B4	f83r	MEASURE>TREAT>LOCAL_CONTROL>TREAT	4	4	saiin cheeky sheey qokedy	Sollmaß → Langbearbeitung → Langhalt → Kurzkontakt;	EINSTELLEN: Sollmaß; dann BEHANDELN: Langbearbeitung; dann STEUERN: Langhalt; dann BEHANDELN: Kurzkontakt.	Arbeite nach dem vorgeschriebenen Maß; Bearbeite ihn länger; Halte ihn lange; Lass ihn kurz einwirken	11	15	TERMINAL
B4-S009	B4	f83r	SETTLE	1	1	cheedy	Kurzabsetzung;	ABSETZEN: Kurzabsetzung.	Lass ihn kurz absetzen	2	4	TERMINAL
B4-S010	B4	f83r	LOCAL_CONTROL	1	1	oldy	fertig;	STEUERN: fertig.	Beende den Arbeitsschritt	2	3	TERMINAL
B4-S011	B4	f83r	MEASURE>TREAT>LOCAL_CONTROL>CHARGE>LOCAL_CONTROL>DISCHARGE	6	7	saiin cheky okeeol okain chedy sol lkedy	Sollmaß → Kurzwärme → Langfortsetzung → Zugabe → überführen → weiter → Weiterabzug;	EINSTELLEN: Sollmaß; dann BEHANDELN: Kurzwärme; dann STEUERN: Langfortsetzung; dann EINBRINGEN: Zugabe – überführen; dann STEUERN: weiter; dann ABFÜHREN: Weiterabzug.	Arbeite nach dem vorgeschriebenen Maß; Wärme ihn kurz; Setze den Gang lange fort; Gib einen Anteil zu; Führe den Posten über; Arbeite weiter; Ziehe ihn weiter ab	18	27	TERMINAL
B4-S012	B4	f83r	DISCHARGE	1	1	lchedy	abführen;	ABFÜHREN: abführen.	Führe ihn ab	2	3	TERMINAL
B4-S013	B4	f83r	CHARGE>SETTLE	2	2	qokol cheedy	Wiedereinsatz → Kurzabsetzung;	EINBRINGEN: Wiedereinsatz; dann ABSETZEN: Kurzabsetzung.	Setze den verbleibenden Posten erneut ein; Lass ihn kurz absetzen	5	10	TERMINAL
