event_id	page	record	locus	card_no	component_parse	spoken_value_de	renderer_source	renderer_rule	final_surface	writing_instruction_de	surface_changes_meaning	requires_local_event_lookup
E051	f11r	H3	f11r.4	PROC009	AIIN	vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	schreibe die globale Vorzugsform daiin	NO	NO
E052	f11r	H3	f11r.7	PROC036	OT+Y	danach · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qotchy	schreibe die globale Vorzugsform qotchy	NO	NO
E053	f11r	H3	f11r.7	PROC037	OK+OL	ansetzen · fortsetzen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	okchol	schreibe die globale Vorzugsform okchol	NO	NO
E054	f11r	H3	f11r.7	PROC014	CTH+Y	bereit · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cthy	schreibe die globale Vorzugsform cthy	NO	NO
E055	f11r	H3	f11r.7	PROC019	Y	dieser Posten	RECORD_WRAPPER_MELODY	RM02:2	dy	am Recordmelodieplatz RM02:2 schreibe dy	NO	NO
E056	f55v	H4	f55v.5	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokaiin	schreibe die globale Vorzugsform qokaiin	NO	NO
E057	f55v	H4	f55v.5	PROC009	AIIN	vorgeschriebenes Maß	RECORD_WRAPPER_MELODY	RM03:1	chaiin	am Recordmelodieplatz RM03:1 schreibe chaiin	NO	NO
E058	f55v	H4	f55v.5	PROC039	Y+K+AIN	dieser Posten · zuführen · Portion	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ykain	schreibe die globale Vorzugsform ykain	NO	NO
E059	f55v	H4	f55v.5	PROC040	Y+K+AIN	dieser Posten · zuführen · Portion	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ykan	schreibe die globale Vorzugsform ykan	NO	NO
E060	f55v	H4	f55v.5	PROC041	O+DY	Arbeitsgang · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ody	schreibe die globale Vorzugsform ody	NO	NO
E061	f55v	H4	f55v.5	PROC009	AIIN	vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	schreibe die globale Vorzugsform daiin	NO	NO
E062	f55v	H4	f55v.5	PROC042	CHD+Y	umsetzen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chedy	schreibe die globale Vorzugsform chedy	NO	NO
E063	f55v	H4	f55v.5	PROC043	TALAM	verwahren	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	talam	schreibe die globale Vorzugsform talam	NO	NO
E064	f55v	H4	f55v.11	PROC044	Y+K+AIIN	dieser Posten · zuführen · vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ykaiin	schreibe die globale Vorzugsform ykaiin	NO	NO
E065	f55v	H4	f55v.11	PROC045	CH+E+O+AR	abziehen · kurz · Arbeitsgang · von dort	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cheoar	schreibe die globale Vorzugsform cheoar	NO	NO
E066	f55v	H4	f55v.11	PROC046	CHK+EE+Y	wärmen · länger · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cheeky	schreibe die globale Vorzugsform cheeky	NO	NO
E067	f55v	H4	f55v.11	PROC047	OL+DY	fortsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	oldy	schreibe die globale Vorzugsform oldy	NO	NO
E068	f55v	H4	f55v.11	PROC009	AIIN	vorgeschriebenes Maß	RECORD_WRAPPER_MELODY	RM03:2	aiin	am Recordmelodieplatz RM03:2 schreibe aiin	NO	NO
E069	f55v	H4	f55v.11	PROC048	OK+AL	ansetzen · bezeichnete Stelle	RECORD_WRAPPER_MELODY	RM03:2	okal	am Recordmelodieplatz RM03:2 schreibe okal	NO	NO
E070	f55v	H4	f55v.11	PROC049	OL+T+Y	fortsetzen · eintragen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	oltchy	schreibe die globale Vorzugsform oltchy	NO	NO
E071	f55v	H4	f55v.11	PROC016	OR	Ansatz	AUTOMATIC_CONTEXT_RULE	WR02	or	wenn der unmittelbare Kontext WR02 ausloest, schreibe or	NO	NO
E072	f55v	H4	f55v.11	PROC019	Y	dieser Posten	RECORD_WRAPPER_MELODY	RM03:2	y	am Recordmelodieplatz RM03:2 schreibe y	NO	NO
E073	f55v	H4	f55v.11	PROC050	OR+AIN	Ansatz · Portion	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	orain	schreibe die globale Vorzugsform orain	NO	NO
E074	f56r	H5	f56r.5	PROC051	HO+CH+OR	Gabe · abziehen · Ansatz	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chochor	schreibe die globale Vorzugsform chochor	NO	NO
E075	f56r	H5	f56r.5	PROC052	HO	Gabe	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cho	schreibe die globale Vorzugsform cho	NO	NO
E076	f56r	H5	f56r.5	PROC053	HO+AL+Y	Gabe · bezeichnete Stelle · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chodaly	schreibe die globale Vorzugsform chodaly	NO	NO
E077	f56r	H5	f56r.5	PROC009	AIIN	vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	schreibe die globale Vorzugsform daiin	NO	NO
E078	f56r	H5	f56r.7	PROC052	HO	Gabe	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	sho	schreibe die globale Vorzugsform sho	NO	NO
E079	f56r	H5	f56r.7	PROC054	K+OL	zuführen · fortsetzen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kchol	schreibe die globale Vorzugsform kchol	NO	NO
E080	f56r	H5	f56r.7	PROC020	OT+CH+OR	danach · abziehen · Ansatz	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	otchor	schreibe die globale Vorzugsform otchor	NO	NO
E081	f56r	H5	f56r.7	PROC008	OK+Y	ansetzen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	choky	schreibe die globale Vorzugsform choky	NO	NO
E082	f56r	H5	f56r.7	PROC055	AL	bezeichnete Stelle	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	dal	schreibe die globale Vorzugsform dal	NO	NO
E083	f56r	H5	f56r.8	PROC034	OL	fortsetzen	RECORD_WRAPPER_MELODY	RM04:1	schol	am Recordmelodieplatz RM04:1 schreibe schol	NO	NO
E084	f56r	H5	f56r.8	PROC056	HO+Y	Gabe · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	choy	schreibe die globale Vorzugsform choy	NO	NO
E085	f56r	H5	f56r.8	PROC008	OK+Y	ansetzen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	choky	schreibe die globale Vorzugsform choky	NO	NO
E086	f56r	H5	f56r.8	PROC057	CH+EE+CKH+O+DY	abziehen · länger · Durchlass · Arbeitsgang · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cheeckhody	schreibe die globale Vorzugsform cheeckhody	NO	NO
E087	f56r	H5	f56r.12	PROC058	SH	halten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	sh	schreibe die globale Vorzugsform sh	NO	NO
E088	f56r	H5	f56r.12	PROC052	HO	Gabe	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cho	schreibe die globale Vorzugsform cho	NO	NO
E089	f56r	H5	f56r.12	PROC059	K+E+Y	zuführen · kurz · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kchey	schreibe die globale Vorzugsform kchey	NO	NO
E090	f56r	H5	f56r.12	PROC060	OK+OK+Y	ansetzen · ansetzen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokokchy	schreibe die globale Vorzugsform qokokchy	NO	NO
E091	f56r	H5	f56r.13	PROC011	OK+Y	ansetzen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	okchy	schreibe die globale Vorzugsform okchy	NO	NO
E092	f56r	H5	f56r.13	PROC061	OK+CH+E+O	ansetzen · abziehen · kurz · Arbeitsgang	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chokcheo	schreibe die globale Vorzugsform chokcheo	NO	NO
E093	f56r	H5	f56r.13	PROC062	K+AL	zuführen · bezeichnete Stelle	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kchal	schreibe die globale Vorzugsform kchal	NO	NO
E094	f56r	H5	f56r.18	PROC052	HO	Gabe	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	sho	schreibe die globale Vorzugsform sho	NO	NO
E095	f56r	H5	f56r.18	PROC011	OK+Y	ansetzen · dieser Posten	RECORD_WRAPPER_MELODY	RM04:2	chokchy	am Recordmelodieplatz RM04:2 schreibe chokchy	NO	NO
E096	f56r	H5	f56r.18	PROC063	K+HO+AR	zuführen · Gabe · von dort	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kchoar	schreibe die globale Vorzugsform kchoar	NO	NO
E097	f56r	H5	f56r.18	PROC064	OT+O+AIN	danach · Arbeitsgang · Portion	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	sotodan	schreibe die globale Vorzugsform sotodan	NO	NO
E098	f56r	H5	f56r.19	PROC065	OT+Y	danach · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	otchey	schreibe die globale Vorzugsform otchey	NO	NO
E099	f56r	H5	f56r.19	PROC066	K+E+OL	zuführen · kurz · fortsetzen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	keol	schreibe die globale Vorzugsform keol	NO	NO
E100	f56r	H5	f56r.19	PROC009	AIIN	vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	schreibe die globale Vorzugsform daiin	NO	NO
E101	f81v	B1	f81v.2	PROC067	OK+E+DY	ansetzen · kurz · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokedy	schreibe die globale Vorzugsform qokedy	NO	NO
E102	f81v	B1	f81v.2	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß	FORMULA_CADENCE_RULE	FC04	okaiin	in der gelernten Formelkadenz FC04 schreibe okaiin	NO	NO
E103	f81v	B1	f81v.2	PROC068	K+AIR	zuführen · laufender Bestand	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kair	schreibe die globale Vorzugsform kair	NO	NO
E104	f81v	B1	f81v.2	PROC048	OK+AL	ansetzen · bezeichnete Stelle	FORMULA_CADENCE_RULE	FC04	okal	in der gelernten Formelkadenz FC04 schreibe okal	NO	NO
E105	f81v	B1	f81v.2	PROC003	AR	von dort	FORMULA_CADENCE_RULE	FC04	sar	in der gelernten Formelkadenz FC04 schreibe sar	NO	NO
E106	f81v	B1	f81v.2	PROC013	OL	fortsetzen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ol	schreibe die globale Vorzugsform ol	NO	NO
E107	f81v	B1	f81v.2	PROC069	K+AIN	zuführen · Portion	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kain	schreibe die globale Vorzugsform kain	NO	NO
E108	f81v	B1	f81v.2	PROC070	OL+K+AIN	fortsetzen · zuführen · Portion	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	olkain	schreibe die globale Vorzugsform olkain	NO	NO
E109	f81v	B1	f81v.2	PROC055	AL	bezeichnete Stelle	FORMULA_CADENCE_RULE	FC04	al	in der gelernten Formelkadenz FC04 schreibe al	NO	NO
E110	f81v	B1	f81v.2	PROC013	OL	fortsetzen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ol	schreibe die globale Vorzugsform ol	NO	NO
E111	f81v	B1	f81v.2	PROC071	R+OL	abkühlen · fortsetzen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	rol	schreibe die globale Vorzugsform rol	NO	NO
E112	f81v	B1	f81v.2	PROC072	L	führen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	dl	schreibe die globale Vorzugsform dl	NO	NO
E113	f81v	B1	f81v.7	PROC022	OL+OR	fortsetzen · Ansatz	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	olor	schreibe die globale Vorzugsform olor	NO	NO
E114	f81v	B1	f81v.7	PROC013	OL	fortsetzen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ol	schreibe die globale Vorzugsform ol	NO	NO
E115	f81v	B1	f81v.7	PROC073	SH+E+CKH+AL	halten · kurz · Durchlass · bezeichnete Stelle	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	sheckhal	schreibe die globale Vorzugsform sheckhal	NO	NO
E116	f81v	B1	f81v.7	PROC009	AIIN	vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	schreibe die globale Vorzugsform daiin	NO	NO
E117	f81v	B1	f81v.7	PROC074	OK+EE+AL	ansetzen · länger · bezeichnete Stelle	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokeedal	schreibe die globale Vorzugsform qokeedal	NO	NO
E118	f81v	B1	f81v.7	PROC009	AIIN	vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	schreibe die globale Vorzugsform daiin	NO	NO
E119	f81v	B1	f81v.7	PROC075	CKH+Y	Durchlass · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chckhy	schreibe die globale Vorzugsform chckhy	NO	NO
E120	f81v	B1	f81v.7	PROC076	CHD+DY	umsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	schedy	schreibe die globale Vorzugsform schedy	NO	NO
E121	f81v	B1	f81v.7	PROC013	OL	fortsetzen	RECORD_WRAPPER_MELODY	RM05:1	qol	am Recordmelodieplatz RM05:1 schreibe qol	NO	NO
E122	f81v	B1	f81v.17	PROC077	SH+K+CHD+DY	halten · zuführen · umsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	sshkchdy	schreibe die globale Vorzugsform sshkchdy	NO	NO
E123	f81v	B1	f81v.17	PROC042	CHD+Y	umsetzen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chedy	schreibe die globale Vorzugsform chedy	NO	NO
E124	f81v	B1	f81v.17	PROC013	OL	fortsetzen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ol	schreibe die globale Vorzugsform ol	NO	NO
E125	f81v	B1	f81v.17	PROC078	SHED+DY	absetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shedy	schreibe die globale Vorzugsform shedy	NO	NO
E126	f81v	B1	f81v.17	PROC079	OL+CHD+DY	fortsetzen · umsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qolchedy	schreibe die globale Vorzugsform qolchedy	NO	NO
E127	f81v	B1	f81v.17	PROC080	OK+AIN	ansetzen · Portion	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokain	schreibe die globale Vorzugsform qokain	NO	NO
E128	f81v	B1	f81v.17	PROC075	CKH+Y	Durchlass · dieser Posten	RECORD_WRAPPER_MELODY	RM05:2	shckhy	am Recordmelodieplatz RM05:2 schreibe shckhy	NO	NO
E129	f81v	B1	f81v.17	PROC072	L	führen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	dl	schreibe die globale Vorzugsform dl	NO	NO
E130	f81v	B1	f81v.17	PROC081	R+AL	abkühlen · bezeichnete Stelle	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ral	schreibe die globale Vorzugsform ral	NO	NO
E131	f81v	B1	f81v.18	PROC082	OK+CHD+DY	ansetzen · umsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokchdy	schreibe die globale Vorzugsform qokchdy	NO	NO
E132	f81v	B1	f81v.18	PROC019	Y	dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chey	schreibe die globale Vorzugsform chey	NO	NO
E133	f81v	B1	f81v.18	PROC013	OL	fortsetzen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ol	schreibe die globale Vorzugsform ol	NO	NO
E134	f81v	B1	f81v.18	PROC083	CHK+E+Y	wärmen · kurz · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cheky	schreibe die globale Vorzugsform cheky	NO	NO
E135	f81v	B1	f81v.18	PROC013	OL	fortsetzen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ol	schreibe die globale Vorzugsform ol	NO	NO
E136	f81v	B1	f81v.18	PROC078	SHED+DY	absetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shedy	schreibe die globale Vorzugsform shedy	NO	NO
