scope	shol	grammar	model	timing	marker	prediction	patient	partner	observed_status	cross_boundary_links	remaining_unknown	independent_confirmation_capacity	row_status
S	A	M	D	O	f32v.9:2	dependent argument fields retained	f32v.9:4	f32v.9:6	NO_STATE_TRANSITION_MODELLED	"[{""kind"": ""ARGUMENTS"", ""origin"": ""f32v.9:1"", ""slot"": ""patient"", ""target"": ""f32v.9:4""}, {""kind"": ""ARGUMENTS"", ""origin"": ""f32v.9:1"", ""slot"": ""coingredient"", ""target"": ""f32v.9:6""}]"	skey	0	recorded
S	A	M	D	I	f32v.9:2	dependent argument fields retained	f32v.9:4	f32v.9:6	NO_STATE_TRANSITION_MODELLED	"[{""kind"": ""ARGUMENTS"", ""origin"": ""f32v.9:1"", ""slot"": ""patient"", ""target"": ""f32v.9:4""}, {""kind"": ""ARGUMENTS"", ""origin"": ""f32v.9:1"", ""slot"": ""coingredient"", ""target"": ""f32v.9:6""}]"	skey	0	recorded
S	A	M	H	O	f32v.9:2	dependent argument fields retained	f32v.9:4	f32v.9:6	NO_STATE_TRANSITION_MODELLED	"[{""kind"": ""ARGUMENTS"", ""origin"": ""f32v.9:1"", ""slot"": ""patient"", ""target"": ""f32v.9:4""}, {""kind"": ""ARGUMENTS"", ""origin"": ""f32v.9:1"", ""slot"": ""coingredient"", ""target"": ""f32v.9:6""}]"	skey	0	recorded
S	A	M	H	I	f32v.9:2	dependent argument fields retained	f32v.9:4	f32v.9:6	NO_STATE_TRANSITION_MODELLED	"[{""kind"": ""ARGUMENTS"", ""origin"": ""f32v.9:1"", ""slot"": ""patient"", ""target"": ""f32v.9:4""}, {""kind"": ""ARGUMENTS"", ""origin"": ""f32v.9:1"", ""slot"": ""coingredient"", ""target"": ""f32v.9:6""}]"	skey	0	recorded
I	A	B	D	O	f32v.9:2	independent field loses prior imperative arguments			ARGUMENT_INCOMPLETE	[]	skey	0	recorded
I	A	B	D	I	f32v.9:2	independent field loses prior imperative arguments			ARGUMENT_INCOMPLETE	[]	skey	0	recorded
I	A	B	H	O	f32v.9:2	independent field loses prior imperative arguments			ARGUMENT_INCOMPLETE	[]	skey	0	recorded
I	A	B	H	I	f32v.9:2	independent field loses prior imperative arguments			ARGUMENT_INCOMPLETE	[]	skey	0	recorded
I	A	J	D	O	f32v.9:2	independent field loses prior imperative arguments			ARGUMENT_INCOMPLETE	[]	skey	0	recorded
I	A	J	D	I	f32v.9:2	independent field loses prior imperative arguments			ARGUMENT_INCOMPLETE	[]	skey	0	recorded
I	A	J	H	O	f32v.9:2	independent field loses prior imperative arguments			ARGUMENT_INCOMPLETE	[]	skey	0	recorded
I	A	J	H	I	f32v.9:2	independent field loses prior imperative arguments			ARGUMENT_INCOMPLETE	[]	skey	0	recorded
I	A	M	D	O	f32v.9:2	independent field loses prior imperative arguments			ARGUMENT_INCOMPLETE	[]	skey	0	recorded
I	A	M	D	I	f32v.9:2	independent field loses prior imperative arguments			ARGUMENT_INCOMPLETE	[]	skey	0	recorded
I	A	M	H	O	f32v.9:2	independent field loses prior imperative arguments			ARGUMENT_INCOMPLETE	[]	skey	0	recorded
I	A	M	H	I	f32v.9:2	independent field loses prior imperative arguments			ARGUMENT_INCOMPLETE	[]	skey	0	recorded
