statement_id	record_unit_id	page	loci	surface_sequence	formula_family	terminal_status	owner_sequence	owner_reading_de	internal_owner_reset	line_crossing	family_sequence_de	station_translation_de	global_flow_policy
B1-S011	B1	f81v	f81v.18	chckhy · qoky	SOURCED_PROCESS	OPEN	B1_SHARED_TWO_ROW_POOL	gemeinsamen zweireihigen Figurenbecken	NO	NO:f81v.18	DIES_AKTUELLER_POSTEN + DURCHLASS; EINSETZEN + DIES_AKTUELLER_POSTEN	Am gemeinsamen zweireihigen Figurenbecken: Nimm den Arbeitsstoff aus der örtlich bezeichneten Quelle und bearbeite ihn an dieser Station weiter. Kartenlesung: durchleiten; einsetzen. Halte den Posten für die folgende Stationszelle offen.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B1-S012	B1	f81v	f81v.21	lsho · qokey · lshedy	FLOW_TRANSFER_PROCESS	CLOSED	B1_SHARED_TWO_ROW_POOL	gemeinsamen zweireihigen Figurenbecken	NO	NO:f81v.21	WASCHEN; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; FESTSETZEN + WASCHEN	Am gemeinsamen zweireihigen Figurenbecken: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: Waschgang; kurz einwirken lassen; Waschgang; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B1-S013	B1	f81v	f81v.21	lshedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B1_SHARED_TWO_ROW_POOL	gemeinsamen zweireihigen Figurenbecken	NO	NO:f81v.21	FESTSETZEN + WASCHEN	Am gemeinsamen zweireihigen Figurenbecken: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: Waschgang; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B1-S014	B1	f81v	f81v.21	chedy · qolky · lchedal · qol · otar	FLOW_TRANSFER_PROCESS	OPEN	B1_SHARED_TWO_ROW_POOL	gemeinsamen zweireihigen Figurenbecken	NO	NO:f81v.21	DIES_AKTUELLER_POSTEN + UEBERFUEHREN; WEITER_GLEICHER_LAUF; ZU_ZIEL + AB + UEBERFUEHREN; WEITER_GLEICHER_LAUF; FOLGEPOSTEN + VON_QUELLE	Am gemeinsamen zweireihigen Figurenbecken: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: überführen; Weiterweg; Zielabführung; weiter; Folgequelle. Halte den Posten für die folgende Stationszelle offen.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B1-S015	B1	f81v	f81v.24	ytey · okchedy	SOURCED_PROCESS	CLOSED	B1_SHARED_TWO_ROW_POOL	gemeinsamen zweireihigen Figurenbecken	NO	NO:f81v.24	Kurzteil; EINSETZEN + FESTSETZEN + UEBERFUEHREN	Am gemeinsamen zweireihigen Figurenbecken: Nimm den Arbeitsstoff aus der örtlich bezeichneten Quelle und bearbeite ihn an dieser Station weiter. Kartenlesung: Kurzteil; vorigen Posten überführen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B1-S016	B1	f81v	f81v.24	qokal · okeey · qol · cheedy	TARGET_APPLICATION_PROCESS	CLOSED	B1_SHARED_TWO_ROW_POOL	gemeinsamen zweireihigen Figurenbecken	NO	NO:f81v.24	EINSETZEN + ZU_ZIEL; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; WEITER_GLEICHER_LAUF; GRAD + FESTSETZEN + ABSETZEN	Am gemeinsamen zweireihigen Figurenbecken: Setze den laufenden Posten an der bezeichneten Arbeits- oder Körperstelle an und führe die Anwendung dort aus. Kartenlesung: dorthin einsetzen; länger einwirken lassen; weiter; kurz absetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B1-S017	B1	f81v	f81v.24	sal · teol · dchdy	TARGET_APPLICATION_PROCESS	CLOSED	B1_SHARED_TWO_ROW_POOL	gemeinsamen zweireihigen Figurenbecken	NO	NO:f81v.24	ZU_ZIEL; WEITER_GLEICHER_LAUF + GRAD; FESTSETZEN + UEBERFUEHREN	Am gemeinsamen zweireihigen Figurenbecken: Setze den laufenden Posten an der bezeichneten Arbeits- oder Körperstelle an und führe die Anwendung dort aus. Kartenlesung: dorthin; kurz weiterführen; Transfer; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B1-S018	B1	f81v	f81v.24|f81v.27	ly · dsheol · oiiin · olkeedy	TARGET_APPLICATION_PROCESS	CLOSED	B1_SHARED_TWO_ROW_POOL	gemeinsamen zweireihigen Figurenbecken	NO	YES:f81v.24→f81v.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Auffanggefäß; WEITER_GLEICHER_LAUF + GRAD; STUFE; GRAD + SAMMELN	Am gemeinsamen zweireihigen Figurenbecken: Setze den laufenden Posten an der bezeichneten Arbeits- oder Körperstelle an und führe die Anwendung dort aus. Kartenlesung: Auffanggefäß; Kurzhalt; Arbeitsstufe; lange sammeln; Schluss. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B1-S019	B1	f81v	f81v.27	tedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B1_SHARED_TWO_ROW_POOL	gemeinsamen zweireihigen Figurenbecken	NO	NO:f81v.27	GRAD + FESTSETZEN + ABSETZEN	Am gemeinsamen zweireihigen Figurenbecken: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: kurz absetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B1-S020	B1	f81v	f81v.27	cheky · shckhedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B1_SHARED_TWO_ROW_POOL	gemeinsamen zweireihigen Figurenbecken	NO	NO:f81v.27	GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN; SEIHEN	Am gemeinsamen zweireihigen Figurenbecken: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: kurz wärmen; durchlassen; Schluss. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B1-S021	B1	f81v	f81v.27	chal	SIMPLE_OR_ELLIPTIC_PROCESS	OPEN	B1_SHARED_TWO_ROW_POOL	gemeinsamen zweireihigen Figurenbecken	NO	NO:f81v.27	ZU_ZIEL	Am gemeinsamen zweireihigen Figurenbecken: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: dorthin. Halte den Posten für die folgende Stationszelle offen.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B2-S001	B2	f82r	f82r.2	dchedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	oberen Doppelbecken mit zylindrischem Anschluss	NO	NO:f82r.2	UEBERFUEHREN	Am oberen Doppelbecken mit zylindrischem Anschluss: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: überführen; Schluss. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B2-S002	B2	f82r	f82r.2	qolchedy	FLOW_TRANSFER_PROCESS	CLOSED	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	oberen Doppelbecken mit zylindrischem Anschluss	NO	NO:f82r.2	WEITER_GLEICHER_LAUF + FESTSETZEN + UEBERFUEHREN	Am oberen Doppelbecken mit zylindrischem Anschluss: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: weiterführen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B2-S003	B2	f82r	f82r.2	qokain · dy · qokeedy	QUANTIFIED_PROCESS	CLOSED	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	oberen Doppelbecken mit zylindrischem Anschluss	NO	NO:f82r.2	EINSETZEN + PORTION; DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + FESTSETZEN	Am oberen Doppelbecken mit zylindrischem Anschluss: Nimm die bezeichnete Portion oder Sollmenge und führe den örtlichen Arbeitsgang damit aus. Kartenlesung: Anteil zugeben; dies; lange einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B2-S004	B2	f82r	f82r.2|f82r.3	qokal · lcheckhy · lched · qokeey · lcheckhedy	FLOW_TRANSFER_PROCESS	CLOSED	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	oberen Doppelbecken mit zylindrischem Anschluss	NO	YES:f82r.2→f82r.3; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	EINSETZEN + ZU_ZIEL; AB + DIES_AKTUELLER_POSTEN + DURCHLASS; AB + UEBERFUEHREN; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; AB + SEIHEN	Am oberen Doppelbecken mit zylindrischem Anschluss: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: dorthin einsetzen; Abführpassage; Abführung; länger einwirken lassen; Trennabzug; Schluss. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B2-S005	B2	f82r	f82r.3|f82r.4	qokaly · solkaiin · chckhy · qokaiin · qokaiin · octheol · chkeey · ldy	FULL_ADDRESS_PROCESS	CLOSED	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	oberen Doppelbecken mit zylindrischem Anschluss	NO	YES:f82r.3→f82r.4; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	EINSETZEN + ZU_ZIEL + DIES_AKTUELLER_POSTEN; SOLLWERT + SAMMELN; DIES_AKTUELLER_POSTEN + DURCHLASS; EINSETZEN + SOLLWERT; EINSETZEN + SOLLWERT; WEITER_GLEICHER_LAUF + BEREIT; GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN; AB + FESTSETZEN	Am oberen Doppelbecken mit zylindrischem Anschluss: Nimm den Posten aus der bezeichneten Quelle, bemiss ihn, führe ihn zur bezeichneten Stelle und vollziehe dort den Arbeitsgang. Kartenlesung: Zieleinsatz; Sollsammlung; durchleiten; bemessen; bemessen; Fortsetzung vorbereiten; Langwärmen; abziehen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B2-S006	B2	f82r	f82r.4	oteey · qokal · sheckhy · qoky	TARGET_APPLICATION_PROCESS	OPEN	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	oberen Doppelbecken mit zylindrischem Anschluss	NO	NO:f82r.4	FOLGEPOSTEN + GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + ZU_ZIEL; GRAD + DIES_AKTUELLER_POSTEN + DURCHLASS; EINSETZEN + DIES_AKTUELLER_POSTEN	Am oberen Doppelbecken mit zylindrischem Anschluss: Setze den laufenden Posten an der bezeichneten Arbeits- oder Körperstelle an und führe die Anwendung dort aus. Kartenlesung: Langfolge; dorthin einsetzen; Kurzpassage; einsetzen. Halte den Posten für die folgende Stationszelle offen.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B2-S007	B2	f82r	f82r.7	dshedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	linken Mittelgerät mit eingefügtem Knoten	NO	NO:f82r.7	Frischwasser zugeben; Schluss	Am linken Mittelgerät mit eingefügtem Knoten: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: Frischwasser zugeben; Schluss. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B2-S008	B2	f82r	f82r.7	sotaiin · qokar · shedy	GRADED_PROCESS	CLOSED	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	linken Mittelgerät mit eingefügtem Knoten	NO	NO:f82r.7	FOLGEPOSTEN + SOLLWERT; EINSETZEN + VON_QUELLE; GRAD + FESTSETZEN + ABSETZEN	Am linken Mittelgerät mit eingefügtem Knoten: Führe den Arbeitsgang bis zur bezeichneten Stufe und halte den Posten dort entsprechend kurz, länger oder vollständig. Kartenlesung: Folgemaß; Quelleinsatz; kurz absetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B2-S009	B2	f82r	f82r.7	solshedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	linken Mittelgerät mit eingefügtem Knoten	NO	NO:f82r.7	WEITER_GLEICHER_LAUF + FESTSETZEN + ABSETZEN	Am linken Mittelgerät mit eingefügtem Knoten: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: Folgeabsetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B2-S010	B2	f82r	f82r.7	qokeey · qoky · ls · cheey	FLOW_TRANSFER_PROCESS	OPEN	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	linken Mittelgerät mit eingefügtem Knoten	NO	NO:f82r.7	EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + DIES_AKTUELLER_POSTEN; AB; Klarlauf	Am linken Mittelgerät mit eingefügtem Knoten: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: länger einwirken lassen; einsetzen; Auslass; Klarlauf. Halte den Posten für die folgende Stationszelle offen.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B2-S011	B2	f82r	f82r.19	okain · char · okain · qokeedy	QUANTIFIED_PROCESS	CLOSED	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	rechten mittleren Einzelplatz	NO	NO:f82r.19	EINSETZEN + PORTION; VON_QUELLE; EINSETZEN + PORTION; EINSETZEN + GRAD + FESTSETZEN	Am rechten mittleren Einzelplatz: Nimm die bezeichnete Portion oder Sollmenge und führe den örtlichen Arbeitsgang damit aus. Kartenlesung: Anteil zugeben; davon; Anteil zugeben; lange einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B2-S012	B2	f82r	f82r.19|f82r.23	lchy · cheey · qcthey · qokeey · lcheey · daiin · chey · qokeeedy	FULL_ADDRESS_PROCESS	CLOSED	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION > B2_LOWER_GREEN_MULTI_FIGURE_POOL	rechten mittleren Einzelplatz; danach ohne sichtbare Verbindung im unteren grünen Mehrpersonenbecken	YES	YES:f82r.19→f82r.23; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	AB + DIES_AKTUELLER_POSTEN; Klarlauf; GRAD + DIES_AKTUELLER_POSTEN + BEREIT; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; AB; SOLLWERT; DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + FESTSETZEN	Am rechten mittleren Einzelplatz; danach ohne sichtbare Verbindung im unteren grünen Mehrpersonenbecken: Nimm den Posten aus der bezeichneten Quelle, bemiss ihn, führe ihn zur bezeichneten Stelle und vollziehe dort den Arbeitsgang. Kartenlesung: Abführgut; Klarlauf; kurz vorbereiten; länger einwirken lassen; Klarabzug; Sollmaß; dies; Volleinsatz; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest. Die Aussage überschreitet dabei eine Bildbesitzergrenze ohne gezeichnete Verbindung.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B2-S013	B2	f82r	f82r.23	lchedy	FLOW_TRANSFER_PROCESS	CLOSED	B2_LOWER_GREEN_MULTI_FIGURE_POOL	unteren grünen Mehrpersonenbecken	NO	NO:f82r.23	AB + UEBERFUEHREN	Am unteren grünen Mehrpersonenbecken: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: abführen; Schluss. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B2-S014	B2	f82r	f82r.23	lar	SIMPLE_OR_ELLIPTIC_PROCESS	OPEN	B2_LOWER_GREEN_MULTI_FIGURE_POOL	unteren grünen Mehrpersonenbecken	NO	NO:f82r.23	VON_QUELLE + AB	Am unteren grünen Mehrpersonenbecken: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: Quellabzug. Halte den Posten für die folgende Stationszelle offen.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B2-S015	B2	f82r	f82r.26	tshey · qokeedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B2_LOWER_POOL_EDGE_STATIONS	unteren Beckenrand mit mehreren Arbeitsplätzen	NO	NO:f82r.26	RAHMEN + FREIGEGEBENER_LAUF; EINSETZEN + GRAD + FESTSETZEN	Am unteren Beckenrand mit mehreren Arbeitsplätzen: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: Folgeklarlauf; lange einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B2-S016	B2	f82r	f82r.26|f82r.27	cheal · lchedar · ches · aiin · oteey · qokaiin · okey · pchedy	FULL_ADDRESS_PROCESS	CLOSED	B2_LOWER_POOL_EDGE_STATIONS	unteren Beckenrand mit mehreren Arbeitsplätzen	NO	YES:f82r.26→f82r.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	ZU_ZIEL; VON_QUELLE + AB + UEBERFUEHREN; teilen; SOLLWERT; FOLGEPOSTEN + GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + SOLLWERT; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; ZU + UEBERFUEHREN	Am unteren Beckenrand mit mehreren Arbeitsplätzen: Nimm den Posten aus der bezeichneten Quelle, bemiss ihn, führe ihn zur bezeichneten Stelle und vollziehe dort den Arbeitsgang. Kartenlesung: dorthin; Quellabführung; teilen; Sollmaß; Langfolge; bemessen; kurz einwirken lassen; Zuführung; Schluss. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B2-S017	B2	f82r	f82r.27	rsheal · daldy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B2_LOWER_POOL_EDGE_STATIONS	unteren Beckenrand mit mehreren Arbeitsplätzen	NO	NO:f82r.27	ZU_ZIEL + GRAD; ZU_ZIEL + FESTSETZEN	Am unteren Beckenrand mit mehreren Arbeitsplätzen: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: Kurzhalt am Ziel; Zielschluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
