stop_rule_id	blocked_rule	probe_recipe	probe_reader_status	probe_blocked_factor_rules	active_action_before_stop	active_action_after_stop	active_argument_before_stop	active_argument_after_stop	state_preserved	recovery_recipe	recovery_reader_status	recovery_succeeds
G442-F19	PAIR:OK>T	OK+T	STOP__UNLICENSED_FACTOR	PAIR:OK>T	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F20	PAIR:P>K	P+K	STOP__UNLICENSED_FACTOR	PAIR:P>K	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F21	PAIR:P>OK	P+OK	STOP__UNLICENSED_FACTOR	PAIR:P>OK	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F22	PAIR:P>P	P+P	STOP__UNLICENSED_FACTOR	PAIR:P>P	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F23	PAIR:P>R	P+R	STOP__UNLICENSED_FACTOR	PAIR:P>R	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F24	PAIR:P>S	P+S	STOP__UNLICENSED_FACTOR	PAIR:P>S	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F25	PAIR:P>T	P+T	STOP__UNLICENSED_FACTOR	PAIR:P>T	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F26	PAIR:R>K	R+K	STOP__UNLICENSED_FACTOR	PAIR:R>K	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F27	PAIR:R>OK	R+OK	STOP__UNLICENSED_FACTOR	PAIR:R>OK	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F28	PAIR:R>P	R+P	STOP__UNLICENSED_FACTOR	PAIR:R>P	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F29	PAIR:R>R	R+R	STOP__UNLICENSED_FACTOR	PAIR:R>R	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F30	PAIR:R>S	R+S	STOP__UNLICENSED_FACTOR	PAIR:R>S	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F31	PAIR:S>CHD	S+CHD	STOP__UNLICENSED_FACTOR	PAIR:S>CHD	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F32	PAIR:S>P	S+P	STOP__UNLICENSED_FACTOR	PAIR:S>P	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F33	PAIR:S>R	S+R	STOP__UNLICENSED_FACTOR	PAIR:S>R	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F34	PAIR:S>S	S+S	STOP__UNLICENSED_FACTOR	PAIR:S>S	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F35	PAIR:S>T	S+T	STOP__UNLICENSED_FACTOR	PAIR:S>T	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F36	PAIR:SH>CHD	SH+CHD	STOP__UNLICENSED_FACTOR	PAIR:SH>CHD	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F37	PAIR:SH>P	SH+P	STOP__UNLICENSED_FACTOR	PAIR:SH>P	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F38	PAIR:SH>R	SH+R	STOP__UNLICENSED_FACTOR	PAIR:SH>R	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F39	PAIR:SH>S	SH+S	STOP__UNLICENSED_FACTOR	PAIR:SH>S	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F40	PAIR:SH>SH	SH+SH	STOP__UNLICENSED_FACTOR	PAIR:SH>SH	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F41	PAIR:T>K	T+K	STOP__UNLICENSED_FACTOR	PAIR:T>K	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F42	PAIR:T>P	T+P	STOP__UNLICENSED_FACTOR	PAIR:T>P	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F43	PAIR:T>S	T+S	STOP__UNLICENSED_FACTOR	PAIR:T>S	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F44	PAIR:T>T	T+T	STOP__UNLICENSED_FACTOR	PAIR:T>T	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F45	FOCUS:CHD<-EEE	CHD+EEE	STOP__UNLICENSED_FACTOR	FOCUS:CHD<-EEE	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F46	FOCUS:R<-EEE	R+EEE	STOP__UNLICENSED_FACTOR	FOCUS:R<-EEE	OK	OK	Y	Y	YES	AIIN+DY	READ_NEW_FACTOR_COMPOSITION	YES
G442-F47	CLOSE:NO_ACTIVE_ACTION	DY	STOP__UNLICENSED_FACTOR	CLOSE:NO_ACTIVE_ACTION	NONE	NONE	NONE	NONE	YES	OK+Y	READ_EXACT_CATALOG_WITH_LEFT_CONTEXT	YES
