span_id	target_occurrence_id	page	physical_folio	locus	section	language	hand	register_id	ol_ordinal	right_ordinal	line_token_count	right_surface	written_span_eva	written_line_eva	right_reader_exact	old_gdt780_branch	old_gdt780_default_de	old_gdt780_contextual	selected_whole_default_de	new_gdt781_default_de	alternate_1_de	alternate_2_de	confidence	analogy_tier	raw_analogy_consensus_axes	working_functional_axes	card_class	source_evidence	positive_evidence	counterevidence	scope_status	semantic_change_class	fallback_replacement	display_changed	inherited_consumed_token_ids	gdt781_consumed_token_id	same_row_inherited_consumption_takeover	new_unique_consumption	cross_row_consumption_collision	selection_rule	selection_uses_occurrence_id	selection_uses_page_or_locus	selection_uses_analogy_or_meaning	selection_uses_frequency	selection_uses_substring	exact_complete_whole_only	default_is_translation	confirmed_lexeme	confirmed_plaintext	component_export_credit
G781-S012	G769-T0246	f66r	f66	f66r.69	T	B	5	T|B|5	4	5	9	kcheeky	ol kcheeky	tosheo qokaldy oky ol kcheeky qoky dary okees oly	1	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	heiß und trocken, Endstufe	heiß und trocken, Endstufe	Trockenzubereitung	heiß und trocken, Anfangsstufe	C1_ANALOGY_C0_IDENTITY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	HOT|DRY|END_STAGE	HOT|DRY|END_STAGE	A3_CLEAN_COMPLETE_WHOLE_PROJECTION	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD	Die vollständigen Distanz-1-Karten cheeky und kcheey teilen HOT|DRY und tragen END_STAGE.	Singleton; BEGIN_STAGE bleibt direkter Rival; Zustand, Zubereitung und Vorgang sind funktional noch nicht getrennt.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	EXPLORATORY_FALLBACK_REPLACEMENT	1	1	NONE	f66r.69@5	0	1	0	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	0	0	0	0	0	1	0	0	0	0
G781-S013	G769-T0287	f76r	f76	f76r.53	T	B	2	T|B|2	4	5	11	chedor	ol chedor	saiin qol shedy ol chedor chal shed qoteedy dshdy okal chedyl	1	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	trockene Stoffportion	trockene Stoffportion	trockener Anteil	fertige Trockenportion	C1_ANALOGY_C0_IDENTITY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	DRY|AMOUNT|MATERIAL	DRY|AMOUNT|MATERIAL	A3_CLEAN_COMPLETE_WHOLE_PROJECTION	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD|GDT762_CANDIDATE_DIRECT_NEIGHBOR_DECK	Sechs vollständige Distanz-1-Karten einschließlich chdor, chedar, chedol, chedyor, cheeor und cheor ergeben DRY|AMOUNT|MATERIAL; zwei Vorkommen auf zwei Seiten sind reader-exakt.	PART, PROCESS, CLOSE und Stufenrollen bleiben Rivalen; nur 2 von 3 Cacheoberflächen sind reader-exakt.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	EXPLORATORY_FALLBACK_REPLACEMENT	1	1	NONE	f76r.53@5	0	1	0	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	0	0	0	0	0	1	0	0	0	0
G781-S014	G769-T0292	f77r	f77	f77r.32	B	B	2	B|B|2	4	5	8	chealor	ol chealor	qor ain cheol ol chealor cheey qeteiiin dary	1	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	trockener Arzneistoff	trockener Arzneistoff	trockene Portion	trockener Endzustand	C0_ANALOGY_C0_IDENTITY	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	DRY|MATERIAL	DRY|MATERIAL	A2_CLEAN_COMPLETE_WHOLE_PROJECTION	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD	Sechs vollständige Distanz-2-Karten einschließlich cheal, chealy, chedyor, cheeor, cheor und cholor ergeben DRY|MATERIAL.	Singleton ohne Distanz-1-Nachbar; AMOUNT, PART, CLOSE, MIDDLE_STAGE und END_STAGE bleiben Rivalachsen; die trockene Zielumgebung zählt nicht als unabhängige Bestätigung.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	EXPLORATORY_FALLBACK_REPLACEMENT	1	1	NONE	f77r.32@5	0	1	0	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	0	0	0	0	0	1	0	0	0	0
G781-S015	G769-T0325	f78v	f78	f78v.20	B	B	2	B|B|2	8	9	9	okalor	ol okalor	qofcheol opchedy qokain op chedy lchey cphar ol okalor	1	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	erhitzter Arzneiansatz	erhitzter Arzneiansatz	kalter Arzneiansatz	Arzneistoffportion	C1_ROLE_C0_IDENTITY	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	HOT|MATERIAL|PREPARATION	HOT|MATERIAL|PREPARATION	EXISTING_GDT745_COMPLETE_WHOLE_CARD	GDT745-C018|GDT762_CANDIDATE_DIRECT_NEIGHBOR_DECK	Die bereits publizierte Ganzwortkarte GDT745-C018 zählt zwei reader-exakte Vorkommen auf zwei Seiten; ihr Radius-2-Kreis trägt HOT|MATERIAL|PREPARATION.	Der einzige Distanz-1-Nachbar otalor ist ausdrücklich COLD; die externe exakte Stelle liefert keinen informativen unabhängigen Rollenanker; die konkrete Arznei- oder Stoffidentität bleibt offen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	EXPLORATORY_FALLBACK_REPLACEMENT	1	1	NONE	f78v.20@9	0	1	0	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	0	0	0	0	0	1	0	0	0	0
G781-S016	G769-T0409	f81r	f81	f81r.6	B	B	2	B|B|2	2	3	7	eses	ol eses	sar ol eses oteey shor qokeey ol	1	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	Zubereitung	Zubereitung	Mengenfeld	Endzubereitung	C0_ANALOGY_C0_IDENTITY	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	PREPARATION	PREPARATION	A2_CLEAN_COMPLETE_WHOLE_PROJECTION_WITH_LATER_CONFLICT	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD|GDT780_COMPLETE_WHOLE:eees	Im rohen alten Dreierpool tragen 2/3 vollständige Nachbarkarten PREPARATION; die später unabhängig gestützte vollständige Karte eees=Mengenfeld liegt in Distanz 1 und bleibt ein neuer AMOUNT_OR_VALUE_FIELD-Rivale.	Singleton; das um eees ergänzte Ganzwortumfeld besitzt keinen Achsenkonsens: zwei ältere PREPARATION-Karten stehen dem späteren Mengen-/Wertfeld-Rivalen gegenüber; weder Zubereitung noch Menge, Einheit oder Zahl ist identifiziert.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	EXPLORATORY_FALLBACK_REPLACEMENT	1	1	NONE	f81r.6@3	0	1	0	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	0	0	0	0	0	1	0	0	0	0
G781-S017	G769-T0425	f81v	f81	f81v.7	B	B	2	B|B|2	2	3	9	sheckhal	ol sheckhal	olor ol sheckhal daiin qokeedal daiin chckhy schedy qol	1	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	feuchte Arzneimischung	feuchte Arzneimischung	trockene Mischung	heiß-feuchtes Rohmaterial	C0_ANALOGY_C0_IDENTITY	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	MOIST|MATERIAL|PREPARATION	MOIST|MATERIAL|PREPARATION	A2_CLEAN_COMPLETE_WHOLE_PROJECTION	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD|GDT762_CANDIDATE_DIRECT_NEIGHBOR_DECK	Fünf vollständige Distanz-2-Karten einschließlich chckhal, checkhol, sheckhey, sheckhy und shekal ergeben MOIST|MATERIAL|PREPARATION; beide Cachevorkommen sind reader-exakt und medial.	Kein Distanz-1-Nachbar; HOT, DRY, BEGIN_STAGE und MIDDLE_STAGE bleiben Rivalachsen; nur ein zielunabhängiges exaktes Vorkommen; cutoff-gebunden tragen 3/5 Nachbarkarten MOIST und 3/5 MATERIAL.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	EXPLORATORY_FALLBACK_REPLACEMENT	1	1	NONE	f81v.7@3	0	1	0	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	0	0	0	0	0	1	0	0	0	0
G781-S018	G769-T0450	f85r1	f85	f85r1.11	T	B	2	T|B|2	2	3	12	shdair	ol shdair	pdar ol shdair qopcheedy dal chdal chor shefshoro raiin dolor aiin opakam	1	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	Arzneistoff	Arzneistoff	feuchte Stoffportion	trockene Stoffmenge	C0_ANALOGY_C0_IDENTITY	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	MATERIAL	MATERIAL	A2_CLEAN_COMPLETE_WHOLE_PROJECTION	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD|GDT762_CANDIDATE_DIRECT_NEIGHBOR_DECK	Zehn vollständige Distanz-2-Karten liefern als einzigen gemeinsamen Kern MATERIAL; beide Cachevorkommen sind reader-exakt und medial.	Der Nachbarkreis streitet über HOT, DRY, MOIST, AMOUNT, PART, PROCESS und Stufe; kein Distanz-1-Nachbar und nur ein zielunabhängiges exaktes Vorkommen; cutoff-gebunden tragen 6/10 Nachbarkarten MATERIAL.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	EXPLORATORY_FALLBACK_REPLACEMENT	1	1	NONE	f85r1.11@3	0	1	0	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	0	0	0	0	0	1	0	0	0	0
G781-S019	G769-T0462	f85r2	f85	f85r2.23	C	B	2	C|B|2	4	5	5	sheoly	ol sheoly	ol lcheol chol ol sheoly	1	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	Feuchtzustand	Feuchtzustand	Feuchtzubereitung	eingeweichtes Material	C1_ANALOGY_C0_IDENTITY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	MOIST	MOIST	A3_CLEAN_COMPLETE_WHOLE_PROJECTION	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD|GDT780_COMPLETE_WHOLE:sheeol	Die vollständigen Distanz-1-Karten sheoky, sheol, sheoldy und sheoy teilen MOIST; die GDT780-Ganzwortkarte sheeol hält END_STAGE als getrennte Rivalachse sichtbar.	Singleton; HOT, MATERIAL, PREPARATION, PROCESS, CLOSE und sämtliche Stufenrollen bleiben offen; Feuchte benennt weder Medium noch Operation.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	EXPLORATORY_FALLBACK_REPLACEMENT	1	1	NONE	f85r2.23@5	0	1	0	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	0	0	0	0	0	1	0	0	0	0
G781-S020	G769-T0466	f86v5	f86	f86v5.15	T	B	2	T|B|2	11	12	12	chsky	ol chsky	ykar ar alody or eees aiin okar qokaiin ykar ar ol chsky	1	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	heiß und trocken	heiß und trocken	Trockenzubereitung	Erwärmungsvorgang	C1_ANALOGY_C0_IDENTITY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	HOT|DRY	HOT|DRY	A3_CLEAN_COMPLETE_WHOLE_PROJECTION_READER_VARIANT_RISK	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD|GDT762_CANDIDATE_DIRECT_NEIGHBOR_DECK	Die vollständigen Distanz-1-Karten cheky, chky, choky und chyky teilen HOT|DRY.	Nur 1 von 3 Cacheoberflächen ist reader-exakt, und dieses eine Vorkommen ist die ol-Zielstelle; MATERIAL, PREPARATION, PROCESS und Stufe bleiben Rivalen; externe ZL3b-Stellen sind keine exakten Replikationen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	EXPLORATORY_FALLBACK_REPLACEMENT	1	1	NONE	f86v5.15@12	0	1	0	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	0	0	0	0	0	1	0	0	0	0
G781-S021	G769-T0488	f88r	f88	f88r.22	P	A	1	P|A|1	5	6	6	chorcholsal	ol chorcholsal	ychey okaiin chol cheor ol chorcholsal	1	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	getrocknete Stoffzubereitung	getrocknete Stoffzubereitung	getrockneter Stoffanteil	fertiges Trockenprodukt	C0_TARGET_FRAME_C0_IDENTITY	A0_NO_CLEAN_NEIGHBOR	NONE	DRY|PART|MATERIAL|PREPARATION	A0_TARGET_FRAME_ONLY_EXPLORATORY_DEFAULT	GDT780-I023|GDT780_25_EXACT_CARDLESS_INTAKE|GDT779_COMPLETE_WHOLES:chol,cheor	Die einzige beobachtete Zielspanne steht im vollständigen Rahmen chol cheor ol chorcholsal; die bereits lizenzierten ganzen Nachbarn tragen DRY sowie PART|MATERIAL und motivieren ausschließlich einen lokalen Arbeitsdefault.	Kein sauberes vollständiges W2/W3-Nachbarwort in Editdistanz 2; Singleton; sämtliche positive Bedeutungsevidenz stammt aus der Zielzeile und ist nicht unabhängig; keine Segmentierung des langen Wortes ist erlaubt.	EXACT_ENUMERATED_OL_CHORCHOLSAL_SPAN_ONLY	EXPLORATORY_FALLBACK_REPLACEMENT	1	1	NONE	f88r.22@6	0	1	0	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	0	0	0	0	0	1	0	0	0	0
G781-S022	G769-T0492	f89v1	f89	f89v1.9	P	A	1	P|A|1	7	8	10	cheokchey	ol cheokchey	too cthor okol chekaiin os aiin ol cheokchey qokoiiin du	1	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	Trockenzubereitung, Mittelstufe	Trockenzubereitung, Mittelstufe	heißer Ansatz	Trocknungsvorgang	C0_ANALOGY_C0_IDENTITY	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	DRY|PREPARATION|MIDDLE_STAGE	DRY|PREPARATION|MIDDLE_STAGE	A2_CLEAN_COMPLETE_WHOLE_PROJECTION	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD|GDT762_CANDIDATE_DIRECT_NEIGHBOR_DECK	Die nächste vollständige Karte cheolchey und acht Radius-2-Karten ergeben DRY|PREPARATION|MIDDLE_STAGE; spätere vollständige Karten im chey-Zustandsraum halten Trocken- und Zubereitungsrollen sichtbar.	Singleton; HOT, COLD, MATERIAL, PROCESS, BEGIN_STAGE und END_STAGE bleiben Rivalachsen; die Mengenfolge in der Zielzeile ist keine unabhängige Bestätigung.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	EXPLORATORY_FALLBACK_REPLACEMENT	1	1	NONE	f89v1.9@8	0	1	0	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	0	0	0	0	0	1	0	0	0	0
G781-S023	G769-T0497	f90r1	f90	f90r1.5	H	A	1	H|A|1	5	6	11	okachey	ol okachey	ytor ckhy lpychol sho ol okachey r sheom kchol dchy dasady	1	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	erhitzte Trockenzubereitung	erhitzte Trockenzubereitung	Feuchtzubereitung	Trocknungsvorgang	C0_ANALOGY_C0_IDENTITY	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	HOT|DRY|PREPARATION	HOT|DRY|PREPARATION	A2_CLEAN_COMPLETE_WHOLE_PROJECTION	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD	Die nächste vollständige Karte okchey und acht Radius-2-Karten ergeben HOT|DRY|PREPARATION.	Singleton; MOIST, AMOUNT, MATERIAL, PROCESS, CLOSE und alle Stufenrollen bleiben Rivalen; das feuchte sho der Zielzeile ist target-lokal und bleibt ausdrücklicher Gegenentwurf.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	EXPLORATORY_FALLBACK_REPLACEMENT	1	1	NONE	f90r1.5@6	0	1	0	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	0	0	0	0	0	1	0	0	0	0
