residual_id	parent_gdt780_residual_id	target_occurrence_id	page	physical_folio	locus	ol_ordinal	right_ordinal	right_surface	right_reader_exact	parent_residual_reason	residual_reason	gdt781_default_de	frozen_whole_23_member	component_export_credit
G781-R062	G780-R076	G769-T0317	f78v	f78	f78v.4	10	0	NONE	0	LINE_FINAL_NO_RIGHT	LINE_FINAL_NO_RIGHT	Ansatz-/Zubereitungsposten	0	0
G781-R063	G780-R077	G769-T0318	f78v	f78	f78v.5	4	5	chsey	0	V99_CARD_NONEXACT	V99_CARD_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R064	G780-R078	G769-T0322	f78v	f78	f78v.11	6	7	chdy	0	V99_CARD_NONEXACT	V99_CARD_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R065	G780-R080	G769-T0331	f78v	f78	f78v.26	5	6	shedy	0	V99_CARD_NONEXACT	V99_CARD_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R066	G780-R081	G769-T0334	f78v	f78	f78v.27	8	9	chedy	0	V99_CARD_NONEXACT	V99_CARD_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R067	G780-R082	G769-T0337	f79r	f79	f79r.4	11	0	NONE	0	LINE_FINAL_NO_RIGHT	LINE_FINAL_NO_RIGHT	Ansatz-/Zubereitungsposten	0	0
G781-R068	G780-R083	G769-T0340	f79r	f79	f79r.13	9	0	NONE	0	LINE_FINAL_NO_RIGHT	LINE_FINAL_NO_RIGHT	Ansatz-/Zubereitungsposten	0	0
G781-R069	G780-R084	G769-T0342	f79r	f79	f79r.17	11	0	NONE	0	LINE_FINAL_NO_RIGHT	LINE_FINAL_NO_RIGHT	Ansatz-/Zubereitungsposten	0	0
G781-R070	G780-R085	G769-T0344	f79r	f79	f79r.22	8	9	dorchedchey	0	NO_V99R7_COMPLETE_WORD_CARD_READER_NONEXACT	NO_V99R7_COMPLETE_WORD_CARD_READER_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R071	G780-R086	G769-T0348	f79r	f79	f79r.32	10	0	NONE	0	LINE_FINAL_NO_RIGHT	LINE_FINAL_NO_RIGHT	Ansatz-/Zubereitungsposten	0	0
G781-R072	G780-R087	G769-T0349	f79r	f79	f79r.33	8	0	NONE	0	LINE_FINAL_NO_RIGHT	LINE_FINAL_NO_RIGHT	Ansatz-/Zubereitungsposten	0	0
G781-R073	G780-R088	G769-T0361	f79v	f79	f79v.25	9	0	NONE	0	LINE_FINAL_NO_RIGHT	LINE_FINAL_NO_RIGHT	Ansatz-/Zubereitungsposten	0	0
G781-R074	G780-R089	G769-T0365	f79v	f79	f79v.32	6	7	o	0	V99_CARD_NONEXACT	V99_CARD_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R075	G780-R090	G769-T0371	f79v	f79	f79v.40	10	0	NONE	0	LINE_FINAL_NO_RIGHT	LINE_FINAL_NO_RIGHT	Ansatz-/Zubereitungsposten	0	0
G781-R076	G780-R091	G769-T0373	f80r	f80	f80r.16	4	5	chedy	0	V99_CARD_NONEXACT	V99_CARD_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R077	G780-R092	G769-T0374	f80r	f80	f80r.23	10	11	keedy	0	V99_CARD_NONEXACT	V99_CARD_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R078	G780-R093	G769-T0377	f80r	f80	f80r.32	8	0	NONE	0	LINE_FINAL_NO_RIGHT	LINE_FINAL_NO_RIGHT	Ansatz-/Zubereitungsposten	0	0
G781-R079	G780-R094	G769-T0378	f80r	f80	f80r.33	8	0	NONE	0	LINE_FINAL_NO_RIGHT	LINE_FINAL_NO_RIGHT	Ansatz-/Zubereitungsposten	0	0
G781-R080	G780-R095	G769-T0382	f80r	f80	f80r.37	9	10	shey	0	V99_CARD_NONEXACT	V99_CARD_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R081	G780-R096	G769-T0383	f80r	f80	f80r.38	13	0	NONE	0	LINE_FINAL_NO_RIGHT	LINE_FINAL_NO_RIGHT	Ansatz-/Zubereitungsposten	0	0
G781-R082	G780-R097	G769-T0385	f80r	f80	f80r.42	8	0	NONE	0	LINE_FINAL_NO_RIGHT	LINE_FINAL_NO_RIGHT	Ansatz-/Zubereitungsposten	0	0
G781-R083	G780-R098	G769-T0386	f80r	f80	f80r.49	7	8	shees	0	NO_V99R7_COMPLETE_WORD_CARD_READER_NONEXACT	NO_V99R7_COMPLETE_WORD_CARD_READER_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R084	G780-R099	G769-T0389	f80v	f80	f80v.5	8	0	NONE	0	LINE_FINAL_NO_RIGHT	LINE_FINAL_NO_RIGHT	Ansatz-/Zubereitungsposten	0	0
G781-R085	G780-R100	G769-T0391	f80v	f80	f80v.15	11	12	dal	0	V99_CARD_NONEXACT	V99_CARD_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R086	G780-R101	G769-T0398	f80v	f80	f80v.31	2	3	oiin	0	V99_CARD_NONEXACT	V99_CARD_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R087	G780-R102	G769-T0407	f81r	f81	f81r.5	5	6	olaiin	0	V99_CARD_NONEXACT	V99_CARD_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R088	G780-R103	G769-T0408	f81r	f81	f81r.5	7	8	or	0	V99_CARD_NONEXACT	V99_CARD_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R089	G780-R105	G769-T0410	f81r	f81	f81r.6	7	0	NONE	0	LINE_FINAL_NO_RIGHT	LINE_FINAL_NO_RIGHT	Ansatz-/Zubereitungsposten	0	0
G781-R090	G780-R106	G769-T0418	f81r	f81	f81r.29	9	0	NONE	0	LINE_FINAL_NO_RIGHT	LINE_FINAL_NO_RIGHT	Ansatz-/Zubereitungsposten	0	0
G781-R091	G780-R108	G769-T0432	f81v	f81	f81v.19	2	3	shedy	0	V99_CARD_NONEXACT	V99_CARD_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R092	G780-R109	G769-T0435	f82r	f82	f82r.16	7	8	s	0	V99_CARD_NONEXACT	V99_CARD_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R093	G780-R110	G769-T0441	f83r	f83	f83r.42	2	3	chcthdy	0	V99_CARD_NONEXACT	V99_CARD_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R094	G780-R111	G769-T0442	f83r	f83	f83r.52	4	0	NONE	0	LINE_FINAL_NO_RIGHT	LINE_FINAL_NO_RIGHT	Ansatz-/Zubereitungsposten	0	0
G781-R095	G780-R112	G769-T0443	f83r	f83	f83r.53	4	0	NONE	0	LINE_FINAL_NO_RIGHT	LINE_FINAL_NO_RIGHT	Ansatz-/Zubereitungsposten	0	0
G781-R096	G780-R114	G769-T0459	f85r2	f85	f85r2.1	27	28	lkechch	0	NO_V99R7_COMPLETE_WORD_CARD_READER_NONEXACT	NO_V99R7_COMPLETE_WORD_CARD_READER_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R097	G780-R115	G769-T0460	f85r2	f85	f85r2.8	5	6	oloqorain	0	NO_V99R7_COMPLETE_WORD_CARD_READER_NONEXACT	NO_V99R7_COMPLETE_WORD_CARD_READER_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R098	G780-R117	G769-T0463	f86v5	f86	f86v5.2	9	10	ytol	0	V99_CARD_NONEXACT	V99_CARD_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R099	G780-R119	G769-T0469	f86v5	f86	f86v5.33	2	3	kaiin	0	V99_CARD_NONEXACT	V99_CARD_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R100	G780-R120	G769-T0471	f86v5	f86	f86v5.37	5	6	cheody	0	V99_CARD_NONEXACT	V99_CARD_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R101	G780-R121	G769-T0482	f86v6	f86	f86v6.35	11	0	NONE	0	LINE_FINAL_NO_RIGHT	LINE_FINAL_NO_RIGHT	Ansatz-/Zubereitungsposten	0	0
G781-R102	G780-R123	G769-T0490	f89r1	f89	f89r1.21	8	9	sshr	0	NO_V99R7_COMPLETE_WORD_CARD_READER_NONEXACT	NO_V99R7_COMPLETE_WORD_CARD_READER_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R103	G780-R125	G769-T0493	f89v1	f89	f89v1.11	4	5	shodain	0	NO_V99R7_COMPLETE_WORD_CARD_READER_NONEXACT	NO_V99R7_COMPLETE_WORD_CARD_READER_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R104	G780-R127	G769-T0498	f93r	f93	f93r.3	8	9	schodchy	0	NO_V99R7_COMPLETE_WORD_CARD_READER_NONEXACT	NO_V99R7_COMPLETE_WORD_CARD_READER_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R105	G780-R128	G769-T0515	f95v1	f95	f95v1.6	8	9	shedar	0	NO_V99R7_COMPLETE_WORD_CARD_READER_NONEXACT	NO_V99R7_COMPLETE_WORD_CARD_READER_NONEXACT	Ansatz-/Zubereitungsposten	0	0
G781-R106	G780-R129	G769-T0517	f95v1	f95	f95v1.9	3	4	k	0	NO_V99R7_COMPLETE_WORD_CARD_READER_NONEXACT	NO_V99R7_COMPLETE_WORD_CARD_READER_NONEXACT	Ansatz-/Zubereitungsposten	0	0
