relation_id	candidate_surface	known_neighbor_surface	whole_levenshtein_distance	within_raw_closest_layer	raw_selected_radius	known_neighbor_reading_ids	known_neighbor_levels	known_neighbor_max_score_not_probability	known_neighbor_occurrences	known_neighbor_pages	known_neighbor_core_axes	known_neighbor_union_axes	known_neighbor_best_gloss_de	known_neighbor_all_glosses_de	candidate_raw_consensus_axes	candidate_raw_rival_axes	candidate_raw_analogy_tier	relation_scope	selector_credit	literal_identity_credit	component_export_credit
G781-A0011	chedor	cheeor	1	1	1	cheeor#GLOBAL	W3_SOLID_WORKING_THEORY	76	13	13	DRY|AMOUNT|MATERIAL|END_STAGE	DRY|AMOUNT|MATERIAL|END_STAGE	eine Portion vollständig getrocknete Droge	eine Portion vollständig getrocknete Droge	DRY|AMOUNT|MATERIAL	PART|PROCESS|CLOSE|MIDDLE_STAGE|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0012	chedor	cheor	1	1	1	cheor#GLOBAL	W3_SOLID_WORKING_THEORY	66	71	45	DRY|PART|MATERIAL	DRY|PART|MATERIAL	trockener Drogenteil	trockener Drogenteil	DRY|AMOUNT|MATERIAL	PART|PROCESS|CLOSE|MIDDLE_STAGE|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0013	cheedaiin	chedaiin	1	1	1	chedaiin#1	W2_PROVISIONAL_WORKING	46	1	1	DRY|MIDDLE_STAGE	DRY|MIDDLE_STAGE	abgemessene Trockenmenge III, Mittelstufe	abgemessene Trockenmenge III, Mittelstufe	DRY|AMOUNT|MIDDLE_STAGE	MATERIAL|PREPARATION|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0014	cheedaiin	cheedain	1	1	1	cheedain#GLOBAL	W2_PROVISIONAL_WORKING	48	2	2	DRY|AMOUNT|MATERIAL|END_STAGE	DRY|AMOUNT|MATERIAL|END_STAGE	zwei Portionen vollständig getrockneter Droge	zwei Portionen vollständig getrockneter Droge	DRY|AMOUNT|MIDDLE_STAGE	MATERIAL|PREPARATION|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0015	cheedaiin	cheodaiin	1	1	1	cheodaiin#GLOBAL	W3_SOLID_WORKING_THEORY	76	12	12	DRY|AMOUNT|PREPARATION|MIDDLE_STAGE	DRY|AMOUNT|PREPARATION|MIDDLE_STAGE	drei Portionen Trockenansatz auf mittlerer Trockenstufe	drei Portionen Trockenansatz auf mittlerer Trockenstufe	DRY|AMOUNT|MIDDLE_STAGE	MATERIAL|PREPARATION|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0016	cheokchey	cheolchey	1	1	2	cheolchey#GLOBAL	W2_PROVISIONAL_WORKING	48	2	2	DRY|MATERIAL|PROCESS|MIDDLE_STAGE	DRY|MATERIAL|PROCESS|MIDDLE_STAGE	trockenen Drogenstoff bis Mittelstufe nachtrocknen	trockenen Drogenstoff bis Mittelstufe nachtrocknen	DRY|PREPARATION|MIDDLE_STAGE	HOT|COLD|MATERIAL|PROCESS|BEGIN_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0017	cheokchey	checkhey	2	0	2	checkhey#GLOBAL	W3_SOLID_WORKING_THEORY	71	10	9	DRY|PREPARATION|MIDDLE_STAGE	DRY|PREPARATION|MIDDLE_STAGE	trockenes Arzneikompositum in der Gradmitte	trockenes Arzneikompositum in der Gradmitte	DRY|PREPARATION|MIDDLE_STAGE	HOT|COLD|MATERIAL|PROCESS|BEGIN_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0018	cheokchey	cheockhey	2	0	2	cheockhey#GLOBAL	W2_PROVISIONAL_WORKING	41	1	1	DRY|PREPARATION|MIDDLE_STAGE	DRY|PREPARATION|MIDDLE_STAGE	trocken angesetztes Arzneikompositum in der Gradmitte	trocken angesetztes Arzneikompositum in der Gradmitte	DRY|PREPARATION|MIDDLE_STAGE	HOT|COLD|MATERIAL|PROCESS|BEGIN_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0019	cheokchey	cheocthey	2	0	2	cheocthey#GLOBAL	W2_PROVISIONAL_WORKING	46	1	1	DRY|MATERIAL|PREPARATION	DRY|MATERIAL|PREPARATION	trockene Drogenzubereitung, Form I	trockene Drogenzubereitung, Form I	DRY|PREPARATION|MIDDLE_STAGE	HOT|COLD|MATERIAL|PROCESS|BEGIN_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0020	cheokchey	cheokeey	2	0	2	cheokeey#GLOBAL	W3_SOLID_WORKING_THEORY	61	4	4	HOT|DRY|PREPARATION|END_STAGE	HOT|DRY|PREPARATION|END_STAGE	trocken angesetzte heiße Zubereitung am Gradende	trocken angesetzte heiße Zubereitung am Gradende	DRY|PREPARATION|MIDDLE_STAGE	HOT|COLD|MATERIAL|PROCESS|BEGIN_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0021	cheokchey	cheokey	2	0	2	cheokey#GLOBAL	W2_PROVISIONAL_WORKING	53	2	2	HOT|DRY|PREPARATION|MIDDLE_STAGE	HOT|DRY|PREPARATION|MIDDLE_STAGE	trocken angesetzte heiße Zubereitung in der Gradmitte	trocken angesetzte heiße Zubereitung in der Gradmitte	DRY|PREPARATION|MIDDLE_STAGE	HOT|COLD|MATERIAL|PROCESS|BEGIN_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0022	cheokchey	chokchy	2	0	2	chokchy#GLOBAL	W3_SOLID_WORKING_THEORY	66	15	13	HOT|DRY|PREPARATION|BEGIN_STAGE	HOT|DRY|PREPARATION|BEGIN_STAGE	Trockenansatz: heiß-trockene Grundform	Trockenansatz: heiß-trockene Grundform	DRY|PREPARATION|MIDDLE_STAGE	HOT|COLD|MATERIAL|PROCESS|BEGIN_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0023	cheokchey	cholchey	2	0	2	cholchey#GLOBAL	W2_PROVISIONAL_WORKING	48	2	2	DRY|MATERIAL|MIDDLE_STAGE	DRY|MATERIAL|MIDDLE_STAGE	nachgetrocknete Droge, Mittelstufe	nachgetrocknete Droge, Mittelstufe	DRY|PREPARATION|MIDDLE_STAGE	HOT|COLD|MATERIAL|PROCESS|BEGIN_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0024	cheokchey	chotchey	2	0	2	chotchey#GLOBAL	W2_PROVISIONAL_WORKING	56	3	3	COLD|DRY|PREPARATION|PROCESS|MIDDLE_STAGE	COLD|DRY|PREPARATION|PROCESS|MIDDLE_STAGE	Trockenansatz kalt bis zur Mittelstufe nachtrocknen	Trockenansatz kalt bis zur Mittelstufe nachtrocknen	DRY|PREPARATION|MIDDLE_STAGE	HOT|COLD|MATERIAL|PROCESS|BEGIN_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0025	chesey	cheey	1	1	2	cheey#1	W2_PROVISIONAL_WORKING	53	5	4	DRY|END_STAGE	DRY|END_STAGE	trocken am Ende des Grades	trocken am Ende des Grades	DRY	HOT|COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0026	chesey	chealy	2	0	2	chealy#GLOBAL	W3_SOLID_WORKING_THEORY	66	3	3	DRY|MATERIAL|MIDDLE_STAGE	DRY|MATERIAL|MIDDLE_STAGE	Rohstoff I bis zur mittleren Trockenstufe bringen	Rohstoff I bis zur mittleren Trockenstufe bringen	DRY	HOT|COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0027	chesey	chedy	2	0	2	chedy#1	W3_SOLID_WORKING_THEORY	79	5	5	DRY|MIDDLE_STAGE	DRY|MIDDLE_STAGE	mittlere Trockenstufe erreicht	mittlere Trockenstufe erreicht	DRY	HOT|COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0028	chesey	cheedy	2	0	2	cheedy#GLOBAL	W3_SOLID_WORKING_THEORY	71	56	29	DRY|CLOSE|END_STAGE	DRY|CLOSE|END_STAGE	trocken am Ende des Grades, abgeschlossen	trocken am Ende des Grades, abgeschlossen	DRY	HOT|COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0029	chesey	cheeky	2	0	2	cheeky#GLOBAL	W3_SOLID_WORKING_THEORY	76	23	22	HOT|DRY|BEGIN_STAGE|END_STAGE	HOT|DRY|BEGIN_STAGE|END_STAGE	trocken am Gradende, dann heiß am Gradanfang	trocken am Gradende, dann heiß am Gradanfang	DRY	HOT|COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0030	chesey	chees	2	0	2	chees#GLOBAL	W3_SOLID_WORKING_THEORY	76	32	27	DRY|PREPARATION|END_STAGE	DRY|PREPARATION|END_STAGE	vollständig getrocknete Kräutermischung	vollständig getrocknete Kräutermischung	DRY	HOT|COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0031	chesey	cheky	2	0	2	cheky#1	W2_PROVISIONAL_WORKING	50	1	1	HOT|DRY|PROCESS|MIDDLE_STAGE	HOT|DRY|PROCESS|MIDDLE_STAGE	bis zur mittleren Trockenstufe, dann leicht erhitzen	bis zur mittleren Trockenstufe, dann leicht erhitzen	DRY	HOT|COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0032	chesey	cheody	2	0	2	cheody#1	W2_PROVISIONAL_WORKING	50	3	3	DRY	DRY	getrocknete Masse	getrocknete Masse	DRY	HOT|COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0033	chesey	cheokey	2	0	2	cheokey#GLOBAL	W2_PROVISIONAL_WORKING	53	2	2	HOT|DRY|PREPARATION|MIDDLE_STAGE	HOT|DRY|PREPARATION|MIDDLE_STAGE	trocken angesetzte heiße Zubereitung in der Gradmitte	trocken angesetzte heiße Zubereitung in der Gradmitte	DRY	HOT|COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0034	chesey	cheoky	2	0	2	cheoky#GLOBAL	W3_SOLID_WORKING_THEORY	66	6	6	HOT|DRY|PREPARATION|BEGIN_STAGE	HOT|DRY|PREPARATION|BEGIN_STAGE	trocken angesetzte heiße Zubereitung am Gradanfang	trocken angesetzte heiße Zubereitung am Gradanfang	DRY	HOT|COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0035	chesey	cheoty	2	0	2	cheoty#GLOBAL	W2_PROVISIONAL_WORKING	56	4	4	COLD|DRY|PREPARATION|BEGIN_STAGE	COLD|DRY|PREPARATION|BEGIN_STAGE	trocken angesetzte kalte Zubereitung am Gradanfang	trocken angesetzte kalte Zubereitung am Gradanfang	DRY	HOT|COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0036	chesey	chety	2	0	2	chety#GLOBAL	W3_SOLID_WORKING_THEORY	76	18	17	COLD|DRY	COLD|DRY	trocken-kalte gebundene Form	trocken-kalte gebundene Form	DRY	HOT|COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0037	chesey	chey	2	0	2	chey#1	W2_PROVISIONAL_WORKING	48	3	2	DRY|MIDDLE_STAGE	DRY|MIDDLE_STAGE	trocken in der Mitte des Grades	trocken in der Mitte des Grades	DRY	HOT|COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0038	chesey	chkey	2	0	2	chkey#GLOBAL	W2_PROVISIONAL_WORKING	56	4	4	HOT|DRY|MIDDLE_STAGE	HOT|DRY|MIDDLE_STAGE	trocken-heiß in der Mittelstufe	trocken-heiß in der Mittelstufe	DRY	HOT|COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0039	chesey	chokey	2	0	2	chokey#GLOBAL	W3_SOLID_WORKING_THEORY	61	4	4	HOT|DRY|PREPARATION|MIDDLE_STAGE	HOT|DRY|PREPARATION|MIDDLE_STAGE	heiß-trockener Ansatz in der Gradmitte	heiß-trockener Ansatz in der Gradmitte	DRY	HOT|COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0040	chesey	chotey	2	0	2	chotey#GLOBAL	W2_PROVISIONAL_WORKING	56	3	3	COLD|DRY|PREPARATION|PROCESS|MIDDLE_STAGE	COLD|DRY|PREPARATION|PROCESS|MIDDLE_STAGE	Trockenansatz bis zur Mittelstufe abkühlen und abschließen	Trockenansatz bis zur Mittelstufe abkühlen und abschließen	DRY	HOT|COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0041	chesey	ckheey	2	0	2	ckheey#GLOBAL	W2_PROVISIONAL_WORKING	58	8	8	PREPARATION|END_STAGE	PREPARATION|END_STAGE	Arzneikompositum am Gradende	Arzneikompositum am Gradende	DRY	HOT|COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0042	chesey	ctheey	2	0	2	ctheey#GLOBAL	W3_SOLID_WORKING_THEORY	76	10	9	MATERIAL	MATERIAL	CTH-Drogenmaterial, Form II	CTH-Drogenmaterial, Form II	DRY	HOT|COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0043	chesey	dcheey	2	0	2	dcheey#1	W2_PROVISIONAL_WORKING	50	1	1	DRY|AMOUNT|PROCESS|END_STAGE	DRY|AMOUNT|PROCESS|END_STAGE	eine Portion vollständig trocknen und abschließen	eine Portion vollständig trocknen und abschließen	DRY	HOT|COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0044	chesey	kcheey	2	0	2	kcheey#GLOBAL	W3_SOLID_WORKING_THEORY	61	4	3	HOT|DRY|END_STAGE	HOT|DRY|END_STAGE	heiß und trocken am Ende des Grades	heiß und trocken am Ende des Grades	DRY	HOT|COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0045	chesey	tcheey	2	0	2	tcheey#GLOBAL	W3_SOLID_WORKING_THEORY	61	6	6	COLD|DRY|END_STAGE	COLD|DRY|END_STAGE	kalt und trocken am Ende des Grades	kalt und trocken am Ende des Grades	DRY	HOT|COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0046	chesey	ycheey	2	0	2	ycheey#GLOBAL	W3_SOLID_WORKING_THEORY	76	18	16	DRY|END_STAGE	DRY|END_STAGE	trockne hiervon bis zur Endstufe	trockne hiervon bis zur Endstufe	DRY	HOT|COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0047	chlor	chdor	1	1	1	chdor#GLOBAL	W3_SOLID_WORKING_THEORY	73	9	7	DRY|AMOUNT|MATERIAL	DRY|AMOUNT|MATERIAL	eine abgemessene Portion Trockendroge	eine abgemessene Portion Trockendroge	DRY|MATERIAL	HOT|AMOUNT|PART	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0048	chlor	cheor	1	1	1	cheor#GLOBAL	W3_SOLID_WORKING_THEORY	66	71	45	DRY|PART|MATERIAL	DRY|PART|MATERIAL	trockener Drogenteil	trockener Drogenteil	DRY|MATERIAL	HOT|AMOUNT|PART	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0049	chlor	chkor	1	1	1	chkor#GLOBAL	W2_PROVISIONAL_WORKING	56	3	3	HOT|DRY|AMOUNT|MATERIAL	HOT|DRY|AMOUNT|MATERIAL	eine Portion heiß getrocknete Droge	eine Portion heiß getrocknete Droge	DRY|MATERIAL	HOT|AMOUNT|PART	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0050	chlor	cholor	1	1	1	cholor#GLOBAL	W3_SOLID_WORKING_THEORY	66	5	5	DRY	DRY	trockene Zutat	trockene Zutat	DRY|MATERIAL	HOT|AMOUNT|PART	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0051	chlor	chor	1	1	1	chor#1	W2_PROVISIONAL_WORKING	53	2	2	PART	PART	Pflanzenteil	Pflanzenteil	DRY|MATERIAL	HOT|AMOUNT|PART	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
