page	locus	section	language	hand	token_count	zl3b_line	v63_main_translation_de	v64_practical_translation_de	v64_changed_token_positions	v64_changed_ordinals	v64_compact_apparatus_de	v64_status	v65_compositional_translation_de	v65_changed_token_positions	v65_changed_ordinals	v65_compact_apparatus_de	v65_status
f112r	f112r.36	S	B	3	6	sain ol checkhy olchain okeey olam	Samen, Charge II; Grundansatz; trockenes Arzneikompositum am Gradanfang; Holzansatz, trocken auf Stufe II; heißer Ansatz am Ende des Grades; ein Maß Holz.	Samen, Charge II; Grundansatz; trockenes Arzneikompositum am Gradanfang; Holzansatz, trocken auf Stufe II; heißer Ansatz am Ende des Grades; ein Maß Holz.	0	NONE	NONE	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Samen, Charge II; Grundansatz; trockenes Arzneikompositum am Gradanfang; Holzansatz, trocken auf Stufe II; heißer Ansatz am Ende des Grades; ein Maß Holz.	0	NONE	NONE	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f112v	f112v.10	S	B	3	4	dain sheey okchedy oror	Feuchtgrad II; feucht am Ende des Grades; heiß-trockener Ansatz, Mittelstufe erreicht; zwei Portionen.	Feuchtgrad II; feucht am Ende des Grades; heiß-trockene Zubereitung, Mittelstufe erreicht; zwei Portionen.	1	3	#3 okchedy: heiß-trockener Ansatz, Mittelstufe erreicht → heiß-trockene Zubereitung, Mittelstufe erreicht [P019]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Feuchtgrad II; feucht am Ende des Grades; heiß-trockene Zubereitung, Mittelstufe erreicht; zwei Portionen.	0	NONE	NONE	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f113v	f113v.12	S	B	3	5	solchedy otsheody arl olchey oror	Bis zur Mittelstufe fertig getrockneter Samenansatz; fertiger kalt angefeuchteter Ansatz; erste Holzfraktion; Holzansatz, bis Mittelstufe getrocknet; zwei Portionen.	Bis zur Mittelstufe getrocknete Samenmasse; fertiges kalt angefeuchtetes Mazerat; erste Holzfraktion; Holzansatz, bis Mittelstufe getrocknet; zwei Portionen.	2	1|2	#1 solchedy: bis zur Mittelstufe fertig getrockneter Samenansatz → bis zur Mittelstufe getrocknete Samenmasse [P040] || #2 otsheody: fertiger kalt angefeuchteter Ansatz → fertiges kalt angefeuchtetes Mazerat [P007]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Bis zur Mittelstufe getrocknete Samenmasse; fertiges kalt angefeuchtetes Mazerat; erste Holzfraktion; Holzansatz, bis Mittelstufe getrocknet; zwei Portionen.	0	NONE	NONE	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f113v	f113v.17	S	B	3	7	saraiin shedy lcheey olkar okaiin cthororaiin yteeeor	Drei Teile der ersten Samenfraktion; mittlere Feuchtstufe erreicht; trocken gebundenes Holz, Form II; erste erhitzte Holzfraktion im Ansatz; heißer Ansatz, Grad III; drei Portionen Krautdroge; hiervon eine Portion bis zur letzten Stufe abkühlen.	Drei Teile der ersten Samenfraktion; mittlere Feuchtstufe erreicht; trocken gebundenes Holz, Form II; erster heißer Holzauszug; heißer Ansatz, Grad III; drei Portionen Krautdroge; hiervon eine Portion bis zur letzten Stufe abkühlen.	1	4	#4 olkar: erste erhitzte Holzfraktion im Ansatz → erster heißer Holzauszug [P041]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Drei Teile der ersten Samenfraktion; mittlere Feuchtstufe erreicht; trocken gebundenes Holz, Form II; Fraktion I des heißen Holzansatzes; heißer Ansatz, Grad III; drei Portionen Krautdroge; hiervon eine Portion bis zur letzten Stufe abkühlen.	1	4	#4 olkar: erster heißer Holzauszug → Fraktion I des heißen Holzansatzes [F011]	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f113v	f113v.3	S	B	3	7	sar aiin chotar okeeodar qokain olol olam	Erste Samenfraktion; Menge III; erste Fraktion des abgekühlten Trockenansatzes; erste abgemessene Fraktion des vollständig erhitzten Ansatzes; heiß, Grad II; Holz-Grundansatz; ein Maß Holz.	Erste Samenfraktion; Menge III; erste Fraktion des abgekühlten Trockenansatzes; erste abgemessene Fraktion des vollständig erhitzten Auszugs; heiß, Grad II; Holz-Grundansatz; ein Maß Holz.	1	4	#4 okeeodar: erste abgemessene Fraktion des vollständig erhitzten Ansatzes → erste abgemessene Fraktion des vollständig erhitzten Auszugs [P053]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Erste Samenfraktion; Menge III; erste Fraktion des abgekühlten Trockenansatzes; erste abgemessene Fraktion des vollständig erhitzten Auszugs; heiß, Grad II; Holz-Grundansatz; ein Maß Holz.	0	NONE	NONE	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f114r	f114r.24	S	B	3	13	tchedaiin oldal chor chpcheey chcphey cphochy chos aiir chty chopo sair cphy dair	Drei Dosen bis zur Mittelstufe kalt-getrocknete Droge; abgemessener Drogenrohstoff I; Pflanzenteil; nachgetrocknetes Pulver, Form II; bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum; leicht angetrocknetes Arzneikompositum im Ansatz; eine Charge Trockenansatz; Drogenfraktion III; trocken-kalt am Gradanfang; Pulverzubereitung aus Trockenansatz; zweite Samenfraktion; Arzneikompositum in Grundform; abgemessene Fraktion II.	Drei Dosen bis zur Mittelstufe kalt-getrocknete Droge; abgemessener Drogenrohstoff I; Pflanzenteil; nachgetrocknetes Pulver, Form II; bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum; leicht angetrocknetes Arzneikompositum im Ansatz; eine Charge Trockenansatz; Drogenfraktion III; trocken-kalt am Gradanfang; Pulverzubereitung aus Trockengut; zweite Samenfraktion; Arzneikompositum in Grundform; abgemessene Fraktion II.	1	10	#10 chopo: Pulverzubereitung aus Trockenansatz → Pulverzubereitung aus Trockengut [P029]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Drei Dosen bis zur Mittelstufe kalt-getrocknete Droge; abgemessener Drogenrohstoff I; Pflanzenteil; nachgetrocknetes Pulver, Form II; bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum; leicht angetrocknetes Arzneikompositum im Ansatz; eine Charge Trockenansatz; Drogenfraktion III; trocken-kalt am Gradanfang; Pulverzubereitung aus Trockengut; zweite Samenfraktion; Arzneikompositum in Grundform; abgemessene Fraktion II.	0	NONE	NONE	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f114r	f114r.26	S	B	3	10	ycheeodaiin olkaiir qokaiin chodaiin okar olkaiin okaiin cheody airoy olam	Hiervon drei Dosen des zweiten Trockenansatzes abmessen; dritte erhitzte Holzfraktion im Ansatz; heiß, Grad III; Trockenansatz, Dosis III; heiße Drogenfraktion I im Ansatz; heiße Drogenbasis, Stufe III; heißer Ansatz, Grad III; getrockneter Ansatz; zweite Drogenfraktion als Grundansatz; ein Maß Holz.	Hiervon drei Dosen des zweiten Trockenansatzes abmessen; dritter heißer Holzauszug; heiß, Grad III; Trockenansatz, Dosis III; erster heißer Drogenauszug; heiße Drogenbasis, Stufe III; heißer Ansatz, Grad III; getrocknete Masse; zweite Drogenfraktion als Grundansatz; ein Maß Holz.	3	2|5|8	#2 olkaiir: dritte erhitzte Holzfraktion im Ansatz → dritter heißer Holzauszug [P044] || #5 okar: heiße Drogenfraktion I im Ansatz → erster heißer Drogenauszug [P045] || #8 cheody: getrockneter Ansatz → getrocknete Masse [P011]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Hiervon drei Dosen des zweiten Trockenansatzes abmessen; Fraktion III des heißen Holzansatzes; heiß, Grad III; Trockenansatz, Dosis III; Fraktion I des heißen Ansatzes; heiße Drogenbasis, Stufe III; heißer Ansatz, Grad III; getrocknete Masse; zweite Drogenfraktion als Grundansatz; ein Maß Holz.	2	2|5	#2 olkaiir: dritter heißer Holzauszug → Fraktion III des heißen Holzansatzes [F012] || #5 okar: erster heißer Drogenauszug → Fraktion I des heißen Ansatzes [F006]	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f114v	f114v.36	S	B	3	11	tshey oidal op shoko otchey qopchol qopaiin qotar al kal ram	Kalt und feucht in der Mitte des Grades; abgemessene Rohstoffmenge I im Ansatz, Grundform; Pulveransatz; erhitzter Feuchtansatz; kalt-trockener Ansatz in der Mitte des Grades; nimm getrockneten Pulverstoff; drei Teile Pulveransatz nehmen; kalte Drogenfraktion I; Rohstoffklasse I; Rohstoffklasse I, heiß am Gradanfang; ein Maß Wurzel.	Kalt und feucht in der Mitte des Grades; abgemessene Rohstoffmenge I im Grundansatz; Pulverzubereitung; erhitztes Mazerat; kalt-trockene Zubereitung in der Mitte des Grades; nimm getrockneten Pulverstoff; drei Teile Pulverzubereitung nehmen; kalte Drogenfraktion I; Rohstoffklasse I; Rohstoffklasse I, heiß am Gradanfang; ein Maß Wurzel.	5	2|3|4|5|7	#2 oidal: abgemessene Rohstoffmenge I im Ansatz, Grundform → abgemessene Rohstoffmenge I im Grundansatz [P046] || #3 op: Pulveransatz → Pulverzubereitung [P028] || #4 shoko: erhitzter Feuchtansatz → erhitztes Mazerat [P009] || #5 otchey: kalt-trockener Ansatz in der Mitte des Grades → kalt-trockene Zubereitung in der Mitte des Grades [P017] || #7 qopaiin: drei Teile Pulveransatz nehmen → drei Teile Pulverzubereitung nehmen [P054]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Kalt und feucht in der Mitte des Grades; abgemessene Rohstoffmenge I im Grundansatz; Pulverzubereitung; erhitztes Mazerat; kalt-trockene Zubereitung in der Mitte des Grades; nimm getrockneten Pulverstoff; drei Teile Pulverzubereitung nehmen; kalte Drogenfraktion I; Rohstoffklasse I; Rohstoffklasse I, heiß am Gradanfang; ein Maß Wurzel.	0	NONE	NONE	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f115r	f115r.1	S	B	@	11	fdar qopchol qochedain otedy cheop ol teeedy oroiir oechedy oteedy qotchedy	Erste Blütenfraktion abmessen; nimm getrockneten Pulverstoff; zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen; kalter Ansatz, Mittelstufe erreicht; bis zur Mittelstufe getrocknet; Pulverstoff; vollständig abgekühlter Ansatz, fertig; eine Portion der dritten Ansatzfraktion; fertiger bis zur Mittelstufe getrockneter Ansatz; kalter Ansatz am Ende des Grades; kalt-trockene Mittelstufe erreicht.	Erste Blütenfraktion abmessen; nimm getrockneten Pulverstoff; zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen; kalter Ansatz, Mittelstufe erreicht; bis zur Mittelstufe getrocknet; Pulverstoff; vollständig abgekühlte Zubereitung, fertig; eine Portion der dritten Ansatzfraktion; fertige, bis zur Mittelstufe getrocknete Masse; kalter Ansatz am Ende des Grades; kalt-trockene Mittelstufe erreicht.	2	7|9	#7 teeedy: vollständig abgekühlter Ansatz, fertig → vollständig abgekühlte Zubereitung, fertig [P021] || #9 oechedy: fertiger bis zur Mittelstufe getrockneter Ansatz → fertige, bis zur Mittelstufe getrocknete Masse [P013]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Erste Blütenfraktion abmessen; nimm getrockneten Pulverstoff; zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen; kalter Ansatz, Mittelstufe erreicht; bis zur Mittelstufe getrocknet; Pulverstoff; vollständig abgekühlte Zubereitung, fertig; eine Portion der dritten Ansatzfraktion; fertige, bis zur Mittelstufe getrocknete Masse; kalter Ansatz am Ende des Grades; kalt-trockene Mittelstufe erreicht.	0	NONE	NONE	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f115r	f115r.23	S	B	@	13	dchey keey qokeod chody qokcho s checthy qokeeey keeey lol chedy qokchedy ldy	Eine abgemessene Portion bis zur Mittelstufe trocknen; heiß am Ende des Grades; heißen Auszug bereiten und abschließen; leicht abgeschlossener Trockenansatz; erhitze, trockne und setze an; Samenposten; trockenes Kraut; stark erhitzt, Endstufe III; stark erhitzt, Endstufe III; Holzstoff; mittlere Trockenstufe erreicht; heiß-trockene Mittelstufe erreicht; fertig aufbereitetes Holz.	Eine abgemessene Portion bis zur Mittelstufe trocknen; heiß am Ende des Grades; heißen Auszug bereiten und abschließen; leicht getrocknete Zubereitung, abgeschlossen; erhitze, trockne und setze an; Samenposten; trockenes Kraut; stark erhitzt, Endstufe III; stark erhitzt, Endstufe III; Holzstoff; mittlere Trockenstufe erreicht; heiß-trockene Mittelstufe erreicht; fertig aufbereitetes Holz.	1	4	#4 chody: leicht abgeschlossener Trockenansatz → leicht getrocknete Zubereitung, abgeschlossen [P015]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Eine abgemessene Portion bis zur Mittelstufe trocknen; heiß am Ende des Grades; heißen Auszug bereiten und abschließen; leicht getrocknete Zubereitung, abgeschlossen; erhitze, trockne und setze an; Samenposten; trockenes Kraut; stark erhitzt, Endstufe III; stark erhitzt, Endstufe III; Holzstoff; mittlere Trockenstufe erreicht; heiß-trockene Mittelstufe erreicht; fertig aufbereitetes Holz.	0	NONE	NONE	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f116r	f116r.12	S	B	3	12	qoin ar cholches okain dain cheey okeey otain olchdy otal dain olam	Zweiten Ansatz nehmen; Drogenfraktion I; nachgetrocknetes Drogenmaterial, Mittelstufe; heißer Ansatz, Grad II; zwei Portionen des erhitzten nachgetrockneten Drogenmaterials; trocken am Ende des Grades; heißer Ansatz am Ende des Grades; kalter Ansatz, Grad II; Holz im Ansatz fertig getrocknet; Rohstoffklasse I im Ansatz, kalt am Gradanfang; zwei Portionen der Rohdroge I im kalten Anfangsansatz; ein Maß Holz.	Zweiten Ansatz nehmen; Drogenfraktion I; nachgetrocknetes Drogenmaterial, Mittelstufe; heißer Ansatz, Grad II; zwei Portionen des erhitzten nachgetrockneten Drogenmaterials; trocken am Ende des Grades; heißer Ansatz am Ende des Grades; kalter Ansatz, Grad II; Holz im Ansatz fertig getrocknet; Rohstoffklasse I im kalten Ansatz, Gradanfang; zwei Portionen der Rohdroge I im kalten Anfangsansatz; ein Maß Holz.	1	10	#10 otal: Rohstoffklasse I im Ansatz, kalt am Gradanfang → Rohstoffklasse I im kalten Ansatz, Gradanfang [P047]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Zweiten Ansatz nehmen; Drogenfraktion I; nachgetrocknetes Drogenmaterial, Mittelstufe; heißer Ansatz, Grad II; zwei Portionen des erhitzten nachgetrockneten Drogenmaterials; trocken am Ende des Grades; heißer Ansatz am Ende des Grades; kalter Ansatz, Grad II; Holz im Ansatz fertig getrocknet; Rohstoffklasse I im kalten Ansatz, Gradanfang; zwei Portionen der Rohdroge I im kalten Anfangsansatz; ein Maß Holz.	0	NONE	NONE	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f23r	f23r.6	H	A	1	12	tshol y kor qokaiin yky dar okol dchey daiidal dam ytcho ldals	Kalt eingeweichter Drogenstoff; Hierzu: heiße Drogenportion; heiß, Grad III; hierzu leicht erhitzen; abgemessene Fraktion I; heißer Ansatzstoff; fertige abgemessene Mittelstufen-Trockenportion; drei abgemessene Mengen Rohdroge I; Dosis I; hieraus einen Kalt-Trockenansatz herstellen; eine Charge Holzrohstoff I abmessen.	Kalt eingeweichter Drogenstoff; Hierzu: heiße Drogenportion; heiß, Grad III; hierzu leicht erhitzen; abgemessene Fraktion I; heißer Ansatzstoff; fertige abgemessene Mittelstufen-Trockenportion; drei abgemessene Mengen Rohdroge I; Dosis I; hieraus eine kalte Trockenmischung herstellen; eine Charge Holzrohstoff I abmessen.	1	11	#11 ytcho: hieraus einen Kalt-Trockenansatz herstellen → hieraus eine kalte Trockenmischung herstellen [P031]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Kalt eingeweichter Drogenstoff; Hierzu: heiße Drogenportion; heiß, Grad III; hierzu leicht erhitzen; abgemessene Fraktion I; heißer Ansatzstoff; fertige abgemessene Mittelstufen-Trockenportion; drei abgemessene Mengen Rohdroge I; Dosis I; hieraus eine kalte Trockenmischung herstellen; eine Charge Holzrohstoff I abmessen.	0	NONE	NONE	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f24v	f24v.15	H	A	1	4	dchey kchod dchal ochdy	Eine abgemessene Portion bis zur Mittelstufe trocknen; heiß-trockener Ansatz, abgezogen und abgeschlossen; eine Dosis angetrocknete Rohdroge I; fertiger Trockenansatz.	Eine abgemessene Portion bis zur Mittelstufe trocknen; heißer Auszug aus Trockengut, abgezogen und abgeschlossen; eine Dosis angetrocknete Rohdroge I; fertige Trockenmasse.	2	2|4	#2 kchod: heiß-trockener Ansatz, abgezogen und abgeschlossen → heißer Auszug aus Trockengut, abgezogen und abgeschlossen [P038] || #4 ochdy: fertiger Trockenansatz → fertige Trockenmasse [P012]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Eine abgemessene Portion bis zur Mittelstufe trocknen; heißer Auszug aus Trockengut, abgezogen und abgeschlossen; eine Dosis angetrocknete Rohdroge I; fertige Trockenmasse.	0	NONE	NONE	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f26r	f26r.2	H	B	2	9	dchey aiin adeeody ykecthey chedy ytedy dy checthedy ls	Fertige abgemessene Mittelstufen-Trockenportion; Menge III; gleicher abgemessener Teil des fertigen Ansatzes; hiervon Krautdroge bis zur Mittelstufe erhitzen und abschließen; mittlere Trockenstufe erreicht; hiervon bis zur Mittelstufe abkühlen und abschließen; Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen; eine Charge Holz.	Fertige abgemessene Mittelstufen-Trockenportion; Menge III; gleicher abgemessener Teil der fertigen Zubereitung; hiervon Krautdroge bis zur Mittelstufe erhitzen und abschließen; mittlere Trockenstufe erreicht; hiervon bis zur Mittelstufe abkühlen und abschließen; Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen; eine Charge Holz.	1	3	#3 adeeody: gleicher abgemessener Teil des fertigen Ansatzes → gleicher abgemessener Teil der fertigen Zubereitung [P022]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Fertige abgemessene Mittelstufen-Trockenportion; Menge III; gleicher abgemessener Teil der fertigen Zubereitung; hiervon Krautdroge bis zur Mittelstufe erhitzen und abschließen; mittlere Trockenstufe erreicht; hiervon bis zur Mittelstufe abkühlen und abschließen; Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen; eine Charge Holz.	0	NONE	NONE	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f27r	f27r.9	H	A	1	7	dchey keeod shotchey chol oty chy tolg	Eine abgemessene Portion bis zur Mittelstufe trocknen; vollständig erhitzter und abgezogener Ansatz; Feuchtansatz aus kalt bis Mittelstufe getrockneter Droge; trocken; kalter Ansatz am Anfang des Grades; trocken am Anfang des Grades; ein Gran kalten Drogenmaterials.	Eine abgemessene Portion bis zur Mittelstufe trocknen; vollständig erhitzter und abgezogener Auszug; Mazerat aus kalt bis Mittelstufe getrockneter Droge; trocken; kalter Ansatz am Anfang des Grades; trocken am Anfang des Grades; ein Gran kalten Drogenmaterials.	2	2|3	#2 keeod: vollständig erhitzter und abgezogener Ansatz → vollständig erhitzter und abgezogener Auszug [P003] || #3 shotchey: Feuchtansatz aus kalt bis Mittelstufe getrockneter Droge → Mazerat aus kalt bis Mittelstufe getrockneter Droge [P010]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Eine abgemessene Portion bis zur Mittelstufe trocknen; vollständig erhitzter und abgezogener Auszug; Mazerat aus kalt bis Mittelstufe getrockneter Droge; trocken; kalter Ansatz am Anfang des Grades; trocken am Anfang des Grades; ein Gran kalten Drogenmaterials.	0	NONE	NONE	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f30r	f30r.9	H	A	1	7	dchey qochar chol keeaiin chcthey chor cheky	Eine abgemessene Portion bis zur Mittelstufe trocknen; erste Trockenfraktion nehmen; trocken; vollständig erhitzt, Stufe III; Krautdroge bis zur mittleren Stufe trocknen; Pflanzenteil; bis zur mittleren Trockenstufe, dann leicht erhitzen.	Eine abgemessene Portion bis zur Mittelstufe trocknen; erste Trockenfraktion nehmen; trocken; vollständig erhitzt, Stufe III; Krautdroge bis zur mittleren Stufe trocknen; Pflanzenteil; bis zur mittleren Trockenstufe, dann leicht erhitzen.	0	NONE	NONE	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Eine abgemessene Portion bis zur Mittelstufe trocknen; erste Trockenfraktion nehmen; trocken; vollständig erhitzt, Stufe III; Krautdroge bis zur mittleren Stufe trocknen; Pflanzenteil; bis zur mittleren Trockenstufe, dann leicht erhitzen.	0	NONE	NONE	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f49r	f49r.16	H	A	1	4	qocho cheey dchey qotchody	Trockenansatz nehmen; trocken am Ende des Grades; fertige abgemessene Mittelstufen-Trockenportion; abkühlen, bis zur Mittelstufe trocknen und neu ansetzen.	Getrocknete Droge nehmen; trocken am Ende des Grades; fertige abgemessene Mittelstufen-Trockenportion; abkühlen, bis zur Mittelstufe trocknen und neu ansetzen.	1	1	#1 qocho: Trockenansatz nehmen → getrocknete Droge nehmen [P030]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Getrocknete Droge nehmen; trocken am Ende des Grades; fertige abgemessene Mittelstufen-Trockenportion; abkühlen, bis zur Mittelstufe trocknen und neu ansetzen.	0	NONE	NONE	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f56r	f56r.6	H	A	1	6	ykcho dy dchey keey daiin y	Hieraus einen heiß-trockenen Ansatz bereiten; fertige abgemessene Mittelstufen-Trockenportion; heiß am Ende des Grades; Qualitätsgrad III des heißen Endzustands.	Hieraus eine warme Trockenmischung bereiten; fertige abgemessene Mittelstufen-Trockenportion; heiß am Ende des Grades; Qualitätsgrad III des heißen Endzustands.	1	1	#1 ykcho: hieraus einen heiß-trockenen Ansatz bereiten → hieraus eine warme Trockenmischung bereiten [P032]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Hieraus eine warme Trockenmischung bereiten; fertige abgemessene Mittelstufen-Trockenportion; heiß am Ende des Grades; Qualitätsgrad III des heißen Endzustands.	0	NONE	NONE	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f75r	f75r.3	B	B	2	9	qokain chal orchey qey kain sheeky ltain olkar or	Heiß, Grad II; Rohstoffklasse I, trocken am Gradanfang; eine Portion bis zur Mittelstufe getrocknete Droge; die vorstehende Mittelstufenportion anschließend nehmen; heiß, Grad II; vollständig einweichen, erhitzen und abschließen; Holz, kalt auf Stufe II; erste erhitzte Holzfraktion im Ansatz; Drogenportion.	Heiß, Grad II; Rohstoffklasse I, trocken am Gradanfang; eine Portion bis zur Mittelstufe getrocknete Droge; die vorstehende Mittelstufenportion anschließend nehmen; heiß, Grad II; vollständig einweichen, erhitzen und abschließen; Holz, kalt auf Stufe II; erster heißer Holzauszug; Drogenportion.	1	8	#8 olkar: erste erhitzte Holzfraktion im Ansatz → erster heißer Holzauszug [P041]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Heiß, Grad II; Rohstoffklasse I, trocken am Gradanfang; eine Portion bis zur Mittelstufe getrocknete Droge; die vorstehende Mittelstufenportion anschließend nehmen; heiß, Grad II; vollständig einweichen, erhitzen und abschließen; Holz, kalt auf Stufe II; Fraktion I des heißen Holzansatzes; Drogenportion.	1	8	#8 olkar: erster heißer Holzauszug → Fraktion I des heißen Holzansatzes [F011]	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f76v	f76v.10	B	B	2	10	cphdor shedal qopchdy dshedy shedy tchedy lsheetal shecphy daiin dy	Eine Portion Arzneikompositum abmessen; feuchte abgemessene Rohstoffmenge I in der Gradmitte; fertig getrocknetes Pulver nehmen; bis zur Mittelstufe angefeuchtete Drogenportion; mittlere Feuchtstufe erreicht; kalt-trockene Mittelstufe erreicht; Rohholz I, vollständig eingeweicht und kaltgestellt; bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum; drei Portionen des eingeweichten Arzneikompositums.	Eine Portion Arzneikompositum abmessen; feuchte abgemessene Rohstoffmenge I in der Gradmitte; fertig getrocknetes Pulver nehmen; bis zur Mittelstufe angefeuchtete Drogenportion; mittlere Feuchtstufe erreicht; kalt-trockene Mittelstufe erreicht; Rohholz I, vollständig eingeweicht und kaltgestellt; bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum; drei Portionen des eingeweichten Arzneikompositums.	0	NONE	NONE	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Eine Portion Arzneikompositum abmessen; feuchte abgemessene Rohstoffmenge I in der Gradmitte; fertig getrocknetes Pulver nehmen; bis zur Mittelstufe angefeuchtete Drogenportion; mittlere Feuchtstufe erreicht; kalt-trockene Mittelstufe erreicht; Rohholz I, vollständig eingeweicht und kaltgestellt; bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum; drei Portionen des eingeweichten Arzneikompositums.	0	NONE	NONE	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
