master_card_id	master_form	registered_surfaces	portable_value_de	syntactic_type	portable_scope	event_count	observed_slot	observed_role_combinations	terminal_events	finality_rule	forward_palette_slots	forward_alignment	writing_class	composition_class
MC011	lchedar	lchedar	Quellabführung	LEARNED_TRANSFER_OR_ADDRESS	LOCAL_LEARNED_WHOLE_CARD	1	G4	SOURCE+OPERATION+FLOW_TRANSFER	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC012	dl	dl	Zusatz	OBJECT	ACTIVE_CROSS_RECORD	2	G1	PREPARATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	NEW_PORTABLE_SLOT_CANDIDATE	MEMORIZED_WHOLE_CARD
MC013	otchor	otchor|qotchor	Folgeansatz	ORDERED_OBJECT	ACTIVE_CROSS_RECORD	2	G1	PREPARATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	NEW_PORTABLE_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC014	chair	chair	Zuguss	LEARNED_TRANSFER_OR_ADDRESS	LOCAL_LEARNED_WHOLE_CARD	1	G4	FLOW_TRANSFER	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC015	qokokchy	qokokchy	erneut einsetzen	LEARNED_LOCAL_ACTION	LOCAL_LEARNED_WHOLE_CARD	1	G4	OWNER_ITEM+OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC016	rol	rol	Anschluss	LEARNED_ORDER_OR_LINK	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC017	okain	okain|qokain	Anteil zugeben	QUANTITY_ACTION	ACTIVE_CROSS_RECORD	7	G2	QUANTITY+OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	NEW_PORTABLE_SLOT_CANDIDATE	COMMON_CARD_NOT_IN_RARE_AUDIT
MC018	qotedaiin	qotedaiin	Kurzsoll	LEARNED_PROCESS_OR_STATE	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC019	oldy	oldy	fertig	TERMINAL_STATE	ACTIVE_CROSS_RECORD	2	G6	CLOSE	2	ALWAYS_FIELD_FINAL	G6	EXACT_SLOT_MATCH	CURRENT_25_CARD_PALETTE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC020	solkeey	solkeey	Langsammlung	LEARNED_PROCESS_OR_STATE	LOCAL_LEARNED_WHOLE_CARD	1	G5	TARGET	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC021	oltchy	oltchy	Folgebereitung	LEARNED_PROCESS_OR_STATE	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC022	chckhal	chckhal	Zielpassage	LEARNED_PROCESS_OR_PATH	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC023	kair	kair	Beckenlauf	LEARNED_TRANSFER_OR_ADDRESS	LOCAL_LEARNED_WHOLE_CARD	1	G4	FLOW_TRANSFER	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC024	qokol	qokol	Weiter einsetzen	LEARNED_ORDER_OR_LINK	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC025	dchedy	dchedy|schedy|tchedy	überführen; Schluss	TERMINAL_ACTION	ACTIVE_CROSS_RECORD	4	G4	OPERATION+CLOSE	4	ALWAYS_FIELD_FINAL	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	NEW_PORTABLE_SLOT_CANDIDATE	COMMON_CARD_NOT_IN_RARE_AUDIT
MC026	choky	choky|oky|qoky	einsetzen	ACTION	ACTIVE_CROSS_RECORD	10	G4	OWNER_ITEM+OPERATION	0	NOT_OBSERVED_AS_CLOSE	G5	SEMANTIC_ROLE_BRIDGE_WITH_POSITIONAL_RULES	CURRENT_25_CARD_PALETTE	COMMON_CARD_NOT_IN_RARE_AUDIT
MC027	oykchor	oykchor	Arbeitsansatz	LEARNED_OBJECT	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC028	olchedy	olchedy|qolchedy	weiterführen; Schluss	TERMINAL_ACTION	ACTIVE_CROSS_RECORD	3	G4	OPERATION+FLOW_TRANSFER+CLOSE	3	ALWAYS_FIELD_FINAL	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	NEW_PORTABLE_SLOT_CANDIDATE	COMMON_CARD_NOT_IN_RARE_AUDIT
MC029	lar	lar	Quellabzug	LEARNED_TRANSFER_OR_ADDRESS	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC030	lo	lo	Abzug	LEARNED_TRANSFER_OR_ADDRESS	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC031	dalchdy	dalchdy	Zieltransfer; Schluss	LEARNED_TRANSFER_OR_ADDRESS	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION+CLOSE	1	ALWAYS_FIELD_FINAL	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC032	cheeky	cheeky	länger bearbeiten	DURATIVE_ACTION	ACTIVE_CROSS_RECORD	2	G3	STATE_GRADE	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	NEW_PORTABLE_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC033	oiiin	oiiin|soiiin	Arbeitsstufe	STAGE_OBJECT	ACTIVE_BIO_CROSS_RECORD	2	G3	QUANTITY+STATE_GRADE	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	NEW_PORTABLE_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC034	cho	cho|sho	weitere Zutat	OBJECT	ACTIVE_CROSS_RECORD	4	G2	OWNER_ITEM	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	NEW_PORTABLE_SLOT_CANDIDATE	COMMON_CARD_NOT_IN_RARE_AUDIT
MC035	chckhy	chckhy|shckhy	durchleiten	ACTION	ACTIVE_CROSS_RECORD	4	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	NEW_PORTABLE_SLOT_CANDIDATE	COMMON_CARD_NOT_IN_RARE_AUDIT
MC036	solkaiin	solkaiin	Sollsammlung	LEARNED_PROCESS_OR_STATE	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC037	tchody	tchody	Endzugabe; Schluss	LEARNED_OBJECT	LOCAL_LEARNED_WHOLE_CARD	1	G6	CLOSE	1	ALWAYS_FIELD_FINAL	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC038	lshedy	lshedy	Waschgang; Schluss	LEARNED_PROCESS_OR_PATH	LOCAL_LEARNED_WHOLE_CARD	2	G4	FLOW_TRANSFER+CLOSE	2	ALWAYS_FIELD_FINAL	G6	SEMANTIC_ROLE_BRIDGE_WITH_POSITIONAL_RULES	CURRENT_25_CARD_PALETTE	COMPOSED_FRAME_PLUS_MEMORIZED_BODY
MC039	aiin	aiin|chaiin|daiin|saiin|taiin	Sollmaß	QUANTITY	ACTIVE_CROSS_RECORD	20	G2	QUANTITY	0	NOT_OBSERVED_AS_CLOSE	G2	EXACT_SLOT_MATCH	CURRENT_25_CARD_PALETTE	COMMON_CARD_NOT_IN_RARE_AUDIT
MC040	okal	okal|qokal	dorthin einsetzen	TARGET_ACTION	ACTIVE_CROSS_RECORD	6	G5	OPERATION+TARGET	0	NOT_OBSERVED_AS_CLOSE	G5	EXACT_SLOT_MATCH	CURRENT_25_CARD_PALETTE	COMMON_CARD_NOT_IN_RARE_AUDIT
MC041	okchol	okchol	Weiterverarbeitung	LEARNED_ORDER_OR_LINK	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC042	cheedar	cheedar	Quelltransfer	LEARNED_TRANSFER_OR_ADDRESS	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC043	shecthedchy	shecthedchy	Vorbereitungstransfer	LEARNED_PROCESS_OR_STATE	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC044	qokar	qokar	Quelleinsatz	LEARNED_TRANSFER_OR_ADDRESS	LOCAL_LEARNED_WHOLE_CARD	1	G1	SOURCE+OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC045	olkeedy	olkeedy|solkeedy	lange sammeln; Schluss	TERMINAL_ACTION	ACTIVE_CROSS_RECORD	3	G5	TARGET+STATE_GRADE+CLOSE	3	ALWAYS_FIELD_FINAL	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	NEW_PORTABLE_SLOT_CANDIDATE	COMMON_CARD_NOT_IN_RARE_AUDIT
MC046	raly	raly	Endposten	LEARNED_TRANSFER_OR_ADDRESS	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC047	ykain	ykain	erste Portion	LEARNED_QUANTITY_OR_STAGE	LOCAL_LEARNED_WHOLE_CARD	1	G2	OWNER_ITEM+QUANTITY	0	NOT_OBSERVED_AS_CLOSE	G2	EXACT_SLOT_MATCH	CURRENT_25_CARD_PALETTE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC048	kaiiin	kaiiin	Arbeitsstufe	LEARNED_QUANTITY_OR_STAGE	LOCAL_LEARNED_WHOLE_CARD	1	G3	QUANTITY+STATE_GRADE	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC049	schoal	schoal	Sudansatz	LEARNED_OBJECT	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC050	solkey	solkey	Kurzsammlung	LEARNED_PROCESS_OR_STATE	LOCAL_LEARNED_WHOLE_CARD	1	G5	TARGET	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC051	lchedal	lchedal	Zielabführung	LEARNED_TRANSFER_OR_ADDRESS	LOCAL_LEARNED_WHOLE_CARD	1	G5	OPERATION+FLOW_TRANSFER+TARGET	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC052	qekey	qekey	Kurzbearbeitung	LEARNED_PROCESS_OR_STATE	LOCAL_LEARNED_WHOLE_CARD	1	G3	STATE_GRADE	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC053	otol	otol	Fortgang	LEARNED_ORDER_OR_LINK	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC054	qokaly	qokaly	Zieleinsatz	LEARNED_TRANSFER_OR_ADDRESS	LOCAL_LEARNED_WHOLE_CARD	1	G5	OWNER_ITEM+OPERATION+TARGET	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC055	char	char|dar|sar	davon	SOURCE_ANAPHOR	ACTIVE_CROSS_RECORD	5	G1	SOURCE	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	NEW_PORTABLE_SLOT_CANDIDATE	COMMON_CARD_NOT_IN_RARE_AUDIT
MC056	ral	ral	Zielmarke	LEARNED_TRANSFER_OR_ADDRESS	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC057	otchedy	otchedy|qotchedy	Folgetransfer; Schluss	LEARNED_TRANSFER_OR_ADDRESS	LOCAL_LEARNED_WHOLE_CARD	2	G4	OPERATION+CLOSE	2	ALWAYS_FIELD_FINAL	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC058	sheckhal	sheckhal	Kurze Zielpassage	LEARNED_PROCESS_OR_PATH	LOCAL_LEARNED_WHOLE_CARD	1	G2	QUANTITY	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC059	dain	dain	Einlage	INSERT_OBJECT	ACTIVE_BIO_CROSS_RECORD	2	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	G3	SEMANTIC_ROLE_BRIDGE_WITH_POSITIONAL_RULES	CURRENT_25_CARD_PALETTE	MEMORIZED_WHOLE_CARD
MC060	otaiin	otaiin|sotaiin	Folgemaß	ORDERED_QUANTITY	ACTIVE_CROSS_RECORD	3	G2	QUANTITY	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	NEW_PORTABLE_SLOT_CANDIDATE	COMMON_CARD_NOT_IN_RARE_AUDIT
MC061	sshkchdy	sshkchdy	Haltetransfer; Schluss	LEARNED_PROCESS_OR_STATE	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION+CLOSE	1	ALWAYS_FIELD_FINAL	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC062	shoyty	shoyty	Zugabeteil	LEARNED_OBJECT	LOCAL_LEARNED_WHOLE_CARD	1	G2	OWNER_ITEM	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC063	oteey	oteey	Langfolge	LEARNED_PROCESS_OR_STATE	LOCAL_LEARNED_WHOLE_CARD	2	G3	OWNER_ITEM+STATE_GRADE	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC064	chedchy	chedchy	Postentransfer	LEARNED_TRANSFER_OR_ADDRESS	LOCAL_LEARNED_WHOLE_CARD	1	G4	OWNER_ITEM+OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC065	ls	ls	Auslass	LEARNED_TRANSFER_OR_ADDRESS	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC066	lcheey	lcheey	Klarabzug	LEARNED_PROCESS_OR_PATH	LOCAL_LEARNED_WHOLE_CARD	1	G5	TARGET	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	COMPOSED_FRAME_PLUS_MEMORIZED_BODY
MC067	otchdy	otchdy	Nachtransfer; Schluss	LEARNED_TRANSFER_OR_ADDRESS	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION+CLOSE	1	ALWAYS_FIELD_FINAL	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC068	sotodan	sotodan	Folgeanwendung	LEARNED_APPLICATION_ACTION	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	COMPOSED_FRAME_PLUS_MEMORIZED_BODY
MC069	otytchol	otytchol	Folgeteil	LEARNED_QUANTITY_OR_STAGE	LOCAL_LEARNED_WHOLE_CARD	1	G1	PREPARATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC070	pchedy	pchedy	Zuführung; Schluss	LEARNED_TRANSFER_OR_ADDRESS	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION+FLOW_TRANSFER+CLOSE	1	ALWAYS_FIELD_FINAL	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC071	dchey	dchey	Grundteil	LEARNED_OBJECT	LOCAL_LEARNED_WHOLE_CARD	1	G2	OWNER_ITEM	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	COMPOSED_FRAME_PLUS_MEMORIZED_BODY
MC072	orain	orain	Bereitungsanteil	LEARNED_OBJECT	LOCAL_LEARNED_WHOLE_CARD	1	G2	QUANTITY+PREPARATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC073	qcthey	qcthey|shcthey	kurz vorbereiten	SHORT_PREPARATION_ACTION	ACTIVE_BIO_CROSS_RECORD	2	G3	OWNER_ITEM+STATE_GRADE	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	NEW_PORTABLE_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC074	chdy	chdy|chedy	überführen	ACTION	ACTIVE_CROSS_RECORD	11	G4	OWNER_ITEM+OPERATION	0	NOT_OBSERVED_AS_CLOSE	G4	EXACT_SLOT_MATCH	CURRENT_25_CARD_PALETTE	COMMON_CARD_NOT_IN_RARE_AUDIT
MC075	ycheor	ycheor	Auszugsansatz	LEARNED_OBJECT	LOCAL_LEARNED_WHOLE_CARD	1	G2	OWNER_ITEM	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC076	dsheol	dsheol	Kurzhalt	LEARNED_PROCESS_OR_STATE	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC077	kchal	kchal	Zielbearbeitung	LEARNED_TRANSFER_OR_ADDRESS	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
