reduction_candidate_id	source_gdt505_target_card_id	target_matrix_cell_id	target_action_recipe	target_register	ordered_action_pair	target_argument_policy	target_argument_roots	source_pair_carrier_id	source_event_id	source_register	source_component_recipe	source_argument_mode	source_explicit_argument_roots	source_inherited_argument_root	ordered_target_subsequence_exact	aligned_carrier_positions	removed_carrier_positions	removed_carrier_atoms	removed_carrier_values_de	removed_carrier_atom_count	argument_mode_compatible	argument_compatibility_reason	target_register_relation	direct_pair_in_carrier	carrier_neutral_handgrip_de	foreign_frame_transferred	target_phrase_changed	guard
G506-C011	G505-T05	G498-M291	S+CHD+Y	SOURCE_SECTION_T	S+CHD	EXPLICIT_TARGET_ARGUMENTS	Y	G505-C33	G407-E1883	BIOLOGICAL	S+OL+CHD+Y	EXPLICIT_ARGUMENTS	Y	NONE	YES	1,3,4	2	OL	FORTSETZEN	1	YES	EXPLICIT_TARGET_ARGUMENTS_PRESENT	CROSS_REGISTER	NO	Wähle das zuvor Genannte und bearbeite es.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C012	G505-T05	G498-M291	S+CHD+Y	SOURCE_SECTION_T	S+CHD	EXPLICIT_TARGET_ARGUMENTS	Y	G505-C38	G407-E2549	BIOLOGICAL	S+OL+CHD+Y	EXPLICIT_ARGUMENTS	Y	NONE	YES	1,3,4	2	OL	FORTSETZEN	1	YES	EXPLICIT_TARGET_ARGUMENTS_PRESENT	CROSS_REGISTER	NO	Wähle das zuvor Genannte und bearbeite es.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C013	G505-T05	G498-M291	S+CHD+Y	SOURCE_SECTION_T	S+CHD	EXPLICIT_TARGET_ARGUMENTS	Y	G505-C45	G407-E3697	BIOLOGICAL	S+AL+CHD+Y	EXPLICIT_ARGUMENTS	Y	NONE	YES	1,3,4	2	AL	ZIELORT	1	YES	EXPLICIT_TARGET_ARGUMENTS_PRESENT	CROSS_REGISTER	NO	Wähle das zuvor Genannte und bearbeite es.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C014	G505-T05	G498-M291	S+CHD+Y	SOURCE_SECTION_T	S+CHD	EXPLICIT_TARGET_ARGUMENTS	Y	G505-C46	G407-E3749	BIOLOGICAL	S+OL+CHD+Y	EXPLICIT_ARGUMENTS	Y	NONE	YES	1,3,4	2	OL	FORTSETZEN	1	YES	EXPLICIT_TARGET_ARGUMENTS_PRESENT	CROSS_REGISTER	NO	Wähle das zuvor Genannte und bearbeite es.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C015	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C01	G407-E0044	SOURCE_SECTION_T	CH+P+AR	INHERITED_ARGUMENT	NONE	AIIN	YES	1,2	3	AR	AUSGANG	1	YES	OLD_INHERITED_ARGUMENT	CROSS_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C016	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C02	G407-E0049	SOURCE_SECTION_T	CH+P+O+Y	EXPLICIT_ARGUMENTS	Y	NONE	YES	1,2	3,4	O+Y	AUSFÜHRUNG · POSTEN	2	NO	OLD_EXPLICIT_ARGUMENT_ONLY	CROSS_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C017	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C03	G407-E0075	SOURCE_SECTION_T	CH+P+E+Y	EXPLICIT_ARGUMENTS	Y	NONE	YES	1,2	3,4	E+Y	GRAD I · POSTEN	2	NO	OLD_EXPLICIT_ARGUMENT_ONLY	CROSS_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C018	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C04	G407-E0078	SOURCE_SECTION_T	CH+P+O+D_ADDR+AL	INHERITED_ARGUMENT	NONE	Y	YES	1,2	3,4,5	O+D_ADDR+AL	AUSFÜHRUNG · HIER · ZIELORT	3	YES	OLD_INHERITED_ARGUMENT	CROSS_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C019	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C05	G407-E0091	SOURCE_SECTION_T	CH+P+Y	EXPLICIT_ARGUMENTS	Y	NONE	YES	1,2	3	Y	POSTEN	1	NO	OLD_EXPLICIT_ARGUMENT_ONLY	CROSS_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C020	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C06	G407-E0140	SOURCE_SECTION_T	CH+P+E+AL+Y	EXPLICIT_ARGUMENTS	Y	NONE	YES	1,2	3,4,5	E+AL+Y	GRAD I · ZIELORT · POSTEN	3	NO	OLD_EXPLICIT_ARGUMENT_ONLY	CROSS_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C021	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C07	G407-E0160	SOURCE_SECTION_T	CH+P+O	ARGUMENT_FREE	NONE	NONE	YES	1,2	3	O	AUSFÜHRUNG	1	YES	OLD_ARGUMENT_FREE	CROSS_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C022	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C12	G407-E0311	HERBAL	CH+P+Y	EXPLICIT_ARGUMENTS	Y	NONE	YES	1,2	3	Y	POSTEN	1	NO	OLD_EXPLICIT_ARGUMENT_ONLY	CROSS_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C023	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C14	G407-E0449	HERBAL	CH+O+P	INHERITED_ARGUMENT	NONE	Y	YES	1,3	2	O	AUSFÜHRUNG	1	YES	OLD_INHERITED_ARGUMENT	CROSS_REGISTER	NO	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C024	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C16	G407-E0482	HERBAL	CH+P+OR	EXPLICIT_ARGUMENTS	OR	NONE	YES	1,2	3	OR	EINHEIT	1	NO	OLD_EXPLICIT_ARGUMENT_ONLY	CROSS_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C025	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C17	G407-E0483	HERBAL	CH+P+AL+DY	INHERITED_ARGUMENT	NONE	OR	YES	1,2	3,4	AL+DY	ZIELORT · SCHLUSS	2	YES	OLD_INHERITED_ARGUMENT	CROSS_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C026	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C21	G407-E0611	HERBAL	O+CH+P+OR+AIIN	EXPLICIT_ARGUMENTS	OR|AIIN	NONE	YES	2,3	1,4,5	O+OR+AIIN	AUSFÜHRUNG · EINHEIT · WERT	3	NO	OLD_EXPLICIT_ARGUMENT_ONLY	CROSS_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C027	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C27	G407-E1031	CELESTIAL	CH+P+OL	INHERITED_ARGUMENT	NONE	Y	YES	1,2	3	OL	FORTSETZEN	1	YES	OLD_INHERITED_ARGUMENT	CROSS_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C028	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C29	G407-E1043	CELESTIAL	CH+P+OR	EXPLICIT_ARGUMENTS	OR	NONE	YES	1,2	3	OR	EINHEIT	1	NO	OLD_EXPLICIT_ARGUMENT_ONLY	CROSS_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C029	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C32	G407-E1848	BIOLOGICAL	CH+E+P	INHERITED_ARGUMENT	NONE	Y	YES	1,3	2	E	GRAD I	1	YES	OLD_INHERITED_ARGUMENT	CROSS_REGISTER	NO	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C030	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C35	G407-E2051	BIOLOGICAL	CH+E+P+Y	EXPLICIT_ARGUMENTS	Y	NONE	YES	1,3	2,4	E+Y	GRAD I · POSTEN	2	NO	OLD_EXPLICIT_ARGUMENT_ONLY	CROSS_REGISTER	NO	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C031	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C37	G407-E2531	BIOLOGICAL	CH+P+E+Y	EXPLICIT_ARGUMENTS	Y	NONE	YES	1,2	3,4	E+Y	GRAD I · POSTEN	2	NO	OLD_EXPLICIT_ARGUMENT_ONLY	CROSS_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C032	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C41	G407-E3002	BIOLOGICAL	CH+P+E+DY	INHERITED_ARGUMENT	NONE	AIN	YES	1,2	3,4	E+DY	GRAD I · SCHLUSS	2	YES	OLD_INHERITED_ARGUMENT	CROSS_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C033	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C42	G407-E3331	BIOLOGICAL	CH+P+AL	INHERITED_ARGUMENT	NONE	Y	YES	1,2	3	AL	ZIELORT	1	YES	OLD_INHERITED_ARGUMENT	CROSS_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C034	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C43	G407-E3458	BIOLOGICAL	CH+E+P+OL	INHERITED_ARGUMENT	NONE	Y	YES	1,3	2,4	E+OL	GRAD I · FORTSETZEN	2	YES	OLD_INHERITED_ARGUMENT	CROSS_REGISTER	NO	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C035	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C47	G407-E3844	PHARMA	CH+P+OL	INHERITED_ARGUMENT	NONE	Y	YES	1,2	3	OL	FORTSETZEN	1	YES	OLD_INHERITED_ARGUMENT	SAME_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C036	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C49	G407-E4017	PHARMA	CH+P+E+O+DY	INHERITED_ARGUMENT	NONE	Y	YES	1,2	3,4,5	E+O+DY	GRAD I · AUSFÜHRUNG · SCHLUSS	3	YES	OLD_INHERITED_ARGUMENT	SAME_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C037	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C50	G407-E4065	PHARMA	CH+E+P+Y	EXPLICIT_ARGUMENTS	Y	NONE	YES	1,3	2,4	E+Y	GRAD I · POSTEN	2	NO	OLD_EXPLICIT_ARGUMENT_ONLY	SAME_REGISTER	NO	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C038	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C51	G407-E4111	PHARMA	CH+P+E+Y	EXPLICIT_ARGUMENTS	Y	NONE	YES	1,2	3,4	E+Y	GRAD I · POSTEN	2	NO	OLD_EXPLICIT_ARGUMENT_ONLY	SAME_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C039	G505-T06	G498-M495	CH+P	PHARMA	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C52	G407-E4197	PHARMA	CH+P+EEE+D_ADDR+OL	INHERITED_ARGUMENT	NONE	Y	YES	1,2	3,4,5	EEE+D_ADDR+OL	GRAD III · HIER · FORTSETZEN	3	YES	OLD_INHERITED_ARGUMENT	SAME_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C040	G505-T07	G498-M491	CH+P	SOURCE_SECTION_T	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C01	G407-E0044	SOURCE_SECTION_T	CH+P+AR	INHERITED_ARGUMENT	NONE	AIIN	YES	1,2	3	AR	AUSGANG	1	YES	OLD_INHERITED_ARGUMENT	SAME_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C041	G505-T07	G498-M491	CH+P	SOURCE_SECTION_T	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C02	G407-E0049	SOURCE_SECTION_T	CH+P+O+Y	EXPLICIT_ARGUMENTS	Y	NONE	YES	1,2	3,4	O+Y	AUSFÜHRUNG · POSTEN	2	NO	OLD_EXPLICIT_ARGUMENT_ONLY	SAME_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C042	G505-T07	G498-M491	CH+P	SOURCE_SECTION_T	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C03	G407-E0075	SOURCE_SECTION_T	CH+P+E+Y	EXPLICIT_ARGUMENTS	Y	NONE	YES	1,2	3,4	E+Y	GRAD I · POSTEN	2	NO	OLD_EXPLICIT_ARGUMENT_ONLY	SAME_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C043	G505-T07	G498-M491	CH+P	SOURCE_SECTION_T	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C04	G407-E0078	SOURCE_SECTION_T	CH+P+O+D_ADDR+AL	INHERITED_ARGUMENT	NONE	Y	YES	1,2	3,4,5	O+D_ADDR+AL	AUSFÜHRUNG · HIER · ZIELORT	3	YES	OLD_INHERITED_ARGUMENT	SAME_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C044	G505-T07	G498-M491	CH+P	SOURCE_SECTION_T	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C05	G407-E0091	SOURCE_SECTION_T	CH+P+Y	EXPLICIT_ARGUMENTS	Y	NONE	YES	1,2	3	Y	POSTEN	1	NO	OLD_EXPLICIT_ARGUMENT_ONLY	SAME_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C045	G505-T07	G498-M491	CH+P	SOURCE_SECTION_T	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C06	G407-E0140	SOURCE_SECTION_T	CH+P+E+AL+Y	EXPLICIT_ARGUMENTS	Y	NONE	YES	1,2	3,4,5	E+AL+Y	GRAD I · ZIELORT · POSTEN	3	NO	OLD_EXPLICIT_ARGUMENT_ONLY	SAME_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C046	G505-T07	G498-M491	CH+P	SOURCE_SECTION_T	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C07	G407-E0160	SOURCE_SECTION_T	CH+P+O	ARGUMENT_FREE	NONE	NONE	YES	1,2	3	O	AUSFÜHRUNG	1	YES	OLD_ARGUMENT_FREE	SAME_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C047	G505-T07	G498-M491	CH+P	SOURCE_SECTION_T	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C12	G407-E0311	HERBAL	CH+P+Y	EXPLICIT_ARGUMENTS	Y	NONE	YES	1,2	3	Y	POSTEN	1	NO	OLD_EXPLICIT_ARGUMENT_ONLY	CROSS_REGISTER	YES	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
G506-C048	G505-T07	G498-M491	CH+P	SOURCE_SECTION_T	CH+P	CONTEXTUAL_TARGET_ARGUMENT	NONE	G505-C14	G407-E0449	HERBAL	CH+O+P	INHERITED_ARGUMENT	NONE	Y	YES	1,3	2	O	AUSFÜHRUNG	1	YES	OLD_INHERITED_ARGUMENT	CROSS_REGISTER	NO	Nimm das zuvor Genannte und setze es ein.	NO	NO	FRAME_COMPATIBILITY_RANK_ONLY__OPEN_CONTEXTUAL_TARGETS_RETAINED_NOT_REJECTED
