statement_id	page	record	case_id	event_count	surface_sequence	card_sequence	recurrent_bigram_instances	recurrent_trigram_instances	recurrent_source_constructions
B3-S011	f83r	B3	C3	4	shecthedchy qoky chedy chary	PROC136|PROC008|PROC042|PROC137	0	0	NONE
B3-S012	f83r	B3	C3	2	sor shedy	PROC016|PROC078	0	0	NONE
B3-S013	f83r	B3	C3	4	qokaiin chkain shcthey qokedy	PROC038|PROC069|PROC117|PROC067	0	0	NONE
B3-S014	f83r	B3	C3	2	okair sheedy	PROC138|PROC139	0	0	NONE
B3-S015	f83r	B3	C3	1	lchedy	PROC120	0	0	NONE
B3-S016	f83r	B3	C3	2	lo qokchedy	PROC140|PROC091	0	0	NONE
B3-S017	f83r	B3	C3	1	qokeedy	PROC100	0	0	NONE
B3-S018	f83r	B3	C3	1	shedy	PROC078	0	0	NONE
B3-S019	f83r	B3	C3	1	qokshedy	PROC141	0	0	NONE
B3-S020	f83r	B3	C3	2	dal lchedy	PROC055|PROC120	0	0	NONE
B3-S021	f83r	B3	C3	11	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	PROC038|PROC014|PROC055|PROC019|PROC009|PROC142|PROC143|PROC019|PROC055|PROC014|PROC144	1	0	PROC019|PROC009
B3-S022	f83r	B3	C3	1	qotchedy	PROC145	0	0	NONE
B3-S023	f83r	B3	C3	1	lchedy	PROC120	0	0	NONE
B3-S024	f83r	B3	C3	1	tchedy	PROC076	0	0	NONE
B3-S025	f83r	B3	C3	1	qokchdy	PROC082	0	0	NONE
B3-S026	f83r	B3	C3	7	cheedar chldaiin chedy qokain checthy chealror solkeedy	PROC146|PROC147|PROC042|PROC080|PROC014|PROC148|PROC098	0	0	NONE
B3-S027	f83r	B3	C3	1	qoteedy	PROC129	0	0	NONE
B3-S028	f83r	B3	C3	2	qokeey qokedy	PROC092|PROC067	1	0	PROC092|PROC067
B3-S029	f83r	B3	C3	3	sol cheeety qokedy	PROC013|PROC149|PROC067	0	0	NONE
B3-S030	f83r	B3	C3	4	qoky saiin schedair otchedy	PROC008|PROC009|PROC150|PROC145	1	0	PROC008|PROC009
B3-S031	f83r	B3	C3	1	qokeedy	PROC100	0	0	NONE
B3-S032	f83r	B3	C3	5	chedain chedy qotedaiin otaiin otedy	PROC151|PROC042|PROC152|PROC112|PROC135	0	0	NONE
B3-S033	f83r	B3	C3	1	ldy	PROC108	0	0	NONE
B3-S034	f83r	B3	C3	6	soiiin checthy chety otaiin olsaly shedy	PROC097|PROC014|PROC004|PROC112|PROC153|PROC078	0	0	NONE
B4-S001	f83r	B4	C4	1	qokeedy	PROC100	0	0	NONE
B4-S002	f83r	B4	C4	3	qolchey qokeey qokedy	PROC154|PROC092|PROC067	1	0	PROC092|PROC067
B4-S003	f83r	B4	C4	7	chedy otal otchey qokeey qoky tol shedy	PROC042|PROC131|PROC065|PROC092|PROC008|PROC013|PROC078	2	0	PROC013|PROC078 || PROC092|PROC008
B4-S004	f83r	B4	C4	1	qokylddy	PROC155	0	0	NONE
B4-S005	f83r	B4	C4	3	dain chedy qokeedy	PROC156|PROC042|PROC100	1	0	PROC042|PROC100
B4-S006	f83r	B4	C4	1	shckhedy	PROC099	0	0	NONE
B4-S007	f83r	B4	C4	1	shckhedy	PROC099	0	0	NONE
B4-S008	f83r	B4	C4	4	saiin cheeky sheey qokedy	PROC009|PROC046|PROC157|PROC067	0	0	NONE
B4-S009	f83r	B4	C4	1	shedy	PROC078	0	0	NONE
B4-S010	f83r	B4	C4	1	oldy	PROC047	0	0	NONE
B4-S011	f83r	B4	C4	7	saiin cheky okeeol okain chdy sol lkedy	PROC009|PROC083|PROC158|PROC080|PROC042|PROC013|PROC159	1	0	PROC042|PROC013
B4-S012	f83r	B4	C4	1	lchedy	PROC120	0	0	NONE
B4-S013	f83r	B4	C4	2	qokol shedy	PROC160|PROC078	0	0	NONE
B4-S014	f83r	B4	C4	4	or chey qockhey dairydy	PROC016|PROC019|PROC161|PROC162	1	0	PROC016|PROC019
B4-S015	f83r	B4	C4	6	qokain shey kain chckhal solkey lchedy	PROC080|PROC031|PROC069|PROC163|PROC164|PROC120	0	0	NONE
B4-S016	f83r	B4	C4	4	qolkain dal skar shedy	PROC070|PROC055|PROC165|PROC078	1	0	PROC070|PROC055
B5-S001	f83r	B5	C5	1	otchdy	PROC166	0	0	NONE
B5-S002	f83r	B5	C5	1	qokchdy	PROC082	0	0	NONE
B5-S003	f83r	B5	C5	9	shedal dal cheol lol chdal aiin sol daiiin chedy	PROC142|PROC055|PROC013|PROC167|PROC168|PROC009|PROC013|PROC169|PROC042	2	0	PROC009|PROC013 || PROC055|PROC013
B6-S001	f83r	B6	C6	9	solkeey qekey raly ol daiin ol dain chey ldalor	PROC170|PROC171|PROC172|PROC013|PROC009|PROC013|PROC156|PROC019|PROC173	2	0	PROC009|PROC013 || PROC013|PROC009
H1-S001	f10r	H1	C1	10	dchey cthoor char chty os chair otytchol oky daiin etyd	PROC001|PROC002|PROC003|PROC004|PROC005|PROC006|PROC007|PROC008|PROC009|PROC010	1	0	PROC008|PROC009
H1-S002	f10r	H1	C1	4	qokchy qotchol chol cthy	PROC011|PROC012|PROC013|PROC014	0	0	NONE
H2-S001	f10r	H2	C2	9	ycheor cthy chor cthaiin qoctholy dy chy taiin shy	PROC015|PROC014|PROC016|PROC017|PROC018|PROC019|PROC019|PROC009|PROC019	2	1	PROC009|PROC019 || PROC019|PROC009 || PROC019|PROC009|PROC019
H2-S002	f10r	H2	C2	8	qotchor chor otol chol cholor chol daiin dar	PROC020|PROC016|PROC021|PROC013|PROC022|PROC013|PROC009|PROC003	2	0	PROC013|PROC009 || PROC022|PROC013
H2-S003	f10r	H2	C2	7	oykchor shor chor chy kaiiin dy chodaiin	PROC023|PROC016|PROC016|PROC019|PROC024|PROC019|PROC025	1	0	PROC016|PROC019
H3-S001	f11r	H3	C3	7	tshol schoal cfhy shfydaiin cphy shey tchody	PROC026|PROC027|PROC028|PROC029|PROC030|PROC031|PROC032	0	0	NONE
H3-S002	f11r	H3	C3	1	shoyty	PROC033	0	0	NONE
H3-S003	f11r	H3	C3	5	dchol chy kchy dy daiin	PROC034|PROC019|PROC035|PROC019|PROC009	1	0	PROC019|PROC009
H3-S004	f11r	H3	C3	4	qotchy okchol cthy dy	PROC036|PROC037|PROC014|PROC019	0	0	NONE
H4-S001	f55v	H4	C4	5	qokaiin chaiin ykain ykan ody	PROC038|PROC009|PROC039|PROC040|PROC041	0	0	NONE
H4-S002	f55v	H4	C4	3	daiin chedy talam	PROC009|PROC042|PROC043	0	0	NONE
H4-S003	f55v	H4	C4	4	ykaiin cheoar cheeky oldy	PROC044|PROC045|PROC046|PROC047	0	0	NONE
H4-S004	f55v	H4	C4	6	aiin okal oltchy or y orain	PROC009|PROC048|PROC049|PROC016|PROC019|PROC050	1	0	PROC016|PROC019
H5-S001	f56r	H5	C5	9	chochor cho chodaly daiin sho kchol otchor choky dal	PROC051|PROC052|PROC053|PROC009|PROC052|PROC054|PROC020|PROC008|PROC055	0	0	NONE
H5-S002	f56r	H5	C5	4	schol choy choky cheeckhody	PROC034|PROC056|PROC008|PROC057	0	0	NONE
H5-S003	f56r	H5	C5	4	sh cho kchey qokokchy	PROC058|PROC052|PROC059|PROC060	0	0	NONE
H5-S004	f56r	H5	C5	3	okchy chokcheo kchal	PROC011|PROC061|PROC062	0	0	NONE
H5-S005	f56r	H5	C5	4	sho chokchy kchoar sotodan	PROC052|PROC011|PROC063|PROC064	0	0	NONE
H5-S006	f56r	H5	C5	3	otchey keol daiin	PROC065|PROC066|PROC009	0	0	NONE
