instruction_id	clause_id	physical_page	register	instruction_order	phase	start_event	end_event	event_count	minimal_verb_sequence	current_fluent_de
P917-I0058	P915-C003	f11r	HERBAL	3	TRANSFER	P912-E0095	P912-E0095	1	CFH	Diesen Posten trennen.
P917-I0059	P915-C003	f11r	HERBAL	4	CONDITION	P912-E0096	P912-E0096	1	SH	Nach Sollmaß diesen Posten halten.
P917-I0060	P915-C003	f11r	HERBAL	5	TRANSFER	P912-E0097	P912-E0097	1	CPH	Diesen Posten umleiten.
P917-I0061	P915-C003	f11r	HERBAL	6	CONDITION	P912-E0098	P912-E0098	1	SH	Diesen Posten kurz halten.
P917-I0062	P915-C003	f11r	HERBAL	7	EXECUTE	P912-E0099	P912-E0099	1	T>CH>O	Einstellen, entnehmen und ausführen; fertig.
P917-I0063	P915-C004	f11r	HERBAL	1	EXECUTE	P912-E0100	P912-E0100	1	SH>O>T	Diesen Posten halten, ausführen und einstellen.
P917-I0064	P915-C004	f11r	HERBAL	2	EXECUTE	P912-E0101	P912-E0101	1	S>O>CTH>O	Aus diesem Teil diesen Posten wählen, ausführen, bereitstellen und ausführen.
P917-I0065	P915-C004	f11r	HERBAL	3	EXECUTE	P912-E0102	P912-E0102	1	O	Aus diesem Teil den Ansatz ausführen unter q-Träger.
P917-I0066	P915-C004	f11r	HERBAL	4	PREPARE	P912-E0103	P912-E0104	2	K>SH	Diesen Posten zugeben und halten.
P917-I0067	P915-C004	f11r	HERBAL	5	EXECUTE	P912-E0105	P912-E0106	2	T	Nach Sollmaß diesen Posten einstellen.
P917-I0068	P915-C004	f11r	HERBAL	6	EXECUTE	P912-E0107	P912-E0107	1	T>OK	Diesen Posten einstellen und ansetzen.
P917-I0069	P915-C004	f11r	HERBAL	7	PREPARE	P912-E0108	P912-E0108	1	K	Weiter zugeben.
P917-I0070	P915-C004	f11r	HERBAL	8	CONDITION	P912-E0109	P912-E0112	4	CTH	Danach weiter nach Sollmaß diesen Posten bereitstellen.
P917-I0071	P915-C004	f11r	HERBAL	9	PREPARE	P912-E0113	P912-E0114	2	K>CH	Aus diesem Teil den Ansatz und diesen Posten zugeben und entnehmen.
P917-I0072	P915-C004	f11r	HERBAL	10	SELECT	P912-E0115	P912-E0115	1	CH	Danach diesen Posten entnehmen.
P917-I0073	P915-C004	f11r	HERBAL	11	SELECT	P912-E0116	P912-E0117	2	CH	Als eine Portion nach Sollmaß entnehmen.
P917-I0074	P915-C004	f11r	HERBAL	12	EXECUTE	P912-E0118	P912-E0119	2	O	Aus diesem Teil nach Sollmaß ausführen.
P917-I0075	P915-C004	f11r	HERBAL	13	PREPARE	P912-E0120	P912-E0122	3	K	Weiter aus diesem Teil diesen Posten zugeben.
P917-I0076	P915-C004	f11r	HERBAL	14	EXECUTE	P912-E0123	P912-E0125	3	T	Weiter nach Sollmaß diesen Posten einstellen.
P917-I0077	P915-C004	f11r	HERBAL	15	CONDITION	P912-E0126	P912-E0126	1	SH	Den Ansatz halten.
P917-I0078	P915-C004	f11r	HERBAL	16	CONDITION	P912-E0127	P912-E0127	1	SH	Den Ansatz halten.
P917-I0079	P915-C004	f11r	HERBAL	17	PREPARE	P912-E0128	P912-E0128	1	K	Aus diesem Teil diesen Posten zugeben.
P917-I0080	P915-C004	f11r	HERBAL	18	CONDITION	P912-E0129	P912-E0131	3	CTH	Nach Sollmaß diesen Posten bereitstellen.
P917-I0081	P915-C004	f11r	HERBAL	19	SELECT	P912-E0132	P912-E0134	3	CH>O	Aus diesem Teil diesen Posten entnehmen und ausführen in den nächsten Lauf.
P917-I0082	P915-C004	f11r	HERBAL	20	EXECUTE	P912-E0135	P912-E0136	2	O	Aus diesem Teil nach Sollmaß ausführen in den nächsten Lauf.
P917-I0083	P915-C004	f11r	HERBAL	21	SELECT	P912-E0137	P912-E0138	2	S	Aus diesem Teil wählen.
P917-I0084	P915-C004	f11r	HERBAL	22	SELECT	P912-E0139	P912-E0141	3	CH	Danach weiter nach Sollmaß diesen Posten entnehmen.
P917-I0085	P915-C004	f11r	HERBAL	23	PREPARE	P912-E0142	P912-E0142	1	K>CH	Diesen Posten und den Ansatz zugeben und entnehmen.
P917-I0086	P915-C004	f11r	HERBAL	24	SELECT	P912-E0143	P912-E0144	2	CH>O	Aus diesem Teil diesen Posten entnehmen und ausführen entlang des Laufs.
P917-I0087	P915-C004	f11r	HERBAL	25	CONDITION	P912-E0145	P912-E0145	1	CTH	Diesen Posten bereitstellen.
P917-I0088	P915-C004	f11r	HERBAL	26	SELECT	P912-E0146	P912-E0146	1	S	Wählen.
P917-I0089	P915-C004	f11r	HERBAL	27	PREPARE	P912-E0147	P912-E0149	3	OK	Danach weiter nach Sollmaß diesen Posten ansetzen.
P917-I0090	P915-C004	f11r	HERBAL	28	CONDITION	P912-E0150	P912-E0150	1	CTH	Diesen Posten bereitstellen.
P917-I0091	P915-C004	f11r	HERBAL	29	CONTEXT	P912-E0151	P912-E0151	1	NONE	Diesen Posten weiterarbeiten.
P917-I0092	P915-C005	f13r	HERBAL	1	EXECUTE	P912-E0152	P912-E0152	1	T>SH	Den Ansatz einstellen und halten.
P917-I0093	P915-C005	f13r	HERBAL	2	EXECUTE	P912-E0153	P912-E0153	1	O>P	Diesen Posten ausführen und einsetzen.
P917-I0094	P915-C005	f13r	HERBAL	3	CONDITION	P912-E0154	P912-E0154	1	SH	Weiter halten.
P917-I0095	P915-C005	f13r	HERBAL	4	EXECUTE	P912-E0155	P912-E0156	2	O>P	Diesen Posten ausführen und einsetzen.
P917-I0096	P915-C005	f13r	HERBAL	5	CONDITION	P912-E0157	P912-E0157	1	SH	Weiter halten.
P917-I0097	P915-C005	f13r	HERBAL	6	EXECUTE	P912-E0158	P912-E0158	1	O>P>CH	Den Ansatz ausführen, einsetzen und entnehmen.
P917-I0098	P915-C005	f13r	HERBAL	7	PREPARE	P912-E0159	P912-E0159	1	P	Aus diesem Teil diesen Posten einsetzen.
P917-I0099	P915-C005	f13r	HERBAL	8	SELECT	P912-E0160	P912-E0160	1	CH	Aus diesem Teil entnehmen mit g-Zeichen.
P917-I0100	P915-C005	f13r	HERBAL	9	CONDITION	P912-E0161	P912-E0164	4	SH>K	Weiter aus diesem Teil diesen Posten halten und zugeben.
P917-I0101	P915-C005	f13r	HERBAL	10	PREPARE	P912-E0165	P912-E0167	3	K	Diesen Posten zugeben zur Ziel- oder Anschlussstelle.
P917-I0102	P915-C005	f13r	HERBAL	11	SELECT	P912-E0168	P912-E0170	3	S	Danach nach Sollmaß diesen Posten wählen.
P917-I0103	P915-C005	f13r	HERBAL	12	SELECT	P912-E0171	P912-E0172	2	S	Diesen Posten wählen.
P917-I0104	P915-C005	f13r	HERBAL	13	SELECT	P912-E0173	P912-E0174	2	CH	Aus diesem Teil diesen Posten und den Ansatz entnehmen.
P917-I0105	P915-C005	f13r	HERBAL	14	CONDITION	P912-E0175	P912-E0175	1	SH	Nach Sollmaß halten.
P917-I0106	P915-C005	f13r	HERBAL	15	EXECUTE	P912-E0176	P912-E0176	1	O>S	Vollständig ausführen und wählen.
P917-I0107	P915-C005	f13r	HERBAL	16	PREPARE	P912-E0177	P912-E0177	1	K	Diesen Posten und den Ansatz zugeben.
P917-I0108	P915-C005	f13r	HERBAL	17	SELECT	P912-E0178	P912-E0178	1	CH	Den Ansatz entnehmen.
P917-I0109	P915-C005	f13r	HERBAL	18	EXECUTE	P912-E0179	P912-E0179	1	T	Diesen Posten einstellen.
P917-I0110	P915-C005	f13r	HERBAL	19	PREPARE	P912-E0180	P912-E0180	1	K	Diesen Posten zugeben.
P917-I0111	P915-C005	f13r	HERBAL	20	PREPARE	P912-E0181	P912-E0181	1	K	Diesen Posten zugeben.
P917-I0112	P915-C005	f13r	HERBAL	21	EXECUTE	P912-E0182	P912-E0183	2	O	Aus diesem Teil von der Entnahmestelle diesen Posten ausführen.
P917-I0113	P915-C005	f13r	HERBAL	22	EXECUTE	P912-E0184	P912-E0184	1	T	Diesen Posten einstellen.
P917-I0114	P915-C005	f13r	HERBAL	23	SELECT	P912-E0185	P912-E0185	1	CH	Danach den Ansatz entnehmen.
P917-I0115	P915-C005	f13r	HERBAL	24	EXECUTE	P912-E0186	P912-E0186	1	SH>O>O	Aus diesem Teil den Ansatz halten und ausführen.
P917-I0116	P915-C005	f13r	HERBAL	25	EXECUTE	P912-E0187	P912-E0188	2	T	Diesen Posten einstellen.
P917-I0117	P915-C005	f13r	HERBAL	26	PREPARE	P912-E0189	P912-E0189	1	K	Weiter zugeben.
P917-I0118	P915-C005	f13r	HERBAL	27	PREPARE	P912-E0190	P912-E0190	1	P	Aus diesem Teil diesen Posten einsetzen.
P917-I0119	P915-C005	f13r	HERBAL	28	EXECUTE	P912-E0191	P912-E0191	1	O>P	Diesen Posten ausführen und einsetzen.
P917-I0120	P915-C005	f13r	HERBAL	29	SELECT	P912-E0192	P912-E0192	1	CH	Danach weiter entnehmen.
P917-I0121	P915-C005	f13r	HERBAL	30	TRANSFER	P912-E0193	P912-E0193	1	CFH	Weiter trennen; fertig.
P917-I0122	P915-C006	f13r	HERBAL	1	EXECUTE	P912-E0194	P912-E0194	1	T>CH	Den Ansatz einstellen und entnehmen.
P917-I0123	P915-C006	f13r	HERBAL	2	SELECT	P912-E0195	P912-E0197	3	CH	Danach weiter aus diesem Teil nach Sollmaß den Ansatz entnehmen.
P917-I0124	P915-C006	f13r	HERBAL	3	PREPARE	P912-E0198	P912-E0198	1	OK	Diesen Posten ansetzen.
P917-I0125	P915-C006	f13r	HERBAL	4	PREPARE	P912-E0199	P912-E0199	1	OK>CH	Den Ansatz ansetzen und entnehmen.
P917-I0126	P915-C006	f13r	HERBAL	5	EXECUTE	P912-E0200	P912-E0200	1	O	Auf der angegebenen Stufe ausführen.
P917-I0127	P915-C006	f13r	HERBAL	6	PREPARE	P912-E0201	P912-E0204	4	OK	Aus diesem Teil diesen Posten ansetzen durch den Durchlass.
P917-I0128	P915-C006	f13r	HERBAL	7	EXECUTE	P912-E0205	P912-E0207	3	O	Weiter diesen Posten ausführen.
P917-I0129	P915-C006	f13r	HERBAL	8	CONTEXT	P912-E0208	P912-E0209	2	NONE	Weiter aus diesem Teil weiterarbeiten; fertig.
P917-I0130	P915-C007	f13r	HERBAL	1	PREPARE	P912-E0210	P912-E0210	1	OK>CH	Den Ansatz ansetzen und entnehmen.
P917-I0131	P915-C007	f13r	HERBAL	2	EXECUTE	P912-E0211	P912-E0211	1	O	Aus diesem Teil nach Sollmaß ausführen.
P917-I0132	P915-C007	f13r	HERBAL	3	PREPARE	P912-E0212	P912-E0213	2	OK	Den Teil und diesen Posten ansetzen.
P917-I0133	P915-C007	f13r	HERBAL	4	EXECUTE	P912-E0214	P912-E0214	1	T	Den Ansatz und diesen Posten einstellen.
P917-I0134	P915-C007	f13r	HERBAL	5	PREPARE	P912-E0215	P912-E0215	1	K	Zugeben.
P917-I0135	P915-C007	f13r	HERBAL	6	SELECT	P912-E0216	P912-E0216	1	S	Wählen.
P917-I0136	P915-C007	f13r	HERBAL	7	PREPARE	P912-E0217	P912-E0217	1	OK	Diesen Posten ansetzen.
P917-I0137	P915-C007	f13r	HERBAL	8	CONTEXT	P912-E0218	P912-E0219	2	NONE	Weiter nach Sollmaß weiterarbeiten; fertig.
P917-I0138	P915-C008	f13r	HERBAL	1	CONDITION	P912-E0220	P912-E0220	1	SH	Diesen Posten kurz halten.
P917-I0139	P915-C008	f13r	HERBAL	2	EXECUTE	P912-E0221	P912-E0222	2	O	Weiter aus diesem Teil auf der angegebenen Stufe ausführen.
P917-I0140	P915-C008	f13r	HERBAL	3	PREPARE	P912-E0223	P912-E0223	1	K	Weiter diesen Posten zugeben.
P917-I0141	P915-C008	f13r	HERBAL	4	PREPARE	P912-E0224	P912-E0224	1	OK>CH	Ansetzen und entnehmen zur Ziel- oder Anschlussstelle.
P917-I0142	P915-C008	f13r	HERBAL	5	CONTEXT	P912-E0225	P912-E0225	1	NONE	Zur Ziel- oder Anschlussstelle weiterarbeiten; fertig.
P917-I0143	P915-C009	f13r	HERBAL	1	SELECT	P912-E0226	P912-E0226	1	S	Danach diesen Posten wählen.
P917-I0144	P915-C009	f13r	HERBAL	2	PREPARE	P912-E0227	P912-E0227	1	K	Diesen Posten zugeben.
P917-I0145	P915-C009	f13r	HERBAL	3	PREPARE	P912-E0228	P912-E0228	1	OK	Den Ansatz und diesen Posten ansetzen.
P917-I0146	P915-C010	f55v	HERBAL	1	PREPARE	P912-E0229	P912-E0229	1	K>CH>CHD	Aus diesem Teil diesen Posten länger zugeben, entnehmen und umsetzen.
P917-I0147	P915-C010	f55v	HERBAL	2	EXECUTE	P912-E0230	P912-E0230	1	O	Aus diesem Teil als eine Portion kurz ausführen.
P917-I0148	P915-C010	f55v	HERBAL	3	EXECUTE	P912-E0231	P912-E0233	3	O	Danach weiter aus diesem Teil nach Sollmaß diesen Posten ausführen durch den Durchlass mit d-Zeichen; fertig.
P917-I0149	P915-C010	f55v	HERBAL	4	EXECUTE	P912-E0234	P912-E0234	1	O	Aus diesem Teil vollständig ausführen.
P917-I0150	P915-C010	f55v	HERBAL	5	EXECUTE	P912-E0235	P912-E0235	1	T	Diesen Posten länger einstellen.
P917-I0151	P915-C010	f55v	HERBAL	6	PREPARE	P912-E0236	P912-E0236	1	OK	Länger ansetzen; fertig.
P917-I0152	P915-C011	f55v	HERBAL	1	EXECUTE	P912-E0237	P912-E0237	1	O	Nach Sollmaß ausführen unter q-Träger.
P917-I0153	P915-C011	f55v	HERBAL	2	PREPARE	P912-E0238	P912-E0238	1	OK>O	Aus diesem Teil diesen Posten kurz ansetzen und ausführen.
P917-I0154	P915-C011	f55v	HERBAL	3	PREPARE	P912-E0239	P912-E0239	1	K>S	Diesen Posten länger zugeben und wählen.
P917-I0155	P915-C011	f55v	HERBAL	4	PREPARE	P912-E0240	P912-E0240	1	OK	Diesen Posten vollständig ansetzen.
P917-I0156	P915-C011	f55v	HERBAL	5	EXECUTE	P912-E0241	P912-E0243	3	O	Auch weiter als eine Portion ausführen unter q-Träger.
P917-I0157	P915-C011	f55v	HERBAL	6	TRANSFER	P912-E0244	P912-E0245	2	CHD	Diesen Posten umsetzen zur Ziel- oder Anschlussstelle.
P917-I0158	P915-C011	f55v	HERBAL	7	SELECT	P912-E0246	P912-E0246	1	S	Von der Entnahmestelle wählen.
P917-I0159	P915-C011	f55v	HERBAL	8	PREPARE	P912-E0247	P912-E0249	3	K	Weiter von der Entnahmestelle nach Sollmaß zugeben.
P917-I0160	P915-C011	f55v	HERBAL	9	PREPARE	P912-E0250	P912-E0251	2	OK	Von der Entnahmestelle ansetzen zur Innenstelle.
P917-I0161	P915-C011	f55v	HERBAL	10	SELECT	P912-E0252	P912-E0252	1	CH	Aus diesem Teil diesen Posten entnehmen durch den Durchlass.
P917-I0162	P915-C011	f55v	HERBAL	11	PREPARE	P912-E0253	P912-E0254	2	K	Von der Entnahmestelle den Auszug und diesen Posten länger zugeben mit f-Zeichen.
P917-I0163	P915-C011	f55v	HERBAL	12	EXECUTE	P912-E0255	P912-E0256	2	O>CHD	Diesen Posten ausführen und umsetzen zur Ziel- oder Anschlussstelle.
P917-I0164	P915-C011	f55v	HERBAL	13	PREPARE	P912-E0257	P912-E0257	1	OK	Als eine Portion ansetzen.
P917-I0165	P915-C011	f55v	HERBAL	14	EXECUTE	P912-E0258	P912-E0258	1	O	Ausführen; fertig.
P917-I0166	P915-C012	f55v	HERBAL	1	PREPARE	P912-E0259	P912-E0259	1	OK	Nach Sollmaß ansetzen.
P917-I0167	P915-C012	f55v	HERBAL	2	SELECT	P912-E0260	P912-E0260	1	CH	Nach Sollmaß entnehmen.
P917-I0168	P915-C012	f55v	HERBAL	3	PREPARE	P912-E0261	P912-E0261	1	K	Als eine Portion diesen Posten zugeben.
P917-I0169	P915-C012	f55v	HERBAL	4	PREPARE	P912-E0262	P912-E0262	1	K	Diesen Posten zugeben.
P917-I0170	P915-C012	f55v	HERBAL	5	EXECUTE	P912-E0263	P912-E0263	1	O	Ausführen; fertig.
P917-I0171	P915-C013	f55v	HERBAL	1	TRANSFER	P912-E0264	P912-E0265	2	CHD	Nach Sollmaß diesen Posten umsetzen.
P917-I0172	P915-C013	f55v	HERBAL	2	EXECUTE	P912-E0266	P912-E0266	1	T	Einstellen zur Ziel- oder Anschlussstelle zur Innenstelle.
P917-I0173	P915-C013	f55v	HERBAL	3	PREPARE	P912-E0267	P912-E0267	1	K	Nach Sollmaß diesen Posten zugeben.
P917-I0174	P915-C013	f55v	HERBAL	4	PREPARE	P912-E0268	P912-E0269	2	K	Nach Sollmaß diesen Posten zugeben entlang des Laufs.
P917-I0175	P915-C013	f55v	HERBAL	5	CONDITION	P912-E0270	P912-E0270	1	CHK	Diesen Posten kurz behandeln.
P917-I0176	P915-C013	f55v	HERBAL	6	PREPARE	P912-E0271	P912-E0272	2	OK>CHD	Aus diesem Teil nach Sollmaß diesen Posten ansetzen und umsetzen.
P917-I0177	P915-C013	f55v	HERBAL	7	PREPARE	P912-E0273	P912-E0273	1	K	Als eine Portion diesen Posten zugeben.
P917-I0178	P915-C013	f55v	HERBAL	8	CONDITION	P912-E0274	P912-E0274	1	SH>OK	Diesen Posten kurz halten und ansetzen.
P917-I0179	P915-C013	f55v	HERBAL	9	SELECT	P912-E0275	P912-E0277	3	CH	Als eine Portion den Ansatz entnehmen.
P917-I0180	P915-C013	f55v	HERBAL	10	PREPARE	P912-E0278	P912-E0278	1	K>CHD	Diesen Posten zugeben und umsetzen.
P917-I0181	P915-C013	f55v	HERBAL	11	PREPARE	P912-E0279	P912-E0279	1	P>CH	Einsetzen und entnehmen zur Ziel- oder Anschlussstelle.
P917-I0182	P915-C013	f55v	HERBAL	12	CONDITION	P912-E0280	P912-E0282	3	R	Von der Entnahmestelle aus diesem Teil auf der zweiten Stufe diesen Posten kennzeichnen zur Ziel- oder Anschlussstelle.
P917-I0183	P915-C013	f55v	HERBAL	13	EXECUTE	P912-E0283	P912-E0283	1	T	Von der Entnahmestelle einstellen.
P917-I0184	P915-C013	f55v	HERBAL	14	TRANSFER	P912-E0284	P912-E0284	1	CHD	Diesen Posten umsetzen.
P917-I0185	P915-C013	f55v	HERBAL	15	PREPARE	P912-E0285	P912-E0285	1	OK	Nach Sollmaß ansetzen.
P917-I0186	P915-C013	f55v	HERBAL	16	PREPARE	P912-E0286	P912-E0286	1	OK	Von der Entnahmestelle ansetzen.
P917-I0187	P915-C013	f55v	HERBAL	17	EXECUTE	P912-E0287	P912-E0291	5	T>O	Weiter danach von der Entnahmestelle aus diesem Teil den Teil und diesen Posten einstellen und ausführen zur Ziel- oder Anschlussstelle.
P917-I0188	P915-C013	f55v	HERBAL	18	PREPARE	P912-E0292	P912-E0292	1	OK	Von der Entnahmestelle ansetzen.
P917-I0189	P915-C013	f55v	HERBAL	19	PREPARE	P912-E0293	P912-E0294	2	K>K	Von der lokalen Stelle diesen Posten zugeben.
P917-I0190	P915-C013	f55v	HERBAL	20	PREPARE	P912-E0295	P912-E0295	1	OK	Diesen Posten ansetzen.
