exact_tuple_id	surface_forms	events	folios	v16_incumbent	rival_1	rival_1_scores	rival_2	rival_2_scores	rival_3	rival_3_scores	selected_default	confidence	revision_status	conditioned_second_sense	technical_register_effect
de7321bface5628e35d6	lchedy	8	f82r|f83r	leave at the ordinary base setting; close the rubric	leave at the ordinary base setting; close the rubric	context=4;cross_page=5;portability=5;historical=4;repairs=1	let it cool to the ordinary setting	context=5;cross_page=5;portability=5;historical=5;repairs=0	retain the residue	context=3;cross_page=3;portability=4;historical=5;repairs=5	let it cool to the ordinary setting	0.59	IMPROVED		return mixture to ordinary temperature
0275fbf14e07935b0a45	okeey|qokeey	7	f81v|f82r|f83r	keep gently warmed	keep gently warmed	context=4;cross_page=4;portability=5;historical=5;repairs=3	add warmed water	context=5;cross_page=5;portability=5;historical=5;repairs=0	mix thoroughly	context=3;cross_page=3;portability=4;historical=5;repairs=5	add warmed water	0.57	REVERSED		add warm-water medium
1645e612504fcef59ced	okain|qokain	7	f81v|f82r|f83r	then put it in	then put it in	context=5;cross_page=5;portability=5;historical=5;repairs=0	put the next measured charge into the vessel	context=5;cross_page=5;portability=5;historical=5;repairs=0	add the dry ingredient	context=3;cross_page=3;portability=3;historical=5;repairs=5	put the next measured charge into the vessel	0.63	IMPROVED		transfer charge into vessel
7a4bb8136330ee4e6e56	chor|or|shor|sor	7	f10r|f55v|f83r	the prepared liquid	the prepared liquid	context=5;cross_page=5;portability=5;historical=5;repairs=0	from the source vessel	context=3;cross_page=3;portability=3;historical=5;repairs=5	then continue	context=2;cross_page=2;portability=3;historical=5;repairs=7	the prepared liquid	0.60	RETAINED		select prepared-liquid register
e0b630cb1b5df5e7105b	checthy|cthy|shcthy	7	f10r|f11r|f83r	when prepared and ready	when prepared and ready	context=5;cross_page=5;portability=5;historical=5;repairs=0	when the preparation is ready	context=5;cross_page=5;portability=5;historical=5;repairs=0	while it remains warm	context=3;cross_page=3;portability=4;historical=5;repairs=4	when the preparation is ready	0.61	IMPROVED		gate next instruction on readiness
308e8ea2d5d190c498e8	okal|qokal	6	f55v|f81v|f82r|f83r	combine the two portions	combine the two portions	context=5;cross_page=5;portability=5;historical=5;repairs=0	work it in clean water	context=4;cross_page=4;portability=5;historical=5;repairs=2	add warmed oil	context=3;cross_page=3;portability=4;historical=5;repairs=5	combine the two portions	0.62	RETAINED		merge two active charges
4d4559019a961b834aa1	char|dar|sar	5	f10r|f81v|f82r|f83r	of the same	of the same	context=3;cross_page=3;portability=3;historical=5;repairs=5	then proceed	context=5;cross_page=5;portability=5;historical=5;repairs=0	with the same liquid	context=4;cross_page=4;portability=4;historical=5;repairs=2	then proceed	0.55	REVERSED		advance procedural sequence
259b2b3b0bf859882e2c	dchedy|schedy|tchedy	4	f81v|f82r|f83r	finish this application; close the rubric	finish this application; close the rubric	context=3;cross_page=4;portability=4;historical=5;repairs=4	wash it through once	context=5;cross_page=5;portability=4;historical=5;repairs=0	close the lower outlet	context=4;cross_page=4;portability=4;historical=5;repairs=3	wash it through once	0.55	REVERSED		perform one washing pass
2cc054357a929df85f64	cho|sho	4	f56r	thereafter	thereafter	context=3;cross_page=4;portability=2;historical=5;repairs=4	as for the pictured plant	context=5;cross_page=5;portability=2;historical=5;repairs=0	take the pictured root	context=4;cross_page=4;portability=2;historical=5;repairs=3	as for the pictured plant	0.50	REVERSED		resume pictured Herbal owner
2cc8bb3c2af19607888f	chckhy|shckhy	4	f81v|f82r	through the joined channels	through the joined channels	context=5;cross_page=5;portability=4;historical=5;repairs=0	immerse the connected part	context=4;cross_page=4;portability=4;historical=5;repairs=3	strain it through cloth	context=3;cross_page=3;portability=3;historical=5;repairs=5	through the joined channels	0.60	RETAINED		select joined-channel route
b5df9126607030b95175	cheey|shey	4	f11r|f82r|f83r	until it becomes clear	until it becomes clear	context=5;cross_page=5;portability=5;historical=5;repairs=0	until the liquid runs clear	context=5;cross_page=5;portability=5;historical=5;repairs=0	until it becomes cool	context=3;cross_page=3;portability=4;historical=5;repairs=5	until the liquid runs clear	0.56	IMPROVED		gate on clear outflow
28ffbc88b97772a75f1e	olchedy|qolchedy	3	f81v|f82r|f83r	retain the combined mixture; close the rubric	retain the combined mixture; close the rubric	context=4;cross_page=4;portability=4;historical=5;repairs=2	draw off the clear liquor	context=5;cross_page=5;portability=4;historical=5;repairs=0	let the mixture settle	context=4;cross_page=4;portability=4;historical=5;repairs=2	draw off the clear liquor	0.56	REVERSED		decant clarified supernatant
3b70942557b3a40e8030	olkeedy|solkeedy	3	f81v|f83r	let it settle; close the rubric	let it settle; close the rubric	context=5;cross_page=5;portability=4;historical=5;repairs=0	let the liquid settle clear	context=5;cross_page=5;portability=4;historical=5;repairs=0	let it cool completely	context=4;cross_page=4;portability=4;historical=5;repairs=3	let the liquid settle clear	0.55	IMPROVED		settle liquid until clear
54d0e228ca346110af05	otaiin|sotaiin	3	f82r|f83r	for the same duration	for the same duration	context=5;cross_page=5;portability=4;historical=5;repairs=0	in the ordinary measure	context=4;cross_page=4;portability=4;historical=5;repairs=3	repeat it twice	context=3;cross_page=3;portability=4;historical=5;repairs=5	for the same duration	0.55	RETAINED		reuse active duration
87411f84689b4f93a303	qokchdy	3	f81v|f83r	heat once; close the rubric	heat once; close the rubric	context=5;cross_page=5;portability=4;historical=5;repairs=0	bring it once to the boil	context=5;cross_page=5;portability=4;historical=5;repairs=0	rinse the heated vessel	context=3;cross_page=3;portability=3;historical=5;repairs=5	bring it once to the boil	0.55	IMPROVED		perform one boiling pass
90bcf0a9ec0ef56399e6	otal|qotal	3	f83r	toward the lower outlet	toward the lower outlet	context=5;cross_page=5;portability=3;historical=5;repairs=0	from the lower outlet	context=4;cross_page=4;portability=3;historical=5;repairs=2	at the indicated place	context=4;cross_page=4;portability=3;historical=5;repairs=2	toward the lower outlet	0.53	RETAINED		select lower-outlet direction
9ad66e67803a12e745de	chokchy|okchy|qokchy	3	f10r|f56r	use the fresh preparation	use the fresh preparation	context=5;cross_page=5;portability=3;historical=5;repairs=0	gather the fresh herb	context=4;cross_page=4;portability=2;historical=5;repairs=3	add the fresh juice	context=4;cross_page=4;portability=3;historical=5;repairs=3	use the fresh preparation	0.55	RETAINED		select fresh preparation
9da1b6ac2c929daea697	chkain|kain	3	f81v|f83r	one measured share	one measured share	context=5;cross_page=5;portability=4;historical=5;repairs=0	one measured charge	context=5;cross_page=5;portability=4;historical=5;repairs=0	for one interval	context=3;cross_page=3;portability=3;historical=5;repairs=5	one measured charge	0.54	IMPROVED		instantiate one measured charge
d68bc8de3bcee09db23c	shckhedy	3	f81v|f83r	strain completely; close the rubric	strain completely; close the rubric	context=5;cross_page=5;portability=4;historical=5;repairs=0	strain it through cloth	context=5;cross_page=5;portability=4;historical=5;repairs=0	close the joined channels	context=3;cross_page=3;portability=4;historical=5;repairs=5	strain it through cloth	0.56	IMPROVED		filter through cloth
d904bf7b044dd3922781	cheky	3	f81v|f83r	at gentle heat	at gentle heat	context=5;cross_page=5;portability=4;historical=5;repairs=0	over a gentle heat	context=5;cross_page=5;portability=4;historical=5;repairs=0	with warmed water	context=3;cross_page=3;portability=4;historical=5;repairs=4	over a gentle heat	0.54	IMPROVED		select low-heat mode
